,Concept_ID,uz,sk
807,neunzig::NUM,to'qson,deväťdesiat
808,hundert::NUM,yuz,sto
809,tausend::NUM,ming,tisíc
810,und::CNJ,va,i
811,oder::CNJ,yo,alebo
812,stehen::V,turmoq,stáť
813,sitzen::V,o'tirmoq,sedieť
814,liegen::V,yotmoq,ležať
815,hängen::V,osilmoq,visieť
816,werden::V,bo'lmoq,stať sa
817,passieren::V,bo'lib o'tmoq,stať sa
818,beginnen::V,boshlanmoq,začať sa
819,enden::V,bitmoq,končiť sa
820,wechseln::V,o'zgarmoq,meniť sa
821,aufgehen[Sonne]::V,chiqmoq,vychádzať
822,untergehen[Sonne]::V,botmoq,zapadnúť
823,scheinen[Sonne]::V,yaraqlamoq,svietiť
824,donnern::V,gulduramoq,hrmieť
825,wehen::V,elpimoq,viať
826,strömen::V,oqmoq,prúdiť
827,fließen::V,oqmoq,tiecť
828,sich drehen::V,aylanmoq,točiť sa
829,sich drehen::V,aylanmoq,krútiť sa
830,schwanken::V,qoqilmoq,kolísať
831,schwanken::V,qoqilmoq,klátiť sa
832,schwingen::V,lopillamoq,kývať sa
833,schwingen::V,lopillamoq,chvieť sa
834,fallen::V,tushmoq,padať
835,brennen::V,yonmoq,páliť
836,brennen::V,yonmoq,horieť
837,rauchen::V,tutamoq,dymiť sa
838,regnen::V,yomg'ir yog'moq,pršať
839,gefrieren::V,muzlamoq,zamrznút
840,tauen::V,ärimoq,taviť sa
841,schmelzen::V,ärimoq,taviť sa
842,trocknen::V,qurimoq,schnúť
843,sieden::V,qaynamoq,vrieť
844,faulen::V,chirimoq,hniť
845,verfaulen::V,chirimoq,zhniť
846,reißen::V,qayt qilmoq,pretrhnúť sa
847,versinken::V,g'arq bo'lmoq,zapadnúť
848,versinken::V,g'arq bo'lmoq,potopiť sa
849,vergehen::V,o'tmoq,plynúť
850,erscheinen::V,zuhur ätmoq,objaviť sa
851,verschwinden::V,yo'qolmoq,zmiznúť
852,sinken::V,pasaymoq,klesať
853,abnehmen::V,kamaymoq,ubúdať
854,zunehmen::V,urchimoq,pribúdať
855,steigen::V,oshmoq,stúpať
856,wachsen::V,o'smoq,rásť
857,glänzen::V,porlamoq,jagať sa
858,glänzen::V,porlamoq,lesknúť sa
859,funkeln::V,yalt ätmoq,iskriť sa
860,lärmen::V,taraq ätmoq,lomoziť
861,läuten::V,jiringlamoq,cengať
862,klingeln::V,jiringlamoq,zvoniť
863,klirren::V,sharaqlamoq,rinčať
864,brausen::V,vag'illamoq,hučať
865,rauschen::V,shitirlamoq,šumieť
866,klingen::V,yangramoq,znieť
867,klingen::V,yangramoq,zvoniť
868,bellen::V,hurmoq,štekať
869,bellen::V,hurmoq,brechať
870,heulen::V,uvlamoq,vyť
871,blasen::V,puflamoq,duť
872,blasen::V,puflamoq,fúkať
873,pfeifen::V,xushtak chalmoq ,pískať
874,pfeifen::V,xushtak chalmoq ,hvízdať
875,schreien::V,qiyqirmoq,kričať
876,stöhnen::V,nola qilmoq,stenať
877,zittern::V,titramoq,triasť sa
878,leben::V,yashamoq,žiť
879,geboren werden::V,tug'ilmoq,narodiť sa
880,atmen::V,nafas chiqarmoq,dýchať
881,trinken::V,ichmoq,piť
882,essen::V,emoq,jesť
883,schlucken::V,yutmoq,zhltnuť
884,müde werden::V,horimoq,unaviť sa
885,einschlafen::V,uxlab qolmoq,usnúť
886,einschlafen::V,uxlab qolmoq,zaspať
887,schlafen::V,uxlamoq,spať
888,aufwachen::V,uyg'onmoq,zobudiť sa
889,aufstehen::V,qo'pmoq,vstať
890,sich erholen::V,dam olmoq,zotavovať sa
891,sich erholen::V,dam olmoq,oddýchovať si
892,krank werden::V,kasallanmoq,ochorieť
893,krank sein::V,betob yotmoq,chorieť
894,krank sein::V,betob yotmoq,byť chorý
895,schmerzen::V,og'rimoq,bolieť
896,husten::V,yo'talmoq,kašľať
897,genesen::V,tuzalmoq,uzdraviť sa
898,sterben::V,o'lmoq,umrieť
899,sterben::V,o'lmoq,zomrieť
900,umkommen::V,halok bo'lmoq,zahynúť
901,sich bewegen::V,harakat qilmoq,pohybovať sa
902,sich rühren::V,qimirlamoq,hnúť sa
903,sich erheben::V,qo'pmoq,zdvihnúť sa
904,sich setzen::V,o'tirmoq,sadnúť si
905,hinfallen::V,yiqilmoq,spadnúť
906,laufen::V,yurmoq,bežať
907,schreiten::V,yurmoq,kráčať
908,spazierengehen::V,sayr ätmoq,prechádzať sa
909,eilen::V,tezlamoq,súriť
910,sich beeilen::V,shoshmoq,ponáhľať sa
911,sausen::V,chopqillamoq,hučať
912,rennen::V,yugurmoq,bežať
913,springen::V,sakramoq,skákať
914,klettern::V,yuqorilamoq,liezť
915,schaukeln::V,irg'amoq,húpať
916,schaukeln::V,irg'amoq,hojdať
917,kriechen::V,ämaklamoq,liezť
918,kriechen::V,ämaklamoq,plaziť sa
919,schwimmen::V,suzmoq,plávať
920,tauchen::V,chu'mmoq,ponoriť sa
921,rudern::V,eshkak eshmoq,veslovať
922,fahren::V,haydamoq,ísť
923,fahren::V,haydamoq,jazdiť
924,fliegen::V,uchmoq,letieť
925,gehen::V,bormoq,ísť
926,weggehen::V,ketoq,odísť
927,weggehen::V,ketoq,odchádzať
928,abfahren::V,jo'namoq,odcestovať
929,anhalten::V,to'xtamoq,zadržať sa
930,anhalten::V,to'xtamoq,zastaviť sa
931,hineingehen::V,kirmoq,vchádzať
932,eintreten::V,kirmoq,vojsť
933,eintreten::V,kirmoq,vstúpiť
934,kommen::V,kelmoq,prísť
935,ankommen::V,etib kelmoq,prísť
936,ankommen::V,etib kelmoq,doraziť
937,zurückkommen::V,qaytib kelmoq,vrátiť sa
938,bleiben::V,qolmoq,ostať
939,bleiben::V,qolmoq,zostať
940,warten::V,poylamoq,čakať
941,erwarten::V,kutmoq,očakávať
942,suchen::V,izlamoq,hľadať
943,finden::V,topmoq,nájsť
944,versuchen::V,chalishmoq,skúsiť
945,versuchen::V,chalishmoq,pokúsiť sa
946,vorbereiten::V,hozirlamoq,pripraviť
947,lieben::V,sevmoq,ľúbiť
948,lieben::V,sevmoq,milovať
949,mögen::V,ardoqlamoq,mať rád
950,lachen::V,kulmoq,smiať sa
951,rühren::V,ta'sirlantirmoq,dojať
952,weinen::V,yig'lamoq,plakať
953,schimpfen::V,koyinmoq,nadávať
954,sich ärgern::V,g'azab qilmoq,hnevať sa
955,sich ärgern::V,g'azab qilmoq,zlostiť sa
956,sich fürchten::V,hurkmoq,báť sa
957,fürchten::V,qo'rqmoq,báť sa
958,fliehen::V,qochmoq,utekať
959,flüchten::V,qochmoq,utiecť
960,sehen::V,ko'rmoq,vidieť
961,anschauen::V,razm solmoq,pozrieť sa na
962,ansehen::V,razm qilmoq,pozrieť
963,hören::V,äshitmoq,počúvať
964,zuhören::V,tinglamoq,počúvať
965,probieren::V,tatib ko'rmoq,ochutnať
966,riechen::V,iskamoq,ňuchať
967,fühlen::V,sezmoq,cítiť
968,fühlen::V,sezmoq,pociťovať
969,scheinen::V,tuyilmoq,zdať sa
970,zu sehen sein::V,ko'rinmoq,byť vidieť
971,vernehmen::V,äshitmoq,počuť
972,frieren::V,sovuq qotmoq,mrznúť
973,frieren::V,sovuq qotmoq,oziabať
974,tun::V,ätmoq,robiť
975,können::V,-a olmoq,môcť
976,können::V,-y olmoq,môcť
977,wollen::V,istamoq,chcieť
978,anfangen::V,boshlamoq,začať
979,beenden::V,bitirmoq,skončiť
980,aufhören::V,tinmoq,prestať
981,gelingen::V,muvaffaqiyat qozonmoq,podariť sa
982,geraten::V,bo'lmoq,dariť sa
983,öffnen::V,ochmoq,otvoriť
984,schließen::V,yopmoq,zavrieť
985,stellen::V,qo'ymoq,postaviť
986,setzen::V,o'tqazmoq,posadiť
987,legen::V,yotqizmoq,klásť
988,legen::V,yotqizmoq,položiť
989,berühren::V,tegmoq,dotykať sa
990,verbinden::V,ulamoq,spojiť
991,bedecken::V,bekitmoq,pokryť
992,aufhängen::V,ildirmoq,zavesiť
993,anzünden::V,yondirmoq,zapáliť
994,aufheben::V,ko'tarmoq,zdvihnúť
995,zurücklassen::V,ayrilmoq,zanechať
996,verlieren::V,yo'qotmoq,stratiť
997,fallen lassen::V,tushirmoq,pustiť
998,machen::V,qilmoq,robiť
999,herstellen::V,chiqarmoq,vyrobiť
1000,bauen::V,solmoq,stavať
1001,bauen::V,solmoq,budovať
1002,reparieren::V,tuzatmoq,opraviť
1003,verbessern::V,isloh qilmoq,zlepšiť
1004,ändern::V,o'zgartirmoq,zmeniť
1005,ändern::V,o'zgartirmoq,preinačiť
1006,graben::V,qazimoq,ryť
1007,graben::V,qazimoq,kopať
1008,beugen::V,bukmoq,ohnúť
1009,biegen::V,bukmoq,ohnúť
1010,drehen::V,aylantirmoq,točiť
1011,drehen::V,aylantirmoq,krútiť
1012,wenden::V,burmoq,obrátiť
1013,wenden::V,burmoq,prevrátiť
1014,umdrehen::V,ag'darmoq,otočiť
1015,umdrehen::V,ag'darmoq,obrátiť
1016,heben::V,yuksaltirmoq,dvíhať
1017,heben::V,yuksaltirmoq,povzniesť
1018,hochheben::V,ko'tarmoq,zdvihnúť
1019,ergreifen::V,tutamlamoq,uchopiť sa
1020,halten::V,tutmoq,držať
1021,drücken::V,bosmoq,tisnúť
1022,schieben::V,surmoq,posunovať
1023,kratzen::V,qashimoq,škrabať
1024,lecken::V,mijimoq,lízať
1025,beißen::V,tishlamoq,kúsať
1026,abreißen::V,emirmoq,odtrhnúť
1027,abschneiden::V,cho'rt kesmoq,odrezať
1028,abschneiden::V,cho'rt kesmoq,odkrojiť
1029,binden::V,bog'lamoq,zaviazať
1030,binden::V,bog'lamoq,priviazať
1031,stecken::V,suqmoq,strčiť
1032,brechen::V,sindirmoq,zlomiť
1033,klopfen::V,dukurlamoq,tĺcť
1034,klopfen::V,dukurlamoq,klopať
1035,hauen::V,urmoq,nabiť
1036,kleben::V,yopishtirmoq,lepiť
1037,kleben::V,yopishtirmoq,nalepiť
1038,reiben::V,surkamoq,trieť
1039,streichen::V,surkamoq,namazať
1040,schleifen::V,qayramoq,ostríť
1041,schneiden::V,kesmoq,rezať
1042,schneiden::V,kesmoq,strihať
1043,rütteln::V,chayqamoq,triasť
1044,rütteln::V,chayqamoq,lomcovať
1045,schütteln::V,chayqamoq,triasť
1046,schütteln::V,chayqamoq,potriasť
1047,schwenken::V,chayqatmoq,mávať
1048,schütten::V,quymoq,sypať
1049,füllen::V,to'ldirmoq,plniť
1050,einwickeln::V,chulg'amoq,zabaliť
1051,tragen::V,tashimoq,niesť
1052,schleppen::V,sudramoq,vliecť
1053,ziehen::V,tortmoq,ťahať
1054,aufbewahren::V,tutmoq,uložiť
1055,aufbewahren::V,tutmoq,uschovať
1056,werfen::V,tashlamoq,hodiť
1057,werfen::V,tashlamoq,vrhnúť
1058,fangen::V,tutmoq,chytať
1059,packen::V,opqochmoq,baliť
1060,packen::V,opqochmoq,chytiť
1061,verstecken::V,yashirmoq,skryť
1062,verstecken::V,yashirmoq,schovať
1063,teilen::V,bo'lmoq,podeliť
1064,teilen::V,bo'lmoq,rozdeliť
1065,schicken::V,yubormoq,posielať
1066,bringen::V,keltirmoq,priniesť
1067,hinzufügen::V,tirkamoq,pripojiť
1068,bekommen::V,olmoq,dostať
1069,erhalten::V,olmoq,prijať
1070,nehmen::V,olmoq,vziať
1071,wählen::V,saylamoq,voliť
1072,auswählen::V,saylamoq,vybrať
1073,auswählen::V,saylamoq,vyvoliť
1074,bewahren::V,saqlamoq,zachovať
1075,behindern::V,xalal bermoq,zavadzať
1076,behindern::V,xalal bermoq,byť v ceste
1077,verderben::V,xazon qilmoq,skaziť
1078,beschädigen::V,buzmoq,ublížiť
1079,beschädigen::V,buzmoq,poškodiť
1080,zerbrechen::V,sindirmoq,rozbiť
1081,zerbrechen::V,sindirmoq,prelomiť
1082,zerreißen::V,yirtmoq,pretrhnúť
1083,zerstören::V,vayron qilmoq,zničiť
1084,verbrennen::V,kuydirmoq,spáliť
1085,geben::V,bermoq,dať
1086,reichen::V,bermoq,podať
1087,schenken::V,sovg'a qilmoq,darovať
1088,versprechen::V,va'da bermoq,sľúbiť
1089,wünschen::V,orziqmoq,želať
1090,loben::V,maqtamoq,chváliť
1091,küssen::V,o'pmoq,bozkať
1092,wiegen::V,tebratmoq,kolísať
1093,zudecken::V,yopmoq,prikryť
1094,wecken::V,uyg'otmoq,zobudiť
1095,zeigen::V,ko'rsatmoq,ukázať
1096,führen::V,boshlik bo'lmoq,viesť
1097,lehren::V,o'rgatmoq,učiť
1098,unterrichten::V,dars bermoq,vyučovať
1099,aufziehen::V,o'stirmoq,vychovať
1100,leiten::V,boshqarmoq,viesť
1101,antreiben::V,shoshiltirmoq,popudiť
1102,lassen::V,ruxsat bermoq,dať
1103,einladen::V,taklif kilmoq,pozvať
1104,einladen::V,taklif kilmoq,povolať
1105,vereinigen::V,qo'shmoq,spojiť
1106,vereinigen::V,qo'shmoq,zjednotiť
1107,besuchen::V,mehmonga bormoq,navštíviť
1108,treffen::V,duchor bo'lmoq,stretnúť
1109,sich versammeln::V,to'planmoq,zhromaždiť sa
1110,spielen::V,o'ynamoq,hrať
1111,singen::V,yalla qilmoq,spievať
1112,tanzen::V,raqs qilmoq,tancovať
1113,sich trennen::V,yakkalanmoq,rozísť sa
1114,verlassen::V,qoldirmoq,opustiť
1115,retten::V,qutqazmoq,zachrániť
1116,bewachen::V,qo'rimoq,strážiť
1117,schützen::V,yoniga olmoq,chrániť
1118,verteidigen::V,yoqlamoq,brániť
1119,sich schlagen::V,yoqalashmoq,biť sa
1120,schießen::V,otmoq,streliť
1121,schießen::V,otmoq,strieľať
1122,siegen::V,engmoq,zvíťaziť
1123,ärgern::V,jahl chiqarmoq,hnevať
1124,ärgern::V,jahl chiqarmoq,zlostiť
1125,schlagen::V,urmoq,biť
1126,schlagen::V,urmoq,udrieť
1127,treten::V,tepmoq,kopnúť
1128,stechen::V,qadamoq,bodnúť
1129,stechen::V,qadamoq,pichnúť
1130,stoßen::V,turtmoq,udrieť
1131,stehlen::V,o'g'rilamoq,kradnúť
1132,stören::V,tebratmoq,vyrušiť
1133,belästigen::V,g'ashini keltirmoq,obťažovať
1134,verbergen::V,berkitmoq,skryť
1135,täuschen::V,aldamoq,sklamať
1136,betrügen::V,tirriq qilmoq,klamať
1137,betrügen::V,tirriq qilmoq,podvádzať
1138,töten::V,o'ldirmoq,zabiť
1139,töten::V,o'ldirmoq,usmrtiť
1140,wohnen::V,istiqomat qilmoq,bývať
1141,arbeiten::V,ishlamoq,pracovať
1142,sammeln::V,yig'moq,zbierať
1143,pflücken::V,termoq,trhať
1144,pflücken::V,termoq,oberať
1145,jagen::V,ov qilmoq,poľovať
1146,fischen::V,baliq ovlamoq,loviť ryby
1147,fischen::V,baliq ovlamoq,chytať ryby
1148,fassen::V,ilinmoq,uloviť
1149,hüten::V,boqtirmoq,pásť
1150,treiben::V,haydamoq,hnať
1151,anbinden::V,bog'lamoq,priviazať
1152,füttern::V,edirmoq,kŕmiť
1153,melken::V,sog'moq,dojiť
1154,hacken::V,chopmoq,seknúť
1155,gießen::V,oqizmoq,polievať
1156,reifen::V,qizarmoq,dozrieť
1157,zubereiten::V,pishirmoq,pripraviť
1158,kochen::V,qaynatmoq,variť
1159,backen::V,yopmoq,piecť
1160,backen::V,yopmoq,smažiť
1161,braten::V,qovurmoq,piecť
1162,braten::V,qovurmoq,pražiť
1163,umrühren::V,atalamoq,pomiešať
1164,stricken::V,to'qimoq,pliesť
1165,nähen::V,tikmoq,šiť
1166,färben::V,bo'yoqlamoq,zafarbiť
1167,reinigen::V,tozalamoq,čistiť
1168,waschen::V,yuvmoq,myť
1169,abwischen::V,surkamoq,utrieť
1170,spülen::V,chaymoq,vyplachovať
1171,fegen::V,cho'tkalamoq,zametať
1172,kehren::V,supurmoq,zametať
1173,baden::V,cho'milmoq,kúpať sa
1174,sich waschen::V,yuvinmoq,umývať sa
1175,ausziehen::V,echintirmoq,zobliecť
1176,anziehen::V,kiymoq,obliecť
1177,sich anziehen::V,kiyinmoq,obliecť sa
1178,kämmen::V,taramoq,česať
1179,schmücken::V,yasatmoq,ozdobiť
1180,sagen::V,aytmoq,povedať
1181,sprechen::V,so'zlamoq,hovoriť
1182,reden::V,gapirmoq,rozprávať
1183,sich unterhalten::V,suhbatlashmoq,rozprávať sa
1184,fragen::V,so'ramoq,spýtať sa
1185,bitten::V,iltimos qilmoq,prosiť
1186,erzählen::V,aytib bermoq,rozprávať
1187,mitteilen::V,bildirmoq,oznámiť
1188,nennen::V,atamoq,nazvať
1189,nennen::V,atamoq,menovať
1190,rufen::V,chaqirmoq,volať
1191,rufen::V,chaqirmoq,zavolať
1192,prahlen::V,gerdaymoq,vystatovať sa
1193,übersetzen::V,tarjima qilmoq,preložiť
1194,denken::V,o'ylamoq,myslieť
1195,glauben::V,ishonmoq,veriť
1196,bemerken::V,payqamoq,podotknuť
1197,bemerken::V,payqamoq,spozorovať
1198,erkennen::V,tanimoq,poznať
1199,begreifen::V,tushunmoq,pochopiť
1200,begreifen::V,tushunmoq,porozumieť
1201,verstehen::V,anglamoq,rozumieť
1202,lernen::V,o'qimoq,učiť sa
1203,wissen::V,bilmoq,vedieť
1204,sich erinnern an::V,äsni tanimoq,pamätať si na
1205,vergessen::V,unutmoq,zabudnuť
1206,messen::V,o'lchamoq,merať
1207,zählen::V,raqamlamoq,počítať
1208,rechnen::V,cho'tlamoq,rátať
1209,rechnen::V,cho'tlamoq,počítať
1210,lesen::V,o'qimoq,čítať
1211,malen::V,rasm solmoq,maľovať
1212,zeichnen::V,chizmoq,kresliť
1213,schreiben::V,yozmoq,písať
1214,besitzen::V,ägalamoq,mať
1215,besitzen::V,ägalamoq,vlastniť
1216,kaufen::V,olmoq,kúpiť
1217,verkaufen::V,sotmoq,predať
1218,bezahlen::V,to'lamoq,zaplatiť
1219,zahlen::V,to'lamoq,platiť
1220,beherrschen::V,ägalamoq,ovládať
1221,ertragen::V,chidamoq,znášať
1222,ertragen::V,chidamoq,vydržať
