,Concept_ID,et,tt
426,Nahrung::N,toit,азык
427,Nahrung::N,toit,тәгам
428,Nahrung::N,toit,ашамлык
429,Speise::N,roog,ризык
430,Fleisch::N,liha,ит
431,Getreide::N,teravili,ашлык
432,Brei::N,puder,ботка
433,Brot::N,sai,ипи
434,Brot::N,sai,икмәк
435,Brot::N,leib,ипи
436,Brot::N,leib,икмәк
437,Scheibe::N,viil,телем
438,Scheibe::N,viilukas,телем
439,Fett::N,rasv,май
440,Butter::N,või,май
441,Öl::N,õli,май
442,Salz::N,sool,тоз
443,Suppe::N,supp,шулпа
444,Honig::N,mesi,бал
445,Milch::N,piim,сөт
446,Tee::N,tee,чәй
447,Leder::N,nahk,күн
448,Wolle::N,vill,йон
449,Stoff::N,kangas,тукыма
450,Nadel::N,nõel,энә
451,Faden::N,niit,җеп
452,Knopf::N,nööp,төймә
453,Knoten::N,sõlm,төен
454,Farbe::N,värv,буяу
455,Kleidung::N,riided,кием
456,Kleidung::N,riietus,кием
457,Hemd::N,särk,күлмәк
458,Kragen::N,krae,яка
459,Ärmel::N,varrukas,җиң
460,Hose::N,püksid,чалбар
461,Gürtel::N,vöö,билбау
462,Mütze::N,müts,бүрек
463,Schuh::N,king,башмак
464,Stiefel::N,saabas,итек
465,Ring::N,sõrmus,балдак
466,Band::N,lint,тасма
467,Kamm::N,kamm,тарак
468,Spiegel::N,peegel,көзге
469,Riemen::N,rihm,каеш
470,Schnur::N,nöör,бау
471,Leine::N,jalutusrihm,тезген
472,Decke::N,tekk,юрган
473,Kissen::N,padi,мендәр
474,Tuch::N,kalev,яулык
475,Handtuch::N,käterätik,сөлгә
476,Kraft::N,jõud,егәр
477,Kraft::N,jõud,дәрман
478,Stärke::N,tugevus,көч
479,Stärke::N,tugevus,дәрман
480,Gesundheit::N,tervis,саулык
481,Krankheit::N,haigus,чир
482,Krankheit::N,haigus,хаста
483,Krankheit::N,haigus,сырхау
484,Schmerz::N,valu,авырту
485,Wunde::N,haav,яра
486,Wunde::N,haav,җәрәхәт
487,Fieber::N,palavik,бизгәк
488,Arznei::N,ravim,дару
489,Brücke::N,sild,күпер
490,Brunnen::N,kaev,кое
491,Weide::N,karjamaa,утлавык
492,Pfad::N,rada,сукмак
493,Weg::N,tee,юл
494,Straße::N,tee,урам
495,Dorf::N,küla,авыл
496,Stadt::N,linn,шәһәр
497,Brief::N,kiri,хат
498,Buch::N,raamat,китап
499,Buchstabe::N,täht,хәреф
500,Zeitung::N,ajaleht,газет
501,Zeitung::N,ajaleht,газета
502,Leben::N,elu,гомер
503,Leben::N,elu,тормыш
504,Leben::N,elu,тереклек
505,Tod::N,surm,үлем
506,Grab::N,haud,гүр
507,Grab::N,haud,кабер
508,Kirche::N,kirik,чиркәү
509,Sünde::N,patt,язык
510,Sünde::N,patt,гөнаһ
511,Gott::N,jumal,алла
512,Gott::N,jumal,ходай
513,Arbeiter::N,tööline,эшче
514,Chef::N,ülemus,башлык
515,Chef::N,juhataja,башлык
516,Meister::N,meister,оста
517,Arzt::N,arst,врач
518,Arzt::N,arst,табиб
519,Lehrer::N,õpetaja,укытучы
520,Lehrer::N,õpetaja,мөгаллим
521,Geld::N,raha,акча
522,Geschäft::N,äri,эш
523,Laden::N,pood,кибет
524,Laden::N,pood,магазин
525,Laden::N,kauplus,кибет
526,Laden::N,kauplus,магазин
527,Preis::N,hind,бәя
528,Preis::N,hind,бәһа
529,Ware::N,kaup,товар
530,Nutzen::N,tulu,файда
531,Nutzen::N,kasulikkus,файда
532,Reichtum::N,rikkus,байлык
533,Welt::N,maailm,дөнья
534,Land::N,maa,ил
535,Staat::N,riik,дәүләт
536,König::N,kuningas,патша
537,Macht::N,võim,хакимият
538,Grenze::N,piir,чик
539,Krieg::N,sõda,сугыш
540,Feind::N,vaenlane,дошман
541,Gewalt::N,väevõim,көчләү
542,Kampf::N,võitlus,көрәш
543,Bogen[Waffe]::N,vibu,җәя
544,Pfeil::N,nool,ук
545,Gewehr::N,püss,мылтык
546,Fehler::N,viga,хата
547,Lüge::N,vale,ялган
548,Schaden::N,kahju,зыян
549,Schaden::N,kahju,зарар
550,Unglück::N,häda,бәла
551,Unglück::N,õnnetus,бәла
552,Schuld::N,süü,гаеп
553,Alter::N,iga,яшь
554,Schluss::N,lõpp,ахыр
555,Zeit::N,aeg,заман
556,Tag::N,päev,көн
557,Morgen::N,hommik,иртә
558,Mittag::N,lõuna,өйлә
559,Mittag::N,keskpäev,өйлә
560,Abend::N,õhtu,кич
561,Nacht::N,öö,төн
562,Woche::N,nädal,атна
563,Monat::N,kuu,ай
564,Jahr::N,aasta,ел
565,Frühling::N,kevad,яз
566,Sommer::N,suvi,җәй
567,Herbst::N,sügis,көз
568,Winter::N,talv,кыш
569,Januar::N,jaanuar,гыйнвар
570,Februar::N,veebruar,февраль
571,März::N,märts,март
572,April::N,aprill,апрель
573,Mai::N,mai,май
574,Juni::N,juuni,июнь
575,Juli::N,juuli,июль
576,August::N,august,август
577,September::N,september,сентябрь
578,Oktober::N,oktoober,октябрь
579,November::N,november,ноябрь
580,Dezember::N,detsember,декабрь
581,Montag::N,esmaspäev,дүшәмбе
582,Dienstag::N,teisipäev,сишәмбе
583,Mittwoch::N,kesknädal,чәршәмбе
584,Donnerstag::N,neljapäev,атнакич
585,Donnerstag::N,neljapäev,пәнҗешәмбе
586,Freitag::N,reede,җомга
587,Samstag::N,laupäev,шимбә
588,Sonntag::N,pühapäev,якшәмбе
589,groß::A,suur,зур
590,klein::A,väike,кечкенә
591,klein::A,pisike,кечкенә
592,lang::A,pikk,озын
593,kurz::A,lühike,кыска
594,breit::A,lai,киң
595,schmal::A,kitsas,кысык
596,dicht::A,tihe,куе
597,dick[Gegenstand]::A,jäme,калын
598,dünn::A,õhuke,нечкә
599,dünn::A,peenike,нечкә
600,fein::A,peen,нәзакәтле
601,fein::A,õhuke,нәзакәтле
602,fest::A,püsiv,нык
603,fest::A,kindel,нык
604,flach::A,lame,яссы
605,flach::A,lame,ялпак
606,flach::A,tasane,яссы
607,flach::A,tasane,ялпак
608,glatt::A,sile,шома
609,hart::A,kõva,каты
610,weich::A,pehme,йомшак
611,rund::A,ümar,түгәрәк
612,spitz::A,torkav,очлы
613,scharf::A,terav,үткен
614,stumpf::A,nüri,үтмәс
615,schwer::A,raske,салмак
616,schön::A,kena,гүзәл
617,heiß::A,kuum,эссе
618,heiß::A,palav,эссе
619,warm::A,soe,җылы
620,kalt::A,külm,суык
621,kalt::A,külm,салкын
622,kühl::A,jahe,салкынча
623,frisch::A,värske,салкынча
624,feucht::A,niiske,юеш
625,nass::A,märg,дымлы
626,trocken::A,kuiv,коры
627,voll::A,täis,тулы
628,leer::A,tühi,буш
629,offen::A,avatud,ачык
630,offen::A,lahtine,ачык
631,geschlossen::A,suletud,йомык
632,sauber::A,puhas,пакь
633,sauber::A,puhas,чиста
634,schmutzig::A,räpane,керле
635,schmutzig::A,räpane,пычрак
636,schmutzig::A,määrdunud,керле
637,schmutzig::A,määrdunud,пычрак
638,roh::A,toores,чи
639,reif::A,küps,өлгергән
640,lecker::A,hõrk,тәмле
641,lecker::A,maitsev,тәмле
642,süß::A,magus,татлы
643,bitter::A,mõru,ачы
644,sauer::A,hapu,әче
645,hell::A,hele,якты
646,dunkel::A,pime,кара
647,schwarz::A,must,кара
648,weiß::A,valge,ак
649,rot::A,punane,кызыл
650,gelb::A,kollane,сары
651,blau::A,sinine,күк
652,grün::A,roheline,яшел
653,grau::A,hall,соры
654,bunt::A,kirju,чуар
655,bunt::A,värviline,чуар
656,billig::A,odav,арзан
657,teuer::A,kallis,хаклы
658,wertvoll::A,väärtuslik,кыйммәтле
659,blind::A,pime,сукыр
660,blind::A,pime,күзсез
661,taub::A,kurt,чукрак
662,taub::A,kurt,саңгырау
663,kräftig::A,jõuline,егәрле
664,stark::A,tugev,нык
665,stark::A,tugev,базык
666,schwach::A,nõrk,зәгыйфь
667,schwach::A,jõuetu,зәгыйфь
668,fett::A,rasvane,симез
669,schlank::A,sale,нәзек
670,hübsch::A,kena,чибәр
671,böse::A,tige,усал
672,dumm::A,juhm,акылсыз
673,dumm::A,rumal,акылсыз
674,faul::A,laisk,ялкау
675,faul::A,laisk,иренчәк
676,fleißig::A,virk,тырыш
677,fleißig::A,virk,тырышучан
678,fleißig::A,hoolas,тырыш
679,fleißig::A,hoolas,тырышучан
680,geizig::A,ihne,саран
681,klug::A,tark,акыллы
682,klug::A,arukas,акыллы
683,klug::A,mõistlik,акыллы
684,geschickt::A,osav,маһир
685,lieb::A,armas,сөекле
686,lustig::A,lõbus,күңелле
687,sanft::A,õrn,басынкы
688,hungrig::A,näljane,ач
689,krank::A,haige,чирле
690,krank::A,haige,сырхау
691,nackt::A,alasti,шәрә
692,traurig::A,kurb,ямансу
693,lebendig::A,elus,тере
694,gut::A,hea,яхшы
695,schlecht::A,halb,начар
696,richtig::A,õige,дөрес
697,schlimm::A,paha,әшәкә
698,wahr::A,tõene,чып-чын
699,alt::A,vana,иске
700,neu::A,uus,яңа
701,ehemalig::A,endine,элекке
702,alt[Lebewesen]::A,vana,карт
703,jung::A,noor,яшь
704,arm::A,vaene,фәкыйрь
705,reich::A,rikas,бай
706,bekannt::A,teada,таныш
707,bekannt::A,tuttav,таныш
708,berühmt::A,tuntud,атаклы
709,fremd::A,võõras,ят
710,verschieden::A,erinev,төрле
711,nah::A,lähedane,якын
712,fern::A,kauge,ерак
713,linker::A,vasak,сул
714,rechter::A,parem,уң
715,anderer::A,muu,бүтән
716,anderer::A,teine,бүтән
717,erster::A,esimene,беренче
718,zweiter::A,teine,икенче
719,dritter::A,kolmas,өченче
720,letzter::A,viimane,ахыргы
721,allein::ADV,üksi,ялгыз
722,auf einmal::ADV,korraga,бердән
723,auf einmal::ADV,ühekorraga,бердән
724,zusammen::ADV,koos,бергә
725,zusammen::ADV,üheskoos,бергә
726,lange::ADV,kaua,озак
727,plötzlich::ADV,äkki,искәрмәстән
728,plötzlich::ADV,järsku,искәрмәстән
729,sofort::ADV,kohe,хәзер
730,später::ADV,hiljem,соңрак
731,jetzt::ADV,nüüd,хәзер
732,heute::ADV,täna,бүген
733,morgen::ADV,homme,иртәгә
734,bald::ADV,pea,тиздән
735,bald::ADV,varsti,тиздән
736,dann::ADV,siis,аннары
737,gestern::ADV,eile,кичә
738,einst::ADV,vanasti,берчак
739,damals::ADV,tookord,ул вакытта
740,damals::ADV,tookord,ул чакта
741,danach::ADV,seejärel,да
742,vorher::ADV,enne,элек
743,zuerst::ADV,enne,башта
744,zuerst::ADV,esmalt,башта
745,einmal::ADV,kord,бер
746,einmal::ADV,kord,бер мәртәбә
747,einmal::ADV,üks kord,бер
748,einmal::ADV,üks kord,бер мәртәбә
749,manchmal::ADV,mõnikord,кайчакта
750,oft::ADV,tihti,еш
751,oft::ADV,sageli,еш
752,immer::ADV,ikka,һәркайчан
753,immer::ADV,alati,һәркайчан
754,niemals::ADV,mitte kunagi,hичбер вакыт
755,hier::ADV,siin,монда
756,hier::ADV,siin,биредә
757,hierhin::ADV,siia,монда
758,von hier::ADV,siit,моннан
759,dort::ADV,seal,анда
760,dorthin::ADV,sinna,тегеләй
761,geradeaus::ADV,otse edasi,турыдан-туры
762,vorwärts::ADV,edasi,алга
763,rückwärts::ADV,tagurpidi,кире
764,zurück::ADV,tagasi,кире
765,unten::ADV,all,түбәндә
766,unten::ADV,allpool,түбәндә
767,hinab::ADV,alla,аска
768,oben::ADV,ülal,өстә
769,oben::ADV,ülal,югарыда
770,hinauf::ADV,üles,өскә
771,überall::ADV,kõikjal,hәркайда
772,nicht::ADV,ei,түгел
773,nicht::ADV,mitte,түгел
774,ein wenig::ADV,veidi,бераз
775,ein wenig::ADV,natuke,бераз
776,kaum::ADV,vaevalt,көчкә
777,sehr::ADV,väga,бик
778,so::ADV,nii,алай
779,noch::ADV,veel,янә
780,noch::ADV,veel,тагын
781,nur::ADV,ainult,фәкать
782,schon::ADV,juba,инде
783,wieder::ADV,jälle,янә
784,wieder::ADV,jälle,тагын
785,vergebens::ADV,asjata,юкка
786,vor::PRP,ees,алдыннан
787,hinter::PRP,taha,арттан
788,unter::PRP,all,астында
789,durch::PRP,läbi,аша
790,durch::PRP,kaudu,аша
791,neben::PRP,kõrval,тирәсендә
792,zwischen::PRP,vahel,арасында
793,wegen::PRP,tõttu,сәбәпле
794,wegen::PRP,pärast,сәбәпле
795,dies::PRN,see,бу
796,das::PRN,see,ул
797,alles::PRN,kõik,һәммә
798,ich::PRN,mina,мин
799,du::PRN,sina,син
800,er::PRN,tema,ул
801,wir::PRN,me,без
802,ihr::PRN,te,сез
803,sie::PRN,nad,ул
804,was::FPRN,mis,ни
805,was::FPRN,mis,нәрсә
806,wer::FPRN,kes,кем
807,wo::FADV,kus,кайда
808,wohin::FADV,kuhu,кая
809,wie::FADV,kuidas,ничек
810,warum::FADV,miks,нигә
811,wieviel::FNUM,mitu,ничә
812,wieviel::FNUM,kui palju,ничә
813,eins::NUM,üks,бер
814,zwei::NUM,kaks,ике
815,drei::NUM,kolm,өч
816,vier::NUM,neli,дүрт
817,fünf::NUM,viis,биш
818,sechs::NUM,kuus,алты
819,sieben::NUM,seitse,җиде
820,acht::NUM,kaheksa,сигез
821,neun::NUM,üheksa,тугыз
822,zehn::NUM,kümme,ун
823,elf::NUM,üksteist,унбер
824,zwölf::NUM,kaksteist,унике
825,zwanzig::NUM,kakskümmend,егерме
826,dreißig::NUM,kolmkümmend,утыз
