,Concept_ID,ml,pl
104,Wald::N,കാട്,las
105,Hügel::N,കുന്ന്,pagórek
106,Anhöhe::N,ഉയർന്ന ഭൂമി,wzgórze
107,Berg::N,പർവ്വതം,góra
108,Gipfel::N,ഉച്ചകോടി,szczyt
109,Gipfel::N,ഉച്ചകോടി,wierzchołek
110,Höhle::N,ഗുഹ,pieczara
111,Abhang::N,ചരിവ്,stok
112,Abhang::N,ചരിവ്,zbocze
113,Quelle::N,ഉറവിടം,zdrój
114,Quelle::N,ഉറവിടം,źródło
115,Bach::N,അരുവി,potok
116,Bach::N,അരുവി,strumień
117,Fluss::N,നദി,rzeka
118,Ufer::N,തീരം,brzeg
119,Küste::N,കടൽത്തീരം,wybrzeże
120,Festland::N,കര,ląd
121,Meer::N,കടൽ,morze
122,Bucht::N,ഉൾക്കടല്,zatoka
123,Insel::N,ദ്വീപ്,wyspa
124,Blume::N,പൂവ്,kwiat
125,Gras::N,പുല്ല്,trawa
126,Wurzel::N,വേര്,korzeń
127,Baum::N,മരം,drzewo
128,Stamm::N,തായ്ത്തടി,pień
129,Rinde::N,പട്ട,kora
130,Ast::N,ശാഖ,gałąź
131,Zweig::N,ശാഖ,gałąź
132,Blatt::N,ഇല,liść
133,Birke::N,പൂവരശ്,brzoza
134,Kiefer[Baum]::N,പൈൻമരം,sosna
135,Weide[Baum]::N,വില്ലോ,wierzba
136,Tanne::N,ദേവദാരു,jodła
137,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,róg
138,Feder::N,തൂവൽ,pióro
139,Fell::N,മൃദുരോമം,futro
140,Flügel::N,ചിറക്,skrzydło
141,Klaue::N,നഖം,szpon
142,Kralle::N,നഖം,pazur
143,Schwanz::N,വാൽ,ogon
144,Ei::N,മുട്ട,jajko
145,Nest::N,കൂട്,gniazdo
146,Bau::N,മാളം,nora
147,Tier::N,മൃഗം,zwierzę
148,Herde::N,കൂട്ടം,stado
149,Herde::N,കൂട്ടം,trzoda
150,Kuh::N,പശു,krowa
151,Bulle::N,കാള,byk
152,Pferd::N,കുതിര,koń
153,Schaf::N,ആട്,owca
154,Schwein::N,പന്നി,świnia
155,Hund::N,നായ്,pies
156,Katze::N,പൂച്ച,kot
157,Katze::N,പൂച്ച,kotka
158,Bär::N,കരടി,niedźwiedż
159,Eichhörnchen::N,അണ്ണാൻ,wiewiórka
160,Elch::N,കടമാന്,łóś
161,Fuchs::N,കുറുക്കൻ,lis
162,Hase::N,മുയൽ,zając
163,Maus::N,ചുണ്ടലി,mysz
164,Wolf::N,ചെന്നായ,wilk
165,Vogel::N,പക്ഷി,ptak
166,Schwarm::N,കൂട്ടം,stado
167,Huhn::N,കോഴി,kura
168,Hahn::N,പൂവൻകോഴി,kogut
169,Gans::N,അരയന്നം,gęś
170,Adler::N,കഴുകൻ,orzeł
171,Ente::N,താറാവ്,kaczka
172,Eule::N,മൂങ്ങ,sowa
173,Kranich::N,കൊക്ക്,żuraw
174,Krähe::N,കാക്ക,wrona
175,Kuckuck::N,കുയിൽ,kukułka
176,Schwan::N,അരയന്നം,łabędż
177,Fisch::N,മത്സ്യം,ryba
178,Barsch::N,ഒരിനം മത്സ്യം,okoń
179,Hecht::N,ഒരു മത്സ്യം,szczupak
180,Schlange[Tier]::N,പാമ്പ്,wąż
181,Schlange[Tier]::N,പാമ്പ്,żmija
182,Wurm::N,വിര,robak
183,Spinne::N,ചിലന്തി,pająk
184,Ameise::N,ഉറുമ്പ്,mrówka
185,Laus::N,പേന്,wesz
186,Mücke::N,മശകം,komar
187,Fliege::N,ഈച്ച,mucha
188,Schmetterling::N,ചിത്രശലഭം,motyl
189,Beere::N,ബെറി,jagoda
190,Apfel::N,ആപ്പിൾ,jabłko
191,Pilz::N,കൂൺ,grzyb
192,Zwiebel::N,സവാള,cebula
193,Saat::N,വിത്ത്,siew
194,Korn::N,ധാന്യം,ziarno
195,Heu::N,വയ്ക്കോൽ,siano
196,Schale::N,തൊലി,łupina
197,Grube::N,കുഴി,dół
198,Grube::N,കുഴി,jama
199,Falle::N,കെണി,pułapka
200,Schlinge::N,കുടുക്ക്,sidła
201,Spur::N,ചുവട്,ślad
202,Asche::N,ചാരം,popiół
203,Dreck::N,അഴുക്ക്,brud
204,Eisen::N,ഇരുമ്പ്,żelazo
205,Gold::N,സ്വർണ്ണം,złoto
206,Silber::N,വെള്ളി,srebro
207,Kohle::N,കൽക്കരി,węgiel
208,Glas::N,ഗ്ലാസ്,szkło
209,Lehm::N,കളിമണ്ണ്,glina
210,Sand::N,മണൽ,piasek
211,Mensch::N,മനുഷ്യർ,człowiek
212,Mann::N,പുരുഷൻ,mężczyzna
213,Frau::N,സ്ത്രീ,kobieta
214,Kind::N,കുഞ്ഞ്,dziecko
215,Junge::N,ആൺകുട്ടി,chłopak
216,Junge::N,ആൺകുട്ടി,chłopiec
217,Mädchen::N,പെൺകുട്ടി,dziewczynka
218,Familie::N,കുടുംബം,rodzina
219,Großvater::N,അപ്പൂപ്പൻ,dziadek
220,Großmutter::N,അമ്മുമ്മ,babka
221,Eltern::N,മാതാപിതാക്കള്,rodzice
222,Vater::N,അച്ഛൻ,ojciec
223,Mutter::N,അമ്മ,matka
224,Sohn::N,മകൻ,syn
225,Tochter::N,മകൾ,córka
226,Bruder::N,ചേട്ടൻ,brat
227,Bruder::N,അനിയൻ,brat
228,Schwester::N,ചേച്ചി,siostra
229,Schwester::N,അനിയത്തി,siostra
230,Onkel::N,അമ്മാവൻ,wuj
231,Onkel::N,അമ്മാവൻ,stryj
232,Tante::N,മാമി,ciotka
233,Ehemann::N,ഭർത്താവ്,mąż
234,Ehefrau::N,ഭാര്യ,żona
235,Freude::N,ആഹ്ലാദം,radość
236,Gelächter::N,ചിരിയുടെ ശബ്ദം,śmiech
237,Glück::N,സന്തോഷം,szczęście
238,Glück::N,സന്തുഷ്ടി,szczęście
239,Kummer::N,ശോകം,zmartwienie
240,Wunsch::N,ആഗ്രഹം,życzenie
241,Lust::N,ആഗ്രഹം,chęć
242,Lust::N,ആഗ്രഹം,ochota
243,Geist::N,ചുറുചുറുക്ക്,duch
244,Gedanke::N,ചിന്ത,myśl
245,Gedächtnis::N,ഓർമ്മശക്തി,pamięć
246,Verstand::N,മനസ്സ്,rozum
247,Sinn::N,അർത്ഥം,zmysł
248,Grund::N,കാരണം,powód
249,Wahrheit::N,സത്യം,prawda
250,Gespräch::N,സല്ലാപം,rozmowa
251,Märchen::N,യക്ഷിക്കഥ,bajka
252,Erzählung::N,കഥ,opowiadanie
253,Nachricht::N,സന്ദേശം,wiadomość
254,Neuigkeit::N,വാർത്ത,nowina
255,Name::N,പേര്,imię
256,Rätsel::N,പ്രഹേളിക,zagadka
257,Rede::N,സംസാരം,mowa
258,Sprache::N,ഭാഷ,język
259,Stimme::N,സ്വരം,głos
260,Wort::N,വാക്ക്,słowo
261,Zeichen::N,സംജ്ഞ,znak
262,Ruf::N,വിളി,wołanie
263,Lärm::N,ആരവം,hałas
264,Lärm::N,ആരവം,zgiełk
265,Laut::N,ശബ്ദം,dźwięk
266,Ton::N,സ്വരഭേദം,ton
267,Ton::N,സ്വരഭേദം,dźwięk
268,Lied::N,പാട്ട്,pieśń
269,Lied::N,പാട്ട്,piosenka
270,Ruhe::N,നിശ്ചലത,spokój
271,Leute::N,ജനങ്ങൾ,ludzie
272,Volk::N,രാഷ്ടം,naród
273,Arbeit::N,ജോലി,praca
274,Arbeit::N,ജോലി,robota
275,Gast::N,അതിലി,gość
276,Geschenk::N,സമ്മാനം,prezent
277,Geschenk::N,സമ്മാനം,podarunek
278,Spiel::N,കളി,gra
279,Spiel::N,കളി,zabawa
280,Gesellschaft::N,കൂട്ടായ്മ,towarzystwo
281,Hilfe::N,സഹായം,pomoc
282,Freund::N,സുഹൃത്ത്,przyjaciel
283,Kamerad::N,കൂട്ടാളി,kolega
284,Angelegenheit::N,കാര്യം,sprawa
285,Anzahl::N,എണ്ണം,ilość
286,Art::N,തരം,rodzaj
287,Stück::N,കഷണം,kawałek
288,Teil::N,ഭാഗം,część
289,Hälfte::N,പകുതി,połowa
290,Kreis::N,വൃത്തം,krąg
291,Kreuz::N,കുരിശടയാളം,krzyż
292,Linie::N,വര,linia
293,Linie::N,രേഖ,linia
294,Strich::N,പക്ഷാഘാതം,kreska
295,Abstand::N,വിടവ്,odstęp
296,Entfernung::N,അകലം,odległość
297,Gegend::N,പ്രദേശം,okolica
298,Platz::N,ഇടം,miejsce
299,Ort::N,സ്ഥലം,miejsce
300,Seite::N,വശം,bok
301,Seite::N,വശം,strona
302,Mitte::N,മധ്യസ്ഥാനം,środek
303,Gegenstand::N,സാധനം,przedmiot
304,Sache::N,വസ്തു,rzecz
305,Rand::N,തൊങ്ങൽ,skraj
306,Rand::N,തൊങ്ങൽ,krawędź
307,Kante::N,അറ്റം,kant
308,Kante::N,അറ്റം,krawędź
309,Ecke::N,മൂല,róg
310,Spitze::N,അഗ്രം,ostrze
311,Ende::N,അവസാനം,koniec
312,Loch::N,ദ്വാരം,dziura
313,Winkel::N,കോൺ,kąt
314,Winkel::N,കോൺ,kącik
315,Muster::N,ക്രമം,wzór
316,Größe::N,വലുപ്പം,rozmiar
317,Größe::N,വലുപ്പം,wielkość
318,Länge::N,നീളം,długość
319,Höhe::N,ഉയരം,wysokość
320,Gewicht::N,കട്ടി,ciężar
321,Menge::N,അളവ്,ilość
322,Haufen::N,കൂമ്പാരം,kupa
323,Reihe::N,വരി,rząd
324,Reihe::N,വരി,szereg
325,Boot::N,ബോട്ട്,łódź
326,Boot::N,ബോട്ട്,łódka
327,Ruder::N,പങ്കായം,wiosło
328,Schlitten::N,ഉരുളില്ലാവണ്ടി,sanki
329,Ski::N,ഹിമപാദുകം,narta
330,Lagerfeuer::N,തീ,ognisko
331,Last::N,ഭാരം,ciężar
332,Last::N,ഭാരം,brzemię
333,Gang::N,നടത്തം,chód
334,Schritt::N,ചുവട്,krok
335,Norden::N,വടക്ക്,północ
336,Süden::N,തെക്ക്,południe
337,Westen::N,പടിഞ്ഞാറ്,zachód
338,Osten::N,കിഴക്ക്,wschód
339,Holz::N,തടി,drzewo
340,Brett::N,ബോർഡ്,deska
341,Platte::N,തകിട്,płyta
342,Stütze::N,താങ്ങ്,podpora
343,Stange::N,കമ്പ്,drąg
344,Stange::N,കമ്പ്,żerdź
345,Stock::N,വടി,kij
346,Stock::N,വടി,laska
347,Stab::N,കുറുവടി,pręt
348,Rohr::N,കുഴൽ,rura
349,Haus::N,വീട്,dom
350,Heim::N,വീട്,dom
351,Ofen::N,സ്റ്റൌ,piec
352,Fußboden::N,തറ,podłoga
353,Tisch::N,മേശ,stół
354,Stuhl::N,കസേര,krzesło
355,Wiege::N,തൊട്ടിൽ,kołyska
356,Bett::N,കിടക്ക,łóżko
357,Bett::N,കിടക്ക,pościel
358,Regal::N,ഷെൽഫ്,regał
359,Kiste::N,പെട്ടി,skrzynia
360,Fenster::N,ജനൽ,okno
361,Tür::N,വാതിൽ,drzwi
362,Tor::N,കവാടം,brama
363,Zaun::N,വേലി,płot
364,Zaun::N,വേലി,parkan
365,Dach::N,മേൽക്കുര,dach
366,Leiter::N,ഏണി,drabina
367,Besen::N,ചൂല്,miotła
368,Spaten::N,തൂമ്പ,rydel
369,Schaufel::N,തൂമ്പ,łopata
370,Gabel::N,മുൾക്കത്തി,widelec
371,Löffel::N,സ്പൂൺ,łyżka
372,Messer::N,കത്തി,nóż
373,Nagel::N,ആണി,gwóźdź
374,Netz::N,വല,sieć
375,Haken::N,കൊളുത്ത്,hak
376,Griff::N,കൈപ്പിടി,chwyt
377,Schloss::N,പൂട്ട്,zamek
378,Bild::N,ചിത്രം,obraz
379,Figur::N,കണക്ക്,figura
380,Puppe::N,പാവ,lalka
381,Beutel::N,ബാഗ്,torba
382,Bündel::N,കെട്ട്,wiązka
383,Tasche::N,ബാഗ്,torba
384,Eimer::N,ബക്കറ്റ്,kubeł
385,Eimer::N,ബക്കറ്റ്,wiadro
386,Deckel::N,ഉറ,przykrywka
387,Geschirr::N,പിഞ്ഞാണം,statki
388,Geschirr::N,പിഞ്ഞാണം,naczynia
389,Sack::N,ചാക്ക്,worek
390,Tasse::N,കപ്പ്,filiżanka
391,Topf::N,പാത്രം,garnek
392,Kessel::N,കെറ്റ്ല്,kocioł
393,Essen::N,ആഹാരസമയം,jedzenie
394,Nahrung::N,ഭക്ഷണം,pokarm
395,Nahrung::N,ഭക്ഷണം,pożywienie
396,Speise::N,ഡിഷ്,potrawa
397,Speise::N,ഡിഷ്,jedzenie
398,Fleisch::N,മാംസം,mięso
399,Getreide::N,ചോളം,zboże
400,Brei::N,കഞ്ഞി,kasza
401,Brot::N,റോട്ടി,chleb
402,Scheibe::N,തുണ്ട്,kromka
403,Fett::N,കൊഴുപ്പ്,tłuszcz
404,Butter::N,വെണ്ണ,masło
405,Öl::N,എണ്ണ,olej
406,Salz::N,ഉപ്പ്,sól
407,Suppe::N,സൂപ്പ്,zupa
408,Honig::N,തേൻ,miód
409,Milch::N,പാൽ,mleko
410,Tee::N,ചായ,herbata
411,Leder::N,തുകൽ,skóra
412,Wolle::N,കമ്പിളി,wełna
413,Stoff::N,തുണി,tkanina
414,Stoff::N,തുണി,materiał
415,Nadel::N,സൂചി,igła
416,Faden::N,നൂല്,nić
417,Faden::N,നൂല്,nitka
418,Knopf::N,ബട്ടൺ,guzik
419,Knoten::N,കുരുക്ക്,węzeł
420,Farbe::N,പെയിൻറ്,farba
421,Kleidung::N,വസ്ത്രങ്ങൾ,odzież
422,Hemd::N,ഷർട്ട്,koszula
423,Kragen::N,കുപ്പായക്കഴുത്ത്,kołnierz
424,Ärmel::N,കുപ്പായക്കൈ,rękaw
425,Hose::N,ട്രൌസർ,spodnie
426,Gürtel::N,ബെൽറ്റ്,pasek
427,Mütze::N,തൊപ്പി,czapka
428,Schuh::N,ഷൂ,but
429,Schuh::N,ഷൂ,bucik
430,Stiefel::N,ബൂട്ട്,but
431,Stiefel::N,ബൂട്ട്,kozak
432,Ring::N,മോതിരം,pierścień
433,Band::N,റിബൺ,wstęga
434,Kamm::N,ചീപ്പ്,grzebień
435,Spiegel::N,കണ്ണാടി,lustro
436,Riemen::N,സ്ട്രാപ്പ്,rzemień
437,Schnur::N,ചരട്,sznur
438,Leine::N,കെട്ടാനുള്ള തോൽവാർ,smycz
439,Decke::N,പുതപ്പ്,kołdra
440,Kissen::N,തലയിണ,poduszka
441,Tuch::N,സ്കാർഫ്,chustka
442,Handtuch::N,തോർത്ത്,ręcznik
443,Kraft::N,ശക്തി,moc
444,Kraft::N,ശക്തി,siła
445,Stärke::N,ശക്തി,moc
446,Stärke::N,ശക്തി,siła
447,Gesundheit::N,ആരോഗ്യം,zdrowie
448,Krankheit::N,അസുഖം,choroba
449,Schmerz::N,വേദന,ból
450,Wunde::N,മുറിവ്,rana
451,Fieber::N,പനി,gorączka
452,Arznei::N,മരുന്ന്,lekarstwo
453,Brücke::N,പാലം,most
454,Brunnen::N,കിണർ,studnia
455,Weide::N,മേച്ചൽ,pastwisko
456,Pfad::N,വഴി,ścieżka
457,Weg::N,വഴി,droga
458,Straße::N,റോഡ്,ulica
459,Dorf::N,ഗ്രാമം,wieś
460,Stadt::N,നഗരം,miasto
461,Brief::N,കത്ത്,list
462,Buch::N,പുസ്തകം,książka
463,Buchstabe::N,അക്ഷരം,litera
464,Zeitung::N,വർത്തമാനപത്രം,gazeta
465,Zeitung::N,വർത്തമാനപത്രം,dziennik
466,Leben::N,ജീവൻ,życie
467,Tod::N,മരണം,śmierć
468,Grab::N,ശവക്കുഴി,grób
469,Kirche::N,പള്ളി,kościół
470,Sünde::N,പാപം,grzech
471,Gott::N,ദൈവം,bóg
472,Arbeiter::N,ജോലിക്കാരൻ,robotnik
473,Chef::N,മേധാവി,szef
474,Meister::N,യജമാനൻ,mistrz
475,Meister::N,യജമാനൻ,majster
476,Arzt::N,ഡോക്ടർ,lekarz
477,Lehrer::N,അധ്യാപകൻ,nauczyciel
478,Geld::N,പണം,pieniądze
479,Geschäft::N,ബിസിനസ്,sprawa
480,Geschäft::N,ബിസിനസ്,interes
481,Laden::N,കട,sklep
482,Preis::N,വില,cena
483,Ware::N,ചരക്ക്,towar
484,Nutzen::N,ലാഭം,pożytek
485,Reichtum::N,ധനം,bogactwo
486,Welt::N,ലോകം,świat
487,Land::N,രാജ്യം,kraj
488,Staat::N,രാജ്യം,państwo
489,König::N,രാജാവ്,król
490,Macht::N,അധികാരം,władza
491,Grenze::N,അതിർത്തി,granica
492,Krieg::N,യുദ്ധം,wojna
493,Feind::N,ശത്രു,wróg
494,Gewalt::N,അക്രമം,władza
495,Kampf::N,പോരാട്ടം,bój
496,Kampf::N,പോരാട്ടം,walka
497,Bogen[Waffe]::N,വില്ല്,łuk
498,Pfeil::N,അമ്പ്,strzała
499,Gewehr::N,തോക്ക്,karabin
500,Fehler::N,പിശക്,błąd
501,Lüge::N,കള്ളം,kłamstwo
502,Schaden::N,കേടുപാട്,szkoda
503,Unglück::N,ദൌർഭാഗ്യം,nieszczęście
504,Schuld::N,തെറ്റ്,wina
505,Alter::N,വയസ്സ്,wiek
506,Schluss::N,നിഗമനം,koniec
507,Schluss::N,നിഗമനം,zakończenie
508,Zeit::N,സമയം,czas
509,Tag::N,ദിവസം,dzień
510,Morgen::N,പ്രഭാതം,ranek
511,Morgen::N,പ്രഭാതം,poranek
512,Mittag::N,ഉച്ച,południe
513,Abend::N,സായാഹ്നം,wieczór
514,Nacht::N,രാത്രി,noc
515,Woche::N,ആഴ്ച,tydzień
516,Monat::N,മാസം,miesiąc
517,Jahr::N,വർഷം,rok
518,Frühling::N,വസന്തം,wiosna
519,Sommer::N,വേനൽ,lato
520,Herbst::N,ശരത്കാലം,jesień
521,Winter::N,ശൈത്യം,zima
522,Januar::N,ജനുവരി,styczeń
523,Februar::N,ഫെബ്രുവരി,luty
524,März::N,മാർച്ച്,marzec
525,April::N,ഏപ്രിൾ മാസം,kwiecień
526,Mai::N,മെയ് മാസം,maj
527,Juni::N,ജൂൺ,czerwiec
528,Juli::N,ജൂലൈ,lipiec
529,August::N,ആഗസ്റ്റ്,sierpień
530,September::N,സെപ്തംബർ,wrzesień
531,Oktober::N,ഒക്ടോബർ,październik
532,November::N,നവംബർ,listopad
533,Dezember::N,ഡിസംബർ,grudzień
534,Montag::N,തിങ്കളാഴ്ച,poniedziałek
535,Dienstag::N,ചൊവ്വ,wtorek
536,Mittwoch::N,ബുധനാഴ്ച,środa
537,Donnerstag::N,വ്യാഴാഴ്ച,czwartek
538,Freitag::N,വെള്ളിയാഴ്ച,piątek
539,Samstag::N,ശനിയാഴ്ച,sobota
540,Sonntag::N,ഞായറാഴ്ച,niedziela
541,groß::A,വലിയ,duży
542,groß::A,വലിയ,wielki
543,klein::A,ചെറിയ,mały
544,lang::A,നീണ്ട,długi
545,kurz::A,ഹ്രസ്വമായ,krótki
546,breit::A,വിശാലമായ,szeroki
547,schmal::A,ഇടുങ്ങിയ,wąski
548,dicht::A,നിബിഡമായ,gęsty
549,dick[Gegenstand]::A,തടിച്ച,gruby
550,dünn::A,മെലിഞ്ഞ,cienki
551,fein::A,നേർത്ത,drobny
552,fest::A,ഉറപ്പുള്ള,mocny
553,fest::A,ഉറപ്പുള്ള,twardy
554,flach::A,പരന്ന,płaski
555,glatt::A,മിനുസമുള്ള,gładki
556,hart::A,കട്ടിയുള്ള,twardy
557,weich::A,മൃദുവായ,miękki
558,rund::A,വട്ടത്തിലുള്ള,okrągły
559,spitz::A,മുനയുള്ള,spiczasty
560,scharf::A,മൂർച്ചയുള്ള,ostry
561,stumpf::A,തുറന്നടിക്കുന്ന,tępy
562,schwer::A,ഭാരമുള്ള,ciężki
563,schön::A,മനോഹരമായ,ładny
564,schön::A,മനോഹരമായ,piękny
565,heiß::A,ചൂടുള്ള,gorący
566,warm::A,ചൂടുള്ള,ciepły
567,kalt::A,തണുത്ത,zimny
568,kühl::A,തണുപ്പുള്ള,chłodny
569,frisch::A,ശുദ്ധമായ,świeży
570,feucht::A,ഈറനുള്ള,wilgotny
571,nass::A,നനഞ്ഞ,mokry
572,trocken::A,വരണ്ട,suchy
573,voll::A,നിറയെ,pełny
574,leer::A,ഒഴിഞ്ഞ,pusty
575,leer::A,ഒഴിഞ്ഞ,próżny
576,offen::A,തുറന്ന,otwarty
577,geschlossen::A,അടച്ച,zamknięty
578,sauber::A,വൃത്തിയുള്ള,czysty
579,schmutzig::A,അഴുക്കുനിറഞ്ഞ,brudny
580,roh::A,അസംസ്കൃതമായ,surowy
581,reif::A,പഴുത്ത,dojrzały
582,lecker::A,രുചികരമായ,smaczny
583,süß::A,മധുരമുള്ള,słodki
584,bitter::A,കടുത്ത,gorzki
585,sauer::A,പുളിപ്പുള്ള,kwaśny
586,hell::A,ജ്വലിക്കുന്ന,jasny
587,dunkel::A,ഇരുണ്ട,ciemny
588,schwarz::A,കറുത്ത,czarny
589,weiß::A,വെളുത്ത,biały
590,rot::A,ചുവന്ന,czerwony
591,gelb::A,മഞ്ഞനിറമായ,żółty
592,blau::A,നീലനിറമുള്ള,błękitny
593,blau::A,നീലനിറമുള്ള,niebieski
594,grün::A,പച്ചനിറമുള്ള,zielony
595,grau::A,ചാരനിറത്തിലുള്ള,szary
596,bunt::A,വർണ്ണശബളമായ,barwny
597,billig::A,വിലകുറഞ്ഞ,tani
598,teuer::A,ചെലവേറിയ,drogi
599,wertvoll::A,വിലപിടിപ്പുള്ള,cenny
600,blind::A,അന്ധനായ,ślepy
601,taub::A,കേൾവിക്കുറവുള്ള,głuchy
602,kräftig::A,ശക്തിയുള്ള,mocny
603,stark::A,ബലമുള്ള,silny
604,schwach::A,ക്ഷീണിച്ച,słaby
605,fett::A,കൊഴുപ്പുള്ള,tłusty
606,schlank::A,മെലിഞ്ഞ,smukły
607,hübsch::A,മനോഹരമായ,ładny
608,böse::A,പാപിയായ,zły
609,dumm::A,വിവരംകെട്ട,głupi
610,faul::A,അലസനായ,leniwy
611,fleißig::A,അദ്ധ്വാനശീലമുള്ള,pilny
612,geizig::A,പിശുക്കനായ,skąpy
613,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,mądry
614,geschickt::A,പ്രതിഭാശാലി,zręczny
615,lieb::A,പ്രിയപ്പെട്ട,miły
616,lustig::A,ആനന്ദകരമായ,wesoły
617,sanft::A,സൌമ്യമായ,łagodny
618,hungrig::A,വിശപ്പുള്ള,głodny
619,krank::A,അസുഖമുള്ള,chory
620,nackt::A,നഡമായ,nagi
621,traurig::A,വിഷമമുള്ള,smutny
622,lebendig::A,ഉപജീവനം,żywy
623,gut::A,നല്ല,dobry
624,schlecht::A,മോശമായ,zły
625,richtig::A,ശരിയായ,słuszny
626,richtig::A,ശരിയായ,właściwy
627,schlimm::A,വൃത്തികെട്ട,zły
628,wahr::A,ശരിയായ,prawdziwy
629,alt::A,പഴയ,stary
630,neu::A,പുതിയ,nowy
631,ehemalig::A,മുൻ,były
632,alt[Lebewesen]::A,വയസ്സുള്ള,stary
633,jung::A,കൌമാരമായ,młody
634,arm::A,പാവപ്പെട്ട,ubogi
635,arm::A,പാവപ്പെട്ട,biedny
636,reich::A,സമ്പന്നമായ,bogaty
637,bekannt::A,പരിചിതമായ,znany
638,berühmt::A,പ്രശസ്തനായ,słynny
639,fremd::A,വൈദേശികമായ,obcy
