,Concept_ID,lbe,sq
197,Spinne::N,ххялцу,marimangë
198,Ameise::N,митӏикьукьу,thnegël
199,Ameise::N,митӏикьукьу,milingonë
200,Mücke::N,мичӏак,kunup
201,Mücke::N,мичӏак,mushkonjë
202,Fliege::N,зимиз,mizë
203,Schmetterling::N,чӏимучӏали,flutur
204,Beere::N,хӏаллил ахъулсса,frutë
205,Beere::N,хӏаллил ахъулсса,manaferrë
206,Apfel::N,гьивч,mollë
207,Pilz::N,ттуккул иис,kërpudhë
208,Zwiebel::N,лаччул чсмусул бакӏ,qepë
209,Saat::N,гьанна,farë
210,Korn::N,къама,grurë
211,Korn::N,къама,kokërr
212,Heu::N,ххулув,sanë
213,Schale::N,ккиртту,lëkurë
214,Grube::N,кӏаланг,gropë
215,Falle::N,къатӏа,kurth
216,Falle::N,къатӏа,grackë
217,Schlinge::N,хӏатӏ,nyjë
218,Spur::N,ша,gjurmë
219,Asche::N,лах,hi
220,Dreck::N,кьяркьи,baltë
221,Dreck::N,венп,baltë
222,Eisen::N,мах,hekur
223,Gold::N,муси,ar
224,Gold::N,муси,flori
225,Silber::N,арцу,argjend
226,Kohle::N,кӏалаш,qymyr
227,Kohle::N,хъуручӏ,qymyr
228,Glas::N,пюрун,qelq
229,Lehm::N,сина аьрщи,argjilë
230,Sand::N,къун,rërë
231,Mensch::N,инсан,njeri
232,Mann::N,чув,burrë
233,Mann::N,чув,mashkull
234,Mann::N,адимина,burrë
235,Mann::N,адимина,mashkull
236,Frau::N,щарсса,grua
237,Frau::N,щарсса,femër
238,Frau::N,хъамитайпа,grua
239,Frau::N,хъамитайпа,femër
240,Kind::N,чӏиви оьрчӏ,kalama
241,Junge::N,оьрчӏ,djalë
242,Junge::N,бурхьин оьрчӏ,djalë
243,Mädchen::N,душ,gocë
244,Mädchen::N,душ,vajzë
245,Familie::N,кулпат,familje
246,Großvater::N,ттатта,gjysh
247,Großvater::N,ниттил ппу,gjysh
248,Großmutter::N,буттал нину,gjyshe
249,Eltern::N,нину-ппу,prindër
250,Vater::N,ппу,atë
251,Mutter::N,нину,nënë
252,Sohn::N,арс,bir
253,Tochter::N,душ,bijë
254,Bruder::N,уссу,vëlla
255,Schwester::N,ссу,motër
256,Onkel::N,буттауссу,dajë
257,Onkel::N,буттауссу,xhaxha
258,Tante::N,буттал ссу,teze
259,Tante::N,буттал ссу,hallë
260,Ehemann::N,лас,burrë
261,Ehemann::N,лас,bashkëshort
262,Ehefrau::N,щар,grua
263,Ehefrau::N,щар,bashkëshorte
264,Ehefrau::N,щарсса,grua
265,Ehefrau::N,щарсса,bashkëshorte
266,Freude::N,шадшиву,gaz
267,Freude::N,шадшиву,gëzim
268,Freude::N,ххаришиву,gaz
269,Freude::N,ххаришиву,gëzim
270,Gelächter::N,хъяхъаву,qeshje
271,Glück::N,талихӏ,lumturi
272,Kummer::N,дард,brengë
273,Kummer::N,дард,pikëllim
274,Wunsch::N,мурад,dëshirë
275,Lust::N,гьавас,epsh
276,Lust::N,гьавас,dashuri
277,Lust::N,ччаву,epsh
278,Lust::N,ччаву,dashuri
279,Geist::N,рухӏ,frymë
280,Geist::N,рухӏ,shpirt
281,Gedanke::N,пикри,ide
282,Gedanke::N,пикри,mendim
283,Gedächtnis::N,дакӏний личӏаву,kujtesë
284,Verstand::N,аькьлу,mend
285,Sinn::N,мяъна,kuptim
286,Grund::N,багьана,arsye
287,Wahrheit::N,тӏайламур,vërtetë
288,Wahrheit::N,хӏакьмур,vërtetë
289,Gespräch::N,ихтилат,bisedim
290,Märchen::N,магьа,përrallë
291,Erzählung::N,хавар,tregim
292,Nachricht::N,хавар,lajm
293,Neuigkeit::N,хавар,risi
294,Name::N,цӏа,emër
295,Rätsel::N,ссигьа,gjëzë
296,Rätsel::N,ссигьа,gjëegjëzë
297,Rede::N,гъалгъа,fjalim
298,Sprache::N,маз,gjuhë
299,Stimme::N,чӏу,zë
300,Stimme::N,чӏукӏа,zë
301,Wort::N,махъ,fjalë
302,Zeichen::N,лишан,shenjë
303,Lärm::N,чӏу,zhurmë
304,Laut::N,чӏу,tingull
305,Ton::N,чӏу,ton
306,Lied::N,балай,këngë
307,Ruhe::N,дигьалагру,qetësi
308,Leute::N,инсантал,botë
309,Leute::N,инсантал,njerëz
310,Volk::N,ил,popull
311,Volk::N,халкь,popull
312,Arbeit::N,заву,punë
313,Gast::N,хъамаличу,mik
314,Gast::N,хъамаличу,mysafir
315,Geschenk::N,бухчакарши,dhuratë
316,Geschenk::N,бухчакарши,peshqesh
317,Geschenk::N,лажинккакку,dhuratë
318,Geschenk::N,лажинккакку,peshqesh
319,Spiel::N,тӏуркӏу,lojë
320,Gesellschaft::N,жямат,shoqëri
321,Gesellschaft::N,ккуран,shoqëri
322,Hilfe::N,кумаг,ndihmë
323,Freund::N,дус,mik
324,Kamerad::N,хӏаласу,shok
325,Angelegenheit::N,иш,punë
326,Anzahl::N,аьдад,sasi
327,Art::N,жинс,lloj
328,Stück::N,касак,copë
329,Teil::N,бутӏа,pjesë
330,Hälfte::N,дачӏи,gjysmë
331,Kreis::N,кюрщан,qark
332,Kreis::N,кюрщан,rreth
333,Kreuz::N,ххач,kryq
334,Linie::N,щва,vijë
335,Strich::N,щва,vizë
336,Abstand::N,манзил,distancë
337,Entfernung::N,манзил,largim
338,Gegend::N,кӏану,vise
339,Gegend::N,кӏану,krahinë
340,Ort::N,кӏану,vend
341,Seite::N,чул,anë
342,Seite::N,чулухалу,anë
343,Mitte::N,дя,mes
344,Gegenstand::N,зат,send
345,Sache::N,зат,gjë
346,Sache::N,зат,send
347,Rand::N,зума,qoshe
348,Ecke::N,мурцӏу,qoshe
349,Spitze::N,мицӏ,majë
350,Ende::N,зума,skaj
351,Ende::N,зума,bisht
352,Loch::N,ккутӏ,vrimë
353,Winkel::N,мурцӏу,kënd
354,Muster::N,накьич,mostër
355,Länge::N,лахъишиву,gjatësi
356,Höhe::N,лахъшиву,lartësi
357,Gewicht::N,дуццин,peshë
358,Gewicht::N,кӏушиву,peshë
359,Haufen::N,бакӏу,grumbull
360,Reihe::N,кьюкьа,radhë
361,Reihe::N,кьюкьа,rresht
362,Boot::N,луткка,barkë
363,Boot::N,луткка,lundër
364,Ruder::N,весло,rrem
365,Ruder::N,чӏатӏа,rrem
366,Schlitten::N,чана,sajë
367,Schlitten::N,санкка,sajë
368,Ski::N,лижарду,ski
369,Lagerfeuer::N,къавтӏн,flakadan
370,Lagerfeuer::N,къавтӏн,zjarr i madh
371,Last::N,гьиву,barrë
372,Gang::N,нанаву,ecje
373,Schritt::N,ша,hap
374,Norden::N,ухссав,veri
375,Norden::N,ухссавнил чулухалу,veri
376,Süden::N,кьилва,jug
377,Westen::N,баргълагавал,perëndim
378,Westen::N,баргълагавал чул,perëndim
379,Osten::N,баргъбуккай чулухалу,lindje
380,Holz::N,тӏама,dru
381,Brett::N,тахта,dërrasë
382,Platte::N,гъуни,pllakë
383,Stütze::N,гьалакӏу,shtyllë
384,Stütze::N,гьалакӏу,mbështetesë
385,Stange::N,къазихъ,shufër
386,Stock::N,ттархь,dajak
387,Stab::N,ччантӏакъу,shkop
388,Rohr::N,бургъу,tub
389,Haus::N,къатта,shtëpi
390,Heim::N,къатта,konak
391,Heim::N,къатта,shtëpi
392,Ofen::N,пач,sobë
393,Ofen::N,пач,stufë
394,Fußboden::N,чӏанкъатта,dysheme
395,Tisch::N,усттул,tryezë
396,Stuhl::N,кӏану,karrige
397,Wiege::N,оьрчӏал кӏану,djep
398,Bett::N,тах,shtrat
399,Regal::N,чӏаму,raft
400,Kiste::N,яшикӏ,kuti
401,Kiste::N,къурши,kuti
402,Fenster::N,чӏавахьулу,dritare
403,Tür::N,нуз,derë
404,Tür::N,нузкьун,derë
405,Tor::N,къапу,portë
406,Tor::N,дарваза,portë
407,Zaun::N,дайгьузанну,gardh
408,Dach::N,магъи,çati
409,Dach::N,цӏиялу,çati
410,Leiter::N,чуртту,shkallë
411,Besen::N,чӏатлу,fshesë
412,Spaten::N,бил,lopatë
413,Schaufel::N,чӏатӏа,qyrek
414,Gabel::N,гьиссилу,pirun
415,Löffel::N,къуса,lugë
416,Messer::N,чӏила,thikë
417,Nagel::N,мяр,gozhdë
418,Netz::N,къери,rrjetë
419,Haken::N,къича,grep
420,Haken::N,къича,grremç
421,Griff::N,куяму,dorak
422,Griff::N,куяму,dorezë
423,Schloss::N,кьункьула,bravë
424,Bild::N,сурат,tablo
425,Bild::N,сурат,pikturë
426,Puppe::N,ссихьу,kukull
427,Beutel::N,чантай,qese
428,Beutel::N,чантай,trastë
429,Bündel::N,гьи,deng
430,Bündel::N,къар,deng
431,Eimer::N,бадра,kovë
432,Deckel::N,къапаза,kapak
433,Deckel::N,къапаза,mbulesë
434,Geschirr::N,пюрунчӏул,enë
435,Geschirr::N,тӏахӏникӏичӏу,enë
436,Sack::N,къап,thes
437,Sack::N,къап,torbë
438,Sack::N,дарваг,thes
439,Sack::N,дарваг,torbë
440,Tasse::N,пижан,filxhan
441,Tasse::N,пинжан,filxhan
442,Tasse::N,инкираччатӏи,filxhan
443,Tasse::N,цинцилттал бушкъап,filxhan
444,Topf::N,кӏункӏур,kusi
445,Topf::N,кӏункӏур,tenxhere
446,Kessel::N,чаг,kazan
447,Kessel::N,кӏункӏур,kazan
448,Essen::N,дукия,ngrënie
449,Essen::N,дукин,ngrënie
450,Nahrung::N,дукра,ushqim
451,Speise::N,дукра,gatesë
452,Fleisch::N,дикӏ,mish
453,Getreide::N,къама,drithë
454,Brei::N,ккурч,qull
455,Brot::N,ччатӏ,bukë
456,Scheibe::N,парча,fetë
457,Fett::N,аьгъушиву,lyrë
458,Fett::N,аьгъушиву,yndyrë
459,Butter::N,нагь,gjalpë
460,Butter::N,лагаву,gjalpë
461,Salz::N,цӏву,kripë
462,Suppe::N,накь,supë
463,Suppe::N,накь,çorbë
464,Honig::N,ницӏ,mjaltë
465,Milch::N,накӏ,qumësht
466,Tee::N,чяй,çaj
467,Leder::N,бурчу,lëkurë
468,Wolle::N,ппал,lesh
469,Stoff::N,янна,pëlhurë
470,Nadel::N,ххалаххи,gjilpërë
471,Faden::N,ххал,pe
472,Faden::N,ххал,fije
473,Knopf::N,банд,kopsë
474,Knoten::N,къурхъ,komb
475,Farbe::N,сир,bojë
476,Kleidung::N,янна,veshje
477,Kleidung::N,лаххия,veshje
478,Hemd::N,гьухъа,këmishë
479,Kragen::N,дарвач,jakë
480,Ärmel::N,кахха,mëngë
481,Hose::N,хӏажак,brekë
482,Gürtel::N,мухӏлу,rrip
483,Mütze::N,кьяпа,kësulë
484,Stiefel::N,чакма,çizme
485,Ring::N,кӏисса,unazë
486,Band::N,линт,shirit
487,Kamm::N,ттарал,krehër
488,Spiegel::N,дагьани,pasqyrë
489,Riemen::N,эн,rrip
490,Schnur::N,хьхьа,litar
491,Schnur::N,хьхьа,cikomë
492,Decke::N,виргъан,batanije
493,Kissen::N,кӏаралу,jastëk
494,Tuch::N,карщи,shami
495,Handtuch::N,калихьу,peshqir
496,Handtuch::N,лажинлихьу,peshqir
497,Kraft::N,эллаж,forcë
498,Stärke::N,гуж,koll
499,Gesundheit::N,цӏуллу-сагъшиву,shëndet
500,Krankheit::N,къашайшиву,sëmundje
501,Schmerz::N,къюву,dhimbje
502,Wunde::N,щаву,plagë
503,Fieber::N,кӏиришиву,ethe
504,Arznei::N,дару,ilaç
505,Brücke::N,ламу,urë
506,Brunnen::N,къуй,pus
507,Weide::N,бизантту,kullotë
508,Pfad::N,жегъир ххуллу,ravë
509,Pfad::N,жегъир ххуллу,shteg
510,Weg::N,ххуллу,udhë
511,Weg::N,ххуллу,shteg
512,Straße::N,ххуллу,rrugë
513,Dorf::N,щар,fshat
514,Dorf::N,щар,katund
515,Dorf::N,шяравалу,fshat
516,Dorf::N,шяравалу,katund
517,Stadt::N,шагьру,qytet
518,Brief::N,чагъар,letër
519,Buch::N,лу,libër
520,Buchstabe::N,хӏарп,shkronjë
521,Zeitung::N,кказит,gazetë
522,Leben::N,оьрму,jetë
523,Tod::N,ажал,mortje
524,Tod::N,бивкӏу,mortje
525,Tod::N,ивчӏаву,mortje
526,Grab::N,гьав,varr
527,Kirche::N,килиса,kishë
528,Sünde::N,бунагъ,mëkat
529,Sünde::N,бунагъ,gjynah
530,Gott::N,зал,hy
531,Gott::N,зал,zot
532,Arbeiter::N,зузала,punëtor
533,Chef::N,ялувма,shef
534,Chef::N,ялувма,drejtues
535,Meister::N,усттар,mjeshtër
536,Arzt::N,хӏакин,mjek
537,Arzt::N,хӏакин,doktor
538,Lehrer::N,учитель,mësues
539,Lehrer::N,учитель,arsimtar
540,Geld::N,арцу,para
541,Geld::N,арцу,holla
542,Geschäft::N,даву,ujdi
543,Geschäft::N,даву,biznes
544,Laden::N,ттучан,dyqan
545,Preis::N,багъа,çmim
546,Ware::N,хъус,mall
547,Nutzen::N,хайр,dobi
548,Nutzen::N,хайр,leverdi
549,Nutzen::N,мюнпат,dobi
550,Nutzen::N,мюнпат,leverdi
551,Reichtum::N,давлат,kamje
552,Reichtum::N,давлат,pasuri
553,Reichtum::N,аваданшиву,kamje
554,Reichtum::N,аваданшиву,pasuri
555,Welt::N,дуниял,botë
556,Land::N,билаят,vend
557,Staat::N,паччахӏлугъ,shtet
558,Macht::N,власть,fuqi
559,Macht::N,власть,pushtet
560,Grenze::N,дазу,kufi
561,Krieg::N,дяъви,luftë
562,Feind::N,душман,armik
563,Gewalt::N,къия,dhunë
564,Kampf::N,лачӏуи уккаву,luftim
565,Bogen[Waffe]::N,ккуртта,hark
566,Pfeil::N,чӏатӏаракӏ,shigjetë
567,Gewehr::N,ттупанг,pushkë
568,Fehler::N,гъалатӏ,gafë
569,Fehler::N,гъалатӏ,gabim
570,Lüge::N,щялмахъ,gënjeshtër
571,Schaden::N,зарал,dëm
572,Schaden::N,зарал,zarar
573,Unglück::N,бала,fatkeqësi
574,Schuld::N,тахсир,faj
575,Alter::N,оьрму,moshë
576,Schluss::N,ахир,fund
577,Zeit::N,чӏун,kohë
578,Tag::N,кьини,ditë
579,Morgen::N,кӏюрх,mëngjes
580,Mittag::N,ахттайн,mesditë
581,Mittag::N,дяахттайн,mesditë
582,Mittag::N,ахттайн чӏун,mesditë
583,Abend::N,маркӏачӏан,mbrëmje
584,Nacht::N,хьхьу,natë
585,Woche::N,нюжмар,javë
586,Monat::N,барз,muaj
587,Jahr::N,шин,vit
588,Frühling::N,инт,pranverë
589,Sommer::N,гъи,verë
590,Herbst::N,ссут,vjeshtë
591,Winter::N,кӏи,dimër
592,Januar::N,цалчинмур барз,janar
593,Februar::N,кӏилчинмур барз,shkurt
594,März::N,шамилчинмур барз,mars
595,April::N,апрель,prill
596,April::N,мукьилчинмур барз,prill
597,Mai::N,май,maj
598,Mai::N,ххюлчинмур барз,maj
599,Juni::N,июнь,qershor
600,Juni::N,ряххилчинмур барз,qershor
601,Juli::N,июль,korrik
602,Juli::N,Арулчинмур барз,korrik
603,August::N,мяйлчинмур барз,gusht
604,September::N,урчӏилчинмур барз,shtator
605,Oktober::N,ацӏилчинмур барз,tetor
606,November::N,ацӏния цалчинмур барз,nëntor
607,Dezember::N,ацӏния кӏилчинмур барз,dhjetor
608,Montag::N,итин,hënë
609,Montag::N,итин кьини,hënë
610,Dienstag::N,тталат,martë
611,Dienstag::N,тталат кьини,martë
612,Mittwoch::N,арвахӏ,mërkurë
613,Donnerstag::N,хамис,enjte
614,Freitag::N,нюжмар,premte
615,Freitag::N,нюжмар кьини,premte
616,Samstag::N,ххуллун,shtunë
617,Samstag::N,ххуллун кьини,shtunë
618,Sonntag::N,алхӏат,diel
619,Sonntag::N,алхӏат кьини,diel
620,groß::A,бугъарасса,madh
621,klein::A,чӏивисса,vogël
622,lang::A,лахъисса,gjatë
623,kurz::A,кутӏасса,shkurtër
624,breit::A,уттасса,gjerë
625,schmal::A,уттакӏюласса,ngushtë
626,dicht::A,ццунсса,dendur
627,dick[Gegenstand]::A,ганзсса,trashë
628,dünn::A,кӏюласса,hollë
629,fest::A,цӏакьсса,fortë
630,fest::A,кьянкьасса,fortë
631,flach::A,баягъисса,sheshtë
632,flach::A,цӏубакъасса,sheshtë
633,flach::A,куртӏ дакъасса,sheshtë
634,glatt::A,дюрчӏусса,rrafshët
635,hart::A,кьянкьасса,fortë
636,weich::A,кӏукӏлусса,butë
637,rund::A,ккурккисса,rrumbullakët
638,spitz::A,ярксса,majëmprehtë
639,spitz::A,дайлсса,majëmprehtë
640,spitz::A,мицӏ бусса,majëmprehtë
641,scharf::A,ярксса,mprehtë
642,scharf::A,дайлсса,mprehtë
643,scharf::A,мицӏ бусса,mprehtë
644,stumpf::A,къуркъасса,topitur
645,schwer::A,кӏусса,rëndë
646,schön::A,аьнтӏикӏасса,bukur
647,heiß::A,кӏирисса,nxehtë
648,warm::A,гъелисса,ngrohtë
649,kalt::A,дяркъусса,ftohtë
650,kühl::A,дюхлулсса,freskët
651,frisch::A,цӏусса,pastër
652,feucht::A,атилсса,lagësht
653,feucht::A,хъавтусса,lagësht
654,nass::A,атилсса,lagur
655,nass::A,хъавтусса,lagur
656,trocken::A,кьавкьсса,thatë
657,trocken::A,кьакьан бувсса,thatë
658,voll::A,бувцӏусса,plotë
659,leer::A,бачӏвасса,bosh
660,leer::A,бачӏвасса,zbrazët
661,offen::A,тӏивтӏусса,hapur
662,geschlossen::A,лавкьусса,mbyllur
663,sauber::A,марцӏсса,dëlirë
664,schmutzig::A,чапалсса,ndyrë
665,roh::A,шакъавхьсса,gjallë
666,reif::A,дирсса,arrirë
667,lecker::A,нахӏусса,shijshëm
668,lecker::A,тӏааьнсса,shijshëm
669,süß::A,нацӏусса,ëmbël
670,bitter::A,кьурчӏисса,hidhur
671,sauer::A,туршсса,thartë
672,hell::A,чаннасса,me dritë
673,dunkel::A,цӏансса,errët
674,schwarz::A,лухӏисса,i zi
675,weiß::A,кӏяласса,bardhë
676,rot::A,ятӏулсса,kuq
677,gelb::A,хъахъисса,verdhë
678,blau::A,някӏсса,blu
679,blau::A,някӏсса,kaltër
680,grün::A,щюлисса,blertë
681,grün::A,щюлисса,gjelbër
682,grau::A,оьрусса,hirtë
683,grau::A,оьрусса,bojë hiri
684,bunt::A,оьрчӏикӏурисса,shumëngjyrëshëm
685,billig::A,кьювкьусса,lirë
686,teuer::A,ххирасса,shtrenjtë
687,wertvoll::A,багьасса,çmuar
688,wertvoll::A,багьасса,vlershëm
689,blind::A,мурчӏисса,qorr
690,blind::A,мурчӏисса,verbër
691,taub::A,къюкӏсса,shurdhër
692,kräftig::A,гужсса,fuqishëm
693,stark::A,кьянкьасса,fortë
694,schwach::A,заэвсса,dobët
695,fett::A,бучсса,dhjamur
696,schlank::A,бювхъусса,hollë
697,hübsch::A,янусса,bukur
698,hübsch::A,янусса,hijshëm
699,böse::A,оьсса,keq
700,dumm::A,ахӏмакьсса,teveqel
701,faul::A,танмалсса,dembel
702,faul::A,курчӏилсса,dembel
703,fleißig::A,хӏарачат бусса,zellshëm
704,geizig::A,янттарцӏансса,kurnac
705,geizig::A,янттарцӏансса,dorështrënguar
706,klug::A,аькьлу бусса,mençur
707,geschickt::A,паргалсса,aftë
708,lieb::A,аьзизсса,dashur
709,lustig::A,тяхъасса,gëzuar
710,sanft::A,иминсса,butë
711,hungrig::A,ккашилсса,uritur
712,krank::A,къашавайсса,sëmurë
713,nackt::A,кӏачӏасса,lakuriq
714,nackt::A,кӏачӏасса,zhveshur
715,traurig::A,пашмансса,trishtuar
716,lebendig::A,уттавасса,gjallë
717,gut::A,ххуйсса,mirë
718,schlecht::A,оьккисса,keq
719,richtig::A,саргъунсса,drejtë
720,schlimm::A,оьккисса,keq
721,wahr::A,хӏакьсса,vërtetë
722,alt::A,кугьнасса,vjetër
723,neu::A,цӏусса,i ri
724,ehemalig::A,хъхъичӏвасса,dikurshëm
725,alt[Lebewesen]::A,агьилсса,plak
726,jung::A,чӏавасса,i ri
727,jung::A,жагьилсса,i ri
728,arm::A,мискинсса,varfër
729,arm::A,мискинсса,vobektë
730,reich::A,авадансса,pasur
731,bekannt::A,дусъсса,njohur
732,berühmt::A,машгьурсса,famshëm
733,fremd::A,чил,huaj
734,verschieden::A,личӏи-личӏисса,ndryshëm
735,nah::A,гъансса,afërt
736,fern::A,архсса,largët
