,Concept_ID,nl,ce
314,Rand::N,boord,йист
315,Kante::N,kant,йист
316,Ecke::N,hoek,са
317,Spitze::N,punt,ралла
318,Spitze::N,spits,ралла
319,Ende::N,einde,юьхьиг
320,Ende::N,uiteinde,юьхьиг
321,Loch::N,gat,ӏуьрг
322,Winkel::N,hoek,са
323,Muster::N,dessin,дагар
324,Muster::N,dessin,тӏамар
325,Muster::N,patroon,дагар
326,Muster::N,patroon,тӏамар
327,Größe::N,grootte,барам
328,Länge::N,lengte,йохалла
329,Höhe::N,hoogte,локхалла
330,Gewicht::N,gewicht,йозалла
331,Menge::N,hoeveelheid,дукхалла
332,Haufen::N,hoop,сал
333,Haufen::N,hoop,оьла
334,Reihe::N,rij,рагӏ
335,Reihe::N,rij,могӏа
336,Reihe::N,reeks,рагӏ
337,Reihe::N,reeks,могӏа
338,Boot::N,boot,кема
339,Ruder::N,roeiriem,пийсиг
340,Schlitten::N,slee,салаз
341,Schlitten::N,slede,салаз
342,Ski::N,ski,когсалаз
343,Lagerfeuer::N,kampvuur,цӏе
344,Last::N,last,дукъ
345,Last::N,vracht,дукъ
346,Gang::N,wandeling,лелар
347,Schritt::N,stap,гӏулч
348,Schritt::N,schrede,гӏулч
349,Norden::N,noorden,къилбаседе
350,Süden::N,zuiden,къилбе
351,Westen::N,westen,малхбузе
352,Osten::N,oosten,малхбале
353,Holz::N,hout,дечиг
354,Brett::N,plank,у
355,Platte::N,plaat,у
356,Stütze::N,stut,гӏopтоp
357,Stütze::N,steun,гӏopтоp
358,Stange::N,stang,гӏуркх
359,Stock::N,stok,ӏаса
360,Stab::N,staf,гӏаж
361,Rohr::N,pijp,биргӏа
362,Haus::N,huis,цӏа
363,Heim::N,tehuis,кхерч
364,Ofen::N,kachel,кхерч
365,Fußboden::N,vloer,цӏенкъа
366,Tisch::N,tafel,шун
367,Stuhl::N,stoel,гӏант
368,Wiege::N,wieg,ага
369,Bett::N,bed,маьнга
370,Regal::N,rek,терхи
371,Kiste::N,kist,яьшка
372,Fenster::N,raam,кор
373,Fenster::N,venster,кор
374,Tür::N,deur,неӏ
375,Tor::N,poort,ков
376,Zaun::N,omheining,керт
377,Dach::N,dak,тхов
378,Leiter::N,ladder,лами
379,Besen::N,bezem,нуй
380,Spaten::N,schop,бел
381,Schaufel::N,schep,аьшкал
382,Gabel::N,vork,мӏара
383,Löffel::N,lepel,ӏайг
384,Messer::N,mes,урс
385,Nagel::N,spijker,хьостам
386,Netz::N,net,бой
387,Haken::N,haak,мӏара
388,Griff::N,handvat,
389,Schloss::N,slot,чӏега
390,Bild::N,beeld,сурт
391,Figur::N,figuur,
392,Puppe::N,pop,тайниг
393,Beutel::N,zak,гали
394,Beutel::N,buidel,гали
395,Bündel::N,pak,кочар
396,Bündel::N,bundel,кочар
397,Tasche::N,tas,тӏоьрмиг
398,Eimer::N,emmer,чийлик
399,Deckel::N,deksel,негӏар
400,Geschirr::N,vaatwerk,пхьегӏа
401,Sack::N,zak,гали
402,Tasse::N,kop,кад
403,Topf::N,pan,яй
404,Kessel::N,ketel,яй
405,Essen::N,eten,юург
406,Nahrung::N,voedsel,кхача
407,Speise::N,spijs,юург
408,Fleisch::N,vlees,жижиг
409,Getreide::N,graan,буьртиг
410,Brei::N,pap,xудар
411,Brei::N,brij,xудар
412,Brot::N,brood,бепиг
413,Brot::N,brood,кхаллар
414,Scheibe::N,plak,цастар
415,Scheibe::N,snede,цастар
416,Fett::N,vet,мохь
417,Butter::N,boter,налха
418,Öl::N,olie,даьтта
419,Salz::N,zout,туьха
420,Suppe::N,soep,чорпа
421,Honig::N,honing,моз
422,Milch::N,melk,шура
423,Tee::N,thee,чай
424,Leder::N,leer,цӏока
425,Leder::N,leder,цӏока
426,Wolle::N,wol,тӏapгӏa
427,Stoff::N,stof,кӏади
428,Nadel::N,naald,маха
429,Faden::N,draad,тай
430,Knopf::N,knoop,нуьйда
431,Knoten::N,knoop,шад
432,Farbe::N,verf,сир
433,Farbe::N,verf,басар
434,Kleidung::N,kledij,бедар
435,Kleidung::N,kleding,бедар
436,Hemd::N,hemd,коч
437,Kragen::N,kraag,кач
438,Ärmel::N,mouw,пхьош
439,Hose::N,broek,хеча
440,Hose::N,pantalon,хеча
441,Gürtel::N,riem,доьхка
442,Gürtel::N,gordel,доьхка
443,Mütze::N,muts,куй
444,Schuh::N,schoen,мача
445,Stiefel::N,laars,этка
446,Ring::N,ring,чӏуг
447,Band::N,lint,лента
448,Kamm::N,kam,ехк
449,Spiegel::N,spiegel,куьзга
450,Riemen::N,riem,доьхка
451,Schnur::N,koord,муш
452,Leine::N,lijn,кочатосу доьхка
453,Decke::N,deken,юргӏа
454,Kissen::N,kussen,гIайба
455,Tuch::N,doek,исхар
456,Handtuch::N,handdoek,гата
457,Kraft::N,kracht,гӏора
458,Stärke::N,sterkte,гӏап
459,Gesundheit::N,gezondheid,могашалла
460,Krankheit::N,ziekte,цамгар
461,Schmerz::N,pijn,лазар
462,Wunde::N,wond,чов
463,Fieber::N,koorts,xорша
464,Arznei::N,medicament,молха
465,Arznei::N,geneesmiddel,молха
466,Brücke::N,brug,тӏай
467,Brunnen::N,put,гӏу
468,Brunnen::N,bron,гӏу
469,Weide::N,wei,дак
470,Weide::N,weide,дак
471,Pfad::N,pad,тача
472,Weg::N,weg,некъ
473,Straße::N,baan,урам
474,Straße::N,straat,урам
475,Dorf::N,dorp,юрт
476,Stadt::N,stad,гӏала
477,Brief::N,brief,кехат
478,Buch::N,boek,жайна
479,Buchstabe::N,letter,элп
480,Zeitung::N,krant,газет
481,Zeitung::N,dagblad,газет
482,Leben::N,leven,дахар
483,Tod::N,dood,далар
484,Tod::N,dood,ӏожалла
485,Grab::N,graf,каш
486,Kirche::N,kerk,килс
487,Sünde::N,zonde,къа
488,Gott::N,god,дела
489,Arbeiter::N,arbeider,белхало
490,Chef::N,chef,хьаькам
491,Meister::N,meester,говзанча
492,Arzt::N,arts,лор
493,Arzt::N,dokter,лор
494,Lehrer::N,leraar,хьехархо
495,Lehrer::N,onderwijzer,хьехархо
496,Geld::N,geld,aхча
497,Geschäft::N,zaak,туька
498,Laden::N,winkel,туька
499,Preis::N,prijs,мах
500,Ware::N,waar,хlума
501,Nutzen::N,nut,пайда
502,Nutzen::N,voordeel,пайда
503,Reichtum::N,rijkdom,хьал
504,Welt::N,wereld,дуьне
505,Land::N,land,мохк
506,Staat::N,staat,пачхьалкх
507,König::N,koning,паччахь
508,Macht::N,macht,ӏедал
509,Grenze::N,grens,доза
510,Krieg::N,oorlog,тӏом
511,Feind::N,vijand,мостагӏ
512,Gewalt::N,geweld,гӏело
513,Kampf::N,strijd,къийсам
514,Kampf::N,gevecht,къийсам
515,Bogen[Waffe]::N,boog,
516,Pfeil::N,pijl,пха
517,Gewehr::N,geweer,топ
518,Fehler::N,fout,гӏалат
519,Lüge::N,leugen,аьшпаш
520,Schaden::N,schade,зен
521,Unglück::N,tegenspoed,бала
522,Schuld::N,schuld,бехк
523,Alter::N,leeftijd,хан
524,Schluss::N,slot,чакхе
525,Zeit::N,tijd,хан
526,Tag::N,dag,де
527,Morgen::N,morgen,ӏуьйре
528,Morgen::N,ochtend,ӏуьйре
529,Mittag::N,middag,делкъе
530,Abend::N,avond,суьйре
531,Nacht::N,nacht,буьйса
532,Woche::N,week,кӏира
533,Monat::N,maand,бутт
534,Jahr::N,jaar,шо
535,Frühling::N,lente,бӏаьсте
536,Frühling::N,voorjaar,бӏаьсте
537,Sommer::N,zomer,аьхке
538,Herbst::N,herfst,гуьйре
539,Winter::N,winter,ӏа
540,Januar::N,januari,январь
541,Februar::N,februari,февраль
542,März::N,maart,март
543,April::N,april,апрель
544,Mai::N,mei,май
545,Juni::N,juni,июнь
546,Juli::N,juli,июль
547,August::N,augustus,август
548,September::N,september,сентябрь
549,Oktober::N,oktober,октябрь
550,November::N,november,ноябрь
551,Dezember::N,december,декабрь
552,Montag::N,maandag,оршот
553,Dienstag::N,dinsdag,шинара
554,Mittwoch::N,woensdag,кхаара
555,Donnerstag::N,donderdag,еара
556,Freitag::N,vrijdag,пӏераска
557,Samstag::N,zaterdag,шот
558,Sonntag::N,zondag,кӏиранде
559,groß::A,groot,доккха
560,klein::A,klein,кегий
561,lang::A,lang,еха
562,kurz::A,kort,доца
563,breit::A,breed,шуьйра
564,schmal::A,smal,готта
565,dicht::A,dicht,луьста
566,dick[Gegenstand]::A,dik,стомма
567,dünn::A,dun,дуткъа
568,fein::A,fijn,ховха
569,fest::A,vast,чӏогӏа
570,flach::A,plat,чӏапа
571,glatt::A,glad,шера
572,hart::A,hard,чӏогӏa
573,weich::A,week,кӏеда
574,rund::A,rond,горга
575,spitz::A,spits,ира
576,spitz::A,puntig,ира
577,scharf::A,scherp,ира
578,stumpf::A,stomp,аьртa
579,schwer::A,zwaar,деза
580,schön::A,mooi,хаза
581,schön::A,fraai,хаза
582,heiß::A,heet,довха
583,warm::A,warm,довха
584,kalt::A,koud,шийла
585,kühl::A,koel,шийла
586,frisch::A,fris,керла
587,feucht::A,vochtig,тӏуьна
588,nass::A,nat,тӏеда
589,trocken::A,droog,eкъа
590,voll::A,vol,дуьзна
591,leer::A,leeg,яьсса
592,offen::A,open,диллина
593,geschlossen::A,gesloten,дӏакъевлина
594,geschlossen::A,gesloten,дӏачӏагӏдина
595,sauber::A,net,цӏена
596,sauber::A,schoon,цӏена
597,schmutzig::A,vuil,боьха
598,roh::A,rauw,буьйда
599,reif::A,rijp,хилла
600,lecker::A,lekker,чоме
601,süß::A,zoet,мерза
602,bitter::A,bitter,къаьхьа
603,sauer::A,zuur,муьста
604,hell::A,licht,сирла
605,hell::A,helder,сирла
606,dunkel::A,donker,бодане
607,schwarz::A,zwart,ӏаьржа
608,weiß::A,wit,кӏайн
609,rot::A,rood,цӏен
610,gelb::A,geel,можа
611,blau::A,blauw,сийна
612,grün::A,groen,баьццара
613,grau::A,grijs,cира
614,grau::A,grijs,мокха
615,bunt::A,bont,къорза
616,billig::A,goedkoop,дораха
617,teuer::A,duur,деза
618,wertvoll::A,kostbaar,мехала
619,wertvoll::A,waardevol,мехала
620,blind::A,blind,бӏаьрзе
621,taub::A,doof,къора
622,kräftig::A,krachtig,нуьцкъала
623,stark::A,sterk,зоьртала
624,stark::A,sterk,нуьцкъала
625,schwach::A,zwak,гӏорасиза
626,fett::A,vet,дерстана
627,schlank::A,slank,куц долу
628,hübsch::A,leuk,хаза
629,böse::A,kwaad,вон
630,dumm::A,dom,сонта
631,faul::A,lui,мало ен
632,fleißig::A,vlijtig,тӏера
633,geizig::A,gierig,пис
634,geizig::A,gierig,сутара
635,klug::A,slim,хьекъале
636,klug::A,schrander,хьекъале
637,klug::A,verstandig,хьекъале
638,geschickt::A,handig,тӏахъаьлла
639,geschickt::A,vaardig,тӏахъаьлла
640,lieb::A,lief,хьоме
641,lustig::A,vrolijk,самукъане
642,sanft::A,zacht,кlеда
643,hungrig::A,hongerig,меца
644,krank::A,ziek,цомгуш долу
645,nackt::A,naakt,дерзана
646,traurig::A,treurig,самукъане воцу
647,traurig::A,bedroefd,самукъане воцу
648,lebendig::A,levend,дийна
649,gut::A,goed,дика
650,schlecht::A,slecht,вон
651,richtig::A,juist,нийса
652,schlimm::A,erg,вон
653,schlimm::A,kwaad,вон
654,wahr::A,waar,бакъдолу
655,alt::A,oud,къена
656,neu::A,nieuw,керла
657,ehemalig::A,voormalig,хилла
658,alt[Lebewesen]::A,oud,къена
659,jung::A,jong,къона
660,arm::A,arm,къен
661,reich::A,rijk,хьоле
662,bekannt::A,bekend,девзаш долу
663,berühmt::A,beroemd,цӏеяхана
664,fremd::A,vreemd,нехан
665,verschieden::A,verscheiden,тайп-тайпанара
666,verschieden::A,verschillend,тайп-тайпанара
667,nah::A,nabij,гергара
668,nah::A,nabijgelegen,гергара
669,fern::A,ver,гена
670,fern::A,ver,генара
671,linker::A,linker,аьрру
672,rechter::A,rechter,аьтту
673,anderer::A,andere,кхин
674,erster::A,eerste,хьалхара
675,zweiter::A,tweede,шолгIа
676,dritter::A,derde,кхоалгӏа
677,letzter::A,laatste,тӏаьххьара
678,allein::ADV,alleen,цхьаъ
679,auf einmal::ADV,ineens,цу сохьтта
680,auf einmal::ADV,tegelijk,цу сохьтта
681,zusammen::ADV,samen,цхьана
682,zusammen::ADV,bijeen,цхьана
683,lange::ADV,lang,дукха
684,plötzlich::ADV,eensklaps,цIеххьана
685,plötzlich::ADV,plotsklaps,цIеххьана
686,sofort::ADV,terstond,цу сохьтта
687,sofort::ADV,aanstonds,цу сохьтта
688,sofort::ADV,onmiddelijk,цу сохьтта
689,später::ADV,later,тӏаьхьо
690,jetzt::ADV,nu,хӏинца
691,jetzt::ADV,nou,хӏинца
692,jetzt::ADV,thans,хӏинца
693,heute::ADV,heden,тахана
694,heute::ADV,vandaag,тахана
695,morgen::ADV,morgen,кхана
696,bald::ADV,gauw,кеста
697,bald::ADV,weldra,кеста
698,dann::ADV,dan,тӏаккха
699,dann::ADV,toen,тӏаккха
700,gestern::ADV,gisteren,селхана
701,einst::ADV,eens,цкъа
702,damals::ADV,toen,хӏетахьь
703,damals::ADV,destijds,хӏетахьь
704,danach::ADV,daarna,тӏаккха
705,vorher::ADV,vooraf,хьалхa
706,vorher::ADV,van tevoren,хьалхa
707,zuerst::ADV,eerst,хьалха
708,zuerst::ADV,het eerst,хьалха
709,einmal::ADV,eens,цкъа
710,einmal::ADV,eenmaal,цкъа
711,manchmal::ADV,soms,цкъаццкъа
712,oft::ADV,vaak,кест-кеста
713,oft::ADV,dikwijls,кест-кеста
714,immer::ADV,altijd,даим
715,niemals::ADV,nooit,цкъа а
716,hier::ADV,hier,кхузахь
717,hierhin::ADV,hierheen,кхуза
718,von hier::ADV,van hier,кхузара
719,von hier::ADV,hiervandaan,кхузара
720,dort::ADV,daar,цигахь
721,dort::ADV,ginds,цигахь
722,dorthin::ADV,daarheen,цига
723,geradeaus::ADV,rechtuit,нийса дӏа
724,geradeaus::ADV,rechtdoor,нийса дӏа
725,vorwärts::ADV,vooruit,хьалха
726,vorwärts::ADV,voorwaarts,хьалха
727,rückwärts::ADV,achteruit,юха
728,rückwärts::ADV,achterwaarts,юха
729,zurück::ADV,terug,юха
730,unten::ADV,beneden,лахахь
731,unten::ADV,onderaan,лахахь
732,hinab::ADV,omlaag,охьа
733,hinab::ADV,naar beneden,охьа
734,oben::ADV,boven,лакхахь
735,hinauf::ADV,omhoog,хьала
736,hinauf::ADV,naar boven,хьала
737,überall::ADV,alom,массанхьа
738,überall::ADV,overal,массанхьа
739,nicht::ADV,niet,ца
740,ein wenig::ADV,wat,кӏеззиг
741,kaum::ADV,amper,халла
742,kaum::ADV,nauwelijks,халла
743,sehr::ADV,erg,вуно
744,sehr::ADV,zeer,вуно
745,so::ADV,zo,
746,noch::ADV,nog,кхин
747,nur::ADV,maar,бен ...ца
748,nur::ADV,alleen,бен ...ца
749,schon::ADV,al,хӏинцале
750,schon::ADV,reeds,хӏинцале
751,wieder::ADV,weer,юха а
752,wieder::ADV,terug,юха а
753,vergebens::ADV,vergeefs,эрна
754,vergebens::ADV,tevergeefs,эрна
755,vor::PRP,voor,хьалха
756,hinter::PRP,achter,тӏехьа
757,unter::PRP,onder,кIелахь
758,unter::PRP,beneden,кIелахь
759,durch::PRP,door,чекх
760,neben::PRP,naast,юххе
761,zwischen::PRP,tussen,юккъехь
762,wegen::PRP,wegens,дуьхьа
763,wegen::PRP,vanwege,дуьхьа
764,dies::PRN,dit,и
765,dies::PRN,dit,иза
766,das::PRN,dat,и
767,das::PRN,dat,иза
768,alles::PRN,alles,дерриг
769,ich::PRN,ik,cо
770,du::PRN,je,хьо
771,du::PRN,jij,хьо
772,er::PRN,hij,и
773,er::PRN,hij,иза
774,wir::PRN,we,тхо
775,wir::PRN,we,вай
776,wir::PRN,wij,тхо
777,wir::PRN,wij,вай
778,ihr::PRN,jullie,шу
779,sie::PRN,ze,уьш
780,sie::PRN,zij,уьш
781,was::FPRN,wat,хӏун
782,wer::FPRN,wie,мила
783,wo::FADV,waar,мичaхь
784,wohin::FADV,waarheen,мича
785,wie::FADV,hoe,муха
786,warum::FADV,waarom,хӏунда
787,wieviel::FNUM,hoeveel,мел
788,wieviel::FNUM,hoeveel,маса
789,eins::NUM,één,цхьаъ
790,zwei::NUM,twee,шиъ
791,drei::NUM,drie,кхоъ
792,vier::NUM,vier,диъ
793,fünf::NUM,vijf,пхиъ
794,sechs::NUM,zes,ялх
795,sieben::NUM,zeven,ворхӏ
796,acht::NUM,acht,бархӏ
797,neun::NUM,negen,исс
798,zehn::NUM,tien,итт
799,elf::NUM,elf,цхьайтта
800,zwölf::NUM,twaalf,шийтта
801,zwanzig::NUM,twintig,ткъа
802,dreißig::NUM,dertig,ткъе итт
803,vierzig::NUM,veertig,шовзткъа
804,fünfzig::NUM,vijftig,шовзткъе итт
805,sechzig::NUM,zestig,кхузткъа
806,siebzig::NUM,zeventig,кхузткъе итт
807,achtzig::NUM,tachtig,дезткъа
