,Concept_ID,mhr,uk
166,Vogel::N,ка́йык,птах
167,Schwarm::N,каша́к,зграя
168,Huhn::N,чы́ве,курка
169,Hahn::N,агыта́н,півень
170,Gans::N,ко́мбо,гуска
171,Adler::N,карагу́ш,орел
172,Ente::N,лу́до,качка
173,Eule::N,тумна́,сова
174,Kranich::N,турня́,журавель
175,Krähe::N,кора́к,ворона
176,Kuckuck::N,куку́,зозуля
177,Schwan::N,йӱ́ксӧ,лебідь
178,Fisch::N,кол,риба
179,Barsch::N,ола́ҥге,окунь
180,Hecht::N,нуж,щука
181,Hecht::N,чорта́н,щука
182,Schlange[Tier]::N,ки́шке,змія
183,Wurm::N,шукш,черв’як
184,Spinne::N,эҥыре́мыш,павук
185,Ameise::N,ку́тко,мурашка
186,Laus::N,тий,воша
187,Mücke::N,шыҥа́,комар
188,Fliege::N,ка́рме,муха
189,Schmetterling::N,лы́ве,метелик
190,Beere::N,мӧр,ягода
191,Apfel::N,олма́,яблуко
192,Pilz::N,по́ҥго,гриб
193,Zwiebel::N,шога́н,цибуля
194,Saat::N,нӧ́шмӧ,сім’я
195,Saat::N,туш,сім’я
196,Korn::N,шу́рно,зерно
197,Heu::N,шу́до,сіно
198,Schale::N,шӱм,шкірка
199,Grube::N,выне́м,яма
200,Falle::N,лӧ́дӧ,пастка
201,Schlinge::N,о́птыш,петля
202,Schlinge::N,шӧрга́лтыш,петля
203,Spur::N,кыша́,слід
204,Asche::N,ло́мыж,зола
205,Asche::N,ло́мыж,попіл
206,Dreck::N,лавыра́,бруд
207,Eisen::N,кӱ́ртньӧ,залізо
208,Gold::N,шӧ́ртньӧ,золото
209,Silber::N,ший,срібло
210,Kohle::N,мландышӱ́й,вугілля
211,Glas::N,янда́,скло
212,Lehm::N,шун,глина
213,Sand::N,ошма́,пісок
214,Mensch::N,еҥ,людина
215,Mensch::N,айде́ме,людина
216,Mann::N,пӧръе́ҥ,чоловік
217,Frau::N,ӱдырама́ш,жінка
218,Kind::N,аза́,дитина
219,Junge::N,рве́зе,хлопець
220,Mädchen::N,ӱдыра́ш,дівчина
221,Familie::N,еш,сім’я
222,Familie::N,еш,родина
223,Großvater::N,коча́,дідусь
224,Großmutter::N,кова́,бабуся
225,Eltern::N,ача́-ава́,батьки
226,Vater::N,ача́,батько
227,Mutter::N,ава́,мати
228,Sohn::N,э́рге,син
229,Tochter::N,ӱ́дыр,дочка
230,Bruder::N,иза́,брат
231,Bruder::N,шо́льо,брат
232,Schwester::N,ака́,сестра
233,Onkel::N,иза́,дядько
234,Tante::N,кока́,тітка
235,Ehemann::N,мари́й,чоловік
236,Ehefrau::N,ва́те,жінка
237,Ehefrau::N,ва́те,дружина
238,Freude::N,куа́н,радощі
239,Freude::N,куаныма́ш,радощі
240,Gelächter::N,во́штылтыш,сміх
241,Glück::N,пиа́л,щастя
242,Kummer::N,о́йго,горе
243,Wunsch::N,ку́мыл,бажання
244,Lust::N,ку́мыл,бажання
245,Geist::N,ӧрт,дух
246,Geist::N,чон,дух
247,Gedanke::N,ой,думка
248,Gedanke::N,шоныма́ш,думка
249,Gedächtnis::N,шарныма́ш,пам’ять
250,Verstand::N,уш,розум
251,Sinn::N,смысл,зміст
252,Sinn::N,смысл,значення
253,Grund::N,ама́л,причина
254,Wahrheit::N,чын,правда
255,Gespräch::N,мутланыма́ш,розмова
256,Märchen::N,йома́к,байка
257,Erzählung::N,ойлыма́ш,повість
258,Erzählung::N,ойлыма́ш,оповідання
259,Nachricht::N,увертарыма́ш,повідомлення
260,Neuigkeit::N,уве́р,новина
261,Name::N,лӱм,ім’я
262,Rätsel::N,ту́што,загадка
263,Rede::N,ойлыма́ш,промова
264,Sprache::N,йы́лме,мова
265,Stimme::N,йӱк,голос
266,Wort::N,ой,слово
267,Wort::N,мут,слово
268,Zeichen::N,ти́ште,знак
269,Zeichen::N,знак,знак
270,Ruf::N,ӱжма́ш,оклик
271,Lärm::N,лӱшкыма́ш,шум
272,Lärm::N,йӱк-йӱа́н,шум
273,Laut::N,йӱк,звук
274,Ton::N,йӱксе́м,тон
275,Lied::N,му́ро,пісня
276,Ruhe::N,ты́мык,спокій
277,Leute::N,еҥ-влак,люди
278,Volk::N,ка́лык,народ
279,Arbeit::N,паша́,робота
280,Gast::N,уна́,гість
281,Geschenk::N,пӧле́к,подарунок
282,Spiel::N,мо́дыш,гра
283,Spiel::N,модма́ш,гра
284,Gesellschaft::N,тӱшка́,товариство
285,Hilfe::N,по́лыш,допомога
286,Freund::N,таҥ,друг
287,Freund::N,таҥ,приятель
288,Freund::N,йолта́ш,друг
289,Freund::N,йолта́ш,приятель
290,Kamerad::N,таҥ,товариш
291,Angelegenheit::N,паша́,справа
292,Anzahl::N,чот,число
293,Art::N,вид,рід
294,Stück::N,ка́тыш,кусок
295,Stück::N,ла́стык,кусок
296,Teil::N,ужа́ш,частина
297,Hälfte::N,пел,половина
298,Hälfte::N,пе́ле,половина
299,Kreis::N,ты́ртыш,круг
300,Kreis::N,ты́ртыш,коло
301,Kreuz::N,ыре́с,хрест
302,Linie::N,ли́ний,лінія
303,Strich::N,коре́ш,штрих
304,Abstand::N,кокла́,проміжок
305,Entfernung::N,тора́,відстань
306,Entfernung::N,ку́жыт,відстань
307,Gegend::N,кунде́м,місцевість
308,Platz::N,ку́мдык,площа
309,Ort::N,вер,місце
310,Ort::N,о́лмо,місце
311,Seite::N,ӧ́рдыж,сторона
312,Mitte::N,покше́л,середина
313,Gegenstand::N,наста́,предмет
314,Sache::N,наста́,річ
315,Rand::N,тӱр,край
316,Kante::N,тӱр,ребро
317,Ecke::N,лук,ріг
318,Spitze::N,вуй,кінчик
319,Ende::N,муча́ш,кінець
320,Loch::N,рож,діра
321,Winkel::N,лук,куток
322,Muster::N,пеза́к,узор
323,Muster::N,узо́р,узор
324,Muster::N,ӱ́лгӧ,узор
325,Größe::N,кӱ́кшыт,розмір
326,Länge::N,ку́тыш,довжина
327,Höhe::N,кӱ́кшыт,висота
328,Gewicht::N,не́лыт,вага
329,Menge::N,чот,кількість
330,Haufen::N,кы́шыл,купа
331,Reihe::N,рада́м,ряд
332,Boot::N,пуш,човен
333,Ruder::N,эшка́к,весло
334,Schlitten::N,тер,сани
335,Schlitten::N,изде́р,сани
336,Ski::N,е́че,лижа
337,Lagerfeuer::N,туло́то,вогнище
338,Last::N,нӧ́лтыш,тягар
339,Last::N,нӧ́лтыш,вантаж
340,Gang::N,ошкылма́ш,хід
341,Schritt::N,о́шкыл,крок
342,Norden::N,йӱдйыма́л,північ
343,Süden::N,кечывалве́л,південь
344,Westen::N,касве́л,захід
345,Osten::N,эрве́л,схід
346,Holz::N,пу,дрова
347,Brett::N,оҥа́,дошка
348,Platte::N,аста́р,плита
349,Stütze::N,чара́к,підпірка
350,Stange::N,лома́ш,жердина
351,Stock::N,тоя́,палиця
352,Stab::N,вара́,палиця
353,Stab::N,кашта́,палиця
354,Rohr::N,пуч,труба
355,Haus::N,пӧрт,дім
356,Haus::N,пӧрт,хата
357,Heim::N,мӧ́ҥгӧ,житло
358,Ofen::N,комака́,піч
359,Fußboden::N,кӱва́р,підлога
360,Tisch::N,ӱсте́л,стіл
361,Stuhl::N,пӱке́н,стілець
362,Wiege::N,шепка́,колиска
363,Bett::N,ва́кшыш,ліжко
364,Bett::N,ва́кшыш,постіль
365,Regal::N,шӧ́рлык,полиця
366,Kiste::N,шо́ндык,ящик
367,Kiste::N,я́шлык,ящик
368,Fenster::N,окна́,вікно
369,Tür::N,омса́,двері
370,Tor::N,капка́,ворота
371,Zaun::N,сава́р,паркан
372,Zaun::N,сава́р,огорожа
373,Dach::N,леве́дыш,дах
374,Leiter::N,тошка́лтыш,драбина
375,Besen::N,ӱштерво́штыр,мітла
376,Spaten::N,ко́льмо,заступ
377,Schaufel::N,сово́к,совок
378,Schaufel::N,сово́к,лопата
379,Schaufel::N,су́ско,совок
380,Schaufel::N,су́ско,лопата
381,Gabel::N,ви́лке,виделка
382,Löffel::N,па́не,ложка
383,Löffel::N,совла́,ложка
384,Messer::N,кӱ́зӧ,ніж
385,Nagel::N,пуда́,цвях
386,Netz::N,вапш,сіть
387,Haken::N,са́гыле,крюк
388,Griff::N,кыл,ручка
389,Griff::N,кыл,держак
390,Schloss::N,кӧгӧ́н,замок
391,Bild::N,сӱре́т,картина
392,Figur::N,фигу́р,фігура
393,Puppe::N,курча́к,лялька
394,Beutel::N,меша́к,мішечок
395,Beutel::N,меша́к,торбинка
396,Bündel::N,арша́ш,в’язка
397,Tasche::N,сумка́,сумка
398,Eimer::N,ведра́,відро
399,Deckel::N,ко́мдыш,кришка
400,Geschirr::N,а́те,посуд
401,Sack::N,куль,мішок
402,Sack::N,меша́к,мішок
403,Tasse::N,чу́кыр,чашка
404,Tasse::N,чашка́,чашка
405,Topf::N,ми́ске,горщик
406,Kessel::N,под,котел
407,Essen::N,ко́чкыш,їжа
408,Nahrung::N,ку́рго,харч
409,Speise::N,ко́чкыш,страва
410,Fleisch::N,шыл,м’ясо
411,Getreide::N,шу́рно,хліб
412,Getreide::N,шу́рно,збіжжя
413,Brei::N,пу́чымыш,каша
414,Brot::N,ки́нде,хліб
415,Scheibe::N,ка́тыш,скибочка
416,Fett::N,коя́,жир
417,Butter::N,ӱй,масло
418,Öl::N,ӱй,олія
419,Salz::N,шинча́л,сіль
420,Suppe::N,шӱр,суп
421,Honig::N,мӱй,мед
422,Milch::N,шӧр,молоко
423,Tee::N,чай,чай
424,Leder::N,сура́н,шкіра
425,Leder::N,шӱ́штӧ,шкіра
426,Wolle::N,пун,шерсть
427,Stoff::N,куэ́м,тканина
428,Stoff::N,посто́,тканина
429,Nadel::N,и́ме,голка
430,Faden::N,шӱ́ртӧ,нитка
431,Knopf::N,по́лдыш,ґудзик
432,Knoten::N,пышке́м,вузол
433,Farbe::N,чия́,фарба
434,Kleidung::N,чие́м,одяг
435,Kleidung::N,чие́м,убрання
436,Kleidung::N,вурге́м,одяг
437,Kleidung::N,вурге́м,убрання
438,Hemd::N,ту́выр,сорочка
439,Kragen::N,сога́,комір
440,Ärmel::N,шокш,рукав
441,Hose::N,йола́ш,брюки
442,Gürtel::N,ӱ́штӧ,пояс
443,Mütze::N,упш,шапка
444,Schuh::N,боти́нке,ботинок
445,Stiefel::N,кем,чобіт
446,Ring::N,шерга́ш,кільце
447,Band::N,тасма́,стрічка
448,Band::N,ле́нте,стрічка
449,Kamm::N,шерге́,гребінець
450,Spiegel::N,вошто́нчыш,дзеркало
451,Riemen::N,кӱзанӱ́штӧ,ремінь
452,Schnur::N,кере́м,вірьовка
453,Schnur::N,кандыра́,вірьовка
454,Leine::N,вӱра́ҥ,шворка
455,Decke::N,леве́дыш,ковдра
456,Decke::N,одея́л,ковдра
457,Kissen::N,кӱ́пчык,подушка
458,Tuch::N,шо́выч,хустка
459,Handtuch::N,со́лык,рушник
460,Kraft::N,вий,сила
461,Kraft::N,куа́т,сила
462,Stärke::N,куа́т,сила
463,Stärke::N,карма́н,сила
464,Gesundheit::N,таза́лык,здоров’я
465,Krankheit::N,чер,хвороба
466,Schmerz::N,ко́рштыш,біль
467,Wunde::N,су́сыр,рана
468,Fieber::N,йӱштыму́ж,гарячка
469,Fieber::N,лихора́дке,гарячка
470,Arznei::N,эм,ліки
471,Brücke::N,кӱва́р,міст
472,Brunnen::N,вӱдвыне́м,колодязь
473,Weide::N,нурше́р,пасовище
474,Pfad::N,йолго́рно,стежка
475,Pfad::N,сокма́к,стежка
476,Weg::N,ко́рно,шлях
477,Weg::N,ко́рно,дорога
478,Straße::N,ко́рно,вулиця
479,Dorf::N,ял,село
480,Stadt::N,ола́,місто
481,Brief::N,се́рыш,лист
482,Buch::N,книга́,книга
483,Buch::N,книга́,книжка
484,Buchstabe::N,буква́,буква
485,Buchstabe::N,буква́,літера
486,Zeitung::N,газе́т,газета
487,Leben::N,и́лыш,життя
488,Tod::N,колыма́ш,смерть
489,Grab::N,шӱга́р,могила
490,Kirche::N,че́рке,церква
491,Sünde::N,су́лык,гріх
492,Gott::N,ю́мо,бог
493,Arbeiter::N,паша́зе,робітник
494,Chef::N,тӧра́,хазяїн
495,Meister::N,маста́р,умілець
496,Arzt::N,врач,лікар
497,Lehrer::N,ту́ныктышо,вчитель
498,Geld::N,окса́,гроші
499,Geschäft::N,сатулыма́ш,заняття
500,Laden::N,ке́выт,магазин
501,Laden::N,ке́выт,крамниця
502,Preis::N,ак,ціна
503,Ware::N,сату́,товар
504,Nutzen::N,пайда́,вигода
505,Nutzen::N,пайда́,користь
506,Reichtum::N,поя́нлык,багатство
507,Welt::N,тӱня́,світ
508,Land::N,эл,країна
509,Staat::N,кугыжа́ныш,держава
510,König::N,кугыжа́,король
511,Macht::N,власть,влада
512,Grenze::N,грани́ца,кордон
513,Krieg::N,сар,війна
514,Feind::N,тушма́н,ворог
515,Gewalt::N,виешлыма́ш,насильство
516,Kampf::N,кредалма́ш,бій
517,Kampf::N,кредалма́ш,боротьба
518,Bogen[Waffe]::N,юҥе́ж,лук
519,Pfeil::N,пикш,стріла
520,Gewehr::N,пыча́л,рушниця
521,Gewehr::N,пыча́л,гвинтівка
522,Fehler::N,йо́ҥылыш,помилка
523,Lüge::N,шоя́к,брехня
524,Schaden::N,зия́н,шкода
525,Schaden::N,зия́н,збиток
526,Unglück::N,эҥге́к,нещастя
527,Schuld::N,тита́к,провина
528,Schuld::N,йола́,провина
529,Alter::N,ийго́т,вік
530,Alter::N,ийго́т,літа
531,Schluss::N,муча́ш,кінець
532,Zeit::N,жап,час
533,Zeit::N,па́гыт,час
534,Tag::N,ке́че,день
535,Morgen::N,эр,ранок
536,Mittag::N,кечыва́л,південь
537,Abend::N,кас,вечір
538,Nacht::N,йӱд,ніч
539,Woche::N,арня́,тиждень
540,Monat::N,ты́лзе,місяць
541,Jahr::N,ий,рік
542,Frühling::N,шо́шо,весна
543,Sommer::N,кеҥе́ж,літо
544,Herbst::N,шы́же,осінь
545,Winter::N,те́ле,зима
546,Januar::N,шоркыйол,січень
547,Januar::N,идалыкву́й,січень
548,Januar::N,янва́рь,січень
549,Februar::N,пургыж,лютий
550,Februar::N,февра́ль,лютий
551,März::N,ӱярня,березень
552,März::N,март,березень
553,April::N,апре́ль,квітень
554,Mai::N,ага,травень
555,Mai::N,май,травень
556,Juni::N,пеледыш,червень
557,Juni::N,ию́нь,червень
558,Juli::N,сӱрем,липень
559,Juli::N,ию́ль,липень
560,August::N,сорла,серпень
561,August::N,агарма́н,серпень
562,August::N,а́вгуст,серпень
563,September::N,идым,вересень
564,September::N,сентя́брь,вересень
565,Oktober::N,шыжа,жовтень
566,Oktober::N,октя́брь,жовтень
567,November::N,кылме тылзе,листопад
568,November::N,ноя́брь,листопад
569,Dezember::N,дека́брь,грудень
570,Montag::N,шо́чмо,понеділок
571,Dienstag::N,ку́шкыжмо,вівторок
572,Mittwoch::N,вӱрге́че,середа
573,Donnerstag::N,изарня́,четвер
574,Freitag::N,кугарня́,п’ятниця
575,Samstag::N,шуматке́че,субота
576,Sonntag::N,рушарня́,неділя
577,groß::A,кугу́,великий
578,klein::A,изи́,малий
579,klein::A,изи́,маленький
580,lang::A,кужу́,довгий
581,kurz::A,кӱ́чык,короткий
582,breit::A,кумда́,широкий
583,schmal::A,а́ҥысыр,вузький
584,dicht::A,ну́гыдо,густий
585,dick[Gegenstand]::A,кӱ́жгӧ,товстий
586,dünn::A,ви́чкыж,тонкий
587,fein::A,ты́гыде,дрібний
588,fest::A,чо́ткыдо,міцний
589,flach::A,лапка́,плоский
590,glatt::A,яклака́,рівний
591,glatt::A,яклака́,гладенький
592,hart::A,пе́ҥгыде,твердий
593,weich::A,пу́шкыдо,м’який
594,rund::A,йырге́шке,круглий
595,spitz::A,коша́р,гострокінцевий
596,scharf::A,пӱ́сӧ,гострий
597,stumpf::A,токма́к,тупий
598,schwer::A,не́ле,важкий
599,schön::A,сы́лне,вродливий
600,heiß::A,шо́кшо,жаркий
601,heiß::A,шо́кшо,гарячий
602,warm::A,ле́ве,теплий
603,kalt::A,йӱ́штӧ,холодний
604,kühl::A,юа́лге,прохолодний
605,kühl::A,южгата́,прохолодний
606,frisch::A,свежа́,свіжий
607,feucht::A,вӱ́дыжгӧ,вогкий
608,nass::A,нӧ́рӧ,мокрий
609,trocken::A,ку́кшо,сухий
610,voll::A,тич,повний
611,leer::A,яра́,пустий
612,offen::A,виш,відкритий
613,geschlossen::A,пе́тырыме,закритий
614,geschlossen::A,пе́тырыме,зачинений
615,geschlossen::A,тӱ́чмӧ,закритий
616,geschlossen::A,тӱ́чмӧ,зачинений
617,sauber::A,ару́,чистий
618,sauber::A,ару́,охайний
619,sauber::A,янда́р,чистий
620,sauber::A,янда́р,охайний
621,schmutzig::A,лавыра́н,брудний
622,schmutzig::A,ла́выргыше,брудний
623,roh::A,кӱ́чымӧ,сирий
624,reif::A,лӧза́,зрілий
625,lecker::A,ту́тло,смачний
626,süß::A,ше́ре,солодкий
627,bitter::A,ко́чо,гіркий
628,sauer::A,шо́по,кислий
629,hell::A,во́лгыдо,світлий
630,dunkel::A,пычке́мыш,темний
631,schwarz::A,шола́,чорний
632,weiß::A,ош,сивий
633,rot::A,йошка́р,червоний
634,gelb::A,сар,жовтий
635,blau::A,ка́нде,синій
636,grün::A,ужа́р,зелений
637,grau::A,сур,сірий
638,bunt::A,олача́,барвистий
639,billig::A,шу́лдо,дешевий
640,teuer::A,ше́рге,дорогий
641,wertvoll::A,шергака́н,цінний
642,blind::A,со́кыр,сліпий
643,taub::A,соҥгыра́,глухий
644,kräftig::A,куа́тле,могутній
645,stark::A,вия́н,сильний
646,schwach::A,а́лдыме,слабкий
647,fett::A,коя́,жирний
648,fett::A,коя́,товстий
649,schlank::A,йоштката́,тонкий
650,schlank::A,йоштката́,стрункий
651,schlank::A,яжу́,тонкий
652,schlank::A,яжу́,стрункий
653,hübsch::A,чеве́р,чарівний
654,böse::A,шы́де,злий
655,böse::A,шы́де,лихий
656,dumm::A,аҥыра́,дурний
657,faul::A,його,ледачий
658,fleißig::A,ты́ршыше,старанний
659,geizig::A,чаҥга́,скупий
660,klug::A,уша́н,мудрий
661,klug::A,уша́н,розумний
662,geschickt::A,уста́,умілий
663,lieb::A,ала́л,милий
664,lustig::A,весела́,веселий
665,sanft::A,ны́жылге,лагідний
666,hungrig::A,шу́жышо,голодний
667,krank::A,че́рле,слабий
668,nackt::A,чарама́т,голий
669,traurig::A,ойга́н,сумний
670,lebendig::A,и́лыше,живий
671,gut::A,сай,добрий
672,schlecht::A,уда́,поганий
673,schlecht::A,уда́,кепський
674,schlecht::A,шӱ́кшӧ,поганий
675,schlecht::A,шӱ́кшӧ,кепський
676,richtig::A,чы́нле,правильний
677,schlimm::A,аля́к,бридкий
678,schlimm::A,тыра́н,бридкий
679,wahr::A,чы́нле,справжній
680,wahr::A,настоя́щий,справжній
681,alt::A,то́што,старий
682,neu::A,у,новий
683,ehemalig::A,о́нчычсо,колишній
684,ehemalig::A,онда́кысе,колишній
685,alt[Lebewesen]::A,шо́нто,старий
686,jung::A,са́мырык,молодий
687,arm::A,нужна́,бідний
688,reich::A,поя́н,багатий
689,bekannt::A,па́лыме,знайомий
690,berühmt::A,лӱ́млӧ,славетний
691,fremd::A,йот,чужий
692,verschieden::A,тӱ́рлӧ,різний
693,nah::A,ли́шыл,близький
694,fern::A,тора́,далекий
695,fern::A,мӱ́ндыр,далекий
696,linker::A,шола́,лівий
697,rechter::A,пурла́,правий
698,anderer::A,вес,інакший
699,anderer::A,мо́ло,інакший
700,erster::A,и́кымше,перший
701,zweiter::A,ко́кымшо,другий
702,dritter::A,ку́мшо,третій
703,letzter::A,пыта́ртыш,останній
704,allein::ADV,шкет,сам
705,allein::ADV,шкет,один
706,auf einmal::ADV,икана́ште,відразу
707,zusammen::ADV,пырля́,разом
708,zusammen::ADV,пырля́,спільно
709,lange::ADV,кужу́н,довго
710,plötzlich::ADV,кенета́,раптом
711,sofort::ADV,кызыта́к,зараз
712,später::ADV,варара́к,пізніше
713,jetzt::ADV,ы́нде,тепер
714,jetzt::ADV,кы́зыт,тепер
715,heute::ADV,та́че,сьогодні
716,morgen::ADV,эрла́,завтра
717,bald::ADV,вашке́,незабаром
718,dann::ADV,вара́,потім
719,gestern::ADV,теҥге́че,вчора
720,einst::ADV,икана́,колись
721,damals::ADV,туна́м,тоді
722,danach::ADV,вара́,згодом
723,vorher::ADV,о́нчыч,раніше
724,zuerst::ADV,онда́к,спершу
725,zuerst::ADV,онда́к,спочатку
726,einmal::ADV,икана́,один раз
727,manchmal::ADV,ка́шын,іноді
728,manchmal::ADV,ка́шын,інколи
729,manchmal::ADV,кокла́н,іноді
730,manchmal::ADV,кокла́н,інколи
731,oft::ADV,чӱ́чкыдын,часто
732,immer::ADV,эре́,завжди
733,immer::ADV,ту́тыш,завжди
734,niemals::ADV,ок нигуна́м,ніколи
735,hier::ADV,ты́ште,тут
736,hierhin::ADV,ты́шке,сюди
737,hierhin::ADV,тыш,сюди
738,von hier::ADV,тыше́ч,звідси
739,von hier::ADV,тыве́ч,звідси
740,dort::ADV,ту́што,там
741,dorthin::ADV,туш,туди
742,dorthin::ADV,ту́шко,туди
743,geradeaus::ADV,вик,прямо
744,vorwärts::ADV,о́нчыко,вперед
745,rückwärts::ADV,шеҥге́к,назад
746,zurück::ADV,мӧҥге́ш,назад
747,unten::ADV,ӱ́лнӧ,внизу
748,unten::ADV,йыма́лне,внизу
749,hinab::ADV,йыма́к,вниз
750,oben::ADV,кӱ́шнӧ,вгорі
