,Concept_ID,kk,hu
303,Sinn::N,маныз,értelem
304,Sinn::N,мағына,értelem
305,Sinn::N,мән-мағына,értelem
306,Grund::N,себеп,ok
307,Grund::N,себеп,alap
308,Wahrheit::N,рас,igaz
309,Wahrheit::N,рас,igazság
310,Gespräch::N,әңгіме,beszélgetés
311,Märchen::N,ертеп,mese
312,Märchen::N,ертек,mese
313,Erzählung::N,әңгіме,elbeszélés
314,Nachricht::N,хабар,hír
315,Nachricht::N,хабар,híradás
316,Neuigkeit::N,жаңалық,újság
317,Name::N,ат,név
318,Name::N,атау,név
319,Rätsel::N,жұмбақ,rejtvény
320,Rede::N,сөз,beszéd
321,Rede::N,сөз,szónoklat
322,Sprache::N,тіл,nyelv
323,Stimme::N,үн,hang
324,Stimme::N,әуен,hang
325,Stimme::N,дауыс,hang
326,Wort::N,сөз,szó
327,Zeichen::N,ишара,jel
328,Ruf::N,айғай,kiáltás
329,Lärm::N,айғай-шу,zaj
330,Lärm::N,айғай-ұйғай,zaj
331,Laut::N,дыбыс,hang
332,Laut::N,дауыс,hang
333,Ton::N,әуен,hang
334,Lied::N,ән,dal
335,Lied::N,ән,ének
336,Lied::N,жыр,dal
337,Lied::N,жыр,ének
338,Lied::N,ән-жыр,dal
339,Lied::N,ән-жыр,ének
340,Ruhe::N,тыныштық,csend
341,Ruhe::N,тыныштық,nyugalom
342,Leute::N,кісілер,emberek
343,Volk::N,халық,nép
344,Arbeit::N,еңбек,dolog
345,Gast::N,қонақ,vendég
346,Gast::N,мейман,vendég
347,Geschenk::N,қадия,ajándék
348,Spiel::N,ойын,játék
349,Gesellschaft::N,қауым,társaság
350,Gesellschaft::N,жұртшылық,társaság
351,Hilfe::N,жэрдем,segítség
352,Freund::N,дос,barát
353,Kamerad::N,дос-жар,társ
354,Angelegenheit::N,жұмыс,ügy
355,Anzahl::N,сан,szám
356,Anzahl::N,саны,szám
357,Art::N,түр,faj
358,Art::N,түр,fajta
359,Stück::N,тілім,darab
360,Teil::N,үлес,rész
361,Teil::N,бөлшек,rész
362,Hälfte::N,жарты,fél
363,Kreis::N,шеңбер,kör
364,Kreuz::N,крест,kereszt
365,Linie::N,сызық,vonal
366,Strich::N,сызық,vonás
367,Abstand::N,ара,köz
368,Abstand::N,аралық,köz
369,Entfernung::N,аралық,távolság
370,Gegend::N,өңір,táj
371,Gegend::N,өңір,vidék
372,Platz::N,орны,hely
373,Ort::N,орын,hely
374,Seite::N,жақ,fél
375,Seite::N,жақ,oldal
376,Seite::N,бүйір,fél
377,Seite::N,бүйір,oldal
378,Mitte::N,ортасы,közép
379,Gegenstand::N,зат,tárgy
380,Gegenstand::N,нәрсе,tárgy
381,Sache::N,бұйым,dolog
382,Rand::N,шет,szél
383,Rand::N,шет,perem
384,Rand::N,шет,szegély
385,Rand::N,шеті,szél
386,Rand::N,шеті,perem
387,Rand::N,шеті,szegély
388,Kante::N,қыр,él
389,Kante::N,қыры,él
390,Ecke::N,қыры,sarok
391,Ecke::N,қыры,szöglet
392,Ecke::N,бұрыш,sarok
393,Ecke::N,бұрыш,szöglet
394,Spitze::N,ұшы,csúcs
395,Ende::N,аяқ,vég
396,Ende::N,соңы,vég
397,Loch::N,тесік,lyuk
398,Winkel::N,мүйіс,szög
399,Muster::N,мәнер,minta
400,Größe::N,ауқым,nagyság
401,Größe::N,көлемдік,nagyság
402,Länge::N,бой,hossz
403,Länge::N,бой,hosszúság
404,Länge::N,ұзындық,hossz
405,Länge::N,ұзындық,hosszúság
406,Höhe::N,жоғарылық,magasság
407,Höhe::N,биіктік,magasság
408,Gewicht::N,салмақ,súly
409,Menge::N,мөлшер,sokaság
410,Menge::N,мөлшер,mennyiség
411,Haufen::N,үйме,halom
412,Haufen::N,үйінді,halom
413,Reihe::N,сап,sor
414,Boot::N,қайық,csónak
415,Ruder::N,ескек,evező
416,Schlitten::N,шана,szánkó
417,Ski::N,шаңғы,sí
418,Lagerfeuer::N,алау,tábortűz
419,Last::N,ауырлық,teher
420,Last::N,ауыр зат,teher
421,Gang::N,жүріс,járás
422,Schritt::N,адым,lépés
423,Norden::N,солтүстік,észak
424,Norden::N,терістік,észak
425,Süden::N,оңтүстік,dél
426,Westen::N,батыс,nyugat
427,Osten::N,күншығыс,kelet
428,Holz::N,ағаш,fa
429,Holz::N,сүрек,fa
430,Brett::N,тақта,deszka
431,Platte::N,тақта,lap
432,Platte::N,тақта,lemez
433,Stütze::N,тіреу,támasz
434,Stütze::N,тіреу,támaszték
435,Stange::N,қада,rúd
436,Stange::N,қада,pózna
437,Stock::N,сойыл,pálca
438,Stab::N,сырық,bot
439,Rohr::N,құбыр,cső
440,Haus::N,үй,ház
441,Heim::N,үйлі,otthon
442,Heim::N,шаңырақ,otthon
443,Ofen::N,ошақ,kályha
444,Ofen::N,пеш,kályha
445,Fußboden::N,еден,padló
446,Tisch::N,үстел,asztal
447,Stuhl::N,орындық,szék
448,Wiege::N,бесік,bölcső
449,Bett::N,кереует,ágy
450,Regal::N,сөре,polc
451,Regal::N,сөре,állvány
452,Kiste::N,жәшік,láda
453,Fenster::N,терезе,ablak
454,Tür::N,есік,ajtó
455,Tor::N,дарбаза,kapu
456,Zaun::N,дуал,kerítés
457,Dach::N,шатыр,tető
458,Leiter::N,саты,létra
459,Leiter::N,басқыш,létra
460,Besen::N,сыпырғыш,seprű
461,Spaten::N,күрек,ásó
462,Schaufel::N,қалақ,lapát
463,Gabel::N,аша,villa
464,Gabel::N,шанышқы,villa
465,Löffel::N,қасық,kanál
466,Messer::N,пышақ,kés
467,Nagel::N,мық,szeg
468,Nagel::N,шеге,szeg
469,Netz::N,керегекөз,háló
470,Haken::N,ілмек,kampó
471,Griff::N,сап,nyél
472,Griff::N,сап,fogantyú
473,Griff::N,тұтқа,nyél
474,Griff::N,тұтқа,fogantyú
475,Schloss::N,құлып,zár
476,Schloss::N,бекіткіш,zár
477,Bild::N,сурет,kép
478,Figur::N,тұлға,alak
479,Puppe::N,қуыршақ,bábu
480,Beutel::N,қапшық,zacskó
481,Bündel::N,байлам,köteg
482,Tasche::N,дорба,táska
483,Eimer::N,шелек,vödör
484,Deckel::N,жапқыш,fedő
485,Deckel::N,жапқыш,fedél
486,Geschirr::N,ыдыс,edény
487,Sack::N,қап,zsák
488,Tasse::N,шыныаяқ,csésze
489,Topf::N,кәстрөл,fazék
490,Kessel::N,қазан,üst
491,Kessel::N,қазан,bogrács
492,Essen::N,ас,evés
493,Essen::N,ас,étkezés
494,Nahrung::N,ас,ennivaló
495,Nahrung::N,тамақ,ennivaló
496,Speise::N,тағам,étel
497,Fleisch::N,ет,hús
498,Getreide::N,дәнді,gabona
499,Brei::N,ботқа,pép
500,Brei::N,ботқа,kása
501,Brot::N,күлше,kenyér
502,Scheibe::N,тілім,szelet
503,Fett::N,май,háj
504,Fett::N,май,zsír
505,Butter::N,май,vaj
506,Öl::N,май,olaj
507,Salz::N,тұз,só
508,Suppe::N,көже,leves
509,Honig::N,бал,méz
510,Milch::N,сүт,tej
511,Tee::N,шай,tea
512,Leder::N,көн,bőr
513,Wolle::N,жүн,gyapjú
514,Stoff::N,мата,szövet
515,Stoff::N,кездеме,szövet
516,Nadel::N,ине,tű
517,Faden::N,жіп,fonál
518,Knopf::N,түйме,gomb
519,Knoten::N,түйін,csomó
520,Farbe::N,рең,szín
521,Farbe::N,рең,festék
522,Kleidung::N,киім,ruha
523,Kleidung::N,киім,ruházat
524,Hemd::N,жейде,ing
525,Kragen::N,жаға,gallér
526,Ärmel::N,жең,ujj
527,Hose::N,шалбар,gatya
528,Hose::N,шалбар,nadrág
529,Gürtel::N,белбеу,öv
530,Mütze::N,қалпақ,sapka
531,Schuh::N,кебіс,cipő
532,Stiefel::N,етік,csizma
533,Ring::N,жүзік,gyűrű
534,Band::N,таспа,szalag
535,Kamm::N,тарақ,fésű
536,Spiegel::N,айна,tükör
537,Riemen::N,қайыс,szíj
538,Schnur::N,жіп,zsinór
539,Leine::N,тізгін,póráz
540,Decke::N,көрпе,takaró
541,Kissen::N,жастық,párna
542,Tuch::N,орамал,kendő
543,Handtuch::N,сүлгі,törülköző
544,Kraft::N,қуат,erő
545,Kraft::N,қарқын,erő
546,Kraft::N,әл-шама,erő
547,Kraft::N,әл-дәрмен,erő
548,Stärke::N,әл,erő
549,Stärke::N,әл,erősség
550,Stärke::N,күш,erő
551,Stärke::N,күш,erősség
552,Gesundheit::N,денсаулык,egészség
553,Krankheit::N,ауру,kór
554,Krankheit::N,ауру,betegség
555,Schmerz::N,ауру,fájdalom
556,Wunde::N,зақым,seb
557,Wunde::N,жарақат,seb
558,Fieber::N,безгек,láz
559,Fieber::N,қалтырау,láz
560,Fieber::N,қызу көтерілуі,láz
561,Arznei::N,дәрі,orvosság
562,Arznei::N,дәрі,gyógyszer
563,Arznei::N,дәрі-дәрмек,orvosság
564,Arznei::N,дәрі-дәрмек,gyógyszer
565,Brücke::N,көпір,híd
566,Brunnen::N,құдық,kút
567,Weide::N,өріс,legelő
568,Weide::N,жайылым,legelő
569,Pfad::N,жол,ösvény
570,Weg::N,жол,út
571,Straße::N,жол,út
572,Dorf::N,ауыл,falu
573,Stadt::N,қала,város
574,Stadt::N,шаһар,város
575,Brief::N,хат,levél
576,Brief::N,жазу,levél
577,Buch::N,кітап,könyv
578,Buchstabe::N,әріп,betű
579,Buchstabe::N,қаріп,betű
580,Zeitung::N,газет,újság
581,Zeitung::N,газет,hírlap
582,Leben::N,өмір,élet
583,Leben::N,тіршілік,élet
584,Tod::N,опат,halál
585,Grab::N,мола,sír
586,Grab::N,мазар,sír
587,Kirche::N,шіркеу,templom
588,Sünde::N,күнә,bűn
589,Sünde::N,күнә,vétek
590,Gott::N,алла,isten
591,Gott::N,құдай,isten
592,Gott::N,тәңірі,isten
593,Gott::N,пәруардігер,isten
594,Gott::N,жаратқан тәңірі,isten
595,Arbeiter::N,жүмысшы,munkás
596,Chef::N,басшы,főnök
597,Chef::N,жұмыс басқарушысы,főnök
598,Meister::N,шебер,mester
599,Meister::N,өнерпаз,mester
600,Arzt::N,дәрігер,orvos
601,Lehrer::N,мұғалім,tanár
602,Lehrer::N,мұғалім,tanító
603,Geld::N,пұл,pénz
604,Geschäft::N,бизнес,üzlet
605,Laden::N,дүкен,bolt
606,Preis::N,ақы,ár
607,Preis::N,құны,ár
608,Preis::N,нарық,ár
609,Ware::N,тауар,áru
610,Nutzen::N,пайда,haszon
611,Reichtum::N,бақ-дәулет,gazdagság
612,Welt::N,әлем,világ
613,Welt::N,жиһан,világ
614,Land::N,аймақ,ország
615,Staat::N,мемлекет,állam
616,König::N,патша,király
617,Macht::N,өкімет,hatalom
618,Macht::N,қожалық,hatalom
619,Grenze::N,шек,határ
620,Krieg::N,соғыс,háború
621,Feind::N,жау,ellenség
622,Feind::N,дұшпан,ellenség
623,Gewalt::N,зорлык,erőszak
624,Gewalt::N,зорлық-зомбылык,erőszak
625,Kampf::N,күрес,harc
626,Kampf::N,алыспақ,harc
627,Bogen[Waffe]::N,саржа,íj
628,Pfeil::N,жебе,nyíl
629,Gewehr::N,қару,puska
630,Gewehr::N,қару,fegyver
631,Fehler::N,әбес,hiba
632,Fehler::N,қаталық,hiba
633,Lüge::N,өтірік,hazugság
634,Schaden::N,зиян,kár
635,Schaden::N,зарар,kár
636,Unglück::N,пәле,csapás
637,Unglück::N,пәле,balszerencse
638,Unglück::N,қасырет,csapás
639,Unglück::N,қасырет,balszerencse
640,Unglück::N,ауыртпалық,csapás
641,Unglück::N,ауыртпалық,balszerencse
642,Schuld::N,айыптылық,bűn
643,Alter::N,жас,kor
644,Alter::N,жас шамасы,kor
645,Schluss::N,ада,vég
646,Schluss::N,ада,befejezés
647,Schluss::N,бітуі,vég
648,Schluss::N,бітуі,befejezés
649,Zeit::N,уақыт,idő
650,Tag::N,күн,nap
651,Morgen::N,таң,reggel
652,Morgen::N,таңертең,reggel
653,Mittag::N,талтүс,dél
654,Abend::N,кеш,este
655,Nacht::N,түн,éj
656,Nacht::N,түн,éjszaka
657,Woche::N,апта,hét
658,Monat::N,ай,hó
659,Monat::N,ай,hónap
660,Jahr::N,жыл,év
661,Frühling::N,көктем,tavasz
662,Sommer::N,жаз,nyár
663,Herbst::N,күз,ősz
664,Winter::N,қыс,tél
665,Januar::N,каңтар,január
666,Februar::N,ақпан,február
667,März::N,наурыз,március
668,April::N,сәуір,április
669,Mai::N,мамыр,május
670,Juni::N,маусым,június
671,Juli::N,шілде,július
672,August::N,сүмбіле,augusztus
673,August::N,тамыз,augusztus
674,September::N,қыркүйек,szeptember
675,Oktober::N,ақырап,október
676,November::N,қараша,november
677,Dezember::N,желтоқсан,december
678,Montag::N,дүйсенбі,hétfő
679,Dienstag::N,сейсенбі,kedd
680,Mittwoch::N,сәрсенбі,szerda
681,Donnerstag::N,бейсенбі,csütörtök
682,Freitag::N,жұма,péntek
683,Samstag::N,сенбі,szombat
684,Sonntag::N,жексембі,vasárnap
685,groß::A,алпамсадай,nagy
686,klein::A,кішкене,pici
687,klein::A,кішкене,kicsi
688,klein::A,қарғадай,pici
689,klein::A,қарғадай,kicsi
690,lang::A,сопақ,hosszú
691,lang::A,сорайған,hosszú
692,kurz::A,кеспелтек,rövid
693,breit::A,айдынды,széles
694,schmal::A,қысық,keskeny
695,dicht::A,жиі,sűrű
696,dick[Gegenstand]::A,шомбал,vastag
697,dünn::A,жұқа,vékony
698,dünn::A,жіңішке,vékony
699,fein::A,қаңылтақ,vékony
700,fest::A,берік,szilárd
701,fest::A,мызғымас,szilárd
702,flach::A,жалпак,sík
703,flach::A,жалпак,lapos
704,glatt::A,типыл,sima
705,hart::A,қатты,kemény
706,weich::A,жұмсақ,puha
707,rund::A,домалақ,kerek
708,spitz::A,үшкір,hegyes
709,scharf::A,сүйрік,éles
710,stumpf::A,доғал,tompa
711,stumpf::A,доғал,életlen
712,stumpf::A,өтпейтін,tompa
713,stumpf::A,өтпейтін,életlen
714,schwer::A,салмақты,nehéz
715,schwer::A,салмақты,súlyos
716,schön::A,сұлу,szép
717,heiß::A,ыссы,forró
718,warm::A,жылы,meleg
719,kalt::A,аязды,hideg
720,kühl::A,салқын,hűs
721,kühl::A,салқын,hűvös
722,frisch::A,таза,üde
723,frisch::A,таза,friss
724,frisch::A,жаңа,üde
725,frisch::A,жаңа,friss
726,feucht::A,нам,nedves
727,feucht::A,дымқылды,nedves
728,nass::A,сулы,vizes
729,trocken::A,құрғақ,száraz
730,voll::A,толы,telt
731,leer::A,бос,üres
732,offen::A,ашып қойылған,nyílt
733,offen::A,ашып қойылған,nyitott
734,geschlossen::A,жабулы,zárt
735,geschlossen::A,жабулы,csukott
736,sauber::A,дақсыз,tiszta
737,sauber::A,мұнтаздай,tiszta
738,schmutzig::A,айғыз,piszkos
739,schmutzig::A,айғыз,szennyes
740,schmutzig::A,сатпақ,piszkos
741,schmutzig::A,сатпақ,szennyes
742,schmutzig::A,сатал-сатал,piszkos
743,schmutzig::A,сатал-сатал,szennyes
744,roh::A,шикі,nyers
745,reif::A,піскен,érett
746,lecker::A,дәмді,finom
747,süß::A,тәтті,édes
748,bitter::A,ащы,keserű
749,sauer::A,қышқыл,savanyú
750,hell::A,жарық,világos
751,hell::A,жарқын,világos
752,dunkel::A,қараңғы,sötét
753,schwarz::A,қара,fekete
754,weiß::A,ақ,fehér
755,rot::A,қызыл,vörös
756,gelb::A,сары,sárga
757,blau::A,көк,kék
758,grün::A,жасыл,zöld
759,grau::A,бозамық,ősz
760,grau::A,бозамық,szürke
761,bunt::A,алабажак,tarka
762,bunt::A,алабажак,színes
763,billig::A,арзан,olcsó
764,teuer::A,бағалы,drága
765,wertvoll::A,құнды,értékes
766,wertvoll::A,қымбат,értékes
767,blind::A,көзсіз,vak
768,blind::A,көр,vak
769,blind::A,көр_соқыр,vak
770,taub::A,керең,süket
771,taub::A,саңырау,süket
772,kräftig::A,қуатты,erős
773,kräftig::A,қарымды,erős
774,stark::A,білекті,erős
775,schwach::A,әлсіз,gyenge
776,schwach::A,әлсіз,erőtlen
777,schwach::A,күшсіз,gyenge
778,schwach::A,күшсіз,erőtlen
779,schwach::A,қайратсыз,gyenge
780,schwach::A,қайратсыз,erőtlen
781,fett::A,семіз,hájas
782,schlank::A,ашаң,karcsú
783,hübsch::A,ажарлы,csinos
784,hübsch::A,шырайлы,csinos
785,böse::A,өш,rossz
786,böse::A,өш,gonosz
787,böse::A,сұм,rossz
788,böse::A,сұм,gonosz
789,böse::A,жауыз,rossz
790,böse::A,жауыз,gonosz
791,dumm::A,көкми,buta
792,dumm::A,көкми,ostoba
793,dumm::A,ақымақ,buta
794,dumm::A,ақымақ,ostoba
795,dumm::A,миы жоқ,buta
796,dumm::A,миы жоқ,ostoba
797,faul::A,жалқау,lusta
798,faul::A,еріншек,lusta
799,fleißig::A,ұқыпты,szorgalmas
800,geizig::A,сараң,fukar
801,geizig::A,сараң,fösvény
802,klug::A,жетік,okos
803,klug::A,жетік,eszes
804,klug::A,ақылды,okos
805,klug::A,ақылды,eszes
806,geschickt::A,шебер,ügyes
807,lieb::A,абзал,drága
808,lieb::A,абзал,kedves
809,lieb::A,айналайын,drága
810,lieb::A,айналайын,kedves
811,lustig::A,көңілді,víg
812,lustig::A,көңілді,vidám
813,sanft::A,жуас,enyhe
814,hungrig::A,аш,éhes
815,krank::A,кеселді,beteg
