,Concept_ID,udm,kn
200,Spur::N,пытьы,ಜಾಡು
201,Spur::N,бервыл,ಜಾಡು
202,Asche::N,пень,ಬೂದಿ
203,Dreck::N,дэри,ಹೊಲಸು
204,Eisen::N,корт,ಕಬ್ಬಿಣ
205,Gold::N,зарни,ಚಿನ್ನ
206,Silber::N,азвесь,ಬೆಳ್ಳಿ
207,Kohle::N,эгыр,ಕಲ್ಲಿದ್ದಲು
208,Glas::N,стекло,ಗಾಜು
209,Glas::N,пияла,ಗಾಜು
210,Lehm::N,сюй,ಜೇಡಿಮಣ್ಣು
211,Sand::N,луо,ಮರಳು
212,Mensch::N,мурт,ಪುರುಷ
213,Mensch::N,адями,ಪುರುಷ
214,Mann::N,воргорон,ಆಳು
215,Frau::N,кышномурт,ಹೆಣ್ಣು
216,Kind::N,нуны,ಮಗು
217,Kind::N,пинал,ಮಗು
218,Junge::N,пи,ಹುಡುಗ
219,Mädchen::N,ныл,ಹುಡುಗಿ
220,Familie::N,семья,ಕುಟುಂಬ
221,Großvater::N,песятай,ಅಜ್ಜ
222,Großvater::N,пересь атай,ಅಜ್ಜ
223,Großmutter::N,песянай,ಅಮ್ಮ
224,Großmutter::N,пересь анай,ಅಮ್ಮ
225,Eltern::N,атай-анай,ಹೆತ್ತವರು
226,Eltern::N,бубы-мумы,ಹೆತ್ತವರು
227,Vater::N,айы,ತಂದೆ
228,Vater::N,атай,ತಂದೆ
229,Mutter::N,мумы,ಅಮ್ಮ
230,Sohn::N,пи,ಮಗ 
231,Tochter::N,ныл,ಮಗಳು
232,Bruder::N,агай,ತಮ್ಮ
233,Schwester::N,апа,ತಂಗಿ
234,Schwester::N,сузэр,ತಂಗಿ
235,Onkel::N,агай,ಸೋದರಮಾವ
236,Onkel::N,агай,ದೊಡ್ಡಪ್ಪ
237,Tante::N,апа,ಚಿಕ್ಕಮ್ಮ
238,Tante::N,кенак,ಚಿಕ್ಕಮ್ಮ
239,Ehemann::N,карт,ಗಂಡ
240,Ehefrau::N,кышно,ಹೆಂಡತಿ
241,Freude::N,шумпотон,ನಲಿವು
242,Gelächter::N,горем,ನಗೆ
243,Glück::N,шуд,ಆನಂದ
244,Kummer::N,кайгу,ದುಃಖ
245,Kummer::N,куректон,ದುಃಖ
246,Wunsch::N,мылпотон,ಬಯಕೆ
247,Lust::N,потон,ಇಷ್ಟ
248,Geist::N,лул,ಆತ್ಮ
249,Gedanke::N,малпан,ಯೋಚನೆ
250,Gedächtnis::N,йырсазь,ಸ್ಮರಣೆ
251,Gedächtnis::N,тодэваён,ಸ್ಮರಣೆ
252,Verstand::N,йырвизь,ಮನಸ್ಸು
253,Sinn::N,смысл,ಅರ್ಥ
254,Grund::N,муг,ಕಾರಣ
255,Grund::N,ньӧм,ಕಾರಣ
256,Wahrheit::N,зэм,ಸತ್ಯ
257,Wahrheit::N,шонер,ಸತ್ಯ
258,Gespräch::N,вераськон,ಸಂಭಾಷಣೆ
259,Märchen::N,выжыкыл,ಸುಳ್ಳು ಕಥೆ
260,Erzählung::N,верос,ಕಥೆ
261,Nachricht::N,ивор,ಸಂದೇಶ
262,Neuigkeit::N,выльивор,ಸುದ್ದಿ
263,Name::N,ним,ಹೆಸರು
264,Rätsel::N,мадькыл,ಒಗಟು
265,Rede::N,верам,ಮಾತು
266,Sprache::N,кыл,ಭಾಷೆ
267,Stimme::N,куара,ಧ್ವನಿ
268,Wort::N,кыл,ಮಾತು
269,Zeichen::N,пус,ಗುರುತು
270,Zeichen::N,тодмет,ಗುರುತು
271,Ruf::N,ӧтён,ಕೂಗು
272,Ruf::N,чортон,ಕೂಗು
273,Lärm::N,ӵашетон,ಸದ್ದು
274,Laut::N,куара,ಶಬ್ದ
275,Ton::N,куара,ನಾದ
276,Lied::N,кырӟан,ಗಾನ
277,Ruhe::N,чалмыт улон,ಶಾಂತಿ
278,Leute::N,адямиос,ಮಂದಿ
279,Volk::N,калык,ಜನಾಂಗ
280,Arbeit::N,уж,ಕೆಲಸ
281,Gast::N,куно,ಅತಿಥಿ
282,Geschenk::N,салам,ಕಾಣಿಕೆ
283,Geschenk::N,кузьым,ಕಾಣಿಕೆ
284,Spiel::N,шудон,ಆಟ
285,Gesellschaft::N,калык,ಸಂಗ
286,Hilfe::N,юрттон,ಸಹಾಯ
287,Freund::N,эш,ಸ್ನೇಹಿತ
288,Freund::N,юлтош,ಸ್ನೇಹಿತ
289,Kamerad::N,тодмо,ಜೊತೆಗಾರ
290,Angelegenheit::N,уж,ವಿಚಾರ
291,Anzahl::N,лыд,ಎಣಿಕೆ
292,Art::N,тус,ತರ
293,Stück::N,юдэс,ತುಂಡು
294,Teil::N,люкет,ಭಾಗ
295,Hälfte::N,ӝыны,ಅರ್ಧ
296,Kreis::N,котырес,ವೃತ್ತ
297,Kreuz::N,крест,ಶಿಲುಬೆ
298,Linie::N,гож,ರೀಖೆ
299,Strich::N,гож,ಗೀಟು
300,Abstand::N,вис,ಅಂತರ
301,Abstand::N,кусып,ಅಂತರ
302,Entfernung::N,кусып,ದೂರ
303,Gegend::N,инты,ವಿಸ್ತೀರ್ಣ
304,Platz::N,инты,ಅಂತರ
305,Ort::N,инты,ಸ್ಥಳ
306,Ort::N,места,ಸ್ಥಳ
307,Seite::N,пал,ಪಕ್ಷ
308,Mitte::N,шор,ನಡು
309,Gegenstand::N,арбери,ವಸ್ತು
310,Sache::N,котыр,ವಸ್ತು
311,Rand::N,дур,ಅಂಚು
312,Rand::N,шаер,ಅಂಚು
313,Kante::N,дур,ಅಂಚು
314,Ecke::N,сэрег,ಮೂಲೆ
315,Spitze::N,йыл,ತುದಿ
316,Ende::N,пум,ಕೊನೆ
317,Loch::N,пась,ತೂತು
318,Winkel::N,сэрег,ಕೋನ
319,Muster::N,пужы,ನಮೂನೆ
320,Größe::N,быдӟала,ಪ್ರಮಾಣ
321,Länge::N,кузьдала,ಉದ್ದ
322,Höhe::N,ӝуждала,ಎತ್ತರ
323,Gewicht::N,сектала,ತೂಕ
324,Gewicht::N,секытлык,ತೂಕ
325,Menge::N,лыд,ಮೊತ್ತ
326,Menge::N,лыдпус,ಮೊತ್ತ
327,Haufen::N,люк,ರಾಶಿ
328,Reihe::N,чур,ಸಾಲು
329,Boot::N,пыж,ದೋಣಿ
330,Boot::N,лодка,ದೋಣಿ
331,Ruder::N,полыс,ಹುಟ್ಟು
332,Schlitten::N,додьы,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
333,Ski::N,куас,ಜಾರುಪಟ್ಟಿ
334,Lagerfeuer::N,тылскем,ಶಿಬಿರಾಗ್ನಿ
335,Last::N,секыт,ಹೊರೆ
336,Gang::N,ветлон,ತಿರುಗಾಟ
337,Schritt::N,вамыш,ಹೆಜ್ಜೆ
338,Norden::N,уйпал,ಉತ್ತರ
339,Süden::N,лымшор,ದಕ್ಷಿಣ
340,Westen::N,шунды пуксён,ಪಶ್ಚಿಮ
341,Osten::N,шунды ӝужан,ಮೂಡಲು
342,Holz::N,пу,ಚೌಬೀನೆ
343,Brett::N,пул,ಹಲಗೆ
344,Platte::N,плита,ಹಲಗೆ
345,Stütze::N,пыкет,ಆಸರೆ
346,Stange::N,пуӵ,ಕಂಬ
347,Stock::N,боды,ಕೋಲು
348,Stab::N,пуӵ,ದೊಣ್ಣೆ
349,Stab::N,боды,ದೊಣ್ಣೆ
350,Rohr::N,труба,ನಳಿಕೆ
351,Haus::N,юрт,ಮನೆ
352,Heim::N,корка,ಗೃಹ
353,Ofen::N,гур,ಒಲೆ
354,Fußboden::N,выж,ನೆಲ
355,Tisch::N,ӝӧк,ಮೇಜು
356,Stuhl::N,пукон,ಕುರ್ಚಿ
357,Wiege::N,кӧкы,ತೊಟ್ಟಿಲು
358,Wiege::N,зыбка,ತೊಟ್ಟಿಲು
359,Bett::N,валес,ಹಾಸಿಗೆ
360,Regal::N,ӝажы,ಬೀರು
361,Kiste::N,ящик,ಪಟ್ಟಿಗೆ
362,Fenster::N,укно,ಕಿಟಕಿ
363,Fenster::N,косяк,ಕಿಟಕಿ
364,Tür::N,ӧс,ಬಾಗಿಲು
365,Tor::N,ӟезьы,ಹೆಬ್ಬಾಗಿಲು
366,Zaun::N,забор,ಬೇಲಿ
367,Dach::N,липет,ಮಾಳಿಗೆ
368,Leiter::N,падӟа,ಏಣಿ
369,Besen::N,ӵужон,ಪೊರಕೆ
370,Besen::N,исьнер,ಪೊರಕೆ
371,Spaten::N,лопатка,ಗುದ್ದಲಿ
372,Schaufel::N,ютырон,ಸನಿಕೆ
373,Gabel::N,тэчы,ಕವಲು
374,Gabel::N,вилка,ಕವಲು
375,Löffel::N,пуньы,ಚಮಚ
376,Messer::N,пурт,ಚಾಕು
377,Nagel::N,кортӵог,ಆಣಿ
378,Netz::N,сеть,ಬಲೆ
379,Haken::N,курик,ಕೊಂಡಿ
380,Griff::N,ныд,ಹಿಡಿ
381,Schloss::N,тунгон,ವೀಗ
382,Bild::N,суред,ಚಿತ್ರ
383,Figur::N,фигура,ಆಕಾರ
384,Puppe::N,мунё,ಗೊಂಬೆ
385,Beutel::N,пуйы,ಸಂಚಿ
386,Bündel::N,керттэт,ಕಟ್ಟು
387,Tasche::N,пуйы,ಚೀಲ
388,Tasche::N,сумка,ಚೀಲ
389,Eimer::N,ведра,ಬಾನೆ
390,Deckel::N,ӵоксэт,ಮುಚ್ಚಳ
391,Geschirr::N,тусьты-пуньы,ಭಕ್ಷ್ಯಗಳು
392,Sack::N,пуйы,ಮೂಟೆ
393,Tasse::N,ӵаша,ಬಟ್ಟಲು
394,Topf::N,миска,ಮಡಕೆ
395,Kessel::N,пурты,ಕೆಟಲ್
396,Essen::N,сиськон,ಊಟ
397,Nahrung::N,сион,ಆಹಾರ
398,Speise::N,сиён,ಊಟ
399,Fleisch::N,сӥль,ಮಾಂಸ
400,Getreide::N,ю тысь,ಧಾನ್ಯ
401,Brei::N,ӝук,ಗಂಜಿ
402,Brot::N,нянь,ರೊಟ್ಟಿ
403,Scheibe::N,шорем,ಹೋಳು
404,Fett::N,кӧй,ಕೊಬ್ಬು
405,Butter::N,вӧй,ಬೆಣ್ಣೆ
406,Öl::N,вӧй,ಎಣ್ಣೆ
407,Salz::N,сылал,ಉಪ್ಪು
408,Suppe::N,шыд,ಎಸರು
409,Honig::N,чечы,ಮಧು
410,Milch::N,йӧл,ಹಾಲು
411,Tee::N,чай,ಚಹ
412,Leder::N,сурон,ಚಕ್ಕಳ
413,Wolle::N,гон,ಉಣ್ಣೆ
414,Wolle::N,ыжгон,ಉಣ್ಣೆ
415,Stoff::N,куэм,ಬಟ್ಟೆ
416,Nadel::N,вень,ಸೂಜಿ
417,Faden::N,сӥньыс,ದಾರ
418,Knopf::N,бирды,ಗುಂಡು
419,Knoten::N,герд,ಗಂಟು
420,Farbe::N,буёл,ಬಣ್ಣ
421,Kleidung::N,дӥсь,ಅರಿವೆ
422,Hemd::N,дэрем,ಅಂಗಿ
423,Kragen::N,сирес,ಕುತ್ತಿಗೆಪಟ್ಟಿ
424,Ärmel::N,саес,ತೋಳು
425,Hose::N,брюки,ಇಜಾರ
426,Hose::N,штань,ಇಜಾರ
427,Gürtel::N,кускерттон,ಬೆಲ್ಟು
428,Mütze::N,ызьы,ಟೋಪಿ
429,Schuh::N,ботинка,ಪಾದರಕ್ಷೆ
430,Stiefel::N,сапег,ಬೂಟು
431,Ring::N,зундэс,ಉಂಗುರ
432,Band::N,лента,ರಿಬ್ಬನ್
433,Kamm::N,сын,ಹಣಿಗೆ
434,Spiegel::N,синучкон,ಕನ್ನಡಿ
435,Riemen::N,е,ಬಾರು
436,Schnur::N,гозы,ಹುರಿ
437,Leine::N,думет,ಹಗ್ಗ
438,Decke::N,шобрет,ಕಂಬಳಿ
439,Kissen::N,миндэр,ದಿಂಬು
440,Tuch::N,кышет,ಕೊರಳ ಬಟ್ಟೆ
441,Handtuch::N,ӵушкон,ಚೌಕ
442,Kraft::N,кать,ಬಲ
443,Kraft::N,ӟигар,ಬಲ
444,Stärke::N,юнлык,ಶಕ್ತಿ
445,Gesundheit::N,тазалык,ಆರೋಗ್ಯ
446,Krankheit::N,висён,ರೋಗ
447,Schmerz::N,висён,ನೋವು
448,Wunde::N,яра,ಗಾಯ
449,Fieber::N,кезег,ಜ್ವರ
450,Arznei::N,эмъюм,ಔಷಧ
451,Brücke::N,выж,ಸೇತುವೆ
452,Brunnen::N,колдэч,ಬಾವಿ
453,Weide::N,возь,ಗೋಮಾಳ
454,Pfad::N,сюрес,ದಾರಿ
455,Weg::N,сюрес,ಹಾದಿ
456,Straße::N,сюрес,ರಸ್ತೆ
457,Dorf::N,гурт,ಹಳ್ಳಿ
458,Stadt::N,кар,ಪಟ್ಟಣ
459,Stadt::N,город,ಪಟ್ಟಣ
460,Brief::N,гожтэт,ಕಾಗದ
461,Buch::N,книга,ಪುಸ್ತಕ
462,Buchstabe::N,буква,ಅಕ್ಷರ
463,Zeitung::N,газет,ವಾರ್ತಾಪತ್ರಿಕೆ
464,Leben::N,улон,ಜೀವನ
465,Tod::N,кулон,ಮರಣ
466,Grab::N,шайгу,ಗೋರಿ
467,Kirche::N,черк,ಚರ್ಚು
468,Sünde::N,сьӧлык,ಪಾಪ
469,Gott::N,ӥнмар,ದೇವರು
470,Arbeiter::N,рабочий,ಕೆಲಸಗಾರ
471,Chef::N,начальник,ದಣಿ
472,Meister::N,кибашлы,ಶಿಕ್ಷಕ
473,Arzt::N,врач,ವೈದ್ಯ
474,Lehrer::N,дышетӥсь,ಉಪಾಧ್ಯಾಯ
475,Geld::N,уксё,ಹಣ
476,Geld::N,коньдон,ಹಣ
477,Geschäft::N,уж,ವಾಣಿಜ್ಯ
478,Laden::N,магазин,ಅಂಗಡಿ
479,Preis::N,дун,ಬೆಲೆ
480,Ware::N,вуз,ಸರಕು
481,Nutzen::N,пайда,ಲಾಭ
482,Reichtum::N,узырлык,ಸಂಪತ್ತು
483,Welt::N,дунне,ಭೂಲೋಕ
484,Land::N,шаер,ದೇಶ
485,Staat::N,кун,ರಾಜ್ಯ
486,König::N,эксэй,ರಾಜ
487,Macht::N,власть,ಅಧಿಕಾರ
488,Grenze::N,кунгож,ಗಡಿ
489,Krieg::N,ож,ಯುದ್ಧ
490,Feind::N,тушмон,ಶತ್ರು
491,Gewalt::N,эриктэман,ಹಿಂಸೆ
492,Kampf::N,нюръяськон,ಹೋರಾಟ
493,Bogen[Waffe]::N,пукыӵ,ಬಿಲ್ಲು
494,Pfeil::N,пукыӵ вень,ಅಂಬು
495,Gewehr::N,пыӵал,ಬಂದೂಕು
496,Fehler::N,янгыш,ತಪ್ಪು
497,Lüge::N,пӧян,ಸುಳ್ಳು
498,Lüge::N,алдан,ಸುಳ್ಳು
499,Lüge::N,ӧрекчан,ಸುಳ್ಳು
500,Schaden::N,изъян,ಹಾನಿ
501,Unglück::N,куректон,ಅಪಾಯ
502,Unglück::N,шудтэме усён,ಅಪಾಯ
503,Schuld::N,янгыш,ದೋಷ
504,Alter::N,арлыд,ಮುಪ್ಪು
505,Schluss::N,пум,ಮುಕ್ತಾಯ
506,Zeit::N,дыр,ಕಾಲ
507,Tag::N,нунал,ದಿನ
508,Morgen::N,ӵукна,ಮುಂಜಾನೆ
509,Mittag::N,лымшор,ನಡುಹಗಲು
510,Abend::N,ӝыт,ಸಂಜೆ
511,Abend::N,акшан,ಸಂಜೆ
512,Nacht::N,уй,ರಾತ್ರಿ
513,Woche::N,арня,ವಾರ
514,Monat::N,толэзь,ತಿಂಗಳು
515,Jahr::N,ар,ಸಂವತ್ಸರ
516,Frühling::N,тулыс,ವಸಂತ
517,Sommer::N,гужем,ಬಿಸಿಲುಕಾಲ
518,Herbst::N,сӥзьыл,ಶರತ್ಕಾಲ
519,Winter::N,тол,ಚಳಿಗಾಲ
520,Januar::N,выльартолэзь,ನಾಲ್ಚಳಿ
521,Februar::N,тулыспал,ಅಯ್ಚಳಿ
522,März::N,южтолэзь,ಮೊಬ್ಬೇಸಿಗೆ
523,April::N,оштолэзь,ಇಬ್ಬೇಸಿಗೆ
524,Mai::N,куартолэзь,ಮುಬ್ಬೇಸಿಗೆ
525,Juni::N,вожотолэзь,ಮೊಮ್ಮಳೆ
526,Juli::N,пӧсьтолэзь,ಇಮ್ಮಳೆ
527,August::N,гудырикошкон,ಮುಮ್ಮಳೆ
528,September::N,куарусён,ನಾಲ್ಮಳೆ
529,Oktober::N,выльӝуктолэзь,ಮೊಚ್ಚಳಿ
530,November::N,шуркынмон,ಇಚ್ಚಳಿ
531,Dezember::N,толсур,ಮುಚ್ಚಳಿ
532,Montag::N,вордӥськон,ಸೋಮುವಾರ
533,Dienstag::N,вторник,ಮಂಗಳವಾರ
534,Mittwoch::N,вирнунал,ಬುಧವಾರ
535,Donnerstag::N,покчиарня,ಗುರುವಾರ
536,Freitag::N,удмуртарня,ಶುಕ್ರವಾರ
537,Samstag::N,кӧснунал,ಶನಿವಾರ
538,Sonntag::N,арня,ಭಾನುವಾರ
539,groß::A,бадӟым,ದೊಡ್ಡ
540,klein::A,пичи,ಪುಟ್ಟ
541,lang::A,кузь,ದೀರ್ಘ
542,kurz::A,вакчи,ಚಕ್ಕ
543,breit::A,паськыт,ಅಗಲವಾದ
544,schmal::A,сюлэг,ಇಕ್ಕಟ್ಟಾದ
545,dicht::A,ӵем,ದಟ್ಟ
546,dick[Gegenstand]::A,зӧк,ದಟ್ಟ
547,dünn::A,векчи,ತೆಳು
548,fein::A,векчи,ಕೋಮಲ
549,fest::A,юн,ಘನ
550,fest::A,чурыт,ಘನ
551,flach::A,ӵошкыт,ಚಪ್ಪಟೆ
552,glatt::A,гылыт,ನಯ
553,glatt::A,вольыт,ನಯ
554,hart::A,чурыт,ಗಟ್ಟಿ
555,weich::A,небыт,ಮೃದುವಾದ
556,rund::A,котырес,ವರ್ತುಳ
557,spitz::A,йылсо,ಮೊನಚಾದ
558,scharf::A,лэчыт,ತೀಕ್ಷ್ಣ
559,stumpf::A,ныж,ಮೊಂಡು
