,Concept_ID,udm,kn
1081,hüten::V,возьманы,ಗುಂಪುಸೇರಿಸು
1082,treiben::V,улляны,ದಬ್ಬು
1083,anbinden::V,думыны,ಬಿಗಿ
1084,füttern::V,сюдыны,ಮೇಯಿಸು
1085,melken::V,кыскыны,ಹಾಲು ಕರೆ
1086,hacken::V,кораны,ತುಂಡರಿಸು
1087,gießen::V,киськаны,ನೀರುಹಾಕು
1088,reifen::V,вуыны,ಕಳಿ
1089,reifen::V,кисьманы,ಕಳಿ
1090,zubereiten::V,лесьтыны,ಅಡಿಗೆಮಾಡು
1091,kochen::V,пӧзьтыны,ಅಡು
1092,backen::V,пыжыны,ಬೇಯಿಸು
1093,braten::V,пыжыны,ಕರಿ
1094,umrühren::V,сураны,ಕಲಕು
1095,stricken::V,керттыны,ಹೆಣೆ
1096,nähen::V,вурыны,ಹೊಲಿ
1097,färben::V,буяны,ಬಣ್ಣ ಹತ್ತು
1098,reinigen::V,сузяны,ಸ್ವಚ್ಛಮಾಡು
1099,waschen::V,мисьтаськыны,ತೊಳೆ
1100,abwischen::V,ӵушылыны,ಒರಸು
1101,spülen::V,гылъяны,ಗಲಬರಿಸು
1102,fegen::V,ӵужыны,ಗುಡಿಸು
1103,kehren::V,ӵужыны,ಗುಡಿಸು
1104,baden::V,пыласькыны,ಸ್ನಾನಮಾಡು
1105,sich waschen::V,пыласькыны,ತೊಳೆ
1106,ausziehen::V,кыльыны,ಬಿಚ್ಚು
1107,anziehen::V,дӥсяны,ಹಾಕು
1108,sich anziehen::V,дӥсьяськыны,ಹಾಕು
1109,kämmen::V,сынаны,ಬಾಚು
1110,schmücken::V,чеберъяны,ಅಲಂಕರಿಸು
1111,sagen::V,шуыны,ಹೇಳು
1112,sagen::V,вераны,ಹೇಳು
1113,sprechen::V,вераськыны,ನುಡಿ
1114,reden::V,вераськыны,ನುಡಿ
1115,sich unterhalten::V,вераськыны,ಹರಟೆ ಹೊಡಿ
1116,fragen::V,юаны,ವಿಚಾರಿಸು
1117,bitten::V,курыны,ಬೇಡು
1118,erzählen::V,вераны,ಹೇಳು
1119,erzählen::V,мадьыны,ಹೇಳು
1120,mitteilen::V,ивортыны,ತಿಳಿಸು
1121,nennen::V,шуыны,ಹೆಸರಿಡು
1122,rufen::V,ӧтьыны,ಕರೆ
1123,prahlen::V,ушъяськыны,ಜಂಬ ಕೊಚ್ಚು
1124,übersetzen::V,берыктыны,ಭಾಷಾಂತರಿಸು
1125,denken::V,малпаны,ಯೋಚಿಸು
1126,glauben::V,оскыны,ನಂಬು
1127,bemerken::V,адӟыны,ಗಮನಿಸು
1128,erkennen::V,тодыны,ಗುರುತುಹಿಡಿ
1129,begreifen::V,валаны,ಗ್ರಹಿಸು
1130,verstehen::V,валаны,ಅರ್ಥಮಾಡಿಕೊ
1131,lernen::V,дышетскыны,ಕಲಿ
1132,wissen::V,тодыны,ಅರಿ
1133,sich erinnern an::V,тодэ вайыны,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1134,vergessen::V,вунэтыны,ಮರೆತುವಿಡು
1135,messen::V,мертаны,ಅಳೆ
1136,zählen::V,лыдъяны,ಗಣಿಸು
1137,rechnen::V,лыдъяны,ಲೆಕ್ಕ ಹಾಕು
1138,lesen::V,лыдӟыны,ಓದು
1139,malen::V,суреданы,ಬಿಡಿಸು
1140,zeichnen::V,суреданы,ಬಿಡಿಸು
1141,schreiben::V,гожъяны,ಬರೆ
1142,besitzen::V,луыны,ಒಡೆಯನಾಗಿರು
1143,kaufen::V,басьтыны,ಕೊಳ್ಳು
1144,verkaufen::V,вузаны,ಕೊಡು
1145,bezahlen::V,тырыны,ಬೆಲೆತೆರು
1146,zahlen::V,тырыны,ಹಣವನ್ನುಕೊಡು
1147,beherrschen::V,кузёяськыны,ಅಧಿಕಾರ ನಡೆಸು
1148,ertragen::V,чиданы,ಸಹಿಸು
