,Concept_ID,pl,mdf
194,Schlange[Tier]::N,wąż,куй
195,Schlange[Tier]::N,żmija,куй
196,Wurm::N,robak,сукс
197,Spinne::N,pająk,унжа́
198,Ameise::N,mrówka,панжам
199,Laus::N,wesz,си
200,Mücke::N,komar,ся́ське
201,Fliege::N,mucha,кару
202,Schmetterling::N,motyl,ме́лав
203,Beere::N,jagoda,и́мож
204,Apfel::N,jabłko,марь
205,Pilz::N,grzyb,панга
206,Zwiebel::N,cebula,шурьхкя́
207,Saat::N,siew,видьмот
208,Korn::N,ziarno,сёра
209,Heu::N,siano,тише
210,Schale::N,łupina,кедь
211,Grube::N,dół,лотка
212,Grube::N,jama,лотка
213,Falle::N,pułapka,туфкс
214,Falle::N,pułapka,кунда́ма
215,Schlinge::N,sidła,килькш
216,Spur::N,ślad,пильгоки́
217,Asche::N,popiół,кулу
218,Dreck::N,brud,ърда́з
219,Eisen::N,żelazo,кшни
220,Gold::N,złoto,ока
221,Gold::N,złoto,золота
222,Silber::N,srebro,сия́
223,Kohle::N,węgiel,седь
224,Kohle::N,węgiel,седьвальмя
225,Glas::N,szkło,кля́нцек
226,Lehm::N,glina,сёвонь
227,Sand::N,piasek,шува́р
228,Mensch::N,człowiek,ломань
229,Mann::N,mężczyzna,аля
230,Mann::N,mężczyzna,цёраломань
231,Frau::N,kobieta,ава
232,Kind::N,dziecko,идь
233,Kind::N,dziecko,шаба
234,Junge::N,chłopak,цёраня
235,Junge::N,chłopiec,цёраня
236,Mädchen::N,dziewczynka,стирня́
237,Familie::N,rodzina,тнал
238,Familie::N,rodzina,семья
239,Großvater::N,dziadek,атя
240,Großvater::N,dziadek,щя́тя
241,Großmutter::N,babka,баба
242,Eltern::N,rodzice,тя́дят-а́лят
243,Vater::N,ojciec,аля
244,Mutter::N,matka,ава
245,Mutter::N,matka,тядя
246,Sohn::N,syn,цёра
247,Tochter::N,córka,стирь
248,Bruder::N,brat,дуган
249,Bruder::N,brat,пяльне
250,Schwester::N,siostra,ака
251,Schwester::N,siostra,сазор
252,Onkel::N,wuj,оця
253,Onkel::N,wuj,патя
254,Onkel::N,wuj,щеня́
255,Onkel::N,stryj,оця
256,Onkel::N,stryj,патя
257,Onkel::N,stryj,щеня́
258,Tante::N,ciotka,ака
259,Tante::N,ciotka,щака
260,Ehemann::N,mąż,мирде
261,Ehefrau::N,żona,ърьвя́
262,Freude::N,radość,ке́нярдема
263,Gelächter::N,śmiech,рахсема
264,Glück::N,szczęście,паваз
265,Kummer::N,zmartwienie,ризф
266,Kummer::N,zmartwienie,пичефкс
267,Wunsch::N,życzenie,мяль
268,Wunsch::N,życzenie,таколдома
269,Lust::N,chęć,таколдома
270,Lust::N,ochota,таколдома
271,Geist::N,duch,вайме
272,Gedanke::N,myśl,мяль
273,Gedächtnis::N,pamięć,прявий
274,Verstand::N,rozum,прявий
275,Sinn::N,zmysł,ён
276,Grund::N,powód,туфта́л
277,Wahrheit::N,prawda,ви́де
278,Wahrheit::N,prawda,видеши́
279,Gespräch::N,rozmowa,корхтама
280,Märchen::N,bajka,ёфкс
281,Erzählung::N,opowiadanie,азкс
282,Nachricht::N,wiadomość,куля́
283,Neuigkeit::N,nowina,куля́
284,Name::N,imię,лем
285,Rätsel::N,zagadka,со́дама ёфкс
286,Rede::N,mowa,вал
287,Rede::N,mowa,корхтама
288,Sprache::N,język,кяль
289,Stimme::N,głos,вайгяль
290,Wort::N,słowo,вал
291,Zeichen::N,znak,тя́ште
292,Zeichen::N,znak,тя́штькс
293,Ruf::N,wołanie,тердема
294,Lärm::N,hałas,гайф
295,Lärm::N,hałas,жалакодома
296,Lärm::N,zgiełk,гайф
297,Lärm::N,zgiełk,жалакодома
298,Laut::N,dźwięk,вайгяль
299,Ton::N,ton,вайгяль
300,Ton::N,dźwięk,вайгяль
301,Lied::N,pieśń,мора
302,Lied::N,piosenka,мора
303,Ruhe::N,spokój,сетьме
304,Leute::N,ludzie,ломатть
305,Volk::N,naród,наро́д
306,Arbeit::N,praca,тев
307,Arbeit::N,robota,тев
308,Gast::N,gość,и́нжи
309,Gast::N,gość,ко́нак
310,Geschenk::N,prezent,казне
311,Geschenk::N,podarunek,казне
312,Spiel::N,gra,налхкома
313,Spiel::N,gra,налхксема
314,Spiel::N,zabawa,налхкома
315,Spiel::N,zabawa,налхксема
316,Gesellschaft::N,towarzystwo,кружок
317,Hilfe::N,pomoc,лездома
318,Freund::N,przyjaciel,я́лга
319,Kamerad::N,kolega,я́лга
320,Angelegenheit::N,sprawa,тев
321,Anzahl::N,ilość,лувкс
322,Art::N,rodzaj,вид
323,Stück::N,kawałek,пакш
324,Teil::N,część,часть
325,Teil::N,część,пялькс
326,Hälfte::N,połowa,пяле
327,Kreis::N,krąg,шаркс
328,Kreuz::N,krzyż,крёз
329,Linie::N,linia,межа
330,Linie::N,linia,китькс
331,Strich::N,kreska,межа
332,Abstand::N,odstęp,ётка
333,Entfernung::N,odległość,ётка
334,Gegend::N,okolica,ва́ста
335,Gegend::N,okolica,перьфпя́ль
336,Platz::N,miejsce,ва́ста
337,Ort::N,miejsce,ва́ста
338,Seite::N,bok,пяле
339,Seite::N,strona,пяле
340,Mitte::N,środek,кучка́
341,Gegenstand::N,przedmiot,веща
342,Sache::N,rzecz,тев
343,Sache::N,rzecz,веща
344,Rand::N,skraj,пе
345,Rand::N,krawędź,пе
346,Kante::N,kant,и́рдез
347,Kante::N,krawędź,и́рдез
348,Ecke::N,róg,ужа
349,Spitze::N,ostrze,пря
350,Ende::N,koniec,пе
351,Loch::N,dziura,варя
352,Winkel::N,kąt,ужа
353,Winkel::N,kącik,ужа
354,Muster::N,wzór,сёрма
355,Größe::N,rozmiar,серь
356,Größe::N,wielkość,серь
357,Länge::N,długość,кува́лма
358,Höhe::N,wysokość,серь
359,Gewicht::N,ciężar,сталма
360,Menge::N,ilość,лувкс
361,Haufen::N,kupa,мар
362,Reihe::N,rząd,ряд
363,Reihe::N,szereg,ряд
364,Boot::N,łódź,венеж
365,Boot::N,łódka,венеж
366,Ruder::N,wiosło,миле
367,Schlitten::N,sanki,ну́рда
368,Ski::N,narta,сокс
369,Lagerfeuer::N,ognisko,то́лмар
370,Last::N,ciężar,канкс
371,Last::N,ciężar,сталма
372,Last::N,brzemię,канкс
373,Last::N,brzemię,сталма
374,Gang::N,chód,молема
375,Schritt::N,krok,аськолкс
376,Norden::N,północ,якшама шире
377,Süden::N,południe,ля́мбе ши́ре
378,Westen::N,zachód,ши валгома шире
379,Osten::N,wschód,шинь стяма шире
380,Holz::N,drzewo,вирь
381,Holz::N,drzewo,шуфта
382,Brett::N,deska,лавця
383,Platte::N,płyta,плита́
384,Stütze::N,podpora,неже
385,Stange::N,drąg,олга
386,Stange::N,żerdź,олга
387,Stock::N,kij,байдек
388,Stock::N,laska,байдек
389,Stab::N,pręt,олгоня
390,Rohr::N,rura,турама
391,Haus::N,dom,куд
392,Heim::N,dom,куд
393,Ofen::N,piec,пянакуд
394,Fußboden::N,podłoga,кия́кс
395,Tisch::N,stół,шра
396,Tisch::N,stół,моркш
397,Stuhl::N,krzesło,стул
398,Wiege::N,kołyska,нюря́м
399,Bett::N,łóżko,ацам
400,Bett::N,pościel,ацам
401,Regal::N,regał,лавцяланга
402,Kiste::N,skrzynia,парга
403,Fenster::N,okno,валмья
404,Tür::N,drzwi,кенкш
405,Tor::N,brama,ортат
406,Zaun::N,płot,перяфкс
407,Zaun::N,parkan,перяфкс
408,Dach::N,dach,кудпря
409,Leiter::N,drabina,куцема
410,Besen::N,miotła,тяльме
411,Spaten::N,rydel,ка́йме
412,Schaufel::N,łopata,ко́поня
413,Schaufel::N,łopata,ця́рдом
414,Gabel::N,widelec,ця́нгоня
415,Löffel::N,łyżka,куцю
416,Messer::N,nóż,пеель
417,Nagel::N,gwóźdź,эска
418,Netz::N,sieć,
419,Haken::N,hak,кя́чказ
420,Griff::N,chwyt,недь
421,Griff::N,chwyt,кунда́мка
422,Schloss::N,zamek,замо́к
423,Bild::N,obraz,карти́на
424,Figur::N,figura,ронга-понда
425,Puppe::N,lalka,ня́ка
426,Beutel::N,torba,кяскав
427,Bündel::N,wiązka,кярьме
428,Tasche::N,torba,кошяльня
429,Eimer::N,kubeł,ве́дарка
430,Eimer::N,wiadro,ве́дарка
431,Deckel::N,przykrywka,тавадкс
432,Deckel::N,przykrywka,вельхкс
433,Geschirr::N,statki,кядьге
434,Geschirr::N,naczynia,кядьге
435,Sack::N,worek,кяскав
436,Tasse::N,filiżanka,ша́ваня
437,Topf::N,garnek,кавозь
438,Kessel::N,kocioł,сргавозь
439,Essen::N,jedzenie,ярхцама
440,Nahrung::N,pokarm,ярхцампяль
441,Nahrung::N,pożywienie,ярхцампяль
442,Speise::N,potrawa,ярхцама
443,Speise::N,jedzenie,ярхцама
444,Fleisch::N,mięso,пал
445,Fleisch::N,mięso,сиволь
446,Getreide::N,zboże,сёра
447,Brei::N,kasza,ям
448,Brot::N,chleb,кши
449,Scheibe::N,kromka,кочам
450,Fett::N,tłuszcz,куя́
451,Butter::N,masło,вай
452,Öl::N,olej,вай
453,Salz::N,sól,сал
454,Suppe::N,zupa,шонгарям
455,Suppe::N,zupa,коршампяль
456,Honig::N,miód,медь
457,Milch::N,mleko,лофца
458,Tee::N,herbata,чай
459,Leder::N,skóra,кедь
460,Wolle::N,wełna,пона
461,Stoff::N,tkanina,котф
462,Stoff::N,materiał,котф
463,Nadel::N,igła,салмокс
464,Faden::N,nić,сюре
465,Faden::N,nitka,сюре
466,Knopf::N,guzik,пуня
467,Knoten::N,węzeł,сюлма
468,Farbe::N,farba,архтомбяль
469,Kleidung::N,odzież,щам
470,Hemd::N,koszula,па́нар
471,Kragen::N,kołnierz,сиве
472,Ärmel::N,rękaw,ожа
473,Hose::N,spodnie,понкст
474,Gürtel::N,pasek,каркс
475,Mütze::N,czapka,вазь
476,Schuh::N,but,башма́к
477,Schuh::N,bucik,башма́к
478,Stiefel::N,but,кя́ме
479,Stiefel::N,kozak,кя́ме
480,Ring::N,pierścień,суркс
481,Band::N,wstęga,керькс
482,Band::N,wstęga,лента
483,Kamm::N,grzebień,сюрьхцем
484,Spiegel::N,lustro,ванома
485,Riemen::N,rzemień,шнань каркс
486,Schnur::N,sznur,пикс
487,Schnur::N,sznur,карькскя
488,Leine::N,smycz,вядьме
489,Decke::N,kołdra,вельхкс
490,Kissen::N,poduszka,тоду
491,Tuch::N,chustka,руця́
492,Handtuch::N,ręcznik,на́рдама
493,Kraft::N,moc,вий
494,Kraft::N,siła,вий
495,Stärke::N,moc,вииши
496,Stärke::N,siła,вииши
497,Gesundheit::N,zdrowie,шумбраши́
498,Krankheit::N,choroba,урма́
499,Krankheit::N,choroba,сярядема
500,Schmerz::N,ból,маряма
501,Wunde::N,rana,керф
502,Fieber::N,gorączka,маштыкс
503,Arznei::N,lekarstwo,надо́бья
504,Arznei::N,lekarstwo,пъчка́фтома
505,Brücke::N,most,седь
506,Brunnen::N,studnia,эши
507,Weide::N,pastwisko,ванома васта
508,Pfad::N,ścieżka,ян
509,Pfad::N,ścieżka,киня́
510,Weg::N,droga,ки
511,Straße::N,ulica,ки
512,Dorf::N,wieś,веле
513,Stadt::N,miasto,ош
514,Brief::N,list,сёрма
515,Buch::N,książka,книга
516,Buchstabe::N,litera,бу́ква
517,Zeitung::N,gazeta,газе́та
518,Zeitung::N,dziennik,газе́та
519,Leben::N,życie,эряф
520,Leben::N,życie,эряма
521,Tod::N,śmierć,кулома́
522,Grab::N,grób,калма
523,Kirche::N,kościół,це́рькав
524,Sünde::N,grzech,пежеть
525,Sünde::N,grzech,муворкс
526,Gott::N,bóg,шкай
527,Arbeiter::N,robotnik,трудендай
528,Arbeiter::N,robotnik,работник
529,Chef::N,szef,азор
530,Chef::N,szef,оцюня
531,Meister::N,mistrz,мастяр
532,Meister::N,majster,мастяр
533,Arzt::N,lekarz,врач
534,Arzt::N,lekarz,доктор
535,Lehrer::N,nauczyciel,учи́тель
536,Geld::N,pieniądze,ярмакт
537,Geschäft::N,sprawa,ладяфкс
538,Geschäft::N,sprawa,ладяф тев
539,Geschäft::N,interes,ладяфкс
540,Geschäft::N,interes,ладяф тев
541,Laden::N,sklep,ла́вка
542,Preis::N,cena,питне
543,Ware::N,towar,миф
544,Ware::N,towar,ра́маф
545,Nutzen::N,pożytek,пара
546,Nutzen::N,pożytek,лезкс
547,Reichtum::N,bogactwo,ко́зяши
548,Welt::N,świat,свет
549,Land::N,kraj,мастор
550,Staat::N,państwo,государства
551,König::N,król,король
552,Macht::N,władza,азорондама
553,Macht::N,władza,азорксши
554,Grenze::N,granica,ёткаян
555,Krieg::N,wojna,война́
556,Feind::N,wróg,душман
557,Feind::N,wróg,каршек тюри
558,Gewalt::N,władza,наругама
559,Kampf::N,bój,тюрема́
560,Kampf::N,walka,тюрема́
561,Bogen[Waffe]::N,łuk,нал
562,Pfeil::N,strzała,нал
563,Gewehr::N,karabin,винто́вка
564,Fehler::N,błąd,эльбядькс
565,Lüge::N,kłamstwo,васькафнема
566,Schaden::N,szkoda,зия́н
567,Unglück::N,nieszczęście,зия́н
568,Schuld::N,wina,муворши
569,Alter::N,wiek,эряф кизот
570,Alter::N,wiek,эряфонь пинге
571,Schluss::N,koniec,пе
572,Schluss::N,zakończenie,пе
573,Zeit::N,czas,пинге
574,Tag::N,dzień,ши
575,Morgen::N,ranek,шобдава
576,Morgen::N,poranek,шобдава
577,Mittag::N,południe,шикучка
578,Abend::N,wieczór,иля́дь
579,Nacht::N,noc,ве
580,Woche::N,tydzień,недя́ля
581,Monat::N,miesiąc,ков
582,Jahr::N,rok,киза
583,Frühling::N,wiosna,тунда́
584,Sommer::N,lato,киза
585,Herbst::N,jesień,сёксе
586,Winter::N,zima,тяла
587,Januar::N,styczeń,кельмеков
588,Februar::N,luty,уфайков
589,März::N,marzec,марайков
590,April::N,kwiecień,шудиков
591,Mai::N,maj,панжиков
592,Juni::N,czerwiec,лямбеков
593,Juli::N,lipiec,псиков
594,August::N,sierpień,сёроньков
595,September::N,wrzesień,тюжягов
596,Oktober::N,październik,кельмазаков
597,November::N,listopad,эйндамков
598,Dezember::N,grudzień,кучкаков
599,Montag::N,poniedziałek,одговши
600,Dienstag::N,wtorek,ша́вши
601,Mittwoch::N,środa,вержи
602,Donnerstag::N,czwartek,шува́ланя
603,Freitag::N,piątek,пя́денця
604,Samstag::N,sobota,ёткши
605,Sonntag::N,niedziela,таргоши
606,groß::A,duży,оцю
607,groß::A,wielki,оцю
608,klein::A,mały,ёмла
609,lang::A,długi,кува́ка
610,kurz::A,krótki,нюрьхкя́ня
611,breit::A,szeroki,кели
612,schmal::A,wąski,тяйня
613,dicht::A,gęsty,сиде
614,dicht::A,gęsty,туста
615,dick[Gegenstand]::A,gruby,эчке
616,dünn::A,cienki,шува́ня
617,fein::A,drobny,шува́ня
618,fest::A,mocny,кеме
619,fest::A,twardy,кеме
620,flach::A,płaski,лапш
621,glatt::A,gładki,вадяв
622,glatt::A,gładki,такор
623,hart::A,twardy,калгода
624,weich::A,miękki,ляпе
625,rund::A,okrągły,кру́глай
626,spitz::A,spiczasty,ботаз
627,spitz::A,spiczasty,оржа
628,scharf::A,ostry,оржа
629,stumpf::A,tępy,ношка
630,schwer::A,ciężki,стака
631,schön::A,ładny,мазы
632,schön::A,piękny,мазы
633,heiß::A,gorący,пси
634,warm::A,ciepły,лямбе
635,kalt::A,zimny,кельме
636,kühl::A,chłodny,эше
637,frisch::A,świeży,свежай
638,feucht::A,wilgotny,летьке
639,nass::A,mokry,начка
640,trocken::A,suchy,коське
641,voll::A,pełny,пяшксе
642,leer::A,pusty,шава
643,leer::A,próżny,шава
644,offen::A,otwarty,панжада
645,offen::A,otwarty,виде
646,geschlossen::A,zamknięty,пякстаф
647,geschlossen::A,zamknięty,сёлгф
648,sauber::A,czysty,ару
649,schmutzig::A,brudny,рда́зу
650,schmutzig::A,brudny,пя́ндра
651,roh::A,surowy,верок
652,reif::A,dojrzały,ке́нерьф
653,lecker::A,smaczny,танцти
654,süß::A,słodki,ламбама
655,bitter::A,gorzki,сяпи
656,sauer::A,kwaśny,шапама
657,hell::A,jasny,валда
658,dunkel::A,ciemny,шобда
659,schwarz::A,czarny,равжа
660,weiß::A,biały,акша
661,rot::A,czerwony,якстерь
662,gelb::A,żółty,тюжя́
663,blau::A,błękitny,сенем
664,blau::A,niebieski,сенем
665,grün::A,zielony,пиже
666,grün::A,zielony,сянгяря
667,grau::A,szary,уле
668,bunt::A,barwny,сёрмав
669,billig::A,tani,у́цез
670,billig::A,tani,аф пи́тни
671,teuer::A,drogi,пи́тни
672,wertvoll::A,cenny,питни
673,blind::A,ślepy,сокор
674,taub::A,głuchy,пярав
675,kräftig::A,mocny,пяк вии
676,stark::A,silny,вии
677,schwach::A,słaby,лафча
678,fett::A,tłusty,куя́
679,schlank::A,smukły,виде ронга
680,hübsch::A,ładny,мазы
681,böse::A,zły,кяжи
682,dumm::A,głupi,аф ёню
683,dumm::A,głupi,шава пря
684,faul::A,leniwy,нола
685,fleißig::A,pilny,ку́лхцонды
686,geizig::A,skąpy,кирьжя
687,geizig::A,skąpy,жаднай
688,klug::A,mądry,ёню
689,klug::A,mądry,пря́ви
690,geschickt::A,zręczny,маштозь тиф
691,lieb::A,miły,цебярь
692,lustig::A,wesoły,ра́хси
693,sanft::A,łagodny,сетьме
694,hungrig::A,głodny,вача
695,hungrig::A,głodny,вачеда
696,krank::A,chory,сяряди
697,nackt::A,nagi,штада
698,nackt::A,nagi,кърхтапа
699,traurig::A,smutny,ла́жнай
700,lebendig::A,żywy,эряй
701,gut::A,dobry,пара
702,gut::A,dobry,цебярь
703,schlecht::A,zły,кальдяв
704,richtig::A,słuszny,виде
705,richtig::A,właściwy,виде
706,schlimm::A,zły,кальдяв
707,wahr::A,prawdziwy,афкуксонь
708,alt::A,stary,ташта
709,neu::A,nowy,од
710,ehemalig::A,były,и́нгольдень
711,alt[Lebewesen]::A,stary,сире
712,jung::A,młody,од
713,arm::A,ubogi,а́шу
714,arm::A,biedny,а́шу
715,reich::A,bogaty,козя
716,bekannt::A,znany,содаф
717,berühmt::A,słynny,содавикс
718,fremd::A,obcy,лия
719,fremd::A,obcy,аф содаф
720,fremd::A,cudzy,лия
721,fremd::A,cudzy,аф содаф
722,verschieden::A,różny,аф фкя ла́цонь
723,nah::A,bliski,мала
724,nah::A,bliski,аф ичкоздень
725,fern::A,daleki,и́чкоздень
726,fern::A,daleki,куна́рдонь
727,linker::A,lewy,кержи
728,rechter::A,prawy,види
729,anderer::A,inny,лия
730,erster::A,pierwszy,васенце
731,zweiter::A,drugi,омбоце
732,dritter::A,trzeci,колмоце
733,letzter::A,ostatni,ме́кольце
734,allein::ADV,sam,ськамонза
735,auf einmal::ADV,naraz,вихцок
736,zusammen::ADV,razem,марс
737,zusammen::ADV,razem,ма́рса
738,lange::ADV,długo,кува́тьс
739,plötzlich::ADV,nagle,а́пак учт
740,sofort::ADV,natychmiast,тяникиге
741,später::ADV,później,ме́ле
742,jetzt::ADV,teraz,тяни
743,jetzt::ADV,obecnie,тяни
744,heute::ADV,dziś,тячи
745,heute::ADV,dzisiaj,тячи
746,morgen::ADV,jutro,ва́нды
747,bald::ADV,wkrótce,курок
748,dann::ADV,potem,меле
749,dann::ADV,potem,сяда меле
750,gestern::ADV,wczoraj,ися́к
751,einst::ADV,kiedyś,весть
752,einst::ADV,kiedyś,мзя́рда-бди
753,einst::ADV,niegdyś,весть
754,einst::ADV,niegdyś,мзя́рда-бди
755,damals::ADV,wtedy,эста
756,damals::ADV,wówczas,эста
757,danach::ADV,następnie,меле
758,vorher::ADV,przedtem,инголи
759,zuerst::ADV,naprzód,ва́сенда
760,zuerst::ADV,najpierw,ва́сенда
761,einmal::ADV,raz,весть
762,manchmal::ADV,czasem,лия́ста
763,manchmal::ADV,czasem,ко́ста-ко́ста
764,oft::ADV,często,си́деста
765,immer::ADV,zawsze,фалу
766,immer::ADV,zawsze,най
767,niemals::ADV,nigdy,аф мзя́рдонга
768,hier::ADV,tu,тяса
769,hier::ADV,tutaj,тяса
770,hierhin::ADV,tu,сей
771,hierhin::ADV,tu,тяза
772,von hier::ADV,stąd,тя́ста
773,dort::ADV,tam,тоса
774,dorthin::ADV,tam,тов
775,dorthin::ADV,tam,тоза
776,geradeaus::ADV,prosto,ви́деста
777,vorwärts::ADV,naprzód,и́нголи
778,rückwärts::ADV,wstecz,ме́ки
779,zurück::ADV,z powrotem,ме́ки
780,unten::ADV,u dołu,ала
781,unten::ADV,na dole,ала
782,hinab::ADV,na_dół,алу
783,hinab::ADV,w_dół,алу
784,oben::ADV,w górze,вяре
785,oben::ADV,na górze,вяре
786,hinauf::ADV,w górę,вяри
787,hinauf::ADV,na górę,вяри
788,überall::ADV,wszędzie,се́мбе ва́стова
789,nicht::ADV,nie,аф
790,ein wenig::ADV,trochę,аф лама
791,kaum::ADV,ledwie,а́ньцек
792,kaum::ADV,prawie nie,а́ньцек
