,Concept_ID,kk,uz
102,Hügel::N,төбе,tepa
103,Hügel::N,белес,tepa
104,Hügel::N,белес-белес,tepa
105,Anhöhe::N,дөң,adir
106,Anhöhe::N,адыр,adir
107,Anhöhe::N,қырат,adir
108,Berg::N,тау,tog'
109,Gipfel::N,төбе,cho'qqi
110,Höhle::N,үңгір,kavak
111,Abhang::N,бауыр,to'sh
112,Quelle::N,қайнар,buloq
113,Bach::N,жылға,o'zan
114,Fluss::N,өзен,daryo
115,Ufer::N,жиек,sohil
116,Küste::N,жиегі,qirg'oq
117,Küste::N,жағалау,qirg'oq
118,Festland::N,құрылық,materik
119,Meer::N,теңіз,dengiz
120,Bucht::N,шығанақ,qo'ltiq
121,Insel::N,арал,orol
122,Blume::N,гүл,gul
123,Gras::N,от,sabza
124,Wurzel::N,түбір,tub
125,Wurzel::N,түбір,tomir
126,Baum::N,ағаш,daraxt
127,Baum::N,дарақ,daraxt
128,Stamm::N,сояу,o'simta
129,Stamm::N,оқпан,o'simta
130,Rinde::N,қабық,qobiq
131,Ast::N,бұтақ,shox
132,Zweig::N,шыбық,butoq
133,Blatt::N,жапырақ,barg
134,Birke::N,қайың,qayin
135,Kiefer[Baum]::N,қарағай,qarag'ay
136,Weide[Baum]::N,тал,shum
137,Tanne::N,шырша,archa
138,Horn::N,мүйіз,mugiz
139,Feder::N,қаламұш,par
140,Fell::N,тері,mo'yna
141,Flügel::N,қанат,qanot
142,Klaue::N,тырнақ,tirnoq
143,Kralle::N,аяқ,tirnoq
144,Schwanz::N,құйрық,quyruq
145,Ei::N,жұмыртқа,tuxum
146,Nest::N,ұя,oshyon
147,Bau::N,жатақ,o'pqon
148,Tier::N,айуан,hayvon
149,Tier::N,жануар,hayvon
150,Herde::N,пада,gala
151,Kuh::N,сиыр,inak
152,Bulle::N,өгіз,ho'kiz
153,Pferd::N,жылқы,ot
154,Schaf::N,қой,qo'y
155,Schwein::N,шошқа,cho'chqa
156,Hund::N,ит,it
157,Katze::N,мысық,mushuk
158,Bär::N,аю,ayiq
159,Eichhörnchen::N,тиін,tiyin
160,Elch::N,бұғы,los
161,Fuchs::N,түлкі,tulki
162,Hase::N,қоян,kuyon
163,Maus::N,қаптесер,sichqon
164,Wolf::N,бөрі,bo'ri
165,Wolf::N,қасқыр,bo'ri
166,Vogel::N,құс,qush
167,Schwarm::N,топ,to'da
168,Schwarm::N,үйір,to'da
169,Huhn::N,тауық,tovuq
170,Huhn::N,мекиен,tovuq
171,Hahn::N,әтеш,xo'roz
172,Hahn::N,қораз,xo'roz
173,Gans::N,қаз,g'oz
174,Adler::N,бүркіт,burgut
175,Ente::N,үйрек,o'rdak
176,Eule::N,жапалақ,boyo'g'li
177,Kranich::N,тырна,turna
178,Krähe::N,қарға,qarg'a
179,Kuckuck::N,көкек,kakku
180,Schwan::N,аққу,oqkush
181,Fisch::N,балық,baliq
182,Barsch::N,алабұға,olabug'a
183,Hecht::N,шортан,cho'rtan
184,Schlange[Tier]::N,жылан,ilon
185,Wurm::N,шұбалшаң,qurt
186,Spinne::N,өрмекші,o'rgimchak
187,Ameise::N,қүмырска,chumoli
188,Laus::N,бит,bit
189,Mücke::N,маса,chivin
190,Fliege::N,шыбын,pashsha
191,Schmetterling::N,көбелек,kapalak
192,Beere::N,жидек,meva
193,Apfel::N,алма,olma
194,Pilz::N,қозықұйрық,qo'ziqorin
195,Pilz::N,саңыраукулақ,qo'ziqorin
196,Zwiebel::N,жуа,piyoz
197,Saat::N,тұқым,äkin
198,Korn::N,дән,zarra
199,Heu::N,шөп,xashak
200,Schale::N,қабық,po'choq
201,Schale::N,қабығы,po'choq
202,Grube::N,ор,co'ra
203,Falle::N,дұзақ,qopqon
204,Falle::N,қақпан,qopqon
205,Schlinge::N,ілмек,sirtmoq
206,Spur::N,із,iz
207,Asche::N,күл,kul
208,Dreck::N,былғаныш,kir
209,Eisen::N,темір,temir
210,Gold::N,алтын,tilla
211,Silber::N,күміс,kumush
212,Kohle::N,көмір,ko'mir
213,Glas::N,шыны,oyna
214,Lehm::N,балшық,loy
215,Sand::N,құм,qum
216,Mensch::N,адам,odam
217,Mann::N,еркек,ärkak
218,Mann::N,ер адам,ärkak
219,Frau::N,бике,ayol
220,Frau::N,қатын,ayol
221,Kind::N,бала,bola
222,Kind::N,бала,kichkintoy
223,Kind::N,перзент,bola
224,Kind::N,перзент,kichkintoy
225,Junge::N,бала,bola
226,Junge::N,ер бала,bola
227,Mädchen::N,қыз,qiz
228,Familie::N,жанұя,oila
229,Großvater::N,ата,buva
230,Großvater::N,ата,katta ota
231,Großmutter::N,әже,buvi
232,Großmutter::N,әже,katta oyi
233,Großmutter::N,әжей,buvi
234,Großmutter::N,әжей,katta oyi
235,Eltern::N,ата-аналар,ota-ona
236,Vater::N,әке,ota
237,Mutter::N,ана,ona
238,Sohn::N,ұл,o'g'il
239,Tochter::N,қызым,qiz
240,Bruder::N,бауырым,og'a
241,Bruder::N,бауырым,uka
242,Schwester::N,әпке,opa
243,Schwester::N,әпке,singil
244,Onkel::N,көке,amaki
245,Tante::N,тәте,amma
246,Tante::N,тәте,xola
247,Ehemann::N,ер,är
248,Ehefrau::N,зайып,rafiqa
249,Freude::N,қуаныш,ayish
250,Freude::N,сүйініш,ayish
251,Freude::N,шат-думан,ayish
252,Freude::N,қуаныштылық,ayish
253,Gelächter::N,күлу,kulgi
254,Glück::N,бақыт,saodat
255,Glück::N,бақыттылық,saodat
256,Kummer::N,аза,g'am
257,Kummer::N,қайғы,g'am
258,Kummer::N,қасырет,g'am
259,Wunsch::N,мүдде,orzu
260,Lust::N,тәбет,rag'bat
261,Lust::N,ынтызар,rag'bat
262,Lust::N,құштарлық,rag'bat
263,Geist::N,рух,ruh
264,Gedanke::N,ой,fikr
265,Gedächtnis::N,ес,äs
266,Gedächtnis::N,жады,äs
267,Gedächtnis::N,ақыл-ес,äs
268,Verstand::N,ақыл,aql
269,Verstand::N,парасат,aql
270,Sinn::N,мән,ma'ni
271,Sinn::N,маныз,ma'ni
272,Sinn::N,мағына,ma'ni
273,Sinn::N,мән-мағына,ma'ni
274,Grund::N,себеп,sabab
275,Wahrheit::N,рас,haq
276,Gespräch::N,әңгіме,gap
277,Märchen::N,ертеп,ärtak
278,Märchen::N,ертек,ärtak
279,Erzählung::N,әңгіме,rivoyat
280,Nachricht::N,хабар,xabar
281,Neuigkeit::N,жаңалық,yangilik
282,Name::N,ат,ot
283,Name::N,атау,ot
284,Rätsel::N,жұмбақ,topishmoq
285,Rede::N,сөз,nutq
286,Sprache::N,тіл,til
287,Stimme::N,үн,ovoz
288,Stimme::N,әуен,ovoz
289,Stimme::N,дауыс,ovoz
290,Wort::N,сөз,so'z
291,Zeichen::N,ишара,alomat
292,Ruf::N,айғай,chaqiriq
293,Lärm::N,айғай-шу,taraq
294,Lärm::N,айғай-ұйғай,taraq
295,Laut::N,дыбыс,tovush
296,Laut::N,дауыс,tovush
297,Ton::N,әуен,un
298,Lied::N,ән,ashula
299,Lied::N,жыр,ashula
300,Lied::N,ән-жыр,ashula
301,Ruhe::N,тыныштық,tinchlik
302,Leute::N,кісілер,xaloyiq
303,Volk::N,халық,xalq
304,Arbeit::N,еңбек,ish
305,Gast::N,қонақ,mehmon
306,Gast::N,мейман,mehmon
307,Geschenk::N,қадия,hadya
308,Spiel::N,ойын,o'yin
309,Gesellschaft::N,қауым,jamiyat
310,Gesellschaft::N,жұртшылық,jamiyat
311,Hilfe::N,жэрдем,yordam
312,Freund::N,дос,do'st
313,Kamerad::N,дос-жар,yo'ldosh
314,Angelegenheit::N,жұмыс,daxl
315,Anzahl::N,сан,son
316,Anzahl::N,саны,son
317,Art::N,түр,tur
318,Stück::N,тілім,parcha
319,Teil::N,үлес,bo'lak
320,Teil::N,бөлшек,bo'lak
321,Hälfte::N,жарты,yarim
322,Kreis::N,шеңбер,aylana
323,Kreuz::N,крест,xoch
324,Linie::N,сызық,liniya
325,Strich::N,сызық,chiziq
326,Abstand::N,ара,oralik
327,Abstand::N,аралық,oralik
328,Entfernung::N,аралық,uzoqlik
329,Gegend::N,өңір,yer
330,Platz::N,орны,oralig
331,Ort::N,орын,joy
332,Seite::N,жақ,yon
333,Seite::N,бүйір,yon
334,Mitte::N,ортасы,o'rta
335,Gegenstand::N,зат,ashyo
336,Gegenstand::N,нәрсе,ashyo
337,Sache::N,бұйым,buyum
338,Rand::N,шет,chek
339,Rand::N,шеті,chek
340,Kante::N,қыр,tig'
341,Kante::N,қыры,tig'
342,Ecke::N,қыры,burchak
343,Ecke::N,бұрыш,burchak
344,Spitze::N,ұшы,uch
345,Ende::N,аяқ,oxir
346,Ende::N,соңы,oxir
347,Loch::N,тесік,teshik
348,Winkel::N,мүйіс,go'sha
349,Muster::N,мәнер,nusha
350,Größe::N,ауқым,kattalik
351,Größe::N,көлемдік,kattalik
352,Länge::N,бой,uzunlik
353,Länge::N,ұзындық,uzunlik
354,Höhe::N,жоғарылық,yuksaklik
355,Höhe::N,биіктік,yuksaklik
356,Gewicht::N,салмақ,solmoq
357,Menge::N,мөлшер,miqdor
358,Haufen::N,үйме,uyum
359,Haufen::N,үйінді,uyum
360,Reihe::N,сап,saf
361,Boot::N,қайық,qayiq
362,Ruder::N,ескек,äshkak
363,Schlitten::N,шана,chana
364,Ski::N,шаңғы,chang'i
365,Lagerfeuer::N,алау,gulxan
366,Last::N,ауырлық,yuk
367,Last::N,ауыр зат,yuk
368,Gang::N,жүріс,yurish
369,Schritt::N,адым,qadam
370,Norden::N,солтүстік,shimol
371,Norden::N,терістік,shimol
372,Süden::N,оңтүстік,janub
373,Westen::N,батыс,g'arb
374,Osten::N,күншығыс,sharq
375,Holz::N,ағаш,yog'och
376,Holz::N,сүрек,yog'och
377,Brett::N,тақта,taxta
378,Platte::N,тақта,tabaqa
379,Stütze::N,тіреу,tayanchi
380,Stange::N,қада,qo'noq
381,Stock::N,сойыл,tayoq
382,Stab::N,сырық,gavron
383,Rohr::N,құбыр,tarnov
384,Haus::N,үй,uy
385,Heim::N,үйлі,makon
386,Heim::N,шаңырақ,makon
387,Ofen::N,ошақ,pechka
388,Ofen::N,пеш,pechka
389,Fußboden::N,еден,pol
390,Tisch::N,үстел,mosa
391,Stuhl::N,орындық,o'rindiq
392,Wiege::N,бесік,beshik
393,Bett::N,кереует,yotoq
394,Regal::N,сөре,tokcha
395,Kiste::N,жәшік,sandiq
396,Fenster::N,терезе,deraza
397,Tür::N,есік,äshik
398,Tor::N,дарбаза,darvoza
399,Zaun::N,дуал,panjara
400,Dach::N,шатыр,tom
401,Leiter::N,саты,narvon
402,Leiter::N,басқыш,narvon
403,Besen::N,сыпырғыш,supurgi
404,Spaten::N,күрек,bel
405,Schaufel::N,қалақ,kurak
406,Gabel::N,аша,bilka
407,Gabel::N,шанышқы,bilka
408,Löffel::N,қасық,qoshiq
409,Messer::N,пышақ,pichoq
410,Nagel::N,мық,mix
411,Nagel::N,шеге,mix
412,Netz::N,керегекөз,to'r
413,Haken::N,ілмек,ilgak
414,Griff::N,сап,sop
415,Griff::N,сап,tutqich
416,Griff::N,тұтқа,sop
417,Griff::N,тұтқа,tutqich
418,Schloss::N,құлып,qulf
419,Schloss::N,бекіткіш,qulf
420,Bild::N,сурет,rasm
421,Figur::N,тұлға,shakl
422,Puppe::N,қуыршақ,ko'g'irchoq
423,Beutel::N,қапшық,to'rva
424,Bündel::N,байлам,bog'lam
425,Tasche::N,дорба,kissa
426,Eimer::N,шелек,chelak
427,Deckel::N,жапқыш,qopqoq
428,Geschirr::N,ыдыс,idish
429,Sack::N,қап,qop
430,Tasse::N,шыныаяқ,piyola
431,Topf::N,кәстрөл,tuvak
432,Kessel::N,қазан,qozon
433,Essen::N,ас,tomoq
434,Nahrung::N,ас,emak
435,Nahrung::N,тамақ,emak
436,Speise::N,тағам,taom
437,Fleisch::N,ет,go'sht
438,Getreide::N,дәнді,g'alla
439,Brei::N,ботқа,bo'tqa
440,Brot::N,күлше,non
441,Scheibe::N,тілім,disk
442,Fett::N,май,moy
443,Butter::N,май,yog'
444,Öl::N,май,moy
445,Salz::N,тұз,tuz
446,Suppe::N,көже,sho'rva
447,Honig::N,бал,asal
448,Milch::N,сүт,sut
449,Tee::N,шай,choy
450,Leder::N,көн,charm
451,Wolle::N,жүн,jun
452,Stoff::N,мата,mato
453,Stoff::N,кездеме,mato
454,Nadel::N,ине,igna
455,Faden::N,жіп,ip
456,Knopf::N,түйме,tugma
457,Knoten::N,түйін,tugun
458,Farbe::N,рең,bo'yok
459,Kleidung::N,киім,kiyim
460,Hemd::N,жейде,ko'ylak
461,Kragen::N,жаға,yoqa
462,Ärmel::N,жең,yeng
463,Hose::N,шалбар,shim
464,Gürtel::N,белбеу,tasma
465,Mütze::N,қалпақ,shapka
466,Schuh::N,кебіс,but
467,Stiefel::N,етік,botinka
468,Ring::N,жүзік,yuzuk
469,Band::N,таспа,rishta
470,Kamm::N,тарақ,taroq
471,Spiegel::N,айна,ko'zgu
472,Riemen::N,қайыс,qayish
473,Schnur::N,жіп,bog'ich
474,Leine::N,тізгін,etak
475,Decke::N,көрпе,odyol
476,Kissen::N,жастық,yostiq
477,Tuch::N,орамал,gazlama
478,Handtuch::N,сүлгі,sochiq
479,Kraft::N,қуат,kuch
480,Kraft::N,қарқын,kuch
481,Kraft::N,әл-шама,kuch
482,Kraft::N,әл-дәрмен,kuch
483,Stärke::N,әл,quvvat
484,Stärke::N,күш,quvvat
485,Gesundheit::N,денсаулык,sog'lik
486,Krankheit::N,ауру,kasallik
487,Schmerz::N,ауру,og'riq
488,Wunde::N,зақым,yara
489,Wunde::N,жарақат,yara
490,Fieber::N,безгек,bezgak
491,Fieber::N,қалтырау,bezgak
492,Fieber::N,қызу көтерілуі,bezgak
493,Arznei::N,дәрі,dori
494,Arznei::N,дәрі-дәрмек,dori
495,Brücke::N,көпір,ko'prik
496,Brunnen::N,құдық,buloq
497,Weide::N,өріс,yaylov
498,Weide::N,жайылым,yaylov
499,Pfad::N,жол,dorojka
500,Weg::N,жол,yo'l
501,Straße::N,жол,ko'cha
502,Dorf::N,ауыл,ovul
503,Stadt::N,қала,shahar
504,Stadt::N,шаһар,shahar
505,Brief::N,хат,maktub
506,Brief::N,жазу,maktub
507,Buch::N,кітап,kitob
508,Buchstabe::N,әріп,harf
509,Buchstabe::N,қаріп,harf
510,Zeitung::N,газет,gazet
511,Leben::N,өмір,hayot
512,Leben::N,тіршілік,hayot
513,Tod::N,опат,o'lim
514,Grab::N,мола,go'r
515,Grab::N,мазар,go'r
516,Kirche::N,шіркеу,cherkov
517,Sünde::N,күнә,gunoh
518,Gott::N,алла,olloh
519,Gott::N,құдай,olloh
520,Gott::N,тәңірі,olloh
521,Gott::N,пәруардігер,olloh
522,Gott::N,жаратқан тәңірі,olloh
523,Arbeiter::N,жүмысшы,ishchi
524,Chef::N,басшы,rais
525,Chef::N,жұмыс басқарушысы,rais
526,Meister::N,шебер,usta
527,Meister::N,өнерпаз,usta
528,Arzt::N,дәрігер,hakim
529,Lehrer::N,мұғалім,muallim
530,Geld::N,пұл,pul
531,Geschäft::N,бизнес,savdo
532,Laden::N,дүкен,do'kon
533,Preis::N,ақы,baho
534,Preis::N,құны,baho
535,Preis::N,нарық,baho
536,Ware::N,тауар,mol
537,Nutzen::N,пайда,foyda
538,Reichtum::N,бақ-дәулет,boylik
539,Welt::N,әлем,olam
540,Welt::N,жиһан,olam
541,Land::N,аймақ,o'lka
542,Staat::N,мемлекет,davlat
543,König::N,патша,qirol
544,Macht::N,өкімет,iqtidor
545,Macht::N,қожалық,iqtidor
546,Grenze::N,шек,chegara
547,Krieg::N,соғыс,harb
548,Feind::N,жау,dushman
549,Feind::N,дұшпан,dushman
550,Gewalt::N,зорлык,zo'rlik
551,Gewalt::N,зорлық-зомбылык,zo'rlik
552,Kampf::N,күрес,kurash
553,Kampf::N,алыспақ,kurash
554,Bogen[Waffe]::N,саржа,yoy
555,Pfeil::N,жебе,o'q
556,Gewehr::N,қару,vintovka
557,Fehler::N,әбес,xato
558,Fehler::N,қаталық,xato
559,Lüge::N,өтірік,yolg'on
560,Schaden::N,зиян,ziyon
561,Schaden::N,зарар,ziyon
562,Unglück::N,пәле,balo
563,Unglück::N,қасырет,balo
564,Unglück::N,ауыртпалық,balo
565,Schuld::N,айыптылық,ayb
566,Alter::N,жас,yosh
567,Alter::N,жас шамасы,yosh
568,Schluss::N,ада,tamom
569,Schluss::N,бітуі,tamom
570,Zeit::N,уақыт,vaqt
571,Tag::N,күн,kun
572,Morgen::N,таң,saboh
573,Morgen::N,таңертең,saboh
574,Mittag::N,талтүс,kun tushlik
575,Abend::N,кеш,oqshom
576,Nacht::N,түн,tun
577,Woche::N,апта,hafta
578,Monat::N,ай,oy
579,Jahr::N,жыл,yil
580,Frühling::N,көктем,bahor
581,Sommer::N,жаз,yoz
582,Herbst::N,күз,kuz
583,Herbst::N,күз,xazon
584,Winter::N,қыс,qish
585,Januar::N,каңтар,yanvar'
586,Februar::N,ақпан,fevral'
587,März::N,наурыз,mart
588,April::N,сәуір,aprel'
589,Mai::N,мамыр,may
590,Juni::N,маусым,iyun'
591,Juli::N,шілде,iyul'
592,August::N,сүмбіле,avgust
593,August::N,тамыз,avgust
594,September::N,қыркүйек,sentyabr'
595,Oktober::N,ақырап,oktyabr'
596,November::N,қараша,noyabr'
597,Dezember::N,желтоқсан,dekabr'
598,Montag::N,дүйсенбі,dushanba
599,Dienstag::N,сейсенбі,seshanba
600,Mittwoch::N,сәрсенбі,chorshanba
601,Donnerstag::N,бейсенбі,payshanba
602,Freitag::N,жұма,juma
603,Samstag::N,сенбі,shanba
604,Sonntag::N,жексембі,yakshanba
605,groß::A,алпамсадай,buyuk
606,klein::A,кішкене,kichik
607,klein::A,қарғадай,kichik
608,lang::A,сопақ,uzun
609,lang::A,сорайған,uzun
610,kurz::A,кеспелтек,qisqa
611,breit::A,айдынды,keng
612,schmal::A,қысық,änsiz
613,dicht::A,жиі,quyuq
614,dick[Gegenstand]::A,шомбал,qalin
615,dünn::A,жұқа,ingichka
616,dünn::A,жіңішке,ingichka
617,fein::A,қаңылтақ,mayin
618,fest::A,берік,qattiq
619,fest::A,мызғымас,qattiq
620,flach::A,жалпак,yalpoq
621,glatt::A,типыл,tekis
622,hart::A,қатты,qattiq
623,weich::A,жұмсақ,yumshoq
624,rund::A,домалақ,yumaloq
625,spitz::A,үшкір,uchli
626,scharf::A,сүйрік,keskir
627,stumpf::A,доғал,to'mtoq
628,stumpf::A,өтпейтін,to'mtoq
629,schwer::A,салмақты,salmoqli
630,schön::A,сұлу,go'zal
631,heiß::A,ыссы,qiziq
632,warm::A,жылы,issiq
633,kalt::A,аязды,sovuq
634,kühl::A,салқын,salqin
635,frisch::A,таза,toza
636,frisch::A,жаңа,toza
637,feucht::A,нам,namli
638,feucht::A,дымқылды,namli
639,nass::A,сулы,nam
640,trocken::A,құрғақ,quruq
641,voll::A,толы,to'la
642,leer::A,бос,puch
643,offen::A,ашып қойылған,ochiq
644,geschlossen::A,жабулы,berk
645,sauber::A,дақсыз,ozoda
646,sauber::A,мұнтаздай,ozoda
647,schmutzig::A,айғыз,kir
648,schmutzig::A,сатпақ,kir
649,schmutzig::A,сатал-сатал,kir
650,roh::A,шикі,xom
651,reif::A,піскен,pishiq
652,lecker::A,дәмді,shirin
653,süß::A,тәтті,shirin
654,bitter::A,ащы,achchiq
655,sauer::A,қышқыл,achchiq
656,hell::A,жарық,yorug'
657,hell::A,жарқын,yorug'
658,dunkel::A,қараңғы,qorong'i
659,schwarz::A,қара,qora
660,weiß::A,ақ,oq
661,rot::A,қызыл,qizil
662,gelb::A,сары,sariq
663,blau::A,көк,zangori
664,grün::A,жасыл,yashil
665,grau::A,бозамық,bo'z
666,bunt::A,алабажак,ola
667,billig::A,арзан,arzon
668,teuer::A,бағалы,qimmat
669,wertvoll::A,құнды,qimmat
670,wertvoll::A,қымбат,qimmat
671,blind::A,көзсіз,ko'r
672,blind::A,көр,ko'r
673,blind::A,көр_соқыр,ko'r
674,taub::A,керең,garang
675,taub::A,саңырау,garang
676,kräftig::A,қуатты,kuchli
677,kräftig::A,қарымды,kuchli
678,stark::A,білекті,quvvatli
679,schwach::A,әлсіз,kuchsiz
680,schwach::A,күшсіз,kuchsiz
681,schwach::A,қайратсыз,kuchsiz
682,fett::A,семіз,semiz
683,schlank::A,ашаң,ingichka
684,hübsch::A,ажарлы,ko'rkam
685,hübsch::A,шырайлы,ko'rkam
686,böse::A,өш,yovuz
687,böse::A,сұм,yovuz
688,böse::A,жауыз,yovuz
689,dumm::A,көкми,aqlsiz
690,dumm::A,ақымақ,aqlsiz
691,dumm::A,миы жоқ,aqlsiz
692,faul::A,жалқау,ärinchak
693,faul::A,еріншек,ärinchak
694,fleißig::A,ұқыпты,ishchan
695,geizig::A,сараң,qurumsoq
696,klug::A,жетік,oqil
697,klug::A,ақылды,oqil
698,geschickt::A,шебер,äpchil
699,lieb::A,абзал,aziz
700,lieb::A,айналайын,aziz
701,lustig::A,көңілді,chaqchaq
702,sanft::A,жуас,asta
703,hungrig::A,аш,och
704,krank::A,кеселді,kasal
705,nackt::A,жалаңаш,yalang
706,traurig::A,қапа,xafa
707,lebendig::A,тірі,hayotiy
708,lebendig::A,жанды,hayotiy
709,gut::A,жақсы,soz
710,schlecht::A,жаман,yomon
711,richtig::A,дұрыс,rost
712,schlimm::A,жаман,yovuz
713,wahr::A,нағыз,haqiqiy
714,alt::A,ескі,äski
715,neu::A,жаңа,yangi
716,ehemalig::A,өткен,sobiq
717,ehemalig::A,бұрынғы,sobiq
718,alt[Lebewesen]::A,кексе,qari
719,jung::A,науша,navqiron
720,arm::A,кедей,abgor
721,arm::A,дәулетсіз,abgor
722,reich::A,малды,boy
723,bekannt::A,таныс,ma'lum
724,bekannt::A,көзтаныс,ma'lum
725,berühmt::A,атақты,mashhur
726,fremd::A,бөтен,yot
727,verschieden::A,түрлі,turli
728,nah::A,жуық,yaqindagi
729,nah::A,етене,yaqindagi
730,fern::A,алыс,uzoq
731,fern::A,алыстағы,uzoq
732,linker::A,сол,so'l
733,linker::A,солшыл,so'l
734,rechter::A,оң,o'ng
735,anderer::A,өзге,boshqa
736,anderer::A,былайғы,boshqa
737,erster::A,алғашқы,birinchi
738,zweiter::A,екінші,ikkinchi
739,dritter::A,үшінші,uchinchi
740,letzter::A,артқы,oxirgi
741,letzter::A,кейінгі,oxirgi
742,allein::ADV,серіксіз,o'zicha
743,auf einmal::ADV,бірден,varakay
744,zusammen::ADV,бірлесіп,barobar
745,lange::ADV,ұзақ,uzoq
746,plötzlich::ADV,кенет,qo'qqisdan
747,sofort::ADV,әне-міне дегенше,darrov
748,später::ADV,артынан,so'ngra
749,jetzt::ADV,енді,hozirgina
750,jetzt::ADV,қазір,hozirgina
751,heute::ADV,бүгін,bugun
752,morgen::ADV,ертең,ärta
753,bald::ADV,тез,toz
754,dann::ADV,онан соң,keyin
755,dann::ADV,сонан соң,keyin
756,gestern::ADV,кеше,kecha
757,einst::ADV,бірде,avvallari
758,einst::ADV,бір кезде,avvallari
759,damals::ADV,анада,ugal
760,danach::ADV,онан соң,so'ngra
761,danach::ADV,сонан соң,so'ngra
762,vorher::ADV,бұрын,avval
763,zuerst::ADV,әуелі,avval
764,zuerst::ADV,алдымен,avval
765,einmal::ADV,бір жолы,bir marta
766,manchmal::ADV,кейде,onda-sonda
767,oft::ADV,ылғи,tez-tez
768,immer::ADV,өнебойы,har vaqt
769,niemals::ADV,ешуақытта,hargiz
770,hier::ADV,бұнда,shu erda
771,hier::ADV,осында,shu erda
772,hierhin::ADV,бермен,beri
773,von hier::ADV,бер жақтан,shu erdan
774,dort::ADV,анда,ana
775,dorthin::ADV,әрі,u yerga
776,geradeaus::ADV,тура,to'g'ri
777,vorwärts::ADV,ілгері,ilgari
778,rückwärts::ADV,артқа,qoloq
779,zurück::ADV,кейін қарай,orqada
780,unten::ADV,төменде,pastda
781,hinab::ADV,астына,tubanga
782,hinab::ADV,төмен,tubanga
783,oben::ADV,жоғарыда,ustida
