,Concept_ID,la,ku
134,Birke::N,betulla,dara sipî
135,Kiefer[Baum]::N,pinus,dara bî
136,Weide[Baum]::N,salix,dara belalûk
137,Tanne::N,abies,merx
138,Horn::N,cornu,strô
139,Feder::N,penna,pîrtîk
140,Fell::N,pellis,heyar
141,Flügel::N,ala,per
142,Klaue::N,unguis,napîk
143,Kralle::N,unguis,dinik
144,Kralle::N,unguis,dirnax
145,Schwanz::N,cauda,dûv
146,Ei::N,ovum,hêk
147,Nest::N,nidus,hêlîn
148,Bau::N,cavum,avahî
149,Bau::N,latibulum,avahî
150,Tier::N,bestia,heywan
151,Herde::N,grex,hoz
152,Kuh::N,vacca,çêlek
153,Bulle::N,taurus,ga
154,Pferd::N,equus,hesp
155,Schaf::N,ovis,mîh
156,Schwein::N,sus,beraz
157,Schwein::N,porcus,beraz
158,Hund::N,canis,seh
159,Katze::N,felis,pişîk
160,Bär::N,ursus,hirç
161,Eichhörnchen::N,sciurus,pilûr
162,Elch::N,alces,pazkovî
163,Fuchs::N,vulpes,rovî
164,Hase::N,lepus,kîroşk
165,Maus::N,mus,mişk
166,Wolf::N,lupus,gur
167,Vogel::N,avis,çûk
168,Schwarm::N,examen,lufik
169,Huhn::N,gallina,mirîşk
170,Hahn::N,gallus,dîk
171,Gans::N,anser,qaz
172,Adler::N,aquila,eylo
173,Ente::N,anas,werdek
174,Eule::N,ulula,bûm
175,Eule::N,ulula,kund
176,Eule::N,noctua,bûm
177,Eule::N,noctua,kund
178,Kranich::N,grus,quling
179,Krähe::N,cornix,qijik
180,Kuckuck::N,cuculus,pepûk
181,Schwan::N,olor,qû
182,Schwan::N,cycnus,qû
183,Fisch::N,piscis,masî
184,Barsch::N,perca,okûn
185,Hecht::N,esox,mesîyê lûf
186,Schlange[Tier]::N,serpens,mar
187,Wurm::N,vermis,kurm
188,Spinne::N,aranea,pîrê
189,Ameise::N,formica,mîro
190,Ameise::N,formica,gêrîk
191,Laus::N,pediculus,spi
192,Mücke::N,culex,mêş
193,Fliege::N,musca,mêş
194,Schmetterling::N,papilio,perperîk
195,Beere::N,baca,hirç
196,Apfel::N,malum,sêv
197,Pilz::N,fungus,bîrov
198,Zwiebel::N,cepa,pîvaz
199,Saat::N,seges,tov
200,Korn::N,granum,dexl
201,Heu::N,faenum,sap
202,Schale::N,putamen,qaşik
203,Grube::N,fovea,çahl
204,Falle::N,pedica,dafik
205,Schlinge::N,laqueus,dahf
206,Spur::N,vestigium,rêç
207,Asche::N,cinis,xweli
208,Dreck::N,lutum,gemarî
209,Eisen::N,ferrum,hesing
210,Gold::N,aurum,zêr
211,Silber::N,argentum,zîv
212,Kohle::N,carbo,komir
213,Glas::N,vitrum,qedeh
214,Lehm::N,lutum,kelpîç
215,Sand::N,arena,qûm
216,Mensch::N,homo,mirov
217,Mann::N,vir,mêr
218,Frau::N,mulier,jin
219,Kind::N,puer,zarok
220,Kind::N,infans,zarok
221,Junge::N,puer,kur
222,Mädchen::N,puella,keç
223,Mädchen::N,puella,keçik
224,Familie::N,familia,malbat
225,Großvater::N,avus,bapîr
226,Großmutter::N,avia,pîrik
227,Eltern::N,parentes,bavudê
228,Vater::N,pater,bav
229,Mutter::N,mater,dê
230,Mutter::N,mater,dayik
231,Sohn::N,filius,kur
232,Tochter::N,filia,keç
233,Bruder::N,frater,bira
234,Schwester::N,soror,xweh
235,Onkel::N,patruus,am
236,Onkel::N,patruus,xal
237,Onkel::N,avunculus,am
238,Onkel::N,avunculus,xal
239,Tante::N,amita,metik
240,Tante::N,amita,xaltîk
241,Ehemann::N,maritus,mêr
242,Ehefrau::N,uxor,kulfet
243,Freude::N,gaudium,kêfxweşî
244,Freude::N,laetitia,kêfxweşî
245,Gelächter::N,risus,pîrqînî
246,Glück::N,felicitas,bext
247,Kummer::N,aegritudo,derd
248,Wunsch::N,voluntas,daxwaz
249,Wunsch::N,voluntas,xwestek
250,Wunsch::N,desiderium,daxwaz
251,Wunsch::N,desiderium,xwestek
252,Lust::N,libido,şewq
253,Lust::N,voluptas,şewq
254,Geist::N,mens,aqil
255,Geist::N,animus,aqil
256,Gedanke::N,sententia,fikir
257,Gedächtnis::N,memoria,aqil
258,Verstand::N,ratio,fêm
259,Verstand::N,ingenium,fêm
260,Sinn::N,sensus,aqil
261,Grund::N,causa,asas
262,Wahrheit::N,veritas,rastî
263,Gespräch::N,sermo,guftûgo
264,Märchen::N,fabula,çirok
265,Erzählung::N,fabula,çirok
266,Erzählung::N,fabula,vegotin
267,Erzählung::N,narratio,çirok
268,Erzählung::N,narratio,vegotin
269,Nachricht::N,nuntius,nûçe
270,Neuigkeit::N,novitas,hewal
271,Name::N,nomen,nav
272,Name::N,nomen,paşnav
273,Rätsel::N,aenigma,tiştonek
274,Rede::N,oratio,gotar
275,Rede::N,oratio,axavtin
276,Sprache::N,lingua,ziman
277,Stimme::N,vox,pejn
278,Wort::N,verbum,gotin
279,Wort::N,vocabulum,gotin
280,Zeichen::N,signum,şanek
281,Ruf::N,clamor,hawar
282,Lärm::N,strepitus,xarbalix
283,Laut::N,sonus,deng
284,Laut::N,sonus,hês
285,Ton::N,sonus,awaz
286,Lied::N,carmen,sitran
287,Ruhe::N,quies,rihetî
288,Leute::N,homines,xelk
289,Volk::N,populus,xelk
290,Arbeit::N,labor,xebat
291,Gast::N,hospes,mêvan
292,Gast::N,conviva,mêvan
293,Geschenk::N,munus,diyarî
294,Spiel::N,ludus,lîstik
295,Gesellschaft::N,societas,komal
296,Hilfe::N,auxilium,alîkarî
297,Hilfe::N,subsidium,alîkarî
298,Freund::N,amicus,heval
299,Kamerad::N,socius,heval
300,Angelegenheit::N,res,pirsgirêk
301,Anzahl::N,numerus,çend
302,Art::N,genus,çeh
303,Stück::N,frustum,lib
304,Stück::N,frustum,parçe
305,Stück::N,fragmentum,lib
306,Stück::N,fragmentum,parçe
307,Teil::N,pars,parçe
308,Hälfte::N,dimidium,nîvî
309,Kreis::N,orbis,çemil
310,Kreis::N,circus,çemil
311,Kreuz::N,crux,xaç
312,Linie::N,linea,xezik
313,Strich::N,lineamentum,xezik
314,Abstand::N,intervallum,dûrahî
315,Entfernung::N,spatium,dûrahî
316,Gegend::N,loca,dever
317,Gegend::N,regio,dever
318,Platz::N,locus,çih
319,Ort::N,locus,dever
320,Seite::N,latus,rûpel
321,Mitte::N,medium,nav
322,Mitte::N,medium,nabênê
323,Gegenstand::N,res,tişt
324,Sache::N,res,tişt
325,Rand::N,margo,kevî
326,Kante::N,angulus,kevî
327,Ecke::N,angulus,qunç
328,Spitze::N,cacumen,derzî
329,Ende::N,caput,talî
330,Loch::N,foramen,qul
331,Winkel::N,angulus,kurnîşk
332,Muster::N,exemplum,desen
333,Größe::N,magnitudo,mezinî
334,Länge::N,longitudo,dirêjahî
335,Höhe::N,altitudo,bilindayî
336,Gewicht::N,pondus,giranî
337,Menge::N,copia,qas
338,Haufen::N,acervus,lod
339,Reihe::N,ordo,rêz
340,Boot::N,navicula,kelek
341,Ruder::N,remus,bêrik
342,Schlitten::N,sclodia,xîjik
343,Ski::N,narta,lakan
344,Lagerfeuer::N,ignis,agir
345,Last::N,onus,bar
346,Gang::N,cursus,fîtêz
347,Schritt::N,gradus,gav
348,Norden::N,septentriones,bakur
349,Süden::N,meridies,başur
350,Westen::N,occidens,rojava
351,Osten::N,oriens,rojhilat
352,Holz::N,lignum,dep
353,Brett::N,tabula,dep
354,Platte::N,lamina,dep
355,Stütze::N,adminiculum,destek
356,Stange::N,pertica,sing
357,Stock::N,baculum,çam
358,Stab::N,scipio,qat
359,Rohr::N,tubus,borî
360,Haus::N,aedes,mal
361,Haus::N,aedes,xanî
362,Heim::N,domicilium,mal
363,Ofen::N,fornax,sobe
364,Fußboden::N,solum,binpê
365,Tisch::N,mensa,mase
366,Stuhl::N,sella,kursî
367,Wiege::N,cunae,derguş
368,Bett::N,lectus,qerewêle
369,Regal::N,foruli,rêbaz
370,Kiste::N,cista,sindoq
371,Fenster::N,fenestra,çam
372,Fenster::N,fenestra,şibeke
373,Tür::N,ianua,derî
374,Tor::N,porta,derge
375,Zaun::N,saepes,hejik
376,Dach::N,tectum,sere xanî
377,Leiter::N,scalae,pêling
378,Besen::N,scopae,melkes
379,Spaten::N,pala,mer
380,Schaufel::N,pala,bêr
381,Gabel::N,fuscinula,çetel
382,Löffel::N,coclear,kevçî
383,Messer::N,culter,kêr
384,Nagel::N,clavus,bizmar
385,Netz::N,rete,tor
386,Haken::N,hamus,çenqel
387,Griff::N,manubrium,destî
388,Schloss::N,claustra,qonax
389,Bild::N,tabula,dimen
390,Bild::N,pictura,dimen
391,Figur::N,statunculum,figûr
392,Puppe::N,pupa,bûk
393,Beutel::N,sacculus,kîsik
394,Bündel::N,fascis,pêçek
395,Tasche::N,sacculus,bêrîk
396,Eimer::N,situla,dewl
397,Deckel::N,operculum,devik
398,Geschirr::N,vasa,ferax
399,Sack::N,saccus,tûr
400,Tasse::N,pocillum,kada
401,Topf::N,olla,beroş
402,Kessel::N,aenum,şîril
403,Essen::N,cena,xwarin
404,Nahrung::N,cibus,xwarin
405,Nahrung::N,alimenta,xwarin
406,Speise::N,cibus,xwarin
407,Fleisch::N,caro,goşt
408,Getreide::N,frumentum,zad
409,Brei::N,puls,hewdêl
410,Brot::N,panis,
411,Scheibe::N,frustum,parçe
412,Fett::N,pingue,rûn
413,Butter::N,butȳrum,rûn
414,Öl::N,oleum,rûn
415,Salz::N,sal,xwe
416,Suppe::N,ius,şorbe
417,Honig::N,mel,hingiv
418,Milch::N,lac,şîr
419,Tee::N,thea,çay
420,Leder::N,corium,çerm
421,Wolle::N,lana,herî
422,Stoff::N,textum,paç
423,Nadel::N,acus,derzî
424,Faden::N,filum,ta
425,Knopf::N,bulla,bişkok
426,Knoten::N,nodus,girêk
427,Farbe::N,pigmentum,boyax
428,Kleidung::N,vestimenta,çil
429,Hemd::N,tunica,qutik
430,Hemd::N,tunica,miltan
431,Kragen::N,collare,stûvang
432,Ärmel::N,manica,hûçik
433,Hose::N,bracae,şewel
434,Gürtel::N,cingulum,qayiş
435,Mütze::N,pilleus,fîno
436,Schuh::N,calceus,şêkal
437,Stiefel::N,pero,gizme
438,Stiefel::N,pero,çizme
439,Stiefel::N,caliga,gizme
440,Stiefel::N,caliga,çizme
441,Ring::N,anulus,xelek
442,Band::N,redimiculum,band
443,Kamm::N,pecten,şeh
444,Spiegel::N,speculum,eynik
445,Riemen::N,lorum,qayiş
446,Schnur::N,linum,doxin
447,Leine::N,retinaculum,şirît
448,Decke::N,lodix,bataniye
449,Kissen::N,pulvinus,balgî
450,Tuch::N,velum,şar
451,Handtuch::N,mantele,dezmal
452,Kraft::N,vis,hêz
453,Kraft::N,vis,qewet
454,Stärke::N,robur,xurtî
455,Gesundheit::N,valetudo,nojdarî
456,Krankheit::N,morbus,nexweşî
457,Schmerz::N,dolor,êş
458,Wunde::N,vulnus,kul
459,Fieber::N,febris,ta
460,Arznei::N,remedium,derman
461,Brücke::N,pons,kopî
462,Brunnen::N,puteus,çal
463,Brunnen::N,puteus,kani
464,Weide::N,pascua,beyar
465,Pfad::N,semita,xaçirek
466,Weg::N,iter,rê
467,Straße::N,via,rê
468,Dorf::N,vicus,gund
469,Stadt::N,urbs,baçar
470,Stadt::N,oppidum,baçar
471,Brief::N,epistula,name
472,Buch::N,liber,kitêb
473,Buch::N,liber,pirtûk
474,Buchstabe::N,littera,herf
475,Zeitung::N,diurnum,rojname
476,Leben::N,vita,jiyan
477,Tod::N,mors,mirin
478,Grab::N,sepulcrum,mezel
479,Kirche::N,ecclesia,gilyas
480,Sünde::N,peccatum,guneh
481,Gott::N,deus,xwedê
482,Arbeiter::N,operarius,hîşçî
483,Chef::N,praefectus,bêg
484,Meister::N,magister,hoste
485,Arzt::N,medicus,doktor
486,Lehrer::N,magister,mamoste
487,Geld::N,aes,pere
488,Geld::N,pecunia,pere
489,Geschäft::N,negotium,firoşgeh
490,Laden::N,taberna,dikan
491,Preis::N,pretium,buha
492,Ware::N,merx,tişt
493,Nutzen::N,utilitas,fêde
494,Reichtum::N,opes,serwet
495,Reichtum::N,divitiae,serwet
496,Welt::N,mundus,dinya
497,Land::N,terra,welat
498,Staat::N,res publica,dewlet
499,König::N,rex,şah
500,König::N,rex,qral
501,Macht::N,potestas,qewet
502,Macht::N,potestas,destihilat
503,Grenze::N,limes,kevî
504,Krieg::N,bellum,çeng
505,Krieg::N,bellum,sêwaş
506,Feind::N,inimicus,dijmin
507,Gewalt::N,vis,zor
508,Kampf::N,pugna,şer
509,Bogen[Waffe]::N,arcus,kêvan
510,Pfeil::N,sagitta,çîrik
511,Gewehr::N,sclopetum,tifing
512,Fehler::N,error,şaşî
513,Lüge::N,mendacium,derew
514,Schaden::N,damnum,xisar
515,Schaden::N,detrimentum,xisar
516,Unglück::N,miseria,bêbextî
517,Unglück::N,calamitas,bêbextî
518,Schuld::N,culpa,suç
519,Alter::N,aetas,temen
520,Schluss::N,finis,girtin
521,Zeit::N,tempus,çax
522,Tag::N,dies,roj
523,Morgen::N,mane,sibeh
524,Mittag::N,meridies,nîro
525,Abend::N,vesper,êvar
526,Nacht::N,nox,şev
527,Woche::N,septimana,heftî
528,Monat::N,mensis,meh
529,Jahr::N,annus,sal
530,Frühling::N,ver,bihar
531,Sommer::N,aestas,havîn
532,Herbst::N,autumnus,payîz
533,Winter::N,hiems,zistan
534,Januar::N,Ianuarius,çile
535,Februar::N,Februarius,sibat
536,März::N,Martius,adar
537,April::N,Aprilis,nîsan
538,Mai::N,Maius,gûlan
539,Juni::N,Iunius,hezîran
540,Juli::N,Iulius,tîmeh
541,August::N,Augustus,tebax
542,September::N,September,îlon
543,Oktober::N,Octobris,çotmeh
544,November::N,Novembris,mijdar
545,Dezember::N,December,kanûn
546,Montag::N,dies lunae,duşemb
547,Dienstag::N,dies Martis ,sêşem
548,Mittwoch::N,dies Mercurii,çarşemb
549,Donnerstag::N,dies Iovis,pêşemb
550,Freitag::N,dies Veneris,în
551,Samstag::N,dies Saturni,şemî
552,Sonntag::N,dominicus,yekşemb
553,Sonntag::N,dies solis,yekşemb
554,groß::A,magnus,mezin
555,klein::A,parvus,çûçik
556,lang::A,longus,dirêj
557,kurz::A,brevis,kin
558,breit::A,latus,fireh
559,schmal::A,angustus,tenik
560,dicht::A,densus,gir
561,dick[Gegenstand]::A,crassus,şîşman
562,dünn::A,tenuis,zirav
563,fein::A,subtilis,tenik
564,fest::A,solidus,saxlem
565,fest::A,stabilis,saxlem
566,flach::A,planus,pahn
567,glatt::A,levis,dûz
568,glatt::A,levis,şayîk
569,hart::A,durus,hişk
570,weich::A,mollis,nerm
571,rund::A,rotundus,gilover
572,spitz::A,acutus,pîj
573,scharf::A,acer,tûj
574,stumpf::A,hebes,ne tûj
575,schwer::A,gravis,giran
576,schön::A,pulcher,xweş
577,schön::A,pulcher,xweşik
578,schön::A,formosus,xweş
579,schön::A,formosus,xweşik
580,heiß::A,fervidus,kelandî
581,warm::A,calidus,germ
582,kalt::A,frigidus,sar
583,kühl::A,frigidus,jemîrî
584,frisch::A,recens,ter
585,feucht::A,umidus,şil
586,nass::A,madidus,şilek
587,trocken::A,aridus,zuwa
588,voll::A,plenus,tijî
589,leer::A,vacuus,vala
590,offen::A,apertus,vekirî
591,geschlossen::A,clausus,asê
592,sauber::A,lautus,pakij
593,schmutzig::A,sordidus,lewitî
594,roh::A,crudus,xav
595,reif::A,maturus,gihaştî
596,lecker::A,delicatus,xweş
597,süß::A,dulcis,şîrîn
598,bitter::A,amarus,tahl
599,bitter::A,acerbus,tahl
600,sauer::A,acidus,tirş
601,hell::A,clarus,ronî
602,dunkel::A,obscurus,tarî
603,schwarz::A,niger,reş
604,weiß::A,albus,sipî
605,rot::A,ruber,sor
606,gelb::A,flavus,zer
607,blau::A,caeruleus,şîn
608,grün::A,viridis,şîn
609,grau::A,canus,gewr
610,bunt::A,varius,rengîn
611,billig::A,vilis,erzan
612,teuer::A,carus,biha
613,wertvoll::A,pretiosus,hêja
614,wertvoll::A,pretiosus,giranbiha
615,blind::A,caecus,kor
616,taub::A,surdus,kerr
617,kräftig::A,robustus,gir
618,kräftig::A,robustus,xurt
619,stark::A,firmus,xurt
620,stark::A,validus,xurt
621,schwach::A,debilis,kesad
622,schwach::A,infirmus,kesad
623,fett::A,crassus,qelew
624,schlank::A,procerus,zirav
625,hübsch::A,pulcher,xweşik
626,böse::A,improbus,xerab
627,böse::A,improbus,aciz
628,dumm::A,stultus,gêj
629,dumm::A,stupidus,gêj
630,faul::A,piger,têmbêl
631,fleißig::A,sedulus,jêhatî
632,geizig::A,avarus,destgirtî
633,klug::A,prudens,baqil
634,geschickt::A,sollers,zîrek
635,geschickt::A,sollers,ziring
636,lieb::A,carus,delal
637,lustig::A,iocosus,kêfxweş
638,sanft::A,clemens,nazenîn
639,hungrig::A,impastus,birçî
640,krank::A,aeger,nexweş
641,nackt::A,nudus,rût
642,nackt::A,nudus,tazî
643,traurig::A,maestus,xemgîn
644,lebendig::A,vivus,bisaxî
645,gut::A,bonus,baş
646,schlecht::A,malus,xerab
647,richtig::A,rectus,rast
648,richtig::A,rectus,saxlem
649,schlimm::A,malus,nebaş
650,wahr::A,verus,rast
651,alt::A,antiquus,pîr
652,alt::A,antiquus,kevn
653,neu::A,novus,nû
654,ehemalig::A,pristinus,kevnar
655,ehemalig::A,pristinus,peşidar
656,alt[Lebewesen]::A,vetus,pîr
657,jung::A,iuvenis,xort
658,arm::A,pauper,feqîr
659,arm::A,pauper,desteng
660,reich::A,dives,dewlemend
661,bekannt::A,notus,naskirî
662,berühmt::A,celeber,navdar
663,berühmt::A,illustris,navdar
664,fremd::A,peregrinus,xerîb
665,verschieden::A,varius,çîhê
666,nah::A,propinquus,nêzîk
667,fern::A,longinquus,dûr
668,linker::A,sinister,çepê
669,rechter::A,dexter,rastê
670,anderer::A,alius,yê din
671,erster::A,primus,yekemîn
672,zweiter::A,secundus,duda
673,dritter::A,tertius,sisêya
674,letzter::A,ultimus,paşîn
675,allein::ADV,solum,tenê
676,auf einmal::ADV,simul,jar kê
677,zusammen::ADV,una,tev
678,zusammen::ADV,una,bi hev re
679,lange::ADV,diu,dirêj
680,plötzlich::ADV,subito,ji nişkave
681,plötzlich::ADV,repente,ji nişkave
682,sofort::ADV,statim,yekser
683,später::ADV,postea,paşiyê
684,jetzt::ADV,nunc,nuha
685,heute::ADV,hodie,îro
686,morgen::ADV,cras,sibeh
687,bald::ADV,mox,nêzîk
688,dann::ADV,deinde,paşê
689,gestern::ADV,heri,do
690,einst::ADV,olim,jar ke
691,damals::ADV,tum,hîngî
692,danach::ADV,postea,piştra
693,vorher::ADV,antea,pîşî
694,zuerst::ADV,primo,bere
695,einmal::ADV,semel,çarik
696,manchmal::ADV,interdum,çarna
697,oft::ADV,saepe,gelek çaran
698,immer::ADV,semper,daîm
699,niemals::ADV,numquam,tu çar
700,hier::ADV,hic,li vir
701,hierhin::ADV,huc,vir
702,von hier::ADV,hinc,ji vir
703,dort::ADV,ibi,li wê derê
704,dorthin::ADV,eo,wêda
705,geradeaus::ADV,recte,rastê rast
706,vorwärts::ADV,porro,ber bi pêş
707,rückwärts::ADV,retro,paşpê
708,zurück::ADV,retro,paşdo
709,zurück::ADV,retro,paşvê
710,unten::ADV,infra,jêrî
711,hinab::ADV,pessum,berjêr
712,oben::ADV,supra,banî
713,hinauf::ADV,sursum,banî
714,überall::ADV,ubique,li her derê
715,nicht::ADV,non,ne
716,nicht::ADV,non,nîn
717,nicht::ADV,non,tine
718,ein wenig::ADV,paulum,hebkî
719,kaum::ADV,vix,tema
720,kaum::ADV,vix,himangi
721,kaum::ADV,aegre,tema
722,kaum::ADV,aegre,himangi
723,sehr::ADV,valde,gelek
724,sehr::ADV,magnopere,gelek
725,so::ADV,ita,weha
726,noch::ADV,etiam,hêj
727,noch::ADV,etiam,dîsa
728,nur::ADV,solum,tenê
729,nur::ADV,solum,bes
730,nur::ADV,tantum,tenê
731,nur::ADV,tantum,bes
732,schon::ADV,iam,hew
733,wieder::ADV,rursus,jar din
734,wieder::ADV,rursus,dîsa
735,vergebens::ADV,frustra,deya çun
736,vergebens::ADV,frustra,îfleh bûn
737,vor::PRP,ante,li ber
738,hinter::PRP,post,li pişt
739,unter::PRP,sub,li bin
740,durch::PRP,per,kura
741,neben::PRP,iuxta,li ba
742,zwischen::PRP,inter,nabeyne
743,zwischen::PRP,inter,di nav...da
744,wegen::PRP,propter,ji bo
745,wegen::PRP,propter,ji ber
746,dies::PRN,hoc,ev
747,das::PRN,id,ev
748,alles::PRN,omnia,hemû
749,ich::PRN,ego,ez
750,du::PRN,tu,tu
751,er::PRN,is,wî
752,er::PRN,ille,wî
753,wir::PRN,nos,êm
754,ihr::PRN,vos,hûn
755,sie::PRN,ii,we
756,sie::PRN,illi,we
757,was::FPRN,quid,çi
758,wer::FPRN,quis,ki
759,wo::FADV,ubi,li ku dere
760,wohin::FADV,quo,li ku dere
761,wie::FADV,quomodo,çawa
762,warum::FADV,cur,çima
763,wieviel::FNUM,quantum,çend
764,eins::NUM,unus,yek
765,zwei::NUM,duo,didu
766,drei::NUM,tres,sisê
767,vier::NUM,quattuor,çar
768,fünf::NUM,quinque,penç
769,sechs::NUM,sex,şeş
770,sieben::NUM,septem,heft
771,acht::NUM,octo,heşt
772,neun::NUM,novem,neh
773,zehn::NUM,decem,deh
774,elf::NUM,undecim,yazdeh
775,zwölf::NUM,duodecim,diwazdeh
776,zwanzig::NUM,viginti,bîst
777,dreißig::NUM,triginta,sih
778,vierzig::NUM,quadraginta,çil
779,fünfzig::NUM,quinquaginta,pençi
780,sechzig::NUM,sexaginta,şêst
781,siebzig::NUM,septuaginta,heftê
782,achtzig::NUM,octoginta,heştê
783,neunzig::NUM,nonaginta,nod
784,hundert::NUM,centum,sêd
785,tausend::NUM,mille,hezar
786,und::CNJ,et,û
787,und::CNJ,-que,û
788,oder::CNJ,vel,an
789,oder::CNJ,vel,yan
790,stehen::V,stare,sekinîn
791,sitzen::V,sedere,rûniştin
792,liegen::V,iacere,paldan
793,hängen::V,pendere,darve kirin
794,werden::V,fieri,bûn
795,passieren::V,accidere,hatin holê
796,passieren::V,accidere,hatin serê kesî
797,beginnen::V,incipere,li dest pêkirin
798,enden::V,finem habere,xalas bû
799,wechseln::V,mutari,guherandin
800,wechseln::V,mutari,dêgiş kirin
801,aufgehen[Sonne]::V,oriri,hilatin
802,untergehen[Sonne]::V,occidere,çun ava
803,scheinen[Sonne]::V,lucere,şewk de
804,donnern::V,tonare,gire-gir
805,wehen::V,flare,ba le de
806,strömen::V,fluere,xwe girtin
807,fließen::V,manare,herikîn
808,sich drehen::V,torqueri,xwe zivirandin
809,schwanken::V,vacillare,hejandin
810,schwingen::V,vibrare,libakirin
811,fallen::V,cadere,ketin
812,brennen::V,ardere,şewitîn
813,rauchen::V,fumare,kişandin
814,regnen::V,pluere,bahran tê
815,gefrieren::V,congelari,qefilandin
816,tauen::V,rorare,helandin
817,schmelzen::V,liquescere,helandin
818,trocknen::V,arescere,zuwabûn
819,sieden::V,fervere,kelîn
820,faulen::V,putescere,xerabûn
821,verfaulen::V,putescere,xerabûn
822,reißen::V,scindi,jêkirin
823,versinken::V,mergi,xerq bûn
824,vergehen::V,praeterire,derbas bûn
