,Concept_ID,uk,az
344,Holz::N,дрова,taxta
345,Brett::N,дошка,taxta
346,Platte::N,плита,lövhə
347,Stütze::N,підпірка,dayaq
348,Stütze::N,підпірка,dəstək
349,Stange::N,жердина,şüvül
350,Stock::N,палиця,dəyənək
351,Stab::N,палиця,əsa
352,Stab::N,палиця,şüvül
353,Rohr::N,труба,boru
354,Rohr::N,труба,truba
355,Haus::N,дім,ev
356,Haus::N,хата,ev
357,Heim::N,житло,ev
358,Ofen::N,піч,peç
359,Ofen::N,піч,soba
360,Fußboden::N,підлога,döşəmə
361,Tisch::N,стіл,masa
362,Stuhl::N,стілець,stul
363,Wiege::N,колиска,beşik
364,Bett::N,ліжко,yataq
365,Bett::N,постіль,yataq
366,Regal::N,полиця,rəf
367,Kiste::N,ящик,yeşik
368,Kiste::N,ящик,sandıq
369,Fenster::N,вікно,pəncərə
370,Tür::N,двері,qapı
371,Tor::N,ворота,darvaza
372,Zaun::N,паркан,çəpər
373,Zaun::N,огорожа,çəpər
374,Dach::N,дах,dam
375,Leiter::N,драбина,nərdivan
376,Besen::N,мітла,süpürgə
377,Spaten::N,заступ,kürək
378,Schaufel::N,совок,kürək
379,Schaufel::N,лопата,kürək
380,Gabel::N,виделка,çəngəl
381,Löffel::N,ложка,qaşıq
382,Messer::N,ніж,bıçaq
383,Nagel::N,цвях,mıx
384,Netz::N,сіть,tor
385,Haken::N,крюк,çəngəl
386,Griff::N,ручка,qulp
387,Griff::N,ручка,tutacaq
388,Griff::N,держак,qulp
389,Griff::N,держак,tutacaq
390,Schloss::N,замок,qıfıl
391,Bild::N,картина,rəsm
392,Figur::N,фігура,şəkil
393,Figur::N,фігура,heykəl
394,Puppe::N,лялька,kukla
395,Puppe::N,лялька,gəlincik
396,Beutel::N,мішечок,kisə
397,Beutel::N,мішечок,torba
398,Beutel::N,торбинка,kisə
399,Beutel::N,торбинка,torba
400,Bündel::N,в’язка,bağlama
401,Tasche::N,сумка,çanta
402,Eimer::N,відро,vedrə
403,Eimer::N,відро,çəllək
404,Deckel::N,кришка,qapaq
405,Geschirr::N,посуд,qab-qazan
406,Sack::N,мішок,çuval
407,Tasse::N,чашка,fincan
408,Topf::N,горщик,qazan
409,Kessel::N,котел,qazan
410,Essen::N,їжа,yemək
411,Nahrung::N,харч,qida
412,Speise::N,страва,xörək
413,Fleisch::N,м’ясо,ət
414,Getreide::N,хліб,taxıl
415,Getreide::N,збіжжя,taxıl
416,Brei::N,каша,aş
417,Brei::N,каша,sıyıq
418,Brot::N,хліб,çörək
419,Scheibe::N,скибочка,dilim
420,Fett::N,жир,yağ
421,Butter::N,масло,kərə yağı
422,Öl::N,олія,yağ
423,Salz::N,сіль,duz
424,Suppe::N,суп,şorba
425,Honig::N,мед,bal
426,Milch::N,молоко,süd
427,Tee::N,чай,çay
428,Leder::N,шкіра,dəri
429,Wolle::N,шерсть,yun
430,Stoff::N,тканина,qumaş
431,Nadel::N,голка,iynə
432,Faden::N,нитка,sap
433,Knopf::N,ґудзик,düymə
434,Knoten::N,вузол,düyün
435,Farbe::N,фарба,boya
436,Kleidung::N,одяг,geyim
437,Kleidung::N,убрання,geyim
438,Hemd::N,сорочка,köynək
439,Kragen::N,комір,yaxa
440,Ärmel::N,рукав,qol
441,Hose::N,брюки,şalvar
442,Gürtel::N,пояс,kəmər
443,Mütze::N,шапка,şapka
444,Schuh::N,ботинок,tufli
445,Schuh::N,ботинок,ayaqqabı
446,Stiefel::N,чобіт,çəkmə
447,Ring::N,кільце,üzük
448,Band::N,стрічка,lent
449,Kamm::N,гребінець,daraq
450,Spiegel::N,дзеркало,güzgü
451,Riemen::N,ремінь,qayış
452,Schnur::N,вірьовка,ip
453,Leine::N,шворка,kəmsik
454,Decke::N,ковдра,ədyal
455,Decke::N,ковдра,yorğan
456,Kissen::N,подушка,yastıq
457,Tuch::N,хустка,şarf
458,Tuch::N,хустка,kaşne
459,Handtuch::N,рушник,dəsmal
460,Kraft::N,сила,güc
461,Stärke::N,сила,qüvvət
462,Gesundheit::N,здоров’я,sağlamlıq
463,Krankheit::N,хвороба,xəstəlik
464,Schmerz::N,біль,ağrı
465,Schmerz::N,біль,sancı
466,Wunde::N,рана,yara
467,Fieber::N,гарячка,isitmə
468,Fieber::N,гарячка,qızdırma
469,Arznei::N,ліки,ilaç
470,Arznei::N,ліки,dərman
471,Brücke::N,міст,körpü
472,Brunnen::N,колодязь,quyu
473,Weide::N,пасовище,otlaq
474,Pfad::N,стежка,cığır
475,Weg::N,шлях,yol
476,Weg::N,дорога,yol
477,Straße::N,вулиця,küçə
478,Dorf::N,село,kənd
479,Stadt::N,місто,şəhər
480,Brief::N,лист,məktub
481,Buch::N,книга,kitab
482,Buch::N,книжка,kitab
483,Buchstabe::N,буква,hərf
484,Buchstabe::N,літера,hərf
485,Zeitung::N,газета,qəzet
486,Leben::N,життя,həyat
487,Tod::N,смерть,ölüm
488,Grab::N,могила,qəbir
489,Kirche::N,церква,kilsə
490,Sünde::N,гріх,günah
491,Gott::N,бог,tanrı
492,Arbeiter::N,робітник,işçi
493,Chef::N,хазяїн,şef
494,Chef::N,хазяїн,rəis
495,Meister::N,умілець,usta
496,Arzt::N,лікар,həkim
497,Arzt::N,лікар,doktor
498,Lehrer::N,вчитель,müəllim
499,Geld::N,гроші,pul
500,Geschäft::N,заняття,ticarət
501,Laden::N,магазин,dükan
502,Laden::N,крамниця,dükan
503,Preis::N,ціна,qiymət
504,Ware::N,товар,mal
505,Nutzen::N,вигода,fayda
506,Nutzen::N,користь,fayda
507,Reichtum::N,багатство,zənginlik
508,Welt::N,світ,aləm
509,Welt::N,світ,dünya
510,Land::N,країна,ölkə
511,Staat::N,держава,dövlət
512,König::N,король,kral
513,König::N,король,məlik
514,Macht::N,влада,qüdrət
515,Grenze::N,кордон,hüdud
516,Grenze::N,кордон,sərhət
517,Krieg::N,війна,hərb
518,Krieg::N,війна,müharibə
519,Feind::N,ворог,düşmən
520,Gewalt::N,насильство,cəbr
521,Kampf::N,бій,savaş
522,Kampf::N,боротьба,savaş
523,Bogen[Waffe]::N,лук,yay
524,Pfeil::N,стріла,ox
525,Gewehr::N,рушниця,tüfəng
526,Gewehr::N,гвинтівка,tüfəng
527,Fehler::N,помилка,xəta
528,Lüge::N,брехня,yalan
529,Schaden::N,шкода,ziyan
530,Schaden::N,збиток,ziyan
531,Unglück::N,нещастя,bəla
532,Schuld::N,провина,təqsir
533,Alter::N,вік,yaş
534,Alter::N,літа,yaş
535,Schluss::N,кінець,son
536,Zeit::N,час,vaxt
537,Zeit::N,час,zaman
538,Tag::N,день,gün
539,Morgen::N,ранок,sabah
540,Mittag::N,південь,günorta
541,Abend::N,вечір,axşam
542,Nacht::N,ніч,gecə
543,Woche::N,тиждень,həftə
544,Monat::N,місяць,ay
545,Jahr::N,рік,il
546,Frühling::N,весна,yaz
547,Frühling::N,весна,bahar
548,Sommer::N,літо,yay
549,Herbst::N,осінь,payız
550,Winter::N,зима,qış
551,Januar::N,січень,Janvar
552,Februar::N,лютий,Fevral
553,März::N,березень,Mart
554,April::N,квітень,Aprel
555,Mai::N,травень,May
556,Juni::N,червень,İyun
557,Juli::N,липень,İyul
558,August::N,серпень,Avqust
559,September::N,вересень,Sentyabr
560,Oktober::N,жовтень,Oktyabr
561,November::N,листопад,Noyabr
562,Dezember::N,грудень,Dekabr
563,Montag::N,понеділок,bazar ertəsi
564,Dienstag::N,вівторок,çərşənbə axşamı
565,Mittwoch::N,середа,çərşənbə
566,Donnerstag::N,четвер,cüme axşamı
567,Freitag::N,п’ятниця,cüme
568,Samstag::N,субота,şənbə
569,Sonntag::N,неділя,bazar
570,groß::A,великий,böyük
571,klein::A,малий,kiçik
572,klein::A,маленький,kiçik
573,lang::A,довгий,uzun
574,kurz::A,короткий,qısa
575,breit::A,широкий,enli
576,breit::A,широкий,geniş
577,schmal::A,вузький,dar
578,dicht::A,густий,sıx
579,dick[Gegenstand]::A,товстий,qalın
580,dünn::A,тонкий,nazik
581,fein::A,дрібний,incə
582,fest::A,міцний,bərk
583,fest::A,міцний,möhkəm
584,flach::A,плоский,düz
585,glatt::A,рівний,hamar
586,glatt::A,гладенький,hamar
587,hart::A,твердий,sərt
588,weich::A,м’який,yumşaq
589,rund::A,круглий,yuvarlaq
590,spitz::A,гострокінцевий,uclu
591,spitz::A,гострокінцевий,sivri
592,scharf::A,гострий,kəskin
593,stumpf::A,тупий,küt
594,schwer::A,важкий,ağır
595,schön::A,вродливий,gözəl
596,schön::A,вродливий,gəşəng
597,heiß::A,жаркий,isti
598,heiß::A,гарячий,isti
599,warm::A,теплий,ilıq
600,kalt::A,холодний,soyuq
601,kühl::A,прохолодний,sərin
602,frisch::A,свіжий,təzə
603,feucht::A,вогкий,nəm
604,nass::A,мокрий,yaş
605,trocken::A,сухий,quru
606,voll::A,повний,dolu
607,leer::A,пустий,boş
608,offen::A,відкритий,açıq
609,geschlossen::A,закритий,qapalı
610,geschlossen::A,зачинений,qapalı
611,sauber::A,чистий,təmiz
612,sauber::A,охайний,təmiz
613,schmutzig::A,брудний,kirli
614,roh::A,сирий,çiy
615,reif::A,зрілий,yetişmiş
616,lecker::A,смачний,dadlı
617,lecker::A,смачний,ləzzətli
618,süß::A,солодкий,şirin
619,bitter::A,гіркий,acı
620,sauer::A,кислий,turş
621,hell::A,світлий,aydın
622,dunkel::A,темний,qaranlıq
623,schwarz::A,чорний,qara
624,weiß::A,сивий,ağ
625,rot::A,червоний,qırmızı
626,gelb::A,жовтий,sarı
627,blau::A,синій,göy
628,blau::A,синій,mavi
629,grün::A,зелений,yaşıl
630,grau::A,сірий,boz
631,bunt::A,барвистий,əlvan
632,bunt::A,барвистий,rəngli
633,billig::A,дешевий,ucuz
634,teuer::A,дорогий,bahalı
635,wertvoll::A,цінний,qiymətli
636,blind::A,сліпий,kor
637,taub::A,глухий,kar
638,kräftig::A,могутній,güclü
639,stark::A,сильний,qüvvətli
640,schwach::A,слабкий,zəif
641,schwach::A,слабкий,gücsüz
642,fett::A,жирний,şişman
643,fett::A,товстий,şişman
644,schlank::A,тонкий,zərif
645,schlank::A,стрункий,zərif
646,hübsch::A,чарівний,göyçək
647,böse::A,злий,fəna
648,böse::A,лихий,fəna
649,dumm::A,дурний,axmaq
650,faul::A,ледачий,tənbəl
651,fleißig::A,старанний,çalışqan
652,geizig::A,скупий,xəsis
653,klug::A,мудрий,ağıllı
654,klug::A,розумний,ağıllı
655,geschickt::A,умілий,bacarıqlı
656,lieb::A,милий,əziz
657,lieb::A,милий,sevimli
658,lustig::A,веселий,məzəli
659,lustig::A,веселий,gülməli
660,sanft::A,лагідний,mülayim
661,hungrig::A,голодний,ac
662,krank::A,слабий,xəstə
663,nackt::A,голий,çılpaq
664,traurig::A,сумний,qəmgin
665,traurig::A,сумний,kədərli
666,lebendig::A,живий,canlı
667,gut::A,добрий,yaxşı
668,schlecht::A,поганий,pis
669,schlecht::A,кепський,pis
670,richtig::A,правильний,doğru
671,schlimm::A,бридкий,fəna
672,wahr::A,справжній,gərçək
673,alt::A,старий,əski
674,alt::A,старий,köhnə
675,neu::A,новий,yeni
676,ehemalig::A,колишній,əvvəlki
677,alt[Lebewesen]::A,старий,qoca
678,jung::A,молодий,gənc
679,arm::A,бідний,kasıb
680,arm::A,бідний,yoxsul
681,reich::A,багатий,zəngin
682,bekannt::A,знайомий,tanış
683,berühmt::A,славетний,məşhur
684,fremd::A,чужий,yad
685,verschieden::A,різний,dürlü
686,nah::A,близький,yaxın
687,fern::A,далекий,uzaq
688,linker::A,лівий,sol
689,rechter::A,правий,sağ
690,anderer::A,інакший,başqa
691,erster::A,перший,birinci
692,zweiter::A,другий,ikinci
693,dritter::A,третій,üçüncü
694,letzter::A,останній,sonuncu
695,letzter::A,останній,axırıncı
696,allein::ADV,сам,tək
697,allein::ADV,сам,yalqız
698,allein::ADV,один,tək
699,allein::ADV,один,yalqız
700,auf einmal::ADV,відразу,birdən
701,zusammen::ADV,разом,birlikdə
702,zusammen::ADV,спільно,birlikdə
703,lange::ADV,довго,uzun
704,plötzlich::ADV,раптом,qəfildən
705,sofort::ADV,зараз,həmən
706,sofort::ADV,зараз,dərhal
707,später::ADV,пізніше,sonra
708,jetzt::ADV,тепер,indi
709,heute::ADV,сьогодні,bugün
710,morgen::ADV,завтра,sabah
711,bald::ADV,незабаром,yaxında
712,bald::ADV,незабаром,tezliklə
713,dann::ADV,потім,onda
714,gestern::ADV,вчора,dünən
715,einst::ADV,колись,əvvəllər
716,damals::ADV,тоді,o vaxt
717,danach::ADV,згодом,sonra
718,vorher::ADV,раніше,qabaqcadan
719,zuerst::ADV,спершу,əvvəl
720,zuerst::ADV,спочатку,əvvəl
721,einmal::ADV,один раз,bir dəfə
722,manchmal::ADV,іноді,hərdənbir
723,manchmal::ADV,інколи,hərdənbir
724,oft::ADV,часто,tez-tez
725,oft::ADV,часто,çox vaxt
726,immer::ADV,завжди,daimi
727,immer::ADV,завжди,həmişə
728,niemals::ADV,ніколи,əsla
729,niemals::ADV,ніколи,heç bir zaman
730,hier::ADV,тут,bura
731,hier::ADV,тут,burada
732,hierhin::ADV,сюди,buraya
733,von hier::ADV,звідси,buradan
734,dort::ADV,там,ora
735,dort::ADV,там,orada
736,dorthin::ADV,туди,oraya
737,geradeaus::ADV,прямо,düz
738,vorwärts::ADV,вперед,irəli
739,rückwärts::ADV,назад,geri
740,zurück::ADV,назад,geriyə
741,unten::ADV,внизу,aşağıda
742,hinab::ADV,вниз,aşağı
743,oben::ADV,вгорі,yuxarıda
744,hinauf::ADV,вгору,yuxarı
745,überall::ADV,скрізь,hər yerdə
746,nicht::ADV,не,-ma-
747,ein wenig::ADV,трохи,bir az
748,ein wenig::ADV,небагато,bir az
749,kaum::ADV,ледве,güclə
750,sehr::ADV,дуже,çox
751,so::ADV,так,belə
752,noch::ADV,ще,hələ
753,nur::ADV,лише,yalnız
754,nur::ADV,тільки,yalnız
755,schon::ADV,вже,artıq
756,wieder::ADV,знову,yenə
757,vergebens::ADV,дарма,boş yerə
758,vor::PRP,перед,önündə
759,hinter::PRP,ззаду,arxasında
760,hinter::PRP,позаду,arxasında
761,unter::PRP,під,altında
762,durch::PRP,крізь,içindən
763,neben::PRP,біля,yanında
764,zwischen::PRP,між,arasında
765,wegen::PRP,з-за,üçün
766,wegen::PRP,з-за,ötəri
767,wegen::PRP,через,üçün
768,wegen::PRP,через,ötəri
769,dies::PRN,це,bu
770,das::PRN,то,o
771,alles::PRN,все,hər şey
772,ich::PRN,я,mən
773,du::PRN,ти,sən
774,er::PRN,він,o
775,wir::PRN,ми,biz
776,ihr::PRN,ви,siz
777,sie::PRN,вони,onlar
778,was::FPRN,що,nə
779,wer::FPRN,хто,kim
780,wo::FADV,де,harada
781,wohin::FADV,куди,haraya
782,wie::FADV,як,necə
783,warum::FADV,чому,niyə
784,warum::FADV,чому,nə üçün
785,wieviel::FNUM,скільки,neçə
786,wieviel::FNUM,скільки,nə qədər
787,eins::NUM,один,bir
788,zwei::NUM,два,iki
789,drei::NUM,три,üç
790,vier::NUM,чотири,dörd
791,fünf::NUM,п’ять,beş
792,sechs::NUM,шість,altı
793,sieben::NUM,сім,yeddi
794,acht::NUM,вісім,səkkiz
795,neun::NUM,дев’ять,doqquz
796,zehn::NUM,десять,on
797,elf::NUM,одинадцять,on bir
798,zwölf::NUM,дванадцять,on iki
799,zwanzig::NUM,двадцять,iyirmi
800,dreißig::NUM,тридцять,otuz
801,vierzig::NUM,сорок,qırx
802,fünfzig::NUM,п’ятдесят,əlli
803,sechzig::NUM,шістдесят,altmış
804,siebzig::NUM,сімдесят,yetmiş
805,achtzig::NUM,вісімдесят,səksən
806,neunzig::NUM,дев’яносто,doxsan
807,hundert::NUM,сто,yüz
808,tausend::NUM,тисяча,min
809,und::CNJ,і,və
810,oder::CNJ,або,ya
811,stehen::V,стояти,durmaq
812,sitzen::V,сидіти,oturmaq
813,liegen::V,лежати,uzanmaq
814,hängen::V,висіти,asılmaq
815,werden::V,стати,olmaq
816,werden::V,робитися,olmaq
817,passieren::V,трапитися,olmaq
