,Concept_ID,ml,kl
1135,treffen::V,തമ്മിൽ കാണുക,aporappaa
1136,sich versammeln::V,സംയോജിപ്പിക്കുക,majorpoq
1137,spielen::V,കളിക്കുക,pinnguarpoq
1138,singen::V,പാടുക,erinarsorpoq
1139,tanzen::V,നൃത്തം ചെയ്യുക,qitippoq
1140,sich trennen::V,നേർപെടുത്തുക,immikkoortippaa
1141,verlassen::V,പിൻവാങ്ങുക,
1142,retten::V,രക്ഷിക്കുക,annaappaa
1143,bewachen::V,കാവൽനിൽക്കുക,
1144,schützen::V,പരിരക്ഷിക്കുക,eriagaa
1145,schützen::V,പരിരക്ഷിക്കുക,pineqartaalivaa
1146,verteidigen::V,പ്രതിരോധിക്കുക,
1147,sich schlagen::V,കലഹിക്കുക,
1148,schießen::V,വെടിവെക്കുക,aallaavaa
1149,schießen::V,വെടിവെക്കുക,piseriuppaa
1150,siegen::V,വിജയിക്കുക,
1151,ärgern::V,വിഷമിപ്പിക്കുക,ninngassarpaa
1152,ärgern::V,വിഷമിപ്പിക്കുക,ninngassaarpaa
1153,schlagen::V,അടിക്കുക,unatarpaa
1154,treten::V,തൊഴിക്കുക,tukerpoq
1155,stechen::V,കുത്തുക,iguppaa
1156,stechen::V,കുത്തുക,qasilippoq
1157,stoßen::V,തള്ളുക,ikuserpaa
1158,stoßen::V,തള്ളുക,ikusimmippaa
1159,stehlen::V,മോഷ്ടിക്കുക,tillippaa
1160,stören::V,ശല്യപ്പെടുത്തുക,akornuserpaa
1161,belästigen::V,മെനക്കെടുക,
1162,verbergen::V,മറയ്ക്കുക,anngigaa
1163,verbergen::V,ഒളിക്കുക,anngigaa
1164,täuschen::V,കബളിപ്പിക്കുക,
1165,betrügen::V,ചതിക്കുക,peqquserluttuliorfigaa
1166,töten::V,കൊല്ലുക,maappaa
1167,töten::V,കൊല്ലുക,toquppaa
1168,wohnen::V,താമസിക്കുക,najugaqarpoq
1169,arbeiten::V,ജോലിചെയ്യുക,sulivoq
1170,sammeln::V,സഞ്ചയിക്കുക,katersorpai
1171,pflücken::V,പറിച്ചെടുക്കുക,
1172,jagen::V,വേട്ടയാടുക,piniarpoq
1173,fischen::V,മീൻ പിടിക്കുക,aalisarpoq
1174,fassen::V,പിടിക്കുക,
1175,hüten::V,ചേർക്കുക,
1176,treiben::V,വാഹനം_ഓടിക്കുക,
1177,anbinden::V,കെട്ടിയിടുക,qilerut
1178,anbinden::V,കെട്ടിയിടുക,qilersorpaa
1179,anbinden::V,കെട്ടിയിടുക,ungerlatserpaa
1180,füttern::V,തീറ്റുക,nerlerpaa
1181,melken::V,പാലുകറക്കുക,
1182,hacken::V,വെട്ടിമുറിക്കുക,
1183,gießen::V,നനയ്ക്കുക,imerterpaa
1184,reifen::V,പാകമാകുക,
1185,zubereiten::V,പാചകം_ചെയ്യുക,
1186,kochen::V,വേവിക്കുക,igavoq
1187,backen::V,ബേക്ക് ചെയ്യുക,
1188,braten::V,പോരിക്കുക,siappaa
1189,umrühren::V,ഇളക്കുക,qeerlerpaa
1190,stricken::V,മെടയുക,
1191,nähen::V,തുന്നുക,
1192,färben::V,ചായം പൂശുക,misuppaa
1193,reinigen::V,വൃത്തിയാക്കുക,sanniarpaa
1194,waschen::V,കഴുകുക,asappaa
1195,abwischen::V,തുടയ്ക്കുക,saligarpaa
1196,abwischen::V,തുടയ്ക്കുക,saligartorpaa
1197,spülen::V,കഴുകുക,
1198,fegen::V,അടിച്ചുവാരുക,sanngiarpaa
1199,kehren::V,അടിച്ചുവാരുക,
1200,baden::V,നീന്തിത്തുടിക്കുക,uffarpoq
1201,sich waschen::V,കഴുകുക,uffarpoq
1202,ausziehen::V,ഇഴുക്കുക,annoraajarpaa
1203,anziehen::V,ഉടുക്കുക,ativaa
1204,anziehen::V,ഉടുക്കുക,atitippaa
1205,sich anziehen::V,ധരിച്ച നേടുകയുക,atisalersorpoq
1206,kämmen::V,മുടിചീകുക,
1207,schmücken::V,അലങ്കരിക്കുക,
1208,sagen::V,പറയുക,oqarpoq
1209,sprechen::V,സംസാരിക്കുക,oqaluttarpoq
1210,reden::V,സംസാരിക്കുക,oqaluppoq
1211,sich unterhalten::V,നർമ്മസല്ലാപം നടത്തുക,
1212,fragen::V,ചോദിക്കുക,aperaa
1213,bitten::V,അപേക്ഷിക്കുക,aperaa
1214,bitten::V,അപേക്ഷിക്കുക,qinnuigaa
1215,erzählen::V,പറയുക,oqaluttuaraa
1216,mitteilen::V,അറിയിക്കുക,oqalualaarpoq
1217,nennen::V,പേരിടുക,
1218,rufen::V,വിളിക്കുക,qaaqquaa
1219,prahlen::V,പൊങ്ങച്ചം പറയുക,oqqartuvoq
1220,prahlen::V,പൊങ്ങച്ചം പറയുക,oqallortuvoq
1221,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,ikaarpoq
1222,übersetzen::V,പരിഭാഷപ്പെടുത്തുക,nutserpaa
1223,denken::V,ചിന്തിക്കുക,isumaqarpoq
1224,glauben::V,വിശ്വസിക്കുക,upperaa
1225,glauben::V,വിശ്വസിക്കുക,isumaqarpoq
1226,bemerken::V,ശ്രദ്ധിക്കുക,
1227,erkennen::V,തിരിചറിയുക,ilisaraa
1228,begreifen::V,കൈപ്പിടിയിലാക്കുക,
1229,verstehen::V,മനസ്സിലാക്കുക,paasivaa
1230,lernen::V,പഠിക്കുക,ilinniarpoq
1231,wissen::V,അറിയുക,nalunngilaa
1232,sich erinnern an::V,ഓർമിക്കുക,eqqaavaa
1233,vergessen::V,മറക്കുക,puiorpaa
1234,messen::V,അളക്കുക,ussersarpaa
1235,zählen::V,എണ്ണിത്തിട്ടപ്പെടുത്തുക,kisitsivoq
1236,rechnen::V,ഗണിക്കുക,kisitsivoq
1237,lesen::V,വായിക്കുക,atuarpoq
1238,malen::V,ചിത്രം വരയ്ക്കുക,qalipappaa
1239,zeichnen::V,വരയ്ക്കുക,
1240,schreiben::V,എഴുതുക,allappoq
1241,besitzen::V,സ്വന്തമാക്കുക,
1242,kaufen::V,വാങ്ങുക,pisiaraa
1243,verkaufen::V,വിൽക്കുക,akigaa
1244,bezahlen::V,പരിഹാരം ചെയ്യുക,akilerpaa
1245,zahlen::V,പണം അടയ്ക്കുക,
1246,beherrschen::V,ഭരിക്കുക,inappaa
1247,ertragen::V,താങ്ങുക,ernertaaraa
