,Concept_ID,ml,kl
292,Nachricht::N,സന്ദേശം,oqaassut
293,Nachricht::N,സന്ദേശം,oqqersuut
294,Neuigkeit::N,വാർത്ത,tusarnartaq
295,Name::N,പേര്,ateq
296,Rätsel::N,പ്രഹേളിക,nalorsitsaarut
297,Rede::N,സംസാരം,oqaluuseq
298,Sprache::N,ഭാഷ,oqaatsit
299,Stimme::N,സ്വരം,erinaq
300,Stimme::N,സ്വരം,qarluuseq
301,Wort::N,വാക്ക്,oqaasii
302,Zeichen::N,സംജ്ഞ,nalunaaqqut
303,Ruf::N,വിളി,qaaqqussut
304,Lärm::N,ആരവം,perpaluk
305,Laut::N,ശബ്ദം,torsukattak
306,Ton::N,സ്വരഭേദം,erinaq
307,Lied::N,പാട്ട്,taalliaq
308,Lied::N,പാട്ട്,erinarsuut
309,Ruhe::N,നിശ്ചലത,qatsunganeq
310,Leute::N,ജനങ്ങൾ,inuiak
311,Leute::N,ജനങ്ങൾ,inuiaqatigiit
312,Volk::N,രാഷ്ടം,inuiaat
313,Arbeit::N,ജോലി,suliaq
314,Gast::N,അതിലി,qaaqqusaq
315,Geschenk::N,സമ്മാനം,pajugut
316,Spiel::N,കളി,
317,Gesellschaft::N,കൂട്ടായ്മ,
318,Hilfe::N,സഹായം,annertoqqut
319,Freund::N,സുഹൃത്ത്,tiliaq
320,Freund::N,സുഹൃത്ത്,ikinngut
321,Kamerad::N,കൂട്ടാളി,tiliaq
322,Kamerad::N,കൂട്ടാളി,ikinngut
323,Angelegenheit::N,കാര്യം,
324,Anzahl::N,എണ്ണം,
325,Art::N,തരം,ileqquuseq
326,Stück::N,കഷണം,nakkaalaniku
327,Teil::N,ഭാഗം,tassiaasat
328,Hälfte::N,പകുതി,affaq
329,Kreis::N,വൃത്തം,kaajaluinneq or kaajaluitsoq
330,Kreuz::N,കുരിശടയാളം,sanningasulik
331,Linie::N,വര,tittaq
332,Linie::N,വര,titarneq
333,Linie::N,രേഖ,tittaq
334,Linie::N,രേഖ,titarneq
335,Strich::N,പക്ഷാഘാതം,
336,Abstand::N,വിടവ്,aku
337,Abstand::N,വിടവ്,ikiaq
338,Entfernung::N,അകലം,asi
339,Gegend::N,പ്രദേശം,nuna
340,Platz::N,ഇടം,ini
341,Platz::N,ഇടം,inissaq
342,Ort::N,സ്ഥലം,sumiiffik
343,Seite::N,വശം,saneraq
344,Mitte::N,മധ്യസ്ഥാനം,qiteq
345,Gegenstand::N,സാധനം,
346,Sache::N,വസ്തു,pigisaq
347,Rand::N,തൊങ്ങൽ,sini
348,Rand::N,തൊങ്ങൽ,akerfineq
349,Kante::N,അറ്റം,akerfineq
350,Ecke::N,മൂല,teqeqqoq
351,Ecke::N,മൂല,tikeqqoq
352,Spitze::N,അഗ്രം,inngik
353,Ende::N,അവസാനം,isu
354,Loch::N,ദ്വാരം,putu
355,Winkel::N,കോൺ,teqeqqorissaat
356,Muster::N,ക്രമം,ilisserut
357,Größe::N,വലുപ്പം,angissuseq
358,Länge::N,നീളം,takissuseq
359,Höhe::N,ഉയരം,
360,Gewicht::N,കട്ടി,oqimaalutaq
361,Menge::N,അളവ്,amerlassuseq
362,Haufen::N,കൂമ്പാരം,eqimattat
363,Reihe::N,വരി,allunaasaq
364,Boot::N,ബോട്ട്,qajaq
365,Boot::N,ബോട്ട്,angallat
366,Boot::N,ബോട്ട്,umiatsiaq
367,Ruder::N,പങ്കായം,iput
368,Schlitten::N,ഉരുളില്ലാവണ്ടി,qamutit
369,Schlitten::N,ഉരുളില്ലാവണ്ടി,qimusseq
370,Ski::N,ഹിമപാദുകം,ataarut
371,Lagerfeuer::N,തീ,
372,Last::N,ഭാരം,nammagaq
373,Gang::N,നടത്തം,
374,Schritt::N,ചുവട്,allorneq
375,Norden::N,വടക്ക്,avannaq
376,Süden::N,തെക്ക്,qava
377,Süden::N,തെക്ക്,kujat
378,Süden::N,തെക്ക്,kujataa
379,Westen::N,പടിഞ്ഞാറ്,kitaa
380,Osten::N,കിഴക്ക്,kangi
381,Holz::N,തടി,qisuk
382,Brett::N,ബോർഡ്,salliligaq
383,Platte::N,തകിട്,qaateq
384,Stütze::N,താങ്ങ്,ajagutaq
385,Stütze::N,താങ്ങ്,ajaagutaq
386,Stange::N,കമ്പ്,kaaviffik
387,Stock::N,വടി,ajaappissat
388,Stab::N,കുറുവടി,ajaappissat
389,Rohr::N,കുഴൽ,sullulik
390,Haus::N,വീട്,illu
391,Heim::N,വീട്,
392,Ofen::N,സ്റ്റൌ,kissarsuut
393,Fußboden::N,തറ,nateq
394,Tisch::N,മേശ,allattarfik
395,Stuhl::N,കസേര,issiavik
396,Stuhl::N,കസേര,issiaffik
397,Wiege::N,തൊട്ടിൽ,uaasoq
398,Bett::N,കിടക്ക,nallavik
399,Regal::N,ഷെൽഫ്,ilisivik
400,Kiste::N,പെട്ടി,sakissat
401,Kiste::N,പെട്ടി,illerfiusaq
402,Fenster::N,ജനൽ,aki
403,Fenster::N,ജനൽ,igalaaq
404,Tür::N,വാതിൽ,matu
405,Tor::N,കവാടം,isaaffik
406,Zaun::N,വേലി,saputit
407,Dach::N,മേൽക്കുര,qaliaq
408,Leiter::N,ഏണി,tummeqqat
409,Leiter::N,ഏണി,majuartarfiit
410,Besen::N,ചൂല്,saligutit
411,Spaten::N,തൂമ്പ,nivaataq
412,Schaufel::N,തൂമ്പ,nivaataq
413,Gabel::N,മുൾക്കത്തി,qilluaq
414,Gabel::N,മുൾക്കത്തി,ajassaatit
415,Löffel::N,സ്പൂൺ,alussaat
416,Messer::N,കത്തി,savik
417,Nagel::N,ആണി,kukik
418,Netz::N,വല,anguffaseq
419,Haken::N,കൊളുത്ത്,nissik
420,Haken::N,കൊളുത്ത്,qarsorsaq
421,Haken::N,കൊളുത്ത്,qarsorsartoq
422,Griff::N,കൈപ്പിടി,ipi
423,Schloss::N,പൂട്ട്,illussaarsuaq
424,Bild::N,ചിത്രം,assiliaq
425,Figur::N,കണക്ക്,kisitsit
426,Puppe::N,പാവ,inuusaq
427,Beutel::N,ബാഗ്,
428,Bündel::N,കെട്ട്,qilertaq
429,Tasche::N,ബാഗ്,pooqattaq
430,Eimer::N,ബക്കറ്റ്,
431,Deckel::N,ഉറ,matu
432,Geschirr::N,പിഞ്ഞാണം,anut
433,Sack::N,ചാക്ക്,
434,Tasse::N,കപ്പ്,tiitorfik
435,Tasse::N,കപ്പ്,tiitorfiup ilorlia
436,Topf::N,പാത്രം,qoqqoq
437,Kessel::N,കെറ്റ്ല്,uunnaavik
438,Essen::N,ആഹാരസമയം,igaaq
439,Nahrung::N,ഭക്ഷണം,neqissaq
440,Speise::N,ഡിഷ്,nerisassat
441,Fleisch::N,മാംസം,neqi
442,Getreide::N,ചോളം,maannineq
443,Brei::N,കഞ്ഞി,
444,Brot::N,റോട്ടി,iffit
445,Brot::N,റോട്ടി,iffiaq
446,Scheibe::N,തുണ്ട്,igalaassiaq
447,Fett::N,കൊഴുപ്പ്,tarnutissaq
448,Fett::N,കൊഴുപ്പ്,tarnutissiaq
449,Butter::N,വെണ്ണ,punneq
450,Öl::N,എണ്ണ,uulia
451,Salz::N,ഉപ്പ്,taratsut
452,Suppe::N,സൂപ്പ്,qajoq
453,Honig::N,തേൻ,tungusunnitsuut
454,Milch::N,പാൽ,immuk
455,Tee::N,ചായ,tii
456,Tee::N,ചായ,teeq
457,Leder::N,തുകൽ,
458,Wolle::N,കമ്പിളി,nuersagassiaq
459,Stoff::N,തുണി,milliaq
460,Stoff::N,തുണി,qarlissiaq
461,Nadel::N,സൂചി,meqqut
462,Faden::N,നൂല്,ujalussiaq
463,Knopf::N,ബട്ടൺ,attat
464,Knoten::N,കുരുക്ക്,akeroq
465,Knoten::N,കുരുക്ക്,qilerneq
466,Farbe::N,പെയിൻറ്,qalipaat
467,Kleidung::N,വസ്ത്രങ്ങൾ,atisat
468,Kleidung::N,വസ്ത്രങ്ങൾ,annoraaq
469,Hemd::N,ഷർട്ട്,ilupaaq
470,Kragen::N,കുപ്പായക്കഴുത്ത്,qungasiinnaq
471,Ärmel::N,കുപ്പായക്കൈ,aaq
472,Hose::N,ട്രൌസർ,qarliit
473,Gürtel::N,ബെൽറ്റ്,qiterut
474,Gürtel::N,ബെൽറ്റ്,unngersaq
475,Mütze::N,തൊപ്പി,nasaq
476,Schuh::N,ഷൂ,skuu
477,Schuh::N,ഷൂ,ikernuk
478,Schuh::N,ഷൂ,ateraasaq
479,Stiefel::N,ബൂട്ട്,kamik
480,Ring::N,മോതിരം,assammiu
481,Band::N,റിബൺ,qilerutissiaq
482,Kamm::N,ചീപ്പ്,illaagutit
483,Kamm::N,ചീപ്പ്,illaajaatit pl.
484,Spiegel::N,കണ്ണാടി,tarrarsuut
485,Riemen::N,സ്ട്രാപ്പ്,allunaaq
486,Schnur::N,ചരട്,kujaaq
487,Schnur::N,ചരട്,allunaasaq
488,Leine::N,കെട്ടാനുള്ള തോൽവാർ,aleq
489,Decke::N,പുതപ്പ്,qipik
490,Kissen::N,തലയിണ,akit
491,Tuch::N,സ്കാർഫ്,qarlissiaq
492,Handtuch::N,തോർത്ത്,allarut
493,Handtuch::N,തോർത്ത്,allarterut
494,Kraft::N,ശക്തി,pissak
495,Stärke::N,ശക്തി,qerattarsaat
496,Gesundheit::N,ആരോഗ്യം,peqqisusseq
497,Krankheit::N,അസുഖം,nappaat
498,Schmerz::N,വേദന,anniaat
499,Wunde::N,മുറിവ്,iki
500,Fieber::N,പനി,nappaat qanimanartoq
501,Arznei::N,മരുന്ന്,imigassaq
502,Brücke::N,പാലം,ikaartarfik
503,Brunnen::N,കിണർ,tissaluttuliaq
504,Weide::N,മേച്ചൽ,masarsuk
505,Pfad::N,വഴി,aqqut
506,Weg::N,വഴി,aggerfik
507,Straße::N,റോഡ്,aqqusineq
508,Dorf::N,ഗ്രാമം,nunaqarfik
509,Stadt::N,നഗരം,illorpaat
510,Stadt::N,നഗരം,illorpalik
511,Brief::N,കത്ത്,allagarsiaq
512,Buch::N,പുസ്തകം,atuakkat
513,Buch::N,പുസ്തകം,mappersagaq
514,Buchstabe::N,അക്ഷരം,naqinneq
515,Zeitung::N,വർത്തമാനപത്രം,aviisi
516,Leben::N,ജീവൻ,inuussuseq
517,Tod::N,മരണം,toqu
518,Tod::N,മരണം,toquneq
519,Grab::N,ശവക്കുഴി,iliveq
520,Grab::N,ശവക്കുഴി,illissat
521,Kirche::N,പള്ളി,oqaluffik
522,Sünde::N,പാപം,ajorti
523,Gott::N,ദൈവം,
524,Arbeiter::N,ജോലിക്കാരൻ,sulisoq
525,Chef::N,മേധാവി,ittoqut
526,Meister::N,യജമാനൻ,naalagaq
527,Arzt::N,ഡോക്ടർ,katsorsaasoq
528,Lehrer::N,അധ്യാപകൻ,ilinniartitsisoq
529,Geld::N,പണം,aningaasat
530,Geschäft::N,ബിസിനസ്,niuertarfik
531,Laden::N,കട,niuertarfik
532,Preis::N,വില,aki
533,Ware::N,ചരക്ക്,qaliata pii
534,Ware::N,ചരക്ക്,nioqqutissaq
535,Nutzen::N,ലാഭം,iluaqut
536,Reichtum::N,ധനം,
537,Welt::N,ലോകം,nunarsuaq
538,Land::N,രാജ്യം,nuna
539,Staat::N,രാജ്യം,
540,König::N,രാജാവ്,kunngi
541,Macht::N,അധികാരം,pissaassuseq
542,Grenze::N,അതിർത്തി,killik
543,Krieg::N,യുദ്ധം,sorsunneq
544,Feind::N,ശത്രു,akeraq
545,Feind::N,ശത്രു,akerartorti
546,Feind::N,ശത്രു,qinngarsuisoq
547,Gewalt::N,അക്രമം,
548,Kampf::N,പോരാട്ടം,sorsunneq
549,Bogen[Waffe]::N,വില്ല്,
550,Pfeil::N,അമ്പ്,qalugiusaq
551,Gewehr::N,തോക്ക്,aallaat
552,Fehler::N,പിശക്,kukkuneq
553,Fehler::N,പിശക്,paarlaappaa
554,Lüge::N,കള്ളം,
555,Schaden::N,കേടുപാട്,
556,Unglück::N,ദൌർഭാഗ്യം,perluut
557,Schuld::N,തെറ്റ്,akiitsugaq
558,Schuld::N,തെറ്റ്,akiligassaq
559,Alter::N,വയസ്സ്,utoqqaq
560,Schluss::N,നിഗമനം,isu
561,Zeit::N,സമയം,ulloq
562,Zeit::N,സമയം,akuttoqatigiinneq
563,Tag::N,ദിവസം,ulloq
564,Morgen::N,പ്രഭാതം,ullaaq
565,Mittag::N,ഉച്ച,ulloqeqqa
566,Abend::N,സായാഹ്നം,unnuk
567,Nacht::N,രാത്രി,unnuaq
568,Woche::N,ആഴ്ച,sapaatip akunnera
569,Monat::N,മാസം,qaammat
570,Jahr::N,വർഷം,ukioq
571,Frühling::N,വസന്തം,upernaaq
572,Sommer::N,വേനൽ,aasaq
573,Herbst::N,ശരത്കാലം,ukiaq
574,Winter::N,ശൈത്യം,ukioq
575,Januar::N,ജനുവരി,siulleeq
576,Januar::N,ജനുവരി,qaammaliaq
577,Februar::N,ഫെബ്രുവരി,aarlaat
578,März::N,മാർച്ച്,marsi
579,März::N,മാർച്ച്,martsi
580,April::N,ഏപ്രിൾ മാസം,
581,Mai::N,മെയ് മാസം,maaji
582,Juni::N,ജൂൺ,juuni
583,Juli::N,ജൂലൈ,juuli
584,August::N,ആഗസ്റ്റ്,aggusti
585,September::N,സെപ്തംബർ,septembari
586,Oktober::N,ഒക്ടോബർ,oktobari
587,November::N,നവംബർ,novembari
588,Dezember::N,ഡിസംബർ,detsembari
589,Montag::N,തിങ്കളാഴ്ച,ataasinngortoq
590,Dienstag::N,ചൊവ്വ,marlunngorneq
591,Mittwoch::N,ബുധനാഴ്ച,pingasunngorneq
592,Donnerstag::N,വ്യാഴാഴ്ച,sisamanngorneq
593,Freitag::N,വെള്ളിയാഴ്ച,tallimanngorneq
594,Samstag::N,ശനിയാഴ്ച,arfininngorneq
595,Sonntag::N,ഞായറാഴ്ച,sapaat
596,Sonntag::N,ഞായറാഴ്ച,sapaati
597,groß::A,വലിയ,angivoq
598,klein::A,ചെറിയ,mikivoq
599,lang::A,നീണ്ട,takisooq
600,kurz::A,ഹ്രസ്വമായ,naatsoq
601,breit::A,വിശാലമായ,silippoq
602,schmal::A,ഇടുങ്ങിയ,amitsoq
603,dicht::A,നിബിഡമായ,torsusooq
604,dick[Gegenstand]::A,തടിച്ച,issuvoq
605,dick[Gegenstand]::A,തടിച്ച,issusooq
606,dünn::A,മെലിഞ്ഞ,amitsoq
607,fein::A,നേർത്ത,mamarpoq
608,fest::A,ഉറപ്പുള്ള,tangeqarpoq
609,flach::A,പരന്ന,nalimmappoq
