,Concept_ID,kk,nl
341,Anzahl::N,саны,tal
342,Anzahl::N,саны,aantal
343,Art::N,түр,slag
344,Art::N,түр,soort
345,Stück::N,тілім,stuk
346,Teil::N,үлес,deel
347,Teil::N,бөлшек,deel
348,Hälfte::N,жарты,helft
349,Kreis::N,шеңбер,kring
350,Kreis::N,шеңбер,cirkel
351,Kreuz::N,крест,kruis
352,Linie::N,сызық,lijn
353,Strich::N,сызық,haal
354,Strich::N,сызық,streep
355,Abstand::N,ара,afstand
356,Abstand::N,аралық,afstand
357,Entfernung::N,аралық,afstand
358,Gegend::N,өңір,streek
359,Platz::N,орны,ruimte
360,Ort::N,орын,oord
361,Ort::N,орын,plaats
362,Seite::N,жақ,zij
363,Seite::N,жақ,kant
364,Seite::N,жақ,zijde
365,Seite::N,бүйір,zij
366,Seite::N,бүйір,kant
367,Seite::N,бүйір,zijde
368,Mitte::N,ортасы,midden
369,Gegenstand::N,зат,voorwerp
370,Gegenstand::N,нәрсе,voorwerp
371,Sache::N,бұйым,zaak
372,Rand::N,шет,rand
373,Rand::N,шет,boord
374,Rand::N,шеті,rand
375,Rand::N,шеті,boord
376,Kante::N,қыр,kant
377,Kante::N,қыры,kant
378,Ecke::N,қыры,hoek
379,Ecke::N,бұрыш,hoek
380,Spitze::N,ұшы,punt
381,Spitze::N,ұшы,spits
382,Ende::N,аяқ,einde
383,Ende::N,аяқ,uiteinde
384,Ende::N,соңы,einde
385,Ende::N,соңы,uiteinde
386,Loch::N,тесік,gat
387,Winkel::N,мүйіс,hoek
388,Muster::N,мәнер,dessin
389,Muster::N,мәнер,patroon
390,Größe::N,ауқым,grootte
391,Größe::N,көлемдік,grootte
392,Länge::N,бой,lengte
393,Länge::N,ұзындық,lengte
394,Höhe::N,жоғарылық,hoogte
395,Höhe::N,биіктік,hoogte
396,Gewicht::N,салмақ,gewicht
397,Menge::N,мөлшер,hoeveelheid
398,Haufen::N,үйме,hoop
399,Haufen::N,үйінді,hoop
400,Reihe::N,сап,rij
401,Reihe::N,сап,reeks
402,Boot::N,қайық,boot
403,Ruder::N,ескек,roeiriem
404,Schlitten::N,шана,slee
405,Schlitten::N,шана,slede
406,Ski::N,шаңғы,ski
407,Lagerfeuer::N,алау,kampvuur
408,Last::N,ауырлық,last
409,Last::N,ауырлық,vracht
410,Last::N,ауыр зат,last
411,Last::N,ауыр зат,vracht
412,Gang::N,жүріс,wandeling
413,Schritt::N,адым,stap
414,Schritt::N,адым,schrede
415,Norden::N,солтүстік,noorden
416,Norden::N,терістік,noorden
417,Süden::N,оңтүстік,zuiden
418,Westen::N,батыс,westen
419,Osten::N,күншығыс,oosten
420,Holz::N,ағаш,hout
421,Holz::N,сүрек,hout
422,Brett::N,тақта,plank
423,Platte::N,тақта,plaat
424,Stütze::N,тіреу,stut
425,Stütze::N,тіреу,steun
426,Stange::N,қада,stang
427,Stock::N,сойыл,stok
428,Stab::N,сырық,staf
429,Rohr::N,құбыр,pijp
430,Haus::N,үй,huis
431,Heim::N,үйлі,tehuis
432,Heim::N,шаңырақ,tehuis
433,Ofen::N,ошақ,kachel
434,Ofen::N,пеш,kachel
435,Fußboden::N,еден,vloer
436,Tisch::N,үстел,tafel
437,Stuhl::N,орындық,stoel
438,Wiege::N,бесік,wieg
439,Bett::N,кереует,bed
440,Regal::N,сөре,rek
441,Kiste::N,жәшік,kist
442,Fenster::N,терезе,raam
443,Fenster::N,терезе,venster
444,Tür::N,есік,deur
445,Tor::N,дарбаза,poort
446,Zaun::N,дуал,omheining
447,Dach::N,шатыр,dak
448,Leiter::N,саты,ladder
449,Leiter::N,басқыш,ladder
450,Besen::N,сыпырғыш,bezem
451,Spaten::N,күрек,schop
452,Schaufel::N,қалақ,schep
453,Gabel::N,аша,vork
454,Gabel::N,шанышқы,vork
455,Löffel::N,қасық,lepel
456,Messer::N,пышақ,mes
457,Nagel::N,мық,spijker
458,Nagel::N,шеге,spijker
459,Netz::N,керегекөз,net
460,Haken::N,ілмек,haak
461,Griff::N,сап,handvat
462,Griff::N,тұтқа,handvat
463,Schloss::N,құлып,slot
464,Schloss::N,бекіткіш,slot
465,Bild::N,сурет,beeld
466,Figur::N,тұлға,figuur
467,Puppe::N,қуыршақ,pop
468,Beutel::N,қапшық,zak
469,Beutel::N,қапшық,buidel
470,Bündel::N,байлам,pak
471,Bündel::N,байлам,bundel
472,Tasche::N,дорба,tas
473,Eimer::N,шелек,emmer
474,Deckel::N,жапқыш,deksel
475,Geschirr::N,ыдыс,vaatwerk
476,Sack::N,қап,zak
477,Tasse::N,шыныаяқ,kop
478,Topf::N,кәстрөл,pan
479,Kessel::N,қазан,ketel
480,Essen::N,ас,eten
481,Nahrung::N,ас,voedsel
482,Nahrung::N,тамақ,voedsel
483,Speise::N,тағам,spijs
484,Fleisch::N,ет,vlees
485,Getreide::N,дәнді,graan
486,Brei::N,ботқа,pap
487,Brei::N,ботқа,brij
488,Brot::N,күлше,brood
489,Scheibe::N,тілім,plak
490,Scheibe::N,тілім,snede
491,Fett::N,май,vet
492,Butter::N,май,boter
493,Öl::N,май,olie
494,Salz::N,тұз,zout
495,Suppe::N,көже,soep
496,Honig::N,бал,honing
497,Milch::N,сүт,melk
498,Tee::N,шай,thee
499,Leder::N,көн,leer
500,Leder::N,көн,leder
501,Wolle::N,жүн,wol
502,Stoff::N,мата,stof
503,Stoff::N,кездеме,stof
504,Nadel::N,ине,naald
505,Faden::N,жіп,draad
506,Knopf::N,түйме,knoop
507,Knoten::N,түйін,knoop
508,Farbe::N,рең,verf
509,Kleidung::N,киім,kledij
510,Kleidung::N,киім,kleding
511,Hemd::N,жейде,hemd
512,Kragen::N,жаға,kraag
513,Ärmel::N,жең,mouw
514,Hose::N,шалбар,broek
515,Hose::N,шалбар,pantalon
516,Gürtel::N,белбеу,riem
517,Gürtel::N,белбеу,gordel
518,Mütze::N,қалпақ,muts
519,Schuh::N,кебіс,schoen
520,Stiefel::N,етік,laars
521,Ring::N,жүзік,ring
522,Band::N,таспа,lint
523,Kamm::N,тарақ,kam
524,Spiegel::N,айна,spiegel
525,Riemen::N,қайыс,riem
526,Schnur::N,жіп,koord
527,Leine::N,тізгін,lijn
528,Decke::N,көрпе,deken
529,Kissen::N,жастық,kussen
530,Tuch::N,орамал,doek
531,Handtuch::N,сүлгі,handdoek
532,Kraft::N,қуат,kracht
533,Kraft::N,қарқын,kracht
534,Kraft::N,әл-шама,kracht
535,Kraft::N,әл-дәрмен,kracht
536,Stärke::N,әл,sterkte
537,Stärke::N,күш,sterkte
538,Gesundheit::N,денсаулык,gezondheid
539,Krankheit::N,ауру,ziekte
540,Schmerz::N,ауру,pijn
541,Wunde::N,зақым,wond
542,Wunde::N,жарақат,wond
543,Fieber::N,безгек,koorts
544,Fieber::N,қалтырау,koorts
545,Fieber::N,қызу көтерілуі,koorts
546,Arznei::N,дәрі,medicament
547,Arznei::N,дәрі,geneesmiddel
548,Arznei::N,дәрі-дәрмек,medicament
549,Arznei::N,дәрі-дәрмек,geneesmiddel
550,Brücke::N,көпір,brug
551,Brunnen::N,құдық,put
552,Brunnen::N,құдық,bron
553,Weide::N,өріс,wei
554,Weide::N,өріс,weide
555,Weide::N,жайылым,wei
556,Weide::N,жайылым,weide
557,Pfad::N,жол,pad
558,Weg::N,жол,weg
559,Straße::N,жол,baan
560,Straße::N,жол,straat
561,Dorf::N,ауыл,dorp
562,Stadt::N,қала,stad
563,Stadt::N,шаһар,stad
564,Brief::N,хат,brief
565,Brief::N,жазу,brief
566,Buch::N,кітап,boek
567,Buchstabe::N,әріп,letter
568,Buchstabe::N,қаріп,letter
569,Zeitung::N,газет,krant
570,Zeitung::N,газет,dagblad
571,Leben::N,өмір,leven
572,Leben::N,тіршілік,leven
573,Tod::N,опат,dood
574,Grab::N,мола,graf
575,Grab::N,мазар,graf
576,Kirche::N,шіркеу,kerk
577,Sünde::N,күнә,zonde
578,Gott::N,алла,god
579,Gott::N,құдай,god
580,Gott::N,тәңірі,god
581,Gott::N,пәруардігер,god
582,Gott::N,жаратқан тәңірі,god
583,Arbeiter::N,жүмысшы,arbeider
584,Chef::N,басшы,chef
585,Chef::N,жұмыс басқарушысы,chef
586,Meister::N,шебер,meester
587,Meister::N,өнерпаз,meester
588,Arzt::N,дәрігер,arts
589,Arzt::N,дәрігер,dokter
590,Lehrer::N,мұғалім,leraar
591,Lehrer::N,мұғалім,onderwijzer
592,Geld::N,пұл,geld
593,Geschäft::N,бизнес,zaak
594,Laden::N,дүкен,winkel
595,Preis::N,ақы,prijs
596,Preis::N,құны,prijs
597,Preis::N,нарық,prijs
598,Ware::N,тауар,waar
599,Nutzen::N,пайда,nut
600,Nutzen::N,пайда,voordeel
601,Reichtum::N,бақ-дәулет,rijkdom
602,Welt::N,әлем,wereld
603,Welt::N,жиһан,wereld
604,Land::N,аймақ,land
605,Staat::N,мемлекет,staat
606,König::N,патша,koning
607,Macht::N,өкімет,macht
608,Macht::N,қожалық,macht
609,Grenze::N,шек,grens
610,Krieg::N,соғыс,oorlog
611,Feind::N,жау,vijand
612,Feind::N,дұшпан,vijand
613,Gewalt::N,зорлык,geweld
614,Gewalt::N,зорлық-зомбылык,geweld
615,Kampf::N,күрес,strijd
616,Kampf::N,күрес,gevecht
617,Kampf::N,алыспақ,strijd
618,Kampf::N,алыспақ,gevecht
619,Bogen[Waffe]::N,саржа,boog
620,Pfeil::N,жебе,pijl
621,Gewehr::N,қару,geweer
622,Fehler::N,әбес,fout
623,Fehler::N,қаталық,fout
624,Lüge::N,өтірік,leugen
625,Schaden::N,зиян,schade
626,Schaden::N,зарар,schade
627,Unglück::N,пәле,tegenspoed
628,Unglück::N,қасырет,tegenspoed
629,Unglück::N,ауыртпалық,tegenspoed
630,Schuld::N,айыптылық,schuld
631,Alter::N,жас,leeftijd
632,Alter::N,жас шамасы,leeftijd
633,Schluss::N,ада,slot
634,Schluss::N,бітуі,slot
635,Zeit::N,уақыт,tijd
636,Tag::N,күн,dag
637,Morgen::N,таң,morgen
638,Morgen::N,таң,ochtend
639,Morgen::N,таңертең,morgen
640,Morgen::N,таңертең,ochtend
641,Mittag::N,талтүс,middag
642,Abend::N,кеш,avond
643,Nacht::N,түн,nacht
644,Woche::N,апта,week
645,Monat::N,ай,maand
646,Jahr::N,жыл,jaar
647,Frühling::N,көктем,lente
648,Frühling::N,көктем,voorjaar
649,Sommer::N,жаз,zomer
650,Herbst::N,күз,herfst
651,Winter::N,қыс,winter
652,Januar::N,каңтар,januari
653,Februar::N,ақпан,februari
654,März::N,наурыз,maart
655,April::N,сәуір,april
656,Mai::N,мамыр,mei
657,Juni::N,маусым,juni
658,Juli::N,шілде,juli
659,August::N,сүмбіле,augustus
660,August::N,тамыз,augustus
661,September::N,қыркүйек,september
662,Oktober::N,ақырап,oktober
663,November::N,қараша,november
664,Dezember::N,желтоқсан,december
665,Montag::N,дүйсенбі,maandag
666,Dienstag::N,сейсенбі,dinsdag
667,Mittwoch::N,сәрсенбі,woensdag
668,Donnerstag::N,бейсенбі,donderdag
669,Freitag::N,жұма,vrijdag
670,Samstag::N,сенбі,zaterdag
671,Sonntag::N,жексембі,zondag
672,groß::A,алпамсадай,groot
673,klein::A,кішкене,klein
674,klein::A,қарғадай,klein
675,lang::A,сопақ,lang
676,lang::A,сорайған,lang
677,kurz::A,кеспелтек,kort
678,breit::A,айдынды,breed
679,schmal::A,қысық,smal
680,dicht::A,жиі,dicht
681,dick[Gegenstand]::A,шомбал,dik
682,dünn::A,жұқа,dun
683,dünn::A,жіңішке,dun
684,fein::A,қаңылтақ,fijn
685,fest::A,берік,vast
686,fest::A,мызғымас,vast
687,flach::A,жалпак,plat
688,glatt::A,типыл,glad
689,hart::A,қатты,hard
690,weich::A,жұмсақ,week
691,rund::A,домалақ,rond
692,spitz::A,үшкір,spits
693,spitz::A,үшкір,puntig
694,scharf::A,сүйрік,scherp
695,stumpf::A,доғал,stomp
696,stumpf::A,өтпейтін,stomp
697,schwer::A,салмақты,zwaar
698,schön::A,сұлу,mooi
699,schön::A,сұлу,fraai
700,heiß::A,ыссы,heet
701,warm::A,жылы,warm
702,kalt::A,аязды,koud
703,kühl::A,салқын,koel
704,frisch::A,таза,fris
705,frisch::A,жаңа,fris
706,feucht::A,нам,vochtig
707,feucht::A,дымқылды,vochtig
708,nass::A,сулы,nat
709,trocken::A,құрғақ,droog
710,voll::A,толы,vol
711,leer::A,бос,leeg
712,offen::A,ашып қойылған,open
713,geschlossen::A,жабулы,gesloten
714,sauber::A,дақсыз,net
715,sauber::A,дақсыз,schoon
716,sauber::A,мұнтаздай,net
717,sauber::A,мұнтаздай,schoon
718,schmutzig::A,айғыз,vuil
719,schmutzig::A,сатпақ,vuil
720,schmutzig::A,сатал-сатал,vuil
721,roh::A,шикі,rauw
722,reif::A,піскен,rijp
723,lecker::A,дәмді,lekker
724,süß::A,тәтті,zoet
725,bitter::A,ащы,bitter
726,sauer::A,қышқыл,zuur
727,hell::A,жарық,licht
728,hell::A,жарық,helder
729,hell::A,жарқын,licht
730,hell::A,жарқын,helder
731,dunkel::A,қараңғы,donker
732,schwarz::A,қара,zwart
733,weiß::A,ақ,wit
734,rot::A,қызыл,rood
735,gelb::A,сары,geel
736,blau::A,көк,blauw
737,grün::A,жасыл,groen
738,grau::A,бозамық,grijs
739,bunt::A,алабажак,bont
740,billig::A,арзан,goedkoop
741,teuer::A,бағалы,duur
742,wertvoll::A,құнды,kostbaar
743,wertvoll::A,құнды,waardevol
744,wertvoll::A,қымбат,kostbaar
745,wertvoll::A,қымбат,waardevol
746,blind::A,көзсіз,blind
747,blind::A,көр,blind
748,blind::A,көр_соқыр,blind
749,taub::A,керең,doof
750,taub::A,саңырау,doof
751,kräftig::A,қуатты,krachtig
752,kräftig::A,қарымды,krachtig
753,stark::A,білекті,sterk
754,schwach::A,әлсіз,zwak
755,schwach::A,күшсіз,zwak
756,schwach::A,қайратсыз,zwak
757,fett::A,семіз,vet
758,schlank::A,ашаң,slank
759,hübsch::A,ажарлы,leuk
760,hübsch::A,шырайлы,leuk
761,böse::A,өш,kwaad
762,böse::A,сұм,kwaad
763,böse::A,жауыз,kwaad
764,dumm::A,көкми,dom
765,dumm::A,ақымақ,dom
766,dumm::A,миы жоқ,dom
767,faul::A,жалқау,lui
768,faul::A,еріншек,lui
769,fleißig::A,ұқыпты,vlijtig
770,geizig::A,сараң,gierig
771,klug::A,жетік,slim
772,klug::A,жетік,schrander
773,klug::A,жетік,verstandig
774,klug::A,ақылды,slim
775,klug::A,ақылды,schrander
776,klug::A,ақылды,verstandig
777,geschickt::A,шебер,handig
778,geschickt::A,шебер,vaardig
779,lieb::A,абзал,lief
780,lieb::A,айналайын,lief
781,lustig::A,көңілді,vrolijk
782,sanft::A,жуас,zacht
783,hungrig::A,аш,hongerig
784,krank::A,кеселді,ziek
785,nackt::A,жалаңаш,naakt
786,traurig::A,қапа,treurig
787,traurig::A,қапа,bedroefd
788,lebendig::A,тірі,levend
789,lebendig::A,жанды,levend
790,gut::A,жақсы,goed
791,schlecht::A,жаман,slecht
792,richtig::A,дұрыс,juist
793,schlimm::A,жаман,erg
794,schlimm::A,жаман,kwaad
795,wahr::A,нағыз,waar
796,alt::A,ескі,oud
797,neu::A,жаңа,nieuw
798,ehemalig::A,өткен,voormalig
799,ehemalig::A,бұрынғы,voormalig
800,alt[Lebewesen]::A,кексе,oud
801,jung::A,науша,jong
802,arm::A,кедей,arm
803,arm::A,дәулетсіз,arm
804,reich::A,малды,rijk
805,bekannt::A,таныс,bekend
806,bekannt::A,көзтаныс,bekend
807,berühmt::A,атақты,beroemd
808,fremd::A,бөтен,vreemd
809,verschieden::A,түрлі,verscheiden
810,verschieden::A,түрлі,verschillend
811,nah::A,жуық,nabij
812,nah::A,жуық,nabijgelegen
813,nah::A,етене,nabij
814,nah::A,етене,nabijgelegen
815,fern::A,алыс,ver
816,fern::A,алыстағы,ver
817,linker::A,сол,linker
818,linker::A,солшыл,linker
819,rechter::A,оң,rechter
820,anderer::A,өзге,andere
821,anderer::A,былайғы,andere
