,Concept_ID,ml,hy
44,Blut::N,രക്തം,արյուն
45,Ader::N,ഞരമ്പ്,երակ
46,Sehne::N,സ്നായു,ջիղ
47,Sehne::N,സ്നായു,ձգտան
48,Knochen::N,അസ്ഥി,ոսկոր
49,Gehirn::N,തലച്ചോറ്,խելք
50,Herz::N,ഹൃദയം,սիրտ
51,Magen::N,വയർ,ստամոքս
52,Leber::N,കരൾ,լյարդ
53,Atem::N,ശ്വാസം,շունչ
54,Hunger::N,വിശപ്പ്,քաղց
55,Träne::N,കണ്ണീർ,արտասուք
56,Geschmack::N,രുചി,համ
57,Geschmack::N,രുചി,բուրմունք
58,Geruch::N,ഗന്ധം,հոտ
59,Geruch::N,ഗന്ധം,բուրում
60,Schlaf::N,ഉറകും,քուն
61,Traum::N,സ്വപ്നം,երազ
62,Himmel::N,ആകാശം,երկինք
63,Sonne::N,സൂര്യൻ,արեւ
64,Mond::N,ചന്ദ്രൻ,լուսին
65,Stern::N,നക്ഷത്രം,աստղ
66,Luft::N,കാറ്റ്,օդ
67,Wind::N,കാറ്റ്,քամի
68,Welle::N,തിരമാല,ալիք
69,Wasser::N,വെള്ളം,ջուր
70,Stein::N,ശില,քար
71,Stein::N,കല്ല്,քար
72,Boden::N,തറ,գետին
73,Boden::N,നിലം,գետին
74,Erde::N,മണ്ണ്,հող
75,Staub::N,പൊടി,փոշի
76,Rauch::N,പുക,ծուխ
77,Funke::N,തീപ്പൊരി,կայծ
78,Feuer::N,തീ,կրակ
79,Feuer::N,തീ,հրդեհ
80,Licht::N,വിളക്ക്,լույս
81,Licht::N,സൂര്യപ്രകാശം,լույս
82,Schatten::N,തണൽ,ստվեր
83,Wetter::N,കാലാവസ്ഥ,եղանակ
84,Nebel::N,മൂടൽമഞ്ഞ്,մեգ
85,Nebel::N,മൂടൽമഞ്ഞ്,մառախուղ
86,Wolke::N,മേഘം,ամպ
87,Regen::N,മഴ,անձրև
88,Schnee::N,മഞ്ഞ്,ձյուն
89,Eis::N,ഐസ്,սառույց
90,Frost::N,മൂടൽമഞ്ഞ്,սառնամանիք
91,Kälte::N,തണുപ്പ്,դող
92,Hitze::N,ചൂട്,շոգ
93,Raureif::N,കോടമഞ്ഞ്,ցօղեղեամ
94,Regenbogen::N,മഴവില്ല്,ծիածան
95,Donner::N,ഇടി,որոտ
96,Strömung::N,പ്രവാഹം,հոսանք
97,Tropfen::N,തുള്ളി,կաթիլ
98,Schaum::N,നുര,փրփուր
99,Schmutz::N,അഴുക്ക്,կեղտ
100,See::N,തടാകം,լիճ
101,Sumpf::N,ചതുപ്പുനിലം,ճահիճ
102,Moor::N,പാഴ്നിലം,ճահիճ
103,Wiese::N,പുൽത്തകിടി,մարգագետին
104,Wald::N,വനം,անտառ
105,Wald::N,കാട്,անտառ
106,Hügel::N,കുന്ന്,բլուր
107,Anhöhe::N,ഉയർന്ന ഭൂമി,բարձունք
108,Berg::N,പർവ്വതം,լեռ
109,Gipfel::N,ഉച്ചകോടി,գագաթ
110,Gipfel::N,ഉച്ചകോടി,կատար
111,Höhle::N,ഗുഹ,քարայր
112,Abhang::N,ചരിവ്,լանջ
113,Abhang::N,ചരിവ്,զառիվայր
114,Quelle::N,ഉറവിടം,աղբյուր
115,Bach::N,അരുവി,վտակ
116,Fluss::N,നദി,գետ
117,Ufer::N,തീരം,ծովափ
118,Küste::N,കടൽത്തീരം,ափ
119,Küste::N,കടൽത്തീരം,ծովափ
120,Festland::N,കര,ցամաք
121,Meer::N,കടൽ,ծով
122,Bucht::N,ഉൾക്കടല്,հաչիւն
123,Insel::N,ദ്വീപ്,վղզի
124,Blume::N,പൂവ്,ծաղիկ
125,Gras::N,പുല്ല്,խոտ
126,Wurzel::N,വേര്,արմատ
127,Baum::N,മരം,ծառ
128,Stamm::N,തായ്ത്തടി,իրան
129,Rinde::N,പട്ട,կեղեւ
130,Rinde::N,പട്ട,հաչոց
131,Ast::N,ശാഖ,ճյուղ
132,Zweig::N,ശാഖ,ճյուղ
133,Blatt::N,ഇല,տերեւ
134,Birke::N,പൂവരശ്,ցարասի
135,Kiefer[Baum]::N,പൈൻമരം,սոճի
136,Weide[Baum]::N,വില്ലോ,ուռենի
137,Tanne::N,ദേവദാരു,եղեւին
138,Horn::N,മൃഗത്തിൻറെ കൊമ്പ്,
139,Feder::N,തൂവൽ,փետուր
140,Fell::N,മൃദുരോമം,մորթի
141,Flügel::N,ചിറക്,թեւ
142,Klaue::N,നഖം,չանչ
143,Kralle::N,നഖം,ճանկ
144,Schwanz::N,വാൽ,պոչ
145,Ei::N,മുട്ട,ձու
146,Nest::N,കൂട്,բույն
147,Bau::N,മാളം,որջ
148,Bau::N,മാളം,բայոց
149,Tier::N,മൃഗം,կենդանի
150,Herde::N,കൂട്ടം,հոտ
151,Kuh::N,പശു,կով
152,Bulle::N,കാള,ցուլ
153,Pferd::N,കുതിര,ձի
154,Schaf::N,ആട്,ոչխար
155,Schwein::N,പന്നി,խոզ
156,Hund::N,നായ്,շուն
157,Katze::N,പൂച്ച,կատու
158,Bär::N,കരടി,արջ
159,Eichhörnchen::N,അണ്ണാൻ,սկյուռ
160,Elch::N,കടമാന്,հիւսիսային եղջերու
161,Fuchs::N,കുറുക്കൻ,աղվես
162,Hase::N,മുയൽ,նապաստակ
163,Maus::N,ചുണ്ടലി,մուկ
164,Wolf::N,ചെന്നായ,գայլ
165,Vogel::N,പക്ഷി,թռչուն
166,Schwarm::N,കൂട്ടം,երամ
167,Huhn::N,കോഴി,հավ
168,Hahn::N,പൂവൻകോഴി,աքաղաղ
169,Gans::N,അരയന്നം,սագ
170,Adler::N,കഴുകൻ,արծիվ
171,Ente::N,താറാവ്,բադ
172,Eule::N,മൂങ്ങ,բու
173,Kranich::N,കൊക്ക്,կռունկ
174,Krähe::N,കാക്ക,ագռավ
175,Kuckuck::N,കുയിൽ,կուկու
176,Schwan::N,അരയന്നം,կարապ
177,Fisch::N,മത്സ്യം,ձուկ
178,Barsch::N,ഒരിനം മത്സ്യം,պերկես
179,Hecht::N,ഒരു മത്സ്യം,գայլաձուկ
180,Schlange[Tier]::N,പാമ്പ്,օձ
181,Wurm::N,വിര,որդ
182,Wurm::N,വിര,ճիճու
183,Spinne::N,ചിലന്തി,սարդ
184,Ameise::N,ഉറുമ്പ്,միջյուն
185,Laus::N,പേന്,ոջիլ
186,Mücke::N,മശകം,մժղուկ
187,Fliege::N,ഈച്ച,ճանճ
188,Schmetterling::N,ചിത്രശലഭം,թիթեռ
189,Beere::N,ബെറി,հատապտուղ
190,Apfel::N,ആപ്പിൾ,խնձոր
191,Pilz::N,കൂൺ,սունկ
192,Zwiebel::N,സവാള,սոխ
193,Saat::N,വിത്ത്,սերմ
194,Korn::N,ധാന്യം,հատիկ
195,Heu::N,വയ്ക്കോൽ,խոտ
196,Schale::N,തൊലി,կեղեւ
197,Grube::N,കുഴി,փոս
198,Falle::N,കെണി,ծուղակ
199,Schlinge::N,കുടുക്ക്,խեղդան
200,Spur::N,ചുവട്,հետք
201,Asche::N,ചാരം,մոխիր
202,Dreck::N,അഴുക്ക്,աղտ
203,Eisen::N,ഇരുമ്പ്,երկաթ
204,Gold::N,സ്വർണ്ണം,ոսկի
205,Silber::N,വെള്ളി,արծաթ
206,Kohle::N,കൽക്കരി,քարածուխ
207,Glas::N,ഗ്ലാസ്,ապակի
208,Lehm::N,കളിമണ്ണ്,կավ
209,Sand::N,മണൽ,ավազ
210,Mensch::N,മനുഷ്യർ,մարդ
211,Mann::N,പുരുഷൻ,մարդ
212,Mann::N,പുരുഷൻ,տղամարդ
213,Frau::N,സ്ത്രീ,կին
214,Kind::N,കുഞ്ഞ്,զավակ
215,Junge::N,ആൺകുട്ടി,տղա
216,Mädchen::N,പെൺകുട്ടി,աղջիկ
217,Familie::N,കുടുംബം,ընտանիք
218,Großvater::N,അപ്പൂപ്പൻ,պապ
219,Großmutter::N,അമ്മുമ്മ,տատ
220,Eltern::N,മാതാപിതാക്കള്,ծնողներ
221,Vater::N,അച്ഛൻ,հայր
222,Mutter::N,അമ്മ,մայր
223,Sohn::N,മകൻ,որդի
224,Tochter::N,മകൾ,աղջիկ
225,Tochter::N,മകൾ,դուստր
226,Bruder::N,ചേട്ടൻ,եղբայր
227,Bruder::N,അനിയൻ,եղբայր
228,Schwester::N,ചേച്ചി,քույր
229,Schwester::N,അനിയത്തി,քույր
230,Onkel::N,അമ്മാവൻ,քեռի
231,Onkel::N,അമ്മാവൻ,հորեղբայր
232,Tante::N,മാമി,մորաքույր
233,Ehemann::N,ഭർത്താവ്,մարդ
234,Ehemann::N,ഭർത്താവ്,ամուսին
235,Ehefrau::N,ഭാര്യ,կին ամուսին
236,Freude::N,ആഹ്ലാദം,ուրախություն
237,Gelächter::N,ചിരിയുടെ ശബ്ദം,ծիծաղ
238,Glück::N,സന്തോഷം,երջանկություն
239,Glück::N,സന്തുഷ്ടി,երջանկություն
240,Kummer::N,ശോകം,վիշտ
241,Wunsch::N,ആഗ്രഹം,ցանկություն
242,Lust::N,ആഗ്രഹം,փափագ
243,Lust::N,ആഗ്രഹം,իղձ
244,Geist::N,ചുറുചുറുക്ക്,ոգի
245,Gedanke::N,ചിന്ത,միտք
246,Gedächtnis::N,ഓർമ്മശക്തി,հիշողություն
247,Verstand::N,മനസ്സ്,խելք
248,Sinn::N,അർത്ഥം,իմաստ
249,Grund::N,കാരണം,պատճառ
250,Wahrheit::N,സത്യം,ճշմարտություն
251,Gespräch::N,സല്ലാപം,զրույց
252,Märchen::N,യക്ഷിക്കഥ,պայիկի պատմություն
253,Erzählung::N,കഥ,պատմվածք
254,Erzählung::N,കഥ,պատմություն
255,Nachricht::N,സന്ദേശം,հաղորդագրություն
256,Neuigkeit::N,വാർത്ത,լուր
257,Neuigkeit::N,വാർത്ത,նորություն
258,Name::N,പേര്,անուն
259,Rätsel::N,പ്രഹേളിക,բարդ խնդիր
260,Rede::N,സംസാരം,ճառ
261,Rede::N,സംസാരം,ելույթ
262,Sprache::N,ഭാഷ,լեզու
263,Stimme::N,സ്വരം,ձայն
264,Wort::N,വാക്ക്,բառ
265,Zeichen::N,സംജ്ഞ,նշան
266,Ruf::N,വിളി,կոչ
267,Ruf::N,വിളി,կանչ
268,Lärm::N,ആരവം,աղմուկ
269,Laut::N,ശബ്ദം,հնչյուն
270,Laut::N,ശബ്ദം,ձայն
271,Ton::N,സ്വരഭേദം,տոն
272,Lied::N,പാട്ട്,երգ
273,Ruhe::N,നിശ്ചലത,անդորրություն
274,Leute::N,ജനങ്ങൾ,մարդիկ
275,Volk::N,രാഷ്ടം,ազգ
276,Arbeit::N,ജോലി,գործ
277,Arbeit::N,ജോലി,աշխատանք
278,Gast::N,അതിലി,հյուր
279,Geschenk::N,സമ്മാനം,նվեր
280,Spiel::N,കളി,խաղ
281,Gesellschaft::N,കൂട്ടായ്മ,ընկերություն
282,Hilfe::N,സഹായം,օգնությթուն
283,Freund::N,സുഹൃത്ത്,ընկեր
284,Freund::N,സുഹൃത്ത്,բարեկամ
285,Kamerad::N,കൂട്ടാളി,ուղեկից
286,Angelegenheit::N,കാര്യം,բան
287,Angelegenheit::N,കാര്യം,գործ
288,Anzahl::N,എണ്ണം,քանակ
289,Anzahl::N,എണ്ണം,գումար
290,Art::N,തരം,տեսակ
291,Stück::N,കഷണം,կտոր
292,Teil::N,ഭാഗം,մաս
293,Hälfte::N,പകുതി,կես
294,Kreis::N,വൃത്തം,շիջանակ
295,Kreuz::N,കുരിശടയാളം,խաչ
296,Linie::N,വര,գիծ
297,Linie::N,രേഖ,գիծ
298,Strich::N,പക്ഷാഘാതം,գիծ
299,Abstand::N,വിടവ്,անջրպետ
300,Entfernung::N,അകലം,հեռավորություն
301,Gegend::N,പ്രദേശം,շրջան
302,Platz::N,ഇടം,տարածություն
303,Ort::N,സ്ഥലം,տեղ
304,Ort::N,സ്ഥലം,վայր
305,Seite::N,വശം,կողմ
306,Mitte::N,മധ്യസ്ഥാനം,մեջտեղ
307,Gegenstand::N,സാധനം,առարկա
308,Sache::N,വസ്തു,բան
309,Rand::N,തൊങ്ങൽ,վերջք
310,Kante::N,അറ്റം,եզր
311,Ecke::N,മൂല,անկյուն
312,Spitze::N,അഗ്രം,ծայր
313,Ende::N,അവസാനം,ծայր
314,Loch::N,ദ്വാരം,անցք
315,Winkel::N,കോൺ,անկյուն
316,Muster::N,ക്രമം,օրինակ
317,Größe::N,വലുപ്പം,մեծություն
318,Länge::N,നീളം,երկարություն
319,Höhe::N,ഉയരം,բարձրություն
320,Gewicht::N,കട്ടി,կշիռ
321,Menge::N,അളവ്,քանակ
322,Haufen::N,കൂമ്പാരം,դեզ
323,Haufen::N,കൂമ്പാരം,կույտ
324,Reihe::N,വരി,շարք
325,Reihe::N,വരി,կարգ
326,Boot::N,ബോട്ട്,նավակ
327,Ruder::N,പങ്കായം,թի
328,Ruder::N,പങ്കായം,թիակ
329,Schlitten::N,ഉരുളില്ലാവണ്ടി,բալխիր
330,Ski::N,ഹിമപാദുകം,դահուկ
331,Lagerfeuer::N,തീ,բացօդեայ կրակ
332,Last::N,ഭാരം,բեռ
333,Gang::N,നടത്തം,զբոսանք
334,Schritt::N,ചുവട്,քայլ
335,Norden::N,വടക്ക്,հյուսիս
336,Süden::N,തെക്ക്,հարավ
337,Westen::N,പടിഞ്ഞാറ്,արեւմուտք
338,Osten::N,കിഴക്ക്,արեւելք
339,Holz::N,തടി,փայտ
340,Brett::N,ബോർഡ്,տախտակ
341,Platte::N,തകിട്,թիթեղ
342,Stütze::N,താങ്ങ്,նեցուկ
343,Stange::N,കമ്പ്,ձող
344,Stock::N,വടി,փայտ
345,Stab::N,കുറുവടി,ցուպ
346,Stab::N,കുറുവടി,գավազան
347,Rohr::N,കുഴൽ,խողովակ
348,Haus::N,വീട്,տուն
349,Heim::N,വീട്,տուն
350,Ofen::N,സ്റ്റൌ,վառարան
351,Fußboden::N,തറ,հատակ
352,Tisch::N,മേശ,սեղան
353,Stuhl::N,കസേര,աթոռ
354,Wiege::N,തൊട്ടിൽ,օրորոց
355,Bett::N,കിടക്ക,անկողին
356,Regal::N,ഷെൽഫ്,դարակ
357,Kiste::N,പെട്ടി,տուփ
358,Fenster::N,ജനൽ,պատուհան
359,Tür::N,വാതിൽ,դուռ
360,Tor::N,കവാടം,դարպաս
361,Zaun::N,വേലി,ցանկապատ
362,Dach::N,മേൽക്കുര,տանիք
363,Dach::N,മേൽക്കുര,կտուր
364,Leiter::N,ഏണി,սանդուղք
365,Besen::N,ചൂല്,ավել
366,Spaten::N,തൂമ്പ,բահ
367,Schaufel::N,തൂമ്പ,թի
368,Gabel::N,മുൾക്കത്തി,պատառաքաղ
369,Löffel::N,സ്പൂൺ,գդալ
370,Messer::N,കത്തി,դանակ
371,Nagel::N,ആണി,մեխ
372,Netz::N,വല,ցանց
373,Haken::N,കൊളുത്ത്,կարթ
374,Griff::N,കൈപ്പിടി,կոթ
375,Griff::N,കൈപ്പിടി,բռնակ
376,Schloss::N,പൂട്ട്,կողպեք
377,Bild::N,ചിത്രം,նկար
378,Bild::N,ചിത്രം,պատկեր
379,Figur::N,കണക്ക്,քանդակ
380,Figur::N,കണക്ക്,պատկեր
381,Puppe::N,പാവ,տիկնիկ
382,Beutel::N,ബാഗ്,տոպրակ
383,Bündel::N,കെട്ട്,կապոց
384,Tasche::N,ബാഗ്,պայուսակ
385,Eimer::N,ബക്കറ്റ്,դույլ
386,Deckel::N,ഉറ,կափարիչ
387,Geschirr::N,പിഞ്ഞാണം,ամանեղեն
388,Sack::N,ചാക്ക്,պարկ
389,Sack::N,ചാക്ക്,տոպրակ
390,Tasse::N,കപ്പ്,թաս
391,Tasse::N,കപ്പ്,գավաթ
392,Topf::N,പാത്രം,անոթ
393,Kessel::N,കെറ്റ്ല്,կաթսա
394,Essen::N,ആഹാരസമയം,կերակուր
395,Nahrung::N,ഭക്ഷണം,ուտելիք
396,Speise::N,ഡിഷ്,խորտիկ
397,Speise::N,ഡിഷ്,կերակուր
398,Fleisch::N,മാംസം,միս
399,Getreide::N,ചോളം,հացահատիկ
400,Brei::N,കഞ്ഞി,լանդակ
401,Brot::N,റോട്ടി,հաց
402,Scheibe::N,തുണ്ട്,կտոր
403,Scheibe::N,തുണ്ട്,պատառ
404,Fett::N,കൊഴുപ്പ്,ճարպ
405,Butter::N,വെണ്ണ,կարագ
406,Öl::N,എണ്ണ,ձեթ
407,Salz::N,ഉപ്പ്,աղ
408,Suppe::N,സൂപ്പ്,սուպ
409,Suppe::N,സൂപ്പ്,ապուր
410,Honig::N,തേൻ,մեղր
411,Milch::N,പാൽ,կաթ
412,Tee::N,ചായ,թեյ
413,Leder::N,തുകൽ,կաշի
414,Wolle::N,കമ്പിളി,բուրդ
415,Stoff::N,തുണി,գործվածք
416,Nadel::N,സൂചി,ասեղ
417,Faden::N,നൂല്,թել
418,Knopf::N,ബട്ടൺ,կոճակ
419,Knoten::N,കുരുക്ക്,հանգույց
420,Farbe::N,പെയിൻറ്,ներկ
421,Kleidung::N,വസ്ത്രങ്ങൾ,հագուստ
422,Hemd::N,ഷർട്ട്,վերնաշապիկ
423,Kragen::N,കുപ്പായക്കഴുത്ത്,օձիք
424,Ärmel::N,കുപ്പായക്കൈ,թեւք
425,Hose::N,ട്രൌസർ,շալվար
426,Gürtel::N,ബെൽറ്റ്,գոտի
427,Mütze::N,തൊപ്പി,կեպի
428,Schuh::N,ഷൂ,կոշիկ
429,Stiefel::N,ബൂട്ട്,երկարաճիթ կոշիկ
430,Ring::N,മോതിരം,զնգալ
431,Band::N,റിബൺ,ժապավեն
432,Kamm::N,ചീപ്പ്,սանր
433,Spiegel::N,കണ്ണാടി,հայելի
434,Riemen::N,സ്ട്രാപ്പ്,փոկ
435,Schnur::N,ചരട്,լար
436,Leine::N,കെട്ടാനുള്ള തോൽവാർ,փոկ
437,Decke::N,പുതപ്പ്,վերմակ
438,Kissen::N,തലയിണ,բարձ
439,Tuch::N,സ്കാർഫ്,թաշկինակ
440,Handtuch::N,തോർത്ത്,սրբիչ
441,Kraft::N,ശക്തി,ուժ
442,Stärke::N,ശക്തി,պնդություն
443,Stärke::N,ശക്തി,ամրություն
444,Gesundheit::N,ആരോഗ്യം,առողջություն
445,Krankheit::N,അസുഖം,ախտ
446,Krankheit::N,അസുഖം,հիվանդություն
447,Schmerz::N,വേദന,ցավ
448,Schmerz::N,വേദന,տանջանք
449,Wunde::N,മുറിവ്,վերք
450,Fieber::N,പനി,տենդ
451,Arznei::N,മരുന്ന്,դեղ
452,Brücke::N,പാലം,կամուրջ
453,Brunnen::N,കിണർ,հոր
454,Brunnen::N,കിണർ,ջրհոր
455,Weide::N,മേച്ചൽ,արոտավայր
456,Pfad::N,വഴി,արահետ
457,Weg::N,വഴി,ուղի
458,Straße::N,റോഡ്,ճանապարհ
459,Dorf::N,ഗ്രാമം,գյուղ
460,Stadt::N,നഗരം,քաղաք
461,Brief::N,കത്ത്,նամակ
462,Buch::N,പുസ്തകം,գիրք
463,Buchstabe::N,അക്ഷരം,տառ
464,Buchstabe::N,അക്ഷരം,գիր
465,Zeitung::N,വർത്തമാനപത്രം,լրագիր
466,Leben::N,ജീവൻ,կյանք
467,Tod::N,മരണം,մահ
468,Grab::N,ശവക്കുഴി,գերեզման
469,Kirche::N,പള്ളി,եկեղեցի
470,Sünde::N,പാപം,մեղք
471,Gott::N,ദൈവം,աստված
472,Arbeiter::N,ജോലിക്കാരൻ,բանվոր
473,Arbeiter::N,ജോലിക്കാരൻ,աշխատող
474,Chef::N,മേധാവി,տեր
475,Meister::N,യജമാനൻ,վարպետ
476,Arzt::N,ഡോക്ടർ,բժիշկ
477,Lehrer::N,അധ്യാപകൻ,ուսուցիչ
478,Geld::N,പണം,փող
479,Geschäft::N,ബിസിനസ്,գործ
480,Geschäft::N,ബിസിനസ്,աշխատանք
481,Laden::N,കട,կրպակ
482,Laden::N,കട,խանութ
483,Preis::N,വില,գին
484,Ware::N,ചരക്ക്,ապրանք
485,Nutzen::N,ലാഭം,օգուտ
486,Reichtum::N,ധനം,հարստություն
487,Welt::N,ലോകം,աշխարհ
488,Land::N,രാജ്യം,երկիր
489,Staat::N,രാജ്യം,պետություն
490,König::N,രാജാവ്,արքա
491,König::N,രാജാവ്,թագավոր
492,Macht::N,അധികാരം,իշխանություն
493,Grenze::N,അതിർത്തി,սահման
494,Krieg::N,യുദ്ധം,պատերազմ
495,Feind::N,ശത്രു,թշնամի
496,Gewalt::N,അക്രമം,բռնություն
497,Gewalt::N,അക്രമം,սաստկություն
498,Kampf::N,പോരാട്ടം,մարտ
499,Bogen[Waffe]::N,വില്ല്,աղեղ
500,Pfeil::N,അമ്പ്,նետ
501,Gewehr::N,തോക്ക്,հրացան
502,Fehler::N,പിശക്,սխալ
503,Lüge::N,കള്ളം,սուտ
504,Schaden::N,കേടുപാട്,վնաս
505,Unglück::N,ദൌർഭാഗ്യം,դժբախտություն
506,Schuld::N,തെറ്റ്,պակասություն
507,Alter::N,വയസ്സ്,հասակ
508,Schluss::N,നിഗമനം,վերջ
509,Schluss::N,നിഗമനം,վախճան
510,Zeit::N,സമയം,ժամանակ
511,Tag::N,ദിവസം,օր
512,Morgen::N,പ്രഭാതം,առավոտ
513,Mittag::N,ഉച്ച,կեսօր
514,Abend::N,സായാഹ്നം,երեկո
515,Nacht::N,രാത്രി,գիշեր
516,Woche::N,ആഴ്ച,շաբաթ
517,Monat::N,മാസം,ամիս
518,Jahr::N,വർഷം,տարի
519,Frühling::N,വസന്തം,գարուն
520,Sommer::N,വേനൽ,ամառ
521,Herbst::N,ശരത്കാലം,աշուն
522,Winter::N,ശൈത്യം,ձմեռ
523,Januar::N,ജനുവരി,հունվար
524,Februar::N,ഫെബ്രുവരി,փետրվար
525,März::N,മാർച്ച്,մարտ
526,April::N,ഏപ്രിൾ മാസം,ապրիլ
527,Mai::N,മെയ് മാസം,մայիս
528,Juni::N,ജൂൺ,հունիս
529,Juli::N,ജൂലൈ,հուլիս
530,August::N,ആഗസ്റ്റ്,օգոստոս
531,September::N,സെപ്തംബർ,սեպտեմբեր
532,Oktober::N,ഒക്ടോബർ,հոկտեմբեր
533,November::N,നവംബർ,նոյեմբեր
534,Dezember::N,ഡിസംബർ,դեկտեմբեր
535,Montag::N,തിങ്കളാഴ്ച,երկուշաբթի
536,Dienstag::N,ചൊവ്വ,երեքշաբթի
537,Mittwoch::N,ബുധനാഴ്ച,չորեքշաբթի
538,Donnerstag::N,വ്യാഴാഴ്ച,հինգշաբթի
539,Freitag::N,വെള്ളിയാഴ്ച,ուրբաթ
540,Samstag::N,ശനിയാഴ്ച,շաբաթ
541,Sonntag::N,ഞായറാഴ്ച,կիրակի
542,groß::A,വലിയ,մեծ
543,groß::A,വലിയ,խոշոր
544,klein::A,ചെറിയ,պստիկ
545,klein::A,ചെറിയ,փոքրիկ
546,lang::A,നീണ്ട,երկար
547,kurz::A,ഹ്രസ്വമായ,կարճ
548,breit::A,വിശാലമായ,լայն
549,schmal::A,ഇടുങ്ങിയ,նեղ
550,dicht::A,നിബിഡമായ,խիտ
551,dick[Gegenstand]::A,തടിച്ച,հաստ
552,dünn::A,മെലിഞ്ഞ,բարակ
553,fein::A,നേർത്ത,նուրբ
554,fest::A,ഉറപ്പുള്ള,ամուր
555,fest::A,ഉറപ്പുള്ള,պինդ
556,flach::A,പരന്ന,տափակ
557,glatt::A,മിനുസമുള്ള,հարթ
558,hart::A,കട്ടിയുള്ള,կարծր
559,weich::A,മൃദുവായ,մեղմ
560,weich::A,മൃദുവായ,փափուկ
561,rund::A,വട്ടത്തിലുള്ള,կլոր
562,spitz::A,മുനയുള്ള,սրածայր
563,scharf::A,മൂർച്ചയുള്ള,սուր
564,stumpf::A,തുറന്നടിക്കുന്ന,գուլ
565,schwer::A,ഭാരമുള്ള,ծանր
566,schön::A,മനോഹരമായ,սիրուն
567,schön::A,മനോഹരമായ,գեղեցիկ
568,heiß::A,ചൂടുള്ള,թեժ
569,warm::A,ചൂടുള്ള,տաք
570,warm::A,ചൂടുള്ള,ջերմ
571,kalt::A,തണുത്ത,ցուրտ
572,kühl::A,തണുപ്പുള്ള,զով
573,frisch::A,ശുദ്ധമായ,թարմ
574,feucht::A,ഈറനുള്ള,ղոնավ
575,nass::A,നനഞ്ഞ,թաց
576,trocken::A,വരണ്ട,ցամաք
577,voll::A,നിറയെ,լի
578,voll::A,നിറയെ,լիքը
579,leer::A,ഒഴിഞ്ഞ,դատարկ
580,offen::A,തുറന്ന,բաց
581,geschlossen::A,അടച്ച,գոց
582,sauber::A,വൃത്തിയുള്ള,մաքուր
583,schmutzig::A,അഴുക്കുനിറഞ്ഞ,կեղտոտ
584,roh::A,അസംസ്കൃതമായ,հում
585,reif::A,പഴുത്ത,հասած
586,reif::A,പഴുത്ത,հասուն
587,lecker::A,രുചികരമായ,համեղ
588,süß::A,മധുരമുള്ള,անուշ
589,bitter::A,കടുത്ത,կծու
590,sauer::A,പുളിപ്പുള്ള,թթու
591,sauer::A,പുളിപ്പുള്ള,թթված
592,hell::A,ജ്വലിക്കുന്ന,պայծառ
593,hell::A,ജ്വലിക്കുന്ന,խելամիտ
594,dunkel::A,ഇരുണ്ട,մութ
595,schwarz::A,കറുത്ത,սեւ
596,weiß::A,വെളുത്ത,սպիտակ
597,rot::A,ചുവന്ന,կարմիր
598,gelb::A,മഞ്ഞനിറമായ,դեղին
599,blau::A,നീലനിറമുള്ള,կապույտ
600,grün::A,പച്ചനിറമുള്ള,կանաչ
601,grau::A,ചാരനിറത്തിലുള്ള,գորշ
602,bunt::A,വർണ്ണശബളമായ,գոյնզգոյն
603,billig::A,വിലകുറഞ്ഞ,էժան
604,teuer::A,ചെലവേറിയ,թանկ
