,Concept_ID,ca,ru
130,Gras::N,herba,трава
131,Wurzel::N,rel,корень
132,Wurzel::N,arrel,корень
133,Baum::N,arbre,дерево
134,Stamm::N,tronc,ствол
135,Rinde::N,escorça,кора
136,Ast::N,branca,сук
137,Zweig::N,ram,ветвь
138,Blatt::N,fulla,лист
139,Birke::N,bedoll,береза
140,Kiefer[Baum]::N,pi,сосна
141,Weide[Baum]::N,salze,ива
142,Tanne::N,avet,ель
143,Horn::N,corn,рог
144,Horn::N,banya,рог
145,Feder::N,ploma,перо
146,Fell::N,pell,шкура
147,Flügel::N,ala,крыло
148,Klaue::N,urpa,коготь
149,Kralle::N,grapa,лапа
150,Schwanz::N,cua,хвост
151,Ei::N,ou,яйцо
152,Nest::N,niu,гнездо
153,Bau::N,cau,нора
154,Tier::N,animāl,животное
155,Herde::N,ramat,стадо
156,Kuh::N,vaca,корова
157,Bulle::N,toro,бык
158,Pferd::N,cavāll,лошадь
159,Schaf::N,be,овца
160,Schaf::N,ovella,овца
161,Schwein::N,bacó,свинья
162,Hund::N,ca,собака
163,Hund::N,gos,собака
164,Katze::N,gat,кошка
165,Bär::N,ós,медведь
166,Eichhörnchen::N,esquirol,белка
167,Elch::N,ant,лось
168,Fuchs::N,guilla,лиса
169,Hase::N,llebre,заяц
170,Maus::N,ratolí,мышь
171,Wolf::N,llop,волк
172,Vogel::N,au,птица
173,Vogel::N,ocēll,птица
174,Schwarm::N,bandada,стая
175,Huhn::N,gallina,курица
176,Hahn::N,gall,петух
177,Gans::N,oca,гусь
178,Adler::N,àguila,орел
179,Ente::N,ànec,утка
180,Eule::N,òliba,сова
181,Eule::N,mussol,сова
182,Kranich::N,grua,журавль
183,Krähe::N,cornella,ворона
184,Kuckuck::N,cucut,кукушка
185,Schwan::N,cigne,лебедь
186,Fisch::N,peix,рыба
187,Barsch::N,perca,окунь
188,Hecht::N,lluç,щука
189,Schlange[Tier]::N,serp,змея
190,Wurm::N,cuc,червяк
191,Spinne::N,aranya,паук
192,Ameise::N,formiga,муравей
193,Laus::N,poll,вошь
194,Mücke::N,mosquit,комар
195,Fliege::N,mosca,муха
196,Schmetterling::N,papallona,бабочка
197,Beere::N,baia,ягода
198,Apfel::N,poma,яблоко
199,Pilz::N,bolet,гриб
200,Zwiebel::N,ceba,луковица
201,Saat::N,sembra,семя
202,Korn::N,gra,зерно
203,Heu::N,fenc,сено
204,Schale::N,closca,шелуха
205,Grube::N,sot,яма
206,Grube::N,clot,яма
207,Falle::N,trampa,ловушка
208,Schlinge::N,baga,силок
209,Spur::N,traça,след
210,Asche::N,cendra,зола
211,Asche::N,cendra,пепел
212,Dreck::N,llot,грязь
213,Eisen::N,ferro,железо
214,Gold::N,or,золото
215,Silber::N,plata,серебро
216,Kohle::N,carbó,уголь
217,Glas::N,vidre,стекло
218,Lehm::N,fang,глина
219,Lehm::N,argila,глина
220,Sand::N,arena,песок
221,Mensch::N,humà,человек
222,Mensch::N,persona,человек
223,Mann::N,home,мужчина
224,Frau::N,dona,женщина
225,Kind::N,nen,ребенок
226,Junge::N,noi,мальчик
227,Mädchen::N,noia,девочка
228,Familie::N,família,семья
229,Großvater::N,avi,дедушка
230,Großmutter::N,àvia,бабушка
231,Eltern::N,pares,родители
232,Vater::N,pare,отец
233,Mutter::N,mare,мать
234,Sohn::N,fill,сын
235,Tochter::N,filla,дочь
236,Bruder::N,germà,брат
237,Schwester::N,germana,сестра
238,Onkel::N,oncle,дядя
239,Tante::N,tia,тетя
240,Ehemann::N,espòs,муж
241,Ehefrau::N,muller,жена
242,Freude::N,goig,радость
243,Freude::N,alegria,радость
244,Gelächter::N,riallada,смех
245,Glück::N,felicitat,счастье
246,Kummer::N,pena,горе
247,Wunsch::N,desig,желание
248,Lust::N,ganes,влечение
249,Geist::N,ment,дух
250,Geist::N,esperit,дух
251,Gedanke::N,pensament,мысль
252,Gedächtnis::N,memòria,память
253,Verstand::N,raó,ум
254,Verstand::N,seny,ум
255,Sinn::N,solta,смысл
256,Sinn::N,sentit,смысл
257,Grund::N,raó,повод
258,Grund::N,causa,повод
259,Wahrheit::N,veritāt,правда
260,Gespräch::N,conversa,беседа
261,Märchen::N,conte,сказка
262,Erzählung::N,narració,рассказ
263,Nachricht::N,missatge,сообщение
264,Neuigkeit::N,novetat,новость
265,Name::N,nom,имя
266,Rätsel::N,endevinalla,загадка
267,Rede::N,discurs,речь
268,Sprache::N,llēngua,язык
269,Stimme::N,veu,голос
270,Wort::N,mot,слово
271,Wort::N,paraula,слово
272,Zeichen::N,signe,знак
273,Zeichen::N,senyal,знак
274,Ruf::N,crida,зов
275,Lärm::N,sorōll,шум
276,Laut::N,so,звук
277,Ton::N,to,звучание
278,Lied::N,cançó,песня
279,Ruhe::N,calma,покой
280,Ruhe::N,silenci,покой
281,Leute::N,gent,люди
282,Volk::N,poble,народ
283,Arbeit::N,labor,работа
284,Arbeit::N,treball,работа
285,Gast::N,hoste,гость
286,Geschenk::N,regal,подарок
287,Geschenk::N,obsequi,подарок
288,Spiel::N,joc,игра
289,Gesellschaft::N,companyia,общество
290,Hilfe::N,ajut,помощь
291,Freund::N,amīc,друг
292,Kamerad::N,company,приятель
293,Kamerad::N,camarada,приятель
294,Angelegenheit::N,afer,дело
295,Angelegenheit::N,assumpte,дело
296,Anzahl::N,nombre,количество
297,Anzahl::N,quantitat,количество
298,Art::N,tipus,вид
299,Art::N,classe,вид
300,Stück::N,peça,кусок
301,Teil::N,part,часть
302,Hälfte::N,meitat,половина
303,Kreis::N,cercle,круг
304,Kreuz::N,creu,крест
305,Linie::N,línia,линия
306,Strich::N,traç,черта
307,Strich::N,ratlla,черта
308,Abstand::N,distància,промежуток
309,Entfernung::N,distància,расстояние
310,Gegend::N,regió,местность
311,Gegend::N,contrada,местность
312,Platz::N,cabuda,пространство
313,Ort::N,lloc,место
314,Seite::N,banda,сторона
315,Seite::N,costāt,сторона
316,Mitte::N,mig,середина
317,Mitte::N,centre,середина
318,Gegenstand::N,objecte,предмет
319,Sache::N,cosa,вещь
320,Rand::N,vora,край
321,Rand::N,marge,край
322,Kante::N,caire,ребро
323,Kante::N,cantell,ребро
324,Ecke::N,cantonada,угол
325,Spitze::N,punta,кончик
326,Ende::N,cap,конец
327,Loch::N,forāt,дыра
328,Winkel::N,racó,угол
329,Muster::N,dibuix,узор
330,Muster::N,disseny,узор
331,Größe::N,grandària,размер
332,Länge::N,longitud,длина
333,Höhe::N,altura,высота
334,Höhe::N,altitud,высота
335,Gewicht::N,pes,вес
336,Menge::N,quantitat,количество
337,Haufen::N,pila,куча
338,Reihe::N,fila,ряд
339,Boot::N,bot,лодка
340,Boot::N,barca,лодка
341,Ruder::N,rem,весло
342,Schlitten::N,trineu,сани
343,Ski::N,esquí,лыжа
344,Lagerfeuer::N,foc de campament,костер
345,Last::N,càrrega,тяжесть
346,Gang::N,marxa,ход
347,Schritt::N,pas,шаг
348,Norden::N,nord,север
349,Süden::N,sud,юг
350,Westen::N,oest,запад
351,Westen::N,occident,запад
352,Osten::N,est,восток
353,Osten::N,orient,восток
354,Holz::N,fusta,древесина
355,Brett::N,taula,доска
356,Platte::N,placa,плита
357,Stütze::N,suport,подпорка
358,Stange::N,vara,жердь
359,Stock::N,pal,палка
360,Stab::N,bastó,шест
361,Rohr::N,tub,труба
362,Haus::N,casa,дом
363,Heim::N,llar,дом
364,Ofen::N,estufa,печь
365,Fußboden::N,terra,пол
366,Tisch::N,taula,стол
367,Stuhl::N,cadira,стул
368,Wiege::N,bressol,колыбель
369,Bett::N,llit,постель
370,Regal::N,prestatgeria,полка
371,Kiste::N,caixa,ящик
372,Fenster::N,finestra,окно
373,Tür::N,porta,дверь
374,Tor::N,portal,ворота
375,Zaun::N,tanca,забор
376,Dach::N,teulada,крыша
377,Leiter::N,escala,лестница
378,Leiter::N,escala de mà,лестница
379,Besen::N,escombra,метла
380,Spaten::N,pala,лопата
381,Schaufel::N,pala,совок
382,Gabel::N,forquilla,вилка
383,Löffel::N,cullera,ложка
384,Messer::N,coltell,нож
385,Nagel::N,clau,гвоздь
386,Netz::N,filat,сеть
387,Haken::N,ganxo,крюк
388,Griff::N,puny,ручка
389,Griff::N,mànec,ручка
390,Schloss::N,pany,замок
391,Bild::N,imatge,картина
392,Figur::N,figura,фигура
393,Puppe::N,nina,кукла
394,Beutel::N,bossa,мешок
395,Bündel::N,feix,связка
396,Bündel::N,paquet,связка
397,Tasche::N,bossa,сумка
398,Eimer::N,galleda,ведро
399,Deckel::N,tapa,крышка
400,Deckel::N,tapadora,крышка
401,Geschirr::N,vaixella,посуда
402,Sack::N,sac,мешок
403,Sack::N,saca,мешок
404,Tasse::N,tassa,чашка
405,Topf::N,pot,кастрюля
406,Topf::N,olla,кастрюля
407,Kessel::N,caldera,котел
408,Essen::N,àpat,еда
409,Essen::N,menjada,еда
410,Nahrung::N,aliment,пища
411,Speise::N,plat,блюдо
412,Speise::N,plat,кушанье
413,Fleisch::N,carn,мясо
414,Getreide::N,cereals,хлеб
415,Brei::N,puré,каша
416,Brot::N,pa,хлеб
417,Scheibe::N,tall,ломоть
418,Scheibe::N,llesca,ломоть
419,Fett::N,greix,жир
420,Butter::N,mantega,масло
421,Öl::N,oli,масло
422,Salz::N,sal,соль
423,Suppe::N,sopa,суп
424,Honig::N,mel,мед
425,Milch::N,llet,молоко
426,Tee::N,te,чай
427,Leder::N,cuir,кожа
428,Wolle::N,llana,шерсть
429,Stoff::N,tela,ткань
430,Nadel::N,agulla,игла
431,Faden::N,fil,нитка
432,Knopf::N,botó,пуговица
433,Knoten::N,nus,узел
434,Farbe::N,pintura,краска
435,Kleidung::N,roba,одежда
436,Kleidung::N,vestits,одежда
437,Hemd::N,camisa,рубашка
438,Kragen::N,coll,воротник
439,Ärmel::N,màniga,рукав
440,Hose::N,pantalōns,брюки
441,Gürtel::N,cinturó,пояс
442,Mütze::N,gorra,шапка
443,Schuh::N,sabata,ботинок
444,Stiefel::N,bota,сапог
445,Ring::N,anell,кольцо
446,Band::N,veta,лента
447,Band::N,cinta,лента
448,Kamm::N,pinta,расческа
449,Spiegel::N,mirāll,зеркало
450,Riemen::N,corretja,ремень
451,Schnur::N,corda,веревка
452,Leine::N,corretja,поводок
453,Decke::N,manta,одеяло
454,Decke::N,flassada,одеяло
455,Kissen::N,coixí,подушка
456,Tuch::N,mocador,платок
457,Handtuch::N,tovallola,полотенце
458,Kraft::N,força,сила
459,Stärke::N,vigor,крепость
460,Gesundheit::N,salut,здоровье
461,Krankheit::N,malaltia,болезнь
462,Schmerz::N,dolor,боль
463,Wunde::N,ferida,рана
464,Fieber::N,febre,лихорадка
465,Fieber::N,febre,температура
466,Arznei::N,medicament,лекарство
467,Brücke::N,pont,мост
468,Brunnen::N,pou,колодец
469,Weide::N,pastura,пастбище
470,Pfad::N,senda,тропа
471,Pfad::N,sender,тропа
472,Weg::N,camí,путь
473,Weg::N,camí,дорога
474,Straße::N,carretera,улица
475,Straße::N,carretera,дорога
476,Dorf::N,poble,деревня
477,Stadt::N,ciutāt,город
478,Brief::N,carta,письмо
479,Buch::N,llibre,книга
480,Buchstabe::N,lletra,буква
481,Zeitung::N,diāri,газета
482,Leben::N,vida,жизнь
483,Tod::N,mort,смерть
484,Grab::N,tomba,могила
485,Kirche::N,església,церковь
486,Sünde::N,pecat,грех
487,Gott::N,déu,бог
488,Arbeiter::N,obrer,рабочий
489,Chef::N,cap,начальник
490,Meister::N,mestre,мастер
491,Arzt::N,metge,врач
492,Lehrer::N,mestre,учитель
493,Geld::N,dinērs,деньги
494,Geschäft::N,negoci,занятие
495,Laden::N,tenda,магазин
496,Laden::N,botiga,магазин
497,Preis::N,preu,цена
498,Ware::N,mercaderia,товар
499,Nutzen::N,profit,выгода
500,Reichtum::N,riquesa,богатство
501,Welt::N,món,мир
502,Land::N,país,страна
503,Staat::N,estat,государство
504,König::N,rei,король
505,Macht::N,poder,власть
506,Macht::N,potència,власть
507,Grenze::N,frontera,граница
508,Krieg::N,guerra,война
509,Feind::N,enemic,враг
510,Gewalt::N,violència,насилие
511,Kampf::N,lluita,борьба
512,Bogen[Waffe]::N,arc,лук
513,Pfeil::N,fletxa,стрела
514,Gewehr::N,fusell,ружье
515,Gewehr::N,escopeta,ружье
516,Fehler::N,falta,ошибка
517,Lüge::N,mentida,ложь
518,Schaden::N,dany,вред
519,Unglück::N,desgràcia,беда
520,Schuld::N,culpa,вина
521,Alter::N,edat,возраст
522,Schluss::N,fi,окончание
523,Schluss::N,final,окончание
524,Zeit::N,temps,время
525,Tag::N,dia,день
526,Morgen::N,matí,утро
527,Mittag::N,migdia,полдень
528,Abend::N,vespre,вечер
529,Nacht::N,nit,ночь
530,Woche::N,setmana,неделя
531,Monat::N,mes,месяц
532,Jahr::N,any,год
533,Frühling::N,primavera,весна
534,Sommer::N,estīu,лето
535,Herbst::N,tardor,осень
536,Winter::N,hivērn,зима
537,Januar::N,gener,январь
538,Februar::N,febrer,февраль
539,März::N,març,март
540,April::N,abril,апрель
541,Mai::N,maig,май
542,Juni::N,juny,июнь
543,Juli::N,juliol,июль
544,August::N,agost,август
545,September::N,setembre,сентябрь
546,Oktober::N,octubre,октябрь
547,November::N,novembre,ноябрь
548,Dezember::N,desembre,декабрь
549,Montag::N,dilluns,понедельник
550,Dienstag::N,dimarts,вторник
551,Mittwoch::N,dimecres,среда
552,Donnerstag::N,dijous,четверг
553,Freitag::N,divendres,пятница
554,Samstag::N,dissabte,суббота
555,Sonntag::N,diumenge,воскресенье
556,groß::A,gros,большой
557,klein::A,petīt,маленький
558,lang::A,llarg,длинный
559,kurz::A,curt,короткий
560,breit::A,ample,широкий
561,schmal::A,estret,узкий
562,dicht::A,dens,густой
563,dick[Gegenstand]::A,gruixūt,толстый
564,dünn::A,prim,тонкий
565,fein::A,fi,тонкий
566,fest::A,ferm,крепкий
567,fest::A,sòlid,крепкий
568,flach::A,pla,плоский
569,glatt::A,llis,гладкий
570,hart::A,dur,твердый
571,weich::A,tou,мягкий
572,rund::A,rodó,круглый
573,spitz::A,punxegut,остроконечный
574,scharf::A,agut,острый
575,stumpf::A,rom,тупой
576,stumpf::A,esmussat,тупой
577,schwer::A,pesāt,тяжелый
578,schön::A,bonīc,красивый
579,heiß::A,calēnt,жаркий
580,warm::A,càlid,теплый
581,kalt::A,fred,холодный
582,kühl::A,fresc,прохладный
583,frisch::A,fresc,свежий
584,feucht::A,humit,влажный
585,nass::A,mullat,мокрый
586,trocken::A,sec,сухой
587,voll::A,ple,полный
588,voll::A,ple,наполненный
589,leer::A,buit,пустой
590,offen::A,obert,открытый
591,geschlossen::A,tancat,закрытый
592,sauber::A,net,чистый
593,schmutzig::A,brut,грязный
594,roh::A,cru,сырой
595,reif::A,madur,зрелый
596,lecker::A,deliciós,вкусный
597,süß::A,dolç,сладкий
598,bitter::A,amarg,горький
599,sauer::A,agre,кислый
600,hell::A,clar,светлый
601,dunkel::A,fosc,темный
602,schwarz::A,negre,черный
603,weiß::A,blanc,белый
604,rot::A,vermēll,красный
605,gelb::A,groc,желтый
606,blau::A,blau,синий
607,grün::A,verd,зеленый
608,grau::A,gris,серый
609,bunt::A,multicolor,пестрый
610,billig::A,barat,дешевый
611,teuer::A,car,дорогой
612,wertvoll::A,preciós,ценный
613,blind::A,cec,слепой
614,taub::A,sord,глухой
615,kräftig::A,fort,могучий
616,kräftig::A,vigorós,могучий
617,stark::A,fort,сильный
618,schwach::A,feble,слабый
619,fett::A,gras,жирный
620,schlank::A,esvelt,стройный
621,hübsch::A,maco,прелестный
622,böse::A,dolent,злой
623,dumm::A,ximple,глупый
624,dumm::A,estúpid,глупый
625,faul::A,gandūl,ленивый
626,faul::A,mandrós,ленивый
627,fleißig::A,diligēnt,прилежный
628,geizig::A,avar,жадный
629,klug::A,intel·ligent,умный
630,geschickt::A,hàbil,искусный
631,lieb::A,amat,милый
632,lieb::A,estimat,милый
633,lustig::A,alegre,веселый
634,sanft::A,suau,нежный
635,hungrig::A,afamat,голодный
636,krank::A,malālt,больной
637,nackt::A,nu,голый
638,traurig::A,trist,грустный
639,lebendig::A,viu,живой
640,gut::A,bo,хороший
641,schlecht::A,dolēnt,плохой
642,richtig::A,just,правильный
643,richtig::A,correcte,правильный
644,schlimm::A,greu,отвратительный
645,schlimm::A,greu,мерзкий
646,wahr::A,vertader,настоящий
647,wahr::A,veritable,настоящий
648,alt::A,vell,старый
649,neu::A,nou,новый
650,ehemalig::A,antic,бывший
651,alt[Lebewesen]::A,vell,пожилой
652,jung::A,jove,молодой
653,arm::A,pobre,бедный
654,reich::A,ric,богатый
655,bekannt::A,conegut,знакомый
656,berühmt::A,famós,знаменитый
657,fremd::A,estrany,чужой
658,verschieden::A,diferent,разный
659,nah::A,pròxim,близкий
660,fern::A,llunyà,далекий
661,fern::A,distant,далекий
662,linker::A,esquerre,левый
663,rechter::A,dret,правый
664,anderer::A,altre,другой
665,erster::A,primer,первый
666,zweiter::A,segon,второй
667,dritter::A,tercer,третий
668,letzter::A,últim,последний
669,allein::ADV,sol,один
670,auf einmal::ADV,d'una vegada,сразу
671,zusammen::ADV,junt,вместе
672,lange::ADV,molt de temps,долго
673,plötzlich::ADV,de cop,вдруг
674,plötzlich::ADV,de sobte,вдруг
675,sofort::ADV,de seguida,тотчас
676,später::ADV,més tard,позже
677,jetzt::ADV,ara,сейчас
678,heute::ADV,avūi,сегодня
679,morgen::ADV,demà,завтра
680,bald::ADV,aviāt,скоро
681,dann::ADV,després,потом
682,gestern::ADV,ahir,вчера
683,einst::ADV,anteriorment,однажды
684,damals::ADV,llavōrs,тогда
685,damals::ADV,aleshores,тогда
686,danach::ADV,després,затем
687,vorher::ADV,abāns,раньше
688,zuerst::ADV,primer,сперва
689,einmal::ADV,una vegada,раз
690,manchmal::ADV,de vegades,иногда
691,oft::ADV,sovint,часто
692,immer::ADV,sempre,всегда
693,niemals::ADV,no ... mai,никогда
694,hier::ADV,aquí,здесь
695,hierhin::ADV,per aquí,сюда
696,von hier::ADV,des d'aquí,отсюда
697,dort::ADV,allí,там
698,dorthin::ADV,hi,туда
699,geradeaus::ADV,tot dret,прямо
700,vorwärts::ADV,endavānt,вперед
701,rückwärts::ADV,endarrera,назад
702,zurück::ADV,darrere,обратно
703,unten::ADV,a baix,внизу
704,hinab::ADV,cap avall,вниз
705,oben::ADV,dalt,наверху
706,hinauf::ADV,cap amunt,вверх
707,überall::ADV,pertot,везде
708,überall::ADV,per tot arreu,везде
709,nicht::ADV,no,не
710,ein wenig::ADV,una mica,немного
711,kaum::ADV,a penes,едва
712,sehr::ADV,molt,очень
713,so::ADV,així,так
714,noch::ADV,encara,еще
715,nur::ADV,només,только
716,schon::ADV,ja,уже
717,wieder::ADV,de nou,опять
718,vergebens::ADV,en va,напрасно
719,vor::PRP,davānt,перед
720,vor::PRP,enfront de,перед
721,hinter::PRP,darrera,за
722,hinter::PRP,darrera,позади
723,unter::PRP,sota,под
724,durch::PRP,per,сквозь
725,neben::PRP,al costāt de,возле
726,zwischen::PRP,entre,между
727,wegen::PRP,a causa de,из-за
728,dies::PRN,aquest,это
729,das::PRN,això,то
730,alles::PRN,tot,все
731,ich::PRN,jo,я
732,du::PRN,tu,ты
733,er::PRN,ell,он
734,wir::PRN,nosaltres,мы
735,ihr::PRN,vosaltres,вы
736,sie::PRN,ells,они
737,sie::PRN,elles,они
738,was::FPRN,què,что
739,wer::FPRN,qui,кто
740,wo::FADV,on,где
741,wohin::FADV,cap a on,куда
742,wie::FADV,com,как
743,warum::FADV,per què,почему
744,wieviel::FNUM,quant,сколько
745,eins::NUM,u,один
746,zwei::NUM,dos,два
747,drei::NUM,tres,три
748,vier::NUM,quatre,четыре
749,fünf::NUM,cinc,пять
750,sechs::NUM,sis,шесть
751,sieben::NUM,set,семь
752,acht::NUM,vuit,восемь
753,neun::NUM,nou,девять
754,zehn::NUM,deu,десять
755,elf::NUM,onze,одиннадцать
756,zwölf::NUM,dotze,двенадцать
757,zwanzig::NUM,vint,двадцать
758,dreißig::NUM,trenta,тридцать
759,vierzig::NUM,quaranta,сорок
760,fünfzig::NUM,cinquanta,пятьдесят
761,sechzig::NUM,seixanta,шестьдесят
762,siebzig::NUM,setanta,семьдесят
763,achtzig::NUM,vuitanta,восемьдесят
764,neunzig::NUM,noranta,девяносто
765,hundert::NUM,cent,сто
766,tausend::NUM,mil,тысяча
767,und::CNJ,i,и
768,oder::CNJ,o,или
769,oder::CNJ,o,либо
770,stehen::V,estar de peu,стоять
771,sitzen::V,seure,сидеть
772,liegen::V,jeure,лежать
773,hängen::V,penjar,висеть
774,werden::V,fer-se,стать
775,werden::V,posar-se,стать
776,passieren::V,succeir,случиться
777,beginnen::V,iniciar-se,начаться
778,enden::V,acabar-se,кончиться
779,enden::V,terminar-se,кончиться
780,wechseln::V,canviar,меняться
781,aufgehen[Sonne]::V,sortir,взойти
782,untergehen[Sonne]::V,posar-se,зайти
783,scheinen[Sonne]::V,brillar,светить
784,donnern::V,tronar,греметь
785,wehen::V,bufar,дуть
786,strömen::V,afluir,литься
787,fließen::V,fluir,течь
788,sich drehen::V,girar,вращаться
789,schwanken::V,vacil·lar,колебаться
790,schwingen::V,oscil·lar,качаться
791,fallen::V,caure,падать
792,fallen::V,tombar,падать
793,brennen::V,cremar,гореть
794,rauchen::V,fumejar,дымить
795,regnen::V,ploure,дождить
796,gefrieren::V,gelar-se,замерзнуть
797,tauen::V,fondre's,таять
798,schmelzen::V,fondre's,плавиться
799,trocknen::V,assecar-se,сохнуть
800,sieden::V,bullir,кипеть
801,faulen::V,podrir-se,гнить
802,verfaulen::V,podrir-se,сгнить
803,reißen::V,trencar-se,рваться
804,versinken::V,enfonsar-se,тонуть
805,vergehen::V,passar,проходить
806,erscheinen::V,aparèixer,появиться
807,verschwinden::V,desaparèixer,исчезнуть
808,sinken::V,baixar,спадать
809,sinken::V,descendir,спадать
810,abnehmen::V,decréixer,уменьшиться
811,zunehmen::V,augmentar,увеличиваться
812,steigen::V,pujar,подниматься
813,wachsen::V,créixer,расти
814,glänzen::V,brillar,блестеть
815,glänzen::V,resplendir,блестеть
816,funkeln::V,espurnejar,сверкать
817,lärmen::V,fer soroll,шуметь
818,läuten::V,sonar,звонить
819,klingeln::V,trucar,звонить
820,klirren::V,dringar,звякать
821,brausen::V,rugir,бушевать
822,rauschen::V,murmurar,шелестеть
823,klingen::V,sonar,звучать
824,bellen::V,lladrar,лаять
825,heulen::V,udolar,выть
826,blasen::V,bufar,дунуть
827,pfeifen::V,xiular,свистеть
828,schreien::V,cridar,кричать
829,stöhnen::V,gemegar,стонать
830,zittern::V,tremolar,дрожать
831,leben::V,vīure,жить
832,geboren werden::V,néixer,родиться
833,atmen::V,respirar,дышать
834,trinken::V,beure,пить
835,essen::V,menjar,есть
836,essen::V,menjar,кушать
837,schlucken::V,empassar-se,глотать
838,müde werden::V,cansar-se,устать
839,einschlafen::V,adormir-se,заснуть
840,schlafen::V,dormir,спать
841,aufwachen::V,despertar-se,проснуться
842,aufstehen::V,llevar-se,встать
843,sich erholen::V,descansar,отдыхать
844,krank werden::V,posar-se malalt,заболеть
845,krank sein::V,estar malalt,болеть
846,schmerzen::V,doldre,болеть
847,husten::V,tossir,кашлять
848,genesen::V,recuperar-se,поправиться
849,sterben::V,morir,умереть
850,umkommen::V,perir,погибнуть
851,sich bewegen::V,moure's,двигаться
852,sich rühren::V,moure's,шевельнуться
853,sich erheben::V,aixecar-se,встать
854,sich setzen::V,asseure's,сесть
855,hinfallen::V,caure's,упасть
856,laufen::V,caminar,ходить
