,Concept_ID,ml,ce
164,Eule::N,മൂങ്ങ,бухӏа
165,Kranich::N,കൊക്ക്,гӏаргӏули
166,Krähe::N,കാക്ക,къиг
167,Kuckuck::N,കുയിൽ,aттйокх
168,Schwan::N,അരയന്നം,гӏургӏаз
169,Fisch::N,മത്സ്യം,чӏара
170,Barsch::N,ഒരിനം മത്സ്യം,окунь
171,Hecht::N,ഒരു മത്സ്യം,гӏазкхийн чӏара
172,Schlange[Tier]::N,പാമ്പ്,лаьхьа
173,Wurm::N,വിര,нӏаьна
174,Spinne::N,ചിലന്തി,гезг
175,Ameise::N,ഉറുമ്പ്,зингат
176,Laus::N,പേന്,меза
177,Laus::N,പേന്,гӏениг
178,Mücke::N,മശകം,чуьрк
179,Fliege::N,ഈച്ച,моза
180,Schmetterling::N,ചിത്രശലഭം,полла
181,Beere::N,ബെറി,цӏазам
182,Apfel::N,ആപ്പിൾ,ӏаж
183,Pilz::N,കൂൺ,жӏаьлин нускал
184,Zwiebel::N,സവാള,xох
185,Saat::N,വിത്ത്,чlу
186,Korn::N,ധാന്യം,буьртиг
187,Heu::N,വയ്ക്കോൽ,йол
188,Schale::N,തൊലി,пардо
189,Grube::N,കുഴി,ор
190,Falle::N,കെണി,кӏело
191,Schlinge::N,കുടുക്ക്,
192,Spur::N,ചുവട്,лар
193,Asche::N,ചാരം,чим
194,Dreck::N,അഴുക്ക്,мода
195,Eisen::N,ഇരുമ്പ്,эчиг
196,Gold::N,സ്വർണ്ണം,деши
197,Silber::N,വെള്ളി,дети
198,Kohle::N,കൽക്കരി,кӏора
199,Glas::N,ഗ്ലാസ്,aнгали
200,Lehm::N,കളിമണ്ണ്,поппар
201,Sand::N,മണൽ,гӏум
202,Mensch::N,മനുഷ്യർ,адам
203,Mann::N,പുരുഷൻ,майра
204,Frau::N,സ്ത്രീ,зуда
205,Kind::N,കുഞ്ഞ്,бер
206,Junge::N,ആൺകുട്ടി,жимха
207,Mädchen::N,പെൺകുട്ടി,жима йоӏ
208,Familie::N,കുടുംബം,доьзал
209,Großvater::N,അപ്പൂപ്പൻ,ненада
210,Großmutter::N,അമ്മുമ്മ,денана
211,Eltern::N,മാതാപിതാക്കള്,да-нана
212,Vater::N,അച്ഛൻ,да
213,Mutter::N,അമ്മ,нана
214,Sohn::N,മകൻ,кӏант
215,Tochter::N,മകൾ,йоӏ
216,Bruder::N,ചേട്ടൻ,ваша
217,Bruder::N,അനിയൻ,ваша
218,Schwester::N,ചേച്ചി,йиша
219,Schwester::N,അനിയത്തി,йиша
220,Onkel::N,അമ്മാവൻ,деваша
221,Tante::N,മാമി,дейиша
222,Ehemann::N,ഭർത്താവ്,майра
223,Ehefrau::N,ഭാര്യ,зуда
224,Freude::N,ആഹ്ലാദം,самукъа
225,Freude::N,ആഹ്ലാദം,хазахетар
226,Gelächter::N,ചിരിയുടെ ശബ്ദം,белам
227,Glück::N,സന്തോഷം,ирс
228,Glück::N,സന്തുഷ്ടി,ирс
229,Kummer::N,ശോകം,бала
230,Wunsch::N,ആഗ്രഹം,лаам
231,Lust::N,ആഗ്രഹം,лаам
232,Geist::N,ചുറുചുറുക്ക്,са
233,Gedanke::N,ചിന്ത,ойла
234,Gedächtnis::N,ഓർമ്മശക്തി,диццадалар
235,Verstand::N,മനസ്സ്,хьекъал
236,Sinn::N,അർത്ഥം,маьӏна
237,Grund::N,കാരണം,бахьана
238,Wahrheit::N,സത്യം,бакъдерг
239,Gespräch::N,സല്ലാപം,къамел
240,Märchen::N,യക്ഷിക്കഥ,туьйра
241,Erzählung::N,കഥ,дийцар
242,Nachricht::N,സന്ദേശം,хаам
243,Neuigkeit::N,വാർത്ത,керланиг
244,Name::N,പേര്,цӏе
245,Rätsel::N,പ്രഹേളിക,хӏетал-метал
246,Rede::N,സംസാരം,къамел
247,Sprache::N,ഭാഷ,мотт
248,Stimme::N,സ്വരം,aз
249,Wort::N,വാക്ക്,дош
250,Zeichen::N,സംജ്ഞ,билгало
251,Ruf::N,വിളി,кхайкхар
252,Lärm::N,ആരവം,гӏовгӏа
253,Laut::N,ശബ്ദം,аз
254,Ton::N,സ്വരഭേദം,aз
255,Lied::N,പാട്ട്,илли
256,Ruhe::N,നിശ്ചലത,тийналла
257,Leute::N,ജനങ്ങൾ,нах
258,Volk::N,രാഷ്ടം,халкъ
259,Arbeit::N,ജോലി,болх
260,Gast::N,അതിലി,хьаша
261,Geschenk::N,സമ്മാനം,совгӏат
262,Spiel::N,കളി,ловзар
263,Gesellschaft::N,കൂട്ടായ്മ,юкъаралла
264,Hilfe::N,സഹായം,гӏо
265,Freund::N,സുഹൃത്ത്,доттагl
266,Kamerad::N,കൂട്ടാളി,накъост
267,Angelegenheit::N,കാര്യം,гӏуллакх
268,Anzahl::N,എണ്ണം,терахь
269,Art::N,തരം,
270,Stück::N,കഷണം,юьхк
271,Teil::N,ഭാഗം,дакъа
272,Hälfte::N,പകുതി,ах
273,Kreis::N,വൃത്തം,го
274,Kreuz::N,കുരിശടയാളം,жӏара
275,Linie::N,വര,сиз
276,Linie::N,രേഖ,сиз
277,Strich::N,പക്ഷാഘാതം,сиз
278,Abstand::N,വിടവ്,юкъ
279,Entfernung::N,അകലം,
280,Gegend::N,പ്രദേശം,мeттиг
281,Platz::N,ഇടം,майда
282,Ort::N,സ്ഥലം,меттиг
283,Seite::N,വശം,aгӏo
284,Mitte::N,മധ്യസ്ഥാനം,юкъ
285,Gegenstand::N,സാധനം,хӏума
286,Sache::N,വസ്തു,хӏума
287,Rand::N,തൊങ്ങൽ,йист
288,Kante::N,അറ്റം,йист
289,Ecke::N,മൂല,са
290,Spitze::N,അഗ്രം,ралла
291,Ende::N,അവസാനം,юьхьиг
292,Loch::N,ദ്വാരം,ӏуьрг
293,Winkel::N,കോൺ,са
294,Muster::N,ക്രമം,дагар
295,Muster::N,ക്രമം,тӏамар
296,Größe::N,വലുപ്പം,барам
297,Länge::N,നീളം,йохалла
298,Höhe::N,ഉയരം,локхалла
299,Gewicht::N,കട്ടി,йозалла
300,Menge::N,അളവ്,дукхалла
301,Haufen::N,കൂമ്പാരം,сал
302,Haufen::N,കൂമ്പാരം,оьла
303,Reihe::N,വരി,рагӏ
304,Reihe::N,വരി,могӏа
305,Boot::N,ബോട്ട്,кема
306,Ruder::N,പങ്കായം,пийсиг
307,Schlitten::N,ഉരുളില്ലാവണ്ടി,салаз
308,Ski::N,ഹിമപാദുകം,когсалаз
309,Lagerfeuer::N,തീ,цӏе
310,Last::N,ഭാരം,дукъ
311,Gang::N,നടത്തം,лелар
312,Schritt::N,ചുവട്,гӏулч
313,Norden::N,വടക്ക്,къилбаседе
314,Süden::N,തെക്ക്,къилбе
315,Westen::N,പടിഞ്ഞാറ്,малхбузе
316,Osten::N,കിഴക്ക്,малхбале
317,Holz::N,തടി,дечиг
318,Brett::N,ബോർഡ്,у
319,Platte::N,തകിട്,у
320,Stütze::N,താങ്ങ്,гӏopтоp
321,Stange::N,കമ്പ്,гӏуркх
322,Stock::N,വടി,ӏаса
323,Stab::N,കുറുവടി,гӏаж
324,Rohr::N,കുഴൽ,биргӏа
325,Haus::N,വീട്,цӏа
326,Heim::N,വീട്,кхерч
327,Ofen::N,സ്റ്റൌ,кхерч
328,Fußboden::N,തറ,цӏенкъа
329,Tisch::N,മേശ,шун
330,Stuhl::N,കസേര,гӏант
331,Wiege::N,തൊട്ടിൽ,ага
332,Bett::N,കിടക്ക,маьнга
333,Regal::N,ഷെൽഫ്,терхи
334,Kiste::N,പെട്ടി,яьшка
335,Fenster::N,ജനൽ,кор
336,Tür::N,വാതിൽ,неӏ
337,Tor::N,കവാടം,ков
338,Zaun::N,വേലി,керт
339,Dach::N,മേൽക്കുര,тхов
340,Leiter::N,ഏണി,лами
341,Besen::N,ചൂല്,нуй
342,Spaten::N,തൂമ്പ,бел
343,Schaufel::N,തൂമ്പ,аьшкал
344,Gabel::N,മുൾക്കത്തി,мӏара
345,Löffel::N,സ്പൂൺ,ӏайг
346,Messer::N,കത്തി,урс
347,Nagel::N,ആണി,хьостам
348,Netz::N,വല,бой
349,Haken::N,കൊളുത്ത്,мӏара
350,Griff::N,കൈപ്പിടി,
351,Schloss::N,പൂട്ട്,чӏега
352,Bild::N,ചിത്രം,сурт
353,Figur::N,കണക്ക്,
354,Puppe::N,പാവ,тайниг
355,Beutel::N,ബാഗ്,гали
356,Bündel::N,കെട്ട്,кочар
357,Tasche::N,ബാഗ്,тӏоьрмиг
358,Eimer::N,ബക്കറ്റ്,чийлик
359,Deckel::N,ഉറ,негӏар
360,Geschirr::N,പിഞ്ഞാണം,пхьегӏа
361,Sack::N,ചാക്ക്,гали
362,Tasse::N,കപ്പ്,кад
363,Topf::N,പാത്രം,яй
364,Kessel::N,കെറ്റ്ല്,яй
365,Essen::N,ആഹാരസമയം,юург
366,Nahrung::N,ഭക്ഷണം,кхача
367,Speise::N,ഡിഷ്,юург
368,Fleisch::N,മാംസം,жижиг
369,Getreide::N,ചോളം,буьртиг
370,Brei::N,കഞ്ഞി,xудар
371,Brot::N,റോട്ടി,бепиг
372,Brot::N,റോട്ടി,кхаллар
373,Scheibe::N,തുണ്ട്,цастар
374,Fett::N,കൊഴുപ്പ്,мохь
375,Butter::N,വെണ്ണ,налха
376,Öl::N,എണ്ണ,даьтта
377,Salz::N,ഉപ്പ്,туьха
378,Suppe::N,സൂപ്പ്,чорпа
379,Honig::N,തേൻ,моз
380,Milch::N,പാൽ,шура
381,Tee::N,ചായ,чай
382,Leder::N,തുകൽ,цӏока
383,Wolle::N,കമ്പിളി,тӏapгӏa
384,Stoff::N,തുണി,кӏади
385,Nadel::N,സൂചി,маха
386,Faden::N,നൂല്,тай
387,Knopf::N,ബട്ടൺ,нуьйда
388,Knoten::N,കുരുക്ക്,шад
389,Farbe::N,പെയിൻറ്,сир
390,Farbe::N,പെയിൻറ്,басар
391,Kleidung::N,വസ്ത്രങ്ങൾ,бедар
392,Hemd::N,ഷർട്ട്,коч
393,Kragen::N,കുപ്പായക്കഴുത്ത്,кач
394,Ärmel::N,കുപ്പായക്കൈ,пхьош
395,Hose::N,ട്രൌസർ,хеча
396,Gürtel::N,ബെൽറ്റ്,доьхка
397,Mütze::N,തൊപ്പി,куй
398,Schuh::N,ഷൂ,мача
399,Stiefel::N,ബൂട്ട്,этка
400,Ring::N,മോതിരം,чӏуг
401,Band::N,റിബൺ,лента
402,Kamm::N,ചീപ്പ്,ехк
403,Spiegel::N,കണ്ണാടി,куьзга
404,Riemen::N,സ്ട്രാപ്പ്,доьхка
405,Schnur::N,ചരട്,муш
406,Leine::N,കെട്ടാനുള്ള തോൽവാർ,кочатосу доьхка
407,Decke::N,പുതപ്പ്,юргӏа
408,Kissen::N,തലയിണ,гIайба
409,Tuch::N,സ്കാർഫ്,исхар
410,Handtuch::N,തോർത്ത്,гата
411,Kraft::N,ശക്തി,гӏора
412,Stärke::N,ശക്തി,гӏап
413,Gesundheit::N,ആരോഗ്യം,могашалла
414,Krankheit::N,അസുഖം,цамгар
415,Schmerz::N,വേദന,лазар
416,Wunde::N,മുറിവ്,чов
417,Fieber::N,പനി,xорша
418,Arznei::N,മരുന്ന്,молха
419,Brücke::N,പാലം,тӏай
420,Brunnen::N,കിണർ,гӏу
421,Weide::N,മേച്ചൽ,дак
422,Pfad::N,വഴി,тача
423,Weg::N,വഴി,некъ
424,Straße::N,റോഡ്,урам
425,Dorf::N,ഗ്രാമം,юрт
426,Stadt::N,നഗരം,гӏала
427,Brief::N,കത്ത്,кехат
428,Buch::N,പുസ്തകം,жайна
429,Buchstabe::N,അക്ഷരം,элп
430,Zeitung::N,വർത്തമാനപത്രം,газет
431,Leben::N,ജീവൻ,дахар
432,Tod::N,മരണം,далар
433,Tod::N,മരണം,ӏожалла
434,Grab::N,ശവക്കുഴി,каш
435,Kirche::N,പള്ളി,килс
436,Sünde::N,പാപം,къа
437,Gott::N,ദൈവം,дела
438,Arbeiter::N,ജോലിക്കാരൻ,белхало
439,Chef::N,മേധാവി,хьаькам
440,Meister::N,യജമാനൻ,говзанча
441,Arzt::N,ഡോക്ടർ,лор
442,Lehrer::N,അധ്യാപകൻ,хьехархо
443,Geld::N,പണം,aхча
444,Geschäft::N,ബിസിനസ്,туька
445,Laden::N,കട,туька
446,Preis::N,വില,мах
447,Ware::N,ചരക്ക്,хlума
448,Nutzen::N,ലാഭം,пайда
449,Reichtum::N,ധനം,хьал
450,Welt::N,ലോകം,дуьне
451,Land::N,രാജ്യം,мохк
452,Staat::N,രാജ്യം,пачхьалкх
453,König::N,രാജാവ്,паччахь
454,Macht::N,അധികാരം,ӏедал
455,Grenze::N,അതിർത്തി,доза
456,Krieg::N,യുദ്ധം,тӏом
457,Feind::N,ശത്രു,мостагӏ
458,Gewalt::N,അക്രമം,гӏело
459,Kampf::N,പോരാട്ടം,къийсам
460,Bogen[Waffe]::N,വില്ല്,
461,Pfeil::N,അമ്പ്,пха
462,Gewehr::N,തോക്ക്,топ
463,Fehler::N,പിശക്,гӏалат
464,Lüge::N,കള്ളം,аьшпаш
465,Schaden::N,കേടുപാട്,зен
466,Unglück::N,ദൌർഭാഗ്യം,бала
467,Schuld::N,തെറ്റ്,бехк
468,Alter::N,വയസ്സ്,хан
469,Schluss::N,നിഗമനം,чакхе
470,Zeit::N,സമയം,хан
471,Tag::N,ദിവസം,де
472,Morgen::N,പ്രഭാതം,ӏуьйре
473,Mittag::N,ഉച്ച,делкъе
474,Abend::N,സായാഹ്നം,суьйре
475,Nacht::N,രാത്രി,буьйса
476,Woche::N,ആഴ്ച,кӏира
477,Monat::N,മാസം,бутт
478,Jahr::N,വർഷം,шо
479,Frühling::N,വസന്തം,бӏаьсте
480,Sommer::N,വേനൽ,аьхке
481,Herbst::N,ശരത്കാലം,гуьйре
482,Winter::N,ശൈത്യം,ӏа
483,Januar::N,ജനുവരി,январь
484,Februar::N,ഫെബ്രുവരി,февраль
485,März::N,മാർച്ച്,март
486,April::N,ഏപ്രിൾ മാസം,апрель
487,Mai::N,മെയ് മാസം,май
488,Juni::N,ജൂൺ,июнь
489,Juli::N,ജൂലൈ,июль
490,August::N,ആഗസ്റ്റ്,август
491,September::N,സെപ്തംബർ,сентябрь
492,Oktober::N,ഒക്ടോബർ,октябрь
493,November::N,നവംബർ,ноябрь
494,Dezember::N,ഡിസംബർ,декабрь
495,Montag::N,തിങ്കളാഴ്ച,оршот
496,Dienstag::N,ചൊവ്വ,шинара
497,Mittwoch::N,ബുധനാഴ്ച,кхаара
498,Donnerstag::N,വ്യാഴാഴ്ച,еара
499,Freitag::N,വെള്ളിയാഴ്ച,пӏераска
500,Samstag::N,ശനിയാഴ്ച,шот
501,Sonntag::N,ഞായറാഴ്ച,кӏиранде
502,groß::A,വലിയ,доккха
503,klein::A,ചെറിയ,кегий
504,lang::A,നീണ്ട,еха
505,kurz::A,ഹ്രസ്വമായ,доца
506,breit::A,വിശാലമായ,шуьйра
507,schmal::A,ഇടുങ്ങിയ,готта
508,dicht::A,നിബിഡമായ,луьста
509,dick[Gegenstand]::A,തടിച്ച,стомма
510,dünn::A,മെലിഞ്ഞ,дуткъа
511,fein::A,നേർത്ത,ховха
512,fest::A,ഉറപ്പുള്ള,чӏогӏа
513,flach::A,പരന്ന,чӏапа
514,glatt::A,മിനുസമുള്ള,шера
515,hart::A,കട്ടിയുള്ള,чӏогӏa
516,weich::A,മൃദുവായ,кӏеда
517,rund::A,വട്ടത്തിലുള്ള,горга
518,spitz::A,മുനയുള്ള,ира
519,scharf::A,മൂർച്ചയുള്ള,ира
520,stumpf::A,തുറന്നടിക്കുന്ന,аьртa
521,schwer::A,ഭാരമുള്ള,деза
522,schön::A,മനോഹരമായ,хаза
523,heiß::A,ചൂടുള്ള,довха
524,warm::A,ചൂടുള്ള,довха
525,kalt::A,തണുത്ത,шийла
526,kühl::A,തണുപ്പുള്ള,шийла
527,frisch::A,ശുദ്ധമായ,керла
528,feucht::A,ഈറനുള്ള,тӏуьна
529,nass::A,നനഞ്ഞ,тӏеда
530,trocken::A,വരണ്ട,eкъа
531,voll::A,നിറയെ,дуьзна
532,leer::A,ഒഴിഞ്ഞ,яьсса
533,offen::A,തുറന്ന,диллина
534,geschlossen::A,അടച്ച,дӏакъевлина
535,geschlossen::A,അടച്ച,дӏачӏагӏдина
536,sauber::A,വൃത്തിയുള്ള,цӏена
537,schmutzig::A,അഴുക്കുനിറഞ്ഞ,боьха
538,roh::A,അസംസ്കൃതമായ,буьйда
539,reif::A,പഴുത്ത,хилла
540,lecker::A,രുചികരമായ,чоме
541,süß::A,മധുരമുള്ള,мерза
542,bitter::A,കടുത്ത,къаьхьа
543,sauer::A,പുളിപ്പുള്ള,муьста
544,hell::A,ജ്വലിക്കുന്ന,сирла
545,dunkel::A,ഇരുണ്ട,бодане
546,schwarz::A,കറുത്ത,ӏаьржа
547,weiß::A,വെളുത്ത,кӏайн
548,rot::A,ചുവന്ന,цӏен
549,gelb::A,മഞ്ഞനിറമായ,можа
550,blau::A,നീലനിറമുള്ള,сийна
551,grün::A,പച്ചനിറമുള്ള,баьццара
552,grau::A,ചാരനിറത്തിലുള്ള,cира
553,grau::A,ചാരനിറത്തിലുള്ള,мокха
554,bunt::A,വർണ്ണശബളമായ,къорза
555,billig::A,വിലകുറഞ്ഞ,дораха
556,teuer::A,ചെലവേറിയ,деза
557,wertvoll::A,വിലപിടിപ്പുള്ള,мехала
558,blind::A,അന്ധനായ,бӏаьрзе
559,taub::A,കേൾവിക്കുറവുള്ള,къора
560,kräftig::A,ശക്തിയുള്ള,нуьцкъала
561,stark::A,ബലമുള്ള,зоьртала
562,stark::A,ബലമുള്ള,нуьцкъала
563,schwach::A,ക്ഷീണിച്ച,гӏорасиза
564,fett::A,കൊഴുപ്പുള്ള,дерстана
565,schlank::A,മെലിഞ്ഞ,куц долу
566,hübsch::A,മനോഹരമായ,хаза
567,böse::A,പാപിയായ,вон
568,dumm::A,വിവരംകെട്ട,сонта
569,faul::A,അലസനായ,мало ен
570,fleißig::A,അദ്ധ്വാനശീലമുള്ള,тӏера
571,geizig::A,പിശുക്കനായ,пис
572,geizig::A,പിശുക്കനായ,сутара
573,klug::A,ബുദ്ധിസാമർഥ്യമുള്ള,хьекъале
574,geschickt::A,പ്രതിഭാശാലി,тӏахъаьлла
575,lieb::A,പ്രിയപ്പെട്ട,хьоме
576,lustig::A,ആനന്ദകരമായ,самукъане
577,sanft::A,സൌമ്യമായ,кlеда
578,hungrig::A,വിശപ്പുള്ള,меца
579,krank::A,അസുഖമുള്ള,цомгуш долу
580,nackt::A,നഡമായ,дерзана
581,traurig::A,വിഷമമുള്ള,самукъане воцу
582,lebendig::A,ഉപജീവനം,дийна
583,gut::A,നല്ല,дика
584,schlecht::A,മോശമായ,вон
585,richtig::A,ശരിയായ,нийса
586,schlimm::A,വൃത്തികെട്ട,вон
587,wahr::A,ശരിയായ,бакъдолу
588,alt::A,പഴയ,къена
589,neu::A,പുതിയ,керла
590,ehemalig::A,മുൻ,хилла
591,alt[Lebewesen]::A,വയസ്സുള്ള,къена
592,jung::A,കൌമാരമായ,къона
593,arm::A,പാവപ്പെട്ട,къен
594,reich::A,സമ്പന്നമായ,хьоле
595,bekannt::A,പരിചിതമായ,девзаш долу
596,berühmt::A,പ്രശസ്തനായ,цӏеяхана
597,fremd::A,വൈദേശികമായ,нехан
598,verschieden::A,വ്യത്യസ്തമായ,тайп-тайпанара
599,nah::A,അരികത്തുള്ള,гергара
600,fern::A,അകലെയുള്ള,гена
601,fern::A,അകലെയുള്ള,генара
602,linker::A,അവശേഷിച്ച,аьрру
603,rechter::A,വലത്തേ,аьтту
604,anderer::A,മറ്റുള്ള,кхин
605,erster::A,ആദ്യത്തെ,хьалхара
606,zweiter::A,രണ്ടാം,шолгIа
607,dritter::A,മൂന്നാമത്,кхоалгӏа
608,letzter::A,അവസാനത്തെ,тӏаьххьара
609,allein::ADV,തനിച്ചുള്ള,цхьаъ
610,auf einmal::ADV,ഉടന്,цу сохьтта
611,zusammen::ADV,ഒരുമിച്ച,цхьана
612,lange::ADV,നീണ്ട_കാലത്തേയ്ക്ക്,дукха
613,plötzlich::ADV,പെട്ടെന്ന്,цIеххьана
614,sofort::ADV,തത്ക്ഷണം,цу сохьтта
615,später::ADV,പിന്നീട്,тӏаьхьо
616,jetzt::ADV,ഇപ്പോൾ,хӏинца
617,heute::ADV,ഇന്ന്,тахана
618,morgen::ADV,നാളെ,кхана
619,bald::ADV,ഉടനെ,кеста
620,dann::ADV,അപ്പോൾ,тӏаккха
621,gestern::ADV,ഇന്നലെ,селхана
622,einst::ADV,പണ്ടൊരിക്കല്,цкъа
