,Concept_ID,fa,eu
62,Atem::N,نفس,hats
63,Atem::N,نفس,arnasa
64,Hunger::N,گرسنگی,gose
65,Träne::N,اشک,malko
66,Geschmack::N,مزه,dasta
67,Geruch::N,بو,usain
68,Schlaf::N,خواب,lo
69,Traum::N,رؤیا,amets
70,Himmel::N,فلک,zeru
71,Himmel::N,آسمان,zeru
72,Sonne::N,آفتاب,eguzki
73,Sonne::N,خورشید,eguzki
74,Mond::N,ماه,ilargi
75,Stern::N,ستاره,izar
76,Luft::N,هوا,aire
77,Wind::N,باد,haize
78,Welle::N,موج,uhin
79,Welle::N,موج,olatu
80,Wasser::N,آب,ur
81,Stein::N,سنگ,harri
82,Boden::N,زمین,lur
83,Boden::N,زمین,zoru
84,Erde::N,خاک,lur
85,Erde::N,زمین,lur
86,Staub::N,گرد,hauts
87,Staub::N,غبار,hauts
88,Rauch::N,دود,ke
89,Funke::N,جرقه,zirta
90,Funke::N,جرقه,txinparta
91,Feuer::N,آتش,su
92,Licht::N,نور,argi
93,Licht::N,روشنی,argi
94,Schatten::N,سایه,itzal
95,Schatten::N,سایه,geriza
96,Wetter::N,هوا,eguraldi
97,Nebel::N,مه,laino
98,Wolke::N,ابر,hodei
99,Regen::N,باران,euri
100,Schnee::N,برف,elur
101,Eis::N,یخ,horma
102,Frost::N,یخبندان,izotzaldi
103,Kälte::N,سرما,hotz
104,Hitze::N,گرما,bero
105,Hitze::N,حرارت,bero
106,Raureif::N,برف ریزه,antzigar
107,Regenbogen::N,رنگین‌کمان,ostadar
108,Regenbogen::N,رنگین‌کمان,ortzadar
109,Donner::N,رعد,ostots
110,Donner::N,رعد,ihurtzuri
111,Strömung::N,جریان,laster
112,Tropfen::N,قطره,xorta
113,Schaum::N,کف,bits
114,Schmutz::N,گل,lohi
115,Schmutz::N,گل,zikin
116,Schmutz::N,کثافت,lohi
117,Schmutz::N,کثافت,zikin
118,See::N,دریاچه,laku
119,See::N,دریاچه,aintzira
120,Sumpf::N,مرداب,zingira
121,Sumpf::N,باتلاق,zingira
122,Moor::N,باتلاق,zohikaztegi
123,Wiese::N,چمن,larre
124,Wiese::N,چمن,belardi
125,Wald::N,جنگل,baso
126,Wald::N,جنگل,oihan
127,Hügel::N,تل,muino
128,Hügel::N,تل,pentoka
129,Hügel::N,تپه,muino
130,Hügel::N,تپه,pentoka
131,Anhöhe::N,بلندی,garai
132,Anhöhe::N,بلندی,goragune
133,Berg::N,کوه,mendi
134,Gipfel::N,قله,gain
135,Gipfel::N,قله,tontor
136,Höhle::N,غار,kobazulo
137,Abhang::N,سرازیری,aldapa
138,Quelle::N,چشمه,iturri
139,Quelle::N,چشمه,iturbegi
140,Bach::N,نهر,lats
141,Bach::N,نهر,erreka
142,Fluss::N,رود,ibai
143,Fluss::N,رود,uhaitz
144,Ufer::N,ساحل,bazter
145,Ufer::N,کرانه,bazter
146,Küste::N,ساحل,itsasalde
147,Festland::N,خشکی,lehor
148,Meer::N,دریا,itsaso
149,Bucht::N,خلیج,golko
150,Insel::N,جزیره,irla
151,Insel::N,جزیره,uharte
152,Blume::N,گل,lili
153,Gras::N,علف,belar
154,Wurzel::N,ریشه,zuztar
155,Wurzel::N,ریشه,sustrai
156,Baum::N,درخت,zuhaitz
157,Stamm::N,تنه,enbor
158,Rinde::N,توژ,azal
159,Rinde::N,پوست,azal
160,Ast::N,شاخه,adar
161,Zweig::N,شاخه,abar
162,Blatt::N,برگ,hosto
163,Birke::N,غان,urki
164,Kiefer[Baum]::N,کاج,ler
165,Weide[Baum]::N,بید,zume
166,Weide[Baum]::N,بید,sahats
167,Tanne::N,صنوبر,izei
168,Horn::N,شاخ,adar
169,Feder::N,پر,luma
170,Feder::N,پر,hegaki
171,Fell::N,خز,ile
172,Fell::N,خز,larru
173,Flügel::N,پر,hego
174,Flügel::N,بال,hego
175,Klaue::N,چنگ,atzapar
176,Klaue::N,پنجه,atzapar
177,Kralle::N,پنجه,erpe
178,Kralle::N,پنجه,atzapar
179,Schwanz::N,دم,isats
180,Schwanz::N,دم,buztan
181,Ei::N,تخم,arrautza
182,Nest::N,لانه,habia
183,Bau::N,بنا,ohantze
184,Bau::N,ساختمان,ohantze
185,Tier::N,هیوان,abere
186,Tier::N,هیوان,piztia
187,Herde::N,رمه,saldo
188,Herde::N,رمه,abere talde
189,Kuh::N,گاو,behi
190,Bulle::N,گاو نر,zezen
191,Pferd::N,اسب,zaldi
192,Schaf::N,گوسفند,ardi
193,Schwein::N,خوک,urde
194,Schwein::N,خوک,txerri
195,Hund::N,سگ,txakur
196,Katze::N,گربه,katu
197,Bär::N,خرس,hartz
198,Eichhörnchen::N,سنجاب,urtxintxa
199,Elch::N,گوزن شمالی,altze
200,Fuchs::N,روباه,azeri
201,Hase::N,خرگوش,erbi
202,Maus::N,موش,sagu
203,Wolf::N,گرگ,otso
204,Vogel::N,پرنده,txori
205,Vogel::N,پرنده,hegazti
206,Schwarm::N,دسته,aldra
207,Huhn::N,مرغ,oilo
208,Hahn::N,خروس,oilar
209,Gans::N,غاز,antzara
210,Adler::N,عقاب,arrano
211,Ente::N,اردک,ahate
212,Ente::N,مرغابی,ahate
213,Eule::N,جغد,hontza
214,Kranich::N,درنا,kurrilo
215,Krähe::N,زاغ,bele
216,Krähe::N,کلاغ,bele
217,Kuckuck::N,فاخته,kuku
218,Schwan::N,قو,beltxarga
219,Fisch::N,ماهی,arrain
220,Barsch::N,ماهی خاردار,perka
221,Hecht::N,اردک ماهی,lutxo
222,Schlange[Tier]::N,مار,suge
223,Wurm::N,کرم,har
224,Spinne::N,عنکبوت,armiarma
225,Ameise::N,مورچه,inurri
226,Laus::N,شپش,zorri
227,Mücke::N,پشه,eltxo
228,Fliege::N,مگس,euli
229,Schmetterling::N,پروانه,pinpirin
230,Schmetterling::N,پروانه,tximeleta
231,Beere::N,گیله,baia
232,Apfel::N,سیب,sagar
233,Pilz::N,قارچ,onddo
234,Pilz::N,قارچ,perretxiko
235,Zwiebel::N,پیاز,tipula
236,Saat::N,بذر,haziak
237,Korn::N,تخم,ale
238,Korn::N,تخم,pikor
239,Korn::N,دانه,ale
240,Korn::N,دانه,pikor
241,Heu::N,علف خشک,belar ondu
242,Schale::N,پوست,azal
243,Grube::N,گودال,hobi
244,Falle::N,دام,harrapagailu
245,Schlinge::N,حلقه,bilur
246,Schlinge::N,حلقه,xedera
247,Spur::N,رد,lorratz
248,Asche::N,خاکستر,errauts
249,Dreck::N,کثافت,satsukeria
250,Eisen::N,آهن,burdina
251,Gold::N,زر,urre
252,Gold::N,زر,urregorri
253,Gold::N,طلا,urre
254,Gold::N,طلا,urregorri
255,Silber::N,نقره,zilar
256,Silber::N,نقره,urrezuri
257,Kohle::N,زغال,ikatz
258,Glas::N,شیشه,beira
259,Lehm::N,گل,buztin
260,Sand::N,شن,harea
261,Sand::N,شن,hondar
262,Sand::N,ماسه,harea
263,Sand::N,ماسه,hondar
264,Mensch::N,آدم,gizaki
265,Mensch::N,انسان,gizaki
266,Mann::N,مرد,gizon
267,Frau::N,زن,andere
268,Frau::N,زن,emakume
269,Kind::N,بچه,haur
270,Kind::N,کودک,haur
271,Junge::N,پسر,mutil
272,Mädchen::N,دختر,neska
273,Familie::N,فامیل,sendi
274,Familie::N,فامیل,familia
275,Familie::N,خانواده,sendi
276,Familie::N,خانواده,familia
277,Großvater::N,پدربزرگ,aitona
278,Großvater::N,پدربزرگ,aitatxi
279,Großmutter::N,مادر‌بزرگ,amona
280,Großmutter::N,مادر‌بزرگ,amatxi
281,Eltern::N,والدین,gurasoak
282,Eltern::N,پدر‌و‌مادر,gurasoak
283,Vater::N,پدر,aita
284,Mutter::N,مادر,ama
285,Sohn::N,پسر,seme
286,Tochter::N,دختر,alaba
287,Bruder::N,برادر,neba
288,Bruder::N,برادر,anaia
289,Schwester::N,خواهر,ahizpa
290,Onkel::N,عمو,osaba
291,Onkel::N,دایی,osaba
292,Tante::N,عمه,izeba
293,Tante::N,خاله,izeba
294,Ehemann::N,همسر,senar
295,Ehefrau::N,همسر,emazte
296,Freude::N,شادی,poz
297,Freude::N,شادی,pozkari
298,Gelächter::N,خنده,barre
299,Gelächter::N,خنده,karkara
300,Gelächter::N,قاه‌قاه,barre
301,Gelächter::N,قاه‌قاه,karkara
302,Glück::N,اقبال,zori
303,Kummer::N,غم,xangrin
304,Kummer::N,غم,atsekabe
305,Kummer::N,غصه,xangrin
306,Kummer::N,غصه,atsekabe
307,Wunsch::N,آرزو,nahi
308,Wunsch::N,آرزو,nahikunde
309,Lust::N,هوس,gogo
310,Geist::N,روح,gogo
311,Gedanke::N,فکر,gogoeta
312,Gedächtnis::N,حافظه,oroimen
313,Gedächtnis::N,حافظه,gogoramen
314,Verstand::N,هوش,adimen
315,Verstand::N,هوش,ulermen
316,Sinn::N,معنا,zentzu
317,Sinn::N,مفهوم,zentzu
318,Grund::N,سبب,zergati
319,Grund::N,دلیل,zergati
320,Wahrheit::N,حقیقت,egia
321,Gespräch::N,صحبت,hizketa
322,Gespräch::N,صحبت,elkarrizketa
323,Gespräch::N,گفتگو,hizketa
324,Gespräch::N,گفتگو,elkarrizketa
325,Märchen::N,قصه,ipuin
326,Märchen::N,افسانه,ipuin
327,Erzählung::N,داستان,edesti
328,Erzählung::N,داستان,kontakizun
329,Nachricht::N,خبر,albiste
330,Neuigkeit::N,خبر تازه,berri
331,Name::N,اسم,izen
332,Rätsel::N,معما,asmakizun
333,Rede::N,سخن,hitzaldi
334,Rede::N,سخن,mintzaldi
335,Sprache::N,زبان,hizkuntza
336,Stimme::N,صدا,ahots
337,Wort::N,کلمه,hitz
338,Zeichen::N,نشان,agerbide
339,Zeichen::N,نشان,agergarri
340,Zeichen::N,علامت,agerbide
341,Zeichen::N,علامت,agergarri
342,Ruf::N,صدا,dei
343,Lärm::N,هیاهو,zarata
344,Lärm::N,هیاهو,harrabots
345,Laut::N,صدا,hots
346,Ton::N,آهنگ,tonu
347,Ton::N,آهنگ,soinu
348,Lied::N,آواز,abesti
349,Lied::N,ترانه,abesti
350,Ruhe::N,آرامش,nasaitasun
351,Leute::N,مردم,jende
352,Volk::N,خلق,herri
353,Volk::N,خلق,populu
354,Arbeit::N,کار,lan
355,Gast::N,مهمان,arrotz
356,Gast::N,مهمان,apopilo
357,Geschenk::N,هدیه,opari
358,Spiel::N,بازی,jolas
359,Gesellschaft::N,جمعیت,gizarte
360,Hilfe::N,کمک,helpide
361,Hilfe::N,کمک,laguntza
362,Freund::N,دوست,lagun
363,Kamerad::N,رفیق,adiskide
364,Kamerad::N,رفیق,lagunkide
365,Angelegenheit::N,امر,afera
366,Angelegenheit::N,قضیه,afera
367,Anzahl::N,عده,kopuru
368,Anzahl::N,شمار,kopuru
369,Art::N,نوع,mota
370,Stück::N,تکه,puska
371,Stück::N,قطعه,puska
372,Teil::N,بخش,atal
373,Teil::N,قسمت,atal
374,Hälfte::N,نیم,erdi
375,Kreis::N,حلقه,biribilki
376,Kreis::N,دایره,biribilki
377,Kreuz::N,صلیب,gurutze
378,Linie::N,خط,linea
379,Linie::N,سطر,linea
380,Strich::N,خط,marra
381,Abstand::N,فاصله,tarte
382,Entfernung::N,مسافت,urrunera
383,Gegend::N,منطقه,alderdi
384,Gegend::N,منطقه,eskualde
385,Platz::N,گنجایش,leku
386,Ort::N,جا,toki
387,Ort::N,محل,toki
388,Ort::N,مکان,toki
389,Seite::N,طرف,albo
390,Mitte::N,وسط,erdi
391,Mitte::N,میان,erdi
392,Gegenstand::N,چیز,gauzaki
393,Sache::N,چیز,gauza
394,Rand::N,کنار,ertz
395,Rand::N,حاشیه,ertz
396,Kante::N,لبه,ertz
397,Ecke::N,گوشه,kantoi
398,Spitze::N,سر,punta
399,Spitze::N,نوک,punta
400,Ende::N,ته,buru
401,Ende::N,ته,mutur
402,Ende::N,آخر,buru
403,Ende::N,آخر,mutur
404,Loch::N,سوراخ,zulo
405,Winkel::N,کنج,zoko
406,Winkel::N,کنج,bazter
407,Muster::N,نقش,eredu
408,Muster::N,نقش,marrazki
409,Größe::N,قد,kaizu
410,Größe::N,قد,tamaina
411,Größe::N,بزرگی,kaizu
412,Größe::N,بزرگی,tamaina
413,Länge::N,طول,luzera
414,Höhe::N,بلندی,goiera
415,Höhe::N,بلندی,garaiera
416,Gewicht::N,وزن,hazta
417,Menge::N,مقدار,kopuru
418,Menge::N,اندازه,kopuru
419,Haufen::N,توده,pila
420,Haufen::N,توده,mendoi
421,Reihe::N,ردیف,ilara
422,Reihe::N,ردیف,errenkada
423,Boot::N,قایق,potin
424,Boot::N,قایق,txalupa
425,Ruder::N,پارو,arraun
426,Schlitten::N,سورتمه,lera
427,Schlitten::N,سورتمه,narra
428,Ski::N,اسکی,eski
429,Lagerfeuer::N,آتش,su
430,Last::N,بار,zama
431,Last::N,بار,karga
432,Last::N,سنگینی,zama
433,Last::N,سنگینی,karga
434,Gang::N,راه رفتن,ibilera
435,Schritt::N,قدم,pauso
436,Schritt::N,قدم,urrats
437,Norden::N,شمال,ipar
438,Norden::N,شمال,iparralde
439,Süden::N,جنوب,hego
440,Süden::N,جنوب,hegoalde
441,Westen::N,غرب,sartalde
442,Westen::N,غرب,mendebalde
443,Osten::N,شرق,ekialde
444,Osten::N,شرق,sortalde
445,Holz::N,چوب,zur
446,Brett::N,تخته,ohol
447,Platte::N,صفحه,lauza
448,Stütze::N,تکیه,irozgarri
449,Stütze::N,تکیه,bermagailu
450,Stange::N,میله,haga
451,Stock::N,چوب,makila
452,Stab::N,عصا,makila
453,Rohr::N,لوله,hodi
454,Haus::N,منزل,etxe
455,Heim::N,خانه,etxe
456,Heim::N,خانه,etxaleku
457,Heim::N,کاشانه,etxe
458,Heim::N,کاشانه,etxaleku
459,Ofen::N,بخاری,berogailu
460,Fußboden::N,کف اتاق,zoru
461,Tisch::N,میز,mahai
462,Stuhl::N,صندلی,aulki
463,Wiege::N,گهواره,kuma
464,Wiege::N,گهواره,sehaska
465,Bett::N,تختخواب,ohe
466,Bett::N,تختخواب,ohatze
467,Regal::N,قفسه,apalategi
468,Kiste::N,صندوق,kutxa
469,Fenster::N,پنجره,leiho
470,Tür::N,در,ate
471,Tür::N,درب,ate
472,Tor::N,دروازه,atari
473,Zaun::N,حصار,hesi
474,Dach::N,بام,teilatu
475,Leiter::N,نردبان,zurubi
476,Besen::N,جارو,erratz
477,Spaten::N,بیل,burdinpala
478,Schaufel::N,بیل,pala
479,Schaufel::N,پارو,pala
480,Gabel::N,چنگال,sardexka
481,Löffel::N,قاشق,koilara
482,Messer::N,کارد,aizto
483,Nagel::N,میخ,iltze
484,Netz::N,تور,sare
485,Netz::N,شبکه,sare
486,Haken::N,قلاب,mako
487,Griff::N,دسته,eskutoki
488,Schloss::N,قفل,sarraila
489,Bild::N,عکس,irudi
490,Bild::N,تصویر,irudi
491,Figur::N,تندیس,figura
492,Puppe::N,عروسک,panpina
493,Puppe::N,عروسک,andrakila
494,Beutel::N,کیسه,zorro
495,Bündel::N,بسته,azao
496,Bündel::N,بسته,espal
497,Tasche::N,کیف,poltsa
498,Eimer::N,سطل,treska
499,Deckel::N,در,tapa
500,Deckel::N,در,estalki
501,Geschirr::N,ظرف,baxera
502,Geschirr::N,ظرف,ontziteria
503,Sack::N,گونی,zaku
504,Tasse::N,فنجان,kikara
505,Topf::N,دیگ,ontzi
506,Topf::N,دیگ,lapiko
507,Topf::N,قابلمه,ontzi
508,Topf::N,قابلمه,lapiko
509,Kessel::N,دیگ,pazia
510,Essen::N,خوراک,janaldi
511,Nahrung::N,غذا,jan
512,Speise::N,خوراک,jaki
513,Fleisch::N,گوشت,okela
514,Fleisch::N,گوشت,haragi
515,Getreide::N,غله,labore
516,Brei::N,فرنی,ahi
517,Brei::N,فرنی,pure
518,Brei::N,حریره,ahi
519,Brei::N,حریره,pure
520,Brot::N,نان,ogi
521,Scheibe::N,قاچ,xerra
522,Scheibe::N,قاچ,pirripita
523,Scheibe::N,لزگه,xerra
524,Scheibe::N,لزگه,pirripita
525,Fett::N,چربی,urin
526,Fett::N,چربی,koipe
527,Butter::N,کره,gurin
528,Öl::N,روغن,olio
529,Salz::N,نمک,gatz
530,Suppe::N,آش,zopa
531,Suppe::N,آش,salda
532,Suppe::N,سوپ,zopa
533,Suppe::N,سوپ,salda
534,Honig::N,عسل,ezti
535,Milch::N,شیر,esne
536,Tee::N,چای,te
537,Leder::N,چرم,larru
538,Wolle::N,پشم,artile
539,Stoff::N,پارچه,ehun
540,Nadel::N,سوزن,orratz
541,Nadel::N,سوزن,jostorratz
542,Faden::N,نخ,hari
543,Knopf::N,دکمه,botoi
544,Knoten::N,گره,korapilo
545,Farbe::N,رنگ,pintura
546,Kleidung::N,لباس,arropa
547,Kleidung::N,لباس,jantziak
548,Kleidung::N,پوشاک,arropa
549,Kleidung::N,پوشاک,jantziak
550,Hemd::N,پیراهن,atorra
551,Hemd::N,پیراهن,alkandora
552,Kragen::N,یقه,idun
553,Ärmel::N,آستین,mahuka
554,Hose::N,شلوار,prakak
555,Hose::N,شلوار,galtzak
556,Gürtel::N,کمر‌بند,gerriko
557,Mütze::N,کلاه,txano
558,Mütze::N,کلاه,txapel
559,Schuh::N,کفش,oski
560,Schuh::N,کفش,oinetako
561,Stiefel::N,چکمه,bota
562,Ring::N,حلقه,uztai
563,Ring::N,انگشتر,uztai
564,Band::N,نوار,zinta
565,Band::N,نوار,xingola
566,Band::N,روبان,zinta
567,Band::N,روبان,xingola
568,Kamm::N,شانه,orrazi
569,Spiegel::N,آینه,mirail
570,Riemen::N,تسمه,uhal
571,Schnur::N,ریسمان,lokailu
572,Leine::N,قلاده,lotura
573,Decke::N,پتو,burusi
574,Kissen::N,بالش,kuxin
575,Tuch::N,شال,zapi
576,Tuch::N,شال,oihal
577,Handtuch::N,حوله,eskuzapi
578,Handtuch::N,حوله,eskuoihal
579,Kraft::N,نیرو,indar
580,Stärke::N,زور,indar
581,Gesundheit::N,سلامتی,osasun
582,Gesundheit::N,تندرستی,osasun
583,Krankheit::N,بیماری,eritasun
584,Krankheit::N,بیماری,gaixotasun
585,Schmerz::N,درد,min
586,Wunde::N,زخم,zauri
587,Fieber::N,تب,sukar
588,Arznei::N,دارو,osagai
589,Arznei::N,دارو,sendagai
590,Brücke::N,پل,zubi
591,Brunnen::N,چاه,putzu
592,Weide::N,چراگاه,alha
593,Weide::N,چراگاه,bazkaleku
594,Pfad::N,راه,zidor
595,Pfad::N,راه,bidexka
596,Weg::N,راه,bide
597,Weg::N,طریق,bide
598,Straße::N,راه,errepide
599,Straße::N,جاده,errepide
600,Dorf::N,ده,herri
601,Dorf::N,روستا,herri
602,Stadt::N,شهر,hiri
603,Brief::N,نامه,gutun
604,Brief::N,نامه,eskutitz
605,Buch::N,کتاب,liburu
606,Buchstabe::N,حرف,hizki
607,Zeitung::N,روزنامه,egunkari
608,Leben::N,عمر,bizi
609,Leben::N,عمر,bizitza
610,Leben::N,زندگی,bizi
611,Leben::N,زندگی,bizitza
612,Tod::N,مرگ,herio
613,Tod::N,مرگ,heriotza
614,Grab::N,گور,hobi
615,Grab::N,گور,hilobi
616,Grab::N,مزار,hobi
617,Grab::N,مزار,hilobi
618,Kirche::N,کلیسا,eliza
619,Sünde::N,بزه,hoben
620,Sünde::N,بزه,bekatu
621,Sünde::N,گناه,hoben
622,Sünde::N,گناه,bekatu
623,Gott::N,خدا,jainko
624,Arbeiter::N,کارگر,langile
625,Arbeiter::N,کارگر,behargin
626,Chef::N,رئیس,nagusi
627,Meister::N,استاد,maisu
628,Arzt::N,پزشک,osagile
629,Arzt::N,پزشک,sendagile
630,Lehrer::N,معلم,irakasle
631,Lehrer::N,آموزگار,irakasle
632,Geld::N,پول,diru
633,Geschäft::N,کار,negozio
634,Geschäft::N,بیزنس,negozio
635,Laden::N,دکان,denda
636,Laden::N,دکان,saltegi
637,Laden::N,مغازه,denda
638,Laden::N,مغازه,saltegi
639,Preis::N,بها,prezio
640,Preis::N,بها,salneurri
641,Preis::N,قیمت,prezio
642,Preis::N,قیمت,salneurri
643,Ware::N,جنس,salgai
644,Ware::N,کالا,salgai
645,Nutzen::N,مزیت,onura
646,Nutzen::N,مزیت,probetxu
647,Nutzen::N,امتیاز,onura
648,Nutzen::N,امتیاز,probetxu
649,Reichtum::N,مال,aberastasun
650,Reichtum::N,ثروت,aberastasun
651,Welt::N,دنیا,ludi
652,Welt::N,دنیا,mundu
653,Land::N,کشور,herrialde
654,Land::N,مملکت,herrialde
655,Staat::N,دولت,estatu
656,König::N,شاه,errege
657,König::N,پادشاه,errege
658,Macht::N,قدرت,botere
659,Macht::N,اختیار,botere
660,Grenze::N,مرز,muga
661,Krieg::N,جنگ,guda
662,Feind::N,دشمن,etsai
663,Feind::N,دشمن,arerio
664,Gewalt::N,زور,bortxa
665,Gewalt::N,زور,bortizkeria
666,Gewalt::N,خشونت,bortxa
667,Gewalt::N,خشونت,bortizkeria
668,Kampf::N,نبرد,gudu
669,Kampf::N,نبرد,auska
670,Kampf::N,مبارزه,gudu
671,Kampf::N,مبارزه,auska
672,Bogen[Waffe]::N,کمان,arku
673,Pfeil::N,تیر,gezi
674,Gewehr::N,تفنگ,fusil
675,Fehler::N,غلط,huts
676,Fehler::N,غلط,hutsegin
677,Fehler::N,اشتباه,huts
678,Fehler::N,اشتباه,hutsegin
679,Lüge::N,دروغ,gezur
680,Schaden::N,آسیب,kalte
681,Schaden::N,خسارت,kalte
682,Unglück::N,بلا,zoritxar
683,Unglück::N,بلا,zorigaitz
684,Schuld::N,گناه,erru
685,Schuld::N,تقصیر,erru
686,Alter::N,سن,adin
687,Alter::N,عمر,adin
688,Schluss::N,انتها,bukaera
689,Zeit::N,وقت,aldi
690,Zeit::N,وقت,denbora
691,Zeit::N,زمان,aldi
692,Zeit::N,زمان,denbora
693,Tag::N,روز,egun
694,Morgen::N,صبح,goiz
695,Mittag::N,ظهر,eguerdi
696,Abend::N,شب,arrats
697,Abend::N,عصر,arrats
698,Nacht::N,شب,gau
699,Woche::N,هفته,aste
700,Monat::N,ماه,hil
701,Jahr::N,سال,urte
702,Frühling::N,بهار,udalehen
703,Sommer::N,تابستان,uda
704,Herbst::N,پاییز,udazken
705,Herbst::N,پاییز,neguantz
706,Winter::N,زمستان,negu
707,Januar::N,ژانویه,urtarril
708,Februar::N,فوریه,otsail
709,März::N,مارس,martxo
710,April::N,آوریل,apiril
711,Mai::N,مه,maiatz
712,Juni::N,ژوئن,ekain
713,Juli::N,ژویه,uztail
714,August::N,اوت,abuztu
715,September::N,سپتامبر,irail
716,Oktober::N,اکتبر,urri
717,November::N,نوامبر,azaro
718,Dezember::N,دسامبر,abendu
719,Montag::N,دو‌شنبه,astelehen
720,Dienstag::N,سه‌شنبه,astearte
721,Mittwoch::N,چهار‌شنبه,asteazken
722,Donnerstag::N,پنج شنبه,ostegun
723,Freitag::N,جمعه,ostiral
724,Samstag::N,شنبه,larunbat
725,Sonntag::N,یکشنبه,igande
726,groß::A,بزرگ,handi
727,klein::A,کوچک,txiki
728,lang::A,بلند,luze
729,kurz::A,کوتاه,labur
730,breit::A,پهن,zabal
731,schmal::A,تنگ,mehar
732,schmal::A,نازک,mehar
733,dicht::A,چگال,sarri
734,dicht::A,چگال,trinko
735,dicht::A,انبوه,sarri
736,dicht::A,انبوه,trinko
737,dick[Gegenstand]::A,ضخیم,lodi
738,dünn::A,نازک,mehe
739,fein::A,ریز,fin
740,fein::A,باریک,fin
741,fest::A,محکم,tinko
742,flach::A,صاف,lau
743,flach::A,صاف,ordoki
744,flach::A,مسطح,lau
745,flach::A,مسطح,ordoki
746,glatt::A,لیز,leun
747,hart::A,سفت,gogor
748,weich::A,نرم,bigun
749,weich::A,نرم,beratz
750,weich::A,ملایم,bigun
751,weich::A,ملایم,beratz
752,rund::A,گرد,biribil
753,spitz::A,تیز,puntadun
754,spitz::A,نوک‌تیز,puntadun
755,scharf::A,تیز,zorrotz
756,scharf::A,برنده,zorrotz
757,stumpf::A,کند,kamuts
758,schwer::A,سنگین,astun
759,schwer::A,سنگین,pisutsu
760,schön::A,زیبا,eder
761,heiß::A,داغ,bero
762,heiß::A,داغ,oso bero
763,warm::A,گرم,bero
764,kalt::A,سرد,hotz
765,kühl::A,خنک,hotzil
766,frisch::A,تازه,fresko
767,frisch::A,تازه,hozkirri
768,feucht::A,مرطوب,heze
769,nass::A,تر,busti
770,nass::A,خیش,busti
771,trocken::A,خشک,siku
772,trocken::A,خشک,lehor
773,voll::A,پر,bete
774,leer::A,خالی,huts
775,offen::A,باز,ireki
776,geschlossen::A,بسته,itxita
777,sauber::A,پاک,xahu
778,sauber::A,پاک,garbi
779,sauber::A,تمیز,xahu
780,sauber::A,تمیز,garbi
781,schmutzig::A,کثیف,lohi
782,schmutzig::A,کثیف,zikin
783,schmutzig::A,آلوده,lohi
784,schmutzig::A,آلوده,zikin
785,roh::A,خام,gordin
786,reif::A,رسیده,umo
787,reif::A,رسیده,heldu
788,lecker::A,لذیذ,goxo
789,lecker::A,خوشمزه,goxo
790,süß::A,شیرین,goxo
791,bitter::A,تلخ,karmin
792,bitter::A,تلخ,garratz
793,sauer::A,ترش,mingots
794,hell::A,روشن,argi
795,dunkel::A,تاریک,ilun
796,schwarz::A,سیاه,beltz
797,weiß::A,سفید,zuri
798,rot::A,سرخ,gorri
799,rot::A,قرمز,gorri
800,gelb::A,زرد,hori
801,blau::A,آبی,urdin
802,grün::A,سبز,berde
803,grün::A,سبز,musker
804,grau::A,طوسی,urdin
805,grau::A,طوسی,urdinabar
