,Concept_ID,eu,hu
141,Bach::N,erreka,patak
142,Fluss::N,ibai,folyó
143,Fluss::N,uhaitz,folyó
144,Ufer::N,bazter,part
145,Küste::N,itsasalde,tengerpart
146,Festland::N,lehor,szárazföld
147,Meer::N,itsaso,tenger
148,Bucht::N,golko,öböl
149,Insel::N,irla,sziget
150,Insel::N,uharte,sziget
151,Blume::N,lili,virág
152,Gras::N,belar,fű
153,Wurzel::N,zuztar,gyökér
154,Wurzel::N,sustrai,gyökér
155,Baum::N,zuhaitz,fa
156,Stamm::N,enbor,tő
157,Stamm::N,enbor,törzs
158,Rinde::N,azal,kéreg
159,Ast::N,adar,ág
160,Zweig::N,abar,gally
161,Blatt::N,hosto,levél
162,Birke::N,urki,nyír
163,Kiefer[Baum]::N,ler,fenyő
164,Weide[Baum]::N,zume,fűz
165,Weide[Baum]::N,sahats,fűz
166,Tanne::N,izei,fenyő
167,Horn::N,adar,szarv
168,Feder::N,luma,toll
169,Feder::N,hegaki,toll
170,Fell::N,ile,szőr
171,Fell::N,ile,bunda
172,Fell::N,larru,szőr
173,Fell::N,larru,bunda
174,Flügel::N,hego,szárny
175,Klaue::N,atzapar,köröm
176,Kralle::N,erpe,karom
177,Kralle::N,atzapar,karom
178,Schwanz::N,isats,farok
179,Schwanz::N,buztan,farok
180,Ei::N,arrautza,tojás
181,Nest::N,habia,fészek
182,Bau::N,ohantze,odú
183,Tier::N,abere,állat
184,Tier::N,piztia,állat
185,Herde::N,saldo,nyáj
186,Herde::N,saldo,csorda
187,Herde::N,abere talde,nyáj
188,Herde::N,abere talde,csorda
189,Kuh::N,behi,tehén
190,Bulle::N,zezen,bika
191,Pferd::N,zaldi,ló
192,Schaf::N,ardi,juh
193,Schaf::N,ardi,birka
194,Schwein::N,urde,sertés
195,Schwein::N,txerri,sertés
196,Hund::N,txakur,eb
197,Hund::N,txakur,kutya
198,Katze::N,katu,macska
199,Bär::N,hartz,medve
200,Eichhörnchen::N,urtxintxa,mókus
201,Elch::N,altze,jávorszarvas
202,Fuchs::N,azeri,róka
203,Hase::N,erbi,nyúl
204,Maus::N,sagu,egér
205,Wolf::N,otso,farkas
206,Vogel::N,txori,madár
207,Vogel::N,hegazti,madár
208,Schwarm::N,aldra,raj
209,Huhn::N,oilo,tyúk
210,Hahn::N,oilar,kakas
211,Gans::N,antzara,lúd
212,Gans::N,antzara,liba
213,Adler::N,arrano,sas
214,Ente::N,ahate,kacsa
215,Eule::N,hontza,bagoly
216,Kranich::N,kurrilo,daru
217,Krähe::N,bele,varjú
218,Kuckuck::N,kuku,kakukk
219,Schwan::N,beltxarga,hattyú
220,Fisch::N,arrain,hal
221,Barsch::N,perka,sügér
222,Hecht::N,lutxo,csuka
223,Schlange[Tier]::N,suge,kígyó
224,Wurm::N,har,kukac
225,Spinne::N,armiarma,pók
226,Ameise::N,inurri,hangya
227,Laus::N,zorri,tetű
228,Mücke::N,eltxo,szúnyog
229,Fliege::N,euli,légy
230,Schmetterling::N,pinpirin,lepke
231,Schmetterling::N,pinpirin,pillangó
232,Schmetterling::N,tximeleta,lepke
233,Schmetterling::N,tximeleta,pillangó
234,Beere::N,baia,bogyó
235,Apfel::N,sagar,alma
236,Pilz::N,onddo,gomba
237,Pilz::N,perretxiko,gomba
238,Zwiebel::N,tipula,hagyma
239,Saat::N,haziak,vetőmag
240,Korn::N,ale,mag
241,Korn::N,ale,szem
242,Korn::N,pikor,mag
243,Korn::N,pikor,szem
244,Heu::N,belar ondu,széna
245,Schale::N,azal,héj
246,Grube::N,hobi,verem
247,Falle::N,harrapagailu,csapda
248,Schlinge::N,bilur,tőr
249,Schlinge::N,xedera,tőr
250,Spur::N,lorratz,nyom
251,Asche::N,errauts,hamu
252,Dreck::N,satsukeria,sár
253,Dreck::N,satsukeria,piszok
254,Eisen::N,burdina,vas
255,Gold::N,urre,arany
256,Gold::N,urregorri,arany
257,Silber::N,zilar,ezüst
258,Silber::N,urrezuri,ezüst
259,Kohle::N,ikatz,szén
260,Glas::N,beira,üveg
261,Lehm::N,buztin,agyag
262,Lehm::N,buztin,vályog
263,Sand::N,harea,homok
264,Sand::N,hondar,homok
265,Mensch::N,gizaki,ember
266,Mann::N,gizon,úr
267,Mann::N,gizon,férfi
268,Frau::N,andere,nő
269,Frau::N,andere,asszony
270,Frau::N,emakume,nő
271,Frau::N,emakume,asszony
272,Kind::N,haur,gyerek
273,Kind::N,haur,gyermek
274,Junge::N,mutil,fiú
275,Mädchen::N,neska,lány
276,Familie::N,sendi,család
277,Familie::N,familia,család
278,Großvater::N,aitona,nagyapa
279,Großvater::N,aitatxi,nagyapa
280,Großmutter::N,amona,nagyanya
281,Großmutter::N,amatxi,nagyanya
282,Eltern::N,gurasoak,szülők
283,Vater::N,aita,apa
284,Vater::N,aita,atya
285,Mutter::N,ama,anya
286,Sohn::N,seme,fiú
287,Tochter::N,alaba,lány
288,Bruder::N,neba,fivér
289,Bruder::N,neba,testvér
290,Bruder::N,anaia,fivér
291,Bruder::N,anaia,testvér
292,Schwester::N,ahizpa,nővér
293,Schwester::N,ahizpa,lánytestvér
294,Onkel::N,osaba,nagybácsi
295,Tante::N,izeba,nagynéni
296,Ehemann::N,senar,férj
297,Ehefrau::N,emazte,feleség
298,Freude::N,poz,öröm
299,Freude::N,pozkari,öröm
300,Gelächter::N,barre,nevetés
301,Gelächter::N,barre,hahotázás
302,Gelächter::N,karkara,nevetés
303,Gelächter::N,karkara,hahotázás
304,Glück::N,zori,boldogság
305,Kummer::N,xangrin,bánat
306,Kummer::N,atsekabe,bánat
307,Wunsch::N,nahi,óhaj
308,Wunsch::N,nahikunde,óhaj
309,Lust::N,gogo,kedv
310,Geist::N,gogo,elme
311,Geist::N,gogo,szellem
312,Gedanke::N,gogoeta,gondolat
313,Gedächtnis::N,oroimen,emlékezet
314,Gedächtnis::N,gogoramen,emlékezet
315,Verstand::N,adimen,ész
316,Verstand::N,adimen,értelem
317,Verstand::N,ulermen,ész
318,Verstand::N,ulermen,értelem
319,Sinn::N,zentzu,értelem
320,Grund::N,zergati,ok
321,Grund::N,zergati,alap
322,Wahrheit::N,egia,igaz
323,Wahrheit::N,egia,igazság
324,Gespräch::N,hizketa,beszélgetés
325,Gespräch::N,elkarrizketa,beszélgetés
326,Märchen::N,ipuin,mese
327,Erzählung::N,edesti,elbeszélés
328,Erzählung::N,kontakizun,elbeszélés
329,Nachricht::N,albiste,hír
330,Nachricht::N,albiste,híradás
331,Neuigkeit::N,berri,újság
332,Name::N,izen,név
333,Rätsel::N,asmakizun,rejtvény
334,Rede::N,hitzaldi,beszéd
335,Rede::N,hitzaldi,szónoklat
336,Rede::N,mintzaldi,beszéd
337,Rede::N,mintzaldi,szónoklat
338,Sprache::N,hizkuntza,nyelv
339,Stimme::N,ahots,hang
340,Wort::N,hitz,szó
341,Zeichen::N,agerbide,jel
342,Zeichen::N,agergarri,jel
343,Ruf::N,dei,kiáltás
344,Lärm::N,zarata,zaj
345,Lärm::N,harrabots,zaj
346,Laut::N,hots,hang
347,Ton::N,tonu,hang
348,Ton::N,soinu,hang
349,Lied::N,abesti,dal
350,Lied::N,abesti,ének
351,Ruhe::N,nasaitasun,csend
352,Ruhe::N,nasaitasun,nyugalom
353,Leute::N,jende,emberek
354,Volk::N,herri,nép
355,Volk::N,populu,nép
356,Arbeit::N,lan,dolog
357,Gast::N,arrotz,vendég
358,Gast::N,apopilo,vendég
359,Geschenk::N,opari,ajándék
360,Spiel::N,jolas,játék
361,Gesellschaft::N,gizarte,társaság
362,Hilfe::N,helpide,segítség
363,Hilfe::N,laguntza,segítség
364,Freund::N,lagun,barát
365,Kamerad::N,adiskide,társ
366,Kamerad::N,lagunkide,társ
367,Angelegenheit::N,afera,ügy
368,Anzahl::N,kopuru,szám
369,Art::N,mota,faj
370,Art::N,mota,fajta
371,Stück::N,puska,darab
372,Teil::N,atal,rész
373,Hälfte::N,erdi,fél
374,Kreis::N,biribilki,kör
375,Kreuz::N,gurutze,kereszt
376,Linie::N,linea,vonal
377,Strich::N,marra,vonás
378,Abstand::N,tarte,köz
379,Entfernung::N,urrunera,távolság
380,Gegend::N,alderdi,táj
381,Gegend::N,alderdi,vidék
382,Gegend::N,eskualde,táj
383,Gegend::N,eskualde,vidék
384,Platz::N,leku,hely
385,Ort::N,toki,hely
386,Seite::N,albo,fél
387,Seite::N,albo,oldal
388,Mitte::N,erdi,közép
389,Gegenstand::N,gauzaki,tárgy
390,Sache::N,gauza,dolog
391,Rand::N,ertz,szél
392,Rand::N,ertz,perem
393,Rand::N,ertz,szegély
394,Kante::N,ertz,él
395,Ecke::N,kantoi,sarok
396,Ecke::N,kantoi,szöglet
397,Spitze::N,punta,csúcs
398,Ende::N,buru,vég
399,Ende::N,mutur,vég
400,Loch::N,zulo,lyuk
401,Winkel::N,zoko,szög
402,Winkel::N,bazter,szög
403,Muster::N,eredu,minta
404,Muster::N,marrazki,minta
405,Größe::N,kaizu,nagyság
406,Größe::N,tamaina,nagyság
407,Länge::N,luzera,hossz
408,Länge::N,luzera,hosszúság
409,Höhe::N,goiera,magasság
410,Höhe::N,garaiera,magasság
411,Gewicht::N,hazta,súly
412,Menge::N,kopuru,sokaság
413,Menge::N,kopuru,mennyiség
414,Haufen::N,pila,halom
415,Haufen::N,mendoi,halom
416,Reihe::N,ilara,sor
417,Reihe::N,errenkada,sor
418,Boot::N,potin,csónak
419,Boot::N,txalupa,csónak
420,Ruder::N,arraun,evező
421,Schlitten::N,lera,szánkó
422,Schlitten::N,narra,szánkó
423,Ski::N,eski,sí
424,Lagerfeuer::N,su,tábortűz
425,Last::N,zama,teher
426,Last::N,karga,teher
427,Gang::N,ibilera,járás
428,Schritt::N,pauso,lépés
429,Schritt::N,urrats,lépés
430,Norden::N,ipar,észak
431,Norden::N,iparralde,észak
432,Süden::N,hego,dél
433,Süden::N,hegoalde,dél
434,Westen::N,sartalde,nyugat
435,Westen::N,mendebalde,nyugat
436,Osten::N,ekialde,kelet
437,Osten::N,sortalde,kelet
438,Holz::N,zur,fa
439,Brett::N,ohol,deszka
440,Platte::N,lauza,lap
441,Platte::N,lauza,lemez
442,Stütze::N,irozgarri,támasz
443,Stütze::N,irozgarri,támaszték
444,Stütze::N,bermagailu,támasz
445,Stütze::N,bermagailu,támaszték
446,Stange::N,haga,rúd
447,Stange::N,haga,pózna
448,Stock::N,makila,pálca
449,Stab::N,makila,bot
450,Rohr::N,hodi,cső
451,Haus::N,etxe,ház
452,Heim::N,etxe,otthon
453,Heim::N,etxaleku,otthon
454,Ofen::N,berogailu,kályha
455,Fußboden::N,zoru,padló
456,Tisch::N,mahai,asztal
457,Stuhl::N,aulki,szék
458,Wiege::N,kuma,bölcső
459,Wiege::N,sehaska,bölcső
460,Bett::N,ohe,ágy
461,Bett::N,ohatze,ágy
462,Regal::N,apalategi,polc
463,Regal::N,apalategi,állvány
464,Kiste::N,kutxa,láda
465,Fenster::N,leiho,ablak
466,Tür::N,ate,ajtó
467,Tor::N,atari,kapu
468,Zaun::N,hesi,kerítés
469,Dach::N,teilatu,tető
470,Leiter::N,zurubi,létra
471,Besen::N,erratz,seprű
472,Spaten::N,burdinpala,ásó
473,Schaufel::N,pala,lapát
474,Gabel::N,sardexka,villa
475,Löffel::N,koilara,kanál
476,Messer::N,aizto,kés
477,Nagel::N,iltze,szeg
478,Netz::N,sare,háló
479,Haken::N,mako,kampó
480,Griff::N,eskutoki,nyél
481,Griff::N,eskutoki,fogantyú
482,Schloss::N,sarraila,zár
483,Bild::N,irudi,kép
484,Figur::N,figura,alak
485,Puppe::N,panpina,bábu
486,Puppe::N,andrakila,bábu
487,Beutel::N,zorro,zacskó
488,Bündel::N,azao,köteg
489,Bündel::N,espal,köteg
490,Tasche::N,poltsa,táska
491,Eimer::N,treska,vödör
492,Deckel::N,tapa,fedő
493,Deckel::N,tapa,fedél
494,Deckel::N,estalki,fedő
495,Deckel::N,estalki,fedél
496,Geschirr::N,baxera,edény
497,Geschirr::N,ontziteria,edény
498,Sack::N,zaku,zsák
499,Tasse::N,kikara,csésze
500,Topf::N,ontzi,fazék
501,Topf::N,lapiko,fazék
502,Kessel::N,pazia,üst
503,Kessel::N,pazia,bogrács
504,Essen::N,janaldi,evés
505,Essen::N,janaldi,étkezés
506,Nahrung::N,jan,ennivaló
507,Speise::N,jaki,étel
508,Fleisch::N,okela,hús
509,Fleisch::N,haragi,hús
510,Getreide::N,labore,gabona
511,Brei::N,ahi,pép
512,Brei::N,ahi,kása
513,Brei::N,pure,pép
514,Brei::N,pure,kása
515,Brot::N,ogi,kenyér
516,Scheibe::N,xerra,szelet
517,Scheibe::N,pirripita,szelet
518,Fett::N,urin,háj
519,Fett::N,urin,zsír
520,Fett::N,koipe,háj
521,Fett::N,koipe,zsír
522,Butter::N,gurin,vaj
523,Öl::N,olio,olaj
524,Salz::N,gatz,só
525,Suppe::N,zopa,leves
526,Suppe::N,salda,leves
527,Honig::N,ezti,méz
528,Milch::N,esne,tej
529,Tee::N,te,tea
530,Leder::N,larru,bőr
531,Wolle::N,artile,gyapjú
532,Stoff::N,ehun,szövet
533,Nadel::N,orratz,tű
534,Nadel::N,jostorratz,tű
535,Faden::N,hari,fonál
536,Knopf::N,botoi,gomb
537,Knoten::N,korapilo,csomó
538,Farbe::N,pintura,szín
539,Farbe::N,pintura,festék
540,Kleidung::N,arropa,ruha
541,Kleidung::N,arropa,ruházat
542,Kleidung::N,jantziak,ruha
543,Kleidung::N,jantziak,ruházat
544,Hemd::N,atorra,ing
545,Hemd::N,alkandora,ing
546,Kragen::N,idun,gallér
547,Ärmel::N,mahuka,ujj
548,Hose::N,prakak,gatya
549,Hose::N,prakak,nadrág
550,Hose::N,galtzak,gatya
551,Hose::N,galtzak,nadrág
552,Gürtel::N,gerriko,öv
553,Mütze::N,txano,sapka
554,Mütze::N,txapel,sapka
555,Schuh::N,oski,cipő
556,Schuh::N,oinetako,cipő
557,Stiefel::N,bota,csizma
558,Ring::N,uztai,gyűrű
559,Band::N,zinta,szalag
560,Band::N,xingola,szalag
561,Kamm::N,orrazi,fésű
562,Spiegel::N,mirail,tükör
563,Riemen::N,uhal,szíj
564,Schnur::N,lokailu,zsinór
565,Leine::N,lotura,póráz
566,Decke::N,burusi,takaró
567,Kissen::N,kuxin,párna
568,Tuch::N,zapi,kendő
569,Tuch::N,oihal,kendő
570,Handtuch::N,eskuzapi,törülköző
571,Handtuch::N,eskuoihal,törülköző
572,Kraft::N,indar,erő
573,Stärke::N,indar,erő
574,Stärke::N,indar,erősség
575,Gesundheit::N,osasun,egészség
576,Krankheit::N,eritasun,kór
577,Krankheit::N,eritasun,betegség
578,Krankheit::N,gaixotasun,kór
579,Krankheit::N,gaixotasun,betegség
580,Schmerz::N,min,fájdalom
581,Wunde::N,zauri,seb
582,Fieber::N,sukar,láz
583,Arznei::N,osagai,orvosság
584,Arznei::N,osagai,gyógyszer
585,Arznei::N,sendagai,orvosság
586,Arznei::N,sendagai,gyógyszer
587,Brücke::N,zubi,híd
588,Brunnen::N,putzu,kút
589,Weide::N,alha,legelő
590,Weide::N,bazkaleku,legelő
591,Pfad::N,zidor,ösvény
592,Pfad::N,bidexka,ösvény
593,Weg::N,bide,út
594,Straße::N,errepide,út
595,Dorf::N,herri,falu
596,Stadt::N,hiri,város
597,Brief::N,gutun,levél
598,Brief::N,eskutitz,levél
599,Buch::N,liburu,könyv
600,Buchstabe::N,hizki,betű
601,Zeitung::N,egunkari,újság
602,Zeitung::N,egunkari,hírlap
603,Leben::N,bizi,élet
604,Leben::N,bizitza,élet
605,Tod::N,herio,halál
606,Tod::N,heriotza,halál
607,Grab::N,hobi,sír
608,Grab::N,hilobi,sír
609,Kirche::N,eliza,templom
610,Sünde::N,hoben,bűn
611,Sünde::N,hoben,vétek
612,Sünde::N,bekatu,bűn
613,Sünde::N,bekatu,vétek
614,Gott::N,jainko,isten
615,Arbeiter::N,langile,munkás
616,Arbeiter::N,behargin,munkás
617,Chef::N,nagusi,főnök
618,Meister::N,maisu,mester
619,Arzt::N,osagile,orvos
620,Arzt::N,sendagile,orvos
621,Lehrer::N,irakasle,tanár
622,Lehrer::N,irakasle,tanító
623,Geld::N,diru,pénz
624,Geschäft::N,negozio,üzlet
625,Laden::N,denda,bolt
626,Laden::N,saltegi,bolt
627,Preis::N,prezio,ár
628,Preis::N,salneurri,ár
629,Ware::N,salgai,áru
630,Nutzen::N,onura,haszon
631,Nutzen::N,probetxu,haszon
632,Reichtum::N,aberastasun,gazdagság
633,Welt::N,ludi,világ
634,Welt::N,mundu,világ
635,Land::N,herrialde,ország
636,Staat::N,estatu,állam
637,König::N,errege,király
638,Macht::N,botere,hatalom
639,Grenze::N,muga,határ
640,Krieg::N,guda,háború
641,Feind::N,etsai,ellenség
642,Feind::N,arerio,ellenség
643,Gewalt::N,bortxa,erőszak
644,Gewalt::N,bortizkeria,erőszak
645,Kampf::N,gudu,harc
646,Kampf::N,auska,harc
647,Bogen[Waffe]::N,arku,íj
648,Pfeil::N,gezi,nyíl
649,Gewehr::N,fusil,puska
650,Gewehr::N,fusil,fegyver
651,Fehler::N,huts,hiba
652,Fehler::N,hutsegin,hiba
653,Lüge::N,gezur,hazugság
654,Schaden::N,kalte,kár
655,Unglück::N,zoritxar,csapás
656,Unglück::N,zoritxar,balszerencse
657,Unglück::N,zorigaitz,csapás
658,Unglück::N,zorigaitz,balszerencse
659,Schuld::N,erru,bűn
660,Alter::N,adin,kor
661,Schluss::N,bukaera,vég
662,Schluss::N,bukaera,befejezés
663,Zeit::N,aldi,idő
664,Zeit::N,denbora,idő
665,Tag::N,egun,nap
666,Morgen::N,goiz,reggel
667,Mittag::N,eguerdi,dél
668,Abend::N,arrats,este
669,Nacht::N,gau,éj
670,Nacht::N,gau,éjszaka
671,Woche::N,aste,hét
672,Monat::N,hil,hó
673,Monat::N,hil,hónap
674,Jahr::N,urte,év
675,Frühling::N,udalehen,tavasz
676,Sommer::N,uda,nyár
677,Herbst::N,udazken,ősz
678,Herbst::N,neguantz,ősz
679,Winter::N,negu,tél
680,Januar::N,urtarril,január
681,Februar::N,otsail,február
682,März::N,martxo,március
683,April::N,apiril,április
684,Mai::N,maiatz,május
685,Juni::N,ekain,június
686,Juli::N,uztail,július
687,August::N,abuztu,augusztus
688,September::N,irail,szeptember
689,Oktober::N,urri,október
690,November::N,azaro,november
691,Dezember::N,abendu,december
692,Montag::N,astelehen,hétfő
693,Dienstag::N,astearte,kedd
694,Mittwoch::N,asteazken,szerda
695,Donnerstag::N,ostegun,csütörtök
696,Freitag::N,ostiral,péntek
697,Samstag::N,larunbat,szombat
698,Sonntag::N,igande,vasárnap
699,groß::A,handi,nagy
700,klein::A,txiki,pici
701,klein::A,txiki,kicsi
702,lang::A,luze,hosszú
703,kurz::A,labur,rövid
704,breit::A,zabal,széles
705,schmal::A,mehar,keskeny
706,dicht::A,sarri,sűrű
707,dicht::A,trinko,sűrű
708,dick[Gegenstand]::A,lodi,vastag
709,dünn::A,mehe,vékony
710,fein::A,fin,vékony
711,fest::A,tinko,szilárd
712,flach::A,lau,sík
713,flach::A,lau,lapos
714,flach::A,ordoki,sík
715,flach::A,ordoki,lapos
716,glatt::A,leun,sima
717,hart::A,gogor,kemény
718,weich::A,bigun,puha
719,weich::A,beratz,puha
720,rund::A,biribil,kerek
721,spitz::A,puntadun,hegyes
722,scharf::A,zorrotz,éles
723,stumpf::A,kamuts,tompa
724,stumpf::A,kamuts,életlen
725,schwer::A,astun,nehéz
726,schwer::A,astun,súlyos
727,schwer::A,pisutsu,nehéz
728,schwer::A,pisutsu,súlyos
729,schön::A,eder,szép
730,heiß::A,bero,forró
731,heiß::A,oso bero,forró
732,warm::A,bero,meleg
733,kalt::A,hotz,hideg
734,kühl::A,hotzil,hűs
735,kühl::A,hotzil,hűvös
736,frisch::A,fresko,üde
737,frisch::A,fresko,friss
738,frisch::A,hozkirri,üde
739,frisch::A,hozkirri,friss
740,feucht::A,heze,nedves
741,nass::A,busti,vizes
742,trocken::A,siku,száraz
743,trocken::A,lehor,száraz
744,voll::A,bete,telt
745,leer::A,huts,üres
746,offen::A,ireki,nyílt
747,offen::A,ireki,nyitott
748,geschlossen::A,itxita,zárt
749,geschlossen::A,itxita,csukott
750,sauber::A,xahu,tiszta
751,sauber::A,garbi,tiszta
752,schmutzig::A,lohi,piszkos
753,schmutzig::A,lohi,szennyes
754,schmutzig::A,zikin,piszkos
755,schmutzig::A,zikin,szennyes
756,roh::A,gordin,nyers
757,reif::A,umo,érett
758,reif::A,heldu,érett
759,lecker::A,goxo,finom
760,süß::A,goxo,édes
761,bitter::A,karmin,keserű
762,bitter::A,garratz,keserű
763,sauer::A,mingots,savanyú
764,hell::A,argi,világos
765,dunkel::A,ilun,sötét
766,schwarz::A,beltz,fekete
767,weiß::A,zuri,fehér
768,rot::A,gorri,vörös
769,gelb::A,hori,sárga
770,blau::A,urdin,kék
771,grün::A,berde,zöld
772,grün::A,musker,zöld
773,grau::A,urdin,ősz
774,grau::A,urdin,szürke
775,grau::A,urdinabar,ősz
776,grau::A,urdinabar,szürke
777,bunt::A,koloretsu,tarka
778,bunt::A,koloretsu,színes
779,billig::A,merke,olcsó
780,teuer::A,garesti,drága
781,wertvoll::A,baliotsu,értékes
782,blind::A,itsu,vak
783,taub::A,gor,süket
784,kräftig::A,kementsu,erős
785,stark::A,bizkor,erős
786,stark::A,indartsu,erős
787,schwach::A,ahul,gyenge
788,schwach::A,ahul,erőtlen
789,schwach::A,indargabe,gyenge
790,schwach::A,indargabe,erőtlen
791,fett::A,gizen,hájas
792,schlank::A,lerden,karcsú
793,hübsch::A,polit,csinos
794,böse::A,tzar,rossz
795,böse::A,tzar,gonosz
796,böse::A,gaizto,rossz
797,böse::A,gaizto,gonosz
798,dumm::A,lelo,buta
799,dumm::A,lelo,ostoba
800,dumm::A,pello,buta
801,dumm::A,pello,ostoba
802,faul::A,nagi,lusta
803,faul::A,alfer,lusta
804,fleißig::A,maratz,szorgalmas
805,fleißig::A,lanzale,szorgalmas
806,geizig::A,zeken,fukar
807,geizig::A,zeken,fösvény
808,geizig::A,zikoitz,fukar
809,geizig::A,zikoitz,fösvény
810,klug::A,zuhur,okos
811,klug::A,zuhur,eszes
812,geschickt::A,trebe,ügyes
813,geschickt::A,antzetsu,ügyes
814,lieb::A,maite,drága
815,lieb::A,maite,kedves
816,lieb::A,laztan,drága
817,lieb::A,laztan,kedves
818,lustig::A,alaitsu,víg
819,lustig::A,alaitsu,vidám
820,sanft::A,eme,enyhe
821,sanft::A,ezti,enyhe
822,hungrig::A,gose,éhes
823,krank::A,eri,beteg
824,krank::A,gaixo,beteg
825,nackt::A,biluzi,csupasz
826,nackt::A,biluzi,meztelen
827,traurig::A,itun,bús
828,traurig::A,itun,szomorú
829,traurig::A,betilun,bús
830,traurig::A,betilun,szomorú
831,lebendig::A,bizirik,élő
832,gut::A,on,jó
833,schlecht::A,txar,rossz
834,richtig::A,zuzen,helyes
835,schlimm::A,larri,rossz
