,Concept_ID,eu,sk
100,Donner::N,ostots,hrom
101,Donner::N,ihurtzuri,hrom
102,Strömung::N,laster,prúdenie
103,Tropfen::N,xorta,kvapka
104,Schaum::N,bits,pena
105,Schmutz::N,lohi,špina
106,Schmutz::N,lohi,nečistota
107,Schmutz::N,zikin,špina
108,Schmutz::N,zikin,nečistota
109,See::N,laku,jazero
110,See::N,aintzira,jazero
111,Sumpf::N,zingira,bahno
112,Moor::N,zohikaztegi,močiar
113,Wiese::N,larre,lúka
114,Wiese::N,belardi,lúka
115,Wald::N,baso,les
116,Wald::N,baso,hora
117,Wald::N,oihan,les
118,Wald::N,oihan,hora
119,Hügel::N,muino,vŕšok
120,Hügel::N,pentoka,vŕšok
121,Anhöhe::N,garai,výšina
122,Anhöhe::N,garai,vyvýšenina
123,Anhöhe::N,goragune,výšina
124,Anhöhe::N,goragune,vyvýšenina
125,Berg::N,mendi,hora
126,Gipfel::N,gain,vrchol
127,Gipfel::N,tontor,vrchol
128,Höhle::N,kobazulo,jaskyňa
129,Abhang::N,aldapa,úbočie
130,Quelle::N,iturri,prameň
131,Quelle::N,iturbegi,prameň
132,Bach::N,lats,potok
133,Bach::N,erreka,potok
134,Fluss::N,ibai,rieka
135,Fluss::N,uhaitz,rieka
136,Ufer::N,bazter,breh
137,Küste::N,itsasalde,pobrežie
138,Festland::N,lehor,pevnina
139,Meer::N,itsaso,more
140,Bucht::N,golko,záliv
141,Bucht::N,golko,zátoka
142,Insel::N,irla,ostrov
143,Insel::N,uharte,ostrov
144,Blume::N,lili,kvet
145,Blume::N,lili,kvetina
146,Gras::N,belar,tráva
147,Wurzel::N,zuztar,koreň
148,Wurzel::N,sustrai,koreň
149,Baum::N,zuhaitz,strom
150,Stamm::N,enbor,kmeň
151,Rinde::N,azal,kôra
152,Ast::N,adar,konár
153,Zweig::N,abar,vetva
154,Blatt::N,hosto,list
155,Birke::N,urki,breza
156,Kiefer[Baum]::N,ler,sosna
157,Kiefer[Baum]::N,ler,borovica
158,Weide[Baum]::N,zume,vŕba
159,Weide[Baum]::N,sahats,vŕba
160,Tanne::N,izei,jedľa
161,Horn::N,adar,roh
162,Feder::N,luma,pero
163,Feder::N,hegaki,pero
164,Fell::N,ile,koža
165,Fell::N,ile,kožušina
166,Fell::N,larru,koža
167,Fell::N,larru,kožušina
168,Flügel::N,hego,krídlo
169,Klaue::N,atzapar,paznecht
170,Kralle::N,erpe,pazúr
171,Kralle::N,atzapar,pazúr
172,Schwanz::N,isats,chvost
173,Schwanz::N,buztan,chvost
174,Ei::N,arrautza,vajce
175,Ei::N,arrautza,vajíčko
176,Nest::N,habia,hniezdo
177,Bau::N,ohantze,nora
178,Tier::N,abere,zviera
179,Tier::N,piztia,zviera
180,Herde::N,saldo,stádo
181,Herde::N,abere talde,stádo
182,Kuh::N,behi,krava
183,Bulle::N,zezen,býk
184,Pferd::N,zaldi,kôň
185,Schaf::N,ardi,ovca
186,Schwein::N,urde,sviňa
187,Schwein::N,txerri,sviňa
188,Hund::N,txakur,pes
189,Katze::N,katu,mačka
190,Bär::N,hartz,medveď
191,Eichhörnchen::N,urtxintxa,veverička
192,Elch::N,altze,los
193,Fuchs::N,azeri,líška
194,Hase::N,erbi,zajac
195,Maus::N,sagu,myš
196,Wolf::N,otso,vlk
197,Vogel::N,txori,vták
198,Vogel::N,hegazti,vták
199,Schwarm::N,aldra,roj
200,Huhn::N,oilo,kurča
201,Huhn::N,oilo,sliepka
202,Hahn::N,oilar,kohút
203,Gans::N,antzara,hus
204,Adler::N,arrano,orol
205,Ente::N,ahate,kačka
206,Ente::N,ahate,kačica
207,Eule::N,hontza,sova
208,Kranich::N,kurrilo,žeriav
209,Krähe::N,bele,vrana
210,Kuckuck::N,kuku,kukučka
211,Schwan::N,beltxarga,labuť
212,Fisch::N,arrain,ryba
213,Barsch::N,perka,ostriež
214,Hecht::N,lutxo,šťuka
215,Schlange[Tier]::N,suge,had
216,Wurm::N,har,červ
217,Spinne::N,armiarma,pavúk
218,Ameise::N,inurri,mravec
219,Laus::N,zorri,voš
220,Mücke::N,eltxo,komár
221,Fliege::N,euli,mucha
222,Schmetterling::N,pinpirin,motýľ
223,Schmetterling::N,tximeleta,motýľ
224,Beere::N,baia,bobuľa
225,Apfel::N,sagar,jablko
226,Pilz::N,onddo,hríb
227,Pilz::N,perretxiko,hríb
228,Zwiebel::N,tipula,cibuľa
229,Saat::N,haziak,osivo
230,Korn::N,ale,zrno
231,Korn::N,pikor,zrno
232,Heu::N,belar ondu,seno
233,Schale::N,azal,šupa
234,Schale::N,azal,škrupina
235,Grube::N,hobi,jama
236,Falle::N,harrapagailu,pasca
237,Falle::N,harrapagailu,klepec
238,Schlinge::N,bilur,slučka
239,Schlinge::N,xedera,slučka
240,Spur::N,lorratz,stopa
241,Asche::N,errauts,popol
242,Dreck::N,satsukeria,kal
243,Dreck::N,satsukeria,blato
244,Eisen::N,burdina,železo
245,Gold::N,urre,zlato
246,Gold::N,urregorri,zlato
247,Silber::N,zilar,striebro
248,Silber::N,urrezuri,striebro
249,Kohle::N,ikatz,uhlie
250,Glas::N,beira,sklo
251,Lehm::N,buztin,íl
252,Lehm::N,buztin,hlina
253,Sand::N,harea,piesok
254,Sand::N,hondar,piesok
255,Mensch::N,gizaki,človek
256,Mann::N,gizon,muž
257,Mann::N,gizon,chlap
258,Frau::N,andere,žena
259,Frau::N,emakume,žena
260,Kind::N,haur,dieťa
261,Junge::N,mutil,chlapec
262,Mädchen::N,neska,dievka
263,Familie::N,sendi,rodina
264,Familie::N,familia,rodina
265,Großvater::N,aitona,dedo
266,Großvater::N,aitona,starý otec
267,Großvater::N,aitatxi,dedo
268,Großvater::N,aitatxi,starý otec
269,Großmutter::N,amona,babička
270,Großmutter::N,amona,stará mať
271,Großmutter::N,amatxi,babička
272,Großmutter::N,amatxi,stará mať
273,Eltern::N,gurasoak,rodičia
274,Vater::N,aita,otec
275,Mutter::N,ama,mať
276,Mutter::N,ama,matka
277,Sohn::N,seme,syn
278,Tochter::N,alaba,dcéra
279,Bruder::N,neba,brat
280,Bruder::N,anaia,brat
281,Schwester::N,ahizpa,sestra
282,Onkel::N,osaba,ujo
283,Onkel::N,osaba,strýko
284,Tante::N,izeba,teta
285,Tante::N,izeba,tetka
286,Ehemann::N,senar,muž
287,Ehemann::N,senar,manžel
288,Ehefrau::N,emazte,žena
289,Ehefrau::N,emazte,manželka
290,Freude::N,poz,radosť
291,Freude::N,pozkari,radosť
292,Gelächter::N,barre,smiech
293,Gelächter::N,karkara,smiech
294,Glück::N,zori,šťastie
295,Kummer::N,xangrin,žiaľ
296,Kummer::N,xangrin,zármutok
297,Kummer::N,atsekabe,žiaľ
298,Kummer::N,atsekabe,zármutok
299,Wunsch::N,nahi,prianie
300,Wunsch::N,nahikunde,prianie
301,Lust::N,gogo,chuť
302,Geist::N,gogo,duch
303,Gedanke::N,gogoeta,myšlienka
304,Gedächtnis::N,oroimen,pamäť
305,Gedächtnis::N,gogoramen,pamäť
306,Verstand::N,adimen,rozum
307,Verstand::N,ulermen,rozum
308,Sinn::N,zentzu,zmysel
309,Grund::N,zergati,dôvod
310,Grund::N,zergati,príčina
311,Wahrheit::N,egia,pravda
312,Gespräch::N,hizketa,reč
313,Gespräch::N,hizketa,rozhovor
314,Gespräch::N,elkarrizketa,reč
315,Gespräch::N,elkarrizketa,rozhovor
316,Märchen::N,ipuin,rozprávka
317,Erzählung::N,edesti,poviedka
318,Erzählung::N,kontakizun,poviedka
319,Nachricht::N,albiste,správa
320,Neuigkeit::N,berri,novinka
321,Name::N,izen,meno
322,Rätsel::N,asmakizun,záhada
323,Rätsel::N,asmakizun,hádanka
324,Rede::N,hitzaldi,reč
325,Rede::N,mintzaldi,reč
326,Sprache::N,hizkuntza,reč
327,Sprache::N,hizkuntza,jazyk
328,Stimme::N,ahots,hlas
329,Wort::N,hitz,slovo
330,Zeichen::N,agerbide,znak
331,Zeichen::N,agergarri,znak
332,Ruf::N,dei,volanie
333,Ruf::N,dei,zavolanie
334,Lärm::N,zarata,hluk
335,Lärm::N,zarata,hurhaj
336,Lärm::N,harrabots,hluk
337,Lärm::N,harrabots,hurhaj
338,Laut::N,hots,zvuk
339,Ton::N,tonu,tón
340,Ton::N,tonu,zvuk
341,Ton::N,soinu,tón
342,Ton::N,soinu,zvuk
343,Lied::N,abesti,pieseň
344,Ruhe::N,nasaitasun,pokoj
345,Leute::N,jende,ľudia
346,Volk::N,herri,ľud
347,Volk::N,herri,národ
348,Volk::N,populu,ľud
349,Volk::N,populu,národ
350,Arbeit::N,lan,práca
351,Arbeit::N,lan,robota
352,Gast::N,arrotz,hosť
353,Gast::N,apopilo,hosť
354,Geschenk::N,opari,dar
355,Spiel::N,jolas,hra
356,Gesellschaft::N,gizarte,spoločnosť
357,Hilfe::N,helpide,pomoc
358,Hilfe::N,laguntza,pomoc
359,Freund::N,lagun,priateľ
360,Kamerad::N,adiskide,kamarát
361,Kamerad::N,lagunkide,kamarát
362,Angelegenheit::N,afera,vec
363,Angelegenheit::N,afera,záležitosť
364,Anzahl::N,kopuru,počet
365,Anzahl::N,kopuru,množstvo
366,Art::N,mota,druh
367,Stück::N,puska,kus
368,Stück::N,puska,kúsok
369,Teil::N,atal,časť
370,Hälfte::N,erdi,polka
371,Hälfte::N,erdi,polovica
372,Kreis::N,biribilki,kruh
373,Kreuz::N,gurutze,kríž
374,Linie::N,linea,línia
375,Strich::N,marra,čiara
376,Abstand::N,tarte,vzdialenosť
377,Entfernung::N,urrunera,vzdialenosť
378,Gegend::N,alderdi,kraj
379,Gegend::N,alderdi,krajina
380,Gegend::N,eskualde,kraj
381,Gegend::N,eskualde,krajina
382,Platz::N,leku,miesto
383,Ort::N,toki,miesto
384,Seite::N,albo,bok
385,Seite::N,albo,strana
386,Mitte::N,erdi,stred
387,Gegenstand::N,gauzaki,predmet
388,Sache::N,gauza,vec
389,Rand::N,ertz,kraj
390,Rand::N,ertz,okraj
391,Kante::N,ertz,hrana
392,Ecke::N,kantoi,roh
393,Spitze::N,punta,hrot
394,Spitze::N,punta,špička
395,Ende::N,buru,koniec
396,Ende::N,mutur,koniec
397,Loch::N,zulo,diera
398,Winkel::N,zoko,kút
399,Winkel::N,bazter,kút
400,Muster::N,eredu,vzor
401,Muster::N,eredu,vzorka
402,Muster::N,marrazki,vzor
403,Muster::N,marrazki,vzorka
404,Größe::N,kaizu,veľkosť
405,Größe::N,tamaina,veľkosť
406,Länge::N,luzera,dĺžka
407,Höhe::N,goiera,výška
408,Höhe::N,garaiera,výška
409,Gewicht::N,hazta,váha
410,Menge::N,kopuru,množstvo
411,Haufen::N,pila,hŕba
412,Haufen::N,mendoi,hŕba
413,Reihe::N,ilara,rad
414,Reihe::N,errenkada,rad
415,Boot::N,potin,čln
416,Boot::N,txalupa,čln
417,Ruder::N,arraun,veslo
418,Schlitten::N,lera,sane
419,Schlitten::N,narra,sane
420,Ski::N,eski,lyža
421,Lagerfeuer::N,su,táborák
422,Last::N,zama,ťarcha
423,Last::N,zama,bremeno
424,Last::N,karga,ťarcha
425,Last::N,karga,bremeno
426,Gang::N,ibilera,chôdza
427,Schritt::N,pauso,krok
428,Schritt::N,urrats,krok
429,Norden::N,ipar,sever
430,Norden::N,iparralde,sever
431,Süden::N,hego,juh
432,Süden::N,hegoalde,juh
433,Westen::N,sartalde,západ
434,Westen::N,mendebalde,západ
435,Osten::N,ekialde,východ
436,Osten::N,sortalde,východ
437,Holz::N,zur,drevo
438,Brett::N,ohol,doska
439,Platte::N,lauza,doska
440,Platte::N,lauza,platňa
441,Stütze::N,irozgarri,opora
442,Stütze::N,bermagailu,opora
443,Stange::N,haga,tyč
444,Stock::N,makila,palica
445,Stab::N,makila,palica
446,Rohr::N,hodi,rúra
447,Haus::N,etxe,dom
448,Heim::N,etxe,domov
449,Heim::N,etxaleku,domov
450,Ofen::N,berogailu,pec
451,Ofen::N,berogailu,kachle
452,Fußboden::N,zoru,dlážka
453,Fußboden::N,zoru,podlaha
454,Tisch::N,mahai,stôl
455,Stuhl::N,aulki,stolička
456,Wiege::N,kuma,kolíska
457,Wiege::N,sehaska,kolíska
458,Bett::N,ohe,lôžko
459,Bett::N,ohe,posteľ
460,Bett::N,ohatze,lôžko
461,Bett::N,ohatze,posteľ
462,Regal::N,apalategi,regál
463,Regal::N,apalategi,polica
464,Kiste::N,kutxa,debna
465,Fenster::N,leiho,okno
466,Fenster::N,leiho,oblok
467,Tür::N,ate,dvere
468,Tor::N,atari,vráta
469,Zaun::N,hesi,plot
470,Zaun::N,hesi,ohrada
471,Dach::N,teilatu,krov
472,Dach::N,teilatu,strecha
473,Leiter::N,zurubi,rebrík
474,Leiter::N,zurubi,rebrina
475,Besen::N,erratz,metla
476,Spaten::N,burdinpala,rýľ
477,Schaufel::N,pala,lopata
478,Gabel::N,sardexka,vidlička
479,Löffel::N,koilara,lyžica
480,Messer::N,aizto,nôž
481,Nagel::N,iltze,klinec
482,Netz::N,sare,sieť
483,Haken::N,mako,hák
484,Haken::N,mako,háčik
485,Griff::N,eskutoki,rukoväť
486,Schloss::N,sarraila,zámka
487,Bild::N,irudi,obraz
488,Figur::N,figura,figúra
489,Puppe::N,panpina,bábka
490,Puppe::N,panpina,bábika
491,Puppe::N,andrakila,bábka
492,Puppe::N,andrakila,bábika
493,Beutel::N,zorro,vrece
494,Beutel::N,zorro,vrecko
495,Bündel::N,azao,uzlík
496,Bündel::N,azao,zväzok
497,Bündel::N,espal,uzlík
498,Bündel::N,espal,zväzok
499,Tasche::N,poltsa,taška
500,Tasche::N,poltsa,kabelka
501,Eimer::N,treska,vedro
502,Deckel::N,tapa,vrchnák
503,Deckel::N,tapa,pokrývka
504,Deckel::N,estalki,vrchnák
505,Deckel::N,estalki,pokrývka
506,Geschirr::N,baxera,nádoba
507,Geschirr::N,ontziteria,nádoba
508,Sack::N,zaku,mech
509,Sack::N,zaku,vrece
510,Tasse::N,kikara,šálka
511,Topf::N,ontzi,hrniec
512,Topf::N,lapiko,hrniec
513,Kessel::N,pazia,kotol
514,Essen::N,janaldi,jedlo
515,Nahrung::N,jan,strava
516,Nahrung::N,jan,potrava
517,Speise::N,jaki,jedlo
518,Fleisch::N,okela,mäso
519,Fleisch::N,haragi,mäso
520,Getreide::N,labore,obilie
521,Brei::N,ahi,kaša
522,Brei::N,pure,kaša
523,Brot::N,ogi,chlieb
524,Scheibe::N,xerra,kotúč
525,Scheibe::N,xerra,krajec
526,Scheibe::N,pirripita,kotúč
527,Scheibe::N,pirripita,krajec
528,Fett::N,urin,tuk
529,Fett::N,urin,masť
530,Fett::N,koipe,tuk
531,Fett::N,koipe,masť
532,Butter::N,gurin,maslo
533,Öl::N,olio,olej
534,Salz::N,gatz,soľ
535,Suppe::N,zopa,polievka
536,Suppe::N,salda,polievka
537,Honig::N,ezti,med
538,Milch::N,esne,mlieko
539,Tee::N,te,čaj
540,Leder::N,larru,koža
541,Wolle::N,artile,vlna
542,Stoff::N,ehun,súkno
543,Nadel::N,orratz,ihla
544,Nadel::N,jostorratz,ihla
545,Faden::N,hari,niť
546,Faden::N,hari,vlákno
547,Knopf::N,botoi,gombík
548,Knoten::N,korapilo,uzol
549,Farbe::N,pintura,farba
550,Kleidung::N,arropa,šaty
551,Kleidung::N,arropa,šatstvo
552,Kleidung::N,jantziak,šaty
553,Kleidung::N,jantziak,šatstvo
554,Hemd::N,atorra,košeľa
555,Hemd::N,alkandora,košeľa
556,Kragen::N,idun,golier
557,Ärmel::N,mahuka,rukáv
558,Hose::N,prakak,nohavice
559,Hose::N,galtzak,nohavice
560,Gürtel::N,gerriko,pás
561,Gürtel::N,gerriko,opasok
562,Mütze::N,txano,čiapka
563,Mütze::N,txapel,čiapka
564,Schuh::N,oski,obuv
565,Schuh::N,oski,topánka
566,Schuh::N,oinetako,obuv
567,Schuh::N,oinetako,topánka
568,Stiefel::N,bota,čižma
569,Ring::N,uztai,prsteň
570,Band::N,zinta,stuha
571,Band::N,xingola,stuha
572,Kamm::N,orrazi,hrebeň
573,Spiegel::N,mirail,zrkadlo
574,Riemen::N,uhal,remeň
575,Schnur::N,lokailu,šnúra
576,Leine::N,lotura,vodidlo
577,Decke::N,burusi,deka
578,Decke::N,burusi,prikrývka
579,Kissen::N,kuxin,poduška
580,Tuch::N,zapi,šatka
581,Tuch::N,oihal,šatka
582,Handtuch::N,eskuzapi,uterák
583,Handtuch::N,eskuoihal,uterák
584,Kraft::N,indar,moc
585,Stärke::N,indar,sila
586,Gesundheit::N,osasun,zdravie
587,Krankheit::N,eritasun,nemoc
588,Krankheit::N,eritasun,choroba
589,Krankheit::N,gaixotasun,nemoc
590,Krankheit::N,gaixotasun,choroba
591,Schmerz::N,min,bolesť
592,Wunde::N,zauri,rana
593,Fieber::N,sukar,horúčka
594,Arznei::N,osagai,liek
595,Arznei::N,sendagai,liek
596,Brücke::N,zubi,most
597,Brunnen::N,putzu,studňa
598,Weide::N,alha,pastva
599,Weide::N,bazkaleku,pastva
600,Pfad::N,zidor,chodník
601,Pfad::N,bidexka,chodník
602,Weg::N,bide,cesta
603,Straße::N,errepide,hradská
604,Dorf::N,herri,dedina
605,Stadt::N,hiri,mesto
606,Brief::N,gutun,list
607,Brief::N,eskutitz,list
608,Buch::N,liburu,kniha
609,Buchstabe::N,hizki,litera
610,Buchstabe::N,hizki,písmeno
611,Zeitung::N,egunkari,noviny
612,Leben::N,bizi,život
613,Leben::N,bizitza,život
614,Tod::N,herio,smrť
615,Tod::N,heriotza,smrť
616,Grab::N,hobi,hrob
617,Grab::N,hilobi,hrob
618,Kirche::N,eliza,kostol
619,Sünde::N,hoben,hriech
620,Sünde::N,bekatu,hriech
621,Gott::N,jainko,boh
622,Arbeiter::N,langile,robotník
623,Arbeiter::N,langile,pracnovík
624,Arbeiter::N,behargin,robotník
625,Arbeiter::N,behargin,pracnovík
626,Chef::N,nagusi,šéf
627,Chef::N,nagusi,riaditeľ
628,Meister::N,maisu,majster
629,Arzt::N,osagile,lekár
630,Arzt::N,sendagile,lekár
631,Lehrer::N,irakasle,učiteľ
632,Geld::N,diru,peniaze
633,Geschäft::N,negozio,obchod
634,Laden::N,denda,obchod
635,Laden::N,saltegi,obchod
636,Preis::N,prezio,cena
637,Preis::N,salneurri,cena
638,Ware::N,salgai,tovar
639,Nutzen::N,onura,osoh
640,Nutzen::N,onura,úžitok
641,Nutzen::N,probetxu,osoh
642,Nutzen::N,probetxu,úžitok
643,Reichtum::N,aberastasun,bohatstvo
644,Welt::N,ludi,svet
645,Welt::N,mundu,svet
646,Land::N,herrialde,územie
647,Land::N,herrialde,krajina
648,Staat::N,estatu,štát
649,König::N,errege,kráľ
650,Macht::N,botere,moc
651,Macht::N,botere,mocnosť
652,Grenze::N,muga,hranica
653,Krieg::N,guda,vojna
654,Feind::N,etsai,nepriateľ
655,Feind::N,arerio,nepriateľ
656,Gewalt::N,bortxa,násilie
657,Gewalt::N,bortizkeria,násilie
658,Kampf::N,gudu,boj
659,Kampf::N,auska,boj
660,Bogen[Waffe]::N,arku,luk
661,Pfeil::N,gezi,šíp
662,Pfeil::N,gezi,strela
663,Gewehr::N,fusil,puška
664,Fehler::N,huts,omyl
665,Fehler::N,huts,chyba
666,Fehler::N,hutsegin,omyl
667,Fehler::N,hutsegin,chyba
668,Lüge::N,gezur,lož
669,Schaden::N,kalte,ujma
670,Schaden::N,kalte,škoda
671,Unglück::N,zoritxar,nešťastie
672,Unglück::N,zorigaitz,nešťastie
673,Schuld::N,erru,vina
674,Schuld::N,erru,previnenie
675,Alter::N,adin,vek
676,Schluss::N,bukaera,záver
677,Schluss::N,bukaera,koniec
678,Zeit::N,aldi,čas
679,Zeit::N,denbora,čas
680,Tag::N,egun,deň
681,Morgen::N,goiz,ráno
682,Mittag::N,eguerdi,poludnie
683,Abend::N,arrats,večer
684,Nacht::N,gau,noc
685,Woche::N,aste,týždeň
686,Monat::N,hil,mesiac
687,Jahr::N,urte,rok
688,Frühling::N,udalehen,jar
689,Sommer::N,uda,leto
690,Herbst::N,udazken,jeseň
691,Herbst::N,neguantz,jeseň
692,Winter::N,negu,zima
693,Januar::N,urtarril,január
694,Februar::N,otsail,február
695,März::N,martxo,marec
696,April::N,apiril,apríl
697,Mai::N,maiatz,máj
698,Juni::N,ekain,jún
699,Juli::N,uztail,júl
700,August::N,abuztu,august
701,September::N,irail,september
702,Oktober::N,urri,október
703,November::N,azaro,november
704,Dezember::N,abendu,december
705,Montag::N,astelehen,pondelok
706,Dienstag::N,astearte,utorok
707,Mittwoch::N,asteazken,streda
708,Donnerstag::N,ostegun,štvrtok
709,Freitag::N,ostiral,piatok
710,Samstag::N,larunbat,sobota
711,Sonntag::N,igande,nedeľa
712,groß::A,handi,veľký
713,klein::A,txiki,malý
714,lang::A,luze,dlhý
715,kurz::A,labur,krátky
716,breit::A,zabal,široký
717,schmal::A,mehar,úzky
718,dicht::A,sarri,hustý
719,dicht::A,trinko,hustý
720,dick[Gegenstand]::A,lodi,tlstý
721,dünn::A,mehe,tenký
722,fein::A,fin,jemný
723,fest::A,tinko,pevný
724,flach::A,lau,rovný
725,flach::A,lau,plochý
726,flach::A,ordoki,rovný
727,flach::A,ordoki,plochý
728,glatt::A,leun,hladký
729,hart::A,gogor,tvrdý
730,weich::A,bigun,mäkký
731,weich::A,beratz,mäkký
732,rund::A,biribil,guľatý
733,rund::A,biribil,okrúhly
734,spitz::A,puntadun,končitý
735,scharf::A,zorrotz,ostrý
736,stumpf::A,kamuts,tupý
737,schwer::A,astun,ťažký
738,schwer::A,pisutsu,ťažký
739,schön::A,eder,pekný
740,schön::A,eder,krásny
741,heiß::A,bero,horúci
742,heiß::A,oso bero,horúci
743,warm::A,bero,teplý
744,kalt::A,hotz,studený
745,kühl::A,hotzil,chladný
746,frisch::A,fresko,svieži
747,frisch::A,hozkirri,svieži
748,feucht::A,heze,vlhký
749,feucht::A,heze,zvlhnutý
750,nass::A,busti,mokrý
751,trocken::A,siku,suchý
752,trocken::A,lehor,suchý
753,voll::A,bete,plný
754,leer::A,huts,prázdny
755,offen::A,ireki,otvorený
756,geschlossen::A,itxita,zavretý
757,sauber::A,xahu,čistý
758,sauber::A,garbi,čistý
759,schmutzig::A,lohi,špinavý
760,schmutzig::A,zikin,špinavý
761,roh::A,gordin,surový
762,reif::A,umo,zrelý
763,reif::A,heldu,zrelý
764,lecker::A,goxo,chutný
765,süß::A,goxo,sladký
766,bitter::A,karmin,horký
767,bitter::A,garratz,horký
768,sauer::A,mingots,kyslý
769,hell::A,argi,jasný
770,hell::A,argi,svetlý
771,dunkel::A,ilun,temný
772,schwarz::A,beltz,čierny
773,weiß::A,zuri,biely
774,rot::A,gorri,červený
775,gelb::A,hori,žltý
776,blau::A,urdin,modrý
777,blau::A,urdin,belasý
778,grün::A,berde,zelený
779,grün::A,musker,zelený
780,grau::A,urdin,šedý
781,grau::A,urdinabar,šedý
782,bunt::A,koloretsu,pestrý
783,billig::A,merke,lacný
784,teuer::A,garesti,drahý
785,wertvoll::A,baliotsu,cenný
786,blind::A,itsu,slepý
787,taub::A,gor,hluchý
788,kräftig::A,kementsu,silný
789,stark::A,bizkor,silný
790,stark::A,indartsu,silný
791,schwach::A,ahul,slabý
792,schwach::A,ahul,bezvládny
793,schwach::A,indargabe,slabý
794,schwach::A,indargabe,bezvládny
795,fett::A,gizen,tučný
796,schlank::A,lerden,štíhly
797,hübsch::A,polit,šumný
798,hübsch::A,polit,švárny
799,böse::A,tzar,zlý
800,böse::A,gaizto,zlý
801,dumm::A,lelo,hlúpy
802,dumm::A,pello,hlúpy
803,faul::A,nagi,lenivý
804,faul::A,alfer,lenivý
805,fleißig::A,maratz,snaživý
806,fleißig::A,maratz,usilovný
807,fleißig::A,lanzale,snaživý
808,fleißig::A,lanzale,usilovný
809,geizig::A,zeken,skupý
810,geizig::A,zeken,lakomý
811,geizig::A,zikoitz,skupý
812,geizig::A,zikoitz,lakomý
813,klug::A,zuhur,múdry
814,klug::A,zuhur,bystrý
815,geschickt::A,trebe,zručný
816,geschickt::A,trebe,šikovný
817,geschickt::A,antzetsu,zručný
818,geschickt::A,antzetsu,šikovný
819,lieb::A,maite,milý
820,lieb::A,laztan,milý
821,lustig::A,alaitsu,veselý
822,sanft::A,eme,nežný
823,sanft::A,ezti,nežný
824,hungrig::A,gose,lačný
