,Concept_ID,ta,fa
248,Gelächter::N,சிரிப்பு,قاه‌قاه
249,Glück::N,மகிழ்ச்சி,اقبال
250,Kummer::N,துயரம்,غم
251,Kummer::N,துயரம்,غصه
252,Wunsch::N,விருப்பம்,آرزو
253,Lust::N,விருப்பம்,هوس
254,Geist::N,ஆன்மா,روح
255,Gedanke::N,எண்ணம்,فکر
256,Gedächtnis::N,ஞாபகம்,حافظه
257,Verstand::N,மனம்,هوش
258,Sinn::N,அர்த்தம்,معنا
259,Sinn::N,அர்த்தம்,مفهوم
260,Grund::N,காரணம்,سبب
261,Grund::N,காரணம்,دلیل
262,Wahrheit::N,உண்நை,حقیقت
263,Gespräch::N,பெசு,صحبت
264,Gespräch::N,பெசு,گفتگو
265,Märchen::N,நம்பத்தகாத கதை,قصه
266,Märchen::N,நம்பத்தகாத கதை,افسانه
267,Erzählung::N,கதை,داستان
268,Nachricht::N,செய்தி,خبر
269,Neuigkeit::N,செய்தி,خبر تازه
270,Name::N,பெயர்,اسم
271,Rätsel::N,புதிர்,معما
272,Rede::N,பேச்சு,سخن
273,Sprache::N,மொழி,زبان
274,Stimme::N,குரல்,صدا
275,Wort::N,வார்த்தை,کلمه
276,Zeichen::N,குறி,نشان
277,Zeichen::N,குறி,علامت
278,Ruf::N,அழைப்பு,صدا
279,Lärm::N,சத்தம்,هیاهو
280,Laut::N,ஒலி,صدا
281,Ton::N,குரல்,آهنگ
282,Lied::N,பாட்டு,آواز
283,Lied::N,பாட்டு,ترانه
284,Ruhe::N,அமைதி,آرامش
285,Leute::N,மக்கள்,مردم
286,Volk::N,மக்கள்,خلق
287,Arbeit::N,வேலை,کار
288,Gast::N,விருந்தாளி,مهمان
289,Geschenk::N,பரிசுப் பொருள்,هدیه
290,Spiel::N,விளையாட்டு,بازی
291,Gesellschaft::N,சமுதாயம்,جمعیت
292,Hilfe::N,உதவி,کمک
293,Freund::N,நண்பன்,دوست
294,Kamerad::N,உடனிருப்பவன்,رفیق
295,Angelegenheit::N,செய்தி,امر
296,Angelegenheit::N,செய்தி,قضیه
297,Anzahl::N,எண்ணிக்கை,عده
298,Anzahl::N,எண்ணிக்கை,شمار
299,Art::N,வகை,نوع
300,Stück::N,துண்டம்,تکه
301,Stück::N,துண்டம்,قطعه
302,Teil::N,பகுதி,بخش
303,Teil::N,பகுதி,قسمت
304,Hälfte::N,பாதி,نیم
305,Kreis::N,வட்டம்,حلقه
306,Kreis::N,வட்டம்,دایره
307,Kreuz::N,சிலுவை,صلیب
308,Linie::N,கோடு,خط
309,Linie::N,கோடு,سطر
310,Strich::N,வாத நோய்,خط
311,Abstand::N,இடைவெளி,فاصله
312,Entfernung::N,தூரம்,مسافت
313,Gegend::N,வட்டாரம்,منطقه
314,Platz::N,வெற்றிடம்,گنجایش
315,Ort::N,இடம்,جا
316,Ort::N,இடம்,محل
317,Ort::N,இடம்,مکان
318,Seite::N,பக்கம்,طرف
319,Mitte::N,இடைப்பகுதி,وسط
320,Mitte::N,இடைப்பகுதி,میان
321,Gegenstand::N,உருப்படி,چیز
322,Sache::N,பொருள்,چیز
323,Rand::N,தொங்கு,کنار
324,Rand::N,தொங்கு,حاشیه
325,Kante::N,விளிம்பு,لبه
326,Ecke::N,மூலை,گوشه
327,Spitze::N,முனை,سر
328,Spitze::N,முனை,نوک
329,Ende::N,முடிவு,ته
330,Ende::N,முடிவு,آخر
331,Loch::N,துளை,سوراخ
332,Winkel::N,கோணம்,کنج
333,Muster::N,பாங்கு,نقش
334,Größe::N,அளவு,قد
335,Größe::N,அளவு,بزرگی
336,Länge::N,நீளம்,طول
337,Höhe::N,உயரம்,بلندی
338,Gewicht::N,எடை,وزن
339,Menge::N,தொகை,مقدار
340,Menge::N,தொகை,اندازه
341,Haufen::N,குவியல்,توده
342,Reihe::N,வரிசை,ردیف
343,Boot::N,படகு,قایق
344,Ruder::N,துடுப்பு,پارو
345,Schlitten::N,சகடையிலா வண்டி,سورتمه
346,Ski::N,பனிச் சறுக்கல்,اسکی
347,Lagerfeuer::N,மூட்டம்,آتش
348,Last::N,பாரம்,بار
349,Last::N,பாரம்,سنگینی
350,Gang::N,நடை,راه رفتن
351,Schritt::N,காலடி,قدم
352,Norden::N,வடக்கு,شمال
353,Süden::N,தெற்கு,جنوب
354,Westen::N,மேற்கு திசை,غرب
355,Osten::N,கிழக்கு,شرق
356,Holz::N,மரக்கட்டை,چوب
357,Brett::N,பலகை,تخته
358,Platte::N,பலகம்,صفحه
359,Stütze::N,அடைப்புகன்,تکیه
360,Stange::N,கம்பம்,میله
361,Stock::N,குச்சி,چوب
362,Stab::N,கம்பு,عصا
363,Rohr::N,குழாய்,لوله
364,Haus::N,வீடு,منزل
365,Heim::N,வீடு,خانه
366,Heim::N,வீடு,کاشانه
367,Ofen::N,அடுப்பு,بخاری
368,Fußboden::N,தரை,کف اتاق
369,Tisch::N,மேசை,میز
370,Stuhl::N,நாற்காலி,صندلی
371,Wiege::N,தொட்டில்,گهواره
372,Bett::N,படுக்கை,تختخواب
373,Regal::N,அலமாரி,قفسه
374,Kiste::N,பெட்டி,صندوق
375,Fenster::N,சாளரம்,پنجره
376,Tür::N,கதவு,در
377,Tür::N,கதவு,درب
378,Tor::N,வாசற்கதவு,دروازه
379,Zaun::N,வேலி,حصار
380,Dach::N,கூரை,بام
381,Leiter::N,ஏணி,نردبان
382,Besen::N,விளக்குமாறு,جارو
383,Spaten::N,மண்வெட்டி,بیل
384,Schaufel::N,அடிதண்டா,بیل
385,Schaufel::N,அடிதண்டா,پارو
386,Gabel::N,முட்கரண்டி,چنگال
387,Löffel::N,கரண்டி,قاشق
388,Messer::N,கத்தி,کارد
389,Nagel::N,ஆணி,میخ
390,Netz::N,வலை,تور
391,Netz::N,வலை,شبکه
392,Haken::N,கொக்கி,قلاب
393,Griff::N,கைப்பிடி,دسته
394,Schloss::N,பூட்டு,قفل
395,Bild::N,படம்,عکس
396,Bild::N,படம்,تصویر
397,Figur::N,எண்ணிக்கை,تندیس
398,Puppe::N,பொம்மை,عروسک
399,Beutel::N,பை,کیسه
400,Bündel::N,பொதி,بسته
401,Tasche::N,பை,کیف
402,Eimer::N,வாளி,سطل
403,Deckel::N,உறை,در
404,Geschirr::N,பாத்திரம்,ظرف
405,Sack::N,பை,گونی
406,Tasse::N,கிண்ணம்,فنجان
407,Topf::N,பானை,دیگ
408,Topf::N,பானை,قابلمه
409,Kessel::N,கெண்டி,دیگ
410,Essen::N,உணவருந்துதல்,خوراک
411,Nahrung::N,உணவு,غذا
412,Speise::N,உணவு வகை,خوراک
413,Fleisch::N,இறைச்சி,گوشت
414,Getreide::N,மக்காச்சோளம்,غله
415,Brei::N,கஞ்சி,فرنی
416,Brei::N,கஞ்சி,حریره
417,Brot::N,ரொட்டி,نان
418,Scheibe::N,துண்டு,قاچ
419,Scheibe::N,துண்டு,لزگه
420,Fett::N,கொழுப்பு,چربی
421,Butter::N,வெண்ணெய்,کره
422,Öl::N,எண்ணெய்,روغن
423,Salz::N,உப்பு,نمک
424,Suppe::N,ரசம்,آش
425,Suppe::N,ரசம்,سوپ
426,Honig::N,தேன்,عسل
427,Milch::N,பால்,شیر
428,Tee::N,தெனீர்,چای
429,Leder::N,பதம் செய்யப்பட்ட தோல்,چرم
430,Wolle::N,கம்பளி,پشم
431,Stoff::N,துணி,پارچه
432,Nadel::N,ஊசி,سوزن
433,Faden::N,நூல்,نخ
434,Knopf::N,பொத்தான்,دکمه
435,Knoten::N,முடிச்சு,گره
436,Farbe::N,வண்ணக் குழம்பு,رنگ
437,Kleidung::N,ஆடைகள்,لباس
438,Kleidung::N,ஆடைகள்,پوشاک
439,Hemd::N,சட்டை,پیراهن
440,Kragen::N,கழுத்துப் பட்டை,یقه
441,Ärmel::N,சட்டைக்கை,آستین
442,Hose::N,கால்சட்டை,شلوار
443,Gürtel::N,பெல்ட்,کمر‌بند
444,Mütze::N,தொப்பி,کلاه
445,Schuh::N,காலணி,کفش
446,Stiefel::N,காலணி,چکمه
447,Ring::N,மோதிரம்,حلقه
448,Ring::N,மோதிரம்,انگشتر
449,Band::N,நாடா,نوار
450,Band::N,நாடா,روبان
451,Kamm::N,கீப்பு,شانه
452,Spiegel::N,ஆடி,آینه
453,Spiegel::N,கண்ணாடி,آینه
454,Riemen::N,வார்,تسمه
455,Schnur::N,கயிறு,ریسمان
456,Leine::N,தோல்வார்,قلاده
457,Decke::N,போர்வை,پتو
458,Kissen::N,தலையணை,بالش
459,Tuch::N,துணி,شال
460,Handtuch::N,தண்டு,حوله
461,Kraft::N,நிர்பந்தம்,نیرو
462,Stärke::N,பலம்,زور
463,Gesundheit::N,ஆரோக்கியம்,سلامتی
464,Gesundheit::N,ஆரோக்கியம்,تندرستی
465,Krankheit::N,நோய்,بیماری
466,Schmerz::N,வலி,درد
467,Wunde::N,காயம்,زخم
468,Fieber::N,காய்ச்சல்,تب
469,Arznei::N,மருந்து,دارو
470,Brücke::N,பாலம்,پل
471,Brunnen::N,கேணி,چاه
472,Weide::N,மேய்ச்சல் நிலம்,چراگاه
473,Pfad::N,நடை வழி,راه
474,Weg::N,வழி,راه
475,Weg::N,வழி,طریق
476,Straße::N,சாலை,راه
477,Straße::N,சாலை,جاده
478,Dorf::N,கிராமம்,ده
479,Dorf::N,கிராமம்,روستا
480,Stadt::N,நகரம்,شهر
481,Brief::N,கடிதம்,نامه
482,Buch::N,புத்தகம்,کتاب
483,Buchstabe::N,எழத்து,حرف
484,Zeitung::N,செய்தித்தாள்,روزنامه
485,Leben::N,வாழ்க்கை,عمر
486,Leben::N,வாழ்க்கை,زندگی
487,Tod::N,மரணம்,مرگ
488,Grab::N,சமாதி,گور
489,Grab::N,சமாதி,مزار
490,Kirche::N,தேவாலயம்,کلیسا
491,Sünde::N,பாவம்,بزه
492,Sünde::N,பாவம்,گناه
493,Gott::N,கடவுள்,خدا
494,Arbeiter::N,தொழிலாளி,کارگر
495,Chef::N,மேலாளர்,رئیس
496,Meister::N,தலைவன்,استاد
497,Arzt::N,மருத்துவர்,پزشک
498,Lehrer::N,ஆசிரியர்,معلم
499,Lehrer::N,ஆசிரியர்,آموزگار
500,Geld::N,பணம்,پول
501,Geschäft::N,வாணிபம்,کار
502,Geschäft::N,வாணிபம்,بیزنس
503,Laden::N,கடை,دکان
504,Laden::N,கடை,مغازه
505,Preis::N,விலை,بها
506,Preis::N,விலை,قیمت
507,Ware::N,சாமன்கள்,جنس
508,Ware::N,சாமன்கள்,کالا
509,Nutzen::N,இலாபம்,مزیت
510,Nutzen::N,இலாபம்,امتیاز
511,Reichtum::N,சொத்து,مال
512,Reichtum::N,சொத்து,ثروت
513,Welt::N,உலகம்,دنیا
514,Land::N,நாடு,کشور
515,Land::N,நாடு,مملکت
516,Staat::N,நாடு,دولت
517,König::N,அரசன்,شاه
518,König::N,அரசன்,پادشاه
519,Macht::N,அதிகாரம்,قدرت
520,Macht::N,அதிகாரம்,اختیار
521,Grenze::N,எல்லை,مرز
522,Krieg::N,போர்,جنگ
523,Feind::N,எதிரி,دشمن
524,Gewalt::N,வன்முறை,زور
525,Gewalt::N,வன்முறை,خشونت
526,Kampf::N,போராட்டம்,نبرد
527,Kampf::N,போராட்டம்,مبارزه
528,Bogen[Waffe]::N,வில்,کمان
529,Pfeil::N,அம்பு,تیر
530,Gewehr::N,துப்பாக்கி,تفنگ
531,Fehler::N,தவறு,غلط
532,Fehler::N,தவறு,اشتباه
533,Lüge::N,பொய்,دروغ
534,Schaden::N,சேதாரம்,آسیب
535,Schaden::N,சேதாரம்,خسارت
536,Unglück::N,இடையூறு,بلا
537,Schuld::N,குற்றம்,گناه
538,Schuld::N,குற்றம்,تقصیر
539,Alter::N,வயது,سن
540,Alter::N,வயது,عمر
541,Schluss::N,முடிவு,انتها
542,Zeit::N,காலம்,وقت
543,Zeit::N,காலம்,زمان
544,Tag::N,நாள்,روز
545,Morgen::N,காலை நேரம்,صبح
546,Mittag::N,மதியம்,ظهر
547,Abend::N,மாலைப் பொழுது,شب
548,Abend::N,மாலைப் பொழுது,عصر
549,Nacht::N,இரவு,شب
550,Woche::N,வாரம்,هفته
551,Monat::N,மாதம்,ماه
552,Jahr::N,வருடம்,سال
553,Frühling::N,வசந்தம்,بهار
554,Sommer::N,கோடை,تابستان
555,Herbst::N,இலையுதிர் காலம்,پاییز
556,Winter::N,குளிர்காலம்,زمستان
557,Januar::N,ஜனவரி,ژانویه
558,Februar::N,பிபரவரி மாதம்,فوریه
559,März::N,மார்ச் மாதம்,مارس
560,April::N,ஏப்ரல் மாதம்,آوریل
561,Mai::N,மே மாதம்,مه
562,Juni::N,ஜூன் மாதம்,ژوئن
563,Juli::N,ஜூலை மாதம்,ژویه
564,August::N,ஆகஸ்ட் மாதம்,اوت
565,September::N,செப்டம்பர் மாதம்,سپتامبر
566,Oktober::N,அக்டோபர் மாதம்,اکتبر
567,November::N,நவம்பர் மாதம்,نوامبر
568,Dezember::N,டிசம்பர்,دسامبر
569,Montag::N,திங்கட் கிழமை,دو‌شنبه
570,Dienstag::N,செவ்வாய்க்கிழமை,سه‌شنبه
571,Mittwoch::N,புதன் கிழமை,چهار‌شنبه
572,Donnerstag::N,வியாழக் கிழமை,پنج شنبه
573,Freitag::N,வெள்ளிக்கிழமை,جمعه
574,Samstag::N,சனிக்கிழமை,شنبه
575,Sonntag::N,ஞாயிறுக் கிழமை,یکشنبه
576,groß::A,பெரிய,بزرگ
577,klein::A,சிறிய,کوچک
578,lang::A,நீண்ட,بلند
579,kurz::A,குட்டையான,کوتاه
580,breit::A,அகலமான,پهن
581,schmal::A,குறுகலான,تنگ
582,schmal::A,குறுகலான,نازک
583,dicht::A,அடர்த்தியான,چگال
584,dicht::A,அடர்த்தியான,انبوه
585,dick[Gegenstand]::A,தடித்த,ضخیم
586,dünn::A,சன்னமான,نازک
587,fein::A,மெல்லிய,ریز
588,fein::A,மெல்லிய,باریک
589,fest::A,உறுதியாள,محکم
590,flach::A,தட்டையான,صاف
591,flach::A,தட்டையான,مسطح
592,glatt::A,வழுவழுப்பான,لیز
593,hart::A,கடினமான,سفت
594,weich::A,மென்மையான,نرم
595,weich::A,மென்மையான,ملایم
596,rund::A,உருண்டையான,گرد
597,spitz::A,திகந்தமாக,تیز
598,spitz::A,திகந்தமாக,نوک‌تیز
599,scharf::A,கூரான,تیز
600,scharf::A,கூரான,برنده
601,stumpf::A,உளம் திறந்த,کند
602,schwer::A,கனமான,سنگین
603,schön::A,அழகான,زیبا
604,heiß::A,சூடான,داغ
605,warm::A,இதமான,گرم
606,kalt::A,குளிர்ச்சியான,سرد
607,kühl::A,குளிர்ச்சியான,خنک
608,frisch::A,சுத்தமான,تازه
609,feucht::A,ஈரமான,مرطوب
610,nass::A,ஈரமான,تر
611,nass::A,ஈரமான,خیش
612,trocken::A,உலர்ந்த,خشک
613,voll::A,நிரம்பிய,پر
614,leer::A,காலியான,خالی
615,offen::A,திறந்த,باز
616,geschlossen::A,மூடப்பட்ட,بسته
617,sauber::A,சுத்தமான,پاک
618,sauber::A,சுத்தமான,تمیز
619,schmutzig::A,அழக்கான,کثیف
620,schmutzig::A,அழக்கான,آلوده
621,roh::A,கச்சா,خام
622,reif::A,பழுத்த,رسیده
623,lecker::A,சுவைமிக்க,لذیذ
624,lecker::A,சுவைமிக்க,خوشمزه
625,süß::A,இனிப்பான,شیرین
626,bitter::A,கசப்பான,تلخ
627,sauer::A,புளிப்பாக,ترش
628,hell::A,பளபளப்பான,روشن
629,dunkel::A,கருமையான,تاریک
630,schwarz::A,கருப்பு வண்ண,سیاه
631,weiß::A,வெண்மையன,سفید
632,rot::A,சிவப்பு,سرخ
633,rot::A,சிவப்பு,قرمز
634,gelb::A,மஞ்சள் வண்ணம்,زرد
635,blau::A,நீல வண்ண,آبی
636,grün::A,பச்சை வண்ண,سبز
637,grau::A,சாம்பல் நிற,طوسی
638,grau::A,சாம்பல் நிற,خاکستری
639,bunt::A,வண்ண மயமான,رنگارنگ
640,billig::A,மலிவான,ارزان
641,teuer::A,விலை அதிகமான,گران
642,wertvoll::A,மதிப்புள்ள,قیمتی
643,wertvoll::A,மதிப்புள்ள,گرانبها
644,blind::A,பார்வையற்ற,کور
645,blind::A,பார்வையற்ற,نابینا
646,taub::A,செவிடான,کر
647,taub::A,செவிடான,ناشنوا
648,kräftig::A,வலிமையான,قوی
649,stark::A,பலமான,قوی
650,stark::A,பலமான,نیرومند
651,schwach::A,பலவீனமான,ضعیف
652,fett::A,பருமனாக,چرب
653,schlank::A,ஒல்லியான,باریک‌اندام
654,hübsch::A,அழகிய,قشنگ
655,hübsch::A,அழகிய,خوشگل
656,böse::A,கேடு விளைவிக்கும்,بد
657,dumm::A,முட்டாள்தனமான,احمق
658,faul::A,சோம்பலான,لش
659,faul::A,சோம்பலான,تنبل
660,fleißig::A,ஊக்கந்தளராத,زرنگ
661,geizig::A,கஞேசத்தனமான,خسیس
662,klug::A,சாதுரியமான,عاقل
663,klug::A,சாதுரியமான,باهوش
664,geschickt::A,திறமையள்ள,ماهر
665,lieb::A,அன்புக்குரிய,عزیز
666,lustig::A,களிப்புமிக்க,شاد
667,lustig::A,களிப்புமிக்க,خوشحال
668,sanft::A,சாதுவான,لطیف
669,hungrig::A,பசியுடன்,گرسنه
670,krank::A,நோயுற்று,مریض
671,krank::A,நோயுற்று,بیمار
672,nackt::A,ஆடையற்ற,لخت
673,nackt::A,ஆடையற்ற,برهنه
674,traurig::A,சோகமான,غمگین
675,lebendig::A,பிழைப்பு,زنده
676,gut::A,நல்ல,خوب
677,schlecht::A,கெட்ட,بد
678,richtig::A,சரியான,درست
679,schlimm::A,அருவருப்பான,وخيم
680,wahr::A,உண்மையான,درست
681,wahr::A,உண்மையான,حقیقی
682,alt::A,பழைய,کهنه
683,neu::A,புதிய,نو
