,Concept_ID,kk,os
140,Wurzel::N,түбір,уидаг
141,Baum::N,ағаш,бӕлас
142,Baum::N,дарақ,бӕлас
143,Stamm::N,сояу,хӕтӕл
144,Stamm::N,оқпан,хӕтӕл
145,Rinde::N,қабық,цъар
146,Ast::N,бұтақ,арх
147,Zweig::N,шыбық,къалиу
148,Blatt::N,жапырақ,сыф
149,Birke::N,қайың,бæрз
150,Kiefer[Baum]::N,қарағай,нӕзы
151,Weide[Baum]::N,тал,хӕрис
152,Tanne::N,шырша,наз
153,Horn::N,мүйіз,сыкъа
154,Feder::N,қаламұш,сис
155,Fell::N,тері,царм
156,Flügel::N,қанат,базыр
157,Klaue::N,тырнақ,ных
158,Kralle::N,аяқ,дзӕмбы
159,Schwanz::N,құйрық,къӕдзил
160,Ei::N,жұмыртқа,айк
161,Nest::N,ұя,ахстон
162,Bau::N,жатақ,хуынкъ
163,Tier::N,айуан,сырд
164,Tier::N,айуан,цӕрӕгой
165,Tier::N,жануар,сырд
166,Tier::N,жануар,цӕрӕгой
167,Herde::N,пада,дзуг
168,Herde::N,пада,рӕгъау
169,Kuh::N,сиыр,хъуг
170,Bulle::N,өгіз,гал
171,Pferd::N,жылқы,бӕх
172,Schaf::N,қой,фыс
173,Schwein::N,шошқа,хуы
174,Hund::N,ит,куыдз
175,Katze::N,мысық,гӕды
176,Bär::N,аю,арс
177,Eichhörnchen::N,тиін,æхсæрæг
178,Elch::N,бұғы,цæгатаг саг
179,Fuchs::N,түлкі,рувас
180,Hase::N,қоян,тæрхъус
181,Maus::N,қаптесер,мыст
182,Wolf::N,бөрі,бирӕгъ
183,Wolf::N,қасқыр,бирӕгъ
184,Vogel::N,құс,цъиу
185,Vogel::N,құс,маргъ
186,Schwarm::N,топ,бал
187,Schwarm::N,үйір,бал
188,Huhn::N,тауық,карк
189,Huhn::N,мекиен,карк
190,Hahn::N,әтеш,уасӕг
191,Hahn::N,қораз,уасӕг
192,Gans::N,қаз,хъаз
193,Adler::N,бүркіт,цӕргӕс
194,Ente::N,үйрек,ацц
195,Eule::N,жапалақ, уыг
196,Eule::N,жапалақ,сидахъ
197,Kranich::N,тырна,зырнæг
198,Kranich::N,тырна,хърихъупп
199,Krähe::N,қарға,халон
200,Kuckuck::N,көкек,гаккук
201,Schwan::N,аққу,доныхъаз
202,Fisch::N,балық,кӕсаг
203,Barsch::N,алабұға,окунь
204,Hecht::N,шортан,хихор кӕсаг
205,Schlange[Tier]::N,жылан,калм
206,Wurm::N,шұбалшаң,зулкъ
207,Wurm::N,шұбалшаң,къуыдыргалм
208,Spinne::N,өрмекші,хӕлуарӕг
209,Ameise::N,қүмырска,мæлдзыг
210,Laus::N,бит,сыст
211,Mücke::N,маса,къогъо
212,Fliege::N,шыбын,бындз
213,Schmetterling::N,көбелек,гæлæбу
214,Beere::N,жидек,гагадыргъ
215,Apfel::N,алма,фӕткъуы
216,Pilz::N,қозықұйрық,зокъо
217,Pilz::N,қозықұйрық,къозо
218,Pilz::N,саңыраукулақ,зокъо
219,Pilz::N,саңыраукулақ,къозо
220,Zwiebel::N,жуа,хъӕдындз
221,Saat::N,тұқым,тауинаг
222,Saat::N,тұқым,мыггаг
223,Korn::N,дән,мыггаг
224,Korn::N,дән,тауинаг
225,Heu::N,шөп,хос
226,Schale::N,қабық,цъар
227,Schale::N,қабығы,цъар
228,Grube::N,ор,урм
229,Grube::N,ор,къахт
230,Grube::N,ор,дзыхъхъ
231,Falle::N,дұзақ,цъысым
232,Falle::N,дұзақ,къӕппӕг
233,Falle::N,қақпан,цъысым
234,Falle::N,қақпан,къӕппӕг
235,Schlinge::N,ілмек,цасм
236,Spur::N,із,фæд
237,Asche::N,күл,фӕнык
238,Asche::N,күл,ӕртхутӕг
239,Dreck::N,былғаныш,цъыф
240,Eisen::N,темір,ӕфсӕйнаг
241,Gold::N,алтын,сыгъзӕрин
242,Silber::N,күміс,ӕвзист
243,Kohle::N,көмір,ӕвзалы
244,Glas::N,шыны,авг
245,Lehm::N,балшық,ӕлыг
246,Sand::N,құм,змис
247,Mensch::N,адам,лӕг
248,Mensch::N,адам,адӕймаг
249,Mensch::N,адам,удгоймаг
250,Mann::N,еркек,лӕг
251,Mann::N,еркек,нӕлгоймаг
252,Mann::N,ер адам,лӕг
253,Mann::N,ер адам,нӕлгоймаг
254,Frau::N,бике,сылгоймаг
255,Frau::N,қатын,сылгоймаг
256,Kind::N,бала,сывӕллон
257,Kind::N,перзент,сывӕллон
258,Junge::N,бала,лӕппу
259,Junge::N,ер бала,лӕппу
260,Mädchen::N,қыз,чызг
261,Familie::N,жанұя,бинонтæ
262,Großvater::N,ата,фыдыфыд
263,Großvater::N,ата,мадыфыд
264,Großmutter::N,әже,фыды мад
265,Großmutter::N,әже,мады мад
266,Großmutter::N,әжей,фыды мад
267,Großmutter::N,әжей,мады мад
268,Eltern::N,ата-аналар,ныййарджытæ
269,Vater::N,әке,фыд
270,Mutter::N,ана,мад
271,Sohn::N,ұл,фырт
272,Tochter::N,қызым,чызг
273,Bruder::N,бауырым,ӕфсымӕр
274,Schwester::N,әпке,хо
275,Onkel::N,көке,фыдыфсымӕр
276,Tante::N,тәте,мадыхо
277,Ehemann::N,ер,мой
278,Ehefrau::N,зайып,ус
279,Freude::N,қуаныш,цин
280,Freude::N,қуаныш,циндзинад
281,Freude::N,сүйініш,цин
282,Freude::N,сүйініш,циндзинад
283,Freude::N,шат-думан,цин
284,Freude::N,шат-думан,циндзинад
285,Freude::N,қуаныштылық,цин
286,Freude::N,қуаныштылық,циндзинад
287,Gelächter::N,күлу,худын
288,Gelächter::N,күлу,худт
289,Gelächter::N,күлу,худæг
290,Glück::N,бақыт,амонд
291,Glück::N,бақыттылық,амонд
292,Kummer::N,аза,хъыг
293,Kummer::N,қайғы,хъыг
294,Kummer::N,қасырет,хъыг
295,Wunsch::N,мүдде,бӕллиц
296,Lust::N,тәбет,монц
297,Lust::N,ынтызар,монц
298,Lust::N,құштарлық,монц
299,Geist::N,рух,уд
300,Gedanke::N,ой,хъуыды
301,Gedächtnis::N,ес,мысæн
302,Gedächtnis::N,ес,мысын
303,Gedächtnis::N,ес,зæрдылдарын
304,Gedächtnis::N,жады,мысæн
305,Gedächtnis::N,жады,мысын
306,Gedächtnis::N,жады,зæрдылдарын
307,Gedächtnis::N,ақыл-ес,мысæн
308,Gedächtnis::N,ақыл-ес,мысын
309,Gedächtnis::N,ақыл-ес,зæрдылдарын
310,Verstand::N,ақыл,зонд
311,Verstand::N,парасат,зонд
312,Sinn::N,мән,нысаниуæг
313,Sinn::N,маныз,нысаниуæг
314,Sinn::N,мағына,нысаниуæг
315,Sinn::N,мән-мағына,нысаниуæг
316,Grund::N,себеп,ӕфсон
317,Wahrheit::N,рас,æцæг
318,Gespräch::N,әңгіме,ныхас
319,Märchen::N,ертеп,аргъау
320,Märchen::N,ертек,аргъау
321,Erzählung::N,әңгіме,радзырд
322,Nachricht::N,хабар,уац
323,Neuigkeit::N,жаңалық,хабар
324,Name::N,ат,ном
325,Name::N,атау,ном
326,Rätsel::N,жұмбақ,уыци-уыци
327,Rätsel::N,жұмбақ,базон-базон
328,Rede::N,сөз,раныхас
329,Sprache::N,тіл,ӕвзаг
330,Stimme::N,үн,хъӕлӕс
331,Stimme::N,әуен,хъӕлӕс
332,Stimme::N,дауыс,хъӕлӕс
333,Wort::N,сөз,дзырд
334,Zeichen::N,ишара,нысан
335,Ruf::N,айғай,сидт
336,Lärm::N,айғай-шу,уынæр
337,Lärm::N,айғай-ұйғай,уынæр
338,Laut::N,дыбыс,зӕл
339,Laut::N,дыбыс,мыр
340,Laut::N,дауыс,зӕл
341,Laut::N,дауыс,мыр
342,Ton::N,әуен,мыр
343,Lied::N,ән,зарӕг
344,Lied::N,жыр,зарӕг
345,Lied::N,ән-жыр,зарӕг
346,Ruhe::N,тыныштық,æнцой
347,Leute::N,кісілер,адӕм
348,Volk::N,халық,адӕм
349,Arbeit::N,еңбек,фӕллой
350,Gast::N,қонақ,уазӕг
351,Gast::N,мейман,уазӕг
352,Geschenk::N,қадия,хуын
353,Spiel::N,ойын,хъазт
354,Gesellschaft::N,қауым,дзыллæ
355,Gesellschaft::N,қауым,æхсæнад
356,Gesellschaft::N,жұртшылық,дзыллæ
357,Gesellschaft::N,жұртшылық,æхсæнад
358,Hilfe::N,жэрдем,æххуыс
359,Hilfe::N,жэрдем,ахъаз
360,Freund::N,дос,лымӕн
361,Kamerad::N,дос-жар,ӕмбал
362,Angelegenheit::N,жұмыс,хъуыддаг
363,Anzahl::N,сан,бӕрц
364,Anzahl::N,саны,бӕрц
365,Art::N,түр,хуыз
366,Art::N,түр,хуызад
367,Stück::N,тілім,кæрдих
368,Stück::N,тілім,комдзаг
369,Teil::N,үлес,хай
370,Teil::N,бөлшек,хай
371,Hälfte::N,жарты,æрдæг
372,Hälfte::N,жарты,æмбис
373,Kreis::N,шеңбер,зиллакк
374,Kreuz::N,крест,дзуар
375,Linie::N,сызық,хахх
376,Strich::N,сызық,хахх
377,Abstand::N,ара,æхсæнуат
378,Abstand::N,аралық,æхсæнуат
379,Entfernung::N,аралық,дæрддзæг
380,Entfernung::N,аралық,дардцæг
381,Gegend::N,өңір,ран
382,Platz::N,орны,бууат
383,Ort::N,орын,ран
384,Ort::N,орын,бынат
385,Seite::N,жақ,фахс
386,Seite::N,бүйір,фахс
387,Mitte::N,ортасы,астӕу
388,Gegenstand::N,зат,дзаума
389,Gegenstand::N,нәрсе,дзаума
390,Sache::N,бұйым,дзаума
391,Rand::N,шет,кӕрон
392,Rand::N,шеті,кӕрон
393,Kante::N,қыр,фӕрск
394,Kante::N,қыры,фӕрск
395,Ecke::N,қыры,тигъ
396,Ecke::N,қыры,фисын
397,Ecke::N,бұрыш,тигъ
398,Ecke::N,бұрыш,фисын
399,Spitze::N,ұшы,бырынкъ
400,Ende::N,аяқ,кӕрон
401,Ende::N,соңы,кӕрон
402,Loch::N,тесік,хуынкъ
403,Winkel::N,мүйіс,къуым
404,Muster::N,мәнер,нывæфтыд
405,Muster::N,мәнер,кæдзист
406,Größe::N,ауқым,ас
407,Größe::N,көлемдік,ас
408,Länge::N,бой,дӕргъ
409,Länge::N,ұзындық,дӕргъ
410,Höhe::N,жоғарылық,бæрзонд
411,Höhe::N,жоғарылық,бæрзæнд
412,Höhe::N,жоғарылық,бæрзонддзинад
413,Höhe::N,биіктік,бæрзонд
414,Höhe::N,биіктік,бæрзæнд
415,Höhe::N,биіктік,бæрзонддзинад
416,Gewicht::N,салмақ,уӕз
417,Menge::N,мөлшер,бӕрц
418,Haufen::N,үйме,кӕри
419,Haufen::N,үйінді,кӕри
420,Reihe::N,сап,рӕнхъ
421,Boot::N,қайық,чема
422,Ruder::N,ескек,къохар
423,Schlitten::N,шана,дзоныгъ
424,Ski::N,шаңғы,къахдзоныгътæ
425,Ski::N,шаңғы,лыжæтæ
426,Lagerfeuer::N,алау,арт
427,Last::N,ауырлық,уаргъ
428,Last::N,ауыр зат,уаргъ
429,Gang::N,жүріс,цыд
430,Schritt::N,адым,санчъех
431,Schritt::N,адым,къахдзӕф
432,Norden::N,солтүстік,цæгат
433,Norden::N,терістік,цæгат
434,Süden::N,оңтүстік,хуссар
435,Westen::N,батыс,ныгуылæн
436,Osten::N,күншығыс,скæсæн
437,Holz::N,ағаш,хъӕдӕрмӕг
438,Holz::N,сүрек,хъӕдӕрмӕг
439,Brett::N,тақта,фæйнæг
440,Platte::N,тақта,къӕй
441,Stütze::N,тіреу,быцæу
442,Stange::N,қада,хъил
443,Stock::N,сойыл,лӕдзӕг
444,Stab::N,сырық,хъил
445,Rohr::N,құбыр,хӕтӕл
446,Haus::N,үй,хӕдзар
447,Heim::N,үйлі,къона
448,Heim::N,шаңырақ,къона
449,Ofen::N,ошақ,пец
450,Ofen::N,пеш,пец
451,Fußboden::N,еден,астӕрд
452,Tisch::N,үстел,стъол
453,Stuhl::N,орындық,бандон
454,Wiege::N,бесік,авдæн
455,Bett::N,кереует,сынтӕг
456,Regal::N,сөре,тӕрхӕг
457,Regal::N,сөре,уӕлвӕйнӕг
458,Kiste::N,жәшік,асыкк
459,Fenster::N,терезе,рудзынг
460,Fenster::N,терезе,фæрссаг
461,Tür::N,есік,дуар
462,Tor::N,дарбаза,кулдуар
463,Zaun::N,дуал,æмбонд
464,Zaun::N,дуал,быру
465,Zaun::N,дуал,гæрæн
466,Dach::N,шатыр,уӕлхӕдзар
467,Leiter::N,саты,асин
468,Leiter::N,басқыш,асин
469,Besen::N,сыпырғыш,уисой
470,Spaten::N,күрек,бел
471,Schaufel::N,қалақ,æвгæнæн
472,Schaufel::N,қалақ,кæфой
473,Gabel::N,аша,вилкæ
474,Gabel::N,шанышқы,вилкæ
475,Löffel::N,қасық,уидыг
476,Messer::N,пышақ,кард
477,Nagel::N,мық,зӕгӕл
478,Nagel::N,шеге,зӕгӕл
479,Netz::N,керегекөз,хыз
480,Haken::N,ілмек,хæдз
481,Haken::N,ілмек,хæбырæгъ
482,Griff::N,сап,фистон
483,Griff::N,тұтқа,фистон
484,Schloss::N,құлып,гуыдыр
485,Schloss::N,бекіткіш,гуыдыр
486,Bild::N,сурет,ныв
487,Figur::N,тұлға,кæрдгæныв
488,Puppe::N,қуыршақ,чындз
489,Beutel::N,қапшық,дзӕкъул
490,Bündel::N,байлам,баст
491,Tasche::N,дорба,хызын
492,Tasche::N,дорба,дзæкъул
493,Eimer::N,шелек,къæрта
494,Eimer::N,шелек,чъыбыла
495,Eimer::N,шелек,ведра
496,Deckel::N,жапқыш,сæр
497,Deckel::N,жапқыш,æмбæрзæн
498,Geschirr::N,ыдыс,мигæнæн
499,Geschirr::N,ыдыс,мигæнæнтæ
500,Sack::N,қап,голлаг
501,Tasse::N,шыныаяқ,пиала
502,Tasse::N,шыныаяқ,къус
503,Topf::N,кәстрөл,аг
504,Topf::N,кәстрөл,чысыл аг
505,Kessel::N,қазан,аг
506,Essen::N,ас,хӕрд
507,Nahrung::N,ас,хойраг
508,Nahrung::N,тамақ,хойраг
509,Speise::N,тағам,хӕринаг
510,Fleisch::N,ет,дзидза
511,Fleisch::N,ет,фыдызгъӕл
512,Getreide::N,дәнді,халсар
513,Brei::N,ботқа,кас
514,Brot::N,күлше,дзул
515,Scheibe::N,тілім,къӕбӕр
516,Fett::N,май,сой
517,Butter::N,май,нӕлхӕ
518,Öl::N,май,зети
519,Salz::N,тұз,цӕхх
520,Suppe::N,көже,бас
521,Honig::N,бал,мыд
522,Milch::N,сүт,ӕхсыр
523,Tee::N,шай,цай
524,Leder::N,көн,мæскуы
525,Wolle::N,жүн,фӕсмын
526,Stoff::N,мата,хъуымац
527,Stoff::N,кездеме,хъуымац
528,Nadel::N,ине,судзин
529,Faden::N,жіп,ӕндах
530,Knopf::N,түйме,цӕппӕр
531,Knoten::N,түйін,ӕлхынцъ
532,Farbe::N,рең,ахорæн
533,Kleidung::N,киім,дарӕс
534,Hemd::N,жейде,хӕдон
535,Kragen::N,жаға,æфцæггот
536,Ärmel::N,жең,дыс
537,Hose::N,шалбар,хæлаф
538,Hose::N,шалбар,æддаг хæлаф
539,Hose::N,шалбар,салбар
540,Gürtel::N,белбеу,рон
541,Mütze::N,қалпақ,худ
542,Schuh::N,кебіс,басмахъ
543,Stiefel::N,етік,цырыхъхъ
544,Ring::N,жүзік,къухдарӕн
545,Band::N,таспа,лент
546,Kamm::N,тарақ,сӕрвасӕн
547,Spiegel::N,айна,айдæн
548,Spiegel::N,айна,кæсæн
549,Riemen::N,қайыс,гӕрз
550,Schnur::N,жіп,бӕндӕн
551,Leine::N,тізгін,
552,Decke::N,көрпе,хъӕццул
553,Kissen::N,жастық,баз
554,Tuch::N,орамал,кæлмæрзæн
555,Tuch::N,орамал,кæрдæн
556,Handtuch::N,сүлгі,хисæрфæн
557,Kraft::N,қуат,тых
558,Kraft::N,қуат,хъомыс
559,Kraft::N,қарқын,тых
560,Kraft::N,қарқын,хъомыс
561,Kraft::N,әл-шама,тых
562,Kraft::N,әл-шама,хъомыс
563,Kraft::N,әл-дәрмен,тых
564,Kraft::N,әл-дәрмен,хъомыс
565,Stärke::N,әл,тых
566,Stärke::N,әл,æхсар
567,Stärke::N,күш,тых
568,Stärke::N,күш,æхсар
569,Gesundheit::N,денсаулык,æнæниздзинад
570,Krankheit::N,ауру,низ
571,Krankheit::N,ауру,рын
572,Schmerz::N,ауру,рис
573,Wunde::N,зақым,цӕф
574,Wunde::N,жарақат,цӕф
575,Fieber::N,безгек,ризӕг
576,Fieber::N,безгек,тӕфсӕг
577,Fieber::N,қалтырау,ризӕг
578,Fieber::N,қалтырау,тӕфсӕг
579,Fieber::N,қызу көтерілуі,ризӕг
580,Fieber::N,қызу көтерілуі,тӕфсӕг
581,Arznei::N,дәрі,хос
582,Arznei::N,дәрі-дәрмек,хос
583,Brücke::N,көпір,хид
584,Brunnen::N,құдық,цъай
585,Weide::N,өріс,хизæн
586,Weide::N,өріс,хизæнуат
587,Weide::N,өріс,сæрвæт
588,Weide::N,жайылым,хизæн
589,Weide::N,жайылым,хизæнуат
590,Weide::N,жайылым,сæрвæт
591,Pfad::N,жол,къахвæндаг
592,Pfad::N,жол,къахвæд
593,Weg::N,жол,фӕндаг
594,Straße::N,жол,фӕндаг
595,Dorf::N,ауыл,хъӕу
596,Stadt::N,қала,сахар
597,Stadt::N,шаһар,сахар
598,Brief::N,хат,фыстӕг
599,Brief::N,жазу,фыстӕг
600,Buch::N,кітап,чиныг
601,Buchstabe::N,әріп,дамгъӕ
602,Buchstabe::N,қаріп,дамгъӕ
603,Zeitung::N,газет,газет
604,Leben::N,өмір,цард
605,Leben::N,өмір,цӕрӕнбон
606,Leben::N,тіршілік,цард
607,Leben::N,тіршілік,цӕрӕнбон
608,Tod::N,опат,мæлæт
609,Tod::N,опат,адзал
610,Grab::N,мола,ингӕн
611,Grab::N,мазар,ингӕн
612,Kirche::N,шіркеу,аргъуан
613,Sünde::N,күнә,тæригъæд
614,Gott::N,алла,хуыцау
615,Gott::N,құдай,хуыцау
616,Gott::N,тәңірі,хуыцау
617,Gott::N,пәруардігер,хуыцау
618,Gott::N,жаратқан тәңірі,хуыцау
619,Arbeiter::N,жүмысшы,кусæг
620,Chef::N,басшы,ӕмцег
621,Chef::N,жұмыс басқарушысы,ӕмцег
622,Meister::N,шебер,мастер
623,Meister::N,шебер,дæсны
624,Meister::N,өнерпаз,мастер
625,Meister::N,өнерпаз,дæсны
626,Arzt::N,дәрігер,хосгæнæг
627,Arzt::N,дәрігер,дохтыр
628,Lehrer::N,мұғалім,ахуыргæнæг
629,Geld::N,пұл,ӕхца
630,Geschäft::N,бизнес,бизнес
631,Geschäft::N,бизнес,хъуыддаг
632,Laden::N,дүкен,дукани
633,Preis::N,ақы,аргъ
634,Preis::N,құны,аргъ
635,Preis::N,нарық,аргъ
636,Ware::N,тауар,базайраг
637,Nutzen::N,пайда,пайда
638,Reichtum::N,бақ-дәулет,хъæздыгдзинад
639,Reichtum::N,бақ-дәулет,исбон
640,Reichtum::N,бақ-дәулет,мулк
641,Welt::N,әлем,дуне
642,Welt::N,жиһан,дуне
643,Land::N,аймақ,бӕстӕ
644,Staat::N,мемлекет,паддзахад
645,König::N,патша,къарол
646,Macht::N,өкімет,хицаудзинад
647,Macht::N,қожалық,хицаудзинад
648,Grenze::N,шек,арӕн
649,Krieg::N,соғыс,хӕст
650,Feind::N,жау,знаг
651,Feind::N,жау,фыдгул
652,Feind::N,жау,фыдзæрдæ
653,Feind::N,жау,сон
654,Feind::N,дұшпан,знаг
655,Feind::N,дұшпан,фыдгул
656,Feind::N,дұшпан,фыдзæрдæ
657,Feind::N,дұшпан,сон
658,Gewalt::N,зорлык,тыхми
659,Gewalt::N,зорлык,тыхдзинад
660,Gewalt::N,зорлық-зомбылык,тыхми
661,Gewalt::N,зорлық-зомбылык,тыхдзинад
662,Kampf::N,күрес,хæст
663,Kampf::N,күрес,хъæбысæйхæст
664,Kampf::N,күрес,тох
665,Kampf::N,алыспақ,хæст
666,Kampf::N,алыспақ,хъæбысæйхæст
667,Kampf::N,алыспақ,тох
668,Bogen[Waffe]::N,саржа,ӕрдын
669,Pfeil::N,жебе,фат
670,Gewehr::N,қару,топп
671,Fehler::N,әбес,рӕдыд
672,Fehler::N,қаталық,рӕдыд
673,Lüge::N,өтірік,мӕнг
674,Lüge::N,өтірік,гӕдыдзинад
675,Schaden::N,зиян,зиан
676,Schaden::N,зарар,зиан
677,Unglück::N,пәле,бæллæх
678,Unglück::N,қасырет,бæллæх
679,Unglück::N,ауыртпалық,бæллæх
680,Schuld::N,айыптылық,азым
681,Alter::N,жас,кар
682,Alter::N,жас шамасы,кар
683,Schluss::N,ада,кæрон
684,Schluss::N,бітуі,кæрон
685,Zeit::N,уақыт,рӕстӕг
686,Tag::N,күн,бон
687,Morgen::N,таң,райсом
688,Morgen::N,таңертең,райсом
689,Mittag::N,талтүс,æмбисбон
690,Abend::N,кеш,изӕр
691,Nacht::N,түн,ӕхсӕв
692,Woche::N,апта,къуыри
693,Monat::N,ай,мӕй
694,Jahr::N,жыл,аз
695,Jahr::N,жыл,афӕдз
696,Frühling::N,көктем,уалдзæг
697,Sommer::N,жаз,сӕрд
698,Herbst::N,күз,фæззæг
699,Winter::N,қыс,зымӕг
700,Januar::N,каңтар,январь
701,Februar::N,ақпан,февраль
702,März::N,наурыз,мартъи
703,April::N,сәуір,апрель
704,Mai::N,мамыр,май
705,Juni::N,маусым,июнь
706,Juli::N,шілде,июль
707,August::N,сүмбіле,август
708,August::N,тамыз,август
709,September::N,қыркүйек,сентябрь
710,Oktober::N,ақырап,октябрь
711,November::N,қараша,ноябрь
712,Dezember::N,желтоқсан,декабрь
713,Montag::N,дүйсенбі,къуырисæр
714,Dienstag::N,сейсенбі,дыццæг
715,Mittwoch::N,сәрсенбі,æртыццæг
716,Donnerstag::N,бейсенбі,цыппæрæм
717,Freitag::N,жұма,майрæмбон
718,Samstag::N,сенбі,сабат
719,Sonntag::N,жексембі,хуыцаубон
720,groß::A,алпамсадай,дынджыр
721,klein::A,кішкене,гыццыл
722,klein::A,қарғадай,гыццыл
723,lang::A,сопақ,даргъ
724,lang::A,сорайған,даргъ
725,kurz::A,кеспелтек,цыбыр
726,breit::A,айдынды,фӕтӕн
727,schmal::A,қысық,нарӕг
728,schmal::A,қысық,уынгӕг
729,dicht::A,жиі,бæзджын
730,dicht::A,жиі,тар
