,Concept_ID,de,ko
810,suchen::V,suchen,구하다
811,finden::V,finden,찾아내다
812,versuchen::V,versuchen,시험하다
813,vorbereiten::V,vorbereiten,재비하다
814,lieben::V,lieben,사랑하다
815,mögen::V,mögen,줗아하다
816,lachen::V,lachen,웃다
817,rühren::V,rühren,건드리다
818,weinen::V,weinen,울다
819,schimpfen::V,schimpfen,꾸짖다
820,sich ärgern::V,sich ärgern,화를내게 하다
821,sich fürchten::V,sich fürchten,두려원하다
822,fürchten::V,fürchten,두려원하다
823,fliehen::V,fliehen,도망치다
824,flüchten::V,flüchten,도주하다
825,sehen::V,sehen,보다
826,anschauen::V,anschauen,바라보다
827,ansehen::V,ansehen,바라보다
828,hören::V,hören,듣다
829,zuhören::V,zuhören,듣다
830,probieren::V,probieren,시식하다
831,riechen::V,riechen,내새를맡다
832,fühlen::V,fühlen,느끼다
833,scheinen::V,scheinen,...것같다
834,zu sehen sein::V,zu sehen sein,보이는
835,vernehmen::V,vernehmen,듣다
836,vernehmen::V,vernehmen,들어서일다
837,frieren::V,frieren,춥다
838,tun::V,tun,하다
839,können::V,können,할주릴다
840,wollen::V,wollen,바라다
841,anfangen::V,anfangen,시작하다
842,beenden::V,beenden,다하다
843,aufhören::V,aufhören,그만두다
844,gelingen::V,gelingen,성국하다
845,geraten::V,geraten,잘되어가다
846,öffnen::V,öffnen,열다
847,schließen::V,schließen,추측하다
848,stellen::V,stellen,세우다
849,setzen::V,setzen,놓다
850,legen::V,legen,눕히다
851,berühren::V,berühren,대다
852,verbinden::V,verbinden,옝열하다
853,bedecken::V,bedecken,덮다
854,aufhängen::V,aufhängen,매달다
855,anzünden::V,anzünden,점화하다
856,aufheben::V,aufheben,위로올리다
857,zurücklassen::V,zurücklassen,튀에남기다
858,verlieren::V,verlieren,잃다
859,fallen lassen::V,fallen lassen,떨어뜨리다
860,machen::V,machen,하다
861,herstellen::V,herstellen,제조하다
862,bauen::V,bauen,짓다
863,reparieren::V,reparieren,수셩자다
864,verbessern::V,verbessern,정정하다
865,ändern::V,ändern,바꾸다
866,graben::V,graben,파다
867,beugen::V,beugen,구부리다
868,biegen::V,biegen,굽히다
869,drehen::V,drehen,회전
870,wenden::V,wenden,회전시키다
871,umdrehen::V,umdrehen,회전시키다
872,heben::V,heben,일으아키다
873,hochheben::V,hochheben,틀어올리다
874,ergreifen::V,ergreifen,잡다
875,halten::V,halten,잡다
876,drücken::V,drücken,누르다
877,schieben::V,schieben,밀다
878,kratzen::V,kratzen,긁다
879,lecken::V,lecken,핥다
880,beißen::V,beißen,물다
881,abreißen::V,abreißen,
882,abschneiden::V,abschneiden,귾어내다
883,binden::V,binden,매다
884,stecken::V,stecken,찌르다
885,brechen::V,brechen,금
886,klopfen::V,klopfen,치다
887,hauen::V,hauen,때리다
888,kleben::V,kleben,들러붙다
889,reiben::V,reiben,문지르다
890,streichen::V,streichen,쓰다듬다
891,schleifen::V,schleifen,갈다
892,schneiden::V,schneiden,베다
893,rütteln::V,rütteln,흔들다
894,schütteln::V,schütteln,흔들다
895,schwenken::V,schwenken,흔들다
896,schütten::V,schütten,따르다
897,füllen::V,füllen,담다
898,einwickeln::V,einwickeln,싸다
899,tragen::V,tragen,지우다
900,schleppen::V,schleppen,끌다
901,ziehen::V,ziehen,당기다
902,aufbewahren::V,aufbewahren,간직하다
903,werfen::V,werfen,던지다
904,fangen::V,fangen,밥다
905,packen::V,packen,쥐다
906,verstecken::V,verstecken,숨기다
907,teilen::V,teilen,나누다
908,schicken::V,schicken,보내다
909,bringen::V,bringen,가겨
910,hinzufügen::V,hinzufügen,부가하다
911,bekommen::V,bekommen,얻다
912,erhalten::V,erhalten,지니다
913,nehmen::V,nehmen,잡다
914,wählen::V,wählen,선거하다
915,auswählen::V,auswählen,선출하다
916,bewahren::V,bewahren,저장보종
917,behindern::V,behindern,훼방하다
918,verderben::V,verderben,못쓰게 되다
919,beschädigen::V,beschädigen,상하게하다
920,zerbrechen::V,zerbrechen,깨뜨리다
921,zerreißen::V,zerreißen,잡아쫓다
922,zerstören::V,zerstören,파괴하다
923,verbrennen::V,verbrennen,소실하다
924,geben::V,geben,주다
925,reichen::V,reichen,내일다
926,schenken::V,schenken,주다
927,versprechen::V,versprechen,약속하다
928,wünschen::V,wünschen,바라다
929,loben::V,loben,칭찬하다
930,küssen::V,küssen,키스하다
931,wiegen::V,wiegen,어르다
932,zudecken::V,zudecken,뚜꺼을하다
933,wecken::V,wecken,깨우다
934,zeigen::V,zeigen,보이다
935,führen::V,führen,가게하다
936,lehren::V,lehren,가르치다
937,unterrichten::V,unterrichten,가르지다
938,aufziehen::V,aufziehen,사육하다
939,leiten::V,leiten,이끌다
940,antreiben::V,antreiben,몰다
941,lassen::V,lassen,내버려두다
942,einladen::V,einladen,초청하다
943,vereinigen::V,vereinigen,하나로하다
944,besuchen::V,besuchen,방문하다
945,treffen::V,treffen,만나다
946,sich versammeln::V,sich versammeln,조립하다
947,spielen::V,spielen,눌다
948,singen::V,singen,노래하다
949,tanzen::V,tanzen,춤추하다
950,sich trennen::V,sich trennen,가르다
951,verlassen::V,verlassen,버림받은
952,retten::V,retten,구조하다
953,bewachen::V,bewachen,치키다
954,schützen::V,schützen,보호하다
955,verteidigen::V,verteidigen,막다
956,sich schlagen::V,sich schlagen,치다
957,schießen::V,schießen,쏘다
958,siegen::V,siegen,이기다
959,ärgern::V,ärgern,성을내게하다
960,schlagen::V,schlagen,치다
961,treten::V,treten,디디다
962,stechen::V,stechen,찌르다
963,stoßen::V,stoßen,찌르다
964,stehlen::V,stehlen,훔치다
965,stören::V,stören,움직이다
966,belästigen::V,belästigen,괴롭히다
967,verbergen::V,verbergen,숨기다
968,täuschen::V,täuschen,속이다
969,betrügen::V,betrügen,속이다
970,töten::V,töten,죽이다
971,wohnen::V,wohnen,실다
972,arbeiten::V,arbeiten,일하다
973,sammeln::V,sammeln,모으다
974,pflücken::V,pflücken,꿔다
975,jagen::V,jagen,사냥하다
976,fischen::V,fischen,고기를잡다
977,fassen::V,fassen,움켜쥐다
978,hüten::V,hüten,망보다
979,treiben::V,treiben,몰아세우다
980,anbinden::V,anbinden,묶다
981,füttern::V,füttern,사료를주다
982,melken::V,melken,젖을짜다
983,hacken::V,hacken,자르다
984,gießen::V,gießen,물을대다
985,reifen::V,reifen,성숙하다
986,zubereiten::V,zubereiten,조제하다
987,kochen::V,kochen,요리하다
988,backen::V,backen,쿱다
989,braten::V,braten,굽다
990,umrühren::V,umrühren,교반하다
991,stricken::V,stricken,뜨개질하다
992,nähen::V,nähen,꿰매다
993,färben::V,färben,채색하다
994,reinigen::V,reinigen,청소하다
995,waschen::V,waschen,씻다
996,abwischen::V,abwischen,닦다
997,spülen::V,spülen,씻다
998,fegen::V,fegen,소체하다
999,kehren::V,kehren,청소하다
1000,baden::V,baden,감다
1001,sich waschen::V,sich waschen,모믈 씻다
1002,ausziehen::V,ausziehen,벗다
1003,anziehen::V,anziehen,끌어움직이다
1004,sich anziehen::V,sich anziehen,
1005,kämmen::V,kämmen,빗다
1006,schmücken::V,schmücken,치레하다
1007,sagen::V,sagen,말하다
1008,sprechen::V,sprechen,말하다
1009,reden::V,reden,이야기하다
1010,sich unterhalten::V,sich unterhalten,
1011,fragen::V,fragen,질문하다
1012,bitten::V,bitten,원하다
1013,erzählen::V,erzählen,이야기하다
1014,mitteilen::V,mitteilen,이야기하다
1015,nennen::V,nennen,부르다
1016,rufen::V,rufen,불러내다
1017,prahlen::V,prahlen,자랑하다
1018,übersetzen::V,übersetzen,번역하다
1019,denken::V,denken,생각하다
1020,glauben::V,glauben,믿다
1021,bemerken::V,bemerken,인자하다
1022,erkennen::V,erkennen,인식하다
1023,begreifen::V,begreifen,파악하다
1024,verstehen::V,verstehen,이해하다
1025,lernen::V,lernen,배우다
1026,wissen::V,wissen,알다
1027,sich erinnern an::V,sich erinnern an,상기하다
1028,vergessen::V,vergessen,잊다
1029,messen::V,messen,측정하다
1030,zählen::V,zählen,세다
1031,rechnen::V,rechnen,게산하다
1032,lesen::V,lesen,읽다
1033,malen::V,malen,그리다
1034,zeichnen::V,zeichnen,소묘하다
1035,schreiben::V,schreiben,쓰다
1036,besitzen::V,besitzen,소유하다
1037,kaufen::V,kaufen,사다
1038,verkaufen::V,verkaufen,팔다
1039,bezahlen::V,bezahlen,지불하다
1040,zahlen::V,zahlen,치르다
1041,beherrschen::V,beherrschen,지배하다
1042,ertragen::V,ertragen,참다
