,Concept_ID,os,ko
87,Kälte::N,уазал,추위
88,Kälte::N,уазал,차가움
89,Hitze::N,ӕнтӕф,고온
90,Hitze::N,ӕнтӕф,더위
91,Raureif::N,халас,
92,Regenbogen::N,арвырон,무지개
93,Regenbogen::N,арвырдын,무지개
94,Donner::N,æрвнæрын,뇌명
95,Strömung::N,цыд,유동
96,Tropfen::N,æртах,물방울
97,Schaum::N,фынк,포말
98,Schmutz::N,цъыф,때
99,See::N,цад,호수
100,Sumpf::N,цъыфдзаст,습지
101,Moor::N,цъыфдзаст,저습지
102,Wiese::N,уыгӕрдӕн,목초지
103,Wald::N,хъӕд,숲
104,Hügel::N,обау,언덕
105,Hügel::N,къуыбыр,언덕
106,Anhöhe::N,уæлвæз,언덕
107,Anhöhe::N,уæлхох,언덕
108,Berg::N,хох,산
109,Gipfel::N,цъупп,졀졍
110,Höhle::N,лӕгӕт,공동
111,Abhang::N,къул,몰매
112,Quelle::N,суадон,근원
113,Bach::N,мӕсчъыдон,내
114,Fluss::N,дон,강
115,Fluss::N,цӕугӕдон,강
116,Ufer::N,был,강변
117,Ufer::N,был,바닷가
118,Küste::N,донбыл,해변
119,Küste::N,донбыл,해변가
120,Festland::N,сурзæхх,본토
121,Meer::N,денджыз,바다
122,Bucht::N,донбакæлæн,협만
123,Insel::N,сакъадах,섬
124,Blume::N,дидинӕг,꽃
125,Gras::N,кӕрдӕг,풀
126,Wurzel::N,уидаг,뿌리
127,Baum::N,бӕлас,나무
128,Stamm::N,хӕтӕл,대
129,Rinde::N,цъар,나무껍질
130,Ast::N,арх,가지
131,Zweig::N,къалиу,가지
132,Blatt::N,сыф,잎
133,Birke::N,бæрз,자작나무
134,Kiefer[Baum]::N,нӕзы,소나무
135,Weide[Baum]::N,хӕрис,쉬양버들
136,Tanne::N,наз,전나무
137,Horn::N,сыкъа,뿔
138,Feder::N,сис,깃털
139,Fell::N,царм,피혁모피
140,Flügel::N,базыр,날개
141,Klaue::N,ных,갈고리 발톺
142,Kralle::N,дзӕмбы,발툭
143,Schwanz::N,къӕдзил,꼬리
144,Ei::N,айк,알
145,Nest::N,ахстон,보금자리
146,Bau::N,хуынкъ,굴
147,Tier::N,сырд,짐승
148,Tier::N,цӕрӕгой,짐승
149,Herde::N,дзуг,가축의떼
150,Herde::N,рӕгъау,가축의떼
151,Kuh::N,хъуг,암소
152,Bulle::N,гал,황소
153,Pferd::N,бӕх,말
154,Schaf::N,фыс,양
155,Schwein::N,хуы,돼지
156,Hund::N,куыдз,개
157,Katze::N,гӕды,고양이
158,Bär::N,арс,콤
159,Eichhörnchen::N,æхсæрæг,다람쥐
160,Elch::N,цæгатаг саг,고라니
161,Fuchs::N,рувас,여우
162,Hase::N,тæрхъус,토끼
163,Maus::N,мыст,쥐
164,Wolf::N,бирӕгъ,늑대
165,Vogel::N,цъиу,새
166,Vogel::N,маргъ,새
167,Schwarm::N,бал,뗴
168,Huhn::N,карк,암탉
169,Hahn::N,уасӕг,수탉
170,Gans::N,хъаз,거위
171,Adler::N,цӕргӕс,수리
172,Ente::N,ацц,오리
173,Eule::N, уыг,부엉이
174,Eule::N,сидахъ,부엉이
175,Kranich::N,зырнæг,두루미
176,Kranich::N,хърихъупп,두루미
177,Krähe::N,халон,까마귀
178,Kuckuck::N,гаккук,뻐꾸기
179,Schwan::N,доныхъаз,배조
180,Fisch::N,кӕсаг,물고기
181,Barsch::N,окунь,농어
182,Hecht::N,хихор кӕсаг,에속스
183,Schlange[Tier]::N,калм,뱀
184,Wurm::N,зулкъ,벌레
185,Wurm::N,къуыдыргалм,벌레
186,Spinne::N,хӕлуарӕг,거미
187,Ameise::N,мæлдзыг,개미
188,Laus::N,сыст,이
189,Mücke::N,къогъо,모기
190,Fliege::N,бындз,날기
191,Schmetterling::N,гæлæбу,나비
192,Beere::N,гагадыргъ,장과
193,Apfel::N,фӕткъуы,사과
194,Pilz::N,зокъо,고방이
195,Pilz::N,къозо,고방이
196,Zwiebel::N,хъӕдындз,양파
197,Saat::N,тауинаг,씨
198,Saat::N,мыггаг,씨
199,Korn::N,мыггаг,알맹이
200,Korn::N,тауинаг,알맹이
201,Heu::N,хос,건초
202,Schale::N,цъар,피상
203,Grube::N,урм,
204,Grube::N,къахт,
205,Grube::N,дзыхъхъ,
206,Falle::N,цъысым,함정
207,Falle::N,къӕппӕг,함정
208,Schlinge::N,цасм,올가미
209,Schlinge::N,цасм,멜빵붕대
210,Spur::N,фæд,발지국
211,Asche::N,фӕнык,재
212,Asche::N,ӕртхутӕг,재
213,Dreck::N,цъыф,똥
214,Dreck::N,цъыф,오물
215,Eisen::N,ӕфсӕйнаг,쇠
216,Eisen::N,ӕфсӕйнаг,철
217,Gold::N,сыгъзӕрин,항금
218,Silber::N,ӕвзист,은
219,Kohle::N,ӕвзалы,슻
220,Glas::N,авг,유리
221,Lehm::N,ӕлыг,찰흙
222,Sand::N,змис,모래
223,Mensch::N,лӕг,사람
224,Mensch::N,адӕймаг,사람
225,Mensch::N,удгоймаг,사람
226,Mann::N,лӕг,남자
227,Mann::N,нӕлгоймаг,남자
228,Frau::N,сылгоймаг,여자
229,Kind::N,сывӕллон,아이
230,Junge::N,лӕппу,소녁
231,Mädchen::N,чызг,소녀
232,Familie::N,бинонтæ,가족
233,Großvater::N,фыдыфыд,할아버지
234,Großvater::N,мадыфыд,할아버지
235,Großmutter::N,фыды мад,할머니
236,Großmutter::N,мады мад,할머니
237,Eltern::N,ныййарджытæ,어버오
238,Vater::N,фыд,아버지
239,Mutter::N,мад,어머니
240,Sohn::N,фырт,아들
241,Tochter::N,чызг,딸기
242,Bruder::N,ӕфсымӕр,형제
243,Schwester::N,хо,누이
244,Onkel::N,фыдыфсымӕр,백부
245,Tante::N,мадыхо,아주머니
246,Ehemann::N,мой,남편
247,Ehefrau::N,ус,아내
248,Freude::N,цин,기쁨
249,Freude::N,циндзинад,기쁨
250,Gelächter::N,худын,웃음
251,Gelächter::N,худт,웃음
252,Gelächter::N,худæг,웃음
253,Glück::N,амонд,즐거움
254,Kummer::N,хъыг,슬픔
255,Wunsch::N,бӕллиц,소망
256,Lust::N,монц,
257,Geist::N,уд,할기
258,Gedanke::N,хъуыды,상념
259,Gedächtnis::N,мысæн,기억
260,Gedächtnis::N,мысын,기억
261,Gedächtnis::N,зæрдылдарын,기억
262,Verstand::N,зонд,분별
263,Verstand::N,зонд,지능
264,Sinn::N,нысаниуæг,센스
265,Grund::N,ӕфсон,까닭
266,Wahrheit::N,æцæг,참
267,Wahrheit::N,æцæг,진실
268,Gespräch::N,ныхас,대화
269,Märchen::N,аргъау,동화
270,Erzählung::N,радзырд,이야기
271,Nachricht::N,уац,
272,Neuigkeit::N,хабар,뉴스
273,Name::N,ном,이름
274,Rätsel::N,уыци-уыци,수수께끼
275,Rätsel::N,базон-базон,수수께끼
276,Rede::N,раныхас,연설
277,Sprache::N,ӕвзаг,말
278,Stimme::N,хъӕлӕс,목소리
279,Wort::N,дзырд,낱말
280,Zeichen::N,нысан,신호
281,Ruf::N,сидт,부름
282,Lärm::N,уынæр,소동
283,Laut::N,зӕл,음성
284,Laut::N,мыр,음성
285,Ton::N,мыр,목소리
286,Lied::N,зарӕг,노래
287,Ruhe::N,æнцой,쉼
288,Leute::N,адӕм,사람들
289,Volk::N,адӕм,국중
290,Arbeit::N,фӕллой,근로
291,Arbeit::N,фӕллой,너무
292,Gast::N,уазӕг,손님
293,Geschenk::N,хуын,행하
294,Spiel::N,хъазт,무리
295,Gesellschaft::N,дзыллæ,교제
296,Gesellschaft::N,æхсæнад,교제
297,Hilfe::N,æххуыс,거들음
298,Hilfe::N,æххуыс,보좌
299,Hilfe::N,ахъаз,거들음
300,Hilfe::N,ахъаз,보좌
301,Freund::N,лымӕн,친구
302,Kamerad::N,ӕмбал,동실자
303,Angelegenheit::N,хъуыддаг,용무
304,Anzahl::N,бӕрц,어떤
305,Anzahl::N,бӕрц,수
306,Art::N,хуыз,정류
307,Art::N,хуызад,정류
308,Stück::N,кæрдих,일부분
309,Stück::N,комдзаг,일부분
310,Teil::N,хай,몱
311,Teil::N,хай,구훠
312,Hälfte::N,æрдæг,2분의
313,Hälfte::N,æмбис,2분의
314,Kreis::N,зиллакк,고리
315,Kreuz::N,дзуар,열십자
316,Linie::N,хахх,선
317,Strich::N,хахх,스침
318,Abstand::N,æхсæнуат,거리
319,Entfernung::N,дæрддзæг,거리
320,Entfernung::N,дардцæг,거리
321,Gegend::N,ран,곳
322,Gegend::N,ран,부금
323,Platz::N,бууат,장소
324,Ort::N,ран,장소
325,Ort::N,бынат,장소
326,Seite::N,фахс,옆면
327,Mitte::N,астӕу,궁간
328,Gegenstand::N,дзаума,항목
329,Sache::N,дзаума,뭉에
330,Rand::N,кӕрон,가
331,Kante::N,фӕрск,귀퉁
332,Ecke::N,тигъ,구석
333,Ecke::N,фисын,구석
334,Spitze::N,бырынкъ,끝
335,Spitze::N,бырынкъ,참단
336,Ende::N,кӕрон,말당
337,Loch::N,хуынкъ,빙옷
338,Winkel::N,къуым,각도
339,Muster::N,нывæфтыд,본
340,Muster::N,нывæфтыд,견복
341,Muster::N,кæдзист,본
342,Muster::N,кæдзист,견복
343,Größe::N,ас,신장
344,Länge::N,дӕргъ,길이긺
345,Höhe::N,бæрзонд,높이
346,Höhe::N,бæрзæнд,높이
347,Höhe::N,бæрзонддзинад,높이
348,Gewicht::N,уӕз,추
349,Menge::N,бӕрц,수양
350,Haufen::N,кӕри,퇴적
351,Reihe::N,рӕнхъ,열
352,Boot::N,чема,보트
353,Ruder::N,къохар,노
354,Schlitten::N,дзоныгъ,썰매
355,Ski::N,къахдзоныгътæ,스키
356,Ski::N,лыжæтæ,스키
357,Lagerfeuer::N,арт,캠프의 모닥불
358,Last::N,уаргъ,무거운짐
359,Gang::N,цыд,걸음
360,Schritt::N,санчъех,보조
361,Schritt::N,къахдзӕф,보조
362,Norden::N,цæгат,북쪽 
363,Süden::N,хуссар,남쪽
364,Westen::N,ныгуылæн,서쪽
365,Osten::N,скæсæн,동쪽
366,Holz::N,хъӕдӕрмӕг,목재
367,Brett::N,фæйнæг,마루널
368,Platte::N,къӕй,탤
369,Platte::N,къӕй,금속판
370,Stütze::N,быцæу,버팀목
371,Stange::N,хъил,장대
372,Stock::N,лӕдзӕг,막대기
373,Stab::N,хъил,작대기
374,Rohr::N,хӕтӕл,갈대
375,Haus::N,хӕдзар,집
376,Heim::N,къона,집
377,Ofen::N,пец,아궁이
378,Fußboden::N,астӕрд,마루
379,Tisch::N,стъол,탁자
380,Stuhl::N,бандон,의자
381,Wiege::N,авдæн,발상지
382,Bett::N,сынтӕг,침대
383,Regal::N,тӕрхӕг,서가
384,Regal::N,уӕлвӕйнӕг,서가
385,Kiste::N,асыкк,짐궤
386,Fenster::N,рудзынг,눔
387,Fenster::N,фæрссаг,눔
388,Tür::N,дуар,문
389,Tor::N,кулдуар,대문
390,Zaun::N,æмбонд,담장
391,Zaun::N,быру,담장
392,Zaun::N,гæрæн,담장
393,Dach::N,уӕлхӕдзар,지붕
394,Leiter::N,асин,사닥다리
395,Besen::N,уисой,비
396,Spaten::N,бел,가래
397,Schaufel::N,æвгæнæн,삽
398,Schaufel::N,кæфой,삽
399,Gabel::N,вилкæ,갈래
400,Löffel::N,уидыг,숟가락
401,Messer::N,кард,나이프
402,Nagel::N,зӕгӕл,발툽
403,Netz::N,хыз,그물
404,Haken::N,хæдз,갈고리
405,Haken::N,хæбырæгъ,갈고리
406,Griff::N,фистон,움켜쥠
407,Schloss::N,гуыдыр,자물쇠
408,Bild::N,ныв,그림
409,Figur::N,кæрдгæныв,몸메
410,Puppe::N,чындз,인형
411,Beutel::N,дзӕкъул,클
412,Bündel::N,баст,자근다발
413,Tasche::N,хызын,가방
414,Tasche::N,дзæкъул,가방
415,Eimer::N,къæрта,동이
416,Eimer::N,чъыбыла,동이
417,Eimer::N,ведра,동이
418,Deckel::N,сæр,뚜껑
419,Deckel::N,æмбæрзæн,뚜껑
420,Geschirr::N,мигæнæн,식시
421,Geschirr::N,мигæнæнтæ,식시
422,Sack::N,голлаг,조갑
423,Tasse::N,пиала,차잔
424,Tasse::N,къус,차잔
425,Topf::N,аг,단지
426,Topf::N,чысыл аг,단지
427,Kessel::N,аг,주전자
428,Essen::N,хӕрд,먹기
429,Nahrung::N,хойраг,식료
430,Speise::N,хӕринаг,음식물
431,Fleisch::N,дзидза,고기
432,Fleisch::N,фыдызгъӕл,고기
433,Getreide::N,халсар,곡물
434,Brei::N,кас,젤리
435,Brot::N,дзул,빵
436,Scheibe::N,къӕбӕр,원반
437,Fett::N,сой,기름
438,Butter::N,нӕлхӕ,버터
439,Öl::N,зети,올리브유
440,Salz::N,цӕхх,소금
441,Suppe::N,бас,국
442,Suppe::N,бас,수프
443,Honig::N,мыд,감미
444,Milch::N,ӕхсыр,유즙
445,Tee::N,цай,차
446,Leder::N,мæскуы,가죽
447,Wolle::N,фӕсмын,양털
448,Stoff::N,хъуымац,패료
449,Nadel::N,судзин,바늘
450,Faden::N,ӕндах,콘실
451,Knopf::N,цӕппӕр,단추
452,Knoten::N,ӕлхынцъ,곁절
453,Farbe::N,ахорæн,색
454,Kleidung::N,дарӕс,옷입기
455,Hemd::N,хӕдон,속옷
456,Kragen::N,æфцæггот,깃
457,Ärmel::N,дыс,소매
458,Hose::N,хæлаф,바지
459,Hose::N,æддаг хæлаф,바지
460,Hose::N,салбар,바지
461,Gürtel::N,рон,밴드
462,Mütze::N,худ,모자
463,Schuh::N,басмахъ,구두
464,Stiefel::N,цырыхъхъ,장화
465,Ring::N,къухдарӕн,고리
466,Band::N,лент,리본
467,Kamm::N,сӕрвасӕн,빗
468,Spiegel::N,айдæн,거울
469,Spiegel::N,кæсæн,거울
470,Riemen::N,гӕрз,가죽끈
471,Schnur::N,бӕндӕн,밧줄
472,Decke::N,хъӕццул,이부자리
473,Kissen::N,баз,깔개
474,Tuch::N,кæлмæрзæн,천
475,Tuch::N,кæрдæн,천
476,Handtuch::N,хисæрфæн,수건
477,Kraft::N,тых,세력
478,Kraft::N,хъомыс,세력
479,Stärke::N,тых,힘
480,Stärke::N,æхсар,힘
481,Gesundheit::N,æнæниздзинад,위생
482,Krankheit::N,низ,병
483,Krankheit::N,рын,병
484,Schmerz::N,рис,아픔고통
485,Wunde::N,цӕф,상처
486,Fieber::N,ризӕг,열별
487,Fieber::N,тӕфсӕг,열별
488,Arznei::N,хос,약
489,Brücke::N,хид,교량
490,Brunnen::N,цъай,원천
491,Weide::N,хизæн,목장
492,Weide::N,хизæнуат,목장
493,Weide::N,сæрвæт,목장
494,Pfad::N,къахвæндаг,좁은길
495,Pfad::N,къахвæд,좁은길
496,Weg::N,фӕндаг,길
497,Straße::N,фӕндаг,길
498,Dorf::N,хъӕу,촌
499,Dorf::N,хъӕу,촌락
500,Stadt::N,сахар,도시
501,Brief::N,фыстӕг,서한
502,Buch::N,чиныг,책
503,Buchstabe::N,дамгъӕ,문자
504,Zeitung::N,газет,신문
505,Leben::N,цард,삶
506,Leben::N,цӕрӕнбон,삶
507,Tod::N,мæлæт,죽음
508,Tod::N,адзал,죽음
509,Grab::N,ингӕн,무덤
510,Kirche::N,аргъуан,교회
511,Sünde::N,тæригъæд,부정
512,Gott::N,хуыцау,하느님
513,Arbeiter::N,кусæг,일하는사람
514,Chef::N,ӕмцег,사장
515,Meister::N,мастер,명인
516,Meister::N,мастер,대가
517,Meister::N,дæсны,명인
518,Meister::N,дæсны,대가
519,Arzt::N,хосгæнæг,의사
520,Arzt::N,дохтыр,의사
521,Lehrer::N,ахуыргæнæг,교사
522,Geld::N,ӕхца,돈
523,Geschäft::N,бизнес,일
524,Geschäft::N,хъуыддаг,일
525,Laden::N,дукани,가게
526,Preis::N,аргъ,가격
527,Ware::N,базайраг,상품
528,Nutzen::N,пайда,이익
529,Reichtum::N,хъæздыгдзинад,많음
530,Reichtum::N,исбон,많음
531,Reichtum::N,мулк,많음
532,Welt::N,дуне,세상
533,Land::N,бӕстӕ,지방
534,Staat::N,паддзахад,국가
535,König::N,къарол,국왕
536,Macht::N,хицаудзинад,힘
537,Grenze::N,арӕн,국경
538,Krieg::N,хӕст,전쟁
539,Feind::N,знаг,적
540,Feind::N,фыдгул,적
541,Feind::N,фыдзæрдæ,적
542,Feind::N,сон,적
543,Gewalt::N,тыхми,권력
544,Gewalt::N,тыхдзинад,권력
545,Kampf::N,хæст,전투
546,Kampf::N,хъæбысæйхæст,전투
547,Kampf::N,тох,전투
548,Bogen[Waffe]::N,ӕрдын,활
549,Pfeil::N,фат,화살
550,Gewehr::N,топп,무기
551,Fehler::N,рӕдыд,오류
552,Lüge::N,мӕнг,거짓말
553,Lüge::N,гӕдыдзинад,거짓말
554,Schaden::N,зиан,손상
555,Unglück::N,бæллæх,불행
556,Schuld::N,азым,부채
557,Alter::N,кар,연령
558,Schluss::N,кæрон,마감
559,Zeit::N,рӕстӕг,때
560,Zeit::N,рӕстӕг,시간
561,Tag::N,бон,하루
562,Morgen::N,райсом,이침
563,Mittag::N,æмбисбон,대낮
564,Abend::N,изӕр,저녁
565,Nacht::N,ӕхсӕв,밤
566,Woche::N,къуыри,근무일
567,Monat::N,мӕй,달
568,Jahr::N,аз,해
569,Jahr::N,афӕдз,해
570,Frühling::N,уалдзæг,봄
571,Sommer::N,сӕрд,여름
572,Herbst::N,фæззæг,가을
573,Winter::N,зымӕг,겨울
574,Januar::N,январь,일월
575,Februar::N,февраль,이월
576,März::N,мартъи,삼월
577,April::N,апрель,사월
578,Mai::N,май,오월
579,Juni::N,июнь,유월
580,Juli::N,июль,칠월
581,August::N,август,팔월
582,September::N,сентябрь,구월
583,Oktober::N,октябрь,시월
584,November::N,ноябрь,십일월
585,Dezember::N,декабрь,십이월
586,Montag::N,къуырисæр,월요일
587,Dienstag::N,дыццæг,화요일
588,Mittwoch::N,æртыццæг,수요일
589,Donnerstag::N,цыппæрæм,모교일
590,Freitag::N,майрæмбон,그묘일
591,Samstag::N,сабат,토요일
592,Sonntag::N,хуыцаубон,일요일
593,groß::A,дынджыр,큰
594,klein::A,гыццыл,자근
595,lang::A,даргъ,긴
596,kurz::A,цыбыр,짧은
597,breit::A,фӕтӕн,넓은
598,schmal::A,нарӕг,좁은
599,schmal::A,уынгӕг,좁은
600,dicht::A,бæзджын,농밀한
601,dicht::A,тар,농밀한
602,dick[Gegenstand]::A,сӕвджын,두꺼운
603,dünn::A,тæнæг,얇은
604,fein::A,лыстӕг,미세한
605,fest::A,фидар,굳은
606,fest::A,хъӕддых,굳은
607,flach::A,тъӕпӕн,얕은
608,glatt::A,лӕгъз,반들반들한
609,hart::A,хъӕбӕр,굳은
610,weich::A,фӕлмӕн,연한
611,rund::A,тымбыл,둥근
612,spitz::A,цыргъбырынкъ,뾰족한
613,spitz::A,цыргъфындз,뾰족한
614,scharf::A,цыргъ,날카로운
615,stumpf::A,къуымых,무딘
616,schwer::A,уӕззау,무거운
617,schön::A,аив,멋진
618,schön::A,рӕсугъд,멋진
619,heiß::A,тӕвд,뜨거운
620,warm::A,хъарм,따뜻한
621,kalt::A,уазал,찬
622,kühl::A,сатæг,서늘한
623,kühl::A,уазалгомау,서늘한
624,frisch::A,сатæг,신선한
625,feucht::A,уымӕл,축축한
626,nass::A,хуылыдз,젖은
627,trocken::A,хус,마른
628,voll::A,дзаг,완전한
629,voll::A,йедзаг ,완전한
630,leer::A,афтид,빈
631,offen::A,гом,열린
632,geschlossen::A,æхгæд,닫힌
633,sauber::A,сыгъдæг,깨끗한
634,schmutzig::A,чъиллон,더러운
635,roh::A,хом,날게잇의
636,reif::A,рӕгъӕд,이근
637,lecker::A,хӕрзад,맛있는
638,süß::A,адджын,단
639,bitter::A,судзаг,찌르는듯한
640,sauer::A,туаг,산성의
641,hell::A,рухс,밝은
642,dunkel::A,талынг,어두운
643,schwarz::A,сау,검은
644,weiß::A,урс,하얀
645,rot::A,сырх,붉은
646,gelb::A,бур,황색
647,blau::A,цъӕх,푸른
648,grün::A,цъӕх,녹색의
649,grün::A,кӕрдӕгхуыз,녹색의
650,grau::A,цъӕх,회색의
651,grau::A,фӕныкхуыз,회색의
652,bunt::A,хъулон,알록달록한
653,bunt::A,гæрæм,알록달록한
654,billig::A,аслам,싼
655,teuer::A,зынаргъ,값비산
656,wertvoll::A,зынаргъ,가치가많은
657,blind::A,куырм,눈먼
658,taub::A,къуырма,무감간한
659,kräftig::A,домбай,강장한
660,kräftig::A,тыхджын,강장한
661,stark::A,тыхджын,강한
662,schwach::A,ӕнӕбон,약한
663,fett::A,нард,실찐
664,schlank::A,гуырвидыц,호리호리한
665,schlank::A,хæрзконд,호리호리한
666,schlank::A,рæхснæг,호리호리한
667,schlank::A,сагамад,호리호리한
668,hübsch::A,аив,예쁜
669,hübsch::A,рӕсугъд,예쁜
670,böse::A,фыдзӕрдӕ,나쁜
671,dumm::A,ӕдылы,어리석은
672,faul::A,зивӕг,너덜너덜한
673,faul::A,зивӕггӕнаг,너덜너덜한
674,fleißig::A,æнæзивæг,근면한
675,fleißig::A,æнувыд,근면한
676,geizig::A,чъынды,인색한
677,geizig::A,æлгъин,인색한
678,geizig::A,мæрддзæст,인색한
679,klug::A,зондджын,
680,geschickt::A,хӕрзарӕхст,교묘한
681,lieb::A,уарзон,친애하는
682,lustig::A,хъӕлдзӕг,유쾌한
683,sanft::A,мынчын,온화한
684,hungrig::A,ӕххормаг,배고픈
685,krank::A,нӕфӕразгӕ,병든
686,nackt::A,бӕгънӕг,벌거벗은
687,traurig::A,ӕрхӕндӕг,슬픈
688,lebendig::A,цардӕгас,살아있는
689,gut::A,хорз,좋은
690,schlecht::A,цауд,나쁜
691,richtig::A,раст,바른
692,schlimm::A,ӕвзӕр,못된
693,wahr::A,ӕцӕг,참된
694,alt::A,зӕронд,늙은
695,neu::A,ног,새
696,ehemalig::A,раздӕры,전의
697,alt[Lebewesen]::A,ацӕргӕ,낡은
698,jung::A,ӕрыгон,젊은
699,arm::A,мӕгуыр,가난한
700,reich::A,хъӕздыг,풍부한
701,bekannt::A,зонгӕ,저명한
702,berühmt::A,номдзыд,유명한
703,fremd::A,æцæгæлон,타처이
704,verschieden::A,æндæр æмæ æндæр,따른
705,verschieden::A,алы,따른
706,verschieden::A,алыхуызон,따른
707,nah::A,хӕстӕг,가까운
708,fern::A,дард,먼
709,fern::A,дӕрддаг,먼
710,linker::A,галиу,왼쭉의
711,rechter::A,рахиз,오른쪽의
712,anderer::A,иннӕ,다른
713,anderer::A,ӕндӕр,다른
714,erster::A,фыццаг,첫째
715,erster::A,фыццӕгӕм,첫째
716,zweiter::A,дыккаг,둘째
717,zweiter::A,дыккæгæм,둘째
718,dritter::A,æртыккаг,셋째
719,dritter::A,æртыккæгæм,셋째
720,letzter::A,фӕстаг,의후자의
721,allein::ADV,иунæг,훌로
722,auf einmal::ADV,уайтагъд,갑자기
723,auf einmal::ADV,æвиппайды,갑자기
724,auf einmal::ADV,æваст,갑자기
725,zusammen::ADV,иумӕ,모아서
726,lange::ADV,бирæ рæстæг,오래
727,plötzlich::ADV,æвиппайды,둘연한
728,plötzlich::ADV,æваст,둘연한
729,sofort::ADV,уыцы сахат,즉시
730,sofort::ADV,уайтагъд,즉시
731,später::ADV,фæстæдæр,보다늦은
732,jetzt::ADV,ныр,목하
733,heute::ADV,абон,오늘
734,morgen::ADV,райсом,내일
735,bald::ADV,тагъд,곱
736,bald::ADV,рæхджы,곱
737,dann::ADV,стæй,그경우에
738,gestern::ADV,знон,어제
739,einst::ADV,кӕддӕр,옛날에
740,damals::ADV,уæд,그때에
741,danach::ADV,стæй,그 뒤에
742,danach::ADV,уый фæстæ,그 뒤에
743,vorher::ADV,раздæр,미리
744,zuerst::ADV,фыццаг,최초로
745,einmal::ADV,иу хатт,한번
746,manchmal::ADV,хатт,땓대로
747,oft::ADV,арæх,땓대로
748,immer::ADV,ӕдзух,늘
749,niemals::ADV,никуы,결코...(하지)않다
750,niemals::ADV,никæд,결코...(하지)않다
751,hier::ADV,ам,여기
752,hierhin::ADV,ардӕм,여기로
753,von hier::ADV,ардыгæй,
754,dort::ADV,уым,거기
755,dorthin::ADV,уырдӕм,저기예
756,geradeaus::ADV,æргом,곧장
757,vorwärts::ADV,размӕ,앞으로
758,rückwärts::ADV,фӕстӕмӕ,뒤로
759,zurück::ADV,фӕстӕмӕ,제자리로
760,unten::ADV,дæлæ,아래에
761,unten::ADV,дæлейы,아래에
762,unten::ADV,бынæй,아래에
763,hinab::ADV,дӕлӕмӕ,아래쪽으로
764,hinab::ADV,уырдыгмӕ,아래쪽으로
765,oben::ADV,уӕле,위에
