,Concept_ID,kn,lbe
46,Herz::N,ಹೃದಯ,дакӏ
47,Herz::N,ಹೃದಯ,къюкӏ
48,Magen::N,ಉದರ,лякьа
49,Leber::N,ಯಕೃತ್ತು,
50,Atem::N,ಉಸಿರು,ссихӏ ласаву
51,Atem::N,ಉಸಿರು,ссихӏ бигьаву
52,Hunger::N,ಹಸಿವು,ккаши
53,Träne::N,ಕಣ್ಣೀರು,макь
54,Geschmack::N,ರುಚಿ,тӏин
55,Geschmack::N,ರುಚಿ,тӏааьн
56,Geruch::N,ವಾಸನೆ,кьанкь
57,Schlaf::N,ನಿದ್ರೆ,шану
58,Traum::N,ಕನಸು,макӏру
59,Himmel::N,ಬಾನು,ссав
60,Sonne::N,ಸೂರ್ಯ,баргъ
61,Mond::N,ಚಂದ್ರ,барз
62,Stern::N,ಚುಕ್ಕಿ,цӏуку
63,Luft::N,ವಾಯು,гьава
64,Wind::N,ಗಾಳಿ,марч
65,Welle::N,ಅಲೆ,щатӏи
66,Wasser::N,ನೀರು,щин
67,Stein::N,ಕಲ್ಲು,чару
68,Boden::N,ನೆಲ,аьрщи
69,Erde::N,ಭೂಮಿ,аьрщи
70,Staub::N,ದೂಳು,ххит
71,Rauch::N,ಹೊಗೆ,пуркӏу
72,Funke::N,ಕಿಡಿ,пиягь
73,Feuer::N,ಬೆಂಕಿ,цӏу
74,Licht::N,ಬೆಳಕು,чани
75,Schatten::N,ನೆರಳು,ххют
76,Wetter::N,ಹವ,гьава
77,Nebel::N,ಮಂಜು,шархь ттурлу
78,Wolke::N,ಮೋಡ,ттурлу
79,Regen::N,ಮಳೆ,гъарал
80,Schnee::N,ಹಿಮ,марххала
81,Eis::N,ಮಂಜುಗಡ್ಡೆ,микӏ
82,Frost::N,ಮಂಜು,дяркъу
83,Frost::N,ಮಂಜು,замгьар
84,Kälte::N,ಹಿಮ,дяркъу
85,Hitze::N,ಉಷ್ಣ,кӏиришиву
86,Raureif::N,ಇಬ್ಬನಿ,сил
87,Raureif::N,ಇಬ್ಬನಿ,бурса
88,Regenbogen::N,ಇಂದ್ರಚಾಪ,ссурул ккуртта
89,Donner::N,ಗುಡುಗು,къув
90,Strömung::N,ಪ್ರವಾಹ,экьинанаву
91,Tropfen::N,ತೊಟ್ಟು,кӏунтӏ
92,Schaum::N,ನೊರೆ,хьама
93,Schmutz::N,ಕಸ,кьяркьи
94,See::N,ಸರೋವರ,бяр
95,Sumpf::N,ಜೌಗುಸ್ಥಳ,кунцӏа
96,Moor::N,ಬಂಜರು ಭೂಮಿ,
97,Wiese::N,ಹುಲ್ಲುಗಾವಲು,кьан
98,Wald::N,ಕಾಡು,вацӏа
99,Hügel::N,ಗುಡ್ಡೆ,бакӏу
100,Anhöhe::N,ದಿಬ್ಬ,
101,Berg::N,ಮಲೆ,зунтту
102,Berg::N,ಪರ್ವತ,зунтту
103,Gipfel::N,ಶೃಂಗ,мицӏ
104,Höhle::N,ಗುಹೆ,нух
105,Abhang::N,ಇಳಿಜಾರು,сун
106,Quelle::N,ಮೂಲ,дайдихьу
107,Quelle::N,ಮೂಲ,бакӏ
108,Bach::N,ತೊರೆ,чӏрир нех
109,Fluss::N,ನದಿ,нех
110,Ufer::N,ತೀರ,зума
111,Küste::N,ದಂಡೆ,зумаинхалу
112,Küste::N,ದಂಡೆ,зуманицӏалу
113,Festland::N,ಭೂಮಿ,кьири
114,Meer::N,ಕಡಲು,хьхьири
115,Bucht::N,ಖಾರಿ,
116,Insel::N,ದ್ವೀಪ,жазира
117,Blume::N,ಸುಮ,тӏутӏи
118,Gras::N,ಹುಲ್ಲು,уртту
119,Wurzel::N,ಬೇರು,мархха
120,Baum::N,ಮರ,мурхь
121,Stamm::N,ಕಾಂಡ,ттарцӏ
122,Rinde::N,ತೂಗಟಿ,ккамара
123,Ast::N,ಶಾಖೆ,матӏи
124,Zweig::N,ರೆಂಬೆ,къяртта
125,Blatt::N,ಎಲೆ,чӏапӏи
126,Birke::N,ಬರ್ಚ್ ಮರ,кӏялахӏи
127,Birke::N,ಬರ್ಚ್ ಮರ,кӏялахӏилул мурхь
128,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,ттар
129,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,ттарлил мурхь
130,Weide[Baum]::N,ವಿಲೋಮರ,щавщи
131,Tanne::N,ಭದ್ರದಾರು,ттарлил мурхь
132,Horn::N,ಕೊಂಬು,хъи
133,Feder::N,ಪುಕ್ಕ,лелуххул тӏиму
134,Fell::N,ರೋಮ,бурчу
135,Flügel::N,ರೆಕ್ಕೆ,хъа
136,Flügel::N,ರೆಕ್ಕೆ,ххурупӏайрал тӏиму
137,Klaue::N,ಪಂಜ,михь
138,Kralle::N,ಉಗುರು,ххяппа
139,Schwanz::N,ಬಾಲ,магъ
140,Ei::N,ಮೊಟ್ಟೆ,ккунук
141,Nest::N,ಗೂಡು,кюру
142,Bau::N,ಅಡಗುದಾಣ,цукъуккутӏ
143,Tier::N,ಪ್ರಾಣಿ,хӏайван
144,Herde::N,ಗುಂಪು,газу
145,Kuh::N,ಹಸು,оьл
146,Bulle::N,ಗೂಳಿ,ниц
147,Pferd::N,ಕುದುರೆ,чу
148,Schaf::N,ಕುರಿ,тта
149,Schwein::N,ಹಂದಿ,дунгъуз
150,Hund::N,ನಾಯಿ,ккаччи
151,Katze::N,ಬೆಕ್ಕು,ччиту
152,Bär::N,ಕರಡಿ,цуша
153,Eichhörnchen::N,ಉಡುತೆ,бюрхттукку
154,Elch::N,ಕಡವೆ,ниц-бюрин
155,Fuchs::N,ನರಿ,цулчӏа
156,Fuchs::N,ನರಿ,куча цулчӏа
157,Hase::N,ಮೊಲ,бюрх
158,Maus::N,ಇಲಿ,кӏулу
159,Wolf::N,ತೋಳ,барцӏ
160,Vogel::N,ಪಕ್ಷಿ,лелуххи
161,Schwarm::N,ಗುಂಪು,гьухъала
162,Huhn::N,ಚಿಕ್,аьнакӏи
163,Hahn::N,ಹುಂಜ,ажари
164,Gans::N,ವರಟೆ,къаз
165,Adler::N,ಗರುಡ,барзу
166,Ente::N,ಬಾತು,урдак
167,Eule::N,ಗೂಬೆ,ису
168,Eule::N,ಗೂಬೆ,ччиккумяв
169,Kranich::N,ಕೊಕ್ಕರ,кьурукь
170,Krähe::N,ಕಾಗೆ,хъатӏу
171,Kuckuck::N,ಕೋಗಿಲೆ,ччикку
172,Schwan::N,ಹಂಸಪಕ್ಷಿ,урттил къаз
173,Fisch::N,ಮೀನು,чавахъ
174,Barsch::N,ಪರ್ಚ್ ಮೀನು,
175,Hecht::N,ಪೈಕ್ ಮೀನು,
176,Schlange[Tier]::N,ಹಾವು,шатта
177,Wurm::N,ಹುಳು,кьюнукьай шатта
178,Spinne::N,ಊರ್ಣನಾಭ,ххялцу
179,Ameise::N,ಇರುವೆ,митӏикьукьу
180,Laus::N,ಹೇನು,
181,Mücke::N,ಸೊಳ್ಳೆ,мичӏак
182,Fliege::N,ನೊಣ,зимиз
183,Schmetterling::N,ಪತಂಗ,чӏимучӏали
184,Beere::N,ನಯವಣ್ಣು,хӏаллил ахъулсса
185,Apfel::N,ಸೇಬು,гьивч
186,Pilz::N,ಅಣಬೆ,ттуккул иис
187,Zwiebel::N,ನೀರುಳ್ಳಿ,лаччул чсмусул бакӏ
188,Saat::N,ಬಿತ್ತ,гьанна
189,Korn::N,ಬೀಜ,къама
190,Heu::N,ಕರಡ,ххулув
191,Schale::N,ಹೊಟ್ಟು,ккиртту
192,Grube::N,ಗುಂಡಿ,кӏаланг
193,Falle::N,ಬೋನು,къатӏа
194,Schlinge::N,ಉರುಲು,хӏатӏ
195,Spur::N,ಜಾಡು,ша
196,Asche::N,ಬೂದಿ,лах
197,Dreck::N,ಹೊಲಸು,кьяркьи
198,Dreck::N,ಹೊಲಸು,венп
199,Eisen::N,ಕಬ್ಬಿಣ,мах
200,Gold::N,ಚಿನ್ನ,муси
201,Silber::N,ಬೆಳ್ಳಿ,арцу
202,Kohle::N,ಕಲ್ಲಿದ್ದಲು,кӏалаш
203,Kohle::N,ಕಲ್ಲಿದ್ದಲು,хъуручӏ
204,Glas::N,ಗಾಜು,пюрун
205,Lehm::N,ಜೇಡಿಮಣ್ಣು,сина аьрщи
206,Sand::N,ಮರಳು,къун
207,Mensch::N,ಪುರುಷ,инсан
208,Mann::N,ಆಳು,чув
209,Mann::N,ಆಳು,адимина
210,Frau::N,ಹೆಣ್ಣು,щарсса
211,Frau::N,ಹೆಣ್ಣು,хъамитайпа
212,Kind::N,ಮಗು,чӏиви оьрчӏ
213,Junge::N,ಹುಡುಗ,оьрчӏ
214,Junge::N,ಹುಡುಗ,бурхьин оьрчӏ
215,Mädchen::N,ಹುಡುಗಿ,душ
216,Familie::N,ಕುಟುಂಬ,кулпат
217,Großvater::N,ಅಜ್ಜ,ттатта
218,Großvater::N,ಅಜ್ಜ,ниттил ппу
219,Großmutter::N,ಅಮ್ಮ,буттал нину
220,Eltern::N,ಹೆತ್ತವರು,нину-ппу
221,Vater::N,ತಂದೆ,ппу
222,Mutter::N,ಅಮ್ಮ,нину
223,Sohn::N,ಮಗ ,арс
224,Tochter::N,ಮಗಳು,душ
225,Bruder::N,ತಮ್ಮ,уссу
226,Schwester::N,ತಂಗಿ,ссу
227,Onkel::N,ಸೋದರಮಾವ,буттауссу
228,Onkel::N,ದೊಡ್ಡಪ್ಪ,буттауссу
229,Tante::N,ಚಿಕ್ಕಮ್ಮ,буттал ссу
230,Ehemann::N,ಗಂಡ,лас
231,Ehefrau::N,ಹೆಂಡತಿ,щар
232,Ehefrau::N,ಹೆಂಡತಿ,щарсса
233,Freude::N,ನಲಿವು,шадшиву
234,Freude::N,ನಲಿವು,ххаришиву
235,Gelächter::N,ನಗೆ,хъяхъаву
236,Glück::N,ಆನಂದ,талихӏ
237,Kummer::N,ದುಃಖ,дард
238,Wunsch::N,ಬಯಕೆ,мурад
239,Lust::N,ಇಷ್ಟ,гьавас
240,Lust::N,ಇಷ್ಟ,ччаву
241,Geist::N,ಆತ್ಮ,рухӏ
242,Gedanke::N,ಯೋಚನೆ,пикри
243,Gedächtnis::N,ಸ್ಮರಣೆ,дакӏний личӏаву
244,Verstand::N,ಮನಸ್ಸು,аькьлу
245,Sinn::N,ಅರ್ಥ,мяъна
246,Grund::N,ಕಾರಣ,багьана
247,Wahrheit::N,ಸತ್ಯ,тӏайламур
248,Wahrheit::N,ಸತ್ಯ,хӏакьмур
249,Gespräch::N,ಸಂಭಾಷಣೆ,ихтилат
250,Märchen::N,ಸುಳ್ಳು ಕಥೆ,магьа
251,Erzählung::N,ಕಥೆ,хавар
252,Nachricht::N,ಸಂದೇಶ,хавар
253,Neuigkeit::N,ಸುದ್ದಿ,хавар
254,Name::N,ಹೆಸರು,цӏа
255,Rätsel::N,ಒಗಟು,ссигьа
256,Rede::N,ಮಾತು,гъалгъа
257,Sprache::N,ಭಾಷೆ,маз
258,Stimme::N,ಧ್ವನಿ,чӏу
259,Stimme::N,ಧ್ವನಿ,чӏукӏа
260,Wort::N,ಮಾತು,махъ
261,Zeichen::N,ಗುರುತು,лишан
262,Ruf::N,ಕೂಗು,
263,Lärm::N,ಸದ್ದು,чӏу
264,Laut::N,ಶಬ್ದ,чӏу
265,Ton::N,ನಾದ,чӏу
266,Lied::N,ಗಾನ,балай
267,Ruhe::N,ಶಾಂತಿ,дигьалагру
268,Leute::N,ಮಂದಿ,инсантал
269,Volk::N,ಜನಾಂಗ,ил
270,Volk::N,ಜನಾಂಗ,халкь
271,Arbeit::N,ಕೆಲಸ,заву
272,Gast::N,ಅತಿಥಿ,хъамаличу
273,Geschenk::N,ಕಾಣಿಕೆ,бухчакарши
274,Geschenk::N,ಕಾಣಿಕೆ,лажинккакку
275,Spiel::N,ಆಟ,тӏуркӏу
276,Gesellschaft::N,ಸಂಗ,жямат
277,Gesellschaft::N,ಸಂಗ,ккуран
278,Hilfe::N,ಸಹಾಯ,кумаг
279,Freund::N,ಸ್ನೇಹಿತ,дус
280,Kamerad::N,ಜೊತೆಗಾರ,хӏаласу
281,Angelegenheit::N,ವಿಚಾರ,иш
282,Anzahl::N,ಎಣಿಕೆ,аьдад
283,Art::N,ತರ,жинс
284,Stück::N,ತುಂಡು,касак
285,Teil::N,ಭಾಗ,бутӏа
286,Hälfte::N,ಅರ್ಧ,дачӏи
287,Kreis::N,ವೃತ್ತ,кюрщан
288,Kreuz::N,ಶಿಲುಬೆ,ххач
289,Linie::N,ರೀಖೆ,щва
290,Strich::N,ಗೀಟು,щва
291,Abstand::N,ಅಂತರ,манзил
292,Entfernung::N,ದೂರ,манзил
293,Gegend::N,ವಿಸ್ತೀರ್ಣ,кӏану
294,Platz::N,ಅಂತರ,
295,Ort::N,ಸ್ಥಳ,кӏану
296,Seite::N,ಪಕ್ಷ,чул
297,Seite::N,ಪಕ್ಷ,чулухалу
298,Mitte::N,ನಡು,дя
299,Gegenstand::N,ವಸ್ತು,зат
300,Sache::N,ವಸ್ತು,зат
301,Rand::N,ಅಂಚು,зума
302,Kante::N,ಅಂಚು,
303,Ecke::N,ಮೂಲೆ,мурцӏу
304,Spitze::N,ತುದಿ,мицӏ
305,Ende::N,ಕೊನೆ,зума
306,Loch::N,ತೂತು,ккутӏ
307,Winkel::N,ಕೋನ,мурцӏу
308,Muster::N,ನಮೂನೆ,накьич
309,Größe::N,ಪ್ರಮಾಣ,
310,Länge::N,ಉದ್ದ,лахъишиву
311,Höhe::N,ಎತ್ತರ,лахъшиву
312,Gewicht::N,ತೂಕ,дуццин
313,Gewicht::N,ತೂಕ,кӏушиву
314,Menge::N,ಮೊತ್ತ,
315,Haufen::N,ರಾಶಿ,бакӏу
316,Reihe::N,ಸಾಲು,кьюкьа
317,Boot::N,ದೋಣಿ,луткка
318,Ruder::N,ಹುಟ್ಟು,весло
319,Ruder::N,ಹುಟ್ಟು,чӏатӏа
320,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,чана
321,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,санкка
322,Ski::N,ಜಾರುಪಟ್ಟಿ,лижарду
323,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,къавтӏн
324,Last::N,ಹೊರೆ,гьиву
325,Gang::N,ತಿರುಗಾಟ,нанаву
326,Schritt::N,ಹೆಜ್ಜೆ,ша
327,Norden::N,ಉತ್ತರ,ухссав
328,Norden::N,ಉತ್ತರ,ухссавнил чулухалу
329,Süden::N,ದಕ್ಷಿಣ,кьилва
330,Westen::N,ಪಶ್ಚಿಮ,баргълагавал
331,Westen::N,ಪಶ್ಚಿಮ,баргълагавал чул
332,Osten::N,ಮೂಡಲು,баргъбуккай чулухалу
333,Holz::N,ಚೌಬೀನೆ,тӏама
334,Brett::N,ಹಲಗೆ,тахта
335,Platte::N,ಹಲಗೆ,гъуни
336,Stütze::N,ಆಸರೆ,гьалакӏу
337,Stange::N,ಕಂಬ,къазихъ
338,Stock::N,ಕೋಲು,ттархь
339,Stab::N,ದೊಣ್ಣೆ,ччантӏакъу
340,Rohr::N,ನಳಿಕೆ,бургъу
341,Haus::N,ಮನೆ,къатта
342,Heim::N,ಗೃಹ,къатта
343,Ofen::N,ಒಲೆ,пач
344,Fußboden::N,ನೆಲ,чӏанкъатта
345,Tisch::N,ಮೇಜು,усттул
346,Stuhl::N,ಕುರ್ಚಿ,кӏану
347,Wiege::N,ತೊಟ್ಟಿಲು,оьрчӏал кӏану
348,Bett::N,ಹಾಸಿಗೆ,тах
349,Regal::N,ಬೀರು,чӏаму
350,Kiste::N,ಪಟ್ಟಿಗೆ,яшикӏ
351,Kiste::N,ಪಟ್ಟಿಗೆ,къурши
352,Fenster::N,ಕಿಟಕಿ,чӏавахьулу
353,Tür::N,ಬಾಗಿಲು,нуз
354,Tür::N,ಬಾಗಿಲು,нузкьун
355,Tor::N,ಹೆಬ್ಬಾಗಿಲು,къапу
356,Tor::N,ಹೆಬ್ಬಾಗಿಲು,дарваза
357,Zaun::N,ಬೇಲಿ,дайгьузанну
358,Dach::N,ಮಾಳಿಗೆ,магъи
359,Dach::N,ಮಾಳಿಗೆ,цӏиялу
360,Leiter::N,ಏಣಿ,чуртту
361,Besen::N,ಪೊರಕೆ,чӏатлу
362,Spaten::N,ಗುದ್ದಲಿ,бил
363,Schaufel::N,ಸನಿಕೆ,чӏатӏа
364,Gabel::N,ಕವಲು,гьиссилу
365,Löffel::N,ಚಮಚ,къуса
366,Messer::N,ಚಾಕು,чӏила
367,Nagel::N,ಆಣಿ,мяр
368,Netz::N,ಬಲೆ,къери
369,Haken::N,ಕೊಂಡಿ,къича
370,Griff::N,ಹಿಡಿ,куяму
371,Schloss::N,ವೀಗ,кьункьула
372,Bild::N,ಚಿತ್ರ,сурат
373,Figur::N,ಆಕಾರ,
374,Puppe::N,ಗೊಂಬೆ,ссихьу
375,Beutel::N,ಸಂಚಿ,чантай
376,Bündel::N,ಕಟ್ಟು,гьи
377,Bündel::N,ಕಟ್ಟು,къар
378,Tasche::N,ಚೀಲ,
379,Eimer::N,ಬಾನೆ,бадра
380,Deckel::N,ಮುಚ್ಚಳ,къапаза
381,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,пюрунчӏул
382,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,тӏахӏникӏичӏу
383,Sack::N,ಮೂಟೆ,къап
384,Sack::N,ಮೂಟೆ,дарваг
385,Tasse::N,ಬಟ್ಟಲು,пижан
386,Tasse::N,ಬಟ್ಟಲು,пинжан
387,Tasse::N,ಬಟ್ಟಲು,инкираччатӏи
388,Tasse::N,ಬಟ್ಟಲು,цинцилттал бушкъап
389,Topf::N,ಮಡಕೆ,кӏункӏур
390,Kessel::N,ಕೆಟಲ್,чаг
391,Kessel::N,ಕೆಟಲ್,кӏункӏур
392,Essen::N,ಊಟ,дукия
393,Essen::N,ಊಟ,дукин
394,Nahrung::N,ಆಹಾರ,дукра
395,Speise::N,ಊಟ,дукра
396,Fleisch::N,ಮಾಂಸ,дикӏ
397,Getreide::N,ಧಾನ್ಯ,къама
398,Brei::N,ಗಂಜಿ,ккурч
399,Brot::N,ರೊಟ್ಟಿ,ччатӏ
400,Scheibe::N,ಹೋಳು,парча
401,Fett::N,ಕೊಬ್ಬು,аьгъушиву
402,Butter::N,ಬೆಣ್ಣೆ,нагь
403,Butter::N,ಬೆಣ್ಣೆ,лагаву
404,Öl::N,ಎಣ್ಣೆ,
405,Salz::N,ಉಪ್ಪು,цӏву
406,Suppe::N,ಎಸರು,накь
407,Honig::N,ಮಧು,ницӏ
408,Milch::N,ಹಾಲು,накӏ
409,Tee::N,ಚಹ,чяй
410,Leder::N,ಚಕ್ಕಳ,бурчу
411,Wolle::N,ಉಣ್ಣೆ,ппал
412,Stoff::N,ಬಟ್ಟೆ,янна
413,Nadel::N,ಸೂಜಿ,ххалаххи
414,Faden::N,ದಾರ,ххал
415,Knopf::N,ಗುಂಡು,банд
416,Knoten::N,ಗಂಟು,къурхъ
417,Farbe::N,ಬಣ್ಣ,сир
418,Kleidung::N,ಅರಿವೆ,янна
419,Kleidung::N,ಅರಿವೆ,лаххия
420,Hemd::N,ಅಂಗಿ,гьухъа
421,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,дарвач
422,Ärmel::N,ತೋಳು,кахха
423,Hose::N,ಇಜಾರ,хӏажак
424,Gürtel::N,ಬೆಲ್ಟು,мухӏлу
425,Mütze::N,ಟೋಪಿ,кьяпа
426,Schuh::N,ಪಾದರಕ್ಷೆ,
427,Stiefel::N,ಬೂಟು,чакма
428,Ring::N,ಉಂಗುರ,кӏисса
429,Band::N,ರಿಬ್ಬನ್,линт
430,Kamm::N,ಹಣಿಗೆ,ттарал
431,Spiegel::N,ಕನ್ನಡಿ,дагьани
432,Riemen::N,ಬಾರು,эн
433,Schnur::N,ಹುರಿ,хьхьа
434,Leine::N,ಹಗ್ಗ,
435,Decke::N,ಕಂಬಳಿ,виргъан
436,Kissen::N,ದಿಂಬು,кӏаралу
437,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,карщи
438,Handtuch::N,ಚೌಕ,калихьу
439,Handtuch::N,ಚೌಕ,лажинлихьу
440,Kraft::N,ಬಲ,эллаж
441,Stärke::N,ಶಕ್ತಿ,гуж
442,Gesundheit::N,ಆರೋಗ್ಯ,цӏуллу-сагъшиву
443,Krankheit::N,ರೋಗ,къашайшиву
444,Schmerz::N,ನೋವು,къюву
445,Wunde::N,ಗಾಯ,щаву
446,Fieber::N,ಜ್ವರ,кӏиришиву
447,Arznei::N,ಔಷಧ,дару
448,Brücke::N,ಸೇತುವೆ,ламу
449,Brunnen::N,ಬಾವಿ,къуй
450,Weide::N,ಗೋಮಾಳ,бизантту
451,Pfad::N,ದಾರಿ,жегъир ххуллу
452,Weg::N,ಹಾದಿ,ххуллу
453,Straße::N,ರಸ್ತೆ,ххуллу
454,Dorf::N,ಹಳ್ಳಿ,щар
455,Dorf::N,ಹಳ್ಳಿ,шяравалу
456,Stadt::N,ಪಟ್ಟಣ,шагьру
457,Brief::N,ಕಾಗದ,чагъар
458,Buch::N,ಪುಸ್ತಕ,лу
459,Buchstabe::N,ಅಕ್ಷರ,хӏарп
460,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,кказит
461,Leben::N,ಜೀವನ,оьрму
462,Tod::N,ಮರಣ,ажал
463,Tod::N,ಮರಣ,бивкӏу
464,Tod::N,ಮರಣ,ивчӏаву
465,Grab::N,ಗೋರಿ,гьав
466,Kirche::N,ಚರ್ಚು,килиса
467,Sünde::N,ಪಾಪ,бунагъ
468,Gott::N,ದೇವರು,зал
469,Arbeiter::N,ಕೆಲಸಗಾರ,зузала
470,Chef::N,ದಣಿ,ялувма
471,Meister::N,ಶಿಕ್ಷಕ,усттар
472,Arzt::N,ವೈದ್ಯ,хӏакин
473,Lehrer::N,ಉಪಾಧ್ಯಾಯ,учитель
474,Geld::N,ಹಣ,арцу
475,Geschäft::N,ವಾಣಿಜ್ಯ,даву
476,Laden::N,ಅಂಗಡಿ,ттучан
477,Preis::N,ಬೆಲೆ,багъа
478,Ware::N,ಸರಕು,хъус
479,Nutzen::N,ಲಾಭ,хайр
480,Nutzen::N,ಲಾಭ,мюнпат
481,Reichtum::N,ಸಂಪತ್ತು,давлат
482,Reichtum::N,ಸಂಪತ್ತು,аваданшиву
483,Welt::N,ಭೂಲೋಕ,дуниял
484,Land::N,ದೇಶ,билаят
485,Staat::N,ರಾಜ್ಯ,паччахӏлугъ
486,König::N,ರಾಜ,
487,Macht::N,ಅಧಿಕಾರ,власть
488,Grenze::N,ಗಡಿ,дазу
489,Krieg::N,ಯುದ್ಧ,дяъви
490,Feind::N,ಶತ್ರು,душман
491,Gewalt::N,ಹಿಂಸೆ,къия
492,Kampf::N,ಹೋರಾಟ,лачӏуи уккаву
493,Bogen[Waffe]::N,ಬಿಲ್ಲು,ккуртта
494,Pfeil::N,ಅಂಬು,чӏатӏаракӏ
495,Gewehr::N,ಬಂದೂಕು,ттупанг
496,Fehler::N,ತಪ್ಪು,гъалатӏ
497,Lüge::N,ಸುಳ್ಳು,щялмахъ
498,Schaden::N,ಹಾನಿ,зарал
499,Unglück::N,ಅಪಾಯ,бала
500,Schuld::N,ದೋಷ,тахсир
501,Alter::N,ಮುಪ್ಪು,оьрму
502,Schluss::N,ಮುಕ್ತಾಯ,ахир
503,Zeit::N,ಕಾಲ,чӏун
504,Tag::N,ದಿನ,кьини
505,Morgen::N,ಮುಂಜಾನೆ,кӏюрх
506,Mittag::N,ನಡುಹಗಲು,ахттайн
507,Mittag::N,ನಡುಹಗಲು,дяахттайн
508,Mittag::N,ನಡುಹಗಲು,ахттайн чӏун
509,Abend::N,ಸಂಜೆ,маркӏачӏан
510,Nacht::N,ರಾತ್ರಿ,хьхьу
511,Woche::N,ವಾರ,нюжмар
512,Monat::N,ತಿಂಗಳು,барз
513,Jahr::N,ಸಂವತ್ಸರ,шин
514,Frühling::N,ವಸಂತ,инт
515,Sommer::N,ಬಿಸಿಲುಕಾಲ,гъи
516,Herbst::N,ಶರತ್ಕಾಲ,ссут
517,Winter::N,ಚಳಿಗಾಲ,кӏи
518,Januar::N,ನಾಲ್ಚಳಿ,цалчинмур барз
519,Februar::N,ಅಯ್ಚಳಿ,кӏилчинмур барз
520,März::N,ಮೊಬ್ಬೇಸಿಗೆ,шамилчинмур барз
521,April::N,ಇಬ್ಬೇಸಿಗೆ,апрель
522,April::N,ಇಬ್ಬೇಸಿಗೆ,мукьилчинмур барз
523,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,май
524,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,ххюлчинмур барз
525,Juni::N,ಮೊಮ್ಮಳೆ,июнь
526,Juni::N,ಮೊಮ್ಮಳೆ,ряххилчинмур барз
527,Juli::N,ಇಮ್ಮಳೆ,июль
528,Juli::N,ಇಮ್ಮಳೆ,Арулчинмур барз
529,August::N,ಮುಮ್ಮಳೆ,мяйлчинмур барз
530,September::N,ನಾಲ್ಮಳೆ,урчӏилчинмур барз
531,Oktober::N,ಮೊಚ್ಚಳಿ,ацӏилчинмур барз
532,November::N,ಇಚ್ಚಳಿ,ацӏния цалчинмур барз
533,Dezember::N,ಮುಚ್ಚಳಿ,ацӏния кӏилчинмур барз
