,Concept_ID,udm,nl
130,Blume::N,сяська,bloem
131,Gras::N,турын,gras
132,Wurzel::N,выжы,wortel
133,Baum::N,пу,boom
134,Stamm::N,модос,stam
135,Rinde::N,сул,schors
136,Ast::N,ул,tak
137,Zweig::N,вай,twijg
138,Blatt::N,куар,blad
139,Birke::N,кызьпу,berk
140,Kiefer[Baum]::N,пужым,den
141,Weide[Baum]::N,бадьпу,wilg
142,Tanne::N,кыз,spar
143,Horn::N,сюр,hoorn
144,Feder::N,тылы,veer
145,Feder::N,тылы,pluim
146,Fell::N,ку,vel
147,Flügel::N,бурд,vleugel
148,Klaue::N,гижы,klauw
149,Kralle::N,пыд,klauw
150,Schwanz::N,быж,staart
151,Ei::N,пуз,ei
152,Ei::N,кукей,ei
153,Nest::N,кар,nest
154,Nest::N,пузкар,nest
155,Bau::N,кар,hol
156,Bau::N,гу,hol
157,Tier::N,пӧйшур,dier
158,Herde::N,уллё,kudde
159,Kuh::N,скал,koe
160,Bulle::N,ош,stier
161,Bulle::N,пороз,stier
162,Pferd::N,вал,paard
163,Schaf::N,ыж,schaap
164,Schwein::N,парсь,varken
165,Hund::N,пуны,hond
166,Katze::N,коӵыш,kat
167,Bär::N,гондыр,beer
168,Eichhörnchen::N,коньы,eekhoorntje
169,Elch::N,койык,eland
170,Fuchs::N,ӟичы,vos
171,Hase::N,кеч,haas
172,Maus::N,шыр,muis
173,Wolf::N,кион,wolf
174,Vogel::N,тылобурдо,vogel
175,Schwarm::N,уллё,zwerm
176,Huhn::N,курег,kip
177,Huhn::N,курег,hoen
178,Hahn::N,атас,haan
179,Gans::N,ӟазег,gans
180,Adler::N,ӧрзи,arend
181,Ente::N,ӵӧж,eend
182,Eule::N,кучыран,uil
183,Kranich::N,тури,kraanvogel
184,Krähe::N,куака,kraai
185,Kuckuck::N,кикы,koekoek
186,Schwan::N,юсь,zwaan
187,Fisch::N,чорыг,vis
188,Barsch::N,юш,baars
189,Hecht::N,чипей,snoek
190,Schlange[Tier]::N,кый,slang
191,Wurm::N,нумыр,worm
192,Spinne::N,чонари,spin
193,Ameise::N,кузьыли,mier
194,Laus::N,тэй,luis
195,Mücke::N,нымы,mug
196,Mücke::N,чибинь,mug
197,Fliege::N,кут,vlieg
198,Schmetterling::N,бубыли,vlinder
199,Beere::N,узы-боры,bes
200,Apfel::N,яблок,appel
201,Pilz::N,губи,paddestoel
202,Zwiebel::N,сугон,ui
203,Saat::N,кидыс,zaad
204,Korn::N,тысь,graan
205,Korn::N,тысь,korrel
206,Heu::N,турын,hooi
207,Schale::N,кыд,schil
208,Grube::N,гу,kuil
209,Grube::N,гоп,kuil
210,Falle::N,налик,val
211,Schlinge::N,гиӟ,strop
212,Schlinge::N,герд,strop
213,Spur::N,пытьы,spoor
214,Spur::N,бервыл,spoor
215,Asche::N,пень,as
216,Dreck::N,дэри,drek
217,Eisen::N,корт,ijzer
218,Gold::N,зарни,goud
219,Silber::N,азвесь,zilver
220,Kohle::N,эгыр,kool
221,Glas::N,стекло,glas
222,Glas::N,пияла,glas
223,Lehm::N,сюй,klei
224,Sand::N,луо,zand
225,Mensch::N,мурт,mens
226,Mensch::N,адями,mens
227,Mann::N,воргорон,man
228,Frau::N,кышномурт,vrouw
229,Kind::N,нуны,kind
230,Kind::N,пинал,kind
231,Junge::N,пи,jongen
232,Mädchen::N,ныл,meisje
233,Familie::N,семья,gezin
234,Familie::N,семья,familie
235,Großvater::N,песятай,grootvader
236,Großvater::N,пересь атай,grootvader
237,Großmutter::N,песянай,grootmoeder
238,Großmutter::N,пересь анай,grootmoeder
239,Eltern::N,атай-анай,ouders
240,Eltern::N,бубы-мумы,ouders
241,Vater::N,айы,vader
242,Vater::N,атай,vader
243,Mutter::N,мумы,moeder
244,Sohn::N,пи,zoon
245,Tochter::N,ныл,dochter
246,Bruder::N,агай,broer
247,Bruder::N,агай,broeder
248,Schwester::N,апа,zus
249,Schwester::N,апа,zuster
250,Schwester::N,сузэр,zus
251,Schwester::N,сузэр,zuster
252,Onkel::N,агай,oom
253,Tante::N,апа,tante
254,Tante::N,кенак,tante
255,Ehemann::N,карт,echtgenoot
256,Ehefrau::N,кышно,echtgenote
257,Freude::N,шумпотон,vreugde
258,Gelächter::N,горем,gelach
259,Glück::N,шуд,geluk
260,Kummer::N,кайгу,verdriet
261,Kummer::N,куректон,verdriet
262,Wunsch::N,мылпотон,wens
263,Wunsch::N,мылпотон,verlangen
264,Lust::N,потон,zin
265,Lust::N,потон,lust
266,Geist::N,лул,geest
267,Gedanke::N,малпан,gedachte
268,Gedächtnis::N,йырсазь,geheugen
269,Gedächtnis::N,тодэваён,geheugen
270,Verstand::N,йырвизь,verstand
271,Sinn::N,смысл,betekenis
272,Grund::N,муг,reden
273,Grund::N,ньӧм,reden
274,Wahrheit::N,зэм,waarheid
275,Wahrheit::N,шонер,waarheid
276,Gespräch::N,вераськон,gesprek
277,Märchen::N,выжыкыл,sprookje
278,Erzählung::N,верос,verhaal
279,Nachricht::N,ивор,tijding
280,Neuigkeit::N,выльивор,nieuws
281,Neuigkeit::N,выльивор,nieuwtje
282,Name::N,ним,naam
283,Rätsel::N,мадькыл,raadsel
284,Rede::N,верам,rede
285,Sprache::N,кыл,taal
286,Stimme::N,куара,stem
287,Wort::N,кыл,woord
288,Zeichen::N,пус,teken
289,Zeichen::N,тодмет,teken
290,Ruf::N,ӧтён,roep
291,Ruf::N,чортон,roep
292,Lärm::N,ӵашетон,lawaai
293,Laut::N,куара,klank
294,Laut::N,куара,geluid
295,Ton::N,куара,toon
296,Ton::N,куара,klank
297,Lied::N,кырӟан,lied
298,Ruhe::N,чалмыт улон,rust
299,Ruhe::N,чалмыт улон,stilte
300,Leute::N,адямиос,lui
301,Leute::N,адямиос,mensen
302,Volk::N,калык,volk
303,Arbeit::N,уж,werk
304,Arbeit::N,уж,arbeid
305,Gast::N,куно,gast
306,Geschenk::N,салам,cadeau
307,Geschenk::N,салам,geschenk
308,Geschenk::N,кузьым,cadeau
309,Geschenk::N,кузьым,geschenk
310,Spiel::N,шудон,spel
311,Gesellschaft::N,калык,gezelschap
312,Hilfe::N,юрттон,hulp
313,Freund::N,эш,vriend
314,Freund::N,юлтош,vriend
315,Kamerad::N,тодмо,maat
316,Kamerad::N,тодмо,metgezel
317,Angelegenheit::N,уж,zaak
318,Angelegenheit::N,уж,aangelegenheid
319,Anzahl::N,лыд,tal
320,Anzahl::N,лыд,aantal
321,Art::N,тус,slag
322,Art::N,тус,soort
323,Stück::N,юдэс,stuk
324,Teil::N,люкет,deel
325,Hälfte::N,ӝыны,helft
326,Kreis::N,котырес,kring
327,Kreis::N,котырес,cirkel
328,Kreuz::N,крест,kruis
329,Linie::N,гож,lijn
330,Strich::N,гож,haal
331,Strich::N,гож,streep
332,Abstand::N,вис,afstand
333,Abstand::N,кусып,afstand
334,Entfernung::N,кусып,afstand
335,Gegend::N,инты,streek
336,Platz::N,инты,ruimte
337,Ort::N,инты,oord
338,Ort::N,инты,plaats
339,Ort::N,места,oord
340,Ort::N,места,plaats
341,Seite::N,пал,zij
342,Seite::N,пал,kant
343,Seite::N,пал,zijde
344,Mitte::N,шор,midden
345,Gegenstand::N,арбери,voorwerp
346,Sache::N,котыр,zaak
347,Rand::N,дур,rand
348,Rand::N,дур,boord
349,Rand::N,шаер,rand
350,Rand::N,шаер,boord
351,Kante::N,дур,kant
352,Ecke::N,сэрег,hoek
353,Spitze::N,йыл,punt
354,Spitze::N,йыл,spits
355,Ende::N,пум,einde
356,Ende::N,пум,uiteinde
357,Loch::N,пась,gat
358,Winkel::N,сэрег,hoek
359,Muster::N,пужы,dessin
360,Muster::N,пужы,patroon
361,Größe::N,быдӟала,grootte
362,Länge::N,кузьдала,lengte
363,Höhe::N,ӝуждала,hoogte
364,Gewicht::N,сектала,gewicht
365,Gewicht::N,секытлык,gewicht
366,Menge::N,лыд,hoeveelheid
367,Menge::N,лыдпус,hoeveelheid
368,Haufen::N,люк,hoop
369,Reihe::N,чур,rij
370,Reihe::N,чур,reeks
371,Boot::N,пыж,boot
372,Boot::N,лодка,boot
373,Ruder::N,полыс,roeiriem
374,Schlitten::N,додьы,slee
375,Schlitten::N,додьы,slede
376,Ski::N,куас,ski
377,Lagerfeuer::N,тылскем,kampvuur
378,Last::N,секыт,last
379,Last::N,секыт,vracht
380,Gang::N,ветлон,wandeling
381,Schritt::N,вамыш,stap
382,Schritt::N,вамыш,schrede
383,Norden::N,уйпал,noorden
384,Süden::N,лымшор,zuiden
385,Westen::N,шунды пуксён,westen
386,Osten::N,шунды ӝужан,oosten
387,Holz::N,пу,hout
388,Brett::N,пул,plank
389,Platte::N,плита,plaat
390,Stütze::N,пыкет,stut
391,Stütze::N,пыкет,steun
392,Stange::N,пуӵ,stang
393,Stock::N,боды,stok
394,Stab::N,пуӵ,staf
395,Stab::N,боды,staf
396,Rohr::N,труба,pijp
397,Haus::N,юрт,huis
398,Heim::N,корка,tehuis
399,Ofen::N,гур,kachel
400,Fußboden::N,выж,vloer
401,Tisch::N,ӝӧк,tafel
402,Stuhl::N,пукон,stoel
403,Wiege::N,кӧкы,wieg
404,Wiege::N,зыбка,wieg
405,Bett::N,валес,bed
406,Regal::N,ӝажы,rek
407,Kiste::N,ящик,kist
408,Fenster::N,укно,raam
409,Fenster::N,укно,venster
410,Fenster::N,косяк,raam
411,Fenster::N,косяк,venster
412,Tür::N,ӧс,deur
413,Tor::N,ӟезьы,poort
414,Zaun::N,забор,omheining
415,Dach::N,липет,dak
416,Leiter::N,падӟа,ladder
417,Besen::N,ӵужон,bezem
418,Besen::N,исьнер,bezem
419,Spaten::N,лопатка,schop
420,Schaufel::N,ютырон,schep
421,Gabel::N,тэчы,vork
422,Gabel::N,вилка,vork
423,Löffel::N,пуньы,lepel
424,Messer::N,пурт,mes
425,Nagel::N,кортӵог,spijker
426,Netz::N,сеть,net
427,Haken::N,курик,haak
428,Griff::N,ныд,handvat
429,Schloss::N,тунгон,slot
430,Bild::N,суред,beeld
431,Figur::N,фигура,figuur
432,Puppe::N,мунё,pop
433,Beutel::N,пуйы,zak
434,Beutel::N,пуйы,buidel
435,Bündel::N,керттэт,pak
436,Bündel::N,керттэт,bundel
437,Tasche::N,пуйы,tas
438,Tasche::N,сумка,tas
439,Eimer::N,ведра,emmer
440,Deckel::N,ӵоксэт,deksel
441,Geschirr::N,тусьты-пуньы,vaatwerk
442,Sack::N,пуйы,zak
443,Tasse::N,ӵаша,kop
444,Topf::N,миска,pan
445,Kessel::N,пурты,ketel
446,Essen::N,сиськон,eten
447,Nahrung::N,сион,voedsel
448,Speise::N,сиён,spijs
449,Fleisch::N,сӥль,vlees
450,Getreide::N,ю тысь,graan
451,Brei::N,ӝук,pap
452,Brei::N,ӝук,brij
453,Brot::N,нянь,brood
454,Scheibe::N,шорем,plak
455,Scheibe::N,шорем,snede
456,Fett::N,кӧй,vet
457,Butter::N,вӧй,boter
458,Öl::N,вӧй,olie
459,Salz::N,сылал,zout
460,Suppe::N,шыд,soep
461,Honig::N,чечы,honing
462,Milch::N,йӧл,melk
463,Tee::N,чай,thee
464,Leder::N,сурон,leer
465,Leder::N,сурон,leder
466,Wolle::N,гон,wol
467,Wolle::N,ыжгон,wol
468,Stoff::N,куэм,stof
469,Nadel::N,вень,naald
470,Faden::N,сӥньыс,draad
471,Knopf::N,бирды,knoop
472,Knoten::N,герд,knoop
473,Farbe::N,буёл,verf
474,Kleidung::N,дӥсь,kledij
475,Kleidung::N,дӥсь,kleding
476,Hemd::N,дэрем,hemd
477,Kragen::N,сирес,kraag
478,Ärmel::N,саес,mouw
479,Hose::N,брюки,broek
480,Hose::N,брюки,pantalon
481,Hose::N,штань,broek
482,Hose::N,штань,pantalon
483,Gürtel::N,кускерттон,riem
484,Gürtel::N,кускерттон,gordel
485,Mütze::N,ызьы,muts
486,Schuh::N,ботинка,schoen
487,Stiefel::N,сапег,laars
488,Ring::N,зундэс,ring
489,Band::N,лента,lint
490,Kamm::N,сын,kam
491,Spiegel::N,синучкон,spiegel
492,Riemen::N,е,riem
493,Schnur::N,гозы,koord
494,Leine::N,думет,lijn
495,Decke::N,шобрет,deken
496,Kissen::N,миндэр,kussen
497,Tuch::N,кышет,doek
498,Handtuch::N,ӵушкон,handdoek
499,Kraft::N,кать,kracht
500,Kraft::N,ӟигар,kracht
501,Stärke::N,юнлык,sterkte
502,Gesundheit::N,тазалык,gezondheid
503,Krankheit::N,висён,ziekte
504,Schmerz::N,висён,pijn
505,Wunde::N,яра,wond
506,Fieber::N,кезег,koorts
507,Arznei::N,эмъюм,medicament
508,Arznei::N,эмъюм,geneesmiddel
509,Brücke::N,выж,brug
510,Brunnen::N,колдэч,put
511,Brunnen::N,колдэч,bron
512,Weide::N,возь,wei
513,Weide::N,возь,weide
514,Pfad::N,сюрес,pad
515,Weg::N,сюрес,weg
516,Straße::N,сюрес,baan
517,Straße::N,сюрес,straat
518,Dorf::N,гурт,dorp
519,Stadt::N,кар,stad
520,Stadt::N,город,stad
521,Brief::N,гожтэт,brief
522,Buch::N,книга,boek
523,Buchstabe::N,буква,letter
524,Zeitung::N,газет,krant
525,Zeitung::N,газет,dagblad
526,Leben::N,улон,leven
527,Tod::N,кулон,dood
528,Grab::N,шайгу,graf
529,Kirche::N,черк,kerk
530,Sünde::N,сьӧлык,zonde
531,Gott::N,ӥнмар,god
532,Arbeiter::N,рабочий,arbeider
533,Chef::N,начальник,chef
534,Meister::N,кибашлы,meester
535,Arzt::N,врач,arts
536,Arzt::N,врач,dokter
537,Lehrer::N,дышетӥсь,leraar
538,Lehrer::N,дышетӥсь,onderwijzer
539,Geld::N,уксё,geld
540,Geld::N,коньдон,geld
541,Geschäft::N,уж,zaak
542,Laden::N,магазин,winkel
543,Preis::N,дун,prijs
544,Ware::N,вуз,waar
545,Nutzen::N,пайда,nut
546,Nutzen::N,пайда,voordeel
547,Reichtum::N,узырлык,rijkdom
548,Welt::N,дунне,wereld
549,Land::N,шаер,land
550,Staat::N,кун,staat
551,König::N,эксэй,koning
552,Macht::N,власть,macht
553,Grenze::N,кунгож,grens
554,Krieg::N,ож,oorlog
555,Feind::N,тушмон,vijand
556,Gewalt::N,эриктэман,geweld
557,Kampf::N,нюръяськон,strijd
558,Kampf::N,нюръяськон,gevecht
559,Bogen[Waffe]::N,пукыӵ,boog
560,Pfeil::N,пукыӵ вень,pijl
561,Gewehr::N,пыӵал,geweer
562,Fehler::N,янгыш,fout
563,Lüge::N,пӧян,leugen
564,Lüge::N,алдан,leugen
565,Lüge::N,ӧрекчан,leugen
566,Schaden::N,изъян,schade
567,Unglück::N,куректон,tegenspoed
568,Unglück::N,шудтэме усён,tegenspoed
569,Schuld::N,янгыш,schuld
570,Alter::N,арлыд,leeftijd
571,Schluss::N,пум,slot
572,Zeit::N,дыр,tijd
573,Tag::N,нунал,dag
574,Morgen::N,ӵукна,morgen
575,Morgen::N,ӵукна,ochtend
576,Mittag::N,лымшор,middag
577,Abend::N,ӝыт,avond
578,Abend::N,акшан,avond
579,Nacht::N,уй,nacht
580,Woche::N,арня,week
581,Monat::N,толэзь,maand
582,Jahr::N,ар,jaar
583,Frühling::N,тулыс,lente
584,Frühling::N,тулыс,voorjaar
585,Sommer::N,гужем,zomer
586,Herbst::N,сӥзьыл,herfst
587,Winter::N,тол,winter
588,Januar::N,выльартолэзь,januari
589,Februar::N,тулыспал,februari
590,März::N,южтолэзь,maart
591,April::N,оштолэзь,april
592,Mai::N,куартолэзь,mei
593,Juni::N,вожотолэзь,juni
594,Juli::N,пӧсьтолэзь,juli
595,August::N,гудырикошкон,augustus
596,September::N,куарусён,september
597,Oktober::N,выльӝуктолэзь,oktober
598,November::N,шуркынмон,november
599,Dezember::N,толсур,december
600,Montag::N,вордӥськон,maandag
601,Dienstag::N,вторник,dinsdag
602,Mittwoch::N,вирнунал,woensdag
603,Donnerstag::N,покчиарня,donderdag
604,Freitag::N,удмуртарня,vrijdag
605,Samstag::N,кӧснунал,zaterdag
606,Sonntag::N,арня,zondag
607,groß::A,бадӟым,groot
608,klein::A,пичи,klein
609,lang::A,кузь,lang
610,kurz::A,вакчи,kort
611,breit::A,паськыт,breed
612,schmal::A,сюлэг,smal
613,dicht::A,ӵем,dicht
614,dick[Gegenstand]::A,зӧк,dik
615,dünn::A,векчи,dun
616,fein::A,векчи,fijn
617,fest::A,юн,vast
618,fest::A,чурыт,vast
619,flach::A,ӵошкыт,plat
620,glatt::A,гылыт,glad
621,glatt::A,вольыт,glad
622,hart::A,чурыт,hard
623,weich::A,небыт,week
624,rund::A,котырес,rond
625,spitz::A,йылсо,spits
626,spitz::A,йылсо,puntig
627,scharf::A,лэчыт,scherp
628,stumpf::A,ныж,stomp
629,schwer::A,секыт,zwaar
630,schön::A,чебер,mooi
631,schön::A,чебер,fraai
632,heiß::A,пӧсь,heet
633,warm::A,шуныт,warm
634,kalt::A,кезьыт,koud
635,kühl::A,юзмыт,koel
636,kühl::A,салкым,koel
637,frisch::A,выль,fris
638,feucht::A,мускыт,vochtig
639,nass::A,котмем,nat
640,trocken::A,кӧс,droog
641,voll::A,тыр,vol
642,leer::A,буш,leeg
643,leer::A,тырттэм,leeg
644,offen::A,усьтэм,open
645,geschlossen::A,ӵогам,gesloten
646,geschlossen::A,пунням,gesloten
647,sauber::A,ӝикыт,net
648,sauber::A,ӝикыт,schoon
649,sauber::A,чылкыт,net
650,sauber::A,чылкыт,schoon
651,schmutzig::A,нӧд,vuil
652,roh::A,ыль,rauw
653,reif::A,вуэм,rijp
654,lecker::A,ческыт,lekker
655,süß::A,ческыт,zoet
656,bitter::A,курыт,bitter
657,sauer::A,чырс,zuur
658,hell::A,югыт,licht
659,hell::A,югыт,helder
660,dunkel::A,пеймыт,donker
661,schwarz::A,сьӧд,zwart
662,weiß::A,тӧдьы,wit
663,rot::A,горд,rood
664,gelb::A,ӵуж,geel
665,blau::A,лыз,blauw
666,grün::A,вож,groen
667,grau::A,пурысь,grijs
668,bunt::A,куӵо,bont
669,billig::A,дунтэм,goedkoop
670,teuer::A,дуно,duur
671,wertvoll::A,дуно,kostbaar
672,wertvoll::A,дуно,waardevol
673,blind::A,сукыр,blind
674,blind::A,синтэм,blind
675,taub::A,пельтэм,doof
676,kräftig::A,кужмо,krachtig
677,stark::A,юн,sterk
678,stark::A,кужмо,sterk
679,schwach::A,ляб,zwak
680,schwach::A,начар,zwak
681,fett::A,кӧй,vet
682,schlank::A,веськыт,slank
683,schlank::A,веськрес,slank
684,hübsch::A,чебер,leuk
685,hübsch::A,синмаськымон,leuk
686,böse::A,лек,kwaad
687,dumm::A,шузи,dom
688,dumm::A,визьтэм,dom
689,faul::A,азьтэм,lui
690,fleißig::A,сюлмо,vlijtig
691,geizig::A,сук,gierig
692,klug::A,визьмо,slim
693,klug::A,визьмо,schrander
694,klug::A,визьмо,verstandig
695,geschickt::A,усто,handig
696,geschickt::A,усто,vaardig
697,geschickt::A,быгатӥсь,handig
698,geschickt::A,быгатӥсь,vaardig
699,lieb::A,мусо,lief
700,lustig::A,шулдыр,vrolijk
701,sanft::A,мусо,zacht
702,sanft::A,эрке,zacht
703,hungrig::A,сютэм,hongerig
704,krank::A,висись,ziek
705,nackt::A,гольык,naakt
706,traurig::A,мӧзмыт,treurig
707,traurig::A,мӧзмыт,bedroefd
708,lebendig::A,улэп,levend
709,gut::A,ӟеч,goed
710,gut::A,умой,goed
711,schlecht::A,урод,slecht
712,schlecht::A,алама,slecht
713,richtig::A,шонер,juist
714,schlimm::A,алама,erg
715,schlimm::A,алама,kwaad
716,wahr::A,зэмос,waar
717,alt::A,вуж,oud
718,neu::A,выль,nieuw
719,ehemalig::A,азьвылэз,voormalig
720,alt[Lebewesen]::A,пересь,oud
721,jung::A,егит,jong
722,jung::A,пинал,jong
723,arm::A,начар,arm
724,arm::A,куанер,arm
725,reich::A,узыр,rijk
726,bekannt::A,тодмо,bekend
727,berühmt::A,дано,beroemd
728,fremd::A,ят,vreemd
729,verschieden::A,пӧртэм,verscheiden
730,verschieden::A,пӧртэм,verschillend
731,nah::A,матысь,nabij
732,nah::A,матысь,nabijgelegen
733,fern::A,кыдёкысь,ver
734,linker::A,паллян,linker
735,rechter::A,бур,rechter
736,rechter::A,бурпал,rechter
737,anderer::A,мукет,andere
738,erster::A,нырысетӥез,eerste
739,zweiter::A,кыктэтӥез,tweede
740,dritter::A,кунньметӥез,derde
741,letzter::A,берло,laatste
742,letzter::A,берпум,laatste
743,allein::ADV,огназ,alleen
744,auf einmal::ADV,огдыре,ineens
745,auf einmal::ADV,огдыре,tegelijk
746,zusammen::ADV,ӵош,samen
747,zusammen::ADV,ӵош,bijeen
748,zusammen::ADV,валче,samen
749,zusammen::ADV,валче,bijeen
750,lange::ADV,кема,lang
751,plötzlich::ADV,мапламтэ шорысь,eensklaps
752,plötzlich::ADV,мапламтэ шорысь,plotsklaps
753,sofort::ADV,али ик,terstond
754,sofort::ADV,али ик,aanstonds
755,sofort::ADV,али ик,onmiddelijk
756,später::ADV,бергес,later
757,später::ADV,берлогес,later
758,jetzt::ADV,али,nu
759,jetzt::ADV,али,nou
760,jetzt::ADV,али,thans
761,jetzt::ADV,табере,nu
762,jetzt::ADV,табере,nou
763,jetzt::ADV,табере,thans
764,heute::ADV,туннэ,heden
765,heute::ADV,туннэ,vandaag
766,morgen::ADV,ӵуказе,morgen
767,bald::ADV,ӝоген,gauw
768,bald::ADV,ӝоген,weldra
769,dann::ADV,берло,dan
770,dann::ADV,берло,toen
771,gestern::ADV,толон,gisteren
772,einst::ADV,огпол,eens
773,einst::ADV,одӥг пол,eens
774,damals::ADV,соку,toen
775,damals::ADV,соку,destijds
776,danach::ADV,собере,daarna
777,vorher::ADV,азьло,vooraf
778,vorher::ADV,азьло,van tevoren
779,vorher::ADV,азьвыл,vooraf
780,vorher::ADV,азьвыл,van tevoren
781,zuerst::ADV,азьло,eerst
782,zuerst::ADV,азьло,het eerst
783,einmal::ADV,огпол,eens
784,einmal::ADV,огпол,eenmaal
785,manchmal::ADV,куддыръя,soms
786,oft::ADV,ӵем,vaak
787,oft::ADV,ӵем,dikwijls
788,immer::ADV,пыр,altijd
789,immer::ADV,котьку,altijd
790,niemals::ADV,уз ноку,nooit
791,hier::ADV,татын,hier
792,hierhin::ADV,татчы,hierheen
793,von hier::ADV,татысь,van hier
794,von hier::ADV,татысь,hiervandaan
795,dort::ADV,отӥ,daar
796,dort::ADV,отӥ,ginds
797,dort::ADV,отын,daar
798,dort::ADV,отын,ginds
799,dorthin::ADV,отчы,daarheen
800,geradeaus::ADV,меӵак,rechtuit
801,geradeaus::ADV,меӵак,rechtdoor
802,vorwärts::ADV,азьлань,vooruit
803,vorwärts::ADV,азьлань,voorwaarts
804,rückwärts::ADV,берлань,achteruit
805,rückwärts::ADV,берлань,achterwaarts
806,zurück::ADV,берен,terug
807,zurück::ADV,берлань,terug
808,unten::ADV,улын,beneden
809,unten::ADV,улын,onderaan
810,hinab::ADV,улэ,omlaag
811,hinab::ADV,улэ,naar beneden
812,oben::ADV,вылын,boven
813,oben::ADV,вылӥын,boven
814,hinauf::ADV,вылэ,omhoog
815,hinauf::ADV,вылэ,naar boven
816,hinauf::ADV,вылӥе,omhoog
817,hinauf::ADV,вылӥе,naar boven
818,hinauf::ADV,выллань,omhoog
