,Concept_ID,ar,tr
135,Meer::N,بحر,deniz
136,Bucht::N,خليج,koy
137,Bucht::N,خليج,körfez
138,Insel::N,جزيرة,ada
139,Blume::N,زهرة,çiçek
140,Gras::N,حشيش,ot
141,Gras::N,حشيش,çim
142,Wurzel::N,أصل,kök
143,Baum::N,شجرة,ağaç
144,Stamm::N,جذع,gövde
145,Rinde::N,قشرة,kabuk
146,Ast::N,فرع,dal
147,Ast::N,فرع,budak
148,Zweig::N,غصن,dal
149,Blatt::N,ورقة,yaprak
150,Birke::N,قضبان,huş
151,Kiefer[Baum]::N,صنوبرة,çam
152,Weide[Baum]::N,صفصاف,söğüt
153,Tanne::N,شوح,çam
154,Tanne::N,شوح,köknar
155,Tanne::N,تبوب,çam
156,Tanne::N,تبوب,köknar
157,Horn::N,قرن,boynuz
158,Feder::N,ريشة,tüy
159,Fell::N,فرو,post
160,Flügel::N,جناح,kanat
161,Klaue::N,مخلب,pençe
162,Kralle::N,مخلب,tırnak
163,Schwanz::N,ذيل,kuyruk
164,Ei::N,بيض,yumurta
165,Nest::N,عش,yuva
166,Bau::N,جحر,in
167,Tier::N,حيوان,hayvan
168,Herde::N,قطيع,sürü
169,Kuh::N,بقرة,inek
170,Bulle::N,ثور,boğa
171,Pferd::N,خيل,at
172,Pferd::N,خيل,beygir
173,Schaf::N,شاة,koyun
174,Schwein::N,خنزير,domuz
175,Hund::N,كلب,it
176,Hund::N,كلب,köpek
177,Katze::N,قطة,kedi
178,Bär::N,دب,ayı
179,Eichhörnchen::N,سنجاب,sincap
180,Elch::N,موظ,büyük kuzey geyiği
181,Fuchs::N,ثعلب,tilki
182,Hase::N,أرنب,tavşan
183,Maus::N,فأرة,fare
184,Maus::N,فأرة,sıçan
185,Wolf::N,ذئب,kurt
186,Vogel::N,طير,kuş
187,Schwarm::N,سرب,sürü
188,Huhn::N,دجاجة,tavuk
189,Hahn::N,ديك,horoz
190,Gans::N,وزة,kaz
191,Adler::N,نسر,kartal
192,Adler::N,نسر,karakuş
193,Ente::N,بطة,ördek
194,Eule::N,بوم,baykuş
195,Kranich::N,كركي,turna
196,Krähe::N,غراب,karga
197,Kuckuck::N,وقواق,guguk
198,Schwan::N,إوز عراقي,kuğu
199,Fisch::N,سمك,balık
200,Barsch::N,فرخ أوربي,hani
201,Barsch::N,فرخ أوربي,levrek
202,Hecht::N,سمك الكراكي,turnabalığı
203,Schlange[Tier]::N,حية,yılan
204,Schlange[Tier]::N,ثعبان,yılan
205,Wurm::N,دودة,kurt
206,Wurm::N,دودة,solucan
207,Spinne::N,عنكبوت,örümcek
208,Ameise::N,نملة,karınca
209,Laus::N,قملة,bit
210,Mücke::N,ناموسة,sivrisinek
211,Fliege::N,ذبابة,sinek
212,Schmetterling::N,فراشة,kelebek
213,Beere::N,حبة,tane
214,Apfel::N,تفاح,elma
215,Pilz::N,فطر,mantar
216,Zwiebel::N,بصل,soğan
217,Saat::N,زرع,ekin
218,Korn::N,حبة,tane
219,Heu::N,دريس,kuru ot
220,Schale::N,قشرة,kabuk
221,Grube::N,نقرة,çukur
222,Falle::N,فخ,tuzak
223,Falle::N,مصيدة,tuzak
224,Schlinge::N,عروة,ilmik
225,Spur::N,أثر,iz
226,Asche::N,رماد,kül
227,Dreck::N,قذر,pislik
228,Eisen::N,حديد,demir
229,Gold::N,ذهب,altın
230,Silber::N,فضة,gümüş
231,Kohle::N,فحم,kömür
232,Glas::N,زجاج,cam
233,Lehm::N,طين,balçık
234,Sand::N,رمل,kum
235,Mensch::N,إنسان,insan
236,Mann::N,رجل,adam
237,Mann::N,رجل,erkek
238,Frau::N,امرأة,bayan
239,Kind::N,طفل,çocuk
240,Junge::N,ولد,erkek çocuk
241,Mädchen::N,بنت,kız
242,Familie::N,عائلة,aile
243,Großvater::N,جد,dede
244,Großvater::N,جد,büyükbaba
245,Großmutter::N,جدة,nine
246,Großmutter::N,جدة,büyükanne
247,Eltern::N,أبوان,ebeveyn
248,Eltern::N,أبوان,ana baba
249,Eltern::N,والدان,ebeveyn
250,Eltern::N,والدان,ana baba
251,Vater::N,أب,ata
252,Vater::N,أب,baba
253,Mutter::N,أم,ana
254,Mutter::N,أم,anne
255,Sohn::N,إبن,oğul
256,Tochter::N,بنت,kız
257,Tochter::N,بنت,kız evlât
258,Tochter::N,إبنة,kız
259,Tochter::N,إبنة,kız evlât
260,Bruder::N,أخ,abi
261,Bruder::N,أخ,erkek kardeş
262,Bruder::N,شقيق,abi
263,Bruder::N,شقيق,erkek kardeş
264,Schwester::N,أخت,abla
265,Schwester::N,أخت,kız kardeş
266,Onkel::N,عم,dayı
267,Tante::N,عمة,hala
268,Tante::N,عمة,teyze
269,Ehemann::N,زوج,koca
270,Ehefrau::N,زوجة,karı
271,Freude::N,فرح,neşe
272,Freude::N,فرح,sevinç
273,Freude::N,سرور,neşe
274,Freude::N,سرور,sevinç
275,Gelächter::N,قهقهة,gülme
276,Gelächter::N,قهقهة,kahkaha
277,Glück::N,سعادة,mutluluk
278,Kummer::N,غم,dert
279,Kummer::N,غم,keder
280,Wunsch::N,منية,arzu
281,Wunsch::N,منية,istek
282,Lust::N,شهوة,arzu
283,Lust::N,شهوة,heves
284,Geist::N,روح,tin
285,Gedanke::N,فكرة,fikir
286,Gedanke::N,فكرة,düşünce
287,Gedächtnis::N,ذاكرة,bellek
288,Verstand::N,عقل,zekâ
289,Sinn::N,معنى,anlam
290,Grund::N,سبب,sebep
291,Wahrheit::N,حقيقة,doğruluk
292,Wahrheit::N,حقيقة,gerçeklik
293,Gespräch::N,محادثة,görüşme
294,Märchen::N,خرافة,masal
295,Erzählung::N,قصة,öykü
296,Erzählung::N,قصة,hikâye
297,Erzählung::N,حكاية,öykü
298,Erzählung::N,حكاية,hikâye
299,Nachricht::N,خبر,haber
300,Neuigkeit::N,خبر جديد,haber
301,Name::N,اسم,ad
302,Name::N,اسم,isim
303,Rätsel::N,لغز,bilmece
304,Rede::N,خطبة,söylev
305,Rede::N,خطبة,konuşma
306,Sprache::N,لغة,dil
307,Sprache::N,لغة,lisan
308,Stimme::N,صوت,ses
309,Wort::N,كلمة,kelime
310,Zeichen::N,رمز,işaret
311,Zeichen::N,إشارة,işaret
312,Ruf::N,نداء,çağırma
313,Lärm::N,صخب,şamata
314,Lärm::N,صخب,gürültü
315,Lärm::N,ضجة,şamata
316,Lärm::N,ضجة,gürültü
317,Laut::N,صوت,ses
318,Ton::N,نغمة,ses
319,Lied::N,أغنية,türkü
320,Ruhe::N,هدوء,sakinlik
321,Leute::N,ناس,halk
322,Leute::N,ناس,insanlar
323,Volk::N,شعب,ulus
324,Volk::N,شعب,millet
325,Arbeit::N,عمل,iş
326,Arbeit::N,عمل,çalışma
327,Gast::N,ضيف,konuk
328,Gast::N,ضيف,misafir
329,Geschenk::N,هدية,hediye
330,Geschenk::N,هدية,armağan
331,Spiel::N,لعب,oyun
332,Gesellschaft::N,صحبة,çevre
333,Gesellschaft::N,صحبة,arkadaşlık
334,Hilfe::N,عون,yardım
335,Hilfe::N,مساعدة,yardım
336,Freund::N,صديق,dost
337,Freund::N,صديق,arkadaş
338,Kamerad::N,زميل,arkadaş
339,Angelegenheit::N,أمر,iş
340,Angelegenheit::N,أمر,husus
341,Angelegenheit::N,شأن,iş
342,Angelegenheit::N,شأن,husus
343,Anzahl::N,عدد,sayı
344,Art::N,نوع,çeşit
345,Stück::N,قطعة,tane
346,Stück::N,قطعة,parça
347,Teil::N,قسم,kısım
348,Hälfte::N,نصف,yarı
349,Kreis::N,دائرة,daire
350,Kreuz::N,صليب,haç
351,Linie::N,خط,hat
352,Linie::N,خط,çizgi
353,Strich::N,شرطة,çizgi
354,Abstand::N,مسافة,aralık
355,Entfernung::N,بعد,mesafe
356,Entfernung::N,بعد,uzaklık
357,Gegend::N,ناحية,yöre
358,Platz::N,فراغ,yer
359,Ort::N,مكان,yer
360,Seite::N,جانب,yan
361,Seite::N,جانب,taraf
362,Mitte::N,وسط,orta
363,Mitte::N,وسط,merkez
364,Gegenstand::N,موضوع,şey
365,Sache::N,شيء,iş
366,Sache::N,شيء,şey
367,Rand::N,حافة,kenar
368,Kante::N,حافة,kenar
369,Ecke::N,ركن,köşe
370,Spitze::N,سن,uç
371,Spitze::N,سن,baş
372,Ende::N,طرف,uç
373,Loch::N,ثقب,oyuk
374,Loch::N,ثقب,delik
375,Winkel::N,زاوية,köşe
376,Muster::N,عينة,örnek
377,Größe::N,حجم,büyüklük
378,Länge::N,طول,uzunluk
379,Höhe::N,علو,yükseklik
380,Höhe::N,ارتفاع,yükseklik
381,Gewicht::N,وزن,ağırlık
382,Menge::N,كمية,miktar
383,Haufen::N,كوم,küme
384,Haufen::N,كوم,yığın
385,Reihe::N,صف,sıra
386,Boot::N,قارب,kayık
387,Boot::N,قارب,sandal
388,Boot::N,زورق,kayık
389,Boot::N,زورق,sandal
390,Ruder::N,مجذاف,kürek
391,Schlitten::N,مزلقة,kızak
392,Ski::N,زلاجة,kayak
393,Lagerfeuer::N,نار المخيم,kamp ateşi
394,Last::N,حمل,yük
395,Gang::N,مشية,gidiş
396,Gang::N,مشية,yürüyüş
397,Schritt::N,خطوة,adım
398,Norden::N,شمال,kuzey
399,Süden::N,جنوب,güney
400,Westen::N,غرب,batı
401,Osten::N,شرق,doğu
402,Holz::N,خشب,ağaç
403,Holz::N,خشب,tahta
404,Brett::N,لوح,tahta
405,Platte::N,صفيحة,levha
406,Stütze::N,سند,dayak
407,Stütze::N,سند,destek
408,Stütze::N,دعامة,dayak
409,Stütze::N,دعامة,destek
410,Stange::N,عود,çubuk
411,Stock::N,عصا,sopa
412,Stock::N,عصا,değnek
413,Stab::N,قضيب,sırık
414,Stab::N,قضيب,baston
415,Rohr::N,أنبوبة,boru
416,Haus::N,دار,ev
417,Haus::N,بيت,ev
418,Heim::N,بيت,ev
419,Heim::N,بيت,yurt
420,Heim::N,مسكن,ev
421,Heim::N,مسكن,yurt
422,Ofen::N,مدفأة,soba
423,Fußboden::N,أرضية,taban
424,Fußboden::N,أرضية,döşeme
425,Tisch::N,مائدة,masa
426,Stuhl::N,كرسي,iskemle
427,Stuhl::N,كرسي,sandalye
428,Wiege::N,مهد,beşik
429,Bett::N,سرير,yatak
430,Regal::N,رف,raf
431,Kiste::N,صندوق,sandık
432,Fenster::N,شباك,pencere
433,Fenster::N,نافذة,pencere
434,Tür::N,باب,kapı
435,Tor::N,بوابة,kapı
436,Zaun::N,سياج,çit
437,Dach::N,سطح,dam
438,Dach::N,سطح,çatı
439,Leiter::N,سلم,merdiven
440,Besen::N,مكنسة,süpürge
441,Spaten::N,مسحاة,bel
442,Schaufel::N,مجرفة,kürek
443,Gabel::N,شوكة,çatal
444,Löffel::N,ملعقة,kaşık
445,Messer::N,سكين,bıçak
446,Nagel::N,مسمار,çivi
447,Netz::N,شبكة,ağ
448,Haken::N,خطاف,çengel
449,Haken::N,صنارة,çengel
450,Griff::N,قبضة,kulp
451,Griff::N,قبضة,tutamak
452,Schloss::N,قفل,kilit
453,Bild::N,صورة,imaj
454,Bild::N,صورة,resim
455,Figur::N,تمثال,şekil
456,Figur::N,تمثال,heykel
457,Puppe::N,دمية,kukla
458,Beutel::N,كيس,kese
459,Beutel::N,كيس,torba
460,Bündel::N,ربطة,deste
461,Tasche::N,شنطة,çanta
462,Tasche::N,محفظة,çanta
463,Eimer::N,سطل,kova
464,Eimer::N,جردل,kova
465,Deckel::N,سداد,kapak
466,Geschirr::N,أوان,kap kacak
467,Sack::N,زكيبة,torba
468,Tasse::N,فنجان,fincan
469,Topf::N,قدر,tencere
470,Topf::N,طنجرة,tencere
471,Kessel::N,قدر,kazan
472,Kessel::N,غلاية,kazan
473,Essen::N,طعام,yemek
474,Nahrung::N,غذاء,gıda
475,Nahrung::N,غذاء,besin
476,Speise::N,أكل,yemek
477,Fleisch::N,لحم,et
478,Getreide::N,حبوب,tahıl
479,Getreide::N,حبوب,hububat
480,Brei::N,عصيدة,ezme
481,Brot::N,خبز,ekmek
482,Scheibe::N,شريحة,dilim
483,Fett::N,سمن,yağ
484,Butter::N,زبدة,tereyağı
485,Öl::N,زيت,yağ
486,Öl::N,زيت,akar yağ
487,Salz::N,ملح,tuz
488,Suppe::N,حساء,çorba
489,Suppe::N,شربة,çorba
490,Honig::N,عسل,bal
491,Milch::N,حليب,süt
492,Tee::N,شاي,çay
493,Leder::N,جلد,deri
494,Leder::N,جلد,meşin
495,Wolle::N,صوف,yün
496,Stoff::N,قماش,kumaş
497,Nadel::N,إبرة,iğne
498,Faden::N,خيط,tire
499,Faden::N,خيط,iplik
500,Knopf::N,زر,düğme
501,Knoten::N,عقدة,düğüm
502,Farbe::N,صبغة,boya
503,Kleidung::N,ملابس,giyim
504,Hemd::N,قميص,gömlek
505,Kragen::N,ياقة,yaka
506,Ärmel::N,كم,yen
507,Ärmel::N,كم,elbise kolu
508,Hose::N,سروال,pantolon
509,Hose::N,بنطلون,pantolon
510,Gürtel::N,حزام,kuşak
511,Mütze::N,طاقية,bere
512,Mütze::N,طاقية,kasket
513,Schuh::N,حذاء,kundura
514,Schuh::N,حذاء,ayakkabı
515,Stiefel::N,جزمة,çizme
516,Stiefel::N,حذاء طويل,çizme
517,Ring::N,حلقة,yüzük
518,Band::N,شريط,bağ
519,Band::N,شريط,şerit
520,Kamm::N,مشط,tarak
521,Spiegel::N,مرآة,ayna
522,Riemen::N,سير,kayış
523,Schnur::N,حبل,ip
524,Schnur::N,حبل,sicim
525,Schnur::N,دوبارة,ip
526,Schnur::N,دوبارة,sicim
527,Leine::N,قيد,kayış
528,Decke::N,بطانية,örtü
529,Decke::N,بطانية,yorgan
530,Kissen::N,وسادة,yastık
531,Tuch::N,منديل,bez
532,Handtuch::N,فوطة,havlu
533,Handtuch::N,منشفة,havlu
534,Kraft::N,قدرة,güç
535,Kraft::N,قدرة,kuvvet
536,Stärke::N,قوة,kuvvet
537,Gesundheit::N,صحة,sağlık
538,Krankheit::N,مرض,hastalık
539,Schmerz::N,ألم,ağrı
540,Schmerz::N,ألم,sancı
541,Schmerz::N,وجع,ağrı
542,Schmerz::N,وجع,sancı
543,Wunde::N,جرح,yara
544,Fieber::N,حمى,ateş
545,Arznei::N,دواء,ilâç
546,Brücke::N,جسر,köprü
547,Brunnen::N,بئر,kuyu
548,Brunnen::N,بئر,çeşme
549,Weide::N,مرعى,otlak
550,Pfad::N,درب,patika
551,Pfad::N,درب,keçiyolu
552,Weg::N,سكة,yol
553,Straße::N,طريق,yol
554,Straße::N,طريق,cadde
555,Dorf::N,قرية,köy
556,Stadt::N,مدينة,kent
557,Stadt::N,مدينة,şehir
558,Brief::N,خطاب,mektup
559,Brief::N,مكتوب,mektup
560,Buch::N,كتاب,kitap
561,Buchstabe::N,حرف,harf
562,Zeitung::N,جريدة,gazete
563,Leben::N,عيش,hayat
564,Leben::N,حياة,hayat
565,Tod::N,موت,ölüm
566,Tod::N,وفاة,ölüm
567,Grab::N,قبر,kabir
568,Kirche::N,كنيسة,kilise
569,Sünde::N,خطيئة,günah
570,Gott::N,إله,tanrı
571,Arbeiter::N,عامل,işçi
572,Chef::N,رئيس,şef
573,Chef::N,رئيس,müdür
574,Meister::N,أسطى,usta
575,Arzt::N,طبيب,hekim
576,Arzt::N,طبيب,doktor
577,Lehrer::N,مدرس,hoca
578,Lehrer::N,مدرس,öğretmen
579,Geld::N,نقود,para
580,Geschäft::N,صفقة,ticaret
581,Laden::N,دكان,dükkân
582,Preis::N,سعر,fiyat
583,Ware::N,بضاعة,mal
584,Nutzen::N,فائدة,fayda
585,Reichtum::N,غنى,servet
586,Reichtum::N,غنى,zenginlik
587,Reichtum::N,ثروة,servet
588,Reichtum::N,ثروة,zenginlik
589,Welt::N,عالم,dünya
590,Welt::N,دنيا,dünya
591,Land::N,بلد,ülke
592,Staat::N,دولة,devlet
593,König::N,ملك,kral
594,Macht::N,سلطة,kudret
595,Macht::N,سلطة,iktidar
596,Grenze::N,حدود,had
597,Grenze::N,حدود,sınır
598,Krieg::N,حرب,savaş
599,Feind::N,عدو,düşman
600,Gewalt::N,عنف,zor
601,Gewalt::N,عنف,cebir
602,Kampf::N,قتال,savaş
603,Bogen[Waffe]::N,قوس,yay
604,Pfeil::N,سهم,ok
605,Gewehr::N,بندقية,tüfek
606,Fehler::N,خطأ,hata
607,Fehler::N,خطأ,yanlış
608,Lüge::N,كذب,yalan
609,Schaden::N,تلف,zarar
610,Unglück::N,نحس,felâket
611,Unglück::N,نحس,talihsizlik
612,Schuld::N,ذنب,suç
613,Schuld::N,ذنب,kabahat
614,Alter::N,سن,yaş
615,Alter::N,عمر,yaş
616,Schluss::N,ختام,son
617,Schluss::N,نهاية,son
618,Zeit::N,وقت,zaman
619,Tag::N,يوم,gün
620,Morgen::N,صباح,sabah
621,Mittag::N,ظهر,öğle
622,Abend::N,مساء,akşam
623,Nacht::N,ليلة,gece
624,Woche::N,أسبوع,hafta
625,Monat::N,شهر,ay
626,Jahr::N,عام,yıl
627,Jahr::N,عام,sene
628,Jahr::N,سنة,yıl
629,Jahr::N,سنة,sene
630,Frühling::N,ربيع,ilkbahar
631,Sommer::N,صيف,yaz
632,Herbst::N,خريف,güz
633,Herbst::N,خريف,sonbahar
634,Winter::N,شتاء,kış
635,Januar::N,يناير,ocak
636,Januar::N,كانون الثاني,ocak
637,Februar::N,شباط,şubat
638,Februar::N,فبراير,şubat
639,März::N,آذار,mart
640,März::N,مارس,mart
641,April::N,نيسان,nisan
642,Mai::N,مايو,mayıs
643,Juni::N,يونيو,haziran
644,Juni::N,حزيران,haziran
645,Juli::N,تموز,temmuz
646,Juli::N,يوليو,temmuz
647,August::N,آب,ağustos
648,August::N,أغسطس,ağustos
649,September::N,أيلول,eylül
650,September::N,سبتمبر,eylül
651,Oktober::N,أكتوبر,ekim
652,Oktober::N,تشرين الأول,ekim
653,November::N,نوفمبر,kasım
654,November::N,تشرين الثاني,kasım
655,Dezember::N,ديسمبر,aralık
656,Dezember::N,كانون الأول,aralık
657,Montag::N,يوم الاثنين,pazartesi
658,Dienstag::N,يوم الثلاثاء,salı
659,Mittwoch::N,يوم الأربعاء,çarşamba
660,Donnerstag::N,يوم الخميس,perşembe
661,Freitag::N,يوم الجمعة,cuma
662,Samstag::N,يوم السبت,cumartesi
663,Sonntag::N,يوم الأحد,pazar
664,groß::A,كبير,büyük
665,klein::A,صغير,ufak
666,klein::A,صغير,küçük
667,lang::A,طويل,uzun
668,kurz::A,قصير,kısa
669,breit::A,واسع,enli
670,breit::A,واسع,geniş
671,schmal::A,ضيق,dar
672,dicht::A,كث,sık
673,dicht::A,كث,yoğun
674,dicht::A,كثيف,sık
675,dicht::A,كثيف,yoğun
676,dick[Gegenstand]::A,غليظ,kalın
677,dick[Gegenstand]::A,غليظ,iri
678,dünn::A,رفيع,ince
679,fein::A,رقيق,ince
680,fein::A,رقيق,narin
681,fest::A,متين,sabit
682,fest::A,متين,sağlam
683,flach::A,سهل,düz
684,flach::A,سهل,yassı
685,flach::A,منبسط,düz
686,flach::A,منبسط,yassı
687,glatt::A,ناعم,düz
688,hart::A,صلب,katı
689,hart::A,جامد,katı
690,weich::A,لين,yumuşak
691,rund::A,مستدير,yuvarlak
692,spitz::A,مدبب,sivri
693,scharf::A,حاد,keskin
694,stumpf::A,ثالم,kör
695,schwer::A,ثقيل,ağır
696,schön::A,جميل,güzel
697,heiß::A,حار,kızgın
698,heiß::A,ساخن,kızgın
699,warm::A,دافئ,sıcak
700,kalt::A,بارد,soğuk
701,kühl::A,قر,serin
702,frisch::A,طازج,taze
703,feucht::A,رطب,nemli
704,feucht::A,رطب,rutubetli
705,nass::A,مبلول,yaş
706,nass::A,مبلول,ıslak
707,trocken::A,جاف,kuru
708,voll::A,ملء,dolu
709,voll::A,ملء,dolmuş
710,leer::A,خال,boş
711,leer::A,فارغ,boş
712,offen::A,مفتوح,açık
713,geschlossen::A,مغلق,kapalı
714,sauber::A,نظيف,pak
715,sauber::A,نظيف,temiz
716,schmutzig::A,قذر,pis
717,schmutzig::A,قذر,kirli
718,roh::A,نيء,çiğ
719,reif::A,ناضج,olgun
720,lecker::A,لذيذ,lezzetli
721,süß::A,حلو,tatlı
722,süß::A,حلو,şekerli
723,bitter::A,مر,acı
724,sauer::A,حامض,ekşi
725,hell::A,نير,aydınlık
726,dunkel::A,مظلم,karanlık
727,schwarz::A,أسود,kara
728,schwarz::A,أسود,siyah
729,weiß::A,أبيض,ak
730,weiß::A,أبيض,beyaz
731,rot::A,أحمر,kırmızı
732,gelb::A,أصفر,sarı
733,blau::A,أزرق,mavi
734,grün::A,أخضر,yeşil
735,grau::A,رمادي,boz
736,bunt::A,ملوب,renkli
737,billig::A,رخيص,ucuz
738,teuer::A,غال,pahalı
739,wertvoll::A,ثمين,değerli
740,blind::A,أعمى,kör
741,taub::A,أصم,sağır
742,taub::A,أطرش,sağır
743,kräftig::A,قوي,dinç
744,kräftig::A,قوي,kuvvetli
745,stark::A,قوي,güçlü
746,stark::A,قوي,kuvvetli
747,schwach::A,ضعيف,zayıf
748,schwach::A,ضعيف,güçsüz
749,fett::A,سمين,şişman
750,schlank::A,أهيف,narin
751,hübsch::A,جميل,güzel
752,hübsch::A,جميل,sevimli
753,böse::A,رديء,kötü
754,dumm::A,أبله,aptal
755,dumm::A,أحمق,aptal
756,faul::A,كسلان,tembel
757,fleißig::A,مجتهد,çalışkan
758,geizig::A,بخيل,cimri
759,klug::A,ذكي,zekî
760,klug::A,ذكي,akıllı
761,klug::A,عاقل,zekî
762,klug::A,عاقل,akıllı
763,geschickt::A,ماهر,becerikli
764,lieb::A,عزيز,sevimli
765,lustig::A,مرح,neşeli
766,sanft::A,حليم,nazik
767,hungrig::A,جائع,aç
768,krank::A,مريض,hasta
769,krank::A,مريض,rahatsız
770,nackt::A,عار,çıplak
771,traurig::A,حزين,kederli
772,traurig::A,حزين,üzüntülü
773,lebendig::A,حي,canlı
774,gut::A,جيد,iyi
775,schlecht::A,سيء,kötü
776,richtig::A,صحيح,doğru
777,schlimm::A,خبيث,kötü
778,wahr::A,حق,doğru
779,wahr::A,حق,gerçek
780,alt::A,قديم,eski
781,neu::A,جديد,yeni
782,ehemalig::A,سابق,önceki
783,alt[Lebewesen]::A,مسن,yaşlı
784,jung::A,شاب,genç
785,jung::A,صغير,genç
786,arm::A,فقير,fakir
787,reich::A,غني,zengin
788,bekannt::A,معلوم,bilinen
789,berühmt::A,مشهور,ünlü
790,berühmt::A,مشهور,meşhur
791,fremd::A,أجنبي,yabancı
792,verschieden::A,مختلف,ayrı
793,verschieden::A,مختلف,farklı
794,nah::A,قريب,yakın
795,nah::A,قريب,bitişik
796,fern::A,بعيد,uzak
797,linker::A,يسار,sol
798,rechter::A,يمين,sağ
799,anderer::A,آخر,diğer
800,erster::A,أول,ilk
801,erster::A,أول,birinci
802,zweiter::A,ثان,ikinci
803,dritter::A,ثالث,üçüncü
804,letzter::A,أخير,son
805,letzter::A,أخير,sonuncu
806,allein::ADV,وحده,yalnız
807,allein::ADV,وحده,tek başına
808,auf einmal::ADV,بالمرة,birden
