,Concept_ID,ru,tt
831,zittern::V,дрожать,калтырау
832,zittern::V,дрожать,калтырану
833,leben::V,жить,яшәү
834,leben::V,жить,гомер итү
835,geboren werden::V,родиться,туу
836,atmen::V,дышать,сулау
837,trinken::V,пить,эчү
838,essen::V,есть,ашау
839,essen::V,кушать,ашау
840,schlucken::V,глотать,йоту
841,müde werden::V,устать,ялыгу
842,müde werden::V,устать,йөгенү
843,einschlafen::V,заснуть,йокыга китү
844,schlafen::V,спать,йоклау
845,aufwachen::V,проснуться,уяну
846,aufstehen::V,встать,тору
847,sich erholen::V,отдыхать,ял алу
848,sich erholen::V,отдыхать,истирахәт итү
849,krank werden::V,заболеть,чирләү
850,krank sein::V,болеть,чирләү
851,schmerzen::V,болеть,авырту
852,husten::V,кашлять,ютәлләү
853,genesen::V,поправиться,савыгу
854,genesen::V,поправиться,сәламәтләнү
855,sterben::V,умереть,үлү
856,sterben::V,умереть,дөнья кую
857,sterben::V,умереть,вафат булу
858,umkommen::V,погибнуть,үлү
859,sich bewegen::V,двигаться,йөрү
860,sich rühren::V,шевельнуться,кыймылдау
861,sich erheben::V,встать,басу
862,sich setzen::V,сесть,утыру
863,hinfallen::V,упасть,егылу
864,laufen::V,ходить,җәяүләү
865,schreiten::V,шагать,атлау
866,spazierengehen::V,гулять,йөрү
867,spazierengehen::V,гулять,йөргенү
868,eilen::V,спешить,ашыгу
869,sich beeilen::V,торопиться,ашыгу
870,sich beeilen::V,торопиться,кызулау
871,sausen::V,мчаться,җилдерү
872,rennen::V,бегать,йөгерү
873,springen::V,прыгать,сикерү
874,klettern::V,лазать,үрмәләү
875,schaukeln::V,раскачиваться,атыну
876,kriechen::V,ползать,шуышу
877,kriechen::V,ползать,үрмәләү
878,schwimmen::V,плавать,йөзү
879,tauchen::V,нырять,чуму
880,rudern::V,грести,ишү
881,fahren::V,ехать,бару
882,fliegen::V,летать,очу
883,gehen::V,идти,йөрү
884,weggehen::V,уйти,китү
885,abfahren::V,отправиться,кузгалу
886,anhalten::V,остановиться,тукталу
887,hineingehen::V,входить,инү
888,eintreten::V,войти,инү
889,kommen::V,прийти,килү
890,ankommen::V,прибыть,бару
891,zurückkommen::V,возвратиться,кире кайту
892,bleiben::V,остаться,калу
893,warten::V,ждать,көтү
894,erwarten::V,ожидать,көтү
895,suchen::V,искать,эзләү
896,finden::V,найти,табу
897,versuchen::V,пытаться,маташу
898,vorbereiten::V,подготовить,хәзерләү
899,lieben::V,любить,сөю
900,lieben::V,любить,ярату
901,mögen::V,любить,өнәү
902,lachen::V,смеяться,көлү
903,rühren::V,растрогать,дулкынландыру
904,weinen::V,плакать,елау
905,schimpfen::V,ругаться,сүгү
906,schimpfen::V,ругаться,сүгенү
907,sich ärgern::V,сердиться,ачулану
908,sich fürchten::V,бояться,курку
909,fürchten::V,бояться,калтырау
910,fürchten::V,бояться,калтырану
911,fliehen::V,убегать,арка бирү
912,flüchten::V,убежать,качу
913,sehen::V,видеть,күрү
914,anschauen::V,посмотреть,карау
915,ansehen::V,смотреть,карау
916,ansehen::V,смотреть,күзәтү
917,hören::V,слышать,ишетү
918,zuhören::V,слушать,тыңлау
919,probieren::V,пробовать,тату
920,riechen::V,нюхать,иснәү
921,fühlen::V,чувствовать,тою
922,fühlen::V,чувствовать,сизү
923,scheinen::V,казаться,күренү
924,zu sehen sein::V,виднеться,күренү
925,vernehmen::V,услышать,ишетү
926,frieren::V,мерзнуть,өшү
927,frieren::V,мерзнуть,күшегү
928,tun::V,делать,итү
929,können::V,мочь,алу
930,können::V,уметь,алу
931,wollen::V,хотеть,теләү
932,anfangen::V,начать,керешү
933,beenden::V,закончить,бетерү
934,beenden::V,закончить,тәмамлау
935,aufhören::V,перестать,бетү
936,gelingen::V,удаться,уңу
937,geraten::V,оказаться,сабышу
938,öffnen::V,открыть,ачу
939,schließen::V,закрыть,ябу
940,stellen::V,поставить,кую
941,setzen::V,посадить,утырту
942,legen::V,класть,яткыру
943,berühren::V,трогать,тию
944,verbinden::V,связать,ялгау
945,bedecken::V,покрыть,өрту
946,bedecken::V,покрыть,каплау
947,bedecken::V,покрыть,томалау
948,aufhängen::V,повесить,асу
949,anzünden::V,зажечь,кабызу
950,aufheben::V,поднять,күтәрү
951,zurücklassen::V,оставить,калдыру
952,verlieren::V,потерять,югалту
953,fallen lassen::V,уронить,төшерү
954,machen::V,сделать,ясау
955,machen::V,сделать,эшләү
956,herstellen::V,изготовить,ясау
957,bauen::V,строить,кору
958,reparieren::V,чинить,төзәтү
959,verbessern::V,улучшить,яхшырту
960,ändern::V,изменить,үзгәртү
961,graben::V,копать,казу
962,beugen::V,согнуть,ию
963,biegen::V,погнуть,бөгү
964,drehen::V,вертеть,бору
965,drehen::V,вертеть,бөтерү
966,wenden::V,повернуть,бору
967,umdrehen::V,перевернуть,түнтәрү
968,heben::V,поднимать,күтәрү
969,hochheben::V,поднять,күтәрү
970,ergreifen::V,схватить,эләктерү
971,halten::V,держать,тоту
972,drücken::V,нажимать,кысу
973,schieben::V,толкать,кузгату
974,kratzen::V,скрести,тырнау
975,lecken::V,лизать,ялау
976,beißen::V,кусать,тешләү
977,abreißen::V,оторвать,өзү
978,abschneiden::V,отрезать,кыю
979,abschneiden::V,отрезать,кисү
980,binden::V,вязать,бәйләү
981,stecken::V,воткнуть,төртү
982,stecken::V,воткнуть,тыгу
983,brechen::V,сломать,сындыру
984,klopfen::V,стучать,шаку
985,klopfen::V,стучать,шакылдау
986,hauen::V,бить,кыйнау
987,kleben::V,клеить,ябыштыру
988,reiben::V,тереть,ышку
989,streichen::V,намазать,ягу
990,schleifen::V,точить,кайрау
991,schneiden::V,резать,кисү
992,rütteln::V,шатать,селкетү
993,schütteln::V,трясти,селкетү
994,schwenken::V,махать,болгау
995,schütten::V,налить,кою
996,füllen::V,наполнить,тутыру
997,einwickeln::V,завернуть,төрү
998,tragen::V,нести,ташу
999,schleppen::V,тащить,сөйрәү
1000,schleppen::V,тащить,өстерәү
1001,ziehen::V,тянуть,тарту
1002,aufbewahren::V,хранить,саклау
1003,werfen::V,бросать,ыргыту
1004,fangen::V,ловить,тоту
1005,packen::V,схватить,эләктерү
1006,verstecken::V,спрятать,яшерү
1007,teilen::V,разделить,бүлү
1008,schicken::V,посылать,җибәрү
1009,bringen::V,принести,китерү
1010,hinzufügen::V,добавить,өстәү
1011,bekommen::V,достать,алу
1012,erhalten::V,получить,алу
1013,nehmen::V,взять,алу
1014,wählen::V,выбрать,сайлау
1015,auswählen::V,отобрать,сайлау
1016,bewahren::V,сохранить,саклау
1017,behindern::V,препятствовать,комачаулау
1018,verderben::V,испортить,бозу
1019,beschädigen::V,повредить,бозу
1020,zerbrechen::V,разбить,вату
1021,zerreißen::V,разорвать,өзү
1022,zerreißen::V,разорвать,ерту
1023,zerstören::V,разрушить,җимерү
1024,verbrennen::V,сжечь,яндыру
1025,verbrennen::V,сжечь,көйдерү
1026,geben::V,дать,бирү
1027,reichen::V,передать,тапшыру
1028,schenken::V,дарить,бүләкләү
1029,versprechen::V,обещать,вәгъдә бирү
1030,wünschen::V,желать,котлау
1031,loben::V,хвалить,мактау
1032,küssen::V,целовать,үбү
1033,wiegen::V,качать,тирбәтү
1034,zudecken::V,накрыть,ябу
1035,zudecken::V,накрыть,бөркәү
1036,wecken::V,разбудить,уяту
1037,zeigen::V,показать,күрсәтү
1038,führen::V,вести,йөртү
1039,lehren::V,учить,өйрәтү
1040,unterrichten::V,преподавать,укыту
1041,aufziehen::V,воспитать,асрау
1042,leiten::V,руководить,җитәкләү
1043,antreiben::V,подгонять,куалау
1044,antreiben::V,подгонять,әйдәләү
1045,antreiben::V,подгонять,ашыктыру
1046,lassen::V,заставить,мәҗбүр итү
1047,einladen::V,пригласить,чакыру
1048,vereinigen::V,объединить,берләштерү
1049,besuchen::V,посетить,керешү
1050,treffen::V,встретить,очрату
1051,sich versammeln::V,собраться,җыелышу
1052,spielen::V,играть,уйнау
1053,singen::V,петь,җырлау
1054,tanzen::V,плясать,бию
1055,tanzen::V,танцевать,бию
1056,sich trennen::V,расстаться,аерылу
1057,sich trennen::V,расстаться,ташлашу
1058,verlassen::V,покинуть,ташлау
1059,verlassen::V,покинуть,калдыру
1060,retten::V,спасти,коткару
1061,bewachen::V,охранять,каравыллау
1062,schützen::V,уберегать,ышыклау
1063,verteidigen::V,защитить,яклау
1064,verteidigen::V,защитить,саклау
1065,sich schlagen::V,драться,сугышу
1066,schießen::V,стрелять,ату
1067,siegen::V,победить,җиңү
1068,ärgern::V,сердить,ачуландыру
1069,schlagen::V,ударить,ору
1070,schlagen::V,ударить,бәрү
1071,schlagen::V,ударить,тукмау
1072,treten::V,пинать,тибү
1073,stechen::V,уколоть,кадау
1074,stoßen::V,толкнуть,этү
1075,stehlen::V,украсть,урлау
1076,stören::V,помешать,комачаулау
1077,belästigen::V,надоедать,борчу
1078,belästigen::V,надоедать,билмазалау
1079,verbergen::V,скрыть,яшерү
1080,täuschen::V,обмануть,алдату
1081,betrügen::V,смошенничать,хәрәмләшү
1082,töten::V,убить,үтерү
1083,wohnen::V,проживать,яшәү
1084,arbeiten::V,работать,эшләү
1085,sammeln::V,собрать,туплау
1086,pflücken::V,рвать,өзү
1087,pflücken::V,срывать,өзү
1088,jagen::V,охотиться,аулау
1089,fischen::V,рыбачить,балык тоту
1090,fassen::V,поймать,тоту
1091,hüten::V,пасти,көтү
1092,treiben::V,гнать,куалау
1093,anbinden::V,привязать,бәйләү
1094,füttern::V,кормить,туйдыру
1095,melken::V,доить,саву
1096,hacken::V,рубить,чабу
1097,gießen::V,полить,сугару
1098,reifen::V,созреть,җитешү
1099,zubereiten::V,приготовить,пешеренү
1100,kochen::V,варить,пешерү
1101,kochen::V,варить,кайнату
1102,backen::V,печь,пешерү
1103,braten::V,жарить,куыру
1104,braten::V,жарить,кыздыру
1105,umrühren::V,перемешать,бутау
1106,umrühren::V,перемешать,болгату
1107,stricken::V,вязать,бәйләү
1108,nähen::V,шить,тегү
1109,färben::V,покрасить,ману
1110,reinigen::V,очистить,чистарту
1111,waschen::V,стирать,юу
1112,abwischen::V,вытереть,сөртү
1113,spülen::V,полоскать,чайкау
1114,fegen::V,подметать,себерү
1115,kehren::V,мести,себерү
1116,baden::V,купаться,коену
1117,sich waschen::V,мыться,юыну
1118,ausziehen::V,снять,чишенү
1119,anziehen::V,надеть,кию
1120,sich anziehen::V,одеться,киенү
1121,kämmen::V,причесать,тарау
1122,schmücken::V,украсить,бизәү
1123,schmücken::V,украсить,бизәкләү
1124,sagen::V,сказать,дию
1125,sagen::V,сказать,әйтү
1126,sprechen::V,говорить,сөйләү
1127,sprechen::V,говорить,сөйләшү
1128,reden::V,разговаривать,сөйләү
1129,sich unterhalten::V,беседовать,сөйләшү
1130,fragen::V,спросить,сорау
1131,fragen::V,спросить,сорашу
1132,bitten::V,просить,үтенү
1133,erzählen::V,рассказать,сөйләү
1134,mitteilen::V,сообщить,белдерү
1135,nennen::V,назвать,дию
1136,rufen::V,звать,дәшү
1137,prahlen::V,хвастаться,мактану
1138,prahlen::V,хвастаться,шапырыну
1139,übersetzen::V,перевести,күчерү
1140,denken::V,думать,уйлау
1141,glauben::V,верить,инану
1142,bemerken::V,заметить,искәрү
1143,erkennen::V,узнать,тану
1144,begreifen::V,понять,аңлау
1145,begreifen::V,понять,төшенү
1146,begreifen::V,постичь,аңлау
1147,begreifen::V,постичь,төшенү
1148,verstehen::V,услышать,аңлау
1149,verstehen::V,услышать,төшенү
1150,lernen::V,учиться,уку
1151,lernen::V,учиться,өйрәнү
1152,wissen::V,знать,белү
1153,sich erinnern an::V,вспомнить,хәтерләү
1154,vergessen::V,забыть,оныту
1155,messen::V,мерить,үлчәү
1156,zählen::V,считать,санау
1157,rechnen::V,считать,исәпләү
1158,lesen::V,читать,уку
1159,malen::V,рисовать,рәсем ясау
1160,malen::V,рисовать,сурәт ясау
1161,malen::V,рисовать,сурәтләү
1162,zeichnen::V,рисовать,язу-сызу
1163,zeichnen::V,рисовать,сурәт ясау
1164,schreiben::V,писать,язу
1165,besitzen::V,иметь,биләү
1166,kaufen::V,купить,алу
1167,verkaufen::V,продать,сату
1168,bezahlen::V,заплатить,түләү
1169,zahlen::V,платить,түләү
1170,beherrschen::V,владеть,ия булу
1171,ertragen::V,вытерпеть,чыдау
