,Concept_ID,it,ku
372,Lagerfeuer::N,fuoco di bivacco,agir
373,Last::N,càrico,bar
374,Gang::N,andata,fîtêz
375,Schritt::N,passo,gav
376,Norden::N,nord,bakur
377,Norden::N,settentrione,bakur
378,Süden::N,sud,başur
379,Süden::N,meridione,başur
380,Westen::N,òvest,rojava
381,Westen::N,occidente,rojava
382,Osten::N,est,rojhilat
383,Osten::N,oriente,rojhilat
384,Holz::N,legno,dep
385,Brett::N,asse,dep
386,Brett::N,tàvola,dep
387,Platte::N,lastra,dep
388,Platte::N,piastra,dep
389,Stütze::N,supporto,destek
390,Stange::N,sbarra,sing
391,Stange::N,pèrtica,sing
392,Stock::N,verga,çam
393,Stock::N,bastone,çam
394,Stock::N,bacchetta,çam
395,Stab::N,asta,qat
396,Rohr::N,tubo,borî
397,Haus::N,casa,mal
398,Haus::N,casa,xanî
399,Heim::N,casa,mal
400,Ofen::N,stufa,sobe
401,Fußboden::N,pavimento,binpê
402,Tisch::N,tàvolo,mase
403,Stuhl::N,sedia,kursî
404,Wiege::N,culla,derguş
405,Bett::N,letto,qerewêle
406,Regal::N,scaffale,rêbaz
407,Kiste::N,cassa,sindoq
408,Fenster::N,finestra,çam
409,Fenster::N,finestra,şibeke
410,Tür::N,porta,derî
411,Tor::N,portone,derge
412,Zaun::N,recinto,hejik
413,Dach::N,tetto,sere xanî
414,Leiter::N,scala,pêling
415,Leiter::N,scala a pioli,pêling
416,Besen::N,scopa,melkes
417,Spaten::N,vanga,mer
418,Schaufel::N,pala,bêr
419,Gabel::N,forchetta,çetel
420,Löffel::N,cucchiaio,kevçî
421,Messer::N,coltello,kêr
422,Nagel::N,chiodo,bizmar
423,Netz::N,rete,tor
424,Haken::N,uncino,çenqel
425,Griff::N,mànico,destî
426,Griff::N,maniglia,destî
427,Schloss::N,serratura,qonax
428,Bild::N,quadro,dimen
429,Bild::N,immàgine,dimen
430,Figur::N,figura,figûr
431,Puppe::N,bàmbola,bûk
432,Beutel::N,borsa,kîsik
433,Beutel::N,sacchetto,kîsik
434,Bündel::N,fascio,pêçek
435,Bündel::N,fagotto,pêçek
436,Tasche::N,borsa,bêrîk
437,Eimer::N,secchio,dewl
438,Deckel::N,coperchio,devik
439,Geschirr::N,stoviglie,ferax
440,Sack::N,sacco,tûr
441,Tasse::N,tazza,kada
442,Topf::N,pèntola,beroş
443,Kessel::N,paiolo,şîril
444,Kessel::N,calderone,şîril
445,Essen::N,pasto,xwarin
446,Essen::N,mangiare,xwarin
447,Nahrung::N,cibo,xwarin
448,Nahrung::N,alimento,xwarin
449,Speise::N,piatto,xwarin
450,Fleisch::N,carne,goşt
451,Getreide::N,cereali,zad
452,Brei::N,purè,hewdêl
453,Brei::N,pappa,hewdêl
454,Brot::N,pane,
455,Scheibe::N,fetta,parçe
456,Scheibe::N,trancia,parçe
457,Fett::N,grasso,rûn
458,Butter::N,burro,rûn
459,Öl::N,olio,rûn
460,Salz::N,sale,xwe
461,Suppe::N,zuppa,şorbe
462,Suppe::N,minestra,şorbe
463,Honig::N,miele,hingiv
464,Milch::N,latte,şîr
465,Tee::N,tè,çay
466,Leder::N,pelle,çerm
467,Wolle::N,lana,herî
468,Stoff::N,panno,paç
469,Stoff::N,tessuto,paç
470,Nadel::N,ago,derzî
471,Faden::N,filo,ta
472,Knopf::N,bottone,bişkok
473,Knoten::N,nodo,girêk
474,Farbe::N,pittura,boyax
475,Kleidung::N,vestiti,çil
476,Kleidung::N,vestiario,çil
477,Hemd::N,camicia,qutik
478,Hemd::N,camicia,miltan
479,Kragen::N,bàvero,stûvang
480,Kragen::N,colletto,stûvang
481,Ärmel::N,mànica,hûçik
482,Hose::N,calzoni,şewel
483,Gürtel::N,cintura,qayiş
484,Mütze::N,berretto,fîno
485,Schuh::N,scarpa,şêkal
486,Stiefel::N,stivale,gizme
487,Stiefel::N,stivale,çizme
488,Ring::N,anello,xelek
489,Band::N,nastro,band
490,Band::N,fettuccia,band
491,Kamm::N,pèttine,şeh
492,Spiegel::N,specchio,eynik
493,Riemen::N,cinghia,qayiş
494,Schnur::N,corda,doxin
495,Leine::N,guinzaglio,şirît
496,Decke::N,coperta,bataniye
497,Kissen::N,cuscino,balgî
498,Kissen::N,guanciale,balgî
499,Tuch::N,fazzoletto,şar
500,Handtuch::N,asciugamano,dezmal
501,Kraft::N,forza,hêz
502,Kraft::N,forza,qewet
503,Stärke::N,forza,xurtî
504,Stärke::N,vigore,xurtî
505,Stärke::N,fortezza,xurtî
506,Gesundheit::N,salute,nojdarî
507,Krankheit::N,malattìa,nexweşî
508,Schmerz::N,dolore,êş
509,Wunde::N,piaga,kul
510,Wunde::N,ferita,kul
511,Fieber::N,febbre,ta
512,Arznei::N,fàrmaco,derman
513,Arznei::N,medicina,derman
514,Brücke::N,ponte,kopî
515,Brunnen::N,pozzo,çal
516,Brunnen::N,pozzo,kani
517,Weide::N,pàscolo,beyar
518,Pfad::N,sentiero,xaçirek
519,Weg::N,via,rê
520,Weg::N,cammino,rê
521,Straße::N,strada,rê
522,Dorf::N,paese,gund
523,Dorf::N,villaggio,gund
524,Stadt::N,città,baçar
525,Brief::N,lèttera,name
526,Buch::N,libro,kitêb
527,Buch::N,libro,pirtûk
528,Buchstabe::N,lèttera,herf
529,Zeitung::N,giornale,rojname
530,Leben::N,vita,jiyan
531,Tod::N,morte,mirin
532,Grab::N,tomba,mezel
533,Grab::N,sepolcro,mezel
534,Kirche::N,chiesa,gilyas
535,Sünde::N,peccato,guneh
536,Gott::N,dio,xwedê
537,Arbeiter::N,operaio,hîşçî
538,Arbeiter::N,lavoratore,hîşçî
539,Chef::N,capo,bêg
540,Chef::N,padrone,bêg
541,Meister::N,mastro,hoste
542,Meister::N,maestro,hoste
543,Arzt::N,mèdico,doktor
544,Arzt::N,dottore,doktor
545,Lehrer::N,professore,mamoste
546,Geld::N,soldi,pere
547,Geld::N,denaro,pere
548,Geschäft::N,affare,firoşgeh
549,Geschäft::N,negozio,firoşgeh
550,Laden::N,negozio,dikan
551,Preis::N,prezzo,buha
552,Ware::N,merce,tişt
553,Nutzen::N,ùtile,fêde
554,Nutzen::N,profitto,fêde
555,Reichtum::N,ricchezza,serwet
556,Welt::N,mondo,dinya
557,Land::N,paese,welat
558,Staat::N,Stato,dewlet
559,König::N,re,şah
560,König::N,re,qral
561,Macht::N,potere,qewet
562,Macht::N,potere,destihilat
563,Grenze::N,confine,kevî
564,Grenze::N,frontiera,kevî
565,Krieg::N,guerra,çeng
566,Krieg::N,guerra,sêwaş
567,Feind::N,nemico,dijmin
568,Gewalt::N,violenza,zor
569,Kampf::N,lotta,şer
570,Bogen[Waffe]::N,arco,kêvan
571,Pfeil::N,freccia,çîrik
572,Gewehr::N,fucile,tifing
573,Fehler::N,errore,şaşî
574,Fehler::N,sbaglio,şaşî
575,Lüge::N,bugìa,derew
576,Lüge::N,menzogna,derew
577,Schaden::N,danno,xisar
578,Unglück::N,sfortuna,bêbextî
579,Schuld::N,colpa,suç
580,Alter::N,età,temen
581,Schluss::N,fine,girtin
582,Zeit::N,tempo,çax
583,Tag::N,giorno,roj
584,Tag::N,giornata,roj
585,Morgen::N,mattina,sibeh
586,Mittag::N,mezzogiorno,nîro
587,Abend::N,sera,êvar
588,Abend::N,serata,êvar
589,Nacht::N,notte,şev
590,Woche::N,settimana,heftî
591,Monat::N,mese,meh
592,Jahr::N,anno,sal
593,Frühling::N,primavera,bihar
594,Sommer::N,estate,havîn
595,Herbst::N,autunno,payîz
596,Winter::N,inverno,zistan
597,Januar::N,gennaio,çile
598,Februar::N,febbraio,sibat
599,März::N,marzo,adar
600,April::N,aprile,nîsan
601,Mai::N,maggio,gûlan
602,Juni::N,giugno,hezîran
603,Juli::N,luglio,tîmeh
604,August::N,agosto,tebax
605,September::N,settembre,îlon
606,Oktober::N,ottobre,çotmeh
607,November::N,novembre,mijdar
608,Dezember::N,dicembre,kanûn
609,Montag::N,lunedì,duşemb
610,Dienstag::N,martedì,sêşem
611,Mittwoch::N,mercoledì,çarşemb
612,Donnerstag::N,giovedì,pêşemb
613,Freitag::N,venerdì,în
614,Samstag::N,sàbato,şemî
615,Sonntag::N,domenica,yekşemb
616,groß::A,grande,mezin
617,klein::A,pìccolo,çûçik
618,lang::A,lungo,dirêj
619,kurz::A,corto,kin
620,breit::A,largo,fireh
621,schmal::A,stretto,tenik
622,dicht::A,denso,gir
623,dick[Gegenstand]::A,spesso,şîşman
624,dünn::A,sottile,zirav
625,fein::A,fine,tenik
626,fein::A,delicato,tenik
627,fest::A,sodo,saxlem
628,fest::A,fisso,saxlem
629,flach::A,piano,pahn
630,flach::A,piatto,pahn
631,glatt::A,liscio,dûz
632,glatt::A,liscio,şayîk
633,hart::A,duro,hişk
634,weich::A,molle,nerm
635,rund::A,rotondo,gilover
636,spitz::A,aguzzo,pîj
637,spitz::A,appuntito,pîj
638,scharf::A,affilato,tûj
639,scharf::A,tagliente,tûj
640,stumpf::A,smussato,ne tûj
641,schwer::A,pesante,giran
642,schön::A,bello,xweş
643,schön::A,bello,xweşik
644,heiß::A,caldo,kelandî
645,heiß::A,bollente,kelandî
646,warm::A,caldo,germ
647,kalt::A,freddo,sar
648,kühl::A,fresco,jemîrî
649,frisch::A,fresco,ter
650,feucht::A,ùmido,şil
651,nass::A,bagnato,şilek
652,trocken::A,secco,zuwa
653,voll::A,pieno,tijî
654,leer::A,vuoto,vala
655,offen::A,aperto,vekirî
656,geschlossen::A,chiuso,asê
657,sauber::A,netto,pakij
658,sauber::A,pulito,pakij
659,schmutzig::A,sporco,lewitî
660,schmutzig::A,sùdicio,lewitî
661,roh::A,crudo,xav
662,reif::A,maturo,gihaştî
663,lecker::A,ghiotto,xweş
664,lecker::A,squisito,xweş
665,süß::A,dolce,şîrîn
666,bitter::A,amaro,tahl
667,sauer::A,aspro,tirş
668,sauer::A,acerbo,tirş
669,hell::A,chiaro,ronî
670,dunkel::A,buio,tarî
671,dunkel::A,oscuro,tarî
672,schwarz::A,nero,reş
673,weiß::A,bianco,sipî
674,rot::A,rosso,sor
675,gelb::A,giallo,zer
676,blau::A,blu,şîn
677,blau::A,azzurro,şîn
678,grün::A,verde,şîn
679,grau::A,grigio,gewr
680,bunt::A,variopinto,rengîn
681,billig::A,a buon prezzo,erzan
682,billig::A,a buon mercato,erzan
683,teuer::A,caro,biha
684,wertvoll::A,prezioso,hêja
685,wertvoll::A,prezioso,giranbiha
686,blind::A,cieco,kor
687,taub::A,sordo,kerr
688,kräftig::A,forte,gir
689,kräftig::A,forte,xurt
690,kräftig::A,robusto,gir
691,kräftig::A,robusto,xurt
692,stark::A,forte,xurt
693,stark::A,vigoroso,xurt
694,schwach::A,dèbole,kesad
695,fett::A,grasso,qelew
696,schlank::A,snello,zirav
697,schlank::A,slanciato,zirav
698,hübsch::A,bello,xweşik
699,hübsch::A,carino,xweşik
700,böse::A,cattivo,xerab
701,böse::A,cattivo,aciz
702,dumm::A,stùpido,gêj
703,faul::A,pigro,têmbêl
704,fleißig::A,diligente,jêhatî
705,geizig::A,avaro,destgirtî
706,klug::A,intelligente,baqil
707,geschickt::A,àbile,zîrek
708,geschickt::A,àbile,ziring
709,lieb::A,caro,delal
710,lustig::A,gaio,kêfxweş
711,lustig::A,allegro,kêfxweş
712,sanft::A,dolce,nazenîn
713,hungrig::A,affamato,birçî
714,krank::A,malato,nexweş
715,krank::A,infermo,nexweş
716,nackt::A,nudo,rût
717,nackt::A,nudo,tazî
718,traurig::A,triste,xemgîn
719,lebendig::A,vivo,bisaxî
720,gut::A,buono,baş
721,schlecht::A,cattivo,xerab
722,richtig::A,giusto,rast
723,richtig::A,giusto,saxlem
724,schlimm::A,grave,nebaş
725,wahr::A,vero,rast
726,alt::A,vecchio,pîr
727,alt::A,vecchio,kevn
728,neu::A,nuovo,nû
729,ehemalig::A,vecchio,kevnar
730,ehemalig::A,vecchio,peşidar
731,ehemalig::A,d'una_volta,kevnar
732,ehemalig::A,d'una_volta,peşidar
733,alt[Lebewesen]::A,anziano,pîr
734,jung::A,giovane,xort
735,arm::A,pòvero,feqîr
736,arm::A,pòvero,desteng
737,reich::A,ricco,dewlemend
738,bekannt::A,noto,naskirî
739,bekannt::A,conosciuto,naskirî
740,berühmt::A,famoso,navdar
741,berühmt::A,cèlebre,navdar
742,fremd::A,estràneo,xerîb
743,fremd::A,straniero,xerîb
744,verschieden::A,diverso,çîhê
745,verschieden::A,differente,çîhê
746,nah::A,vicino,nêzîk
747,nah::A,propinquo,nêzîk
748,fern::A,lontano,dûr
749,linker::A,sinistro,çepê
750,rechter::A,destro,rastê
751,anderer::A,altro,yê din
752,erster::A,primo,yekemîn
753,zweiter::A,secondo,duda
754,dritter::A,terzo,sisêya
755,letzter::A,ùltimo,paşîn
756,allein::ADV,solo,tenê
757,allein::ADV,da solo,tenê
758,auf einmal::ADV,insieme,jar kê
759,zusammen::ADV,insieme,tev
760,zusammen::ADV,insieme,bi hev re
761,lange::ADV,a lungo,dirêj
762,plötzlich::ADV,all'improvviso,ji nişkave
763,sofort::ADV,sùbito,yekser
764,sofort::ADV,all'istante,yekser
765,später::ADV,più tardi,paşiyê
766,jetzt::ADV,ora,nuha
767,jetzt::ADV,adesso,nuha
768,heute::ADV,oggi,îro
769,morgen::ADV,domani,sibeh
770,bald::ADV,presto,nêzîk
771,bald::ADV,tra poco,nêzîk
772,dann::ADV,allora,paşê
773,gestern::ADV,ieri,do
774,einst::ADV,prima,jar ke
775,einst::ADV,un tempo,jar ke
776,damals::ADV,allora,hîngî
777,danach::ADV,poi,piştra
778,danach::ADV,dopo,piştra
779,vorher::ADV,prima,pîşî
780,zuerst::ADV,prima,bere
781,zuerst::ADV,dapprima,bere
782,einmal::ADV,una volta,çarik
783,manchmal::ADV,talvolta,çarna
784,manchmal::ADV,qualche volta,çarna
785,oft::ADV,spesso,gelek çaran
786,immer::ADV,sempre,daîm
787,niemals::ADV,non mai,tu çar
788,hier::ADV,qua,li vir
789,hierhin::ADV,qua,vir
790,von hier::ADV,ne,ji vir
791,von hier::ADV,da qui,ji vir
792,dort::ADV,lì,li wê derê
793,dorthin::ADV,là,wêda
794,geradeaus::ADV,diritto,rastê rast
795,vorwärts::ADV,avanti,ber bi pêş
796,rückwärts::ADV,all'indietro,paşpê
797,zurück::ADV,di indietro,paşdo
798,zurück::ADV,di indietro,paşvê
799,unten::ADV,giù,jêrî
800,unten::ADV,sotto,jêrî
801,hinab::ADV,giù,berjêr
802,hinab::ADV,in giù,berjêr
803,oben::ADV,su,banî
804,oben::ADV,sopra,banî
805,hinauf::ADV,in sù,banî
806,hinauf::ADV,in alto,banî
807,überall::ADV,dappertutto,li her derê
808,nicht::ADV,non,ne
809,nicht::ADV,non,nîn
810,nicht::ADV,non,tine
811,ein wenig::ADV,un po',hebkî
812,ein wenig::ADV,un poco,hebkî
813,kaum::ADV,a appena,tema
814,kaum::ADV,a appena,himangi
815,sehr::ADV,molto,gelek
816,so::ADV,così,weha
817,so::ADV,tanto,weha
818,noch::ADV,ancora,hêj
819,noch::ADV,ancora,dîsa
820,nur::ADV,solo,tenê
821,nur::ADV,solo,bes
822,nur::ADV,soltanto,tenê
