,Concept_ID,eu,lt
174,Schwanz::N,buztan,uodega
175,Ei::N,arrautza,kiaušinis
176,Nest::N,habia,gūžta
177,Nest::N,habia,lizdas
178,Bau::N,ohantze,ola
179,Tier::N,abere,gyvūnas
180,Tier::N,piztia,gyvūnas
181,Herde::N,saldo,banda
182,Herde::N,saldo,kaimenė
183,Herde::N,abere talde,banda
184,Herde::N,abere talde,kaimenė
185,Kuh::N,behi,karvė
186,Bulle::N,zezen,bulius
187,Pferd::N,zaldi,arklys
188,Schaf::N,ardi,avis
189,Schwein::N,urde,kiaulė
190,Schwein::N,txerri,kiaulė
191,Hund::N,txakur,šuo
192,Katze::N,katu,katė
193,Bär::N,hartz,lokys
194,Eichhörnchen::N,urtxintxa,voveraitė
195,Elch::N,altze,briedis
196,Fuchs::N,azeri,lapė
197,Hase::N,erbi,kiškas
198,Maus::N,sagu,pelė
199,Wolf::N,otso,vilkas
200,Vogel::N,txori,paukštis
201,Vogel::N,hegazti,paukštis
202,Schwarm::N,aldra,spiečius
203,Huhn::N,oilo,višta
204,Hahn::N,oilar,gaidys
205,Gans::N,antzara,žąsis
206,Adler::N,arrano,erelis
207,Ente::N,ahate,antis
208,Eule::N,hontza,pelėda
209,Kranich::N,kurrilo,gervė
210,Krähe::N,bele,varna
211,Kuckuck::N,kuku,gegužė
212,Schwan::N,beltxarga,gulbė
213,Fisch::N,arrain,žuvis
214,Barsch::N,perka,ešerys
215,Hecht::N,lutxo,lydeka
216,Schlange[Tier]::N,suge,gyvatė
217,Wurm::N,har,kirmėlė
218,Spinne::N,armiarma,voras
219,Ameise::N,inurri,skruzdė
220,Laus::N,zorri,utėlė
221,Mücke::N,eltxo,uodas
222,Fliege::N,euli,musė
223,Schmetterling::N,pinpirin,drugys
224,Schmetterling::N,pinpirin,peteliškė
225,Schmetterling::N,tximeleta,drugys
226,Schmetterling::N,tximeleta,peteliškė
227,Beere::N,baia,uoga
228,Apfel::N,sagar,obuolys
229,Pilz::N,onddo,grybas
230,Pilz::N,perretxiko,grybas
231,Zwiebel::N,tipula,svogūnas
232,Saat::N,haziak,sėkla
233,Korn::N,ale,grūdai
234,Korn::N,pikor,grūdai
235,Heu::N,belar ondu,šienas
236,Schale::N,azal,žievelė
237,Grube::N,hobi,duobė
238,Falle::N,harrapagailu,pinklės
239,Falle::N,harrapagailu,žabangai
240,Schlinge::N,bilur,kilpa
241,Schlinge::N,xedera,kilpa
242,Spur::N,lorratz,vėžė
243,Spur::N,lorratz,pėdos
244,Spur::N,lorratz,pėdsakas
245,Asche::N,errauts,pelenai
246,Dreck::N,satsukeria,purvas
247,Eisen::N,burdina,geležis
248,Gold::N,urre,auksas
249,Gold::N,urregorri,auksas
250,Silber::N,zilar,sidabras
251,Silber::N,urrezuri,sidabras
252,Kohle::N,ikatz,anglis
253,Glas::N,beira,stiklas
254,Lehm::N,buztin,molis
255,Sand::N,harea,smėlis
256,Sand::N,hondar,smėlis
257,Mensch::N,gizaki,žmogus
258,Mann::N,gizon,vyras
259,Mann::N,gizon,vyriškis
260,Frau::N,andere,moteris
261,Frau::N,emakume,moteris
262,Kind::N,haur,vaikas
263,Junge::N,mutil,vaikinas
264,Junge::N,mutil,berniukas
265,Mädchen::N,neska,mergytė
266,Mädchen::N,neska,mergaitė
267,Familie::N,sendi,šeima
268,Familie::N,familia,šeima
269,Großvater::N,aitona,senelis
270,Großvater::N,aitatxi,senelis
271,Großmutter::N,amona,senelė
272,Großmutter::N,amatxi,senelė
273,Eltern::N,gurasoak,tėvai
274,Vater::N,aita,tėvas
275,Mutter::N,ama,motina
276,Sohn::N,seme,sūnus
277,Tochter::N,alaba,duktė
278,Bruder::N,neba,brolis
279,Bruder::N,anaia,brolis
280,Schwester::N,ahizpa,sesuo
281,Onkel::N,osaba,dėdė
282,Tante::N,izeba,teta
283,Ehemann::N,senar,vyras
284,Ehefrau::N,emazte,žmona
285,Freude::N,poz,džiaugsmas
286,Freude::N,pozkari,džiaugsmas
287,Gelächter::N,barre,juokas
288,Gelächter::N,karkara,juokas
289,Glück::N,zori,laimė
290,Kummer::N,xangrin,vargas
291,Kummer::N,xangrin,rūpestis
292,Kummer::N,atsekabe,vargas
293,Kummer::N,atsekabe,rūpestis
294,Wunsch::N,nahi,troškimas
295,Wunsch::N,nahi,pageidavimas
296,Wunsch::N,nahikunde,troškimas
297,Wunsch::N,nahikunde,pageidavimas
298,Lust::N,gogo,noras
299,Lust::N,gogo,geidulys
300,Geist::N,gogo,dvasia
301,Gedanke::N,gogoeta,mintis
302,Gedächtnis::N,oroimen,atmintis
303,Gedächtnis::N,gogoramen,atmintis
304,Verstand::N,adimen,protas
305,Verstand::N,ulermen,protas
306,Sinn::N,zentzu,prasmė
307,Grund::N,zergati,priežastis
308,Wahrheit::N,egia,tiesa
309,Wahrheit::N,egia,teisybė
310,Gespräch::N,hizketa,pokalbis
311,Gespräch::N,elkarrizketa,pokalbis
312,Märchen::N,ipuin,pasaka
313,Erzählung::N,edesti,apsakymas
314,Erzählung::N,edesti,pasakojimas
315,Erzählung::N,kontakizun,apsakymas
316,Erzählung::N,kontakizun,pasakojimas
317,Nachricht::N,albiste,žinia
318,Neuigkeit::N,berri,naujiena
319,Name::N,izen,vardas
320,Rätsel::N,asmakizun,mįslė
321,Rede::N,hitzaldi,kalba
322,Rede::N,mintzaldi,kalba
323,Sprache::N,hizkuntza,kalba
324,Stimme::N,ahots,balsas
325,Wort::N,hitz,žodis
326,Zeichen::N,agerbide,žymė
327,Zeichen::N,agerbide,ženklas
328,Zeichen::N,agergarri,žymė
329,Zeichen::N,agergarri,ženklas
330,Ruf::N,dei,šauksmas
331,Lärm::N,zarata,triukšmas
332,Lärm::N,harrabots,triukšmas
333,Laut::N,hots,garsas
334,Ton::N,tonu,tonas
335,Ton::N,tonu,garsas
336,Ton::N,soinu,tonas
337,Ton::N,soinu,garsas
338,Lied::N,abesti,daina
339,Lied::N,abesti,giesmė
340,Ruhe::N,nasaitasun,ramybė
341,Ruhe::N,nasaitasun,ramumas
342,Leute::N,jende,žmonės
343,Volk::N,herri,tauta
344,Volk::N,populu,tauta
345,Arbeit::N,lan,darbas
346,Arbeit::N,lan,triūsas
347,Gast::N,arrotz,svečias
348,Gast::N,apopilo,svečias
349,Geschenk::N,opari,dovana
350,Spiel::N,jolas,žaismas
351,Spiel::N,jolas,žaidimas
352,Gesellschaft::N,gizarte,draugija
353,Gesellschaft::N,gizarte,kompanija
354,Hilfe::N,helpide,pagalba
355,Hilfe::N,laguntza,pagalba
356,Freund::N,lagun,draugas
357,Freund::N,lagun,bičiulis
358,Kamerad::N,adiskide,draugas
359,Kamerad::N,lagunkide,draugas
360,Angelegenheit::N,afera,dalykas
361,Angelegenheit::N,afera,reikalas
362,Anzahl::N,kopuru,kiekis
363,Anzahl::N,kopuru,skaičius
364,Art::N,mota,rūšis
365,Stück::N,puska,gabalas
366,Teil::N,atal,dalis
367,Hälfte::N,erdi,pusė
368,Kreis::N,biribilki,ratas
369,Kreis::N,biribilki,apskritis
370,Kreis::N,biribilki,apskritimas
371,Kreuz::N,gurutze,kryžius
372,Linie::N,linea,linija
373,Strich::N,marra,brėžis
374,Strich::N,marra,brūkšnys
375,Abstand::N,tarte,atstumas
376,Entfernung::N,urrunera,atstumas
377,Gegend::N,alderdi,vietovė
378,Gegend::N,eskualde,vietovė
379,Platz::N,leku,vieta
380,Ort::N,toki,vieta
381,Ort::N,toki,vietovė
382,Seite::N,albo,pusė
383,Seite::N,albo,šonas
384,Mitte::N,erdi,vidurys
385,Gegenstand::N,gauzaki,dalykas
386,Sache::N,gauza,daiktas
387,Rand::N,ertz,kraštas
388,Rand::N,ertz,pakraštys
389,Kante::N,ertz,kraštas
390,Ecke::N,kantoi,kertė
391,Ecke::N,kantoi,kampas
392,Spitze::N,punta,priekis
393,Spitze::N,punta,priešakys
394,Ende::N,buru,galas
395,Ende::N,mutur,galas
396,Loch::N,zulo,skylė
397,Winkel::N,zoko,kampas
398,Winkel::N,zoko,kampelis
399,Winkel::N,bazter,kampas
400,Winkel::N,bazter,kampelis
401,Muster::N,eredu,raštas
402,Muster::N,marrazki,raštas
403,Größe::N,kaizu,dydis
404,Größe::N,kaizu,didumas
405,Größe::N,tamaina,dydis
406,Größe::N,tamaina,didumas
407,Länge::N,luzera,ilgis
408,Länge::N,luzera,ilgumas
409,Höhe::N,goiera,aukštis
410,Höhe::N,goiera,aukštuma
411,Höhe::N,garaiera,aukštis
412,Höhe::N,garaiera,aukštuma
413,Gewicht::N,hazta,svoris
414,Gewicht::N,hazta,svarstis
415,Menge::N,kopuru,kiekis
416,Menge::N,kopuru,daugybė
417,Haufen::N,pila,krūva
418,Haufen::N,pila,šūsnis
419,Haufen::N,mendoi,krūva
420,Haufen::N,mendoi,šūsnis
421,Reihe::N,ilara,greta
422,Reihe::N,errenkada,greta
423,Boot::N,potin,valtis
424,Boot::N,potin,laivelis
425,Boot::N,txalupa,valtis
426,Boot::N,txalupa,laivelis
427,Ruder::N,arraun,irklas
428,Schlitten::N,lera,rogės
429,Schlitten::N,lera,rogutės
430,Schlitten::N,narra,rogės
431,Schlitten::N,narra,rogutės
432,Ski::N,eski,slidė
433,Lagerfeuer::N,su,laužas
434,Last::N,zama,našta
435,Last::N,zama,nešulys
436,Last::N,karga,našta
437,Last::N,karga,nešulys
438,Gang::N,ibilera,eisena
439,Schritt::N,pauso,žingsnis
440,Schritt::N,urrats,žingsnis
441,Norden::N,ipar,šiaurė
442,Norden::N,ipar,žiemiai
443,Norden::N,iparralde,šiaurė
444,Norden::N,iparralde,žiemiai
445,Süden::N,hego,pietūs
446,Süden::N,hegoalde,pietūs
447,Westen::N,sartalde,vakarai
448,Westen::N,mendebalde,vakarai
449,Osten::N,ekialde,rytai
450,Osten::N,sortalde,rytai
451,Holz::N,zur,mediena
452,Brett::N,ohol,lenta
453,Platte::N,lauza,plokštė
454,Stütze::N,irozgarri,atrama
455,Stütze::N,irozgarri,atspara
456,Stütze::N,bermagailu,atrama
457,Stütze::N,bermagailu,atspara
458,Stange::N,haga,lazda
459,Stange::N,haga,kartis
460,Stock::N,makila,lazda
461,Stab::N,makila,kartis
462,Rohr::N,hodi,vamzdis
463,Haus::N,etxe,namas
464,Heim::N,etxe,namai
465,Heim::N,etxaleku,namai
466,Ofen::N,berogailu,krosnis
467,Fußboden::N,zoru,grindys
468,Tisch::N,mahai,stalas
469,Stuhl::N,aulki,kėdė
470,Wiege::N,kuma,lopšys
471,Wiege::N,sehaska,lopšys
472,Bett::N,ohe,lova
473,Bett::N,ohe,patalai
474,Bett::N,ohatze,lova
475,Bett::N,ohatze,patalai
476,Regal::N,apalategi,lentyna
477,Kiste::N,kutxa,dėžė
478,Fenster::N,leiho,langas
479,Tür::N,ate,durys
480,Tor::N,atari,vartai
481,Zaun::N,hesi,tvora
482,Dach::N,teilatu,stogas
483,Leiter::N,zurubi,kopėčios
484,Besen::N,erratz,šluota
485,Spaten::N,burdinpala,lopeta
486,Spaten::N,burdinpala,kastuvas
487,Schaufel::N,pala,semtuvas
488,Gabel::N,sardexka,šakutė
489,Löffel::N,koilara,šaukštas
490,Messer::N,aizto,peilis
491,Nagel::N,iltze,vinis
492,Netz::N,sare,tinklas
493,Haken::N,mako,vagis
494,Haken::N,mako,kablys
495,Griff::N,eskutoki,kotas
496,Griff::N,eskutoki,rankena
497,Schloss::N,sarraila,spyna
498,Schloss::N,sarraila,užraktas
499,Bild::N,irudi,paveikslas
500,Figur::N,figura,figūra
501,Puppe::N,panpina,lėlė
502,Puppe::N,andrakila,lėlė
503,Beutel::N,zorro,krepšys
504,Beutel::N,zorro,maišelis
505,Bündel::N,azao,ryšulys
506,Bündel::N,espal,ryšulys
507,Tasche::N,poltsa,krepšelis
508,Eimer::N,treska,kibiras
509,Deckel::N,tapa,dangtis
510,Deckel::N,estalki,dangtis
511,Geschirr::N,baxera,indai
512,Geschirr::N,ontziteria,indai
513,Sack::N,zaku,maišas
514,Tasse::N,kikara,puodukas
515,Topf::N,ontzi,puodas
516,Topf::N,lapiko,puodas
517,Kessel::N,pazia,katilas
518,Essen::N,janaldi,valgis
519,Nahrung::N,jan,penas
520,Nahrung::N,jan,maistas
521,Speise::N,jaki,patiekalas
522,Fleisch::N,okela,mėsa
523,Fleisch::N,haragi,mėsa
524,Getreide::N,labore,javai
525,Brei::N,ahi,košė
526,Brei::N,pure,košė
527,Brot::N,ogi,duona
528,Scheibe::N,xerra,riekė
529,Scheibe::N,pirripita,riekė
530,Fett::N,urin,taukai
531,Fett::N,urin,riebalai
532,Fett::N,koipe,taukai
533,Fett::N,koipe,riebalai
534,Butter::N,gurin,sviestas
535,Öl::N,olio,aliejus
536,Salz::N,gatz,druska
537,Suppe::N,zopa,sriuba
538,Suppe::N,salda,sriuba
539,Honig::N,ezti,medus
540,Milch::N,esne,pienas
541,Tee::N,te,arbata
542,Leder::N,larru,oda
543,Wolle::N,artile,vilna
544,Stoff::N,ehun,audeklas
545,Nadel::N,orratz,adata
546,Nadel::N,jostorratz,adata
547,Faden::N,hari,gija
548,Faden::N,hari,siūlas
549,Knopf::N,botoi,saga
550,Knoten::N,korapilo,mazgas
551,Farbe::N,pintura,dažai
552,Kleidung::N,arropa,rūbai
553,Kleidung::N,arropa,drabužiai
554,Kleidung::N,jantziak,rūbai
555,Kleidung::N,jantziak,drabužiai
556,Hemd::N,atorra,marškiniai
557,Hemd::N,alkandora,marškiniai
558,Kragen::N,idun,apykaklė
559,Ärmel::N,mahuka,rankovė
560,Hose::N,prakak,kelnės
561,Hose::N,galtzak,kelnės
562,Gürtel::N,gerriko,juosta
563,Gürtel::N,gerriko,diržas
564,Mütze::N,txano,kepurė
565,Mütze::N,txapel,kepurė
566,Schuh::N,oski,batas
567,Schuh::N,oinetako,batas
568,Stiefel::N,bota,auliniai batai
569,Ring::N,uztai,žiedas
570,Band::N,zinta,kaspinas
571,Band::N,xingola,kaspinas
572,Kamm::N,orrazi,šukos
573,Spiegel::N,mirail,veidrodis
574,Riemen::N,uhal,diržas
575,Schnur::N,lokailu,virvė
576,Leine::N,lotura,pavadėlis
577,Decke::N,burusi,antklodė
578,Kissen::N,kuxin,pagalvė
579,Kissen::N,kuxin,priegalvis
580,Tuch::N,zapi,skarelė
581,Tuch::N,oihal,skarelė
582,Handtuch::N,eskuzapi,rankšluostis
583,Handtuch::N,eskuoihal,rankšluostis
584,Kraft::N,indar,jėga
585,Stärke::N,indar,stiprumas
586,Gesundheit::N,osasun,sveikata
587,Krankheit::N,eritasun,liga
588,Krankheit::N,gaixotasun,liga
589,Schmerz::N,min,skausmas
590,Wunde::N,zauri,žaizda
591,Fieber::N,sukar,karštis
592,Arznei::N,osagai,vaistas
593,Arznei::N,sendagai,vaistas
594,Brücke::N,zubi,tiltas
595,Brunnen::N,putzu,šulinys
596,Weide::N,alha,ganykla
597,Weide::N,alha,gluosnis
598,Weide::N,bazkaleku,ganykla
599,Weide::N,bazkaleku,gluosnis
600,Pfad::N,zidor,takas
601,Pfad::N,bidexka,takas
602,Weg::N,bide,kelias
603,Straße::N,errepide,gatvė
604,Dorf::N,herri,kaimas
605,Dorf::N,herri,sodžius
606,Stadt::N,hiri,miestas
607,Brief::N,gutun,laiškas
608,Brief::N,eskutitz,laiškas
609,Buch::N,liburu,knyga
610,Buchstabe::N,hizki,raidė
611,Zeitung::N,egunkari,laikraštis
612,Leben::N,bizi,gyvybė
613,Leben::N,bizi,gyvenimas
614,Leben::N,bizitza,gyvybė
615,Leben::N,bizitza,gyvenimas
616,Tod::N,herio,mirtis
617,Tod::N,heriotza,mirtis
618,Grab::N,hobi,kapas
619,Grab::N,hilobi,kapas
620,Kirche::N,eliza,bažnyčia
621,Sünde::N,hoben,nuodėmė
622,Sünde::N,hoben,nusidėjimas
623,Sünde::N,bekatu,nuodėmė
624,Sünde::N,bekatu,nusidėjimas
625,Gott::N,jainko,dievas
626,Arbeiter::N,langile,darbininkas
627,Arbeiter::N,behargin,darbininkas
628,Chef::N,nagusi,šefas
629,Chef::N,nagusi,vadovas
630,Chef::N,nagusi,viršininkas
631,Meister::N,maisu,meistras
632,Arzt::N,osagile,gydytojas
633,Arzt::N,sendagile,gydytojas
634,Lehrer::N,irakasle,mokytojas
635,Geld::N,diru,pinigai
636,Geschäft::N,negozio,biznis
637,Laden::N,denda,krautuvė
638,Laden::N,denda,parduotuvė
639,Laden::N,saltegi,krautuvė
640,Laden::N,saltegi,parduotuvė
641,Preis::N,prezio,kaina
642,Preis::N,salneurri,kaina
643,Ware::N,salgai,prekė
644,Nutzen::N,onura,nauda
645,Nutzen::N,onura,pelnas
646,Nutzen::N,probetxu,nauda
647,Nutzen::N,probetxu,pelnas
648,Reichtum::N,aberastasun,turtas
649,Welt::N,ludi,pasaulis
650,Welt::N,mundu,pasaulis
651,Land::N,herrialde,žemė
652,Land::N,herrialde,šalis
653,Staat::N,estatu,valstija
654,König::N,errege,karalius
655,Macht::N,botere,galia
656,Macht::N,botere,valdžia
657,Grenze::N,muga,riba
658,Grenze::N,muga,siena
659,Krieg::N,guda,karas
660,Feind::N,etsai,priešas
661,Feind::N,arerio,priešas
662,Gewalt::N,bortxa,jėga
663,Gewalt::N,bortxa,smurtas
664,Gewalt::N,bortxa,prievarta
665,Gewalt::N,bortizkeria,jėga
666,Gewalt::N,bortizkeria,smurtas
667,Gewalt::N,bortizkeria,prievarta
668,Kampf::N,gudu,kova
669,Kampf::N,auska,kova
670,Bogen[Waffe]::N,arku,lankas
671,Pfeil::N,gezi,strėlė
672,Gewehr::N,fusil,šautuvas
673,Fehler::N,huts,klaida
674,Fehler::N,hutsegin,klaida
675,Lüge::N,gezur,melas
676,Schaden::N,kalte,nuostolis
677,Schaden::N,kalte,apgadinimas
678,Unglück::N,zoritxar,nelaimė
679,Unglück::N,zorigaitz,nelaimė
680,Schuld::N,erru,kaltė
681,Alter::N,adin,amžius
682,Schluss::N,bukaera,pabaiga
683,Zeit::N,aldi,laikas
684,Zeit::N,denbora,laikas
685,Tag::N,egun,diena
686,Morgen::N,goiz,rytas
687,Mittag::N,eguerdi,vidurdienis
688,Abend::N,arrats,vakaras
689,Nacht::N,gau,naktis
690,Woche::N,aste,savaitė
691,Monat::N,hil,mėnuo
692,Jahr::N,urte,metai
693,Frühling::N,udalehen,pavasaris
694,Sommer::N,uda,vasara
695,Herbst::N,udazken,ruduo
696,Herbst::N,neguantz,ruduo
697,Winter::N,negu,žiema
698,Januar::N,urtarril,sausis
699,Februar::N,otsail,vasaris
700,März::N,martxo,kovas
701,April::N,apiril,balandis
702,Mai::N,maiatz,gegužė
703,Juni::N,ekain,birželis
704,Juli::N,uztail,liepa
705,August::N,abuztu,rugpjūtis
706,September::N,irail,rugsėjis
707,Oktober::N,urri,spalis
708,November::N,azaro,lapkritis
709,Dezember::N,abendu,gruodis
710,Montag::N,astelehen,pirmadienis
711,Dienstag::N,astearte,antradienis
712,Mittwoch::N,asteazken,trečiadienis
713,Donnerstag::N,ostegun,ketvirtadienis
714,Freitag::N,ostiral,penktadienis
715,Samstag::N,larunbat,šeštadienis
716,Sonntag::N,igande,sekmadienis
717,groß::A,handi,didis
718,groß::A,handi,didelis
719,klein::A,txiki,mažas
720,lang::A,luze,ilgas
721,kurz::A,labur,trumpas
722,breit::A,zabal,platus
723,schmal::A,mehar,smulkus
724,dicht::A,sarri,tankus
725,dicht::A,trinko,tankus
726,dick[Gegenstand]::A,lodi,storas
727,dünn::A,mehe,plonas
728,fein::A,fin,smulkus
729,fest::A,tinko,kietas
730,fest::A,tinko,tvirtas
731,flach::A,lau,lėkštas
732,flach::A,lau,plokščias
733,flach::A,ordoki,lėkštas
734,flach::A,ordoki,plokščias
735,glatt::A,leun,slidus
736,hart::A,gogor,kietas
737,weich::A,bigun,minkštas
738,weich::A,beratz,minkštas
739,rund::A,biribil,apvalus
740,rund::A,biribil,apskritas
741,spitz::A,puntadun,aštrus
742,spitz::A,puntadun,smailus
743,scharf::A,zorrotz,aštrus
744,stumpf::A,kamuts,bukas
745,stumpf::A,kamuts,atšipęs
746,schwer::A,astun,sunkus
747,schwer::A,pisutsu,sunkus
748,schön::A,eder,gražus
749,heiß::A,bero,karštas
750,heiß::A,oso bero,karštas
751,warm::A,bero,šiltas
752,kalt::A,hotz,šaltas
753,kühl::A,hotzil,vėsus
754,kühl::A,hotzil,bejausmis
755,frisch::A,fresko,šviežias
756,frisch::A,hozkirri,šviežias
757,feucht::A,heze,drėgnas
758,nass::A,busti,šlapias
759,trocken::A,siku,sausas
760,trocken::A,lehor,sausas
761,voll::A,bete,pilnas
762,leer::A,huts,tuščias
763,offen::A,ireki,atviras
764,geschlossen::A,itxita,uždaras
765,geschlossen::A,itxita,uždarytas
766,sauber::A,xahu,švarus
767,sauber::A,garbi,švarus
768,schmutzig::A,lohi,nešvarus
769,schmutzig::A,lohi,purvinas
770,schmutzig::A,zikin,nešvarus
771,schmutzig::A,zikin,purvinas
772,roh::A,gordin,žalias
773,reif::A,umo,prinokęs
774,reif::A,umo,pribrendęs
775,reif::A,heldu,prinokęs
776,reif::A,heldu,pribrendęs
777,lecker::A,goxo,gardus
778,süß::A,goxo,saldus
779,bitter::A,karmin,kartus
780,bitter::A,garratz,kartus
781,sauer::A,mingots,gižus
782,sauer::A,mingots,rūgštus
783,hell::A,argi,šviesus
784,hell::A,argi,skaistus
785,dunkel::A,ilun,tamsus
786,schwarz::A,beltz,juodas
787,weiß::A,zuri,baltas
788,rot::A,gorri,raudonas
789,gelb::A,hori,geltonas
790,blau::A,urdin,mėlynas
791,grün::A,berde,žalias
792,grün::A,musker,žalias
