,Concept_ID,sq,ru
825,fließen::V,rrjedh,течь
826,sich drehen::V,rrotullohem,вращаться
827,schwanken::V,dyzoj,колебаться
828,schwingen::V,dridhem,качаться
829,fallen::V,bie,падать
830,brennen::V,digjem,гореть
831,rauchen::V,nxjerr tym,дымить
832,regnen::V,bie shi,дождить
833,gefrieren::V,ngrij,замерзнуть
834,tauen::V,shkrij,таять
835,schmelzen::V,shkrij,плавиться
836,trocknen::V,thaj,сохнуть
837,sieden::V,ziej,кипеть
838,faulen::V,kalbem,гнить
839,faulen::V,prishem,гнить
840,verfaulen::V,kalbem,сгнить
841,reißen::V,grisem,рваться
842,reißen::V,shqyhem,рваться
843,versinken::V,humboj,тонуть
844,vergehen::V,kaloj,проходить
845,erscheinen::V,dukem,появиться
846,verschwinden::V,zhdukem,исчезнуть
847,sinken::V,ulem,спадать
848,abnehmen::V,pakësohem,уменьшиться
849,abnehmen::V,zvogëlohem,уменьшиться
850,zunehmen::V,shtohem,увеличиваться
851,steigen::V,rritem,подниматься
852,wachsen::V,rritem,расти
853,glänzen::V,vezulloj,блестеть
854,funkeln::V,xixoj,сверкать
855,funkeln::V,xixëlloj,сверкать
856,lärmen::V,oshtij,шуметь
857,lärmen::V,zhurmoj,шуметь
858,läuten::V,bie,звонить
859,klingeln::V,i bie ziles,звонить
860,klirren::V,kërcëlloj,звякать
861,brausen::V,gjëmoj,бушевать
862,rauschen::V,fëshfërij,шелестеть
863,klingen::V,tingëlloj,звучать
864,bellen::V,leh,лаять
865,heulen::V,ulërij,выть
866,blasen::V,fryj,дунуть
867,pfeifen::V,fishkëllej,свистеть
868,schreien::V,bërtas,кричать
869,stöhnen::V,rënkoj,стонать
870,zittern::V,trembem,дрожать
871,leben::V,rroj,жить
872,leben::V,jetoj,жить
873,geboren werden::V,lind,родиться
874,atmen::V,marr frymë,дышать
875,trinken::V,pi,пить
876,essen::V,ha,есть
877,essen::V,ha,кушать
878,schlucken::V,gëlltis,глотать
879,schlucken::V,kapërdij,глотать
880,müde werden::V,lodhem,устать
881,einschlafen::V,bie të fle,заснуть
882,schlafen::V,fle,спать
883,aufwachen::V,zgjohem,проснуться
884,aufstehen::V,çohem,встать
885,aufstehen::V,ngrihem,встать
886,sich erholen::V,qetësohem,отдыхать
887,sich erholen::V,shtendosem,отдыхать
888,krank werden::V,bie i sëmurë,заболеть
889,krank sein::V,jam i sëmurë,болеть
890,schmerzen::V,dhemb,болеть
891,husten::V,kollitem,кашлять
892,genesen::V,shërohem,поправиться
893,sterben::V,vdes,умереть
894,umkommen::V,vdes,погибнуть
895,umkommen::V,mbaroj,погибнуть
896,sich bewegen::V,shkundem,двигаться
897,sich rühren::V,lëviz,шевельнуться
898,sich erheben::V,ngrihem,встать
899,sich setzen::V,ulem,сесть
900,hinfallen::V,gremisem,упасть
901,laufen::V,eci,ходить
902,schreiten::V,çapem,шагать
903,spazierengehen::V,shëtis,гулять
904,eilen::V,ngas,спешить
905,sich beeilen::V,nxitoj,торопиться
906,sausen::V,eci shpejt,мчаться
907,rennen::V,vrapoj,бегать
908,springen::V,kërcej,прыгать
909,klettern::V,hipi,лазать
910,schaukeln::V,kolovitem,раскачиваться
911,kriechen::V,zvarritem,ползать
912,schwimmen::V,notoj,плавать
913,tauchen::V,zhytem,нырять
914,rudern::V,vozis,грести
915,fahren::V,shkoj,ехать
916,fliegen::V,fluturoj,летать
917,gehen::V,eci,идти
918,gehen::V,shkoj,идти
919,weggehen::V,vete,уйти
920,abfahren::V,nisem,отправиться
921,anhalten::V,ndalem,остановиться
922,hineingehen::V,futem,входить
923,eintreten::V,hyj,войти
924,kommen::V,vij,прийти
925,ankommen::V,arrij,прибыть
926,ankommen::V,mbërrij,прибыть
927,zurückkommen::V,kthehem,возвратиться
928,bleiben::V,mbetem,остаться
929,bleiben::V,qëndroj,остаться
930,warten::V,pres,ждать
931,erwarten::V,pres,ожидать
932,suchen::V,kërkoj,искать
933,finden::V,gjej,найти
934,versuchen::V,mundohem,пытаться
935,vorbereiten::V,përgatis,подготовить
936,lieben::V,dashuroj,любить
937,mögen::V,dua,любить
938,lachen::V,qesh,смеяться
939,rühren::V,mallëngjej,растрогать
940,weinen::V,qaj,плакать
941,schimpfen::V,shaj,ругаться
942,sich ärgern::V,bëhem verem,сердиться
943,sich fürchten::V,kam frikë,бояться
944,sich fürchten::V,frikësohem,бояться
945,fürchten::V,kam frikë nga,бояться
946,fliehen::V,arratisem,убегать
947,flüchten::V,iki,убежать
948,sehen::V,shoh,видеть
949,anschauen::V,shikoj,посмотреть
950,ansehen::V,shikoj,смотреть
951,hören::V,dëgjoj,слышать
952,zuhören::V,veshtoj,слушать
953,probieren::V,provoj,пробовать
954,riechen::V,nuhas,нюхать
955,fühlen::V,ndiej,чувствовать
956,scheinen::V,ndriçoj,казаться
957,zu sehen sein::V,dukem,виднеться
958,vernehmen::V,dëgjoj,услышать
959,frieren::V,mërdhij,мерзнуть
960,tun::V,bëj,делать
961,können::V,mund,мочь
962,können::V,mund,уметь
963,wollen::V,dua,хотеть
964,wollen::V,dëshiroj,хотеть
965,anfangen::V,filloj,начать
966,beenden::V,kryej,закончить
967,beenden::V,mbaroj,закончить
968,aufhören::V,pushoj,перестать
969,gelingen::V,më shkon mbarë,удаться
970,geraten::V,del,оказаться
971,öffnen::V,hap,открыть
972,schließen::V,mbyll,закрыть
973,stellen::V,vë,поставить
974,setzen::V,vë,посадить
975,legen::V,vë,класть
976,berühren::V,rrok,трогать
977,verbinden::V,bashkoj,связать
978,bedecken::V,mbuloj,покрыть
979,aufhängen::V,var,повесить
980,anzünden::V,ndez,зажечь
981,aufheben::V,ngre,поднять
982,zurücklassen::V,lë pas,оставить
983,verlieren::V,humb,потерять
984,fallen lassen::V,lëshoj,уронить
985,machen::V,bëj,сделать
986,herstellen::V,prodhoj,изготовить
987,bauen::V,ndërtoj,строить
988,reparieren::V,ndreq,чинить
989,reparieren::V,meremetoj,чинить
990,verbessern::V,përmirësoj,улучшить
991,ändern::V,ndërroj,изменить
992,graben::V,gërmoj,копать
993,beugen::V,kërrus,согнуть
994,biegen::V,përkul,погнуть
995,drehen::V,dredh,вертеть
996,drehen::V,rrotulloj,вертеть
997,wenden::V,kthej,повернуть
998,umdrehen::V,kthej,перевернуть
999,heben::V,ngre,поднимать
1000,hochheben::V,ngre,поднять
1001,ergreifen::V,rrëmbej,схватить
1002,halten::V,mbaj,держать
1003,drücken::V,shtyp,нажимать
1004,schieben::V,shtyj,толкать
1005,kratzen::V,kruaj,скрести
1006,kratzen::V,gërvisht,скрести
1007,lecken::V,lëpij,лизать
1008,beißen::V,kafshoj,кусать
1009,abreißen::V,shkëpus,оторвать
1010,abschneiden::V,cungoj,отрезать
1011,binden::V,lidh,вязать
1012,stecken::V,fus,воткнуть
1013,stecken::V,ngul,воткнуть
1014,brechen::V,thyej,сломать
1015,klopfen::V,trokas,стучать
1016,hauen::V,godas,бить
1017,kleben::V,ngjis,клеить
1018,reiben::V,fërkoj,тереть
1019,streichen::V,lyej,намазать
1020,schleifen::V,mpreh,точить
1021,schneiden::V,pres,резать
1022,rütteln::V,shkund,шатать
1023,schütteln::V,lëkund,трясти
1024,schwenken::V,valëvit,махать
1025,schütten::V,mbush,налить
1026,füllen::V,mbush,наполнить
1027,einwickeln::V,mbështjell,завернуть
1028,tragen::V,mbaj,нести
1029,tragen::V,mbart,нести
1030,schleppen::V,heq,тащить
1031,schleppen::V,zhgërryej,тащить
1032,ziehen::V,tërheq,тянуть
1033,aufbewahren::V,ruaj,хранить
1034,werfen::V,hedh,бросать
1035,fangen::V,kap,ловить
1036,packen::V,rrëmbej,схватить
1037,verstecken::V,fsheh,спрятать
1038,teilen::V,ndaj,разделить
1039,schicken::V,dërgoj,посылать
1040,bringen::V,sjell,принести
1041,hinzufügen::V,shtoj,добавить
1042,bekommen::V,kap,достать
1043,erhalten::V,marr,получить
1044,nehmen::V,marr,взять
1045,wählen::V,zgjedh,выбрать
1046,auswählen::V,përzgjedh,отобрать
1047,bewahren::V,ruaj,сохранить
1048,behindern::V,pengoj,препятствовать
1049,verderben::V,prish,испортить
1050,beschädigen::V,dëmtoj,повредить
1051,zerbrechen::V,thyej,разбить
1052,zerreißen::V,çjerr,разорвать
1053,zerreißen::V,zheloj,разорвать
1054,zerstören::V,prish,разрушить
1055,zerstören::V,shkatërroj,разрушить
1056,verbrennen::V,djeg,сжечь
1057,geben::V,jap,дать
1058,reichen::V,jap,передать
1059,schenken::V,fal,дарить
1060,schenken::V,dhuroj,дарить
1061,versprechen::V,premtoj,обещать
1062,wünschen::V,uroj,желать
1063,loben::V,lëvdoj,хвалить
1064,loben::V,lavdëroj,хвалить
1065,küssen::V,puth,целовать
1066,wiegen::V,tund,качать
1067,zudecken::V,mbuloj,накрыть
1068,wecken::V,zgjoj,разбудить
1069,zeigen::V,dëftej,показать
1070,führen::V,çoj,вести
1071,lehren::V,arsej,учить
1072,unterrichten::V,arsimoj,преподавать
1073,aufziehen::V,rris,воспитать
1074,leiten::V,udhëheq,руководить
1075,antreiben::V,nxis,подгонять
1076,lassen::V,detyroj,заставить
1077,einladen::V,ftoj,пригласить
1078,vereinigen::V,bashkoj,объединить
1079,besuchen::V,vizitoj,посетить
1080,treffen::V,ndesh,встретить
1081,sich versammeln::V,tubohem,собраться
1082,spielen::V,loz,играть
1083,spielen::V,luaj,играть
1084,singen::V,këndoj,петь
1085,tanzen::V,kërcej,плясать
1086,tanzen::V,kërcej,танцевать
1087,tanzen::V,vallëzoj,плясать
1088,tanzen::V,vallëzoj,танцевать
1089,sich trennen::V,ndahem,расстаться
1090,verlassen::V,braktis,покинуть
1091,retten::V,shpëtoj,спасти
1092,bewachen::V,ruaj,охранять
1093,schützen::V,ruaj,уберегать
1094,schützen::V,mbroj,уберегать
1095,verteidigen::V,mbroj,защитить
1096,sich schlagen::V,zihem,драться
1097,schießen::V,shtie,стрелять
1098,siegen::V,fitoj,победить
1099,siegen::V,ngadhënjej,победить
1100,ärgern::V,zemëroj,сердить
1101,schlagen::V,rrah,ударить
1102,schlagen::V,godas,ударить
1103,treten::V,shtyj,пинать
1104,treten::V,shtyj më këmbë,пинать
1105,stechen::V,ther,уколоть
1106,stechen::V,shpoj,уколоть
1107,stoßen::V,shtyj,толкнуть
1108,stehlen::V,vjedh,украсть
1109,stören::V,pengoj,помешать
1110,belästigen::V,bezdis,надоедать
1111,verbergen::V,fsheh,скрыть
1112,täuschen::V,mashtroj,обмануть
1113,betrügen::V,kobis,смошенничать
1114,töten::V,vras,убить
1115,wohnen::V,banoj,проживать
1116,arbeiten::V,punoj,работать
1117,arbeiten::V,vardoj,работать
1118,sammeln::V,mbledh,собрать
1119,sammeln::V,grumbulloj,собрать
1120,pflücken::V,vjel,рвать
1121,pflücken::V,vjel,срывать
1122,pflücken::V,mbledh,рвать
1123,pflücken::V,mbledh,срывать
1124,jagen::V,gjuaj,охотиться
1125,fischen::V,peshkoj,рыбачить
1126,fischen::V,gjuaj peshk,рыбачить
1127,fassen::V,zë,поймать
1128,hüten::V,kullos,пасти
1129,treiben::V,vë përpara,гнать
1130,anbinden::V,lidh,привязать
1131,füttern::V,grazhdoj,кормить
1132,melken::V,mjel,доить
1133,hacken::V,grij,рубить
1134,gießen::V,ujis,полить
1135,reifen::V,piqem,созреть
1136,zubereiten::V,gatuaj,приготовить
1137,kochen::V,ziej,варить
1138,backen::V,pjek,печь
1139,backen::V,furroj,печь
1140,braten::V,fërgoj,жарить
1141,braten::V,tiganis,жарить
1142,umrühren::V,trazoj,перемешать
1143,stricken::V,thur,вязать
1144,nähen::V,qep,шить
1145,färben::V,ngjyej,покрасить
1146,färben::V,bojatis,покрасить
1147,reinigen::V,qëroj,очистить
1148,reinigen::V,pastroj,очистить
1149,waschen::V,laj,стирать
1150,waschen::V,finjos,стирать
1151,abwischen::V,fshij,вытереть
1152,spülen::V,kulloj,полоскать
1153,fegen::V,fshij,подметать
1154,kehren::V,fshij,мести
1155,baden::V,lahem,купаться
1156,sich waschen::V,lahem,мыться
1157,ausziehen::V,heq,снять
1158,ausziehen::V,zbath,снять
1159,anziehen::V,vesh,надеть
1160,anziehen::V,mbath,надеть
1161,sich anziehen::V,vishem,одеться
1162,kämmen::V,kreh,причесать
1163,schmücken::V,hijeshoj,украсить
1164,sagen::V,them,сказать
1165,sprechen::V,flas,говорить
1166,reden::V,fjalos,разговаривать
1167,reden::V,fjalëtoj,разговаривать
1168,sich unterhalten::V,bisedoj,беседовать
1169,fragen::V,pyes,спросить
1170,bitten::V,lus,просить
1171,bitten::V,lutem,просить
1172,erzählen::V,rrëfej,рассказать
1173,mitteilen::V,kumtoj,сообщить
1174,nennen::V,quaj,назвать
1175,rufen::V,thërras,звать
1176,prahlen::V,mburrem,хвастаться
1177,prahlen::V,kapardisem,хвастаться
1178,übersetzen::V,përkthej,перевести
1179,denken::V,mendoj,думать
1180,glauben::V,besoj,верить
1181,bemerken::V,vërej,заметить
1182,erkennen::V,njoh,узнать
1183,erkennen::V,shquaj,узнать
1184,begreifen::V,marr vesh,понять
1185,begreifen::V,marr vesh,постичь
1186,verstehen::V,marr vesh,услышать
1187,lernen::V,mësoj,учиться
1188,wissen::V,di,знать
1189,sich erinnern an::V,kujtoj,вспомнить
1190,vergessen::V,harroj,забыть
1191,messen::V,mas,мерить
1192,zählen::V,njeh,считать
1193,rechnen::V,llogaris,считать
1194,lesen::V,lexoj,читать
1195,lesen::V,këndoj,читать
1196,malen::V,lyej,рисовать
1197,zeichnen::V,vizatoj,рисовать
1198,schreiben::V,shkruaj,писать
1199,besitzen::V,kam,иметь
1200,kaufen::V,blej,купить
1201,verkaufen::V,shes,продать
1202,bezahlen::V,paguaj,заплатить
1203,zahlen::V,paguaj,платить
1204,beherrschen::V,zotëroj,владеть
1205,ertragen::V,duroj,вытерпеть
