,Concept_ID,es,en
235,Ehefrau::N,esposa,wife
236,Freude::N,placer,joy
237,Freude::N,alegría,joy
238,Gelächter::N,risa,laughter
239,Gelächter::N,carcajada,laughter
240,Glück::N,felicidad,happiness
241,Kummer::N,pena,grief
242,Wunsch::N,deseo,wish
243,Lust::N,ganas,desire
244,Geist::N,mente,spirit
245,Geist::N,espíritu,spirit
246,Gedanke::N,idea,thought
247,Gedanke::N,pensamiento,thought
248,Gedächtnis::N,memoria,memory
249,Verstand::N,razón,mind
250,Verstand::N,entendimiento,mind
251,Sinn::N,sentido,meaning
252,Sinn::N,significado,meaning
253,Grund::N,causa,reason
254,Wahrheit::N,verdad,truth
255,Gespräch::N,conversación,talk
256,Märchen::N,cuento,fairy tale
257,Erzählung::N,cuento,story
258,Erzählung::N,narración,story
259,Nachricht::N,mensaje,message
260,Neuigkeit::N,noticia,news
261,Name::N,nombre,name
262,Rätsel::N,acertijo,puzzle
263,Rätsel::N,adivinanza,puzzle
264,Rede::N,discurso,speech
265,Sprache::N,lengua,language
266,Stimme::N,voz,voice
267,Wort::N,palabra,word
268,Zeichen::N,señal,sign
269,Ruf::N,llamada,call
270,Lärm::N,ruido,noise
271,Lärm::N,barullo,noise
272,Laut::N,sonido,sound
273,Ton::N,tono,tone
274,Lied::N,canción,song
275,Ruhe::N,calma,calm
276,Ruhe::N,silencio,calm
277,Leute::N,gente,people
278,Volk::N,pueblo,nation
279,Arbeit::N,trabajo,work
280,Gast::N,huésped,guest
281,Gast::N,invitado,guest
282,Geschenk::N,regalo,gift
283,Spiel::N,juego,game
284,Gesellschaft::N,compañía,company
285,Hilfe::N,ayuda,help
286,Hilfe::N,socorro,help
287,Freund::N,amigo,friend
288,Kamerad::N,camarada,companion
289,Kamerad::N,compañero,companion
290,Angelegenheit::N,asunto,matter
291,Anzahl::N,cantidad,count
292,Art::N,tipo,sort
293,Art::N,clase,sort
294,Stück::N,pieza,piece
295,Teil::N,parte,part
296,Hälfte::N,mitad,half
297,Kreis::N,círculo,circle
298,Kreuz::N,cruz,cross
299,Linie::N,línea,line
300,Strich::N,raya,stroke
301,Strich::N,trazo,stroke
302,Abstand::N,distancia,gap
303,Entfernung::N,distancia,distance
304,Gegend::N,región,area
305,Gegend::N,comarca,area
306,Platz::N,espacio,space
307,Ort::N,sitio,place
308,Seite::N,lado,side
309,Seite::N,costado,side
310,Mitte::N,medio,middle
311,Mitte::N,centro,middle
312,Gegenstand::N,objeto,item
313,Sache::N,cosa,thing
314,Rand::N,borde,fringe
315,Kante::N,borde,edge
316,Ecke::N,esquina,corner
317,Spitze::N,punta,tip
318,Ende::N,cabo,end
319,Ende::N,extremo,end
320,Loch::N,agujero,hole
321,Loch::N,abertura,hole
322,Winkel::N,ángulo,angle
323,Muster::N,dibujo,pattern
324,Größe::N,tamaño,size
325,Länge::N,longitud,length
326,Höhe::N,altura,height
327,Höhe::N,altitud,height
328,Gewicht::N,peso,weight
329,Menge::N,cantidad,amount
330,Haufen::N,montón,heap
331,Reihe::N,fila,row
332,Boot::N,bote,boat
333,Boot::N,barca,boat
334,Ruder::N,remo,oar
335,Schlitten::N,trineo,sleigh
336,Ski::N,esquí,ski
337,Lagerfeuer::N,hoguera,campfire
338,Last::N,carga,load
339,Gang::N,marcha,walk
340,Schritt::N,paso,step
341,Norden::N,norte,north
342,Süden::N,sur,south
343,Westen::N,oeste,west
344,Osten::N,este,east
345,Holz::N,madera,wood
346,Brett::N,tabla,board
347,Platte::N,placa,slab
348,Platte::N,plancha,slab
349,Stütze::N,sostén,bracket
350,Stütze::N,soporte,bracket
351,Stange::N,vara,pole
352,Stange::N,percha,pole
353,Stock::N,palo,stick
354,Stock::N,bastón,stick
355,Stab::N,vara,staff
356,Stab::N,bastón,staff
357,Rohr::N,tubo,pipe
358,Haus::N,casa,house
359,Heim::N,hogar,home
360,Ofen::N,estufa,stove
361,Fußboden::N,suelo,floor
362,Tisch::N,mesa,table
363,Stuhl::N,silla,chair
364,Wiege::N,cuna,cradle
365,Bett::N,cama,bed
366,Regal::N,estantería,shelf
367,Kiste::N,caja,box
368,Fenster::N,ventana,window
369,Tür::N,puerta,door
370,Tor::N,puerta,gate
371,Zaun::N,valla,fence
372,Zaun::N,cercado,fence
373,Dach::N,techo,roof
374,Dach::N,tejado,roof
375,Leiter::N,escalera,ladder
376,Besen::N,escoba,broom
377,Spaten::N,pala,spade
378,Schaufel::N,pala,shovel
379,Schaufel::N,paleta,shovel
380,Gabel::N,tenedor,fork
381,Löffel::N,cuchara,spoon
382,Messer::N,cuchillo,knife
383,Nagel::N,clavo,nail
384,Netz::N,red,net
385,Haken::N,gancho,hook
386,Haken::N,corchete,hook
387,Griff::N,asa,handle
388,Griff::N,mango,handle
389,Schloss::N,cerradura,lock
390,Bild::N,imagen,picture
391,Figur::N,figura,figure
392,Puppe::N,muñeca,doll
393,Beutel::N,bolsa,pouch
394,Bündel::N,haz,bundle
395,Tasche::N,bolso,bag
396,Eimer::N,cubo,bucket
397,Deckel::N,tapa,cover
398,Deckel::N,tapadera,cover
399,Geschirr::N,vajilla,dishes
400,Sack::N,saco,sack
401,Tasse::N,taza,cup
402,Topf::N,olla,pot
403,Topf::N,marmita,pot
404,Kessel::N,caldera,kettle
405,Essen::N,comida,meal
406,Nahrung::N,alimento,food
407,Speise::N,plato,dish
408,Fleisch::N,carne,meat
409,Getreide::N,cereales,corn
410,Brei::N,puré,mush
411,Brei::N,papilla,mush
412,Brot::N,pan,bread
413,Scheibe::N,lonja,slice
414,Scheibe::N,rebanada,slice
415,Fett::N,grasa,fat
416,Butter::N,mantequilla,butter
417,Öl::N,aceite,oil
418,Salz::N,sal,salt
419,Suppe::N,sopa,soup
420,Honig::N,miel,honey
421,Milch::N,leche,milk
422,Tee::N,té,tea
423,Leder::N,cuero,leather
424,Wolle::N,lana,wool
425,Stoff::N,tela,cloth
426,Stoff::N,tejido,cloth
427,Nadel::N,aguja,needle
428,Faden::N,hilo,thread
429,Knopf::N,botón,button
430,Knoten::N,nudo,knot
431,Farbe::N,pintura,paint
432,Kleidung::N,ropa,clothes
433,Kleidung::N,vestidos,clothes
434,Hemd::N,camisa,shirt
435,Kragen::N,cuello,collar
436,Ärmel::N,manga,sleeve
437,Hose::N,pantalón,trousers
438,Gürtel::N,cinturón,belt
439,Mütze::N,gorro,cap
440,Schuh::N,zapato,shoe
441,Stiefel::N,bota,boot
442,Ring::N,anillo,ring
443,Band::N,cinta,ribbon
444,Kamm::N,peine,comb
445,Spiegel::N,espejo,mirror
446,Riemen::N,correa,strap
447,Schnur::N,cuerda,string
448,Leine::N,correa,leash
449,Decke::N,manta,blanket
450,Kissen::N,almohada,pillow
451,Tuch::N,pañuelo,scarf
452,Handtuch::N,toalla,towel
453,Kraft::N,fuerza,force
454,Stärke::N,fuerza,strength
455,Gesundheit::N,salud,health
456,Krankheit::N,enfermedad,illness
457,Schmerz::N,dolor,pain
458,Wunde::N,llaga,wound
459,Wunde::N,herida,wound
460,Fieber::N,fiebre,fever
461,Arznei::N,medicina,medicine
462,Arznei::N,medicamento,medicine
463,Brücke::N,puente,bridge
464,Brunnen::N,pozo,well
465,Weide::N,pasto,pasture
466,Pfad::N,sendero,path
467,Weg::N,camino,way
468,Straße::N,vía,road
469,Straße::N,carretera,road
470,Dorf::N,aldea,village
471,Dorf::N,pueblo,village
472,Stadt::N,ciudad,town
473,Brief::N,carta,letter
474,Buch::N,libro,book
475,Buchstabe::N,letra,character
476,Buchstabe::N,carácter,character
477,Zeitung::N,diario,newspaper
478,Zeitung::N,periódico,newspaper
479,Leben::N,vida,life
480,Tod::N,muerte,death
481,Grab::N,tumba,grave
482,Grab::N,sepulcro,grave
483,Kirche::N,iglesia,church
484,Sünde::N,pecado,sin
485,Gott::N,dios,god
486,Arbeiter::N,obrero,worker
487,Arbeiter::N,trabajador,worker
488,Chef::N,jefe,boss
489,Meister::N,maestro,master
490,Arzt::N,médico,doctor
491,Lehrer::N,profesor,teacher
492,Geld::N,dinero,money
493,Geschäft::N,negocio,business
494,Laden::N,tienda,shop
495,Preis::N,precio,price
496,Ware::N,mercancía,ware
497,Nutzen::N,provecho,profit
498,Reichtum::N,riqueza,wealth
499,Welt::N,mundo,world
500,Land::N,país,country
501,Staat::N,Estado,state
502,König::N,rey,king
503,Macht::N,poder,power
504,Macht::N,potencia,power
505,Grenze::N,frontera,border
506,Krieg::N,guerra,war
507,Feind::N,enemigo,enemy
508,Gewalt::N,violencia,violence
509,Kampf::N,lucha,fight
510,Kampf::N,combate,fight
511,Bogen[Waffe]::N,arco,bow
512,Pfeil::N,flecha,arrow
513,Gewehr::N,fusil,gun
514,Gewehr::N,escopeta,gun
515,Fehler::N,error,mistake
516,Lüge::N,mentira,lie
517,Schaden::N,daño,damage
518,Unglück::N,desgracia,misfortune
519,Schuld::N,culpa,fault
520,Alter::N,edad,age
521,Schluss::N,fin,conclusion
522,Schluss::N,final,conclusion
523,Zeit::N,tiempo,time
524,Tag::N,día,day
525,Morgen::N,mañana,morning
526,Mittag::N,mediodía,noon
527,Abend::N,noche,evening
528,Nacht::N,noche,night
529,Woche::N,semana,week
530,Monat::N,mes,month
531,Jahr::N,año,year
532,Frühling::N,primavera,spring
533,Sommer::N,verano,summer
534,Herbst::N,otoño,autumn
535,Winter::N,invierno,winter
536,Januar::N,enero,January
537,Februar::N,febrero,February
538,März::N,marzo,March
539,April::N,abril,April
540,Mai::N,mayo,May
541,Juni::N,junio,June
542,Juli::N,julio,July
543,August::N,agosto,August
544,September::N,septiembre,September
545,Oktober::N,octubre,October
546,November::N,noviembre,November
547,Dezember::N,diciembre,December
548,Montag::N,lunes,Monday
549,Dienstag::N,martes,Tuesday
550,Mittwoch::N,miércoles,Wednesday
551,Donnerstag::N,jueves,Thursday
552,Freitag::N,viernes,Friday
553,Samstag::N,sábado,Saturday
554,Sonntag::N,domingo,Sunday
555,groß::A,grande,big
556,klein::A,pequeño,little
557,lang::A,largo,long
558,kurz::A,corto,short
559,breit::A,ancho,wide
560,schmal::A,estrecho,narrow
561,dicht::A,denso,dense
562,dick[Gegenstand]::A,grueso,thick
563,dünn::A,fino,thin
564,dünn::A,delgado,thin
565,fein::A,fino,delicate
566,fein::A,delicado,delicate
567,fest::A,firme,firm
568,fest::A,sólido,firm
569,flach::A,plano,flat
570,glatt::A,liso,smooth
571,hart::A,duro,hard
572,weich::A,muelle,soft
573,rund::A,redondo,round
574,spitz::A,agudo,pointed
575,spitz::A,apuntado,pointed
576,scharf::A,agudo,sharp
577,scharf::A,afilado,sharp
578,stumpf::A,sin filo,blunt
579,schwer::A,pesado,heavy
580,schön::A,bello,beautiful
581,schön::A,hermoso,beautiful
582,heiß::A,caluroso,hot
583,warm::A,cálido,warm
584,warm::A,caliente,warm
585,kalt::A,frío,cold
586,kühl::A,fresco,cool
587,frisch::A,fresco,fresh
588,feucht::A,húmedo,damp
589,nass::A,mojado,wet
590,trocken::A,seco,dry
591,voll::A,lleno,full
592,leer::A,vacío,empty
593,offen::A,abierto,open
594,geschlossen::A,cerrado,closed
595,sauber::A,limpio,clean
596,schmutzig::A,sucio,dirty
597,roh::A,crudo,raw
598,reif::A,maduro,ripe
599,lecker::A,rico,delicious
600,lecker::A,sabroso,delicious
601,süß::A,dulce,sweet
602,bitter::A,amargo,bitter
603,sauer::A,agrio,sour
604,hell::A,claro,bright
605,dunkel::A,oscuro,dark
606,schwarz::A,negro,black
607,weiß::A,blanco,white
608,rot::A,rojo,red
609,gelb::A,amarillo,yellow
610,blau::A,azul,blue
611,grün::A,verde,green
612,grau::A,gris,grey
613,bunt::A,multicolor,colourful
614,bunt::A,multicolor,colorful
615,billig::A,barato,cheap
616,teuer::A,caro,dear
617,wertvoll::A,valioso,precious
618,wertvoll::A,precioso,precious
619,blind::A,ciego,blind
620,taub::A,sordo,deaf
621,kräftig::A,fuerte,powerful
622,stark::A,fuerte,strong
623,stark::A,vigoroso,strong
624,schwach::A,débil,weak
625,fett::A,obeso,fat
626,schlank::A,esbelto,slim
627,hübsch::A,mono,pretty
628,hübsch::A,guapo,pretty
629,böse::A,malo,evil
630,dumm::A,tonto,stupid
631,dumm::A,estúpido,stupid
632,faul::A,vago,lazy
633,faul::A,perezoso,lazy
634,fleißig::A,aplicado,diligent
635,fleißig::A,diligente,diligent
636,geizig::A,avaro,stingy
637,klug::A,sensato,clever
638,klug::A,inteligente,clever
639,geschickt::A,hábil,skilful
640,geschickt::A,hábil,skillful
641,lieb::A,querido,dear
642,lustig::A,alegre,merry
643,sanft::A,suave,gentle
644,hungrig::A,hambriento,hungry
645,krank::A,enfermo,sick
646,nackt::A,desnudo,naked
647,traurig::A,triste,sad
648,lebendig::A,vivo,living
649,lebendig::A,viviente,living
650,gut::A,bueno,good
651,schlecht::A,malo,bad
652,richtig::A,justo,correct
653,richtig::A,correcto,correct
654,schlimm::A,malo,nasty
655,schlimm::A,grave,nasty
656,wahr::A,verídico,true
657,wahr::A,verdadero,true
658,alt::A,viejo,old
659,neu::A,nuevo,new
660,ehemalig::A,antiguo,former
661,alt[Lebewesen]::A,viejo,aged
662,jung::A,joven,young
663,arm::A,pobre,poor
664,reich::A,rico,rich
665,bekannt::A,conocido,familiar
666,berühmt::A,famoso,famous
667,berühmt::A,célebre,famous
668,fremd::A,extraño,foreign
669,verschieden::A,diverso,different
670,verschieden::A,distinto,different
671,verschieden::A,diferente,different
672,nah::A,cercano,near
673,fern::A,lejano,far
674,linker::A,izquierdo,left
675,rechter::A,derecho,right
676,anderer::A,otro,other
677,erster::A,primero,first
678,zweiter::A,segundo,second
679,dritter::A,tercero,third
680,letzter::A,último,last
681,allein::ADV,a solo,alone
682,auf einmal::ADV,de una vez,at once
683,zusammen::ADV,juntos,together
684,lange::ADV,mucho tiempo,long
685,plötzlich::ADV,de repente,suddenly
686,sofort::ADV,en seguida,instantly
687,später::ADV,más tarde,later
688,jetzt::ADV,ahora,now
689,heute::ADV,hoy,today
690,morgen::ADV,mañana,tomorrow
691,bald::ADV,pronto,soon
692,bald::ADV,en breve,soon
693,dann::ADV,luego,then
694,dann::ADV,entonces,then
695,gestern::ADV,ayer,yesterday
696,einst::ADV,antaño,once
697,damals::ADV,entonces,at that time
698,danach::ADV,después,afterwards
699,vorher::ADV,antes,before
700,zuerst::ADV,primero,at first
701,einmal::ADV,una vez,once
702,manchmal::ADV,a veces,sometimes
703,oft::ADV,a menudo,often
704,oft::ADV,con frecuencia,often
705,immer::ADV,siempre,always
706,niemals::ADV,jamás,never
707,hier::ADV,aquí,here
708,hierhin::ADV,acá,hither
709,hierhin::ADV,acá,to here
710,hierhin::ADV,acá,here
711,von hier::ADV,desde aquí,hence
712,dort::ADV,ahí,there
713,dort::ADV,allí,there
714,dorthin::ADV,allí,thither
715,dorthin::ADV,allí,there
716,dorthin::ADV,allí,to there
717,dorthin::ADV,hacia allí,thither
718,dorthin::ADV,hacia allí,there
719,dorthin::ADV,hacia allí,to there
720,geradeaus::ADV,todo derecho,ahead
721,vorwärts::ADV,adelante,forward
722,rückwärts::ADV,hacia atrás,backward
723,zurück::ADV,atrás,back
724,unten::ADV,abajo,below
725,hinab::ADV,hacia abajo,down
726,oben::ADV,arriba,above
727,hinauf::ADV,hacia arriba,up
728,überall::ADV,por todas partes,everywhere
729,nicht::ADV,no,not
730,ein wenig::ADV,un poco,a little
731,kaum::ADV,apenas,hardly
732,sehr::ADV,muy,very
733,sehr::ADV,mucho,very
734,so::ADV,tan,so
735,noch::ADV,aún,still
736,noch::ADV,todavía,still
737,nur::ADV,solamente,only
738,schon::ADV,ya,already
739,wieder::ADV,de nuevo,again
740,vergebens::ADV,en vano,in vain
741,vor::PRP,antes de,in front of
742,vor::PRP,delante de,in front of
743,hinter::PRP,tras,behind
744,hinter::PRP,detrás de,behind
745,unter::PRP,bajo,under
746,unter::PRP,debajo de,under
747,durch::PRP,por,through
748,durch::PRP,a través de,through
749,neben::PRP,al lado de,next to
750,zwischen::PRP,entre,between
751,wegen::PRP,por,because of
752,wegen::PRP,a causa de,because of
753,dies::PRN,esto,this
754,das::PRN,eso,that
755,das::PRN,esto,that
756,alles::PRN,todo,everything
757,ich::PRN,yo,I
758,du::PRN,tú,you
759,du::PRN,tú,thou
760,er::PRN,él,he
761,wir::PRN,nosotros,we
762,ihr::PRN,vosotros,you
763,sie::PRN,ellos,they
764,was::FPRN,qué,what
765,wer::FPRN,quién,who
766,wo::FADV,dónde,where
767,wohin::FADV,adónde,where ... to
768,wohin::FADV,adónde,where to
769,wohin::FADV,adónde,where
770,wohin::FADV,hacia dónde,where ... to
771,wohin::FADV,hacia dónde,where to
772,wohin::FADV,hacia dónde,where
773,wie::FADV,cómo,how
774,warum::FADV,por qué,why
775,wieviel::FNUM,cuánto,how much
776,eins::NUM,uno,one
777,zwei::NUM,dos,two
778,drei::NUM,tres,three
779,vier::NUM,cuatro,four
780,fünf::NUM,cinco,five
781,sechs::NUM,seis,six
782,sieben::NUM,siete,seven
783,acht::NUM,ocho,eight
784,neun::NUM,nueve,nine
785,zehn::NUM,diez,ten
786,elf::NUM,once,eleven
787,zwölf::NUM,doce,twelve
788,zwanzig::NUM,veinte,twenty
789,dreißig::NUM,treinta,thirty
790,vierzig::NUM,cuarenta,forty
791,fünfzig::NUM,cincuenta,fifty
792,sechzig::NUM,sesenta,sixty
793,siebzig::NUM,setenta,seventy
794,achtzig::NUM,ochenta,eighty
795,neunzig::NUM,noventa,ninety
796,hundert::NUM,cien,a hundred
797,hundert::NUM,ciento,a hundred
798,tausend::NUM,mil,a thousand
799,und::CNJ,y,and
800,oder::CNJ,o,or
801,stehen::V,estar de pie,stand
802,sitzen::V,estar sentado,sit
803,liegen::V,yacer,lie
804,liegen::V,estar acostado,lie
805,hängen::V,pender,hang
806,werden::V,hacerse,become
807,passieren::V,suceder,happen
808,beginnen::V,iniciarse,begin
809,beginnen::V,principiar,begin
810,enden::V,acabar,end
811,enden::V,terminar,end
812,wechseln::V,variar,change
813,wechseln::V,alternar,change
814,aufgehen[Sonne]::V,salir,rise
815,untergehen[Sonne]::V,ponerse,set
816,untergehen[Sonne]::V,descender,set
817,scheinen[Sonne]::V,brillar,shine
818,donnern::V,tronar,thunder
819,wehen::V,soplar,blow
820,strömen::V,afluir,stream
821,fließen::V,fluir,flow
822,fließen::V,correr,flow
823,sich drehen::V,girar,revolve
824,schwanken::V,vacilar,sway
825,schwingen::V,oscilar,swing
826,fallen::V,caer,fall
827,brennen::V,arder,burn
828,brennen::V,quemar,burn
829,rauchen::V,humear,smoke
830,rauchen::V,echar humo,smoke
831,regnen::V,llover,rain
832,gefrieren::V,helarse,freeze
833,tauen::V,deshelarse,thaw
834,schmelzen::V,fundirse,melt
835,schmelzen::V,derretirse,melt
836,trocknen::V,secarse,dry
837,sieden::V,hervir,boil
838,faulen::V,pudrirse,rot
839,verfaulen::V,pudrirse,decay
840,reißen::V,romperse,snap
841,versinken::V,hundirse,sink
842,vergehen::V,pasar,pass
843,erscheinen::V,aparecer,appear
844,verschwinden::V,desaparecer,disappear
845,sinken::V,bajar,drop
846,abnehmen::V,decrecer,decrease
847,abnehmen::V,disminuir,decrease
848,zunehmen::V,crecer,increase
849,zunehmen::V,aumentar,increase
850,steigen::V,subir,rise
851,steigen::V,ascender,rise
852,wachsen::V,crecer,grow
853,glänzen::V,brillar,shine
854,glänzen::V,resplandecer,shine
855,funkeln::V,chispear,sparkle
856,lärmen::V,hacer ruido,be noisy
857,läuten::V,sonar,chime
858,läuten::V,repicar,chime
859,klingeln::V,tocar el timbre,ring
860,klirren::V,tintinear,tinkle
861,brausen::V,zumbar,roar
862,rauschen::V,murmurar,rustle
863,klingen::V,sonar,sound
864,bellen::V,ladrar,bark
865,heulen::V,ulular,howl
866,blasen::V,soplar,blow
867,pfeifen::V,silbar,whistle
868,schreien::V,gritar,shout
869,stöhnen::V,gemir,groan
870,zittern::V,temblar,tremble
871,leben::V,vivir,be alive
872,geboren werden::V,nacer,be born
873,atmen::V,respirar,breathe
874,trinken::V,beber,drink
875,essen::V,comer,eat
876,schlucken::V,tragar,swallow
877,müde werden::V,cansarse,get tired
878,müde werden::V,fatigarse,get tired
879,einschlafen::V,dormirse,fall asleep
880,schlafen::V,dormir,sleep
881,aufwachen::V,despertarse,wake up
