,Concept_ID,te,os
234,Onkel::N,మేనమామ,фыдыфсымӕр
235,Tante::N,మేనత్త,мадыхо
236,Tante::N,పినతల్లి,мадыхо
237,Ehemann::N,భర్త,мой
238,Ehefrau::N,భార్య,ус
239,Freude::N,సంతోషము,цин
240,Freude::N,సంతోషము,циндзинад
241,Gelächter::N,నవ్వు,худын
242,Gelächter::N,నవ్వు,худт
243,Gelächter::N,నవ్వు,худæг
244,Glück::N,సంతోషము,амонд
245,Kummer::N,దుఃఖము,хъыг
246,Wunsch::N,కోరిక,бӕллиц
247,Lust::N,కోరిక,монц
248,Geist::N,ఆత్మ,уд
249,Gedanke::N,ఆలోచన,хъуыды
250,Gedächtnis::N,జ్ఞాపకము,мысæн
251,Gedächtnis::N,జ్ఞాపకము,мысын
252,Gedächtnis::N,జ్ఞాపకము,зæрдылдарын
253,Verstand::N,మనస్సు,зонд
254,Sinn::N,అర్థము,нысаниуæг
255,Grund::N,కారణము,ӕфсон
256,Wahrheit::N,సత్యము,æцæг
257,Gespräch::N,పంభాషణ,ныхас
258,Märchen::N,అద్భుతకథ,аргъау
259,Erzählung::N,కథ,радзырд
260,Nachricht::N,వార్త,уац
261,Neuigkeit::N,వార్త,хабар
262,Name::N,పేరు,ном
263,Rätsel::N,చిక్కు,уыци-уыци
264,Rätsel::N,చిక్కు,базон-базон
265,Rede::N,ఉపన్యాసము,раныхас
266,Sprache::N,భాష,ӕвзаг
267,Stimme::N,కంరథ్సని,хъӕлӕс
268,Wort::N,మాట,дзырд
269,Zeichen::N,గుర్తు,нысан
270,Ruf::N,పిలువు,сидт
271,Lärm::N,సందడి,уынæр
272,Laut::N,ధ్వని,зӕл
273,Laut::N,ధ్వని,мыр
274,Ton::N,స్వరము,мыр
275,Lied::N,పాట,зарӕг
276,Ruhe::N,గాలిలేమి,æнцой
277,Leute::N,జనులు,адӕм
278,Volk::N,జాతి,адӕм
279,Arbeit::N,పని,фӕллой
280,Gast::N,అతిధి,уазӕг
281,Geschenk::N,దానము,хуын
282,Spiel::N,ఆట,хъазт
283,Gesellschaft::N,జట్టు,дзыллæ
284,Gesellschaft::N,జట్టు,æхсæнад
285,Hilfe::N,సాహాయ్యము,æххуыс
286,Hilfe::N,సాహాయ్యము,ахъаз
287,Freund::N,స్నేహితుడు,лымӕн
288,Kamerad::N,చెలికాడు,ӕмбал
289,Angelegenheit::N,విషయము,хъуыддаг
290,Anzahl::N,లెక్క,бӕрц
291,Art::N,జాతి,хуыз
292,Art::N,జాతి,хуызад
293,Stück::N,తునుక,кæрдих
294,Stück::N,తునుక,комдзаг
295,Teil::N,భాగము,хай
296,Hälfte::N,సగము,æрдæг
297,Hälfte::N,సగము,æмбис
298,Kreis::N,వృత్తము,зиллакк
299,Kreuz::N,సిలువ,дзуар
300,Linie::N,గీత,хахх
301,Strich::N,గీత,хахх
302,Abstand::N,సందు,æхсæнуат
303,Entfernung::N,దూరము,дæрддзæг
304,Entfernung::N,దూరము,дардцæг
305,Gegend::N,విస్తీర్ణము,ран
306,Platz::N,ఎడము,бууат
307,Ort::N,స్థలము,ран
308,Ort::N,స్థలము,бынат
309,Seite::N,ప్రక్క,фахс
310,Mitte::N,నడిమి,астӕу
311,Gegenstand::N,పద్దు,дзаума
312,Sache::N,వస్తువు,дзаума
313,Rand::N,అంచు,кӕрон
314,Kante::N,అంచు,фӕрск
315,Ecke::N,మూల,тигъ
316,Ecke::N,మూల,фисын
317,Spitze::N,మొన,бырынкъ
318,Ende::N,కొన,кӕрон
319,Loch::N,రంధ్రము,хуынкъ
320,Winkel::N,కోణము,къуым
321,Muster::N,మాదిరి,нывæфтыд
322,Muster::N,మాదిరి,кæдзист
323,Größe::N,పరిమాణము,ас
324,Länge::N,పొడుగు,дӕргъ
325,Höhe::N,పొడుగు,бæрзонд
326,Höhe::N,పొడుగు,бæрзæнд
327,Höhe::N,పొడుగు,бæрзонддзинад
328,Gewicht::N,భారము,уӕз
329,Menge::N,మొత్తము,бӕрц
330,Haufen::N,రాశి,кӕри
331,Reihe::N,వరుస,рӕнхъ
332,Boot::N,పడవ,чема
333,Ruder::N,అడక,къохар
334,Schlitten::N,సరవండ్లు,дзоныгъ
335,Ski::N,స్కీ,къахдзоныгътæ
336,Ski::N,స్కీ,лыжæтæ
337,Lagerfeuer::N,నెగడు,арт
338,Last::N,బరువు,уаргъ
339,Gang::N,నడక,цыд
340,Schritt::N,అడుగు,санчъех
341,Schritt::N,అడుగు,къахдзӕф
342,Norden::N,ఉత్తరదిక్కు,цæгат
343,Süden::N,దక్షిణము,хуссар
344,Westen::N,పడమర,ныгуылæн
345,Osten::N,తూర్పు,скæсæн
346,Holz::N,కొయ్య,хъӕдӕрмӕг
347,Brett::N,పలక,фæйнæг
348,Platte::N,పలక,къӕй
349,Stütze::N,వాల్సేడ్లు,быцæу
350,Stange::N,స్తంభము,хъил
351,Stock::N,కఱ్ఱ,лӕдзӕг
352,Stab::N,కఱ్ఱ,хъил
353,Rohr::N,గొట్టము,хӕтӕл
354,Haus::N,ఇల్లు,хӕдзар
355,Heim::N,స్వగృహము,къона
356,Ofen::N,పొయ్యి,пец
357,Fußboden::N,నేల,астӕрд
358,Tisch::N,మేజా,стъол
359,Stuhl::N,కుర్చీ,бандон
360,Wiege::N,ఉయ్యాల,авдæн
361,Bett::N,పడక,сынтӕг
362,Bett::N,మంచం,сынтӕг
363,Regal::N,అటక,тӕрхӕг
364,Regal::N,అటక,уӕлвӕйнӕг
365,Kiste::N,వెట్టె,асыкк
366,Fenster::N,కిటికి,рудзынг
367,Fenster::N,కిటికి,фæрссаг
368,Tür::N,ద్వారము,дуар
369,Tor::N,ద్వారము,кулдуар
370,Zaun::N,కంచె,æмбонд
371,Zaun::N,కంచె,быру
372,Zaun::N,కంచె,гæрæн
373,Dach::N,ఇంటివైకప్పు,уӕлхӕдзар
374,Leiter::N,నిచ్చెన,асин
375,Besen::N,చీపురుకట్ట,уисой
376,Spaten::N,పాఱ,бел
377,Schaufel::N,పాఱ,æвгæнæн
378,Schaufel::N,పాఱ,кæфой
379,Gabel::N,ముండ్లగరిటె,вилкæ
380,Löffel::N,గరిటె,уидыг
381,Messer::N,కత్తి,кард
382,Nagel::N,మేకు,зӕгӕл
383,Netz::N,వల,хыз
384,Haken::N,కొక్కెము,хæдз
385,Haken::N,కొక్కెము,хæбырæгъ
386,Griff::N,పిడి,фистон
387,Schloss::N,తాళము,гуыдыр
388,Bild::N,చిత్రము,ныв
389,Figur::N,రూపము,кæрдгæныв
390,Puppe::N,బొమ్మ,чындз
391,Beutel::N,సంచి,дзӕкъул
392,Bündel::N,మూట,баст
393,Tasche::N,సంచి,хызын
394,Tasche::N,సంచి,дзæкъул
395,Eimer::N,చేద,къæрта
396,Eimer::N,చేద,чъыбыла
397,Eimer::N,చేద,ведра
398,Deckel::N,మూత,сæр
399,Deckel::N,మూత,æмбæрзæн
400,Geschirr::N,వంటకాలు,мигæнæн
401,Geschirr::N,వంటకాలు,мигæнæнтæ
402,Sack::N,గోనెసంచి,голлаг
403,Tasse::N,గిన్నె,пиала
404,Tasse::N,గిన్నె,къус
405,Topf::N,కుండ,аг
406,Topf::N,కుండ,чысыл аг
407,Kessel::N,నీరుకాచుపాత్ర,аг
408,Essen::N,ఆహారము,хӕрд
409,Nahrung::N,ఆహారము,хойраг
410,Speise::N,ఆహారము,хӕринаг
411,Fleisch::N,మాంసము,дзидза
412,Fleisch::N,మాంసము,фыдызгъӕл
413,Getreide::N,ధాన్యము,халсар
414,Brei::N,గుజ్జు,кас
415,Brot::N,రొట్టె,дзул
416,Scheibe::N,బద్ద,къӕбӕр
417,Fett::N,క్రొవ్వు,сой
418,Butter::N,వెన్న,нӕлхӕ
419,Öl::N,నూనె,зети
420,Salz::N,ఉప్పు,цӕхх
421,Suppe::N,చారు,бас
422,Honig::N,తెనె,мыд
423,Milch::N,పాలు,ӕхсыр
424,Tee::N,తేనీరు,цай
425,Leder::N,బాగుచేసివతోలు,мæскуы
426,Wolle::N,ఉన్ని,фӕсмын
427,Stoff::N,బట్ట,хъуымац
428,Nadel::N,సూది,судзин
429,Faden::N,దారము,ӕндах
430,Knopf::N,బొత్తాము,цӕппӕр
431,Knoten::N,ముడి,ӕлхынцъ
432,Farbe::N,రంగు,ахорæн
433,Kleidung::N,బట్టలు,дарӕс
434,Hemd::N,చొక్కాయ,хӕдон
435,Kragen::N,మాల,æфцæггот
436,Ärmel::N,చొక్కాయచెయ్యి,дыс
437,Hose::N,ఇజారు,хæлаф
438,Hose::N,ఇజారు,æддаг хæлаф
439,Hose::N,ఇజారు,салбар
440,Gürtel::N,పటకా,рон
441,Mütze::N,టోపి,худ
442,Schuh::N,పాదరక్ష,басмахъ
443,Stiefel::N,బూటు,цырыхъхъ
444,Ring::N,ఉంగరము,къухдарӕн
445,Band::N,నాడా,лент
446,Kamm::N,దువ్వెన,сӕрвасӕн
447,Spiegel::N,అద్దము,айдæн
448,Spiegel::N,అద్దము,кæсæн
449,Riemen::N,వాడా,гӕрз
450,Schnur::N,దారము,бӕндӕн
451,Leine::N,వారు,
452,Decke::N,కంబళి,хъӕццул
453,Kissen::N,తలగడ,баз
454,Tuch::N,బట్ట,кæлмæрзæн
455,Tuch::N,బట్ట,кæрдæн
456,Handtuch::N,తువాలు,хисæрфæн
457,Kraft::N,బలము,тых
458,Kraft::N,బలము,хъомыс
459,Stärke::N,శక్తి,тых
460,Stärke::N,శక్తి,æхсар
461,Gesundheit::N,ఆరోగ్యము,æнæниздзинад
462,Krankheit::N,రోగము,низ
463,Krankheit::N,రోగము,рын
464,Schmerz::N,నొప్పి,рис
465,Wunde::N,గాయము,цӕф
466,Fieber::N,జ్వరము,ризӕг
467,Fieber::N,జ్వరము,тӕфсӕг
468,Arznei::N,మందు,хос
469,Brücke::N,వంతెన,хид
470,Brunnen::N,బావి,цъай
471,Brunnen::N,కూపము,цъай
472,Brunnen::N,నుయ్యి,цъай
473,Weide::N,పచ్చికబయలు,хизæн
474,Weide::N,పచ్చికబయలు,хизæнуат
475,Weide::N,పచ్చికబయలు,сæрвæт
476,Pfad::N,కాలిత్రోవ,къахвæндаг
477,Pfad::N,కాలిత్రోవ,къахвæд
478,Weg::N,మార్గము,фӕндаг
479,Straße::N,బాట,фӕндаг
480,Dorf::N,గ్రామము,хъӕу
481,Stadt::N,పట్టణము,сахар
482,Brief::N,జాబు,фыстӕг
483,Buch::N,పుస్తకము,чиныг
484,Buchstabe::N,అక్షరము,дамгъӕ
485,Zeitung::N,వార్తాపత్రిక,газет
486,Leben::N,ప్రాణము,цард
487,Leben::N,ప్రాణము,цӕрӕнбон
488,Tod::N,మరణము,мæлæт
489,Tod::N,మరణము,адзал
490,Grab::N,సమాధి,ингӕн
491,Kirche::N,క్రెస్తవులగుడి,аргъуан
492,Sünde::N,పాపము,тæригъæд
493,Gott::N,దేవుడు,хуыцау
494,Arbeiter::N,పనిపాటుచేశేవాడు,кусæг
495,Chef::N,యజమానుడు,ӕмцег
496,Meister::N,కళాకారుడు,мастер
497,Meister::N,కళాకారుడు,дæсны
498,Arzt::N,వైద్యుడు,хосгæнæг
499,Arzt::N,వైద్యుడు,дохтыр
500,Lehrer::N,ఉపాధ్యాయుడు,ахуыргæнæг
501,Geld::N,ద్రవ్యము,ӕхца
502,Geschäft::N,వ్యాపారము,бизнес
503,Geschäft::N,వ్యాపారము,хъуыддаг
504,Laden::N,అంగడి,дукани
505,Preis::N,వెల,аргъ
506,Ware::N,సరకులు,базайраг
507,Nutzen::N,ప్రయోజనము,пайда
508,Reichtum::N,ధనము,хъæздыгдзинад
509,Reichtum::N,ధనము,исбон
510,Reichtum::N,ధనము,мулк
511,Welt::N,ప్రపంచము,дуне
512,Land::N,దేశము,бӕстӕ
513,Staat::N,రాజ్యము,паддзахад
514,König::N,రాజు,къарол
515,Macht::N,అధికారము,хицаудзинад
516,Grenze::N,సరిహద్దు,арӕн
517,Krieg::N,యుద్ధము,хӕст
518,Feind::N,శత్రువు,знаг
519,Feind::N,శత్రువు,фыдгул
520,Feind::N,శత్రువు,фыдзæрдæ
521,Feind::N,శత్రువు,сон
522,Gewalt::N,దౌర్జన్యము,тыхми
523,Gewalt::N,దౌర్జన్యము,тыхдзинад
524,Kampf::N,పోట్లాట,хæст
525,Kampf::N,పోట్లాట,хъæбысæйхæст
526,Kampf::N,పోట్లాట,тох
527,Bogen[Waffe]::N,విల్లు,ӕрдын
528,Pfeil::N,బాణము,фат
529,Gewehr::N,తుపాకి,топп
530,Fehler::N,తప్ప,рӕдыд
531,Lüge::N,అసత్యము,мӕнг
532,Lüge::N,అసత్యము,гӕдыдзинад
533,Schaden::N,నష్టము,зиан
534,Unglück::N,దురదృష్టము,бæллæх
535,Schuld::N,తప్పు,азым
536,Alter::N,వయస్సు,кар
537,Schluss::N,ముగింపు,кæрон
538,Zeit::N,కాలము,рӕстӕг
539,Tag::N,దినము,бон
540,Morgen::N,ఉదయము,райсом
541,Mittag::N,మధ్యాహ్నము,æмбисбон
542,Abend::N,సాయంకాలము,изӕр
543,Nacht::N,రత్రి,ӕхсӕв
544,Woche::N,వారము,къуыри
545,Monat::N,నెల,мӕй
546,Jahr::N,సంవత్సరము,аз
547,Jahr::N,సంవత్సరము,афӕдз
548,Frühling::N,వసంతకాలము,уалдзæг
549,Sommer::N,వేసవికాము,сӕрд
550,Herbst::N,ఆకురాలుకాలము,фæззæг
551,Winter::N,శీతకాలము,зымӕг
552,Januar::N,జనవరి,январь
553,Februar::N,ఫిబ్రవరి,февраль
554,März::N,మార్చి,мартъи
555,April::N,ఏప్రిలు,апрель
556,Mai::N,మే,май
557,Juni::N,జూన్,июнь
558,Juli::N,జూలై,июль
559,August::N,ఆగస్టు,август
560,September::N,సెప్ఠెంబరు,сентябрь
561,Oktober::N,అక్టోబరు,октябрь
562,November::N,నవంబరు,ноябрь
563,Dezember::N,డిసెంబర్,декабрь
564,Montag::N,సోమవారము,къуырисæр
565,Dienstag::N,మంగళవారము,дыццæг
566,Mittwoch::N,బుధవారము,æртыццæг
567,Donnerstag::N,గురువారము,цыппæрæм
568,Freitag::N,శుక్రవారము,майрæмбон
569,Samstag::N,శనివారము,сабат
570,Sonntag::N,ఆదివారము,хуыцаубон
571,groß::A,గొప్పైన,дынджыр
572,klein::A,చిన్న,гыццыл
573,lang::A,పొడుగాటి,даргъ
574,kurz::A,పొట్టి,цыбыр
575,breit::A,వెడల్పైన,фӕтӕн
576,schmal::A,ఇఱుకైన,нарӕг
577,schmal::A,ఇఱుకైన,уынгӕг
578,dicht::A,దట్టమైన,бæзджын
579,dicht::A,దట్టమైన,тар
580,dick[Gegenstand]::A,దట్టమైన,сӕвджын
581,dünn::A,పలుచని,тæнæг
582,fein::A,నాజాకైన,лыстӕг
583,fest::A,దృడమైవ,фидар
584,fest::A,దృడమైవ,хъӕддых
585,flach::A,చదువైన,тъӕпӕн
586,glatt::A,నున్నని,лӕгъз
587,hart::A,కఠినమైన,хъӕбӕр
588,weich::A,మృదువైన,фӕлмӕн
589,rund::A,గుండ్రని,тымбыл
590,spitz::A,మొనగల,цыргъбырынкъ
591,spitz::A,మొనగల,цыргъфындз
592,scharf::A,పదనైన,цыргъ
593,stumpf::A,వాడిలేని,къуымых
594,schwer::A,బరువ్తెన,уӕззау
595,schön::A,సుందరమైన,аив
596,schön::A,సుందరమైన,рӕсугъд
597,heiß::A,వేడియైన,тӕвд
598,warm::A,వెచ్చని,хъарм
599,kalt::A,చల్లని,уазал
600,kühl::A,చల్లని,сатæг
601,kühl::A,చల్లని,уазалгомау
602,frisch::A,తాజాయైన,сатæг
603,feucht::A,చెమ్మగానున్న,уымӕл
604,nass::A,తడిగామన్న,хуылыдз
605,trocken::A,ఎండిన,хус
606,voll::A,నిండు,дзаг
607,voll::A,నిండు,йедзаг 
608,leer::A,శూన్యమైన,афтид
609,offen::A,తెఱచియున్న,гом
610,geschlossen::A,మూసిన,æхгæд
611,sauber::A,పరిశుద్ధమైన,сыгъдæг
612,schmutzig::A,ముఱికియైన,чъиллон
613,roh::A,పచ్చి,хом
614,reif::A,పండివ,рӕгъӕд
615,lecker::A,రుచి గల,хӕрзад
616,süß::A,తియ్యని,адджын
617,bitter::A,చేదైన,судзаг
618,sauer::A,పుల్లని,туаг
619,hell::A,కాంతిగల,рухс
620,dunkel::A,చీకటియైన,талынг
621,schwarz::A,నల్లని,сау
622,weiß::A,తెలుపు,урс
623,rot::A,ఎఱ్ఱని,сырх
624,gelb::A,పసుపు పచ్చ,бур
625,blau::A,నీలవర్ణము,цъӕх
626,grün::A,ఆకుపచ్చని,цъӕх
627,grün::A,ఆకుపచ్చని,кӕрдӕгхуыз
628,grau::A,నెరిసిన,цъӕх
629,grau::A,నెరిసిన,фӕныкхуыз
630,bunt::A,రంగేలీ,хъулон
631,bunt::A,రంగేలీ,гæрæм
632,billig::A,చౌకయైన,аслам
633,teuer::A,వెలపొడుగైన,зынаргъ
634,wertvoll::A,విలుప్తెన,зынаргъ
635,blind::A,గ్రుడ్డి,куырм
636,taub::A,చెవిటి,къуырма
637,kräftig::A,శక్తి గల,домбай
638,kräftig::A,శక్తి గల,тыхджын
639,stark::A,బలమైన,тыхджын
640,schwach::A,బలహీనమైన,ӕнӕбон
641,fett::A,క్రొవ్విన,нард
642,schlank::A,సన్నని,гуырвидыц
643,schlank::A,సన్నని,хæрзконд
644,schlank::A,సన్నని,рæхснæг
645,schlank::A,సన్నని,сагамад
646,hübsch::A,సాగప్తెన,аив
647,hübsch::A,సాగప్తెన,рӕсугъд
648,böse::A,చెడ్డ,фыдзӕрдӕ
649,dumm::A,తెలివిలేని,ӕдылы
650,faul::A,సోమరియైన,зивӕг
