,Concept_ID,te,os
1228,glauben::V,నమ్ము,уырнын
1229,bemerken::V,గుర్తించు,фенын
1230,erkennen::V,గుర్తించు,базонын
1231,begreifen::V,గ్రహించు,ӕмбарын
1232,begreifen::V,గ్రహించు,бамбарын
1233,verstehen::V,గ్రహించు,
1234,lernen::V,నేర్చు కొను,ахуыр кӕнын
1235,wissen::V,తెలిసికొను,зонын
1236,sich erinnern an::V,జ్ఞాపకముంచుకొను,зæрдыл æрлæууын
1237,sich erinnern an::V,జ్ఞాపకముంచుకొను,æрымысын
1238,sich erinnern an::V,జ్ఞాపకముంచుకొను,æрбаймысын
1239,sich erinnern an::V,జ్ఞాపకముంచుకొను,æрхъуыды кæнын
1240,vergessen::V,మఱచిపోవు,ферох кæнын
1241,vergessen::V,మఱచిపోవు,айрох кæнын
1242,messen::V,కొలుచుట,барын
1243,zählen::V,లెక్కపెట్టు,нымайын
1244,rechnen::V,లెక్కపెట్టు,хынцын
1245,lesen::V,చదువు,кӕсын
1246,lesen::V,చదువు,фӕрсын
1247,malen::V,పూనుట,ныв кӕнын
1248,zeichnen::V,వ్రాసుట,ныв кӕнын
1249,schreiben::V,వ్రాయు,фыссын
1250,besitzen::V,కలిగియుండు,хицау уын
1251,kaufen::V,కొను,балхӕнын
1252,verkaufen::V,అమ్ము,уӕй кӕнын
1253,bezahlen::V,చెల్లించు,бафидын
1254,zahlen::V,చెల్లించు,фидын
1255,beherrschen::V,ఏలు,æлдариуæг кæнын
1256,ertragen::V,భరించు,бавзарын
