,Concept_ID,ca,ku
106,Wiese::N,prada,sûrik
107,Wald::N,bosc,çiya
108,Wald::N,bosc,daristan
109,Hügel::N,puig,gir
110,Hügel::N,pujol,gir
111,Anhöhe::N,turó,sere gir
112,Berg::N,muntanya,kaş
113,Gipfel::N,cim,sere gir
114,Höhle::N,cova,şikeft
115,Abhang::N,coster,kaş
116,Quelle::N,font,kanî
117,Bach::N,riera,çem
118,Fluss::N,riu,çem
119,Fluss::N,riu,rûbar
120,Ufer::N,riba,kevî
121,Küste::N,costa,berav
122,Festland::N,terra ferma,bejahî
123,Meer::N,mar,behr
124,Bucht::N,cala,derav
125,Bucht::N,badia,derav
126,Insel::N,illa,girav
127,Blume::N,flor,kulînk
128,Gras::N,herba,giha
129,Wurzel::N,rel,reh
130,Wurzel::N,arrel,reh
131,Baum::N,arbre,dar
132,Stamm::N,tronc,bavik
133,Rinde::N,escorça,qaqil
134,Ast::N,branca,gulî
135,Zweig::N,ram,şax
136,Blatt::N,fulla,pel
137,Birke::N,bedoll,dara sipî
138,Kiefer[Baum]::N,pi,dara bî
139,Weide[Baum]::N,salze,dara belalûk
140,Tanne::N,avet,merx
141,Horn::N,corn,strô
142,Horn::N,banya,strô
143,Feder::N,ploma,pîrtîk
144,Fell::N,pell,heyar
145,Flügel::N,ala,per
146,Klaue::N,urpa,napîk
147,Kralle::N,grapa,dinik
148,Kralle::N,grapa,dirnax
149,Schwanz::N,cua,dûv
150,Ei::N,ou,hêk
151,Nest::N,niu,hêlîn
152,Bau::N,cau,avahî
153,Tier::N,animāl,heywan
154,Herde::N,ramat,hoz
155,Kuh::N,vaca,çêlek
156,Bulle::N,toro,ga
157,Pferd::N,cavāll,hesp
158,Schaf::N,be,mîh
159,Schaf::N,ovella,mîh
160,Schwein::N,bacó,beraz
161,Hund::N,ca,seh
162,Hund::N,gos,seh
163,Katze::N,gat,pişîk
164,Bär::N,ós,hirç
165,Eichhörnchen::N,esquirol,pilûr
166,Elch::N,ant,pazkovî
167,Fuchs::N,guilla,rovî
168,Hase::N,llebre,kîroşk
169,Maus::N,ratolí,mişk
170,Wolf::N,llop,gur
171,Vogel::N,au,çûk
172,Vogel::N,ocēll,çûk
173,Schwarm::N,bandada,lufik
174,Huhn::N,gallina,mirîşk
175,Hahn::N,gall,dîk
176,Gans::N,oca,qaz
177,Adler::N,àguila,eylo
178,Ente::N,ànec,werdek
179,Eule::N,òliba,bûm
180,Eule::N,òliba,kund
181,Eule::N,mussol,bûm
182,Eule::N,mussol,kund
183,Kranich::N,grua,quling
184,Krähe::N,cornella,qijik
185,Kuckuck::N,cucut,pepûk
186,Schwan::N,cigne,qû
187,Fisch::N,peix,masî
188,Barsch::N,perca,okûn
189,Hecht::N,lluç,mesîyê lûf
190,Schlange[Tier]::N,serp,mar
191,Wurm::N,cuc,kurm
192,Spinne::N,aranya,pîrê
193,Ameise::N,formiga,mîro
194,Ameise::N,formiga,gêrîk
195,Laus::N,poll,spi
196,Mücke::N,mosquit,mêş
197,Fliege::N,mosca,mêş
198,Schmetterling::N,papallona,perperîk
199,Beere::N,baia,hirç
200,Apfel::N,poma,sêv
201,Pilz::N,bolet,bîrov
202,Zwiebel::N,ceba,pîvaz
203,Saat::N,sembra,tov
204,Korn::N,gra,dexl
205,Heu::N,fenc,sap
206,Schale::N,closca,qaşik
207,Grube::N,sot,çahl
208,Grube::N,clot,çahl
209,Falle::N,trampa,dafik
210,Schlinge::N,baga,dahf
211,Spur::N,traça,rêç
212,Asche::N,cendra,xweli
213,Dreck::N,llot,gemarî
214,Eisen::N,ferro,hesing
215,Gold::N,or,zêr
216,Silber::N,plata,zîv
217,Kohle::N,carbó,komir
218,Glas::N,vidre,qedeh
219,Lehm::N,fang,kelpîç
220,Lehm::N,argila,kelpîç
221,Sand::N,arena,qûm
222,Mensch::N,humà,mirov
223,Mensch::N,persona,mirov
224,Mann::N,home,mêr
225,Frau::N,dona,jin
226,Kind::N,nen,zarok
227,Junge::N,noi,kur
228,Mädchen::N,noia,keç
229,Mädchen::N,noia,keçik
230,Familie::N,família,malbat
231,Großvater::N,avi,bapîr
232,Großmutter::N,àvia,pîrik
233,Eltern::N,pares,bavudê
234,Vater::N,pare,bav
235,Mutter::N,mare,dê
236,Mutter::N,mare,dayik
237,Sohn::N,fill,kur
238,Tochter::N,filla,keç
239,Bruder::N,germà,bira
240,Schwester::N,germana,xweh
241,Onkel::N,oncle,am
242,Onkel::N,oncle,xal
243,Tante::N,tia,metik
244,Tante::N,tia,xaltîk
245,Ehemann::N,espòs,mêr
246,Ehefrau::N,muller,kulfet
247,Freude::N,goig,kêfxweşî
248,Freude::N,alegria,kêfxweşî
249,Gelächter::N,riallada,pîrqînî
250,Glück::N,felicitat,bext
251,Kummer::N,pena,derd
252,Wunsch::N,desig,daxwaz
253,Wunsch::N,desig,xwestek
254,Lust::N,ganes,şewq
255,Geist::N,ment,aqil
256,Geist::N,esperit,aqil
257,Gedanke::N,pensament,fikir
258,Gedächtnis::N,memòria,aqil
259,Verstand::N,raó,fêm
260,Verstand::N,seny,fêm
261,Sinn::N,solta,aqil
262,Sinn::N,sentit,aqil
263,Grund::N,raó,asas
264,Grund::N,causa,asas
265,Wahrheit::N,veritāt,rastî
266,Gespräch::N,conversa,guftûgo
267,Märchen::N,conte,çirok
268,Erzählung::N,narració,çirok
269,Erzählung::N,narració,vegotin
270,Nachricht::N,missatge,nûçe
271,Neuigkeit::N,novetat,hewal
272,Name::N,nom,nav
273,Name::N,nom,paşnav
274,Rätsel::N,endevinalla,tiştonek
275,Rede::N,discurs,gotar
276,Rede::N,discurs,axavtin
277,Sprache::N,llēngua,ziman
278,Stimme::N,veu,pejn
279,Wort::N,mot,gotin
280,Wort::N,paraula,gotin
281,Zeichen::N,signe,şanek
282,Zeichen::N,senyal,şanek
283,Ruf::N,crida,hawar
284,Lärm::N,sorōll,xarbalix
285,Laut::N,so,deng
286,Laut::N,so,hês
287,Ton::N,to,awaz
288,Lied::N,cançó,sitran
289,Ruhe::N,calma,rihetî
290,Ruhe::N,silenci,rihetî
291,Leute::N,gent,xelk
292,Volk::N,poble,xelk
293,Arbeit::N,labor,xebat
294,Arbeit::N,treball,xebat
295,Gast::N,hoste,mêvan
296,Geschenk::N,regal,diyarî
297,Geschenk::N,obsequi,diyarî
298,Spiel::N,joc,lîstik
299,Gesellschaft::N,companyia,komal
300,Hilfe::N,ajut,alîkarî
301,Freund::N,amīc,heval
302,Kamerad::N,company,heval
303,Kamerad::N,camarada,heval
304,Angelegenheit::N,afer,pirsgirêk
305,Angelegenheit::N,assumpte,pirsgirêk
306,Anzahl::N,nombre,çend
307,Anzahl::N,quantitat,çend
308,Art::N,tipus,çeh
309,Art::N,classe,çeh
310,Stück::N,peça,lib
311,Stück::N,peça,parçe
312,Teil::N,part,parçe
313,Hälfte::N,meitat,nîvî
314,Kreis::N,cercle,çemil
315,Kreuz::N,creu,xaç
316,Linie::N,línia,xezik
317,Strich::N,traç,xezik
318,Strich::N,ratlla,xezik
319,Abstand::N,distància,dûrahî
320,Entfernung::N,distància,dûrahî
321,Gegend::N,regió,dever
322,Gegend::N,contrada,dever
323,Platz::N,cabuda,çih
324,Ort::N,lloc,dever
325,Seite::N,banda,rûpel
326,Seite::N,costāt,rûpel
327,Mitte::N,mig,nav
328,Mitte::N,mig,nabênê
329,Mitte::N,centre,nav
330,Mitte::N,centre,nabênê
331,Gegenstand::N,objecte,tişt
332,Sache::N,cosa,tişt
333,Rand::N,vora,kevî
334,Rand::N,marge,kevî
335,Kante::N,caire,kevî
336,Kante::N,cantell,kevî
337,Ecke::N,cantonada,qunç
338,Spitze::N,punta,derzî
339,Ende::N,cap,talî
340,Loch::N,forāt,qul
341,Winkel::N,racó,kurnîşk
342,Muster::N,dibuix,desen
343,Muster::N,disseny,desen
344,Größe::N,grandària,mezinî
345,Länge::N,longitud,dirêjahî
346,Höhe::N,altura,bilindayî
347,Höhe::N,altitud,bilindayî
348,Gewicht::N,pes,giranî
349,Menge::N,quantitat,qas
350,Haufen::N,pila,lod
351,Reihe::N,fila,rêz
352,Boot::N,bot,kelek
353,Boot::N,barca,kelek
354,Ruder::N,rem,bêrik
355,Schlitten::N,trineu,xîjik
356,Ski::N,esquí,lakan
357,Lagerfeuer::N,foc de campament,agir
358,Last::N,càrrega,bar
359,Gang::N,marxa,fîtêz
360,Schritt::N,pas,gav
361,Norden::N,nord,bakur
362,Süden::N,sud,başur
363,Westen::N,oest,rojava
364,Westen::N,occident,rojava
365,Osten::N,est,rojhilat
366,Osten::N,orient,rojhilat
367,Holz::N,fusta,dep
368,Brett::N,taula,dep
369,Platte::N,placa,dep
370,Stütze::N,suport,destek
371,Stange::N,vara,sing
372,Stock::N,pal,çam
373,Stab::N,bastó,qat
374,Rohr::N,tub,borî
375,Haus::N,casa,mal
376,Haus::N,casa,xanî
377,Heim::N,llar,mal
378,Ofen::N,estufa,sobe
379,Fußboden::N,terra,binpê
380,Tisch::N,taula,mase
381,Stuhl::N,cadira,kursî
382,Wiege::N,bressol,derguş
383,Bett::N,llit,qerewêle
384,Regal::N,prestatgeria,rêbaz
385,Kiste::N,caixa,sindoq
386,Fenster::N,finestra,çam
387,Fenster::N,finestra,şibeke
388,Tür::N,porta,derî
389,Tor::N,portal,derge
390,Zaun::N,tanca,hejik
391,Dach::N,teulada,sere xanî
392,Leiter::N,escala,pêling
393,Leiter::N,escala de mà,pêling
394,Besen::N,escombra,melkes
395,Spaten::N,pala,mer
396,Schaufel::N,pala,bêr
397,Gabel::N,forquilla,çetel
398,Löffel::N,cullera,kevçî
399,Messer::N,coltell,kêr
400,Nagel::N,clau,bizmar
401,Netz::N,filat,tor
402,Haken::N,ganxo,çenqel
403,Griff::N,puny,destî
404,Griff::N,mànec,destî
405,Schloss::N,pany,qonax
406,Bild::N,imatge,dimen
407,Figur::N,figura,figûr
408,Puppe::N,nina,bûk
409,Beutel::N,bossa,kîsik
410,Bündel::N,feix,pêçek
411,Bündel::N,paquet,pêçek
412,Tasche::N,bossa,bêrîk
413,Eimer::N,galleda,dewl
414,Deckel::N,tapa,devik
415,Deckel::N,tapadora,devik
416,Geschirr::N,vaixella,ferax
417,Sack::N,sac,tûr
418,Sack::N,saca,tûr
419,Tasse::N,tassa,kada
420,Topf::N,pot,beroş
421,Topf::N,olla,beroş
422,Kessel::N,caldera,şîril
423,Essen::N,àpat,xwarin
424,Essen::N,menjada,xwarin
425,Nahrung::N,aliment,xwarin
426,Speise::N,plat,xwarin
427,Fleisch::N,carn,goşt
428,Getreide::N,cereals,zad
429,Brei::N,puré,hewdêl
430,Brot::N,pa,
431,Scheibe::N,tall,parçe
432,Scheibe::N,llesca,parçe
433,Fett::N,greix,rûn
434,Butter::N,mantega,rûn
435,Öl::N,oli,rûn
436,Salz::N,sal,xwe
437,Suppe::N,sopa,şorbe
438,Honig::N,mel,hingiv
439,Milch::N,llet,şîr
440,Tee::N,te,çay
441,Leder::N,cuir,çerm
442,Wolle::N,llana,herî
443,Stoff::N,tela,paç
444,Nadel::N,agulla,derzî
445,Faden::N,fil,ta
446,Knopf::N,botó,bişkok
447,Knoten::N,nus,girêk
448,Farbe::N,pintura,boyax
449,Kleidung::N,roba,çil
450,Kleidung::N,vestits,çil
451,Hemd::N,camisa,qutik
452,Hemd::N,camisa,miltan
453,Kragen::N,coll,stûvang
454,Ärmel::N,màniga,hûçik
455,Hose::N,pantalōns,şewel
456,Gürtel::N,cinturó,qayiş
457,Mütze::N,gorra,fîno
458,Schuh::N,sabata,şêkal
459,Stiefel::N,bota,gizme
460,Stiefel::N,bota,çizme
461,Ring::N,anell,xelek
462,Band::N,veta,band
463,Band::N,cinta,band
464,Kamm::N,pinta,şeh
465,Spiegel::N,mirāll,eynik
466,Riemen::N,corretja,qayiş
467,Schnur::N,corda,doxin
468,Leine::N,corretja,şirît
469,Decke::N,manta,bataniye
470,Decke::N,flassada,bataniye
471,Kissen::N,coixí,balgî
472,Tuch::N,mocador,şar
473,Handtuch::N,tovallola,dezmal
474,Kraft::N,força,hêz
475,Kraft::N,força,qewet
476,Stärke::N,vigor,xurtî
477,Gesundheit::N,salut,nojdarî
478,Krankheit::N,malaltia,nexweşî
479,Schmerz::N,dolor,êş
480,Wunde::N,ferida,kul
481,Fieber::N,febre,ta
482,Arznei::N,medicament,derman
483,Brücke::N,pont,kopî
484,Brunnen::N,pou,çal
485,Brunnen::N,pou,kani
486,Weide::N,pastura,beyar
487,Pfad::N,senda,xaçirek
488,Pfad::N,sender,xaçirek
489,Weg::N,camí,rê
490,Straße::N,carretera,rê
491,Dorf::N,poble,gund
492,Stadt::N,ciutāt,baçar
493,Brief::N,carta,name
494,Buch::N,llibre,kitêb
495,Buch::N,llibre,pirtûk
496,Buchstabe::N,lletra,herf
497,Zeitung::N,diāri,rojname
498,Leben::N,vida,jiyan
499,Tod::N,mort,mirin
500,Grab::N,tomba,mezel
501,Kirche::N,església,gilyas
502,Sünde::N,pecat,guneh
503,Gott::N,déu,xwedê
504,Arbeiter::N,obrer,hîşçî
505,Chef::N,cap,bêg
506,Meister::N,mestre,hoste
507,Arzt::N,metge,doktor
508,Lehrer::N,mestre,mamoste
509,Geld::N,dinērs,pere
510,Geschäft::N,negoci,firoşgeh
511,Laden::N,tenda,dikan
512,Laden::N,botiga,dikan
513,Preis::N,preu,buha
514,Ware::N,mercaderia,tişt
515,Nutzen::N,profit,fêde
516,Reichtum::N,riquesa,serwet
517,Welt::N,món,dinya
518,Land::N,país,welat
519,Staat::N,estat,dewlet
520,König::N,rei,şah
521,König::N,rei,qral
522,Macht::N,poder,qewet
523,Macht::N,poder,destihilat
524,Macht::N,potència,qewet
525,Macht::N,potència,destihilat
526,Grenze::N,frontera,kevî
527,Krieg::N,guerra,çeng
528,Krieg::N,guerra,sêwaş
529,Feind::N,enemic,dijmin
530,Gewalt::N,violència,zor
531,Kampf::N,lluita,şer
532,Bogen[Waffe]::N,arc,kêvan
533,Pfeil::N,fletxa,çîrik
534,Gewehr::N,fusell,tifing
535,Gewehr::N,escopeta,tifing
536,Fehler::N,falta,şaşî
537,Lüge::N,mentida,derew
538,Schaden::N,dany,xisar
539,Unglück::N,desgràcia,bêbextî
540,Schuld::N,culpa,suç
541,Alter::N,edat,temen
542,Schluss::N,fi,girtin
543,Schluss::N,final,girtin
544,Zeit::N,temps,çax
545,Tag::N,dia,roj
546,Morgen::N,matí,sibeh
547,Mittag::N,migdia,nîro
548,Abend::N,vespre,êvar
549,Nacht::N,nit,şev
550,Woche::N,setmana,heftî
551,Monat::N,mes,meh
552,Jahr::N,any,sal
553,Frühling::N,primavera,bihar
554,Sommer::N,estīu,havîn
555,Herbst::N,tardor,payîz
556,Winter::N,hivērn,zistan
557,Januar::N,gener,çile
558,Februar::N,febrer,sibat
559,März::N,març,adar
560,April::N,abril,nîsan
561,Mai::N,maig,gûlan
562,Juni::N,juny,hezîran
563,Juli::N,juliol,tîmeh
564,August::N,agost,tebax
565,September::N,setembre,îlon
566,Oktober::N,octubre,çotmeh
567,November::N,novembre,mijdar
568,Dezember::N,desembre,kanûn
569,Montag::N,dilluns,duşemb
570,Dienstag::N,dimarts,sêşem
571,Mittwoch::N,dimecres,çarşemb
572,Donnerstag::N,dijous,pêşemb
573,Freitag::N,divendres,în
574,Samstag::N,dissabte,şemî
575,Sonntag::N,diumenge,yekşemb
576,groß::A,gros,mezin
577,klein::A,petīt,çûçik
578,lang::A,llarg,dirêj
579,kurz::A,curt,kin
580,breit::A,ample,fireh
581,schmal::A,estret,tenik
582,dicht::A,dens,gir
583,dick[Gegenstand]::A,gruixūt,şîşman
584,dünn::A,prim,zirav
585,fein::A,fi,tenik
586,fest::A,ferm,saxlem
587,fest::A,sòlid,saxlem
588,flach::A,pla,pahn
589,glatt::A,llis,dûz
590,glatt::A,llis,şayîk
591,hart::A,dur,hişk
592,weich::A,tou,nerm
593,rund::A,rodó,gilover
594,spitz::A,punxegut,pîj
595,scharf::A,agut,tûj
596,stumpf::A,rom,ne tûj
597,stumpf::A,esmussat,ne tûj
598,schwer::A,pesāt,giran
599,schön::A,bonīc,xweş
600,schön::A,bonīc,xweşik
601,heiß::A,calēnt,kelandî
602,warm::A,càlid,germ
603,kalt::A,fred,sar
604,kühl::A,fresc,jemîrî
605,frisch::A,fresc,ter
606,feucht::A,humit,şil
607,nass::A,mullat,şilek
608,trocken::A,sec,zuwa
609,voll::A,ple,tijî
610,leer::A,buit,vala
611,offen::A,obert,vekirî
612,geschlossen::A,tancat,asê
613,sauber::A,net,pakij
614,schmutzig::A,brut,lewitî
615,roh::A,cru,xav
616,reif::A,madur,gihaştî
617,lecker::A,deliciós,xweş
618,süß::A,dolç,şîrîn
619,bitter::A,amarg,tahl
620,sauer::A,agre,tirş
621,hell::A,clar,ronî
622,dunkel::A,fosc,tarî
623,schwarz::A,negre,reş
624,weiß::A,blanc,sipî
625,rot::A,vermēll,sor
626,gelb::A,groc,zer
627,blau::A,blau,şîn
628,grün::A,verd,şîn
629,grau::A,gris,gewr
630,bunt::A,multicolor,rengîn
631,billig::A,barat,erzan
632,teuer::A,car,biha
633,wertvoll::A,preciós,hêja
634,wertvoll::A,preciós,giranbiha
635,blind::A,cec,kor
636,taub::A,sord,kerr
637,kräftig::A,fort,gir
638,kräftig::A,fort,xurt
639,kräftig::A,vigorós,gir
640,kräftig::A,vigorós,xurt
641,stark::A,fort,xurt
642,schwach::A,feble,kesad
643,fett::A,gras,qelew
644,schlank::A,esvelt,zirav
645,hübsch::A,maco,xweşik
646,böse::A,dolent,xerab
647,böse::A,dolent,aciz
648,dumm::A,ximple,gêj
649,dumm::A,estúpid,gêj
650,faul::A,gandūl,têmbêl
651,faul::A,mandrós,têmbêl
652,fleißig::A,diligēnt,jêhatî
653,geizig::A,avar,destgirtî
654,klug::A,intel·ligent,baqil
655,geschickt::A,hàbil,zîrek
656,geschickt::A,hàbil,ziring
657,lieb::A,amat,delal
658,lieb::A,estimat,delal
659,lustig::A,alegre,kêfxweş
660,sanft::A,suau,nazenîn
661,hungrig::A,afamat,birçî
662,krank::A,malālt,nexweş
663,nackt::A,nu,rût
664,nackt::A,nu,tazî
665,traurig::A,trist,xemgîn
666,lebendig::A,viu,bisaxî
667,gut::A,bo,baş
668,schlecht::A,dolēnt,xerab
669,richtig::A,just,rast
670,richtig::A,just,saxlem
671,richtig::A,correcte,rast
672,richtig::A,correcte,saxlem
673,schlimm::A,greu,nebaş
674,wahr::A,vertader,rast
675,wahr::A,veritable,rast
676,alt::A,vell,pîr
677,alt::A,vell,kevn
678,neu::A,nou,nû
679,ehemalig::A,antic,kevnar
680,ehemalig::A,antic,peşidar
681,alt[Lebewesen]::A,vell,pîr
682,jung::A,jove,xort
683,arm::A,pobre,feqîr
684,arm::A,pobre,desteng
685,reich::A,ric,dewlemend
686,bekannt::A,conegut,naskirî
687,berühmt::A,famós,navdar
688,fremd::A,estrany,xerîb
689,verschieden::A,diferent,çîhê
690,nah::A,pròxim,nêzîk
691,fern::A,llunyà,dûr
692,fern::A,distant,dûr
693,linker::A,esquerre,çepê
694,rechter::A,dret,rastê
695,anderer::A,altre,yê din
696,erster::A,primer,yekemîn
697,zweiter::A,segon,duda
698,dritter::A,tercer,sisêya
699,letzter::A,últim,paşîn
700,allein::ADV,sol,tenê
701,auf einmal::ADV,d'una vegada,jar kê
702,zusammen::ADV,junt,tev
703,zusammen::ADV,junt,bi hev re
704,lange::ADV,molt de temps,dirêj
705,plötzlich::ADV,de cop,ji nişkave
706,plötzlich::ADV,de sobte,ji nişkave
707,sofort::ADV,de seguida,yekser
708,später::ADV,més tard,paşiyê
709,jetzt::ADV,ara,nuha
710,heute::ADV,avūi,îro
711,morgen::ADV,demà,sibeh
712,bald::ADV,aviāt,nêzîk
713,dann::ADV,després,paşê
714,gestern::ADV,ahir,do
715,einst::ADV,anteriorment,jar ke
716,damals::ADV,llavōrs,hîngî
717,damals::ADV,aleshores,hîngî
718,danach::ADV,després,piştra
719,vorher::ADV,abāns,pîşî
720,zuerst::ADV,primer,bere
721,einmal::ADV,una vegada,çarik
722,manchmal::ADV,de vegades,çarna
723,oft::ADV,sovint,gelek çaran
724,immer::ADV,sempre,daîm
725,niemals::ADV,no ... mai,tu çar
726,hier::ADV,aquí,li vir
727,hierhin::ADV,per aquí,vir
728,von hier::ADV,des d'aquí,ji vir
729,dort::ADV,allí,li wê derê
730,dorthin::ADV,hi,wêda
731,geradeaus::ADV,tot dret,rastê rast
732,vorwärts::ADV,endavānt,ber bi pêş
733,rückwärts::ADV,endarrera,paşpê
734,zurück::ADV,darrere,paşdo
735,zurück::ADV,darrere,paşvê
736,unten::ADV,a baix,jêrî
737,hinab::ADV,cap avall,berjêr
738,oben::ADV,dalt,banî
739,hinauf::ADV,cap amunt,banî
740,überall::ADV,pertot,li her derê
741,überall::ADV,per tot arreu,li her derê
742,nicht::ADV,no,ne
743,nicht::ADV,no,nîn
744,nicht::ADV,no,tine
745,ein wenig::ADV,una mica,hebkî
746,kaum::ADV,a penes,tema
747,kaum::ADV,a penes,himangi
748,sehr::ADV,molt,gelek
749,so::ADV,així,weha
750,noch::ADV,encara,hêj
751,noch::ADV,encara,dîsa
752,nur::ADV,només,tenê
753,nur::ADV,només,bes
754,schon::ADV,ja,hew
755,wieder::ADV,de nou,jar din
756,wieder::ADV,de nou,dîsa
757,vergebens::ADV,en va,deya çun
758,vergebens::ADV,en va,îfleh bûn
759,vor::PRP,davānt,li ber
760,vor::PRP,enfront de,li ber
761,hinter::PRP,darrera,li pişt
762,unter::PRP,sota,li bin
763,durch::PRP,per,kura
764,neben::PRP,al costāt de,li ba
765,zwischen::PRP,entre,nabeyne
766,zwischen::PRP,entre,di nav...da
767,wegen::PRP,a causa de,ji bo
768,wegen::PRP,a causa de,ji ber
769,dies::PRN,aquest,ev
770,das::PRN,això,ev
771,alles::PRN,tot,hemû
772,ich::PRN,jo,ez
773,du::PRN,tu,tu
774,er::PRN,ell,wî
775,wir::PRN,nosaltres,êm
776,ihr::PRN,vosaltres,hûn
777,sie::PRN,ells,we
778,sie::PRN,elles,we
779,was::FPRN,què,çi
780,wer::FPRN,qui,ki
781,wo::FADV,on,li ku dere
782,wohin::FADV,cap a on,li ku dere
783,wie::FADV,com,çawa
784,warum::FADV,per què,çima
785,wieviel::FNUM,quant,çend
786,eins::NUM,u,yek
787,zwei::NUM,dos,didu
788,drei::NUM,tres,sisê
789,vier::NUM,quatre,çar
790,fünf::NUM,cinc,penç
791,sechs::NUM,sis,şeş
792,sieben::NUM,set,heft
793,acht::NUM,vuit,heşt
794,neun::NUM,nou,neh
795,zehn::NUM,deu,deh
796,elf::NUM,onze,yazdeh
797,zwölf::NUM,dotze,diwazdeh
798,zwanzig::NUM,vint,bîst
799,dreißig::NUM,trenta,sih
800,vierzig::NUM,quaranta,çil
801,fünfzig::NUM,cinquanta,pençi
802,sechzig::NUM,seixanta,şêst
803,siebzig::NUM,setanta,heftê
804,achtzig::NUM,vuitanta,heştê
805,neunzig::NUM,noranta,nod
806,hundert::NUM,cent,sêd
807,tausend::NUM,mil,hezar
808,und::CNJ,i,û
809,oder::CNJ,o,an
810,oder::CNJ,o,yan
811,stehen::V,estar de peu,sekinîn
812,sitzen::V,seure,rûniştin
813,liegen::V,jeure,paldan
814,hängen::V,penjar,darve kirin
815,werden::V,fer-se,bûn
816,werden::V,posar-se,bûn
817,passieren::V,succeir,hatin holê
818,passieren::V,succeir,hatin serê kesî
819,beginnen::V,iniciar-se,li dest pêkirin
820,enden::V,acabar-se,xalas bû
821,enden::V,terminar-se,xalas bû
822,wechseln::V,canviar,guherandin
823,wechseln::V,canviar,dêgiş kirin
824,aufgehen[Sonne]::V,sortir,hilatin
825,untergehen[Sonne]::V,posar-se,çun ava
826,scheinen[Sonne]::V,brillar,şewk de
827,donnern::V,tronar,gire-gir
828,wehen::V,bufar,ba le de
829,strömen::V,afluir,xwe girtin
830,fließen::V,fluir,herikîn
831,sich drehen::V,girar,xwe zivirandin
832,schwanken::V,vacil·lar,hejandin
833,schwingen::V,oscil·lar,libakirin
834,fallen::V,caure,ketin
835,fallen::V,tombar,ketin
836,brennen::V,cremar,şewitîn
837,rauchen::V,fumejar,kişandin
