,Concept_ID,cs,av
197,Ameise::N,mravenec,цӏунцӏра
198,Laus::N,veš,нацӏ
199,Mücke::N,komár,кӏкӏара
200,Fliege::N,moucha,тӏутӏ
201,Schmetterling::N,motýl,кӏалкӏучӏ
202,Beere::N,bobule,
203,Apfel::N,jablko,гӏеч
204,Pilz::N,houba,гӏурдахӏан
205,Zwiebel::N,cibule,кӏочӏопер
206,Saat::N,osivo,хьон
207,Korn::N,zrno,мугь
208,Heu::N,seno,хер
209,Schale::N,slupka,хъал
210,Schale::N,skořápka,хъал
211,Grube::N,jáma,гвенд
212,Falle::N,past,къор
213,Falle::N,past,къотен
214,Falle::N,léčka,къор
215,Falle::N,léčka,къотен
216,Schlinge::N,smyčka,кӏичӏ
217,Spur::N,stopa,лъалкӏ
218,Asche::N,popel,рахъу
219,Dreck::N,špína,гъиз
220,Dreck::N,špína,хӏарщ
221,Eisen::N,železo,махх
222,Gold::N,zlato,месед
223,Silber::N,stříbro,гӏарац
224,Kohle::N,uhlí,тӏурччи
225,Glas::N,sklo,цӏер
226,Lehm::N,jíl,хӏатӏ
227,Lehm::N,hlína,хӏатӏ
228,Sand::N,písek,сали
229,Mensch::N,člověk,чи
230,Mann::N,muž,бихьинчи
231,Frau::N,žena,гӏадан
232,Kind::N,dítě,лъимер
233,Junge::N,hoch,вас
234,Junge::N,chlapec,вас
235,Mädchen::N,děvče,яс
236,Familie::N,rodina,хъизан
237,Großvater::N,děd,кӏудада
238,Großvater::N,dědeček,кӏудада
239,Großmutter::N,babička,кӏодо
240,Eltern::N,rodiče,эбел-эмен
241,Vater::N,otec,эмен
242,Mutter::N,matka,эбел
243,Sohn::N,syn,вас
244,Tochter::N,dcera,яс
245,Bruder::N,bratr,вац
246,Schwester::N,sestra,яц
247,Onkel::N,strýc,даци
248,Tante::N,teta,ада
249,Ehemann::N,choť,рос
250,Ehemann::N,manžel,рос
251,Ehefrau::N,choť,чӏужу
252,Ehefrau::N,manželka,чӏужу
253,Freude::N,radost,ракӏбохи
254,Gelächter::N,smích,релъи
255,Glück::N,štěstí,талихӏ
256,Glück::N,štěstí,талихӏ-рохел
257,Kummer::N,žal,хӏалкъай
258,Kummer::N,trápení,хӏалкъай
259,Wunsch::N,přání,къасд
260,Lust::N,chuť,гъира
261,Geist::N,duch,чӏанкӏ
262,Geist::N,duch,рухӏ-жан
263,Gedanke::N,myšlenka,пикру
264,Gedächtnis::N,paměť,
265,Verstand::N,rozum,лумалъи
266,Verstand::N,rozum,цӏодорлъи
267,Sinn::N,smysl,магӏна
268,Grund::N,důvod,багьана
269,Wahrheit::N,pravda,ритӏухълъи
270,Gespräch::N,rozhovor,накъит
271,Märchen::N,pohádka,маргьа
272,Erzählung::N,povídka,къиса
273,Nachricht::N,zpráva,хабар
274,Neuigkeit::N,novina,хабар-гӏазаб
275,Neuigkeit::N,novinka,хабар-гӏазаб
276,Name::N,jméno,цӏар
277,Rätsel::N,hádanka,бицанкӏо
278,Rede::N,řeč,речь
279,Rede::N,řeč,калам
280,Rede::N,proslov,речь
281,Rede::N,proslov,калам
282,Sprache::N,řeč,мацӏ
283,Sprache::N,jazyk,мацӏ
284,Stimme::N,hlas,гьаракь
285,Wort::N,slovo,рагӏи
286,Zeichen::N,znamení,ишара
287,Zeichen::N,znamení,гӏаламат
288,Ruf::N,zavolání,ахӏи
289,Lärm::N,hluk,хъуй
290,Lärm::N,hluk,хъуди
291,Laut::N,zvuk,гьаракь
292,Laut::N,zvuk,сас
293,Ton::N,tón,
294,Lied::N,píseň,кечӏ
295,Ruhe::N,klid,рахӏат
296,Ruhe::N,pokoj,рахӏат
297,Leute::N,lidé,гӏадамал
298,Volk::N,národ,халкъ
299,Arbeit::N,práce,хӏалтӏи
300,Gast::N,host,гьобол
301,Geschenk::N,dar,сайигъат
302,Spiel::N,hra,хӏай
303,Spiel::N,hra,расанди
304,Gesellschaft::N,společnost,жамагӏат
305,Hilfe::N,pomoc,кумек
306,Freund::N,přítel,гьудул
307,Kamerad::N,kamarád,гьалмагъ
308,Angelegenheit::N,záležitost,къваригӏел
309,Anzahl::N,počet,рикӏкӏен
310,Art::N,druh,жинс
311,Stück::N,kus,кесек
312,Stück::N,kousek,кесек
313,Teil::N,díl,пай
314,Teil::N,část,пай
315,Hälfte::N,půl,бащдаб
316,Kreis::N,kruh,гор
317,Kreuz::N,kříž,хъанч
318,Linie::N,linka,мухъ
319,Strich::N,čára,хӏучч
320,Strich::N,čárka,хӏучч
321,Abstand::N,vzdálenost,манзил
322,Entfernung::N,vzdálenost,манзил
323,Gegend::N,krajina,рахъ
324,Platz::N,prostor,бакӏ
325,Ort::N,místo,бакӏ
326,Seite::N,strana,рахъ
327,Mitte::N,střed,бакьулъбакӏ
328,Mitte::N,prostředek,бакьулъбакӏ
329,Gegenstand::N,předmět,жо
330,Sache::N,věc,жо
331,Rand::N,kraj,мицӏир
332,Rand::N,okraj,мицӏир
333,Kante::N,hrana,рагӏал
334,Kante::N,hrana,рагӏа-ракьан
335,Ecke::N,roh,цили
336,Spitze::N,hrot,тӏогь
337,Spitze::N,špička,тӏогь
338,Ende::N,konec,кӏал
339,Loch::N,díra,каратӏ
340,Winkel::N,kout,
341,Muster::N,vzor,накъиш
342,Größe::N,velikost,кӏодо́лъи
343,Länge::N,délka,халалъи
344,Höhe::N,výška,борхалъи
345,Gewicht::N,váha,бакӏлъи
346,Menge::N,množství,
347,Haufen::N,kupa,гъуни
348,Haufen::N,hromada,гъуни
349,Reihe::N,řada,ирга́
350,Reihe::N,řádek,ирга́
351,Boot::N,člun,раса
352,Ruder::N,veslo,раххан
353,Schlitten::N,sáně,чанагъ
354,Ski::N,lyže,лыжаби
355,Lagerfeuer::N,táborák,цӏа
356,Last::N,náklad,бакӏлъи
357,Last::N,břemeno,бакӏлъи
358,Gang::N,chůze,хьвади
359,Gang::N,chůze,хьвада-чӏвади
360,Gang::N,chodba,хьвади
361,Gang::N,chodba,хьвада-чӏвади
362,Schritt::N,krok,гали
363,Norden::N,sever,шимал
364,Süden::N,jih,юг
365,Süden::N,jih,къибла
366,Westen::N,západ,гъарб
367,Westen::N,západ,магъриб
368,Osten::N,východ,шаркъ
369,Osten::N,východ,машрикъ
370,Holz::N,dřevo,цӏул
371,Brett::N,prkno,хъарщи
372,Platte::N,deska,къоно
373,Stütze::N,opěra,
374,Stange::N,tyč,гӏер
375,Stange::N,tyčka,гӏер
376,Stock::N,hůlka,тӏил
377,Stab::N,hůl,гӏер
378,Rohr::N,trubka,турба
379,Haus::N,dům,ригь
380,Haus::N,dům,рукъзал
381,Heim::N,domov,рукъ
382,Ofen::N,kamna,печь
383,Fußboden::N,podlaha,чӏабар
384,Tisch::N,stůl,стол
385,Stuhl::N,židle,бакӏу
386,Wiege::N,kolébka,кини
387,Bett::N,postel,кровать
388,Regal::N,regál,хъарщи
389,Regal::N,police,хъарщи
390,Kiste::N,bedna,ящик
391,Kiste::N,bedna,тӏалагъуд
392,Fenster::N,okno,гордо
393,Tür::N,dveře,нуцӏа
394,Tor::N,vrata,каву
395,Zaun::N,plot,раци
396,Dach::N,střecha,тӏох
397,Leiter::N,žebřík,мали
398,Besen::N,koště,жул
399,Besen::N,smeták,жул
400,Spaten::N,rýč,бел
401,Schaufel::N,lopata,раххан
402,Gabel::N,vidlička,гӏучӏ
403,Löffel::N,lžíce,гъуд
404,Messer::N,nůž,нус
405,Nagel::N,hřebík,магӏ
406,Netz::N,síť,гьин
407,Haken::N,hák,гъанцӏа
408,Griff::N,držadlo,гӏоркь
409,Schloss::N,zámek,кӏулал
410,Bild::N,obraz,сурат
411,Figur::N,figura,
412,Puppe::N,panenka,нани
413,Beutel::N,pytlík,таргьа
414,Bündel::N,svazek,къай
415,Tasche::N,taška,сумка
416,Tasche::N,taška,къвачӏа
417,Tasche::N,brašna,сумка
418,Tasche::N,brašna,къвачӏа
419,Eimer::N,kýbl,ведро
420,Eimer::N,vědro,ведро
421,Deckel::N,víko,тӏалъел
422,Deckel::N,víko,дадитӏалъел
423,Deckel::N,příklop,тӏалъел
424,Deckel::N,příklop,дадитӏалъел
425,Geschirr::N,nádobí,цӏарагӏ
426,Sack::N,pytel,хъап
427,Sack::N,pytel,къандалъо
428,Tasse::N,šálek,чашка
429,Topf::N,hrnec,хьаг
430,Kessel::N,kotel,хьаг
431,Kessel::N,kotel,гереги
432,Essen::N,jídlo,тӏагӏам
433,Nahrung::N,strava,квен
434,Nahrung::N,potrava,квен
435,Speise::N,jídlo,квен
436,Fleisch::N,maso,гьан
437,Getreide::N,obilí,бугӏа-ролъ
438,Getreide::N,obilí,могьолабл_культураби
439,Brei::N,kaše,карщ
440,Brot::N,chléb,чед
441,Scheibe::N,krajíc,мочӏу
442,Fett::N,tuk,беэнлъи
443,Fett::N,omastek,беэнлъи
444,Butter::N,máslo,нах
445,Öl::N,olej,нах
446,Salz::N,sůl,цӏам
447,Suppe::N,polévka,чурпа
448,Honig::N,med,гьоцӏо
449,Milch::N,mléko,рахь
450,Tee::N,čaj,чай
451,Leder::N,kůže,тӏом
452,Wolle::N,vlna,квас
453,Stoff::N,látka,ххам
454,Nadel::N,jehla,рокӏкӏен
455,Faden::N,nit,кун
456,Knopf::N,knoflík,маргъал
457,Knoten::N,uzel,гарацӏ
458,Farbe::N,barva,релъен
459,Kleidung::N,šaty,ретӏел
460,Kleidung::N,šatstvo,ретӏел
461,Hemd::N,košile,гурде
462,Kragen::N,límec,габур
463,Ärmel::N,rukáv,къвал
464,Hose::N,kalhoty,тӏажу
465,Gürtel::N,pás,рачел
466,Gürtel::N,opasek,рачел
467,Mütze::N,čepice,тӏагъур
468,Schuh::N,bota,
469,Stiefel::N,holínka,этек
470,Stiefel::N,holínka,чакма
471,Ring::N,prsten,баргъич
472,Band::N,pásek,лента
473,Kamm::N,hřeben,гьоркьо
474,Spiegel::N,zrcadlo,матӏу
475,Riemen::N,řemen,рижу
476,Schnur::N,šňůra,
477,Leine::N,vodítko,
478,Decke::N,pokrývka,одея́ло
479,Decke::N,přikrývka,одея́ло
480,Kissen::N,polštář,къандалъо
481,Tuch::N,šátek,квархьи
482,Handtuch::N,ručník,беркӏалрацӏцӏ
483,Kraft::N,síla,гуч
484,Kraft::N,síla,къуват
485,Stärke::N,síla,хӏалкӏвей
486,Gesundheit::N,zdraví,сахлъи́
487,Krankheit::N,nemoc,унти
488,Krankheit::N,nemoc,щокълъи
489,Krankheit::N,choroba,унти
490,Krankheit::N,choroba,щокълъи
491,Schmerz::N,bolest,унти
492,Wunde::N,rána,ругъун
493,Fieber::N,horečka,цӏа-кан
494,Arznei::N,lék,дару
495,Brücke::N,most,кьо
496,Brunnen::N,studna,гъуй
497,Weide::N,pastva,рицӏцӏ
498,Weide::N,pastva,лъичӏирма
499,Weide::N,pastva,гӏурдаллъи
500,Weide::N,pastva,ри́цӏигъветӏ
501,Weide::N,pastva,рицӏцӏигъветӏ
502,Weide::N,pastvina,рицӏцӏ
503,Weide::N,pastvina,лъичӏирма
504,Weide::N,pastvina,гӏурдаллъи
505,Weide::N,pastvina,ри́цӏигъветӏ
506,Weide::N,pastvina,рицӏцӏигъветӏ
507,Pfad::N,pěšina,сухъмахъ
508,Weg::N,cesta,нух
509,Straße::N,silnice,нух
510,Dorf::N,vesnice,росу
511,Stadt::N,město,шагьар
512,Brief::N,dopis,кагъат
513,Brief::N,dopis,рисалат
514,Buch::N,kniha,тӏехь
515,Buchstabe::N,písmeno,хӏарп
516,Zeitung::N,noviny,газет
517,Leben::N,život,яшав
518,Tod::N,smrt,хвел
519,Grab::N,hrob,хоб
520,Kirche::N,kostel,килиса
521,Sünde::N,hřích,хӏакъ
522,Sünde::N,hřích,мунагь
523,Gott::N,bůh,бичас
524,Gott::N,bůh,аллагь
525,Arbeiter::N,dělník,хӏалтӏухъан
526,Arbeiter::N,pracovník,хӏалтӏухъан
527,Chef::N,šéf,хӏаким
528,Chef::N,šéf,начальник
529,Chef::N,vedoucí,хӏаким
530,Chef::N,vedoucí,начальник
531,Meister::N,mistr,устар
532,Meister::N,mistr,мастер
533,Meister::N,mistr,махщалилав
534,Arzt::N,lékař,жайрахӏ
535,Lehrer::N,učitel,мугӏалим
536,Geld::N,peníze,гӏарац
537,Geschäft::N,obchod,
538,Laden::N,krám,тукен
539,Preis::N,cena,багьа
540,Ware::N,zboží,къайи
541,Nutzen::N,užitek,мунпагӏат
542,Reichtum::N,bohatství,бечелъи
543,Welt::N,svět,дуниял
544,Land::N,země,улка
545,Land::N,země,икълим
546,Staat::N,stát,пачалихъ
547,König::N,král,пача
548,König::N,král,малик
549,König::N,král,къирал
550,König::N,král,падишагь
551,Macht::N,moc,кверщел
552,Macht::N,mocnost,кверщел
553,Grenze::N,hranice,гӏорхъи
554,Krieg::N,válka,рагъ
555,Feind::N,nepřítel,тушман
556,Gewalt::N,násilí,зулму
557,Kampf::N,boj,къеркьей
558,Bogen[Waffe]::N,luk,газаргъо
559,Pfeil::N,šíp,чӏор
560,Gewehr::N,puška,туманкӏ
561,Gewehr::N,ručnice,туманкӏ
562,Fehler::N,chyba,гъалатӏ
563,Lüge::N,lež,гьереси
564,Schaden::N,škoda,зиян
565,Schaden::N,škoda,зарал
566,Unglück::N,neštěstí,балагь
567,Schuld::N,vina,гӏайиб
568,Alter::N,věk,гӏумру
569,Schluss::N,konec,ахир
570,Zeit::N,čas,заман
571,Tag::N,den,къо
572,Morgen::N,ráno,радалмех
573,Morgen::N,jitro,радалмех
574,Mittag::N,poledne,къадемех
575,Abend::N,večer,релъедамех
576,Nacht::N,noc,сордо
577,Woche::N,týden,анкь
578,Monat::N,měsíc,моцӏ
579,Jahr::N,rok,сон
580,Jahr::N,rok,лъагӏел
581,Frühling::N,jaro,их
582,Sommer::N,léto,рии
583,Herbst::N,podzim,хасалихълъи
584,Winter::N,zima,кьин
585,Januar::N,leden,январь
586,Februar::N,únor,февра́ль
587,März::N,březen,март
588,April::N,duben,апрель
589,Mai::N,květen,май
590,Juni::N,červen,июнь
591,Juli::N,červenec,июль
592,August::N,srpen,август
593,September::N,září,сентябрь
594,Oktober::N,říjen,октябрь
595,November::N,listopad,ноябрь
596,Dezember::N,prosinec,декабрь
597,Montag::N,pondělí,итни
598,Montag::N,pondělek,итни
599,Dienstag::N,úterý,талат
600,Mittwoch::N,středa,арбагӏ
601,Donnerstag::N,čtvrtek,хамиз
602,Freitag::N,pátek,рузман
603,Samstag::N,sobota,щамат
604,Sonntag::N,neděle,гьатӏан
605,groß::A,velký,кӏудияб
606,klein::A,malý,гьитӏинаб
607,lang::A,dlouhý,халатаб
608,kurz::A,krátký,къокъаб
609,breit::A,široký,гӏебаб
610,schmal::A,úzký,къваридаб
611,dicht::A,hustý,ризаб
612,dick[Gegenstand]::A,tlustý,бицатаб
613,dünn::A,tenký,тӏеренаб
614,fein::A,jemný,тӏеренаб
615,fest::A,pevný,къвакӏараб
616,flach::A,plochý,чӏепараб
617,flach::A,placatý,чӏепараб
618,glatt::A,hladký,цӏвакараб
619,hart::A,tvrdý,кьварараб
620,weich::A,měkký,тамахаб
621,rund::A,kulatý,гургинаб
622,rund::A,okrouhlý,гургинаб
623,spitz::A,špičatý,бегӏераб
624,scharf::A,ostrý,рекӏараб
625,stumpf::A,tupý,тӏехӏараб
626,stumpf::A,tupý,рекӏинчӏеб
627,schwer::A,těžký,бакӏаб
628,schön::A,pěkný,берцинаб
629,schön::A,krásný,берцинаб
630,heiß::A,horký,лагьараб
631,warm::A,teplý,хинаб
632,kalt::A,studený,квачараб
633,kühl::A,chladný,квачараб
634,frisch::A,svěží,цӏияб
635,feucht::A,vlhký,рагьараб
636,nass::A,mokrý,би́ччараб
637,trocken::A,suchý,бакъвараб
638,voll::A,plný,
639,leer::A,prázdný,чӏобогояб
640,offen::A,otevřený,рагьараб
641,geschlossen::A,zavřený,рахараб-къараб
642,sauber::A,čistý,бацӏцӏадаб
643,schmutzig::A,špinavý,гъизараб
644,roh::A,syrový,хамаб
645,roh::A,syrový,гӏатӏгояб
646,reif::A,zralý,барщараб
647,lecker::A,chutný,тӏагӏамаб
648,süß::A,sladký,гьуинаб
649,bitter::A,hořký,кьогӏаб
650,sauer::A,kyselý,цӏекӏаб
651,hell::A,světlý,канаб
652,dunkel::A,temný,бецӏаб
653,schwarz::A,černý,чӏегӏераб
654,weiß::A,bílý,хъахӏаб
655,rot::A,rudý,багӏараб
656,rot::A,červený,багӏараб
657,gelb::A,žlutý,гӏобилаб
658,gelb::A,žlutý,тӏогьилаб
659,blau::A,modrý,хъахӏилаб
660,grün::A,zelený,гӏурччинаб
661,grau::A,šedý,накӏкӏуяб
662,grau::A,šedivý,накӏкӏуяб
663,bunt::A,pestrý,къвекӏаб
664,bunt::A,pestrý,чара-гъараб
665,billig::A,levný,учузаб
666,billig::A,laciný,учузаб
667,teuer::A,drahý,хири́яб
668,wertvoll::A,cenný,къиматаб
669,blind::A,slepý,беццаб
670,taub::A,hluchý,гъугъаб
671,kräftig::A,silný,гучаб
672,stark::A,silný,къуватаб
673,schwach::A,slabý,гӏажизаб
674,fett::A,tučný,кьарияб
675,fett::A,tlustý,кьарияб
676,schlank::A,štíhlý,чергесаб
677,hübsch::A,hezký,гьайбатаб
678,böse::A,zlý,ракӏквешаб
679,dumm::A,hloupý,гьагаб
680,dumm::A,hloupý,гӏантаб
681,faul::A,líný,кӏохӏалаб
682,faul::A,líný,кӏухӏа́лаб
683,fleißig::A,pilný,хӏаракатаб
684,geizig::A,lakomý,къарумаб
685,klug::A,chytrý,лумияб
686,geschickt::A,šikovný,махщел бугев
687,lieb::A,milý,гӏазизаб
688,lustig::A,veselý,кепаб
689,sanft::A,mírný,хӏалимаб
690,sanft::A,mírný,хӏере́наб
691,hungrig::A,hladový,бакъараб
692,krank::A,nemocný,щокъаб
693,krank::A,nemocný,унтараб
694,nackt::A,nahý,гӏицӏаб
695,nackt::A,nahý,чӏанкӏараб
696,traurig::A,smutný,пашманаб
697,traurig::A,truchlivý,пашманаб
698,lebendig::A,živý,чӏагояб
699,gut::A,dobrý,лъикӏаб
700,schlecht::A,špatný,къадараб
701,richtig::A,pravý,битӏараб
702,richtig::A,správný,битӏараб
703,schlimm::A,zlý,нажасаб
704,schlimm::A,zlý,къабихӏаб
705,wahr::A,pravdivý,хӏакъаб
706,wahr::A,pravdivý,битӏараб
707,alt::A,starý,басрияб
708,neu::A,nový,цӏияб
709,ehemalig::A,bývalý,цебе́госеб
710,alt[Lebewesen]::A,starý,хераб
711,jung::A,mladý,тӏинчӏаб
712,jung::A,mladý,гӏолохъанаб
713,arm::A,chudý,пакъираб
714,reich::A,bohatý,бечедаб
715,bekannt::A,známý,лъалеб
716,berühmt::A,slavný,машгьураб
717,fremd::A,cizí,чияр
718,verschieden::A,různý,батӏи-батӏияб
719,verschieden::A,rozličný,батӏи-батӏияб
720,nah::A,blízký,гӏагарда бугеб
721,fern::A,daleký,рикӏкӏадаб
722,linker::A,levý,квегӏаб
723,rechter::A,pravý,кваранаб
724,anderer::A,jiný,батӏияб
725,erster::A,první,тӏоцебесеб
726,zweiter::A,druhý,кӏиабилеб
727,dritter::A,třetí,лъабабилеб
728,letzter::A,poslední,ахирисеб
729,allein::ADV,sám,ялгъузго
730,auf einmal::ADV,najednou,цихӏинтӏаго
731,zusammen::ADV,spolu,цойида
732,zusammen::ADV,dohromady,цойида
733,lange::ADV,dlouho,
734,plötzlich::ADV,vtom,цойидасанго
735,plötzlich::ADV,náhle,цойидасанго
736,sofort::ADV,hned,гьебсагӏат
737,sofort::ADV,ihned,гьебсагӏат
738,später::ADV,později,
739,jetzt::ADV,teď,гьанже
740,jetzt::ADV,nyní,гьанже
741,heute::ADV,dnes,жакъа
742,heute::ADV,dneska,жакъа
743,morgen::ADV,zítra,метер
744,bald::ADV,brzo,гьабсагӏаталъ
745,dann::ADV,pak,цинги
746,dann::ADV,potom,цинги
747,gestern::ADV,včera,сон
748,einst::ADV,kdysi,цин
749,damals::ADV,tehdy,гьебмехалъ
750,damals::ADV,tehdy,гьебмехалда
751,damals::ADV,tenkrát,гьебмехалъ
752,damals::ADV,tenkrát,гьебмехалда
753,danach::ADV,podle toho,цинги
754,danach::ADV,podle toho,хадуса
755,vorher::ADV,dříve,цебе
756,vorher::ADV,napřed,цебе
757,zuerst::ADV,nejprve,тӏоцебе
758,zuerst::ADV,nejdříve,тӏоцебе
759,einmal::ADV,jednou,цинцӏул
760,einmal::ADV,jednou,цихӏин
761,einmal::ADV,jednou,цоцӏул
762,manchmal::ADV,někdy,олоцӏул
