,Concept_ID,ru,hy
162,Katze::N,кошка,կատու
163,Bär::N,медведь,արջ
164,Eichhörnchen::N,белка,սկյուռ
165,Elch::N,лось,հիւսիսային եղջերու
166,Fuchs::N,лиса,աղվես
167,Hase::N,заяц,նապաստակ
168,Maus::N,мышь,մուկ
169,Wolf::N,волк,գայլ
170,Vogel::N,птица,թռչուն
171,Schwarm::N,стая,երամ
172,Huhn::N,курица,հավ
173,Hahn::N,петух,աքաղաղ
174,Gans::N,гусь,սագ
175,Adler::N,орел,արծիվ
176,Ente::N,утка,բադ
177,Eule::N,сова,բու
178,Kranich::N,журавль,կռունկ
179,Krähe::N,ворона,ագռավ
180,Kuckuck::N,кукушка,կուկու
181,Schwan::N,лебедь,կարապ
182,Fisch::N,рыба,ձուկ
183,Barsch::N,окунь,պերկես
184,Hecht::N,щука,գայլաձուկ
185,Schlange[Tier]::N,змея,օձ
186,Wurm::N,червяк,որդ
187,Wurm::N,червяк,ճիճու
188,Spinne::N,паук,սարդ
189,Ameise::N,муравей,միջյուն
190,Laus::N,вошь,ոջիլ
191,Mücke::N,комар,մժղուկ
192,Fliege::N,муха,ճանճ
193,Schmetterling::N,бабочка,թիթեռ
194,Beere::N,ягода,հատապտուղ
195,Apfel::N,яблоко,խնձոր
196,Pilz::N,гриб,սունկ
197,Zwiebel::N,луковица,սոխ
198,Saat::N,семя,սերմ
199,Korn::N,зерно,հատիկ
200,Heu::N,сено,խոտ
201,Schale::N,шелуха,կեղեւ
202,Grube::N,яма,փոս
203,Falle::N,ловушка,ծուղակ
204,Schlinge::N,силок,խեղդան
205,Spur::N,след,հետք
206,Asche::N,зола,մոխիր
207,Asche::N,пепел,մոխիր
208,Dreck::N,грязь,աղտ
209,Eisen::N,железо,երկաթ
210,Gold::N,золото,ոսկի
211,Silber::N,серебро,արծաթ
212,Kohle::N,уголь,քարածուխ
213,Glas::N,стекло,ապակի
214,Lehm::N,глина,կավ
215,Sand::N,песок,ավազ
216,Mensch::N,человек,մարդ
217,Mann::N,мужчина,մարդ
218,Mann::N,мужчина,տղամարդ
219,Frau::N,женщина,կին
220,Kind::N,ребенок,զավակ
221,Junge::N,мальчик,տղա
222,Mädchen::N,девочка,աղջիկ
223,Familie::N,семья,ընտանիք
224,Großvater::N,дедушка,պապ
225,Großmutter::N,бабушка,տատ
226,Eltern::N,родители,ծնողներ
227,Vater::N,отец,հայր
228,Mutter::N,мать,մայր
229,Sohn::N,сын,որդի
230,Tochter::N,дочь,աղջիկ
231,Tochter::N,дочь,դուստր
232,Bruder::N,брат,եղբայր
233,Schwester::N,сестра,քույր
234,Onkel::N,дядя,քեռի
235,Onkel::N,дядя,հորեղբայր
236,Tante::N,тетя,մորաքույր
237,Ehemann::N,муж,մարդ
238,Ehemann::N,муж,ամուսին
239,Ehefrau::N,жена,կին ամուսին
240,Freude::N,радость,ուրախություն
241,Gelächter::N,смех,ծիծաղ
242,Glück::N,счастье,երջանկություն
243,Kummer::N,горе,վիշտ
244,Wunsch::N,желание,ցանկություն
245,Lust::N,влечение,փափագ
246,Lust::N,влечение,իղձ
247,Geist::N,дух,ոգի
248,Gedanke::N,мысль,միտք
249,Gedächtnis::N,память,հիշողություն
250,Verstand::N,ум,խելք
251,Sinn::N,смысл,իմաստ
252,Grund::N,повод,պատճառ
253,Wahrheit::N,правда,ճշմարտություն
254,Gespräch::N,беседа,զրույց
255,Märchen::N,сказка,պայիկի պատմություն
256,Erzählung::N,рассказ,պատմվածք
257,Erzählung::N,рассказ,պատմություն
258,Nachricht::N,сообщение,հաղորդագրություն
259,Neuigkeit::N,новость,լուր
260,Neuigkeit::N,новость,նորություն
261,Name::N,имя,անուն
262,Rätsel::N,загадка,բարդ խնդիր
263,Rede::N,речь,ճառ
264,Rede::N,речь,ելույթ
265,Sprache::N,язык,լեզու
266,Stimme::N,голос,ձայն
267,Wort::N,слово,բառ
268,Zeichen::N,знак,նշան
269,Ruf::N,зов,կոչ
270,Ruf::N,зов,կանչ
271,Lärm::N,шум,աղմուկ
272,Laut::N,звук,հնչյուն
273,Laut::N,звук,ձայն
274,Ton::N,звучание,տոն
275,Lied::N,песня,երգ
276,Ruhe::N,покой,անդորրություն
277,Leute::N,люди,մարդիկ
278,Volk::N,народ,ազգ
279,Arbeit::N,работа,գործ
280,Arbeit::N,работа,աշխատանք
281,Gast::N,гость,հյուր
282,Geschenk::N,подарок,նվեր
283,Spiel::N,игра,խաղ
284,Gesellschaft::N,общество,ընկերություն
285,Hilfe::N,помощь,օգնությթուն
286,Freund::N,друг,ընկեր
287,Freund::N,друг,բարեկամ
288,Kamerad::N,приятель,ուղեկից
289,Angelegenheit::N,дело,բան
290,Angelegenheit::N,дело,գործ
291,Anzahl::N,количество,քանակ
292,Anzahl::N,количество,գումար
293,Art::N,вид,տեսակ
294,Stück::N,кусок,կտոր
295,Teil::N,часть,մաս
296,Hälfte::N,половина,կես
297,Kreis::N,круг,շիջանակ
298,Kreuz::N,крест,խաչ
299,Linie::N,линия,գիծ
300,Strich::N,черта,գիծ
301,Abstand::N,промежуток,անջրպետ
302,Entfernung::N,расстояние,հեռավորություն
303,Gegend::N,местность,շրջան
304,Platz::N,пространство,տարածություն
305,Ort::N,место,տեղ
306,Ort::N,место,վայր
307,Seite::N,сторона,կողմ
308,Mitte::N,середина,մեջտեղ
309,Gegenstand::N,предмет,առարկա
310,Sache::N,вещь,բան
311,Rand::N,край,վերջք
312,Kante::N,ребро,եզր
313,Ecke::N,угол,անկյուն
314,Spitze::N,кончик,ծայր
315,Ende::N,конец,ծայր
316,Loch::N,дыра,անցք
317,Winkel::N,угол,անկյուն
318,Muster::N,узор,օրինակ
319,Größe::N,размер,մեծություն
320,Länge::N,длина,երկարություն
321,Höhe::N,высота,բարձրություն
322,Gewicht::N,вес,կշիռ
323,Menge::N,количество,քանակ
324,Haufen::N,куча,դեզ
325,Haufen::N,куча,կույտ
326,Reihe::N,ряд,շարք
327,Reihe::N,ряд,կարգ
328,Boot::N,лодка,նավակ
329,Ruder::N,весло,թի
330,Ruder::N,весло,թիակ
331,Schlitten::N,сани,բալխիր
332,Ski::N,лыжа,դահուկ
333,Lagerfeuer::N,костер,բացօդեայ կրակ
334,Last::N,тяжесть,բեռ
335,Gang::N,ход,զբոսանք
336,Schritt::N,шаг,քայլ
337,Norden::N,север,հյուսիս
338,Süden::N,юг,հարավ
339,Westen::N,запад,արեւմուտք
340,Osten::N,восток,արեւելք
341,Holz::N,древесина,փայտ
342,Brett::N,доска,տախտակ
343,Platte::N,плита,թիթեղ
344,Stütze::N,подпорка,նեցուկ
345,Stange::N,жердь,ձող
346,Stock::N,палка,փայտ
347,Stab::N,шест,ցուպ
348,Stab::N,шест,գավազան
349,Rohr::N,труба,խողովակ
350,Haus::N,дом,տուն
351,Heim::N,дом,տուն
352,Ofen::N,печь,վառարան
353,Fußboden::N,пол,հատակ
354,Tisch::N,стол,սեղան
355,Stuhl::N,стул,աթոռ
356,Wiege::N,колыбель,օրորոց
357,Bett::N,постель,անկողին
358,Regal::N,полка,դարակ
359,Kiste::N,ящик,տուփ
360,Fenster::N,окно,պատուհան
361,Tür::N,дверь,դուռ
362,Tor::N,ворота,դարպաս
363,Zaun::N,забор,ցանկապատ
364,Dach::N,крыша,տանիք
365,Dach::N,крыша,կտուր
366,Leiter::N,лестница,սանդուղք
367,Besen::N,метла,ավել
368,Spaten::N,лопата,բահ
369,Schaufel::N,совок,թի
370,Gabel::N,вилка,պատառաքաղ
371,Löffel::N,ложка,գդալ
372,Messer::N,нож,դանակ
373,Nagel::N,гвоздь,մեխ
374,Netz::N,сеть,ցանց
375,Haken::N,крюк,կարթ
376,Griff::N,ручка,կոթ
377,Griff::N,ручка,բռնակ
378,Schloss::N,замок,կողպեք
379,Bild::N,картина,նկար
380,Bild::N,картина,պատկեր
381,Figur::N,фигура,քանդակ
382,Figur::N,фигура,պատկեր
383,Puppe::N,кукла,տիկնիկ
384,Beutel::N,мешок,տոպրակ
385,Bündel::N,связка,կապոց
386,Tasche::N,сумка,պայուսակ
387,Eimer::N,ведро,դույլ
388,Deckel::N,крышка,կափարիչ
389,Geschirr::N,посуда,ամանեղեն
390,Sack::N,мешок,պարկ
391,Sack::N,мешок,տոպրակ
392,Tasse::N,чашка,թաս
393,Tasse::N,чашка,գավաթ
394,Topf::N,кастрюля,անոթ
395,Kessel::N,котел,կաթսա
396,Essen::N,еда,կերակուր
397,Nahrung::N,пища,ուտելիք
398,Speise::N,блюдо,խորտիկ
399,Speise::N,блюдо,կերակուր
400,Speise::N,кушанье,խորտիկ
401,Speise::N,кушанье,կերակուր
402,Fleisch::N,мясо,միս
403,Getreide::N,хлеб,հացահատիկ
404,Brei::N,каша,լանդակ
405,Brot::N,хлеб,հաց
406,Scheibe::N,ломоть,կտոր
407,Scheibe::N,ломоть,պատառ
408,Fett::N,жир,ճարպ
409,Butter::N,масло,կարագ
410,Öl::N,масло,ձեթ
411,Salz::N,соль,աղ
412,Suppe::N,суп,սուպ
413,Suppe::N,суп,ապուր
414,Honig::N,мед,մեղր
415,Milch::N,молоко,կաթ
416,Tee::N,чай,թեյ
417,Leder::N,кожа,կաշի
418,Wolle::N,шерсть,բուրդ
419,Stoff::N,ткань,գործվածք
420,Nadel::N,игла,ասեղ
421,Faden::N,нитка,թել
422,Knopf::N,пуговица,կոճակ
423,Knoten::N,узел,հանգույց
424,Farbe::N,краска,ներկ
425,Kleidung::N,одежда,հագուստ
426,Hemd::N,рубашка,վերնաշապիկ
427,Kragen::N,воротник,օձիք
428,Ärmel::N,рукав,թեւք
429,Hose::N,брюки,շալվար
430,Gürtel::N,пояс,գոտի
431,Mütze::N,шапка,կեպի
432,Schuh::N,ботинок,կոշիկ
433,Stiefel::N,сапог,երկարաճիթ կոշիկ
434,Ring::N,кольцо,զնգալ
435,Band::N,лента,ժապավեն
436,Kamm::N,расческа,սանր
437,Spiegel::N,зеркало,հայելի
438,Riemen::N,ремень,փոկ
439,Schnur::N,веревка,լար
440,Leine::N,поводок,փոկ
441,Decke::N,одеяло,վերմակ
442,Kissen::N,подушка,բարձ
443,Tuch::N,платок,թաշկինակ
444,Handtuch::N,полотенце,սրբիչ
445,Kraft::N,сила,ուժ
446,Stärke::N,крепость,պնդություն
447,Stärke::N,крепость,ամրություն
448,Gesundheit::N,здоровье,առողջություն
449,Krankheit::N,болезнь,ախտ
450,Krankheit::N,болезнь,հիվանդություն
451,Schmerz::N,боль,ցավ
452,Schmerz::N,боль,տանջանք
453,Wunde::N,рана,վերք
454,Fieber::N,лихорадка,տենդ
455,Fieber::N,температура,տենդ
456,Arznei::N,лекарство,դեղ
457,Brücke::N,мост,կամուրջ
458,Brunnen::N,колодец,հոր
459,Brunnen::N,колодец,ջրհոր
460,Weide::N,пастбище,արոտավայր
461,Pfad::N,тропа,արահետ
462,Weg::N,путь,ուղի
463,Weg::N,дорога,ուղի
464,Straße::N,улица,ճանապարհ
465,Straße::N,дорога,ճանապարհ
466,Dorf::N,деревня,գյուղ
467,Stadt::N,город,քաղաք
468,Brief::N,письмо,նամակ
469,Buch::N,книга,գիրք
470,Buchstabe::N,буква,տառ
471,Buchstabe::N,буква,գիր
472,Zeitung::N,газета,լրագիր
473,Leben::N,жизнь,կյանք
474,Tod::N,смерть,մահ
475,Grab::N,могила,գերեզման
476,Kirche::N,церковь,եկեղեցի
477,Sünde::N,грех,մեղք
478,Gott::N,бог,աստված
479,Arbeiter::N,рабочий,բանվոր
480,Arbeiter::N,рабочий,աշխատող
481,Chef::N,начальник,տեր
482,Meister::N,мастер,վարպետ
483,Arzt::N,врач,բժիշկ
484,Lehrer::N,учитель,ուսուցիչ
485,Geld::N,деньги,փող
486,Geschäft::N,занятие,գործ
487,Geschäft::N,занятие,աշխատանք
488,Laden::N,магазин,կրպակ
489,Laden::N,магазин,խանութ
490,Preis::N,цена,գին
491,Ware::N,товар,ապրանք
492,Nutzen::N,выгода,օգուտ
493,Reichtum::N,богатство,հարստություն
494,Welt::N,мир,աշխարհ
495,Land::N,страна,երկիր
496,Staat::N,государство,պետություն
497,König::N,король,արքա
498,König::N,король,թագավոր
499,Macht::N,власть,իշխանություն
500,Grenze::N,граница,սահման
501,Krieg::N,война,պատերազմ
502,Feind::N,враг,թշնամի
503,Gewalt::N,насилие,բռնություն
504,Gewalt::N,насилие,սաստկություն
505,Kampf::N,борьба,մարտ
506,Bogen[Waffe]::N,лук,աղեղ
507,Pfeil::N,стрела,նետ
508,Gewehr::N,ружье,հրացան
509,Fehler::N,ошибка,սխալ
510,Lüge::N,ложь,սուտ
511,Schaden::N,вред,վնաս
512,Unglück::N,беда,դժբախտություն
513,Schuld::N,вина,պակասություն
514,Alter::N,возраст,հասակ
515,Schluss::N,окончание,վերջ
516,Schluss::N,окончание,վախճան
517,Zeit::N,время,ժամանակ
518,Tag::N,день,օր
519,Morgen::N,утро,առավոտ
520,Mittag::N,полдень,կեսօր
521,Abend::N,вечер,երեկո
522,Nacht::N,ночь,գիշեր
523,Woche::N,неделя,շաբաթ
524,Monat::N,месяц,ամիս
525,Jahr::N,год,տարի
526,Frühling::N,весна,գարուն
527,Sommer::N,лето,ամառ
528,Herbst::N,осень,աշուն
529,Winter::N,зима,ձմեռ
530,Januar::N,январь,հունվար
531,Februar::N,февраль,փետրվար
532,März::N,март,մարտ
533,April::N,апрель,ապրիլ
534,Mai::N,май,մայիս
535,Juni::N,июнь,հունիս
536,Juli::N,июль,հուլիս
537,August::N,август,օգոստոս
538,September::N,сентябрь,սեպտեմբեր
539,Oktober::N,октябрь,հոկտեմբեր
540,November::N,ноябрь,նոյեմբեր
541,Dezember::N,декабрь,դեկտեմբեր
542,Montag::N,понедельник,երկուշաբթի
543,Dienstag::N,вторник,երեքշաբթի
544,Mittwoch::N,среда,չորեքշաբթի
545,Donnerstag::N,четверг,հինգշաբթի
546,Freitag::N,пятница,ուրբաթ
547,Samstag::N,суббота,շաբաթ
548,Sonntag::N,воскресенье,կիրակի
549,groß::A,большой,մեծ
550,groß::A,большой,խոշոր
551,klein::A,маленький,պստիկ
552,klein::A,маленький,փոքրիկ
553,lang::A,длинный,երկար
554,kurz::A,короткий,կարճ
555,breit::A,широкий,լայն
556,schmal::A,узкий,նեղ
557,dicht::A,густой,խիտ
558,dick[Gegenstand]::A,толстый,հաստ
559,dünn::A,тонкий,բարակ
560,fein::A,тонкий,նուրբ
561,fest::A,крепкий,ամուր
562,fest::A,крепкий,պինդ
563,flach::A,плоский,տափակ
564,glatt::A,гладкий,հարթ
565,hart::A,твердый,կարծր
566,weich::A,мягкий,մեղմ
567,weich::A,мягкий,փափուկ
568,rund::A,круглый,կլոր
569,spitz::A,остроконечный,սրածայր
570,scharf::A,острый,սուր
571,stumpf::A,тупой,գուլ
572,schwer::A,тяжелый,ծանր
573,schön::A,красивый,սիրուն
574,schön::A,красивый,գեղեցիկ
575,heiß::A,жаркий,թեժ
576,warm::A,теплый,տաք
577,warm::A,теплый,ջերմ
578,kalt::A,холодный,ցուրտ
579,kühl::A,прохладный,զով
580,frisch::A,свежий,թարմ
581,feucht::A,влажный,ղոնավ
582,nass::A,мокрый,թաց
583,trocken::A,сухой,ցամաք
584,voll::A,полный,լի
585,voll::A,полный,լիքը
586,voll::A,наполненный,լի
587,voll::A,наполненный,լիքը
588,leer::A,пустой,դատարկ
589,offen::A,открытый,բաց
590,geschlossen::A,закрытый,գոց
591,sauber::A,чистый,մաքուր
592,schmutzig::A,грязный,կեղտոտ
593,roh::A,сырой,հում
594,reif::A,зрелый,հասած
595,reif::A,зрелый,հասուն
596,lecker::A,вкусный,համեղ
597,süß::A,сладкий,անուշ
598,bitter::A,горький,կծու
599,sauer::A,кислый,թթու
600,sauer::A,кислый,թթված
601,hell::A,светлый,պայծառ
602,hell::A,светлый,խելամիտ
603,dunkel::A,темный,մութ
604,schwarz::A,черный,սեւ
605,weiß::A,белый,սպիտակ
606,rot::A,красный,կարմիր
607,gelb::A,желтый,դեղին
608,blau::A,синий,կապույտ
609,grün::A,зеленый,կանաչ
610,grau::A,серый,գորշ
611,bunt::A,пестрый,գոյնզգոյն
612,billig::A,дешевый,էժան
613,teuer::A,дорогой,թանկ
614,wertvoll::A,ценный,թանկարժեք
615,blind::A,слепой,կույր
616,taub::A,глухой,խուլ
617,kräftig::A,могучий,հզոր
618,stark::A,сильный,ուժեղ
619,schwach::A,слабый,տկար
620,schwach::A,слабый,թույլ
621,fett::A,жирный,գեր
622,schlank::A,стройный,նիհար
623,hübsch::A,прелестный,գրավիչ
624,hübsch::A,прелестный,սիրունիկ
625,böse::A,злой,չար
626,dumm::A,глупый,հիմար
627,faul::A,ленивый,ծույլ
628,fleißig::A,прилежный,ջանասեր
629,fleißig::A,прилежный,փութաջան
630,geizig::A,жадный,ագահ
631,geizig::A,жадный,կծծի
632,klug::A,умный,խելոք
633,klug::A,умный,ընդունակ
634,geschickt::A,искусный,ճարտար
635,lieb::A,милый,սիրելի
636,lustig::A,веселый,զվարթ
637,sanft::A,нежный,հեզ
638,hungrig::A,голодный,քաղցած
639,krank::A,больной,հիվանդ
640,nackt::A,голый,մերկ
641,traurig::A,грустный,տխուր
642,lebendig::A,живой,կենդանի
643,gut::A,хороший,լավ
644,schlecht::A,плохой,վատ
645,richtig::A,правильный,ձիշտ
646,schlimm::A,отвратительный,լղրճուկ
647,schlimm::A,мерзкий,լղրճուկ
648,wahr::A,настоящий,ճիշտ
649,wahr::A,настоящий,իրական
650,alt::A,старый,հին
651,neu::A,новый,նոր
652,ehemalig::A,бывший,նախկին
653,alt[Lebewesen]::A,пожилой,ծեր
654,alt[Lebewesen]::A,пожилой,պառավ
655,jung::A,молодой,մատաղ
656,arm::A,бедный,աղքատ
657,reich::A,богатый,հարուստ
658,bekannt::A,знакомый,ծանոթ
659,berühmt::A,знаменитый,հայտնի
660,berühmt::A,знаменитый,հռչակավոր
661,fremd::A,чужой,օտար
662,verschieden::A,разный,տարբեր
663,nah::A,близкий,մոտ
664,nah::A,близкий,մերձ
665,fern::A,далекий,հեռավոր
666,linker::A,левый,ձախ
667,rechter::A,правый,աջ
668,anderer::A,другой,այլ
669,anderer::A,другой,ուրիշ
670,erster::A,первый,առաջին
671,zweiter::A,второй,երկրորդ
672,dritter::A,третий,երրորդ
673,letzter::A,последний,վերջին
674,allein::ADV,один,միայնակ
675,auf einmal::ADV,сразу,միասնաբար
676,zusammen::ADV,вместе,միասին
677,zusammen::ADV,вместе,իրար հետ
678,lange::ADV,долго,երկար ժամանակ
679,plötzlich::ADV,вдруг,հանկարծ
680,sofort::ADV,тотчас,իսկույն
681,später::ADV,позже,ավելի ուշ
682,später::ADV,позже,հետո
683,jetzt::ADV,сейчас,այժմ
684,heute::ADV,сегодня,այսօր
685,morgen::ADV,завтра,վաղը
686,bald::ADV,скоро,շուտով
687,dann::ADV,потом,ապա
688,dann::ADV,потом,հետո
689,gestern::ADV,вчера,երեկ
690,einst::ADV,однажды,հին ատեն
691,damals::ADV,тогда,ատէնին
692,danach::ADV,затем,ապա
693,danach::ADV,затем,այն ժամանակ
694,vorher::ADV,раньше,առաջ
695,zuerst::ADV,сперва,նախ
696,einmal::ADV,раз,մի անգամ
697,manchmal::ADV,иногда,երբեմն
698,oft::ADV,часто,հաճախ
699,immer::ADV,всегда,միշտ
700,niemals::ADV,никогда,երբեք
701,hier::ADV,здесь,այստեղ
702,hierhin::ADV,сюда,այստեղ
703,von hier::ADV,отсюда,այդտեղից
704,dort::ADV,там,այնտեղ
705,dorthin::ADV,туда,այնտեղ
706,geradeaus::ADV,прямо,ուղիղ
707,vorwärts::ADV,вперед,առաջ
708,rückwärts::ADV,назад,դեպի ետ
709,zurück::ADV,обратно,ետ
710,unten::ADV,внизу,ներքեւում
711,hinab::ADV,вниз,ներքեւ
712,oben::ADV,наверху,վերեւում
713,hinauf::ADV,вверх,վերեւ
714,überall::ADV,везде,ամենուր
715,nicht::ADV,не,չէ
716,ein wenig::ADV,немного,մի քիչ
717,kaum::ADV,едва,հազիվ
718,sehr::ADV,очень,շատ
719,so::ADV,так,այդպես
720,noch::ADV,еще,դեռ
721,nur::ADV,только,միայն
722,schon::ADV,уже,արդեն
723,wieder::ADV,опять,նորից
724,wieder::ADV,опять,դարձյալ
725,vergebens::ADV,напрасно,իզուր
726,vor::PRP,перед,դիմացը
727,hinter::PRP,за,ետեւը
728,hinter::PRP,позади,ետեւը
729,unter::PRP,под,տակ
730,durch::PRP,сквозь,միջով
731,neben::PRP,возле,քովը
732,zwischen::PRP,между,միջեւ
733,wegen::PRP,из-за,պատճառով
734,wegen::PRP,из-за,շնորհից
735,dies::PRN,это,սա
736,dies::PRN,это,այս
737,das::PRN,то,դա
738,das::PRN,то,այդ
739,alles::PRN,все,ամեն ինչ
740,ich::PRN,я,ես
741,du::PRN,ты,դու
742,er::PRN,он,նա
743,wir::PRN,мы,մենք
744,ihr::PRN,вы,դուք
745,sie::PRN,они,նրանք
746,was::FPRN,что,ինչ
747,wer::FPRN,кто,ով
748,wo::FADV,где,ուր
749,wo::FADV,где,որտեղ
750,wohin::FADV,куда,դեպի ուր
751,wie::FADV,как,ինչպես
752,warum::FADV,почему,ինչու
753,wieviel::FNUM,сколько,որչափ
754,eins::NUM,один,մեկ
755,zwei::NUM,два,երկու
756,drei::NUM,три,երեք
757,vier::NUM,четыре,չորս
758,fünf::NUM,пять,հինգ
759,sechs::NUM,шесть,վեց
760,sieben::NUM,семь,յոթ
761,acht::NUM,восемь,ութ
762,neun::NUM,девять,ինը
763,zehn::NUM,десять,տասը
764,elf::NUM,одиннадцать,տասնմեկ
765,zwölf::NUM,двенадцать,տասներկու
766,zwanzig::NUM,двадцать,քսան
767,dreißig::NUM,тридцать,երեսուն
768,vierzig::NUM,сорок,քառասուն
769,fünfzig::NUM,пятьдесят,հիսուն
770,sechzig::NUM,шестьдесят,վաթսուն
771,siebzig::NUM,семьдесят,յոթանասուն
772,achtzig::NUM,восемьдесят,ութսուն
