,Concept_ID,ka,cs
93,Eis::N,თოში,led
94,Eis::N,ყინული,led
95,Frost::N,ყინვა,mráz
96,Kälte::N,სიცივე,chlad
97,Hitze::N,სიცხე,horko
98,Raureif::N,ჭირხლი,jinovatka
99,Raureif::N,თრთვილი,jinovatka
100,Regenbogen::N,ცისარტყელა,duha
101,Donner::N,ქუხილი,hrom
102,Strömung::N,დინება,proudění
103,Tropfen::N,წვეთი,kapka
104,Schaum::N,ქაფი,pěna
105,Schaum::N,დორბლი,pěna
106,Schmutz::N,ჭუჭყი,špína
107,Schmutz::N,ტალახი,špína
108,See::N,ტბა,jezero
109,Sumpf::N,ჭაობი,močál
110,Sumpf::N,ჭაობი,bažina
111,Moor::N,ტორფნარი,bažina
112,Moor::N,ტორფნარი,slatina
113,Wiese::N,ველი,louka
114,Wiese::N,მდელო,louka
115,Wald::N,ტყე,les
116,Hügel::N,ბორცვი,kopec
117,Anhöhe::N,მაღლობი,pahorek
118,Berg::N,მთა,hora
119,Gipfel::N,მწვერვალი,vrchol
120,Höhle::N,მღვიმე,jeskyně
121,Höhle::N,გამოქვებული,jeskyně
122,Abhang::N,ფერდობი,svah
123,Abhang::N,ფერდობი,stráň
124,Quelle::N,წყარო,pramen
125,Quelle::N,სათავე,pramen
126,Bach::N,რუ,potok
127,Bach::N,ნაკადული,potok
128,Fluss::N,მდინარე,řeka
129,Ufer::N,კიდე,břeh
130,Ufer::N,ნაპირი,břeh
131,Küste::N,ნაპირი,pobřeží
132,Festland::N,ხმელეთი,souš
133,Festland::N,ხმელეთი,pevnina
134,Meer::N,ზღვა,moře
135,Bucht::N,ყურე,záliv
136,Bucht::N,ყურე,zátoka
137,Insel::N,კუნძული,ostrov
138,Blume::N,ყვავილი,květina
139,Gras::N,ბალახი,tráva
140,Wurzel::N,ძირი,kořen
141,Wurzel::N,ფესვი,kořen
142,Baum::N,ხე,strom
143,Stamm::N,ტანი,kmen
144,Rinde::N,ქერქი,kůra
145,Ast::N,ტოტი,větev
146,Zweig::N,შტო,větev
147,Blatt::N,ფოთოლი,lupen
148,Birke::N,არყი,bříza
149,Kiefer[Baum]::N,ფიჭვი,sosna
150,Kiefer[Baum]::N,ფიჭვი,borovice
151,Weide[Baum]::N,ტირიფი,vrba
152,Tanne::N,ნაძვი,jedle
153,Horn::N,რქა,roh
154,Feder::N,ფრთა,pero
155,Fell::N,ტყავი,srst
156,Flügel::N,ფრთა,křídlo
157,Klaue::N,კლანჭი,dráp
158,Klaue::N,კლანჭი,pazneht
159,Kralle::N,ტორი,dráp
160,Schwanz::N,კუდი,ocas
161,Ei::N,კვერცხი,vejce
162,Nest::N,ბუდე,hnízdo
163,Bau::N,სორო,nora
164,Tier::N,ნადირი,zvíře
165,Tier::N,ცხოველი,zvíře
166,Herde::N,ფარა,stádo
167,Kuh::N,ფური,kráva
168,Kuh::N,ძროხა,kráva
169,Bulle::N,ხარი,býk
170,Pferd::N,რაში,kůň
171,Pferd::N,ცხენი,kůň
172,Schaf::N,ცხვარი,ovce
173,Schwein::N,ღორი,vepř
174,Schwein::N,ღორი,prase
175,Hund::N,ძაღლი,pes
176,Katze::N,კატა,kočka
177,Bär::N,დათვი,medvěd
178,Eichhörnchen::N,ციყვი,veverka
179,Elch::N,ცხენ-ირემი,los
180,Fuchs::N,მელა,liška
181,Hase::N,კურდღელი,zajíc
182,Maus::N,თაგვი,myš
183,Wolf::N,მგელი,vlk
184,Vogel::N,ჩიტი,pták
185,Vogel::N,ფრინველი,pták
186,Schwarm::N,გუნდი,roj
187,Schwarm::N,გუნდი,hejno
188,Huhn::N,დედალი,kuře
189,Huhn::N,დედალი,slepice
190,Hahn::N,მამალი,kohout
191,Gans::N,ბატი,husa
192,Adler::N,არწივი,orel
193,Ente::N,იხვი,kachna
194,Eule::N,ბუ,sova
195,Kranich::N,წერო,jeřáb
196,Krähe::N,ყვავი,vrána
197,Kuckuck::N,გუგული,kukačka
198,Schwan::N,გედი,labuť
199,Fisch::N,თევზი,ryba
200,Barsch::N,ქორჭილა,okoun
201,Hecht::N,ქარიყლაპია,štika
202,Schlange[Tier]::N,გველი,had
203,Wurm::N,ჭია,červ
204,Spinne::N,ობობა,pavouk
205,Ameise::N,ჭიანჭველა,mravenec
206,Laus::N,ტილი,veš
207,Laus::N,მკბენარი,veš
208,Mücke::N,კოღო,komár
209,Fliege::N,ბუზი,moucha
210,Schmetterling::N,პეპელა,motýl
211,Beere::N,კენკრა,bobule
212,Apfel::N,ვაშლი,jablko
213,Pilz::N,სოკო,houba
214,Zwiebel::N,ხახვი,cibule
215,Saat::N,თესლი,osivo
216,Korn::N,მარცვალი,zrno
217,Heu::N,თივა,seno
218,Schale::N,ჩენჩო,slupka
219,Schale::N,ჩენჩო,skořápka
220,Grube::N,ორმო,jáma
221,Falle::N,ხაფანგი,past
222,Falle::N,ხაფანგი,léčka
223,Schlinge::N,მახე,smyčka
224,Spur::N,კვალი,stopa
225,Asche::N,ფერფლი,popel
226,Dreck::N,ტალახი,špína
227,Dreck::N,სიბინძურე,špína
228,Eisen::N,რკინა,železo
229,Gold::N,ოქრო,zlato
230,Silber::N,ვერცხლი,stříbro
231,Kohle::N,ნახშირი,uhlí
232,Glas::N,მინა,sklo
233,Lehm::N,თიხა,jíl
234,Lehm::N,თიხა,hlína
235,Sand::N,ქვიშა,písek
236,Mensch::N,ადამიანი,člověk
237,Mann::N,კაცი,muž
238,Frau::N,ქალი,žena
239,Kind::N,ბავშვი,dítě
240,Junge::N,ვაჟი,hoch
241,Junge::N,ვაჟი,chlapec
242,Mädchen::N,გოგო,děvče
243,Familie::N,ოჯახი,rodina
244,Großvater::N,პაპა,děd
245,Großvater::N,პაპა,dědeček
246,Großvater::N,ბაბუა,děd
247,Großvater::N,ბაბუა,dědeček
248,Großmutter::N,ბებია,babička
249,Großmutter::N,დიდედა,babička
250,Eltern::N,მშობლები,rodiče
251,Vater::N,მამა,otec
252,Mutter::N,დედა,matka
253,Sohn::N,ვაჟიშვილი,syn
254,Tochter::N,ქალიშვილი,dcera
255,Bruder::N,ძმა,bratr
256,Schwester::N,და,sestra
257,Onkel::N,ბიძა,strýc
258,Tante::N,დეიდა,teta
259,Tante::N,მამიდა,teta
260,Ehemann::N,ქმარი,choť
261,Ehemann::N,ქმარი,manžel
262,Ehefrau::N,ცოლი,choť
263,Ehefrau::N,ცოლი,manželka
264,Freude::N,სიხარული,radost
265,Gelächter::N,სიცილი,smích
266,Glück::N,ბედნიერება,štěstí
267,Kummer::N,მწუხარება,žal
268,Kummer::N,მწუხარება,trápení
269,Wunsch::N,წადილი,přání
270,Wunsch::N,სურვილი,přání
271,Lust::N,წადილი,chuť
272,Geist::N,სული,duch
273,Gedanke::N,ფიქრი,myšlenka
274,Gedächtnis::N,მეხსიერება,paměť
275,Verstand::N,ჭკუა,rozum
276,Verstand::N,გონება,rozum
277,Sinn::N,მნიშვნელობა,smysl
278,Grund::N,მიზეზი,důvod
279,Wahrheit::N,სიმართლე,pravda
280,Wahrheit::N,ჭეშმარიტება,pravda
281,Gespräch::N,ბაასი,rozhovor
282,Gespräch::N,საუბარი,rozhovor
283,Märchen::N,არაკი,pohádka
284,Märchen::N,ზღაპარი,pohádka
285,Erzählung::N,თქმულება,povídka
286,Nachricht::N,ცნობა,zpráva
287,Nachricht::N,ამბავი,zpráva
288,Neuigkeit::N,სიახლე,novina
289,Neuigkeit::N,სიახლე,novinka
290,Name::N,სახელი,jméno
291,Rätsel::N,გამოცანა,hádanka
292,Rede::N,სიტყვა,řeč
293,Rede::N,სიტყვა,proslov
294,Sprache::N,ენა,řeč
295,Sprache::N,ენა,jazyk
296,Stimme::N,ხმა,hlas
297,Wort::N,სიტყვა,slovo
298,Zeichen::N,ნიშანი,znamení
299,Ruf::N,ძახილი,zavolání
300,Lärm::N,ხმაური,hluk
301,Laut::N,ხმა,zvuk
302,Laut::N,ბგერა,zvuk
303,Ton::N,ტონი,tón
304,Lied::N,სიმღერა,píseň
305,Ruhe::N,სიწყნარე,klid
306,Ruhe::N,სიწყნარე,pokoj
307,Leute::N,ადამიანები,lidé
308,Volk::N,ერი,národ
309,Volk::N,ხალხი,národ
310,Arbeit::N,მუშაობა,práce
311,Gast::N,სტუმარი,host
312,Geschenk::N,საჩუქარი,dar
313,Spiel::N,თამაში,hra
314,Gesellschaft::N,საზოგადოება,společnost
315,Hilfe::N,შველა,pomoc
316,Hilfe::N,დახმარება,pomoc
317,Freund::N,მეგობარი,přítel
318,Kamerad::N,ამხანაგი,kamarád
319,Angelegenheit::N,საქმე,záležitost
320,Anzahl::N,ოდენობა,počet
321,Art::N,სახეობა,druh
322,Stück::N,ნატეხი,kus
323,Stück::N,ნატეხი,kousek
324,Teil::N,წილი,díl
325,Teil::N,წილი,část
326,Hälfte::N,ნახევარი,půl
327,Kreis::N,წრე,kruh
328,Kreuz::N,ჯვარი,kříž
329,Linie::N,ხაზი,linka
330,Strich::N,შტრიხი,čára
331,Strich::N,შტრიხი,čárka
332,Abstand::N,მანძილი,vzdálenost
333,Entfernung::N,სიშორე,vzdálenost
334,Gegend::N,არე,krajina
335,Gegend::N,მხარე,krajina
336,Platz::N,ფართობი,prostor
337,Ort::N,ადგილი,místo
338,Seite::N,მხარე,strana
339,Mitte::N,შუა,střed
340,Mitte::N,შუა,prostředek
341,Gegenstand::N,საგანი,předmět
342,Sache::N,ნივთი,věc
343,Rand::N,კიდე,kraj
344,Rand::N,კიდე,okraj
345,Kante::N,ნაწიბული,hrana
346,Ecke::N,კუთხე,roh
347,Spitze::N,წვეტი,hrot
348,Spitze::N,წვეტი,špička
349,Ende::N,ბოლო,konec
350,Loch::N,ხვრელი,díra
351,Winkel::N,კუთხე,kout
352,Muster::N,მოხატულობა,vzor
353,Größe::N,ზომა,velikost
354,Größe::N,სიდიდე,velikost
355,Länge::N,სიგრძე,délka
356,Höhe::N,სიმაღლე,výška
357,Gewicht::N,წონა,váha
358,Menge::N,რაოდენობა,množství
359,Haufen::N,გროვა,kupa
360,Haufen::N,გროვა,hromada
361,Reihe::N,რიგი,řada
362,Reihe::N,რიგი,řádek
363,Reihe::N,წყება,řada
364,Reihe::N,წყება,řádek
365,Boot::N,გემი,člun
366,Ruder::N,ხოფი,veslo
367,Ruder::N,ნიჩაბი,veslo
368,Schlitten::N,მარხილი,sáně
369,Ski::N,თხილამური,lyže
370,Lagerfeuer::N,კოცონი,táborák
371,Last::N,ტვირთი,náklad
372,Last::N,ტვირთი,břemeno
373,Gang::N,სვლა,chůze
374,Gang::N,სვლა,chodba
375,Schritt::N,ბიჯი,krok
376,Norden::N,ჩრდილოეთი,sever
377,Süden::N,სამხრეთი,jih
378,Westen::N,დასავლეთი,západ
379,Osten::N,აღმოსავლეთი,východ
380,Holz::N,ხე,dřevo
381,Brett::N,დაფა,prkno
382,Brett::N,ფიცარი,prkno
383,Platte::N,თლილი ქვა,deska
384,Stütze::N,საყრდენი,opěra
385,Stange::N,ჭოკი,tyč
386,Stange::N,ჭოკი,tyčka
387,Stock::N,კეტი,hůlka
388,Stab::N,ლატანი,hůl
389,Rohr::N,მილაკი,trubka
390,Haus::N,სახლი,dům
391,Heim::N,ოჯახის კერა,domov
392,Ofen::N,ღუმელი,kamna
393,Fußboden::N,იატაკი,podlaha
394,Tisch::N,სუფრა,stůl
395,Tisch::N,მაგიდა,stůl
396,Stuhl::N,სკამი,židle
397,Wiege::N,აკვანი,kolébka
398,Bett::N,საწოლი,postel
399,Bett::N,სარეცელი,postel
400,Regal::N,თაროები,regál
401,Regal::N,თაროები,police
402,Kiste::N,ყუთი,bedna
403,Kiste::N,სკივრი,bedna
404,Fenster::N,ფანჯარა,okno
405,Fenster::N,სარკმელი,okno
406,Tür::N,ბჭე,dveře
407,Tür::N,კარი,dveře
408,Tor::N,ჭიშკარი,vrata
409,Zaun::N,ღობე,plot
410,Zaun::N,გალავანი,plot
411,Dach::N,სახურავი,střecha
412,Leiter::N,კიბე,žebřík
413,Besen::N,ცოცხი,koště
414,Besen::N,ცოცხი,smeták
415,Spaten::N,ნიჩაბი,rýč
416,Schaufel::N,ბარი,lopata
417,Gabel::N,ჩანგალი,vidlička
418,Löffel::N,კოვზი,lžíce
419,Messer::N,დანა,nůž
420,Nagel::N,ლურსმანი,hřebík
421,Netz::N,ბადე,síť
422,Haken::N,კავი,hák
423,Haken::N,კაუჭი,hák
424,Griff::N,ტარი,držadlo
425,Schloss::N,კლიტე,zámek
426,Schloss::N,საკეტი,zámek
427,Bild::N,სურათი,obraz
428,Figur::N,ფიგურა,figura
429,Puppe::N,თოჯინა,panenka
430,Beutel::N,პარკი,pytlík
431,Bündel::N,გალა,svazek
432,Bündel::N,ასხმა,svazek
433,Tasche::N,ჩანთა,taška
434,Tasche::N,ჩანთა,brašna
435,Eimer::N,ჩამჩა,kýbl
436,Eimer::N,ჩამჩა,vědro
437,Deckel::N,ხუფი,víko
438,Deckel::N,ხუფი,příklop
439,Deckel::N,სარქველი,víko
440,Deckel::N,სარქველი,příklop
441,Geschirr::N,ჭურჭელი,nádobí
442,Sack::N,ტომარა,pytel
443,Tasse::N,ფინჯანი,šálek
444,Topf::N,ქოთანი,hrnec
445,Kessel::N,ქვაბი,kotel
446,Essen::N,ჭამა,jídlo
447,Nahrung::N,საზრდო,strava
448,Nahrung::N,საზრდო,potrava
449,Nahrung::N,საკვები,strava
450,Nahrung::N,საკვები,potrava
451,Speise::N,საჭმელი,jídlo
452,Fleisch::N,ხორცი,maso
453,Getreide::N,მარცვლოვანი,obilí
454,Brei::N,ფაფა,kaše
455,Brot::N,პური,chléb
456,Scheibe::N,ნაჭერი,krajíc
457,Fett::N,ქონი,tuk
458,Fett::N,ქონი,omastek
459,Fett::N,ცხიმი,tuk
460,Fett::N,ცხიმი,omastek
461,Butter::N,კარაქი,máslo
462,Öl::N,ზეთი,olej
463,Salz::N,მარილი,sůl
464,Suppe::N,სუფი,polévka
465,Honig::N,თაფლი,med
466,Milch::N,რძე,mléko
467,Tee::N,ჩაი,čaj
468,Leder::N,ტყავი,kůže
469,Wolle::N,მატყლი,vlna
470,Stoff::N,ქსოვილი,látka
471,Nadel::N,ნემსი,jehla
472,Faden::N,ძაფი,nit
473,Faden::N,მკედი,nit
474,Knopf::N,ღილი,knoflík
475,Knoten::N,ნასკვი,uzel
476,Farbe::N,საღებავი,barva
477,Kleidung::N,ტანსაცმელი,šaty
478,Kleidung::N,ტანსაცმელი,šatstvo
479,Hemd::N,ხალათი,košile
480,Hemd::N,პერანგი,košile
481,Kragen::N,საყელო,límec
482,Ärmel::N,სახელო,rukáv
483,Hose::N,შარვალი,kalhoty
484,Gürtel::N,ქამარი,pás
485,Gürtel::N,ქამარი,opasek
486,Mütze::N,ქუდი,čepice
487,Schuh::N,ფეხსაცმელი,bota
488,Stiefel::N,ჩექმა,holínka
489,Ring::N,ბეჭედი,prsten
490,Band::N,ბაფთი,pásek
491,Kamm::N,სავარცხელი,hřeben
492,Spiegel::N,სარკე,zrcadlo
493,Riemen::N,ღვედი,řemen
494,Schnur::N,ლარი,šňůra
495,Leine::N,ჯაჭვი,vodítko
496,Decke::N,საბანი,pokrývka
497,Decke::N,საბანი,přikrývka
498,Kissen::N,ბალიში,polštář
499,Tuch::N,მაუდი,šátek
500,Tuch::N,თავშალი,šátek
501,Handtuch::N,ხელსახოცი,ručník
502,Kraft::N,ძალა,síla
503,Stärke::N,ღონე,síla
504,Gesundheit::N,ჯანმრთელობა,zdraví
505,Krankheit::N,სენი,nemoc
506,Krankheit::N,სენი,choroba
507,Krankheit::N,ავადმყოფობა,nemoc
508,Krankheit::N,ავადმყოფობა,choroba
509,Schmerz::N,ტკივილი,bolest
510,Wunde::N,იარი,rána
511,Wunde::N,ჭრილობა,rána
512,Fieber::N,ციება,horečka
513,Arznei::N,წამალი,lék
514,Brücke::N,ხიდი,most
515,Brunnen::N,ჭა,studna
516,Weide::N,საძოვარი,pastva
517,Weide::N,საძოვარი,pastvina
518,Pfad::N,ბილიკი,pěšina
519,Weg::N,გზა,cesta
520,Straße::N,შარაგზა,silnice
521,Dorf::N,დაბა,vesnice
522,Dorf::N,სოფელი,vesnice
523,Stadt::N,ქალაქი,město
524,Brief::N,წერილი,dopis
525,Buch::N,წიგნი,kniha
526,Buchstabe::N,ასო,písmeno
527,Zeitung::N,გაზეთი,noviny
528,Leben::N,სიცოცხლე,život
529,Tod::N,სიკვდილი,smrt
530,Grab::N,სამარე,hrob
531,Grab::N,საფლავი,hrob
532,Kirche::N,ეკლესია,kostel
533,Sünde::N,ცოდვა,hřích
534,Gott::N,ღმერთი,bůh
535,Arbeiter::N,მუშა,dělník
536,Arbeiter::N,მუშა,pracovník
537,Chef::N,გამგე,šéf
538,Chef::N,გამგე,vedoucí
539,Meister::N,ოსტატი,mistr
540,Arzt::N,ექიმი,lékař
541,Arzt::N,მკურნალი,lékař
542,Lehrer::N,მასწავლებელი,učitel
543,Geld::N,ფული,peníze
544,Geschäft::N,საქმე,obchod
545,Geschäft::N,ბიზნესი,obchod
546,Laden::N,დუქანი,krám
547,Laden::N,მაღაზია,krám
548,Preis::N,ფასი,cena
549,Ware::N,საქონელი,zboží
550,Nutzen::N,ხეირი,užitek
551,Reichtum::N,სიმდიდრე,bohatství
552,Welt::N,მსოფლიო,svět
553,Land::N,მხარე,země
554,Land::N,ქვეყანა,země
555,Staat::N,სახელმწიფო,stát
556,König::N,მეფე,král
557,Macht::N,ძლიერება,moc
558,Macht::N,ძლიერება,mocnost
559,Grenze::N,ზღვარი,hranice
560,Krieg::N,ომი,válka
561,Feind::N,მტერი,nepřítel
562,Gewalt::N,სისასტიკე,násilí
563,Kampf::N,ბრძოლა,boj
564,Bogen[Waffe]::N,მშვილდი,luk
565,Pfeil::N,ისარი,šíp
566,Pfeil::N,მახვილი,šíp
567,Gewehr::N,თოფი,puška
568,Gewehr::N,თოფი,ručnice
569,Gewehr::N,შაშხანა,puška
570,Gewehr::N,შაშხანა,ručnice
571,Fehler::N,შეცდომა,chyba
572,Lüge::N,სიცრუე,lež
573,Schaden::N,ვნება,škoda
574,Unglück::N,ხიფათი,neštěstí
575,Unglück::N,უბედურება,neštěstí
576,Schuld::N,ბრალი,vina
577,Alter::N,ასაკი,věk
578,Schluss::N,ბოლო,konec
579,Schluss::N,დასასრული,konec
580,Zeit::N,დრო,čas
581,Tag::N,დღე,den
582,Morgen::N,დილა,ráno
583,Morgen::N,დილა,jitro
584,Mittag::N,შუადღე,poledne
585,Abend::N,საღამო,večer
586,Nacht::N,ღამე,noc
587,Woche::N,კვირა,týden
588,Monat::N,თვე,měsíc
589,Jahr::N,წელი,rok
590,Frühling::N,გაზაფხული,jaro
591,Sommer::N,ზაფხული,léto
592,Herbst::N,შემოდგომა,podzim
593,Winter::N,ზამთარი,zima
594,Januar::N,იანვარი,leden
595,Februar::N,თებერვალი,únor
596,März::N,მარტი,březen
597,April::N,აპრილი,duben
598,Mai::N,მაისი,květen
599,Juni::N,ივნისი,červen
600,Juli::N,ივლისი,červenec
601,August::N,აგვისტო,srpen
602,September::N,სექტემბერი,září
603,Oktober::N,ოქტომბერი,říjen
604,November::N,ნოემბერი,listopad
605,Dezember::N,დეკემბერი,prosinec
606,Montag::N,ორშაბათი,pondělí
607,Montag::N,ორშაბათი,pondělek
608,Dienstag::N,სამშაბათი,úterý
609,Mittwoch::N,ოთხშაბათი,středa
610,Donnerstag::N,ხუთშაბათი,čtvrtek
611,Freitag::N,პარასკევი,pátek
612,Samstag::N,შაბათი,sobota
613,Sonntag::N,კვირა,neděle
614,groß::A,დიდი,velký
615,klein::A,მცირე,malý
616,klein::A,პატარა,malý
617,lang::A,გრძელი,dlouhý
618,kurz::A,მოკლე,krátký
619,breit::A,ფართო,široký
620,breit::A,განიერი,široký
621,schmal::A,ვიწრო,úzký
622,schmal::A,წვრილი,úzký
623,dicht::A,მჭიდრო,hustý
624,dick[Gegenstand]::A,სქელი,tlustý
625,dünn::A,წვრილი,tenký
626,fein::A,თხელი,jemný
627,fest::A,მყარი,pevný
628,flach::A,ბრტყელი,plochý
629,flach::A,ბრტყელი,placatý
630,glatt::A,გლუ,hladký
631,hart::A,მაგარი,tvrdý
632,weich::A,რბილი,měkký
633,rund::A,მრგვალი,kulatý
634,rund::A,მრგვალი,okrouhlý
635,spitz::A,წვეტიანი,špičatý
636,scharf::A,მჭრელი,ostrý
637,stumpf::A,ბლაგვი,tupý
638,schwer::A,მძიმე,těžký
639,schön::A,ლამაზი,pěkný
640,schön::A,ლამაზი,krásný
641,heiß::A,ცხელი,horký
642,warm::A,თბილი,teplý
643,kalt::A,ცივი,studený
644,kühl::A,გრილი,chladný
645,frisch::A,სუფთა,svěží
646,feucht::A,ნოტიო,vlhký
647,nass::A,სველი,mokrý
648,trocken::A,მშრალი,suchý
649,voll::A,სავსე,plný
650,leer::A,ცარიელი,prázdný
651,offen::A,ღია,otevřený
652,offen::A,გაშლილი,otevřený
653,geschlossen::A,დახურული,zavřený
654,sauber::A,სუფთა,čistý
655,sauber::A,წმინდა,čistý
656,schmutzig::A,ტალახიანი,špinavý
657,roh::A,უმი,syrový
658,reif::A,მწიფე,zralý
659,lecker::A,გემრიელი,chutný
660,süß::A,ტკბილი,sladký
661,bitter::A,მწარე,hořký
662,sauer::A,მჟავე,kyselý
663,hell::A,ნათელი,světlý
664,dunkel::A,ბნელი,temný
665,schwarz::A,შავი,černý
666,weiß::A,თეთრი,bílý
667,rot::A,წითელი,rudý
668,rot::A,წითელი,červený
669,gelb::A,ყვითელი,žlutý
670,blau::A,ლურჯი,modrý
671,blau::A,ცისფერი,modrý
672,grün::A,მწვანე,zelený
673,grau::A,რუხი,šedý
674,grau::A,რუხი,šedivý
675,grau::A,ნაცრისფერი,šedý
676,grau::A,ნაცრისფერი,šedivý
677,bunt::A,ჭრელი,pestrý
678,bunt::A,ფერადი,pestrý
679,billig::A,იაფი,levný
680,billig::A,იაფი,laciný
681,teuer::A,ძვირი,drahý
682,wertvoll::A,ღირსიანი,cenný
683,blind::A,ბრმა,slepý
684,taub::A,ყრუ,hluchý
685,kräftig::A,ძალავანი,silný
686,stark::A,ძლიერი,silný
687,stark::A,ღონიერი,silný
688,schwach::A,სუსტი,slabý
689,fett::A,სქელი,tučný
690,fett::A,სქელი,tlustý
691,schlank::A,გამხდარი,štíhlý
692,hübsch::A,ეშხიანი,hezký
693,hübsch::A,მშვენიერი,hezký
694,böse::A,ავი,zlý
695,böse::A,ბოროტი,zlý
696,dumm::A,ბოთე,hloupý
697,dumm::A,სულელი,hloupý
698,faul::A,ზანტი,líný
699,faul::A,ზარმაცი,líný
700,fleißig::A,ბეჯითი,pilný
701,fleißig::A,მუყაითი,pilný
702,geizig::A,ძუნწი,lakomý
703,klug::A,ჭკვიანი,chytrý
704,geschickt::A,მარჯვე,šikovný
705,geschickt::A,გაწაფული,šikovný
706,lieb::A,სატრფიალო,milý
707,lustig::A,მხიარული,veselý
708,sanft::A,ალერსიანი,mírný
709,sanft::A,გრძნობიერი,mírný
710,hungrig::A,მშიერი,hladový
711,krank::A,სნეული,nemocný
712,krank::A,ავადმყოფი,nemocný
713,nackt::A,ტიტველი,nahý
714,traurig::A,მწუხარე,smutný
715,traurig::A,მწუხარე,truchlivý
716,traurig::A,სევდიანი,smutný
717,traurig::A,სევდიანი,truchlivý
718,lebendig::A,ცოცხალი,živý
719,gut::A,კარგი,dobrý
720,schlecht::A,უხეირო,špatný
721,richtig::A,ნამდვილი,pravý
722,richtig::A,ნამდვილი,správný
723,schlimm::A,ცუდი,zlý
724,wahr::A,სწორი,pravdivý
725,wahr::A,ჭეშმარიტი,pravdivý
726,alt::A,ძველი,starý
727,neu::A,ახალი,nový
728,ehemalig::A,ყოფილი,bývalý
729,alt[Lebewesen]::A,ბებერი,starý
730,jung::A,ნორჩი,mladý
731,jung::A,ახალგაზრდა,mladý
732,arm::A,ღარიბი,chudý
733,reich::A,მდიდარი,bohatý
734,bekannt::A,ცნობილი,známý
735,berühmt::A,გამოჩენილი,slavný
736,fremd::A,უცხო,cizí
737,fremd::A,გარეშე,cizí
738,verschieden::A,სხვაგვარი,různý
739,verschieden::A,სხვაგვარი,rozličný
740,nah::A,ახლო,blízký
741,fern::A,შორი,daleký
