,Concept_ID,el,fr
68,Sonne::N,ήλιος,soleil
69,Mond::N,σελήνη,lune
70,Mond::N,φεγγάρι,lune
71,Stern::N,άστρο,étoile
72,Stern::N,αστέρι,étoile
73,Luft::N,αέρας,air
74,Wind::N,αέρας,vent
75,Wind::N,άνεμος,vent
76,Welle::N,κύμα,vague
77,Wasser::N,νερό,eau
78,Stein::N,πέτρα,pierre
79,Boden::N,χώμα,sol
80,Boden::N,χώμα,terrain
81,Erde::N,γη,terre
82,Staub::N,σκόνη,poussière
83,Rauch::N,καπνός,fumée
84,Funke::N,σπίθα,étincelle
85,Funke::N,σπινθήρας,étincelle
86,Feuer::N,φωτιά,feu
87,Licht::N,φως,lumière
88,Schatten::N,σκιά,ombre
89,Schatten::N,ίσκιος,ombre
90,Wetter::N,καιρός,temps
91,Nebel::N,ομίχλη,brume
92,Nebel::N,ομίχλη,brouillard
93,Wolke::N,σύννεφο,nuage
94,Regen::N,βροχή,pluie
95,Schnee::N,χιόνι,neige
96,Eis::N,πάγος,glace
97,Frost::N,παγωνία,gel
98,Frost::N,παγωνία,gelée
99,Kälte::N,κρύο,froid
100,Kälte::N,ψύχος,froid
101,Hitze::N,ζέστη,chaleur
102,Raureif::N,πάχνη,givre
103,Regenbogen::N,ουράνιο τόξο,arc-en-ciel
104,Donner::N,βροντή,tonnerre
105,Strömung::N,ρεύμα,courant
106,Tropfen::N,στάλα,goutte
107,Schaum::N,αφρός,écume
108,Schaum::N,αφρός,mousse
109,Schmutz::N,βρωμιά,boue
110,Schmutz::N,βρωμιά,saleté
111,See::N,λίμνη,lac
112,Sumpf::N,βάλτος,marais
113,Sumpf::N,βάλτος,marécage
114,Moor::N,έλος,tourbière
115,Wiese::N,λιβάδι,pré
116,Wald::N,δάσος,bois
117,Wald::N,δάσος,forêt
118,Hügel::N,λόφος,coteau
119,Hügel::N,λόφος,colline
120,Anhöhe::N,ύψωμα,éminence
121,Anhöhe::N,ύψωμα,élévation
122,Berg::N,όρος,mont
123,Berg::N,όρος,montagne
124,Berg::N,βουνό,mont
125,Berg::N,βουνό,montagne
126,Gipfel::N,κορυφή,cime
127,Gipfel::N,κορυφή,sommet
128,Höhle::N,σπηλιά,caverne
129,Abhang::N,πλαγιά,pente
130,Abhang::N,πλαγιά,versant
131,Quelle::N,πηγή,source
132,Quelle::N,πηγή,fontaine
133,Quelle::N,βρύση,source
134,Quelle::N,βρύση,fontaine
135,Bach::N,ρυάκι,ruisseau
136,Fluss::N,ποτάμι,fleuve
137,Fluss::N,ποτάμι,rivière
138,Fluss::N,ποταμός,fleuve
139,Fluss::N,ποταμός,rivière
140,Ufer::N,όχθη,bord
141,Ufer::N,όχθη,rivage
142,Küste::N,ακτή,côte
143,Küste::N,ακρογιαλιά,côte
144,Festland::N,στεριά,terre ferme
145,Meer::N,θάλασσα,mer
146,Bucht::N,κόλπος,baie
147,Insel::N,νησί,île
148,Insel::N,νήσος,île
149,Blume::N,άνθος,fleur
150,Blume::N,λουλούδι,fleur
151,Gras::N,χόρτο,herbe
152,Gras::N,χορτάρι,herbe
153,Wurzel::N,ρίζα,racine
154,Baum::N,δέντρο,arbre
155,Stamm::N,κορμός,tronc
156,Rinde::N,φλούδα,écorce
157,Ast::N,κλαδί,branche
158,Zweig::N,κλαδί,rameau
159,Zweig::N,κλάδος,rameau
160,Blatt::N,φύλλο,feuille
161,Birke::N,σημύδα,bouleau
162,Kiefer[Baum]::N,πεύκο,pin
163,Weide[Baum]::N,ιτιά,saule
164,Tanne::N,έλατο,sapin
165,Horn::N,κέρας,corne
166,Horn::N,κέρατο,corne
167,Feder::N,φτερό,plume
168,Fell::N,δέρμα,peau
169,Fell::N,τομάρι,peau
170,Flügel::N,πτερύγιο,aile
171,Klaue::N,κουλό,serre
172,Kralle::N,νύχι,ongle
173,Kralle::N,νύχι,griffe
174,Schwanz::N,ουρά,queue
175,Ei::N,αβγό,œuf
176,Nest::N,φωλιά,nid
177,Bau::N,φωλιά,terrier
178,Tier::N,ζώο,animal
179,Herde::N,κοπάδι,troupeau
180,Kuh::N,αγελάδα,vache
181,Bulle::N,ταύρος,taureau
182,Pferd::N,άλογο,cheval
183,Schaf::N,πρόβατο,mouton
184,Schwein::N,γουρούνι,porc
185,Schwein::N,γουρούνι,cochon
186,Hund::N,σκυλί,chien
187,Hund::N,σκύλος,chien
188,Katze::N,γάτα,chat
189,Bär::N,άρκτος,ours
190,Bär::N,αρκούδα,ours
191,Eichhörnchen::N,βερβερίτσα,écureuil
192,Elch::N,άλκη,élan
193,Fuchs::N,αλεπού,renard
194,Hase::N,λαγός,lièvre
195,Maus::N,ποντικός,souris
196,Wolf::N,λύκος,loup
197,Vogel::N,πουλί,oiseau
198,Schwarm::N,σμήνος,nuée
199,Schwarm::N,σμήνος,volée
200,Huhn::N,κότα,poule
201,Huhn::N,όρνιθα,poule
202,Hahn::N,πετεινός,coq
203,Gans::N,χήνα,oie
204,Adler::N,αετός,aigle
205,Ente::N,πάπια,canard
206,Eule::N,κουκουβάγια,hibou
207,Kranich::N,γερανός,grue
208,Krähe::N,καρακάξα,corneille
209,Kuckuck::N,κούκος,coucou
210,Schwan::N,κύκνος,cygne
211,Fisch::N,ψάρι,poisson
212,Barsch::N,πέρκα,perche
213,Hecht::N,λούτσος,brochet
214,Schlange[Tier]::N,φίδι,serpent
215,Wurm::N,σκουλήκι,ver
216,Spinne::N,αράχνη,araignée
217,Ameise::N,μυρμήγκι,fourmi
218,Laus::N,ψείρα,pou
219,Mücke::N,κουνούπι,moucheron
220,Fliege::N,μύγα,mouche
221,Schmetterling::N,πεταλούδα,papillon
222,Beere::N,ρόγα,baie
223,Apfel::N,μήλο,pomme
224,Pilz::N,μανιτάρι,champignon
225,Zwiebel::N,κρεμμύδι,oignon
226,Saat::N,σπόρος,semence
227,Korn::N,σπυρί,grain
228,Heu::N,σανός,foin
229,Schale::N,τσόφλι,pelure
230,Grube::N,λάκκος,fosse
231,Falle::N,παγίδα,piège
232,Schlinge::N,θηλειά,lacs
233,Spur::N,ίχνος,trace
234,Asche::N,στάχτη,cendre
235,Dreck::N,βρωμιά,crotte
236,Eisen::N,σίδερο,fer
237,Gold::N,μάλαμα,or
238,Gold::N,χρυσάφι,or
239,Silber::N,ασήμι,argent
240,Silber::N,άργυρος,argent
241,Kohle::N,κάρβουνο,charbon
242,Glas::N,γυαλί,verre
243,Lehm::N,πηλός,glaise
244,Sand::N,άμμος,sable
245,Mensch::N,άνθρωπος,homme
246,Mann::N,άνδρας,homme
247,Frau::N,γυναίκα,femme
248,Kind::N,παιδί,enfant
249,Junge::N,αγόρι,garçon
250,Mädchen::N,κοπέλα,fille
251,Mädchen::N,κοπέλα,jeune fille
252,Mädchen::N,κορίτσι,fille
253,Mädchen::N,κορίτσι,jeune fille
254,Familie::N,οικογένεια,famille
255,Großvater::N,παππούς,grand-père
256,Großmutter::N,γιαγιά,grand-mère
257,Eltern::N,γονείς,parents
258,Vater::N,πατέρας,père
259,Mutter::N,μητέρα,mère
260,Sohn::N,γιος,fils
261,Tochter::N,κόρη,fille
262,Bruder::N,αδελφός,frère
263,Schwester::N,αδελφή,sœur
264,Onkel::N,θείος,oncle
265,Tante::N,θεία,tante
266,Ehemann::N,σύζυγος,mari
267,Ehemann::N,σύζυγος,époux
268,Ehefrau::N,σύζυγος,femme
269,Ehefrau::N,σύζυγος,épouse
270,Freude::N,χαρά,joie
271,Freude::N,χαρά,plaisir
272,Gelächter::N,γέλια,rires
273,Glück::N,ευτυχία,bonheur
274,Kummer::N,έγνοια,peine
275,Kummer::N,έγνοια,chagrin
276,Wunsch::N,επιθυμία,désir
277,Lust::N,όρεξη,envie
278,Geist::N,πνέυμα,esprit
279,Gedanke::N,σκέψη,idée
280,Gedanke::N,σκέψη,pensée
281,Gedächtnis::N,μνήμη,mémoire
282,Verstand::N,νους,raison
283,Sinn::N,νόημα,sens
284,Grund::N,λόγος,cause
285,Grund::N,λόγος,raison
286,Wahrheit::N,αλήθεια,vérité
287,Gespräch::N,συνομιλία,conversation
288,Märchen::N,παραμύθι,conte
289,Märchen::N,παραμύθι,conte de fées
290,Erzählung::N,διήγημα,conte
291,Erzählung::N,διήγημα,narration
292,Nachricht::N,είδηση,message
293,Neuigkeit::N,νέο,nouvelle
294,Name::N,όνομα,nom
295,Rätsel::N,αίνιγμα,énigme
296,Rätsel::N,αίνιγμα,devinette
297,Rede::N,λόγος,parole
298,Rede::N,λόγος,discours
299,Rede::N,ομιλία,parole
300,Rede::N,ομιλία,discours
301,Sprache::N,γλώσσα,langue
302,Sprache::N,γλώσσα,langage
303,Stimme::N,φωνή,voix
304,Wort::N,λέξη,mot
305,Zeichen::N,σημείο,signe
306,Ruf::N,κραυγή,cri
307,Ruf::N,κραυγή,appel
308,Lärm::N,θόρυβος,bruit
309,Laut::N,ήχος,son
310,Ton::N,ήχος,ton
311,Ton::N,τόνος,ton
312,Lied::N,τραγούδι,chant
313,Lied::N,τραγούδι,chanson
314,Ruhe::N,ησυχία,calme
315,Ruhe::N,ησυχία,tranquillité
316,Leute::N,κόσμος,gens
317,Leute::N,άνθρωποι,gens
318,Volk::N,λαός,peuple
319,Arbeit::N,εργασία,travail
320,Gast::N,επισκέπτης,hôte
321,Gast::N,επισκέπτης,invité
322,Geschenk::N,δώρο,cadeau
323,Geschenk::N,δώρο,présent
324,Spiel::N,παιχνίδι,jeu
325,Gesellschaft::N,κοινωνία,compagnie
326,Hilfe::N,βοήθεια,aide
327,Hilfe::N,βοήθεια,secours
328,Freund::N,φίλος,ami
329,Kamerad::N,σύντροφος,copain
330,Kamerad::N,σύντροφος,camarade
331,Angelegenheit::N,υπόθεση,affaire
332,Anzahl::N,αριθμός,nombre
333,Art::N,είδος,sorte
334,Art::N,είδος,espèce
335,Stück::N,κομμάτι,morceau
336,Teil::N,μέρος,part
337,Teil::N,μέρος,partie
338,Hälfte::N,μισό,moitié
339,Kreis::N,κύκλος,cercle
340,Kreuz::N,σταυρός,croix
341,Linie::N,γραμμή,ligne
342,Strich::N,γραμμή,trait
343,Abstand::N,απόσταση,écart
344,Entfernung::N,απόσταση,distance
345,Gegend::N,περιοχή,région
346,Gegend::N,περιοχή,contrée
347,Gegend::N,τοποθεσία,région
348,Gegend::N,τοποθεσία,contrée
349,Platz::N,χώρος,place
350,Ort::N,τόπος,lieu
351,Ort::N,τόπος,endroit
352,Seite::N,πλευρά,côté
353,Mitte::N,μέση,milieu
354,Gegenstand::N,αντικείμενο,objet
355,Sache::N,πράγμα,chose
356,Rand::N,άκρη,bord
357,Rand::N,χείλος,bord
358,Kante::N,άκρη,arête
359,Ecke::N,γωνιά,coin
360,Ecke::N,γωνιά,tournant
361,Spitze::N,μύτη,cime
362,Spitze::N,μύτη,pointe
363,Ende::N,άκρη,bout
364,Loch::N,τρύπα,trou
365,Winkel::N,γωνία,coin
366,Winkel::N,γωνία,réduit
367,Muster::N,σχέδιο,dessin
368,Größe::N,μέγεθος,grandeur
369,Länge::N,μήκος,longueur
370,Höhe::N,ύψος,hauteur
371,Höhe::N,ύψος,altitude
372,Gewicht::N,βάρος,poids
373,Menge::N,ποσότητα,quantité
374,Haufen::N,σωρός,tas
375,Reihe::N,αράδα,file
376,Reihe::N,αράδα,rangée
377,Boot::N,βάρκα,canot
378,Boot::N,βάρκα,bateau
379,Ruder::N,κουπί,rame
380,Ruder::N,κουπί,aviron
381,Schlitten::N,έλκηθρο,traîneau
382,Ski::N,σκι,ski
383,Lagerfeuer::N,φωτιά,feu de camp
384,Last::N,φορτίο,charge
385,Last::N,φορτίο,fardeau
386,Gang::N,δρόμος,tour
387,Gang::N,δρόμος,marche
388,Schritt::N,βήμα,pas
389,Norden::N,βορράς,nord
390,Süden::N,νότος,sud
391,Westen::N,δύση,ouest
392,Westen::N,δύση,occident
393,Osten::N,ανατολή,est
394,Osten::N,ανατολή,orient
395,Holz::N,ξύλο,bois
396,Brett::N,σανίδι,planche
397,Platte::N,πλάκα,plaque
398,Stütze::N,στήριγμα,appui
399,Stütze::N,στήριγμα,soutien
400,Stange::N,ραβδί,barre
401,Stange::N,ραβδί,perche
402,Stange::N,κοντός,barre
403,Stange::N,κοντός,perche
404,Stock::N,ξύλο,canne
405,Stock::N,μπαστούνι,canne
406,Stab::N,ραβδί,bâton
407,Rohr::N,σωλήνας,tube
408,Rohr::N,σωλήνας,tuyau
409,Haus::N,σπίτι,maison
410,Heim::N,σπίτι,maison
411,Ofen::N,σόμπα,poêle
412,Ofen::N,θερμάστρα,poêle
413,Fußboden::N,πάτωμα,plancher
414,Tisch::N,τραπέζι,table
415,Stuhl::N,καρέκλα,chaise
416,Wiege::N,κούνια,berceau
417,Bett::N,κρεβάτι,lit
418,Regal::N,ράφι,étagère
419,Kiste::N,κιβώτιο,caisse
420,Fenster::N,παράθυρο,fenêtre
421,Tür::N,πόρτα,porte
422,Tor::N,πύλη,porte
423,Tor::N,πύλη,portail
424,Zaun::N,φράχτης,clôture
425,Dach::N,στέγη,toit
426,Leiter::N,σκάλα,échelle
427,Leiter::N,κλίμακα,échelle
428,Besen::N,σκούπα,balai
429,Spaten::N,φτυάρι,bêche
430,Schaufel::N,φτυάρι,pelle
431,Gabel::N,πιρούνι,fourchette
432,Löffel::N,κουτάλι,cuiller
433,Messer::N,μαχαίρι,couteau
434,Nagel::N,καρφί,clou
435,Netz::N,δίχτυ,filet
436,Haken::N,γάντζος,croc
437,Haken::N,γάντζος,crochet
438,Haken::N,αγκίστρι,croc
439,Haken::N,αγκίστρι,crochet
440,Griff::N,λαβή,prise
441,Griff::N,λαβή,manche
442,Schloss::N,κλειδαριά,serrure
443,Bild::N,εικόνα,image
444,Bild::N,εικόνα,tableau
445,Figur::N,ανάστημα,figure
446,Puppe::N,κούκλα,poupée
447,Beutel::N,πουγγί,sac
448,Beutel::N,πουγγί,petit sac
449,Bündel::N,δεμάτι,paquet
450,Bündel::N,δεμάτι,faisceau
451,Tasche::N,τσάντα,sac
452,Eimer::N,κουβάς,seau
453,Deckel::N,καπάκι,couvercle
454,Geschirr::N,σκεύη,vaisselle
455,Sack::N,σάκος,sac
456,Tasse::N,φλιτζάνι,tasse
457,Topf::N,χύτρα,pot
458,Topf::N,χύτρα,marmite
459,Kessel::N,καζάνι,chaudron
460,Essen::N,φαγητό,repas
461,Essen::N,φαγητό,manger
462,Nahrung::N,τροφή,nourriture
463,Speise::N,φαγητό,plat
464,Fleisch::N,κρέας,viande
465,Getreide::N,σιτάρι,blé
466,Getreide::N,σιτάρι,céréales
467,Brei::N,χυλός,purée
468,Brei::N,χυλός,bouillie
469,Brot::N,ψωμί,pain
470,Brot::N,άρτος,pain
471,Scheibe::N,φέτα,tranche
472,Fett::N,πάχος,graisse
473,Butter::N,βούτυρο,beurre
474,Öl::N,λάδι,huile
475,Salz::N,αλάτι,sel
476,Suppe::N,σούπα,soupe
477,Suppe::N,σούπα,potage
478,Honig::N,μέλι,miel
479,Milch::N,γάλα,lait
480,Tee::N,τσάι,thé
481,Leder::N,πετσί,cuir
482,Wolle::N,μαλλί,laine
483,Stoff::N,ύφασμα,tissu
484,Stoff::N,ύφασμα,étoffe
485,Nadel::N,βελόνα,aiguille
486,Faden::N,κλωστή,fil
487,Knopf::N,κουμπί,bouton
488,Knoten::N,κόμπος,nœud
489,Farbe::N,μπογιά,peinture
490,Kleidung::N,ρούχα,vêtements
491,Kleidung::N,ρούχα,habillement
492,Kleidung::N,ενδυμασία,vêtements
493,Kleidung::N,ενδυμασία,habillement
494,Hemd::N,πουκάμισο,chemise
495,Kragen::N,κολάρο,col
496,Ärmel::N,μανίκι,manche
497,Hose::N,πανταλόνι,pantalon
498,Gürtel::N,ζώνη,ceinture
499,Mütze::N,σκούφος,bonnet
500,Mütze::N,σκούφος,casquette
501,Schuh::N,παπούτσι,soulier
502,Schuh::N,παπούτσι,chaussure
503,Stiefel::N,μπότα,botte
504,Ring::N,δαχτυλίδι,bague
505,Band::N,κορδέλα,ruban
506,Kamm::N,χτένα,peigne
507,Spiegel::N,καθρέφτης,glace
508,Spiegel::N,καθρέφτης,miroir
509,Riemen::N,λουρί,lanière
510,Riemen::N,λουρί,courroie
511,Schnur::N,κορδόνι,corde
512,Schnur::N,κορδόνι,ficelle
513,Leine::N,σχοινί,laisse
514,Decke::N,κουβέρτα,couverture
515,Kissen::N,μαξιλάρι,oreiller
516,Tuch::N,πανί,drap
517,Tuch::N,πανί,fichu
518,Tuch::N,μαντήλι,drap
519,Tuch::N,μαντήλι,fichu
520,Handtuch::N,πετσέτα,serviette
521,Handtuch::N,πετσέτα,essuie-mains
522,Kraft::N,δύναμη,force
523,Stärke::N,ισχύς,vigueur
524,Stärke::N,δύναμη,vigueur
525,Gesundheit::N,υγεία,santé
526,Krankheit::N,αρρώστια,maladie
527,Schmerz::N,πόνος,douleur
528,Wunde::N,πληγή,plaie
529,Wunde::N,πληγή,blessure
530,Fieber::N,πυρετός,fièvre
531,Arznei::N,φάρμακο,remède
532,Arznei::N,φάρμακο,médecine
533,Brücke::N,γέφυρα,pont
534,Brunnen::N,πηγάδι,puits
535,Weide::N,βοσκή,pâturage
536,Pfad::N,μονοπάτι,sentier
537,Weg::N,δρόμος,voie
538,Weg::N,δρόμος,chemin
539,Straße::N,οδός,route
540,Straße::N,δρόμος,route
541,Dorf::N,χωριό,village
542,Stadt::N,πόλη,cité
543,Stadt::N,πόλη,ville
544,Brief::N,γράμμα,lettre
545,Brief::N,επιστολή,lettre
546,Buch::N,βιβλίο,livre
547,Buchstabe::N,γράμμα,lettre
548,Buchstabe::N,γράμμα,caractère
549,Zeitung::N,εφημερίδα,journal
550,Leben::N,ζωή,vie
551,Leben::N,βίος,vie
552,Tod::N,θάνατος,mort
553,Grab::N,τάφος,tombe
554,Kirche::N,εκκλησία,église
555,Sünde::N,αμαρτία,péché
556,Gott::N,θεός,dieu
557,Arbeiter::N,εργάτης,ouvrier
558,Arbeiter::N,εργάτης,travailleur
559,Chef::N,προϊστάμενος,chef
560,Chef::N,προϊστάμενος,patron
561,Meister::N,μάστορας,maître
562,Meister::N,αρχιτεχνίτης,maître
563,Arzt::N,γιατρός,médecin
564,Lehrer::N,δάσκαλος,professeur
565,Lehrer::N,δάσκαλος,instituteur
566,Geld::N,λεφτά,argent
567,Geld::N,χρήματα,argent
568,Geschäft::N,συναλλαγή,affaire
569,Geschäft::N,συναλλαγή,commerce
570,Laden::N,μαγαζί,magasin
571,Laden::N,μαγαζί,boutique
572,Laden::N,κατάστημα,magasin
573,Laden::N,κατάστημα,boutique
574,Preis::N,τιμή,prix
575,Ware::N,εμπόρευμα,marchandise
576,Nutzen::N,όφελος,profit
577,Reichtum::N,πλούτος,richesse
578,Welt::N,κόσμος,monde
579,Land::N,χώρα,pays
580,Staat::N,κράτος,État
581,Staat::N,πολιτεία,État
582,König::N,βασιλιάς,roi
583,Macht::N,εξουσία,pouvoir
584,Macht::N,εξουσία,puissance
585,Grenze::N,σύνορα,frontière
586,Krieg::N,πόλεμος,guerre
587,Feind::N,εχθρός,ennemi
588,Gewalt::N,βία,violence
589,Kampf::N,αγώνας,lutte
590,Kampf::N,αγώνας,combat
591,Bogen[Waffe]::N,τόξο,arc
592,Pfeil::N,σαΐτα,flèche
593,Gewehr::N,τουφέκι,fusil
594,Fehler::N,λάθος,faute
595,Fehler::N,λάθος,erreur
596,Fehler::N,σφάλμα,faute
597,Fehler::N,σφάλμα,erreur
598,Lüge::N,ψέμα,mensonge
599,Lüge::N,ψεύδος,mensonge
600,Schaden::N,ζημία,dégât
601,Schaden::N,ζημία,dommage
602,Unglück::N,δυστυχία,malheur
603,Schuld::N,ενοχή,faute
604,Schuld::N,ενοχή,culpabilité
605,Schuld::N,φταίξιμο,faute
606,Schuld::N,φταίξιμο,culpabilité
607,Alter::N,ηλικία,âge
608,Schluss::N,τέλος,fin
609,Zeit::N,χρόνος,temps
610,Tag::N,μέρα,jour
611,Tag::N,μέρα,journée
612,Tag::N,ημέρα,jour
613,Tag::N,ημέρα,journée
614,Morgen::N,πρωί,matin
615,Morgen::N,πρωί,matinée
616,Mittag::N,μεσημέρι,midi
617,Abend::N,βράδυ,soir
618,Abend::N,βράδυ,soirée
619,Nacht::N,νύχτα,nuit
620,Woche::N,εβδομάδα,semaine
621,Monat::N,μήνας,mois
622,Jahr::N,έτος,an
623,Jahr::N,έτος,année
624,Jahr::N,χρόνος,an
625,Jahr::N,χρόνος,année
626,Frühling::N,άνοιξη,printemps
627,Sommer::N,καλοκαίρι,été
628,Herbst::N,φθινόπωρο,automne
629,Winter::N,χειμώνας,hiver
630,Januar::N,Ιανουάριος,janvier
631,Februar::N,Φεβρουάριος,février
632,März::N,Μάρτιος,mars
633,April::N,Απρίλιος,avril
634,Mai::N,Μάιος,mai
635,Juni::N,Ιούνιος,juin
636,Juli::N,Ιούλιος,juillet
637,August::N,Αύγουστος,août
638,September::N,Σεπτέμβριος,septembre
639,Oktober::N,Οκτώβριος,octobre
640,November::N,Νοέμβριος,novembre
641,Dezember::N,Δεκέμβριος,décembre
642,Montag::N,Δευτέρα,lundi
643,Dienstag::N,Τρίτη,mardi
644,Mittwoch::N,Τετάρτη,mercredi
645,Donnerstag::N,Πέμπτη,jeudi
646,Freitag::N,Παρασκευή,vendredi
647,Samstag::N,Σάββατο,samedi
648,Sonntag::N,Κυριακή,dimanche
649,groß::A,μεγάλος,grand
650,klein::A,μικρός,petit
651,lang::A,μακρύς,long
652,kurz::A,κοντός,court
653,breit::A,φαρδύς,large
654,schmal::A,στενός,étroit
655,dicht::A,πυκνός,dense
656,dick[Gegenstand]::A,παχύς,épais
657,dick[Gegenstand]::A,χοντρός,épais
658,dünn::A,ψιλός,mince
659,dünn::A,λεπτός,mince
660,fein::A,ψιλός,fin
661,fein::A,ψιλός,menu
662,fest::A,στερεός,ferme
663,fest::A,στερεός,solide
664,flach::A,επίπεδος,plat
665,glatt::A,λείος,poli
666,glatt::A,λείος,lisse
667,glatt::A,ομαλός,poli
668,glatt::A,ομαλός,lisse
669,hart::A,σκληρός,dur
670,weich::A,μαλακός,mou
671,rund::A,στρογγυλός,rond
672,spitz::A,μυτερός,aigu
673,spitz::A,μυτερός,pointu
674,scharf::A,κοφτερός,tranchant
675,stumpf::A,αμβλύς,mousse
676,stumpf::A,αμβλύς,émoussé
677,schwer::A,βαρύς,lourd
678,schwer::A,βαρύς,pesant
679,schön::A,ωραίος,beau
680,schön::A,όμορφος,beau
681,heiß::A,ζεστός,chaud
682,heiß::A,ζεστός,très chaud
683,warm::A,θερμός,chaud
684,kalt::A,κρύος,froid
685,kalt::A,ψυχρός,froid
686,kühl::A,δροσερός,frais
687,frisch::A,νωπός,frais
688,frisch::A,φρέσκος,frais
689,feucht::A,υγρός,humide
690,nass::A,βρεγμένος,mouillé
691,trocken::A,ξηρός,sec
692,trocken::A,στεγνός,sec
693,voll::A,γεμάτος,plein
694,voll::A,γεμάτος,rempli
695,leer::A,άδειος,vide
696,offen::A,ανοιχτός,ouvert
697,geschlossen::A,κλειστός,clos
698,geschlossen::A,κλειστός,fermé
699,sauber::A,καθαρός,net
700,sauber::A,καθαρός,propre
701,schmutzig::A,βρώμικος,sale
702,schmutzig::A,βρώμικος,crasseux
703,schmutzig::A,λερωμένος,sale
704,schmutzig::A,λερωμένος,crasseux
705,roh::A,ωμός,cru
706,roh::A,ωμός,brut
707,reif::A,ώριμος,mûr
708,lecker::A,νόστιμος,délicieux
709,lecker::A,νόστιμος,appétissant
710,süß::A,γλυκός,doux
711,bitter::A,πικρός,amer
712,sauer::A,ξινός,aigre
713,hell::A,φωτεινός,clair
714,dunkel::A,σκοτεινός,sombre
715,schwarz::A,μαύρος,noir
716,schwarz::A,μελανός,noir
717,weiß::A,άσπρος,blanc
718,rot::A,κόκκινος,rouge
719,gelb::A,κίτρινος,jaune
720,blau::A,μπλε,bleu
721,blau::A,γαλανός,bleu
722,grün::A,πράσινος,vert
723,grau::A,γκρίζος,gris
724,bunt::A,ποικιλόχρωπος,multicolore
725,billig::A,φτηνός,bon marché
726,teuer::A,ακριβός,cher
727,wertvoll::A,πολύτιμος,précieux
728,blind::A,τυφλός,aveugle
729,taub::A,κουφός,sourd
730,kräftig::A,δυνατός,fort
731,kräftig::A,δυνατός,vigoureux
732,stark::A,γερός,fort
733,stark::A,γερός,puissant
734,schwach::A,αδύνατος,faible
735,fett::A,παχύς,gras
736,schlank::A,λεπτός,svelte
737,schlank::A,λυγερός,svelte
738,hübsch::A,όμορφος,joli
739,hübsch::A,χαριτωμένος,joli
740,böse::A,κακός,mauvais
741,dumm::A,κουτός,sot
742,dumm::A,κουτός,bête
743,dumm::A,ανόητος,sot
744,dumm::A,ανόητος,bête
745,faul::A,τεμπέλης,fainéant
746,faul::A,τεμπέλης,paresseux
747,fleißig::A,εργατικός,appliqué
748,geizig::A,τσιγγούνης,avare
749,klug::A,έξυπνος,intelligent
750,geschickt::A,επιδέξιος,habile
751,lieb::A,φίλος,cher
752,lieb::A,φίλος,gentil
753,lieb::A,αγαπητός,cher
754,lieb::A,αγαπητός,gentil
755,lustig::A,εύθυμος,gai
756,lustig::A,εύθυμος,joyeux
