,Concept_ID,ku,bg
138,Stamm::N,bavik,стъбло
139,Rinde::N,qaqil,кора
140,Ast::N,gulî,клон
141,Zweig::N,şax,клон
142,Blatt::N,pel,лист
143,Birke::N,dara sipî,бреза
144,Kiefer[Baum]::N,dara bî,бор
145,Weide[Baum]::N,dara belalûk,върба
146,Tanne::N,merx,ела
147,Horn::N,strô,рог
148,Feder::N,pîrtîk,перо
149,Fell::N,heyar,кожа
150,Flügel::N,per,крило
151,Klaue::N,napîk,нокът
152,Kralle::N,dinik,нокът
153,Kralle::N,dirnax,нокът
154,Schwanz::N,dûv,опашка
155,Ei::N,hêk,яйце
156,Nest::N,hêlîn,гнездо
157,Bau::N,avahî,дупка
158,Tier::N,heywan,животно
159,Herde::N,hoz,стадо
160,Kuh::N,çêlek,крава
161,Bulle::N,ga,бик
162,Pferd::N,hesp,кон
163,Schaf::N,mîh,овца
164,Schwein::N,beraz,свиня
165,Hund::N,seh,куче
166,Katze::N,pişîk,котка
167,Bär::N,hirç,мечка
168,Eichhörnchen::N,pilûr,катерица
169,Elch::N,pazkovî,лос
170,Fuchs::N,rovî,лисица
171,Hase::N,kîroşk,заек
172,Maus::N,mişk,мишка
173,Wolf::N,gur,вълк
174,Vogel::N,çûk,птица
175,Schwarm::N,lufik,рой
176,Schwarm::N,lufik,рояк
177,Huhn::N,mirîşk,кокошка
178,Hahn::N,dîk,петел
179,Gans::N,qaz,гъска
180,Adler::N,eylo,орел
181,Ente::N,werdek,патица
182,Eule::N,bûm,сова
183,Eule::N,kund,сова
184,Kranich::N,quling,жерав
185,Krähe::N,qijik,врана
186,Kuckuck::N,pepûk,кукувица
187,Schwan::N,qû,лебед
188,Fisch::N,masî,риба
189,Barsch::N,okûn,костур
190,Hecht::N,mesîyê lûf,щука
191,Schlange[Tier]::N,mar,змия
192,Wurm::N,kurm,червей
193,Spinne::N,pîrê,паяк
194,Ameise::N,mîro,мравка
195,Ameise::N,gêrîk,мравка
196,Laus::N,spi,въшка
197,Mücke::N,mêş,комар
198,Fliege::N,mêş,муха
199,Schmetterling::N,perperîk,пеперуда
200,Beere::N,hirç,плод
201,Apfel::N,sêv,ябълка
202,Pilz::N,bîrov,гъба
203,Zwiebel::N,pîvaz,лук
204,Zwiebel::N,pîvaz,кромид
205,Saat::N,tov,семе
206,Korn::N,dexl,зърно
207,Heu::N,sap,сено
208,Schale::N,qaşik,кора
209,Grube::N,çahl,яма
210,Grube::N,çahl,дупка
211,Falle::N,dafik,примка
212,Schlinge::N,dahf,клуп
213,Spur::N,rêç,диря
214,Spur::N,rêç,следа
215,Asche::N,xweli,пепел
216,Dreck::N,gemarî,кал
217,Eisen::N,hesing,желязо
218,Gold::N,zêr,злато
219,Silber::N,zîv,сребро
220,Kohle::N,komir,въглища
221,Glas::N,qedeh,стъкло
222,Lehm::N,kelpîç,глина
223,Sand::N,qûm,пясък
224,Mensch::N,mirov,човек
225,Mann::N,mêr,мъж
226,Frau::N,jin,жена
227,Kind::N,zarok,дете
228,Junge::N,kur,момче
229,Mädchen::N,keç,момиче
230,Mädchen::N,keçik,момиче
231,Familie::N,malbat,фамилия
232,Familie::N,malbat,семейство
233,Großvater::N,bapîr,дядо
234,Großmutter::N,pîrik,баба
235,Eltern::N,bavudê,родители
236,Vater::N,bav,баща
237,Mutter::N,dê,майка
238,Mutter::N,dayik,майка
239,Sohn::N,kur,син
240,Tochter::N,keç,дъщеря
241,Bruder::N,bira,брат
242,Schwester::N,xweh,сестра
243,Onkel::N,am,чичо
244,Onkel::N,am,вуйчо
245,Onkel::N,xal,чичо
246,Onkel::N,xal,вуйчо
247,Tante::N,metik,леля
248,Tante::N,xaltîk,леля
249,Ehemann::N,mêr,съпруг
250,Ehefrau::N,kulfet,съпруга
251,Freude::N,kêfxweşî,радост
252,Gelächter::N,pîrqînî,смях
253,Glück::N,bext,щастие
254,Kummer::N,derd,тъга
255,Wunsch::N,daxwaz,желание
256,Wunsch::N,xwestek,желание
257,Lust::N,şewq,желание
258,Geist::N,aqil,дух
259,Gedanke::N,fikir,мисъл
260,Gedächtnis::N,aqil,памет
261,Verstand::N,fêm,ум
262,Verstand::N,fêm,разум
263,Sinn::N,aqil,смисъл
264,Grund::N,asas,причина
265,Wahrheit::N,rastî,правда
266,Gespräch::N,guftûgo,разговор
267,Märchen::N,çirok,приказка
268,Erzählung::N,çirok,разказ
269,Erzählung::N,vegotin,разказ
270,Nachricht::N,nûçe,вест
271,Nachricht::N,nûçe,известие
272,Neuigkeit::N,hewal,новина
273,Name::N,nav,име
274,Name::N,paşnav,име
275,Rätsel::N,tiştonek,гатанка
276,Rede::N,gotar,реч
277,Rede::N,gotar,слово
278,Rede::N,axavtin,реч
279,Rede::N,axavtin,слово
280,Sprache::N,ziman,език
281,Stimme::N,pejn,глас
282,Wort::N,gotin,дума
283,Zeichen::N,şanek,знак
284,Ruf::N,hawar,зов
285,Lärm::N,xarbalix,шум
286,Lärm::N,xarbalix,глъчка
287,Laut::N,deng,звук
288,Laut::N,hês,звук
289,Ton::N,awaz,тон
290,Lied::N,sitran,песен
291,Ruhe::N,rihetî,тишина
292,Ruhe::N,rihetî,спокойствие
293,Leute::N,xelk,хора
294,Volk::N,xelk,народ
295,Arbeit::N,xebat,труд
296,Arbeit::N,xebat,работа
297,Gast::N,mêvan,гост
298,Geschenk::N,diyarî,дар
299,Geschenk::N,diyarî,подарък
300,Spiel::N,lîstik,игра
301,Gesellschaft::N,komal,общество
302,Hilfe::N,alîkarî,помощ
303,Freund::N,heval,приятел
304,Kamerad::N,heval,другар
305,Angelegenheit::N,pirsgirêk,работа
306,Anzahl::N,çend,брой
307,Anzahl::N,çend,количество
308,Art::N,çeh,вид
309,Stück::N,lib,къс
310,Stück::N,lib,парче
311,Stück::N,parçe,къс
312,Stück::N,parçe,парче
313,Teil::N,parçe,дял
314,Teil::N,parçe,част
315,Hälfte::N,nîvî,половина
316,Kreis::N,çemil,кръг
317,Kreuz::N,xaç,кръст
318,Linie::N,xezik,черта
319,Strich::N,xezik,щрих
320,Strich::N,xezik,черта
321,Abstand::N,dûrahî,дистанция
322,Abstand::N,dûrahî,разстояние
323,Entfernung::N,dûrahî,разстояние
324,Gegend::N,dever,местност
325,Platz::N,çih,място
326,Ort::N,dever,място
327,Seite::N,rûpel,страна
328,Mitte::N,nav,среда
329,Mitte::N,nabênê,среда
330,Gegenstand::N,tişt,предмет
331,Sache::N,tişt,вещ
332,Rand::N,kevî,ръб
333,Kante::N,kevî,ръб
334,Kante::N,kevî,кант
335,Ecke::N,qunç,ъгъл
336,Spitze::N,derzî,връх
337,Spitze::N,derzî,острие
338,Ende::N,talî,край
339,Loch::N,qul,дупка
340,Winkel::N,kurnîşk,кът
341,Winkel::N,kurnîşk,ъгъл
342,Muster::N,desen,десен
343,Muster::N,desen,образец
344,Größe::N,mezinî,големина
345,Länge::N,dirêjahî,дължина
346,Höhe::N,bilindayî,висота
347,Höhe::N,bilindayî,височина
348,Gewicht::N,giranî,тегло
349,Gewicht::N,giranî,тежест
350,Menge::N,qas,количество
351,Haufen::N,lod,куп
352,Haufen::N,lod,грамада
353,Reihe::N,rêz,ред
354,Reihe::N,rêz,редица
355,Boot::N,kelek,лодка
356,Ruder::N,bêrik,весло
357,Ruder::N,bêrik,гребло
358,Schlitten::N,xîjik,шейна
359,Ski::N,lakan,ски
360,Lagerfeuer::N,agir,огнище
361,Last::N,bar,товар
362,Gang::N,fîtêz,ход
363,Gang::N,fîtêz,вървеж
364,Schritt::N,gav,стъпка
365,Norden::N,bakur,север
366,Süden::N,başur,юг
367,Westen::N,rojava,запад
368,Osten::N,rojhilat,изток
369,Holz::N,dep,дърво
370,Brett::N,dep,дъска
371,Platte::N,dep,
372,Stütze::N,destek,
373,Stange::N,sing,прът
374,Stange::N,sing,върлина
375,Stock::N,çam,прът
376,Stock::N,çam,тояга
377,Stab::N,qat,прът
378,Rohr::N,borî,цев
379,Rohr::N,borî,тръба
380,Haus::N,mal,къща
381,Haus::N,xanî,къща
382,Heim::N,mal,дом
383,Ofen::N,sobe,печка
384,Fußboden::N,binpê,под
385,Tisch::N,mase,маса
386,Stuhl::N,kursî,стол
387,Wiege::N,derguş,люлка
388,Bett::N,qerewêle,легло
389,Bett::N,qerewêle,креват
390,Regal::N,rêbaz,рафт
391,Regal::N,rêbaz,етажерка
392,Kiste::N,sindoq,кутия
393,Kiste::N,sindoq,сандък
394,Fenster::N,çam,прозорец
395,Fenster::N,şibeke,прозорец
396,Tür::N,derî,врата
397,Tor::N,derge,врата
398,Zaun::N,hejik,ограда
399,Dach::N,sere xanî,покрив
400,Leiter::N,pêling,стълба
401,Besen::N,melkes,метла
402,Spaten::N,mer,лопата
403,Schaufel::N,bêr,лопата
404,Gabel::N,çetel,вилица
405,Löffel::N,kevçî,лъжица
406,Messer::N,kêr,нож
407,Nagel::N,bizmar,гвоздей
408,Netz::N,tor,мрежа
409,Haken::N,çenqel,кука
410,Haken::N,çenqel,закачалка
411,Griff::N,destî,ръчка
412,Griff::N,destî,дръжка
413,Schloss::N,qonax,брава
414,Schloss::N,qonax,ключалка
415,Bild::N,dimen,картина
416,Figur::N,figûr,фигура
417,Puppe::N,bûk,кукла
418,Beutel::N,kîsik,кесия
419,Bündel::N,pêçek,връзка
420,Tasche::N,bêrîk,чанта
421,Eimer::N,dewl,кофа
422,Deckel::N,devik,капак
423,Deckel::N,devik,похлупак
424,Geschirr::N,ferax,съдове
425,Sack::N,tûr,чувал
426,Tasse::N,kada,чаша
427,Topf::N,beroş,гърне
428,Topf::N,beroş,тенджера
429,Kessel::N,şîril,котел
430,Essen::N,xwarin,ядене
431,Nahrung::N,xwarin,храна
432,Speise::N,xwarin,ястие
433,Fleisch::N,goşt,месо
434,Getreide::N,zad,зърнено храни
435,Brei::N,hewdêl,каша
436,Brot::N,,хляб
437,Scheibe::N,parçe,резен
438,Fett::N,rûn,мазнина
439,Butter::N,rûn,масло
440,Öl::N,rûn,олио
441,Öl::N,rûn,оливия
442,Salz::N,xwe,сол
443,Suppe::N,şorbe,супа
444,Honig::N,hingiv,мед
445,Milch::N,şîr,мляко
446,Tee::N,çay,чай
447,Leder::N,çerm,кожа
448,Wolle::N,herî,вълна
449,Stoff::N,paç,плат
450,Stoff::N,paç,материал
451,Nadel::N,derzî,игла
452,Faden::N,ta,конец
453,Knopf::N,bişkok,копче
454,Knoten::N,girêk,възел
455,Farbe::N,boyax,боя
456,Kleidung::N,çil,дрехи
457,Kleidung::N,çil,облекло
458,Hemd::N,qutik,риза
459,Hemd::N,miltan,риза
460,Kragen::N,stûvang,яка
461,Ärmel::N,hûçik,ръкав
462,Hose::N,şewel,панталони
463,Gürtel::N,qayiş,пояс
464,Gürtel::N,qayiş,колан
465,Mütze::N,fîno,каскет
466,Mütze::N,fîno,фуражка
467,Schuh::N,şêkal,обувка
468,Stiefel::N,gizme,ботуш
469,Stiefel::N,çizme,ботуш
470,Ring::N,xelek,пръстен
471,Band::N,band,лента
472,Band::N,band,връзка
473,Kamm::N,şeh,гребен
474,Spiegel::N,eynik,огледало
475,Riemen::N,qayiş,каиш
476,Riemen::N,qayiş,ремък
477,Schnur::N,doxin,връв
478,Leine::N,şirît,връв
479,Leine::N,şirît,въже
480,Decke::N,bataniye,покривка
481,Kissen::N,balgî,възглавница
482,Tuch::N,şar,сукно
483,Handtuch::N,dezmal,пешкир
484,Handtuch::N,dezmal,кърпа за лице
485,Kraft::N,hêz,мощ
486,Kraft::N,hêz,сила
487,Kraft::N,qewet,мощ
488,Kraft::N,qewet,сила
489,Stärke::N,xurtî,сила
490,Gesundheit::N,nojdarî,здраве
491,Krankheit::N,nexweşî,болест
492,Schmerz::N,êş,болка
493,Wunde::N,kul,рана
494,Fieber::N,ta,треска
495,Fieber::N,ta,температура
496,Arznei::N,derman,лек
497,Arznei::N,derman,лекарство
498,Brücke::N,kopî,мост
499,Brunnen::N,çal,чешма
500,Brunnen::N,çal,кладенец
501,Brunnen::N,kani,чешма
502,Brunnen::N,kani,кладенец
503,Weide::N,beyar,паша
504,Weide::N,beyar,пасище
505,Pfad::N,xaçirek,пътека
506,Weg::N,rê,път
507,Straße::N,rê,шосе
508,Dorf::N,gund,село
509,Stadt::N,baçar,град
510,Brief::N,name,писмо
511,Buch::N,kitêb,книга
512,Buch::N,pirtûk,книга
513,Buchstabe::N,herf,буква
514,Zeitung::N,rojname,вестник
515,Leben::N,jiyan,живот
516,Tod::N,mirin,смърт
517,Grab::N,mezel,гроб
518,Kirche::N,gilyas,църква
519,Sünde::N,guneh,грях
520,Gott::N,xwedê,бог
521,Arbeiter::N,hîşçî,работник
522,Chef::N,bêg,шеф
523,Chef::N,bêg,началник
524,Meister::N,hoste,майстор
525,Arzt::N,doktor,лекар
526,Lehrer::N,mamoste,учител
527,Geld::N,pere,пари
528,Geschäft::N,firoşgeh,сделка
529,Laden::N,dikan,дюкян
530,Laden::N,dikan,магазин
531,Preis::N,buha,цена
532,Ware::N,tişt,стока
533,Nutzen::N,fêde,полза
534,Nutzen::N,fêde,облага
535,Reichtum::N,serwet,богатство
536,Welt::N,dinya,свят
537,Land::N,welat,страна
538,Staat::N,dewlet,щат
539,Staat::N,dewlet,държава
540,König::N,şah,крал
541,König::N,qral,крал
542,Macht::N,qewet,мощ
543,Macht::N,qewet,власт
544,Macht::N,destihilat,мощ
545,Macht::N,destihilat,власт
546,Grenze::N,kevî,граница
547,Krieg::N,çeng,война
548,Krieg::N,sêwaş,война
549,Feind::N,dijmin,враг
550,Feind::N,dijmin,неприятел
551,Gewalt::N,zor,сила
552,Gewalt::N,zor,насилие
553,Kampf::N,şer,борба
554,Kampf::N,şer,сражение
555,Bogen[Waffe]::N,kêvan,лък
556,Pfeil::N,çîrik,стрела
557,Gewehr::N,tifing,пушка
558,Fehler::N,şaşî,грешка
559,Lüge::N,derew,лъжа
560,Schaden::N,xisar,повреда
561,Unglück::N,bêbextî,нещастие
562,Schuld::N,suç,вина
563,Alter::N,temen,възраст
564,Schluss::N,girtin,край
565,Zeit::N,çax,време
566,Tag::N,roj,ден
567,Morgen::N,sibeh,утро
568,Morgen::N,sibeh,сутрин
569,Mittag::N,nîro,обед
570,Mittag::N,nîro,пладне
571,Abend::N,êvar,вечер
572,Nacht::N,şev,нощ
573,Woche::N,heftî,седмица
574,Monat::N,meh,месец
575,Jahr::N,sal,година
576,Frühling::N,bihar,пролет
577,Sommer::N,havîn,лято
578,Herbst::N,payîz,есен
579,Winter::N,zistan,зима
580,Januar::N,çile,януари
581,Februar::N,sibat,февруари
582,März::N,adar,март
583,April::N,nîsan,април
584,Mai::N,gûlan,май
585,Juni::N,hezîran,юни
586,Juli::N,tîmeh,юли
587,August::N,tebax,август
588,September::N,îlon,септември
589,Oktober::N,çotmeh,октомври
590,November::N,mijdar,ноември
591,Dezember::N,kanûn,декември
592,Montag::N,duşemb,понеделник
593,Dienstag::N,sêşem,вторник
594,Mittwoch::N,çarşemb,сряда
595,Donnerstag::N,pêşemb,четвъртък
596,Freitag::N,în,петък
597,Samstag::N,şemî,събота
598,Sonntag::N,yekşemb,неделя
599,groß::A,mezin,едър
600,groß::A,mezin,голям
601,klein::A,çûçik,малък
602,klein::A,çûçik,дребен
603,lang::A,dirêj,дълъг
604,kurz::A,kin,къс
605,breit::A,fireh,широк
606,schmal::A,tenik,тесен
607,dicht::A,gir,гъст
608,dick[Gegenstand]::A,şîşman,дебел
609,dünn::A,zirav,тънък
610,fein::A,tenik,фин
611,fein::A,tenik,тънък
612,fest::A,saxlem,твърд
613,fest::A,saxlem,плътен
614,flach::A,pahn,равен
615,flach::A,pahn,плосък
616,glatt::A,dûz,гладък
617,glatt::A,şayîk,гладък
618,hart::A,hişk,твърд
619,hart::A,hişk,корав
620,weich::A,nerm,мек
621,rund::A,gilover,кръгъл
622,spitz::A,pîj,островръх
623,scharf::A,tûj,остър
624,stumpf::A,ne tûj,тъп
625,schwer::A,giran,тежък
626,schön::A,xweş,хубав
627,schön::A,xweş,красив
628,schön::A,xweşik,хубав
629,schön::A,xweşik,красив
630,heiß::A,kelandî,жарък
631,warm::A,germ,топъл
632,kalt::A,sar,студен
633,kühl::A,jemîrî,хладен
634,frisch::A,ter,свеж
635,feucht::A,şil,влажен
636,nass::A,şilek,мокър
637,trocken::A,zuwa,сух
638,voll::A,tijî,пълен
639,leer::A,vala,празен
640,offen::A,vekirî,откровен
641,geschlossen::A,asê,закрит
642,geschlossen::A,asê,затворен
643,sauber::A,pakij,чист
644,schmutzig::A,lewitî,мръсен
645,roh::A,xav,суров
646,reif::A,gihaştî,зрял
647,lecker::A,xweş,вкусен
648,süß::A,şîrîn,сладък
649,bitter::A,tahl,горчив
650,sauer::A,tirş,кисел
651,hell::A,ronî,ясен
652,hell::A,ronî,светъл
653,dunkel::A,tarî,тъмен
654,schwarz::A,reş,черен
655,weiß::A,sipî,бял
656,rot::A,sor,червен
657,gelb::A,zer,жълт
658,blau::A,şîn,син
659,grün::A,şîn,зелен
660,grau::A,gewr,сив
661,bunt::A,rengîn,шарен
662,bunt::A,rengîn,пъстър
663,billig::A,erzan,евтин
664,teuer::A,biha,скъп
665,wertvoll::A,hêja,ценен
666,wertvoll::A,giranbiha,ценен
667,blind::A,kor,сляп
668,taub::A,kerr,глух
669,kräftig::A,gir,силен
670,kräftig::A,xurt,силен
671,stark::A,xurt,здрав
672,stark::A,xurt,силен
673,schwach::A,kesad,слаб
674,fett::A,qelew,тлъст
675,schlank::A,zirav,тънък
676,schlank::A,zirav,строен
677,hübsch::A,xweşik,хубав
678,böse::A,xerab,зъл
679,böse::A,aciz,зъл
680,dumm::A,gêj,глупав
681,faul::A,têmbêl,ленив
682,faul::A,têmbêl,мързелив
683,fleißig::A,jêhatî,прилежен
684,geizig::A,destgirtî,скъпернически
685,klug::A,baqil,умен
686,klug::A,baqil,разумен
687,geschickt::A,zîrek,умел
688,geschickt::A,zîrek,сръчен
689,geschickt::A,ziring,умел
690,geschickt::A,ziring,сръчен
691,lieb::A,delal,мил
692,lieb::A,delal,драг
693,lustig::A,kêfxweş,весел
694,sanft::A,nazenîn,нежен
695,sanft::A,nazenîn,кротък
696,hungrig::A,birçî,гладен
697,krank::A,nexweş,болен
698,nackt::A,rût,гол
699,nackt::A,tazî,гол
700,traurig::A,xemgîn,тъжен
701,traurig::A,xemgîn,печален
702,lebendig::A,bisaxî,жив
703,gut::A,baş,добър
704,schlecht::A,xerab,лош
705,richtig::A,rast,правилен
706,richtig::A,saxlem,правилен
707,schlimm::A,nebaş,лош
708,wahr::A,rast,верен
709,wahr::A,rast,истински
710,alt::A,pîr,стар
711,alt::A,pîr,древен
712,alt::A,kevn,стар
713,alt::A,kevn,древен
714,neu::A,nû,нов
715,ehemalig::A,kevnar,бивш
716,ehemalig::A,peşidar,бивш
717,alt[Lebewesen]::A,pîr,стар
718,jung::A,xort,млад
719,arm::A,feqîr,беден
720,arm::A,desteng,беден
721,reich::A,dewlemend,богат
722,bekannt::A,naskirî,познат
723,bekannt::A,naskirî,известен
724,berühmt::A,navdar,почут
725,berühmt::A,navdar,известен
726,fremd::A,xerîb,чужд
727,verschieden::A,çîhê,разен
728,verschieden::A,çîhê,различен
729,nah::A,nêzîk,близък
730,fern::A,dûr,далечен
731,linker::A,çepê,ляв
732,rechter::A,rastê,прав
733,anderer::A,yê din,друг
734,erster::A,yekemîn,пръв
735,erster::A,yekemîn,първи
736,zweiter::A,duda,втори
737,dritter::A,sisêya,трети
738,letzter::A,paşîn,последен
739,allein::ADV,tenê,само
740,auf einmal::ADV,jar kê,същевременно
741,zusammen::ADV,tev,заедно
742,zusammen::ADV,bi hev re,заедно
743,lange::ADV,dirêj,дълго
744,plötzlich::ADV,ji nişkave,изведнъж
745,sofort::ADV,yekser,веднага
746,später::ADV,paşiyê,по-късно
747,jetzt::ADV,nuha,сега
748,heute::ADV,îro,днес
749,morgen::ADV,sibeh,утре
750,bald::ADV,nêzîk,скоро
751,dann::ADV,paşê,после
752,dann::ADV,paşê,тогава
753,gestern::ADV,do,вчера
754,einst::ADV,jar ke,някога
755,damals::ADV,hîngî,тогава
756,danach::ADV,piştra,после
757,danach::ADV,piştra,след това
758,vorher::ADV,pîşî,преди
759,vorher::ADV,pîşî,преди това
760,zuerst::ADV,bere,най-напред
761,einmal::ADV,çarik,веднъж
762,einmal::ADV,çarik,един път
763,manchmal::ADV,çarna,понякога
764,oft::ADV,gelek çaran,често
765,immer::ADV,daîm,винаги
766,niemals::ADV,tu çar,никога
767,hier::ADV,li vir,тук
768,hier::ADV,li vir,тука
769,hierhin::ADV,vir,насам
770,von hier::ADV,ji vir,оттук
771,von hier::ADV,ji vir,оттука
772,dort::ADV,li wê derê,там
773,dorthin::ADV,wêda,натам
774,dorthin::ADV,wêda,нататък
775,geradeaus::ADV,rastê rast,направо
776,vorwärts::ADV,ber bi pêş,напред
777,rückwärts::ADV,paşpê,назад
778,zurück::ADV,paşdo,обратно
779,zurück::ADV,paşvê,обратно
780,unten::ADV,jêrî,долу
781,hinab::ADV,berjêr,надолу
782,oben::ADV,banî,горе
783,hinauf::ADV,banî,нагоре
784,überall::ADV,li her derê,навсякъде
785,nicht::ADV,ne,не
786,nicht::ADV,nîn,не
787,nicht::ADV,tine,не
788,ein wenig::ADV,hebkî,малко
789,kaum::ADV,tema,едва
790,kaum::ADV,tema,едвам
791,kaum::ADV,himangi,едва
792,kaum::ADV,himangi,едвам
793,sehr::ADV,gelek,много
794,sehr::ADV,gelek,твърде
795,so::ADV,weha,тъй
796,so::ADV,weha,така
797,noch::ADV,hêj,още
798,noch::ADV,dîsa,още
799,nur::ADV,tenê,само
800,nur::ADV,bes,само
801,schon::ADV,hew,вече
802,wieder::ADV,jar din,пак
803,wieder::ADV,jar din,отново
804,wieder::ADV,dîsa,пак
805,wieder::ADV,dîsa,отново
806,vergebens::ADV,deya çun,напразно
807,vergebens::ADV,îfleh bûn,напразно
808,vor::PRP,li ber,пред
809,hinter::PRP,li pişt,зад
810,unter::PRP,li bin,под
811,durch::PRP,kura,през
812,neben::PRP,li ba,до
813,neben::PRP,li ba,при
814,zwischen::PRP,nabeyne,между
815,zwischen::PRP,nabeyne,помежду
816,zwischen::PRP,di nav...da,между
817,zwischen::PRP,di nav...da,помежду
818,wegen::PRP,ji bo,заради
819,wegen::PRP,ji ber,заради
820,dies::PRN,ev,този
821,das::PRN,ev,туй
822,das::PRN,ev,това
823,alles::PRN,hemû,всичко
824,ich::PRN,ez,аз
825,du::PRN,tu,ти
826,er::PRN,wî,той
827,wir::PRN,êm,ние
828,ihr::PRN,hûn,вие
829,sie::PRN,we,те
830,was::FPRN,çi,що
831,was::FPRN,çi,какво
832,wer::FPRN,ki,кой
833,wo::FADV,li ku dere,къде
834,wohin::FADV,li ku dere,накъде
835,wohin::FADV,li ku dere,накъдето
836,wie::FADV,çawa,как
837,warum::FADV,çima,защо
838,wieviel::FNUM,çend,колко
839,eins::NUM,yek,един
840,zwei::NUM,didu,два
841,drei::NUM,sisê,три
842,vier::NUM,çar,четири
843,fünf::NUM,penç,пет
844,sechs::NUM,şeş,шест
845,sieben::NUM,heft,седем
846,acht::NUM,heşt,осем
847,neun::NUM,neh,девет
848,zehn::NUM,deh,десет
849,elf::NUM,yazdeh,единайсет
