,Concept_ID,fi,lt
139,Insel::N,saari,sala
140,Blume::N,kukka,gėlė
141,Gras::N,ruoho,žolė
142,Wurzel::N,juuri,šaknis
143,Baum::N,puu,medis
144,Stamm::N,runko,kamienas
145,Rinde::N,kuori,žievė
146,Rinde::N,parkki,žievė
147,Ast::N,oksa,šaka
148,Zweig::N,haara,šakelė
149,Blatt::N,lehti,lapas
150,Birke::N,koivu,beržas
151,Kiefer[Baum]::N,mänty,pušis
152,Kiefer[Baum]::N,petäjä,pušis
153,Weide[Baum]::N,paju,karklas
154,Tanne::N,kuusi,eglė
155,Tanne::N,kuusi,kėnis
156,Horn::N,sarvi,ragas
157,Feder::N,sulka,plunksna
158,Feder::N,höyhen,plunksna
159,Fell::N,talja,kailis
160,Flügel::N,siipi,sparnas
161,Klaue::N,kynsi,kanopa
162,Kralle::N,kynsi,nagas
163,Schwanz::N,häntä,uodega
164,Schwanz::N,pyrstö,uodega
165,Ei::N,muna,kiaušinis
166,Nest::N,pesä,gūžta
167,Nest::N,pesä,lizdas
168,Bau::N,pesä,ola
169,Tier::N,eläin,gyvūnas
170,Herde::N,lauma,banda
171,Herde::N,lauma,kaimenė
172,Kuh::N,lehmä,karvė
173,Bulle::N,sonni,bulius
174,Pferd::N,hevonen,arklys
175,Schaf::N,lammas,avis
176,Schwein::N,sika,kiaulė
177,Hund::N,koira,šuo
178,Katze::N,kissa,katė
179,Bär::N,karhu,lokys
180,Eichhörnchen::N,orava,voveraitė
181,Elch::N,hirvi,briedis
182,Fuchs::N,kettu,lapė
183,Hase::N,jänis,kiškas
184,Maus::N,hiiri,pelė
185,Wolf::N,susi,vilkas
186,Vogel::N,lintu,paukštis
187,Schwarm::N,parvi,spiečius
188,Huhn::N,kana,višta
189,Hahn::N,kukko,gaidys
190,Gans::N,hanhi,žąsis
191,Adler::N,kotka,erelis
192,Ente::N,ankka,antis
193,Eule::N,pöllö,pelėda
194,Kranich::N,kurki,gervė
195,Krähe::N,varis,varna
196,Kuckuck::N,käki,gegužė
197,Schwan::N,joutsen,gulbė
198,Fisch::N,kala,žuvis
199,Barsch::N,ahven,ešerys
200,Hecht::N,hauki,lydeka
201,Schlange[Tier]::N,käärme,gyvatė
202,Wurm::N,mato,kirmėlė
203,Spinne::N,hämähäkki,voras
204,Ameise::N,muurahainen,skruzdė
205,Laus::N,täi,utėlė
206,Mücke::N,sääski,uodas
207,Mücke::N,hyttynen,uodas
208,Fliege::N,kärpänen,musė
209,Schmetterling::N,perhonen,drugys
210,Schmetterling::N,perhonen,peteliškė
211,Beere::N,marja,uoga
212,Apfel::N,omena,obuolys
213,Pilz::N,sieni,grybas
214,Zwiebel::N,sipuli,svogūnas
215,Saat::N,siemenet,sėkla
216,Korn::N,jyvä,grūdai
217,Korn::N,vilja,grūdai
218,Heu::N,heinä,šienas
219,Schale::N,kuori,žievelė
220,Grube::N,kuoppa,duobė
221,Falle::N,loukku,pinklės
222,Falle::N,loukku,žabangai
223,Schlinge::N,ansa,kilpa
224,Spur::N,jälki,vėžė
225,Spur::N,jälki,pėdos
226,Spur::N,jälki,pėdsakas
227,Asche::N,tuhka,pelenai
228,Dreck::N,lika,purvas
229,Eisen::N,rauta,geležis
230,Gold::N,kulta,auksas
231,Silber::N,hopea,sidabras
232,Kohle::N,hiili,anglis
233,Glas::N,lasi,stiklas
234,Lehm::N,savi,molis
235,Sand::N,hiekka,smėlis
236,Mensch::N,ihminen,žmogus
237,Mann::N,mies,vyras
238,Mann::N,mies,vyriškis
239,Frau::N,nainen,moteris
240,Kind::N,lapsi,vaikas
241,Junge::N,poika,vaikinas
242,Junge::N,poika,berniukas
243,Mädchen::N,tyttö,mergytė
244,Mädchen::N,tyttö,mergaitė
245,Familie::N,perhe,šeima
246,Großvater::N,isoisä,senelis
247,Großmutter::N,isoäiti,senelė
248,Eltern::N,vanhemmat,tėvai
249,Vater::N,isä,tėvas
250,Mutter::N,äiti,motina
251,Sohn::N,poika,sūnus
252,Tochter::N,tytär,duktė
253,Bruder::N,veli,brolis
254,Schwester::N,sisko,sesuo
255,Onkel::N,eno,dėdė
256,Onkel::N,setä,dėdė
257,Tante::N,täti,teta
258,Ehemann::N,mies,vyras
259,Ehemann::N,aviomies,vyras
260,Ehefrau::N,vaimo,žmona
261,Ehefrau::N,aviovaimo,žmona
262,Freude::N,ilo,džiaugsmas
263,Freude::N,riemu,džiaugsmas
264,Gelächter::N,nauru,juokas
265,Glück::N,onni,laimė
266,Kummer::N,suru,vargas
267,Kummer::N,suru,rūpestis
268,Kummer::N,murhe,vargas
269,Kummer::N,murhe,rūpestis
270,Wunsch::N,toive,troškimas
271,Wunsch::N,toive,pageidavimas
272,Wunsch::N,toivomus,troškimas
273,Wunsch::N,toivomus,pageidavimas
274,Lust::N,himo,noras
275,Lust::N,himo,geidulys
276,Geist::N,henki,dvasia
277,Gedanke::N,aate,mintis
278,Gedanke::N,ajatus,mintis
279,Gedächtnis::N,muisti,atmintis
280,Verstand::N,äly,protas
281,Verstand::N,järki,protas
282,Verstand::N,ymmärrys,protas
283,Sinn::N,merkitys,prasmė
284,Grund::N,syy,priežastis
285,Grund::N,peruste,priežastis
286,Wahrheit::N,tosi,tiesa
287,Wahrheit::N,tosi,teisybė
288,Wahrheit::N,totuus,tiesa
289,Wahrheit::N,totuus,teisybė
290,Gespräch::N,puhelu,pokalbis
291,Gespräch::N,keskustelu,pokalbis
292,Märchen::N,satu,pasaka
293,Erzählung::N,tarina,apsakymas
294,Erzählung::N,tarina,pasakojimas
295,Erzählung::N,kertomus,apsakymas
296,Erzählung::N,kertomus,pasakojimas
297,Nachricht::N,tieto,žinia
298,Nachricht::N,ilmoitus,žinia
299,Neuigkeit::N,uutinen,naujiena
300,Name::N,nimi,vardas
301,Rätsel::N,arvoitus,mįslė
302,Rede::N,puhe,kalba
303,Sprache::N,kieli,kalba
304,Stimme::N,ääni,balsas
305,Wort::N,sana,žodis
306,Zeichen::N,merkki,žymė
307,Zeichen::N,merkki,ženklas
308,Ruf::N,kutsu,šauksmas
309,Lärm::N,melu,triukšmas
310,Lärm::N,hälinä,triukšmas
311,Laut::N,ääni,garsas
312,Ton::N,sävel,tonas
313,Ton::N,sävel,garsas
314,Lied::N,laulu,daina
315,Lied::N,laulu,giesmė
316,Ruhe::N,lepo,ramybė
317,Ruhe::N,lepo,ramumas
318,Ruhe::N,rauha,ramybė
319,Ruhe::N,rauha,ramumas
320,Leute::N,väki,žmonės
321,Leute::N,ihmiset,žmonės
322,Volk::N,kansa,tauta
323,Arbeit::N,työ,darbas
324,Arbeit::N,työ,triūsas
325,Gast::N,vieras,svečias
326,Geschenk::N,lahja,dovana
327,Spiel::N,peli,žaismas
328,Spiel::N,peli,žaidimas
329,Spiel::N,leikki,žaismas
330,Spiel::N,leikki,žaidimas
331,Gesellschaft::N,seura,draugija
332,Gesellschaft::N,seura,kompanija
333,Hilfe::N,apu,pagalba
334,Freund::N,ystävä,draugas
335,Freund::N,ystävä,bičiulis
336,Kamerad::N,toveri,draugas
337,Angelegenheit::N,asia,dalykas
338,Angelegenheit::N,asia,reikalas
339,Anzahl::N,lukumäärä,kiekis
340,Anzahl::N,lukumäärä,skaičius
341,Art::N,laji,rūšis
342,Stück::N,pala,gabalas
343,Stück::N,kappale,gabalas
344,Teil::N,osa,dalis
345,Hälfte::N,puoli,pusė
346,Kreis::N,ympyrä,ratas
347,Kreis::N,ympyrä,apskritis
348,Kreis::N,ympyrä,apskritimas
349,Kreuz::N,risti,kryžius
350,Linie::N,viiva,linija
351,Strich::N,piirto,brėžis
352,Strich::N,piirto,brūkšnys
353,Abstand::N,väli,atstumas
354,Abstand::N,väljyys,atstumas
355,Entfernung::N,etäisyys,atstumas
356,Gegend::N,seutu,vietovė
357,Platz::N,tila,vieta
358,Ort::N,kohta,vieta
359,Ort::N,kohta,vietovė
360,Ort::N,paikka,vieta
361,Ort::N,paikka,vietovė
362,Seite::N,sivu,pusė
363,Seite::N,sivu,šonas
364,Seite::N,kylki,pusė
365,Seite::N,kylki,šonas
366,Mitte::N,keskus,vidurys
367,Mitte::N,puoliväli,vidurys
368,Gegenstand::N,kalu,dalykas
369,Gegenstand::N,esine,dalykas
370,Sache::N,asia,daiktas
371,Rand::N,ääri,kraštas
372,Rand::N,ääri,pakraštys
373,Rand::N,syrjä,kraštas
374,Rand::N,syrjä,pakraštys
375,Kante::N,särmä,kraštas
376,Ecke::N,nurkka,kertė
377,Ecke::N,nurkka,kampas
378,Spitze::N,terä,priekis
379,Spitze::N,terä,priešakys
380,Spitze::N,kärki,priekis
381,Spitze::N,kärki,priešakys
382,Ende::N,pää,galas
383,Ende::N,perä,galas
384,Loch::N,kolo,skylė
385,Loch::N,reikä,skylė
386,Winkel::N,kulma,kampas
387,Winkel::N,kulma,kampelis
388,Muster::N,kuvio,raštas
389,Größe::N,koko,dydis
390,Größe::N,koko,didumas
391,Größe::N,suuruus,dydis
392,Größe::N,suuruus,didumas
393,Länge::N,pituus,ilgis
394,Länge::N,pituus,ilgumas
395,Höhe::N,korkeus,aukštis
396,Höhe::N,korkeus,aukštuma
397,Gewicht::N,paino,svoris
398,Gewicht::N,paino,svarstis
399,Menge::N,määrä,kiekis
400,Menge::N,määrä,daugybė
401,Haufen::N,kasa,krūva
402,Haufen::N,kasa,šūsnis
403,Reihe::N,rivi,greta
404,Boot::N,vene,valtis
405,Boot::N,vene,laivelis
406,Ruder::N,airo,irklas
407,Schlitten::N,reki,rogės
408,Schlitten::N,reki,rogutės
409,Schlitten::N,kelkka,rogės
410,Schlitten::N,kelkka,rogutės
411,Ski::N,suksi,slidė
412,Lagerfeuer::N,nuotio,laužas
413,Last::N,kuorma,našta
414,Last::N,kuorma,nešulys
415,Gang::N,kulku,eisena
416,Gang::N,käynti,eisena
417,Schritt::N,askel,žingsnis
418,Norden::N,pohjoinen,šiaurė
419,Norden::N,pohjoinen,žiemiai
420,Süden::N,etelä,pietūs
421,Westen::N,länsi,vakarai
422,Osten::N,itä,rytai
423,Holz::N,puu,mediena
424,Brett::N,lauta,lenta
425,Platte::N,levy,plokštė
426,Stütze::N,noja,atrama
427,Stütze::N,noja,atspara
428,Stange::N,tanko,lazda
429,Stange::N,tanko,kartis
430,Stock::N,keppi,lazda
431,Stab::N,sauva,kartis
432,Stab::N,seiväs,kartis
433,Rohr::N,putki,vamzdis
434,Haus::N,talo,namas
435,Heim::N,koti,namai
436,Ofen::N,uuni,krosnis
437,Fußboden::N,lattia,grindys
438,Tisch::N,pöytä,stalas
439,Stuhl::N,tuoli,kėdė
440,Wiege::N,kehto,lopšys
441,Bett::N,sänky,lova
442,Bett::N,sänky,patalai
443,Regal::N,hylly,lentyna
444,Kiste::N,arkku,dėžė
445,Kiste::N,kirstu,dėžė
446,Kiste::N,laatikko,dėžė
447,Fenster::N,ikkuna,langas
448,Tür::N,ovi,durys
449,Tor::N,portti,vartai
450,Zaun::N,aita,tvora
451,Dach::N,katto,stogas
452,Leiter::N,tikkaat,kopėčios
453,Leiter::N,tikapuut,kopėčios
454,Besen::N,luuta,šluota
455,Spaten::N,lapio,lopeta
456,Spaten::N,lapio,kastuvas
457,Schaufel::N,lapio,semtuvas
458,Gabel::N,haarukka,šakutė
459,Löffel::N,lusikka,šaukštas
460,Messer::N,veitsi,peilis
461,Nagel::N,naula,vinis
462,Netz::N,verkko,tinklas
463,Haken::N,haka,vagis
464,Haken::N,haka,kablys
465,Haken::N,koukku,vagis
466,Haken::N,koukku,kablys
467,Griff::N,ripa,kotas
468,Griff::N,ripa,rankena
469,Griff::N,kahva,kotas
470,Griff::N,kahva,rankena
471,Schloss::N,lukko,spyna
472,Schloss::N,lukko,užraktas
473,Bild::N,kuva,paveikslas
474,Figur::N,kuvio,figūra
475,Puppe::N,nukke,lėlė
476,Beutel::N,pussi,krepšys
477,Beutel::N,pussi,maišelis
478,Bündel::N,nippu,ryšulys
479,Bündel::N,kimppu,ryšulys
480,Tasche::N,laukku,krepšelis
481,Eimer::N,sanko,kibiras
482,Eimer::N,ämpäri,kibiras
483,Deckel::N,kansi,dangtis
484,Geschirr::N,astia,indai
485,Sack::N,säkki,maišas
486,Tasse::N,kuppi,puodukas
487,Topf::N,pata,puodas
488,Kessel::N,kattila,katilas
489,Essen::N,syönti,valgis
490,Nahrung::N,ruoka,penas
491,Nahrung::N,ruoka,maistas
492,Nahrung::N,ravinto,penas
493,Nahrung::N,ravinto,maistas
494,Speise::N,ruoka,patiekalas
495,Fleisch::N,liha,mėsa
496,Getreide::N,vilja,javai
497,Brei::N,puuro,košė
498,Brot::N,leipä,duona
499,Scheibe::N,viipale,riekė
500,Fett::N,rasva,taukai
501,Fett::N,rasva,riebalai
502,Butter::N,voi,sviestas
503,Öl::N,öljy,aliejus
504,Salz::N,suola,druska
505,Suppe::N,keitto,sriuba
506,Honig::N,hunaja,medus
507,Milch::N,maito,pienas
508,Tee::N,tee,arbata
509,Leder::N,nahka,oda
510,Wolle::N,villa,vilna
511,Stoff::N,kangas,audeklas
512,Nadel::N,neula,adata
513,Faden::N,lanka,gija
514,Faden::N,lanka,siūlas
515,Knopf::N,nappi,saga
516,Knoten::N,solmu,mazgas
517,Farbe::N,maali,dažai
518,Kleidung::N,vaatteet,rūbai
519,Kleidung::N,vaatteet,drabužiai
520,Hemd::N,paita,marškiniai
521,Kragen::N,kaulus,apykaklė
522,Ärmel::N,hiha,rankovė
523,Hose::N,housut,kelnės
524,Gürtel::N,vyö,juosta
525,Gürtel::N,vyö,diržas
526,Mütze::N,lakki,kepurė
527,Schuh::N,kenkä,batas
528,Stiefel::N,saapas,auliniai batai
529,Ring::N,sormus,žiedas
530,Band::N,nauha,kaspinas
531,Kamm::N,kampa,šukos
532,Spiegel::N,peili,veidrodis
533,Riemen::N,hihna,diržas
534,Schnur::N,naru,virvė
535,Schnur::N,nuora,virvė
536,Leine::N,talutushihna,pavadėlis
537,Decke::N,peite,antklodė
538,Kissen::N,tyyny,pagalvė
539,Kissen::N,tyyny,priegalvis
540,Kissen::N,pielus,pagalvė
541,Kissen::N,pielus,priegalvis
542,Tuch::N,huivi,skarelė
543,Handtuch::N,pyyheliina,rankšluostis
544,Kraft::N,väki,jėga
545,Kraft::N,voima,jėga
546,Stärke::N,vahvuus,stiprumas
547,Gesundheit::N,terveys,sveikata
548,Krankheit::N,tauti,liga
549,Krankheit::N,sairaus,liga
550,Schmerz::N,kipu,skausmas
551,Schmerz::N,särky,skausmas
552,Wunde::N,haava,žaizda
553,Fieber::N,kuume,karštis
554,Arznei::N,lääke,vaistas
555,Brücke::N,silta,tiltas
556,Brunnen::N,kaivo,šulinys
557,Weide::N,laidun,ganykla
558,Weide::N,laidun,gluosnis
559,Pfad::N,polku,takas
560,Weg::N,tie,kelias
561,Straße::N,katu,gatvė
562,Dorf::N,kylä,kaimas
563,Dorf::N,kylä,sodžius
564,Stadt::N,kaupunki,miestas
565,Brief::N,kirje,laiškas
566,Buch::N,kirja,knyga
567,Buchstabe::N,kirjain,raidė
568,Zeitung::N,lehti,laikraštis
569,Zeitung::N,sanomalehti,laikraštis
570,Leben::N,elo,gyvybė
571,Leben::N,elo,gyvenimas
572,Leben::N,elämä,gyvybė
573,Leben::N,elämä,gyvenimas
574,Tod::N,kuolema,mirtis
575,Grab::N,hauta,kapas
576,Kirche::N,kirkko,bažnyčia
577,Sünde::N,synti,nuodėmė
578,Sünde::N,synti,nusidėjimas
579,Gott::N,jumala,dievas
580,Arbeiter::N,työläinen,darbininkas
581,Chef::N,päällikkö,šefas
582,Chef::N,päällikkö,vadovas
583,Chef::N,päällikkö,viršininkas
584,Meister::N,mestari,meistras
585,Arzt::N,lääkäri,gydytojas
586,Lehrer::N,opettaja,mokytojas
587,Geld::N,raha,pinigai
588,Geschäft::N,liike,biznis
589,Laden::N,puoti,krautuvė
590,Laden::N,puoti,parduotuvė
591,Laden::N,kauppa,krautuvė
592,Laden::N,kauppa,parduotuvė
593,Preis::N,hinta,kaina
594,Ware::N,tavara,prekė
595,Nutzen::N,hyöty,nauda
596,Nutzen::N,hyöty,pelnas
597,Reichtum::N,rikkaus,turtas
598,Welt::N,maailma,pasaulis
599,Land::N,maa,žemė
600,Land::N,maa,šalis
601,Staat::N,valtio,valstija
602,König::N,kuningas,karalius
603,Macht::N,mahti,galia
604,Macht::N,mahti,valdžia
605,Grenze::N,raja,riba
606,Grenze::N,raja,siena
607,Krieg::N,sota,karas
608,Feind::N,vihollinen,priešas
609,Gewalt::N,väkivalta,jėga
610,Gewalt::N,väkivalta,smurtas
611,Gewalt::N,väkivalta,prievarta
612,Kampf::N,taistelu,kova
613,Bogen[Waffe]::N,jousi,lankas
614,Pfeil::N,nuoli,strėlė
615,Gewehr::N,kivääri,šautuvas
616,Fehler::N,vika,klaida
617,Fehler::N,virhe,klaida
618,Lüge::N,valhe,melas
619,Schaden::N,vaurio,nuostolis
620,Schaden::N,vaurio,apgadinimas
621,Schaden::N,vahinko,nuostolis
622,Schaden::N,vahinko,apgadinimas
623,Unglück::N,vahinko,nelaimė
624,Unglück::N,onnettomuus,nelaimė
625,Schuld::N,syy,kaltė
626,Alter::N,ikä,amžius
627,Schluss::N,loppu,pabaiga
628,Zeit::N,aika,laikas
629,Tag::N,päivä,diena
630,Morgen::N,aamu,rytas
631,Morgen::N,huomen,rytas
632,Mittag::N,keskipäivä,vidurdienis
633,Abend::N,ilta,vakaras
634,Nacht::N,yö,naktis
635,Woche::N,viikko,savaitė
636,Monat::N,kuukausi,mėnuo
637,Jahr::N,vuosi,metai
638,Frühling::N,kevät,pavasaris
639,Sommer::N,kesä,vasara
640,Herbst::N,syksy,ruduo
641,Winter::N,talvi,žiema
642,Januar::N,tammikuu,sausis
643,Februar::N,helmikuu,vasaris
644,März::N,maaliskuu,kovas
645,April::N,huhtikuu,balandis
646,Mai::N,toukokuu,gegužė
647,Juni::N,kesäkuu,birželis
648,Juli::N,heinäkuu,liepa
649,August::N,elokuu,rugpjūtis
650,September::N,syyskuu,rugsėjis
651,Oktober::N,lokakuu,spalis
652,November::N,marraskuu,lapkritis
653,Dezember::N,joulukuu,gruodis
654,Montag::N,maanantai,pirmadienis
655,Dienstag::N,tiistai,antradienis
656,Mittwoch::N,keskiviikko,trečiadienis
657,Donnerstag::N,torstai,ketvirtadienis
658,Freitag::N,perjantai,penktadienis
659,Samstag::N,lauantai,šeštadienis
660,Sonntag::N,sunnuntai,sekmadienis
661,groß::A,iso,didis
662,groß::A,iso,didelis
663,groß::A,suuri,didis
664,groß::A,suuri,didelis
665,klein::A,pieni,mažas
666,lang::A,pitkä,ilgas
667,kurz::A,lyhyt,trumpas
668,breit::A,leveä,platus
669,schmal::A,kapea,smulkus
670,dicht::A,taaja,tankus
671,dick[Gegenstand]::A,paksu,storas
672,dünn::A,ohut,plonas
673,fein::A,hieno,smulkus
674,fest::A,luja,kietas
675,fest::A,luja,tvirtas
676,flach::A,litteä,lėkštas
677,flach::A,litteä,plokščias
678,flach::A,tasainen,lėkštas
679,flach::A,tasainen,plokščias
680,glatt::A,sileä,slidus
681,glatt::A,siloinen,slidus
682,hart::A,kova,kietas
683,weich::A,pehmeä,minkštas
684,rund::A,pyöreä,apvalus
685,rund::A,pyöreä,apskritas
686,spitz::A,terävä,aštrus
687,spitz::A,terävä,smailus
688,scharf::A,terävä,aštrus
689,stumpf::A,tylsä,bukas
690,stumpf::A,tylsä,atšipęs
691,schwer::A,raskas,sunkus
692,schwer::A,painava,sunkus
693,schön::A,kaunis,gražus
694,heiß::A,kuuma,karštas
695,warm::A,lämmin,šiltas
696,kalt::A,kylmä,šaltas
697,kalt::A,viluinen,šaltas
698,kühl::A,viileä,vėsus
699,kühl::A,viileä,bejausmis
700,frisch::A,tuore,šviežias
701,feucht::A,kostea,drėgnas
702,nass::A,märkä,šlapias
703,trocken::A,kuiva,sausas
704,voll::A,täysi,pilnas
705,leer::A,tyhjä,tuščias
706,offen::A,avonainen,atviras
707,geschlossen::A,suljettu,uždaras
708,geschlossen::A,suljettu,uždarytas
709,sauber::A,puhdas,švarus
710,schmutzig::A,likainen,nešvarus
711,schmutzig::A,likainen,purvinas
712,roh::A,raaka,žalias
713,reif::A,kypsä,prinokęs
714,reif::A,kypsä,pribrendęs
715,lecker::A,herkullinen,gardus
716,süß::A,makea,saldus
717,bitter::A,karvas,kartus
718,bitter::A,kitkerä,kartus
719,sauer::A,hapan,gižus
720,sauer::A,hapan,rūgštus
721,hell::A,kirkas,šviesus
722,hell::A,kirkas,skaistus
723,hell::A,valoisa,šviesus
724,hell::A,valoisa,skaistus
725,dunkel::A,pimeä,tamsus
726,schwarz::A,musta,juodas
727,weiß::A,valkea,baltas
728,rot::A,punainen,raudonas
729,gelb::A,keltainen,geltonas
730,blau::A,sininen,mėlynas
731,grün::A,vihreä,žalias
732,grau::A,harmaa,pilkas
733,bunt::A,kirjava,margas
734,bunt::A,kirjava,spalvotas
735,billig::A,halpa,pigus
736,billig::A,huokea,pigus
737,teuer::A,kallis,brangus
738,wertvoll::A,arvokas,vertingas
739,blind::A,sokea,aklas
740,taub::A,kuuro,kurčias
741,kräftig::A,väkevä,stiprus
742,kräftig::A,voimakas,stiprus
743,stark::A,vahva,stiprus
744,schwach::A,heikko,silpnas
745,fett::A,lihava,riebus
746,schlank::A,hoikka,laibas
747,schlank::A,hoikka,lieknas
748,schlank::A,solakka,laibas
749,schlank::A,solakka,lieknas
750,hübsch::A,soma,gražus
751,hübsch::A,sievä,gražus
752,böse::A,paha,blogas
753,böse::A,häijy,blogas
754,dumm::A,tyhmä,paikas
755,dumm::A,tyhmä,kvailas
756,dumm::A,typerä,paikas
757,dumm::A,typerä,kvailas
758,faul::A,laiska,tingus
759,fleißig::A,ahkera,stropus
760,fleißig::A,ahkera,kruopštus
761,geizig::A,saita,šykštus
762,klug::A,älykäs,sumanus
763,klug::A,älykäs,protingas
764,geschickt::A,taitava,apsukrus
765,lieb::A,rakas,mielas
766,lustig::A,hauska,smagus
767,lustig::A,hauska,linksmas
768,lustig::A,iloinen,smagus
769,lustig::A,iloinen,linksmas
770,sanft::A,lauha,švelnus
771,sanft::A,lauha,minkštas
772,sanft::A,lempeä,švelnus
773,sanft::A,lempeä,minkštas
774,hungrig::A,nälkäinen,alkanas
775,krank::A,sairas,ligotas
776,krank::A,sairas,sergantis
777,nackt::A,alaston,nuogas
778,traurig::A,surullinen,liūdnas
779,traurig::A,murheellinen,liūdnas
780,lebendig::A,elävä,gyvas
781,gut::A,hyvä,geras
782,schlecht::A,paha,blogas
783,schlecht::A,paha,prastas
784,schlecht::A,huono,blogas
785,schlecht::A,huono,prastas
786,richtig::A,oikea,tikras
787,richtig::A,oikea,teisingas
788,schlimm::A,paha,blogas
789,schlimm::A,paha,prastas
790,wahr::A,tosi,tikras
791,alt::A,vanha,senas
792,neu::A,uusi,naujas
