,Concept_ID,cy,hu
218,Saat::N,had,vetőmag
219,Korn::N,grawn,mag
220,Korn::N,grawn,szem
221,Heu::N,gwair,széna
222,Schale::N,croen,héj
223,Schale::N,plisgyn,héj
224,Grube::N,pwll,verem
225,Grube::N,pydew,verem
226,Falle::N,magl,csapda
227,Schlinge::N,cwlwm rhedeg,tőr
228,Spur::N,ôl,nyom
229,Asche::N,lludw,hamu
230,Dreck::N,baw,sár
231,Dreck::N,baw,piszok
232,Dreck::N,budreddi,sár
233,Dreck::N,budreddi,piszok
234,Eisen::N,haearn,vas
235,Gold::N,aur,arany
236,Silber::N,arian,ezüst
237,Kohle::N,glo,szén
238,Glas::N,gwydr,üveg
239,Lehm::N,clai,agyag
240,Lehm::N,clai,vályog
241,Sand::N,tywod,homok
242,Mensch::N,dyn,ember
243,Mann::N,dyn,úr
244,Mann::N,dyn,férfi
245,Frau::N,merch,nő
246,Frau::N,merch,asszony
247,Frau::N,gwraig,nő
248,Frau::N,gwraig,asszony
249,Kind::N,plentyn,gyerek
250,Kind::N,plentyn,gyermek
251,Junge::N,hogyn,fiú
252,Junge::N,bachgen,fiú
253,Mädchen::N,merch,lány
254,Mädchen::N,geneth,lány
255,Familie::N,teulu,család
256,Familie::N,tylwyth,család
257,Großvater::N,taid,nagyapa
258,Großvater::N,tad-cu,nagyapa
259,Großmutter::N,nain,nagyanya
260,Großmutter::N,mam-gu,nagyanya
261,Eltern::N,rhieni,szülők
262,Vater::N,tad,apa
263,Vater::N,tad,atya
264,Mutter::N,mam,anya
265,Sohn::N,mab,fiú
266,Tochter::N,merch,lány
267,Bruder::N,brawd,fivér
268,Bruder::N,brawd,testvér
269,Schwester::N,chwaer,nővér
270,Schwester::N,chwaer,lánytestvér
271,Onkel::N,ewythr,nagybácsi
272,Tante::N,modryb,nagynéni
273,Ehemann::N,gŵr,férj
274,Ehefrau::N,gwraig,feleség
275,Freude::N,gorfoledd,öröm
276,Gelächter::N,chwerthin,nevetés
277,Gelächter::N,chwerthin,hahotázás
278,Glück::N,hapusrwydd,boldogság
279,Kummer::N,galar,bánat
280,Wunsch::N,dymuniad,óhaj
281,Lust::N,chwant,kedv
282,Geist::N,ysbryd,elme
283,Geist::N,ysbryd,szellem
284,Gedanke::N,meddwl,gondolat
285,Gedächtnis::N,cof,emlékezet
286,Verstand::N,meddwl,ész
287,Verstand::N,meddwl,értelem
288,Sinn::N,ystyr,értelem
289,Grund::N,achos,ok
290,Grund::N,achos,alap
291,Grund::N,rheswm,ok
292,Grund::N,rheswm,alap
293,Wahrheit::N,gwir,igaz
294,Wahrheit::N,gwir,igazság
295,Wahrheit::N,gwirionedd,igaz
296,Wahrheit::N,gwirionedd,igazság
297,Gespräch::N,sgwrs,beszélgetés
298,Märchen::N,chwedl werin,mese
299,Erzählung::N,stori,elbeszélés
300,Nachricht::N,neges,hír
301,Nachricht::N,neges,híradás
302,Neuigkeit::N,newydd,újság
303,Name::N,enw,név
304,Rätsel::N,pos,rejtvény
305,Rede::N,araith,beszéd
306,Rede::N,araith,szónoklat
307,Sprache::N,iaith,nyelv
308,Stimme::N,llais,hang
309,Wort::N,gair,szó
310,Zeichen::N,arwydd,jel
311,Ruf::N,galwad,kiáltás
312,Lärm::N,trwst,zaj
313,Laut::N,sain,hang
314,Ton::N,tôn,hang
315,Lied::N,cân,dal
316,Lied::N,cân,ének
317,Ruhe::N,tawelwch,csend
318,Ruhe::N,tawelwch,nyugalom
319,Leute::N,pobl,emberek
320,Volk::N,pobl,nép
321,Arbeit::N,gwaith,dolog
322,Gast::N,gwestai,vendég
323,Geschenk::N,rhodd,ajándék
324,Geschenk::N,anrheg,ajándék
325,Spiel::N,chwarae,játék
326,Gesellschaft::N,cwmni,társaság
327,Hilfe::N,cymorth,segítség
328,Freund::N,cyfaill,barát
329,Kamerad::N,cydymaith,társ
330,Angelegenheit::N,pwnc,ügy
331,Anzahl::N,cyfrif,szám
332,Art::N,bath,faj
333,Art::N,bath,fajta
334,Stück::N,darn,darab
335,Teil::N,rhan,rész
336,Hälfte::N,hanner,fél
337,Kreis::N,cylch,kör
338,Kreuz::N,croes,kereszt
339,Linie::N,llinell,vonal
340,Strich::N,strôc,vonás
341,Strich::N,trawiad,vonás
342,Abstand::N,bwlch,köz
343,Abstand::N,pellter,köz
344,Entfernung::N,pellter,távolság
345,Gegend::N,cylch,táj
346,Gegend::N,cylch,vidék
347,Platz::N,lle,hely
348,Ort::N,lle,hely
349,Seite::N,ochr,fél
350,Seite::N,ochr,oldal
351,Mitte::N,canol,közép
352,Gegenstand::N,eitem,tárgy
353,Sache::N,peth,dolog
354,Rand::N,cwr,szél
355,Rand::N,cwr,perem
356,Rand::N,cwr,szegély
357,Rand::N,ymyl,szél
358,Rand::N,ymyl,perem
359,Rand::N,ymyl,szegély
360,Kante::N,min,él
361,Kante::N,ymyl,él
362,Ecke::N,cornel,sarok
363,Ecke::N,cornel,szöglet
364,Spitze::N,blaen,csúcs
365,Ende::N,pen,vég
366,Loch::N,twll,lyuk
367,Winkel::N,congl,szög
368,Muster::N,patrwm,minta
369,Größe::N,maint,nagyság
370,Größe::N,maintioli,nagyság
371,Länge::N,hyd,hossz
372,Länge::N,hyd,hosszúság
373,Höhe::N,uchder,magasság
374,Gewicht::N,pwysau,súly
375,Menge::N,swm,sokaság
376,Menge::N,swm,mennyiség
377,Menge::N,maint,sokaság
378,Menge::N,maint,mennyiség
379,Haufen::N,pentwr,halom
380,Reihe::N,rhes,sor
381,Boot::N,cwch,csónak
382,Ruder::N,rhwyf,evező
383,Schlitten::N,sled,szánkó
384,Schlitten::N,car llusg,szánkó
385,Ski::N,sgi,sí
386,Lagerfeuer::N,coelcerth,tábortűz
387,Last::N,llwyth,teher
388,Gang::N,tro,járás
389,Schritt::N,cam,lépés
390,Norden::N,gogledd,észak
391,Süden::N,de,dél
392,Westen::N,gorllewin,nyugat
393,Osten::N,dwyrain,kelet
394,Holz::N,pren,fa
395,Brett::N,bwrdd,deszka
396,Brett::N,astell,deszka
397,Platte::N,llech,lap
398,Platte::N,llech,lemez
399,Stütze::N,ateg,támasz
400,Stütze::N,ateg,támaszték
401,Stütze::N,cynhalydd,támasz
402,Stütze::N,cynhalydd,támaszték
403,Stange::N,polyn,rúd
404,Stange::N,polyn,pózna
405,Stock::N,ffon,pálca
406,Stock::N,brigyn,pálca
407,Stab::N,ffon,bot
408,Rohr::N,pibell,cső
409,Haus::N,tŷ,ház
410,Heim::N,cartref,otthon
411,Ofen::N,stof,kályha
412,Fußboden::N,llawr,padló
413,Tisch::N,bwrdd,asztal
414,Stuhl::N,cadair,szék
415,Wiege::N,crud,bölcső
416,Bett::N,gwely,ágy
417,Regal::N,silff,polc
418,Regal::N,silff,állvány
419,Kiste::N,bocs,láda
420,Kiste::N,blwch,láda
421,Fenster::N,ffenestr,ablak
422,Tür::N,drws,ajtó
423,Tor::N,porth,kapu
424,Zaun::N,ffens,kerítés
425,Dach::N,to,tető
426,Leiter::N,ysgol,létra
427,Besen::N,ysgub,seprű
428,Spaten::N,rhaw,ásó
429,Schaufel::N,rhaw,lapát
430,Gabel::N,fforc,villa
431,Löffel::N,llwy,kanál
432,Messer::N,cyllell,kés
433,Nagel::N,hoel,szeg
434,Netz::N,gwe,háló
435,Netz::N,rhwyd,háló
436,Haken::N,bach,kampó
437,Griff::N,carn,nyél
438,Griff::N,carn,fogantyú
439,Schloss::N,clo,zár
440,Bild::N,llun,kép
441,Bild::N,pictiwr,kép
442,Figur::N,ffigur,alak
443,Puppe::N,dol,bábu
444,Beutel::N,cwd,zacskó
445,Bündel::N,bwndel,köteg
446,Bündel::N,coflaid,köteg
447,Tasche::N,cod,táska
448,Eimer::N,bwced,vödör
449,Eimer::N,cunnog,vödör
450,Deckel::N,caead,fedő
451,Deckel::N,caead,fedél
452,Geschirr::N,llestri,edény
453,Sack::N,sach,zsák
454,Tasse::N,cwpan,csésze
455,Topf::N,pot,fazék
456,Topf::N,crochan,fazék
457,Kessel::N,tegell,üst
458,Kessel::N,tegell,bogrács
459,Essen::N,pryd o fwyd,evés
460,Essen::N,pryd o fwyd,étkezés
461,Nahrung::N,bwyd,ennivaló
462,Speise::N,saig,étel
463,Fleisch::N,cig,hús
464,Getreide::N,ŷd,gabona
465,Getreide::N,llafur,gabona
466,Brei::N,uwd,pép
467,Brei::N,uwd,kása
468,Brot::N,bara,kenyér
469,Scheibe::N,tafell,szelet
470,Fett::N,saim,háj
471,Fett::N,saim,zsír
472,Fett::N,braster,háj
473,Fett::N,braster,zsír
474,Butter::N,ymenyn,vaj
475,Öl::N,olew,olaj
476,Salz::N,halen,só
477,Suppe::N,cawl,leves
478,Honig::N,mêl,méz
479,Milch::N,llaeth,tej
480,Milch::N,llefrith,tej
481,Tee::N,te,tea
482,Leder::N,lledr,bőr
483,Wolle::N,gwlân,gyapjú
484,Stoff::N,lliain,szövet
485,Stoff::N,brethyn,szövet
486,Nadel::N,nodwydd,tű
487,Faden::N,edau,fonál
488,Faden::N,edefyn,fonál
489,Knopf::N,botwm,gomb
490,Knoten::N,cwlwm,csomó
491,Farbe::N,paent,szín
492,Farbe::N,paent,festék
493,Kleidung::N,dillad,ruha
494,Kleidung::N,dillad,ruházat
495,Kleidung::N,gwisgoedd,ruha
496,Kleidung::N,gwisgoedd,ruházat
497,Hemd::N,crys,ing
498,Kragen::N,coler,gallér
499,Ärmel::N,llawes,ujj
500,Hose::N,trowsus,gatya
501,Hose::N,trowsus,nadrág
502,Gürtel::N,gwregys,öv
503,Mütze::N,cap,sapka
504,Schuh::N,esgid,cipő
505,Stiefel::N,botasen,csizma
506,Ring::N,modrwy,gyűrű
507,Band::N,rhuban,szalag
508,Kamm::N,crib,fésű
509,Spiegel::N,drych,tükör
510,Riemen::N,strap,szíj
511,Schnur::N,llinyn,zsinór
512,Leine::N,tennyn,póráz
513,Decke::N,blanced,takaró
514,Decke::N,gwrthban,takaró
515,Kissen::N,clustog,párna
516,Kissen::N,gobennydd,párna
517,Tuch::N,sgarff,kendő
518,Handtuch::N,tywel,törülköző
519,Handtuch::N,lliain sychu,törülköző
520,Kraft::N,grym,erő
521,Stärke::N,nerth,erő
522,Stärke::N,nerth,erősség
523,Stärke::N,cryfder,erő
524,Stärke::N,cryfder,erősség
525,Gesundheit::N,iechyd,egészség
526,Krankheit::N,afiechyd,kór
527,Krankheit::N,afiechyd,betegség
528,Krankheit::N,anhwylder,kór
529,Krankheit::N,anhwylder,betegség
530,Schmerz::N,poen,fájdalom
531,Schmerz::N,gwayw,fájdalom
532,Wunde::N,clwyf,seb
533,Fieber::N,twymyn,láz
534,Arznei::N,meddyginiaeth,orvosság
535,Arznei::N,meddyginiaeth,gyógyszer
536,Brücke::N,pont,híd
537,Brunnen::N,ffynnon,kút
538,Weide::N,porfa,legelő
539,Pfad::N,llwybr,ösvény
540,Weg::N,ffordd,út
541,Straße::N,heol,út
542,Straße::N,ffordd,út
543,Dorf::N,pentref,falu
544,Stadt::N,tref,város
545,Brief::N,llythyr,levél
546,Buch::N,llyfr,könyv
547,Buchstabe::N,llythyren,betű
548,Zeitung::N,papur newydd,újság
549,Zeitung::N,papur newydd,hírlap
550,Leben::N,bywyd,élet
551,Tod::N,marwolaeth,halál
552,Grab::N,bedd,sír
553,Kirche::N,eglwys,templom
554,Sünde::N,pechod,bűn
555,Sünde::N,pechod,vétek
556,Gott::N,duw,isten
557,Arbeiter::N,gweithiwr,munkás
558,Chef::N,pennaeth,főnök
559,Meister::N,meistr,mester
560,Arzt::N,meddyg,orvos
561,Lehrer::N,athro,tanár
562,Lehrer::N,athro,tanító
563,Geld::N,pres,pénz
564,Geld::N,arian,pénz
565,Geschäft::N,busnes,üzlet
566,Laden::N,siop,bolt
567,Preis::N,pris,ár
568,Ware::N,nwydd,áru
569,Nutzen::N,elw,haszon
570,Nutzen::N,budd,haszon
571,Reichtum::N,cyfoeth,gazdagság
572,Welt::N,byd,világ
573,Land::N,gwlad,ország
574,Staat::N,gwladwriaeth,állam
575,König::N,brenin,király
576,Macht::N,grym,hatalom
577,Macht::N,awdurdod,hatalom
578,Grenze::N,ffin,határ
579,Grenze::N,goror,határ
580,Krieg::N,rhyfel,háború
581,Feind::N,gelyn,ellenség
582,Gewalt::N,ffyrnigrwydd,erőszak
583,Kampf::N,brwydr,harc
584,Bogen[Waffe]::N,bwa,íj
585,Pfeil::N,saeth,nyíl
586,Gewehr::N,dryll,puska
587,Gewehr::N,dryll,fegyver
588,Fehler::N,gwall,hiba
589,Fehler::N,camgymeriad,hiba
590,Lüge::N,celwydd,hazugság
591,Lüge::N,anwiredd,hazugság
592,Schaden::N,niwed,kár
593,Schaden::N,difrod,kár
594,Unglück::N,anffawd,csapás
595,Unglück::N,anffawd,balszerencse
596,Schuld::N,bai,bűn
597,Alter::N,oed,kor
598,Schluss::N,diwedd,vég
599,Schluss::N,diwedd,befejezés
600,Zeit::N,amser,idő
601,Tag::N,dydd,nap
602,Tag::N,diwrnod,nap
603,Morgen::N,bore,reggel
604,Mittag::N,nawn,dél
605,Abend::N,noswaith,este
606,Nacht::N,nos,éj
607,Nacht::N,nos,éjszaka
608,Woche::N,wythnos,hét
609,Monat::N,mis,hó
610,Monat::N,mis,hónap
611,Jahr::N,blwyddyn,év
612,Frühling::N,gwanwyn,tavasz
613,Sommer::N,haf,nyár
614,Herbst::N,hydref,ősz
615,Winter::N,gaeaf,tél
616,Januar::N,Ionawr,január
617,Februar::N,Chwefror,február
618,März::N,Mawrth,március
619,April::N,Ebrill,április
620,Mai::N,Mai,május
621,Juni::N,Mehefin,június
622,Juli::N,Gorffennaf,július
623,August::N,Awst,augusztus
624,September::N,Medi,szeptember
625,Oktober::N,Hydref,október
626,November::N,Tachwedd,november
627,Dezember::N,Rhagfyr,december
628,Montag::N,dydd Llun,hétfő
629,Dienstag::N,dydd Mawrth,kedd
630,Mittwoch::N,dydd Mercher,szerda
631,Donnerstag::N,dydd Iau,csütörtök
632,Freitag::N,dydd Gwener,péntek
633,Samstag::N,dydd Sadwrn,szombat
634,Sonntag::N,dydd Sul,vasárnap
635,groß::A,mawr,nagy
636,klein::A,bach,pici
637,klein::A,bach,kicsi
638,lang::A,hir,hosszú
639,kurz::A,byr,rövid
640,kurz::A,cwta,rövid
641,breit::A,llydan,széles
642,schmal::A,cul,keskeny
643,dicht::A,dwys,sűrű
644,dick[Gegenstand]::A,trwchus,vastag
645,dünn::A,tenau,vékony
646,fein::A,main,vékony
647,fest::A,cadarn,szilárd
648,flach::A,gwastad,sík
649,flach::A,gwastad,lapos
650,glatt::A,llyfn,sima
651,hart::A,caled,kemény
652,weich::A,meddal,puha
653,rund::A,crwn,kerek
654,spitz::A,pigfain,hegyes
655,scharf::A,miniog,éles
656,stumpf::A,pŵl,tompa
657,stumpf::A,pŵl,életlen
658,schwer::A,trwm,nehéz
659,schwer::A,trwm,súlyos
660,schön::A,teg,szép
661,schön::A,hardd,szép
662,schön::A,prydferth,szép
663,heiß::A,poeth,forró
664,warm::A,twym,meleg
665,warm::A,cynnes,meleg
666,kalt::A,oer,hideg
667,kühl::A,oeraidd,hűs
668,kühl::A,oeraidd,hűvös
669,frisch::A,iach,üde
670,frisch::A,iach,friss
671,feucht::A,llaith,nedves
672,nass::A,gwlyb,vizes
673,trocken::A,sych,száraz
674,voll::A,llawn,telt
675,leer::A,gwag,üres
676,offen::A,agored,nyílt
677,offen::A,agored,nyitott
678,geschlossen::A,caead,zárt
679,geschlossen::A,caead,csukott
680,geschlossen::A,caeëdig,zárt
681,geschlossen::A,caeëdig,csukott
682,sauber::A,glân,tiszta
683,schmutzig::A,budr,piszkos
684,schmutzig::A,budr,szennyes
685,schmutzig::A,brwnt,piszkos
686,schmutzig::A,brwnt,szennyes
687,roh::A,amrwd,nyers
688,reif::A,aeddfed,érett
689,lecker::A,blasus,finom
690,lecker::A,danteithiol,finom
691,süß::A,melys,édes
692,bitter::A,chwerw,keserű
693,sauer::A,sur,savanyú
694,hell::A,disglair,világos
695,dunkel::A,tywyll,sötét
696,schwarz::A,du,fekete
697,weiß::A,gwyn,fehér
698,rot::A,coch,vörös
699,gelb::A,melyn,sárga
700,blau::A,glas,kék
701,grün::A,gwyrdd,zöld
702,grau::A,llwyd,ősz
703,grau::A,llwyd,szürke
704,bunt::A,lliwgar,tarka
705,bunt::A,lliwgar,színes
706,billig::A,rhad,olcsó
707,teuer::A,drud,drága
708,wertvoll::A,gwerthfawr,értékes
709,blind::A,dall,vak
710,taub::A,byddar,süket
711,kräftig::A,nerthol,erős
712,kräftig::A,grymus,erős
713,stark::A,cryf,erős
714,stark::A,cadarn,erős
715,schwach::A,gwan,gyenge
716,schwach::A,gwan,erőtlen
717,fett::A,tew,hájas
718,schlank::A,main,karcsú
719,hübsch::A,tlws,csinos
720,böse::A,drwg,rossz
721,böse::A,drwg,gonosz
722,dumm::A,twp,buta
723,dumm::A,twp,ostoba
724,faul::A,diog,lusta
725,fleißig::A,dyfal,szorgalmas
726,geizig::A,crintach,fukar
727,geizig::A,crintach,fösvény
728,geizig::A,cybyddlyd,fukar
729,geizig::A,cybyddlyd,fösvény
730,klug::A,deallus,okos
731,klug::A,deallus,eszes
732,geschickt::A,medrus,ügyes
733,geschickt::A,deheuig,ügyes
734,lieb::A,hoff,drága
735,lieb::A,hoff,kedves
736,lieb::A,annwyl,drága
737,lieb::A,annwyl,kedves
738,lustig::A,llon,víg
739,lustig::A,llon,vidám
740,sanft::A,mwyn,enyhe
741,hungrig::A,newynog,éhes
742,krank::A,sâl,beteg
743,krank::A,gwael,beteg
744,nackt::A,noeth,csupasz
745,nackt::A,noeth,meztelen
746,traurig::A,trist,bús
747,traurig::A,trist,szomorú
748,lebendig::A,yn fyw,élő
749,gut::A,da,jó
750,schlecht::A,drwg,rossz
751,schlecht::A,gwael,rossz
752,richtig::A,cywir,helyes
753,schlimm::A,enbyd,rossz
754,wahr::A,gwir,igaz
755,alt::A,hen,ó
756,alt::A,hen,régi
757,neu::A,newydd,új
758,ehemalig::A,blaenorol,volt
759,ehemalig::A,blaenorol,egykori
760,alt[Lebewesen]::A,oedrannus,öreg
761,jung::A,ifanc,fiatal
762,arm::A,tlawd,szegény
763,reich::A,cyfoethog,gazdag
764,bekannt::A,cynefin,ismert
765,bekannt::A,cynefin,ismeretes
766,bekannt::A,cyfarwydd,ismert
767,bekannt::A,cyfarwydd,ismeretes
768,berühmt::A,enwog,híres
769,fremd::A,estron,idegen
770,verschieden::A,gwahanol,különböző
771,nah::A,agos,közeli
772,fern::A,pell,távoli
773,linker::A,aswy,bal
774,linker::A,chwith,bal
775,rechter::A,de,jobb
776,rechter::A,deau,jobb
777,anderer::A,arall,más
778,anderer::A,arall,másik
779,erster::A,cyntaf,első
780,zweiter::A,ail,második
781,dritter::A,trydydd,harmadik
782,letzter::A,olaf,utolsó
783,allein::ADV,unig,egyedül
784,allein::ADV,ar ei ben ei hun,egyedül
785,auf einmal::ADV,ar yr un pryd,egyszerre
786,zusammen::ADV,ynghyd,együtt
787,zusammen::ADV,ynghyd,összesen
788,zusammen::ADV,gyda'i gilydd,együtt
789,zusammen::ADV,gyda'i gilydd,összesen
790,lange::ADV,amser hir,sokáig
791,lange::ADV,amser hir,hosszan
792,plötzlich::ADV,yn sydyn,hirtelen
793,plötzlich::ADV,yn sydyn,egyszerre
794,sofort::ADV,ar unwaith,rögtön
795,sofort::ADV,ar unwaith,tüstént
796,später::ADV,yn ddiweddarach,későn
797,jetzt::ADV,yn awr,most
798,heute::ADV,heddiw,ma
799,morgen::ADV,yfory,holnap
800,bald::ADV,yn fuan,majd
801,bald::ADV,yn fuan,nemsokára
802,bald::ADV,gyda hyn,majd
803,bald::ADV,gyda hyn,nemsokára
804,dann::ADV,yna,akkor
805,dann::ADV,y pryd hwnnw,akkor
806,gestern::ADV,ddoe,tegnap
807,einst::ADV,gynt,hajdan
808,damals::ADV,ar y pryd,akkor
809,damals::ADV,ar y pryd,akkoriban
810,damals::ADV,bryd hynny,akkor
811,damals::ADV,bryd hynny,akkoriban
812,danach::ADV,wedyn,azután
813,vorher::ADV,o'r blaen,előbb
814,zuerst::ADV,yn gyntaf,először
815,einmal::ADV,unwaith,egyszer
816,manchmal::ADV,weithiau,néha
