,Concept_ID,az,pt
139,Weide[Baum]::N,söyüd,salgueiro
140,Tanne::N,küknar,abeto
141,Horn::N,buynuz,corno
142,Horn::N,buynuz,chifre
143,Feder::N,tük,pena
144,Feder::N,lələk,pena
145,Fell::N,xəz,pele
146,Flügel::N,qanad,asa
147,Klaue::N,pəncə,pata
148,Kralle::N,dırnaq,unha
149,Kralle::N,dırnaq,garra
150,Schwanz::N,quyruq,rabo
151,Schwanz::N,quyruq,cauda
152,Ei::N,yumurta,ovo
153,Nest::N,yuva,ninho
154,Bau::N,yuva,toca
155,Bau::N,yuva,covil
156,Tier::N,heyvan,animal
157,Herde::N,sürü,rebanho
158,Kuh::N,inək,vaca
159,Bulle::N,öküz,touro
160,Pferd::N,at,cavalo
161,Schaf::N,qoyun,ovelha
162,Schwein::N,donuz,porco
163,Hund::N,it,cão
164,Hund::N,köpək,cão
165,Katze::N,pişik,gata
166,Bär::N,ayı,urso
167,Eichhörnchen::N,dələ,esquilo
168,Elch::N,sığın,alce
169,Fuchs::N,tülkü,raposa
170,Hase::N,dovşan,lebre
171,Maus::N,siçan,rato
172,Wolf::N,qurd,lobo
173,Vogel::N,quş,ave
174,Vogel::N,quş,pássaro
175,Schwarm::N,sürü,bando
176,Schwarm::N,sürü,enxame
177,Huhn::N,toyuq,galinha
178,Hahn::N,xoruz,galo
179,Gans::N,qaz,ganso
180,Adler::N,qartal,águia
181,Adler::N,qaraquş,águia
182,Ente::N,ördək,pata
183,Eule::N,bayquş,mocho
184,Eule::N,bayquş,coruja
185,Kranich::N,durna,grou
186,Krähe::N,qarğa,gralha
187,Kuckuck::N,ququ,cuco
188,Schwan::N,qu quşu,cisne
189,Fisch::N,balıq,peixe
190,Barsch::N,tar,perca
191,Hecht::N,durnabalığı,lúcio
192,Schlange[Tier]::N,ilan,serpente
193,Wurm::N,qurd,verme
194,Spinne::N,hörümçək,aranha
195,Ameise::N,qarışqa,formiga
196,Laus::N,bit,piolho
197,Mücke::N,ağcaqanad,mosquito
198,Fliege::N,milçək,mosca
199,Schmetterling::N,kəpənək,borboleta
200,Beere::N,gilə,bago
201,Apfel::N,alma,maçã
202,Pilz::N,göbələk,fungo
203,Pilz::N,göbələk,cogumelo
204,Zwiebel::N,soğan,cebola
205,Saat::N,əkin,sementeira
206,Korn::N,taxıl,grão
207,Heu::N,quru ot,feno
208,Schale::N,qabıq,casca
209,Grube::N,çuxur,cova
210,Grube::N,çuxur,fossa
211,Falle::N,tələ,armadilha
212,Falle::N,duzaq,armadilha
213,Schlinge::N,ilmək,laço
214,Spur::N,iz,pista
215,Spur::N,iz,vestígio
216,Asche::N,kül,cinza
217,Dreck::N,kir,sujidade
218,Eisen::N,dəmir,ferro
219,Gold::N,altun,ouro
220,Silber::N,gümüş,prata
221,Kohle::N,kömür,carvão
222,Glas::N,şüşə,vidro
223,Lehm::N,gil,barro
224,Lehm::N,gil,argila
225,Lehm::N,palçıq,barro
226,Lehm::N,palçıq,argila
227,Sand::N,qum,areia
228,Mensch::N,adam,homem
229,Mensch::N,adam,pessoa
230,Mensch::N,insan,homem
231,Mensch::N,insan,pessoa
232,Mann::N,kişi,homem
233,Frau::N,qadın,mulher
234,Kind::N,uşaq,filho
235,Kind::N,uşaq,criança
236,Junge::N,oğlan,rapaz
237,Junge::N,oğlan,menino
238,Mädchen::N,qız,menina
239,Mädchen::N,qız,rapariga
240,Familie::N,ailə,família
241,Großvater::N,baba,avô
242,Großmutter::N,nənə,avó
243,Eltern::N,valideyn,pais
244,Vater::N,ata,pai
245,Mutter::N,ana,mãe
246,Sohn::N,oğul,filho
247,Tochter::N,qız,filha
248,Bruder::N,qardaş,irmão
249,Schwester::N,bacı,irmã
250,Onkel::N,əmi,tio
251,Onkel::N,dayı,tio
252,Tante::N,bibi,tia
253,Ehemann::N,ər,esposo
254,Ehefrau::N,arvad,esposa
255,Freude::N,nəşə,prazer
256,Freude::N,nəşə,alegria
257,Freude::N,sevinc,prazer
258,Freude::N,sevinc,alegria
259,Gelächter::N,gülüş,risada
260,Gelächter::N,gülüş,gargalhada
261,Gelächter::N,qəhqəhə,risada
262,Gelächter::N,qəhqəhə,gargalhada
263,Glück::N,səadət,felicidade
264,Glück::N,xoşbəxtlik,felicidade
265,Kummer::N,qəm,aflição
266,Kummer::N,qəm,desgosto
267,Kummer::N,kədər,aflição
268,Kummer::N,kədər,desgosto
269,Wunsch::N,arzu,desejo
270,Lust::N,həvəs,vontade
271,Geist::N,ruh,mente
272,Geist::N,ruh,espírito
273,Gedanke::N,fikir,ideia
274,Gedanke::N,fikir,pensamento
275,Gedanke::N,düşüncə,ideia
276,Gedanke::N,düşüncə,pensamento
277,Gedächtnis::N,xatir,memória
278,Gedächtnis::N,hafizə,memória
279,Verstand::N,ağıl,razão
280,Verstand::N,ağıl,inteligência
281,Sinn::N,məna,sentido
282,Sinn::N,məna,significado
283,Grund::N,səbəb,causa
284,Grund::N,səbəb,motivo
285,Wahrheit::N,haqq,verdade
286,Wahrheit::N,doğruluq,verdade
287,Gespräch::N,söhbət,conversa
288,Gespräch::N,söhbət,conversação
289,Gespräch::N,qonuşma,conversa
290,Gespräch::N,qonuşma,conversação
291,Märchen::N,nağıl,conto
292,Erzählung::N,hekayə,conto
293,Erzählung::N,hekayə,narrativa
294,Nachricht::N,xəbər,mensagem
295,Neuigkeit::N,xəbər,notícia
296,Neuigkeit::N,xəbər,novidade
297,Neuigkeit::N,yenilik,notícia
298,Neuigkeit::N,yenilik,novidade
299,Name::N,ad,nome
300,Rätsel::N,tapmaca,adivinha
301,Rede::N,nitq,oração
302,Rede::N,nitq,discurso
303,Sprache::N,dil,língua
304,Stimme::N,səs,voz
305,Wort::N,söz,palavra
306,Wort::N,kəlmə,palavra
307,Zeichen::N,nişan,marca
308,Ruf::N,çığırtı,grito
309,Ruf::N,çığırtı,chamada
310,Lärm::N,gurultu,ruído
311,Lärm::N,gurultu,barulho
312,Laut::N,səs,som
313,Ton::N,ton,tom
314,Lied::N,mahnı,canção
315,Ruhe::N,sakitlik,calma
316,Ruhe::N,sakitlik,silêncio
317,Leute::N,xalq,gente
318,Leute::N,xalq,pessoas
319,Volk::N,millət,povo
320,Volk::N,millət,nação
321,Arbeit::N,iş,trabalho
322,Arbeit::N,əmək,trabalho
323,Gast::N,qonaq,hóspede
324,Gast::N,qonaq,convidado
325,Gast::N,müsafir,hóspede
326,Gast::N,müsafir,convidado
327,Geschenk::N,hədiyyə,prenda
328,Geschenk::N,hədiyyə,presente
329,Spiel::N,oyun,jogo
330,Spiel::N,tamaşa,jogo
331,Gesellschaft::N,cəmiyyet,companhia
332,Hilfe::N,kömək,ajuda
333,Hilfe::N,kömək,socorro
334,Hilfe::N,yardım,ajuda
335,Hilfe::N,yardım,socorro
336,Freund::N,dost,amigo
337,Kamerad::N,yoldaş,camarada
338,Angelegenheit::N,iş,assunto
339,Anzahl::N,say,número
340,Anzahl::N,say,quantidade
341,Art::N,çeşid,tipo
342,Art::N,çeşid,espécie
343,Stück::N,dənə,pedaço
344,Stück::N,parça,pedaço
345,Teil::N,qisim,peça
346,Teil::N,qisim,parte
347,Hälfte::N,yarım,metade
348,Kreis::N,dairə,círculo
349,Kreuz::N,xaç,cruz
350,Linie::N,xətt,linha
351,Strich::N,cızıq,traço
352,Abstand::N,məsafə,distância
353,Entfernung::N,məsafə,distância
354,Entfernung::N,uzaqlıq,distância
355,Gegend::N,bölgə,área
356,Gegend::N,bölgə,região
357,Platz::N,yer,lugar
358,Ort::N,yer,sítio
359,Seite::N,yan,lado
360,Seite::N,tərəf,lado
361,Mitte::N,orta,meio
362,Gegenstand::N,şey,objecto
363,Sache::N,şey,coisa
364,Rand::N,kənar,bordo
365,Rand::N,kənar,margem
366,Kante::N,tiyə,borda
367,Kante::N,tiyə,aresta
368,Kante::N,kənar,borda
369,Kante::N,kənar,aresta
370,Ecke::N,bucaq,esquina
371,Spitze::N,uc,ponta
372,Ende::N,son,cabo
373,Ende::N,son,extremo
374,Ende::N,axır,cabo
375,Ende::N,axır,extremo
376,Loch::N,deşik,furo
377,Loch::N,deşik,buraco
378,Winkel::N,guşə,canto
379,Winkel::N,guşə,ângulo
380,Muster::N,ülgü,padrão
381,Muster::N,ülgü,desenho
382,Größe::N,böyüklük,tamanho
383,Länge::N,uzunluq,comprimento
384,Höhe::N,yüksəklik,altura
385,Höhe::N,yüksəklik,altitude
386,Gewicht::N,çəki,peso
387,Gewicht::N,ağırlıq,peso
388,Menge::N,miqdar,quantidade
389,Haufen::N,yığın,pilha
390,Reihe::N,səf,fila
391,Reihe::N,sıra,fila
392,Boot::N,qayıq,barco
393,Ruder::N,kürək,remo
394,Schlitten::N,kirşə,trenó
395,Ski::N,xizək,esqui
396,Lagerfeuer::N,düşərgə tonqalı,fogueira
397,Last::N,yük,carga
398,Gang::N,yeriş,curso
399,Gang::N,yeriş,caminhada
400,Schritt::N,addım,passo
401,Norden::N,şimal,norte
402,Süden::N,cənub,sul
403,Westen::N,qərb,oeste
404,Westen::N,qərb,ocidente
405,Osten::N,şərq,este
406,Osten::N,şərq,leste
407,Osten::N,şərq,oriente
408,Holz::N,ağac,madeira
409,Holz::N,taxta,madeira
410,Brett::N,taxta,tábua
411,Brett::N,taxta,prancha
412,Platte::N,lövhə,laje
413,Platte::N,lövhə,chapa
414,Stütze::N,dayaq,apoio
415,Stütze::N,dayaq,suporte
416,Stütze::N,dəstək,apoio
417,Stütze::N,dəstək,suporte
418,Stange::N,şüvül,vara
419,Stange::N,şüvül,barra
420,Stock::N,dəyənək,pau
421,Stock::N,dəyənək,bengala
422,Stab::N,əsa,bastão
423,Stab::N,şüvül,bastão
424,Rohr::N,boru,cano
425,Rohr::N,truba,cano
426,Haus::N,ev,casa
427,Heim::N,ev,lar
428,Heim::N,ev,casa
429,Ofen::N,peç,estufa
430,Ofen::N,peç,aquecedor
431,Ofen::N,soba,estufa
432,Ofen::N,soba,aquecedor
433,Fußboden::N,döşəmə,piso
434,Tisch::N,masa,mesa
435,Stuhl::N,stul,cadeira
436,Wiege::N,beşik,berço
437,Bett::N,yataq,cama
438,Regal::N,rəf,estante
439,Regal::N,rəf,prateleira
440,Kiste::N,yeşik,caixa
441,Kiste::N,sandıq,caixa
442,Fenster::N,pəncərə,janela
443,Tür::N,qapı,porta
444,Tor::N,darvaza,portão
445,Zaun::N,çəpər,cerca
446,Zaun::N,çəpər,vedação
447,Dach::N,dam,telhado
448,Leiter::N,nərdivan,escada
449,Leiter::N,nərdivan,escada móvel
450,Besen::N,süpürgə,vassoura
451,Spaten::N,kürək,pá
452,Schaufel::N,kürək,pá
453,Gabel::N,çəngəl,garfo
454,Löffel::N,qaşıq,colher
455,Messer::N,bıçaq,faca
456,Nagel::N,mıx,cravo
457,Netz::N,tor,rede
458,Haken::N,çəngəl,gancho
459,Griff::N,qulp,asa
460,Griff::N,qulp,cabo
461,Griff::N,tutacaq,asa
462,Griff::N,tutacaq,cabo
463,Schloss::N,qıfıl,fechadura
464,Bild::N,rəsm,imagem
465,Figur::N,şəkil,figura
466,Figur::N,heykəl,figura
467,Puppe::N,kukla,boneca
468,Puppe::N,gəlincik,boneca
469,Beutel::N,kisə,saco
470,Beutel::N,kisə,bolsa
471,Beutel::N,torba,saco
472,Beutel::N,torba,bolsa
473,Bündel::N,bağlama,fardo
474,Tasche::N,çanta,saco
475,Tasche::N,çanta,bolso
476,Eimer::N,vedrə,balde
477,Eimer::N,çəllək,balde
478,Deckel::N,qapaq,tampa
479,Geschirr::N,qab-qazan,louça
480,Sack::N,çuval,saca
481,Tasse::N,fincan,chávena
482,Topf::N,qazan,tacho
483,Topf::N,qazan,panela
484,Kessel::N,qazan,caldeira
485,Essen::N,yemək,refeição
486,Nahrung::N,qida,comida
487,Nahrung::N,qida,alimento
488,Speise::N,xörək,prato
489,Fleisch::N,ət,carne
490,Getreide::N,taxıl,cereais
491,Brei::N,aş,puré
492,Brei::N,sıyıq,puré
493,Brot::N,çörək,pão
494,Scheibe::N,dilim,fatia
495,Fett::N,yağ,banha
496,Fett::N,yağ,gordura
497,Butter::N,kərə yağı,manteiga
498,Öl::N,yağ,azeite
499,Salz::N,duz,sal
500,Suppe::N,şorba,sopa
501,Suppe::N,şorba,caldo
502,Honig::N,bal,mel
503,Milch::N,süd,leite
504,Tee::N,çay,chá
505,Leder::N,dəri,couro
506,Wolle::N,yun,lã
507,Stoff::N,qumaş,pano
508,Stoff::N,qumaş,tecido
509,Nadel::N,iynə,agulha
510,Faden::N,sap,fio
511,Knopf::N,düymə,botão
512,Knoten::N,düyün,nó
513,Farbe::N,boya,corante
514,Kleidung::N,geyim,roupa
515,Kleidung::N,geyim,vestuário
516,Hemd::N,köynək,camisa
517,Kragen::N,yaxa,gola
518,Ärmel::N,qol,manga
519,Hose::N,şalvar,calça
520,Gürtel::N,kəmər,cinto
521,Mütze::N,şapka,boné
522,Mütze::N,şapka,barrete
523,Schuh::N,tufli,sapato
524,Schuh::N,ayaqqabı,sapato
525,Stiefel::N,çəkmə,bota
526,Ring::N,üzük,anel
527,Band::N,lent,fita
528,Band::N,lent,faixa
529,Kamm::N,daraq,pente
530,Spiegel::N,güzgü,espelho
531,Riemen::N,qayış,correia
532,Schnur::N,ip,corda
533,Schnur::N,ip,cordel
534,Leine::N,kəmsik,trela
535,Decke::N,ədyal,cobertor
536,Decke::N,yorğan,cobertor
537,Kissen::N,yastıq,almofada
538,Tuch::N,şarf,pano
539,Tuch::N,kaşne,pano
540,Handtuch::N,dəsmal,toalha
541,Kraft::N,güc,força
542,Stärke::N,qüvvət,força
543,Gesundheit::N,sağlamlıq,saúde
544,Krankheit::N,xəstəlik,doença
545,Krankheit::N,xəstəlik,enfermidade
546,Schmerz::N,ağrı,dor
547,Schmerz::N,sancı,dor
548,Wunde::N,yara,chaga
549,Wunde::N,yara,ferida
550,Fieber::N,isitmə,febre
551,Fieber::N,qızdırma,febre
552,Arznei::N,ilaç,remédio
553,Arznei::N,dərman,remédio
554,Brücke::N,körpü,ponte
555,Brunnen::N,quyu,poço
556,Weide::N,otlaq,pastagem
557,Pfad::N,cığır,senda
558,Pfad::N,cığır,trilho
559,Weg::N,yol,caminho
560,Straße::N,küçə,via
561,Straße::N,küçə,estrada
562,Dorf::N,kənd,aldeia
563,Stadt::N,şəhər,cidade
564,Brief::N,məktub,carta
565,Buch::N,kitab,livro
566,Buchstabe::N,hərf,letra
567,Zeitung::N,qəzet,jornal
568,Leben::N,həyat,vida
569,Tod::N,ölüm,morte
570,Grab::N,qəbir,túmulo
571,Grab::N,qəbir,sepultura
572,Kirche::N,kilsə,igreja
573,Sünde::N,günah,pecado
574,Gott::N,tanrı,deus
575,Arbeiter::N,işçi,operário
576,Arbeiter::N,işçi,trabalhador
577,Chef::N,şef,chefe
578,Chef::N,şef,patrão
579,Chef::N,rəis,chefe
580,Chef::N,rəis,patrão
581,Meister::N,usta,mestre
582,Arzt::N,həkim,médico
583,Arzt::N,doktor,médico
584,Lehrer::N,müəllim,professor
585,Geld::N,pul,dinheiro
586,Geschäft::N,ticarət,negócio
587,Laden::N,dükan,loja
588,Preis::N,qiymət,preço
589,Ware::N,mal,mercadoria
590,Nutzen::N,fayda,proveito
591,Reichtum::N,zənginlik,riqueza
592,Welt::N,aləm,mundo
593,Welt::N,dünya,mundo
594,Land::N,ölkə,país
595,Staat::N,dövlət,Estado
596,König::N,kral,rei
597,König::N,məlik,rei
598,Macht::N,qüdrət,poder
599,Macht::N,qüdrət,potência
600,Grenze::N,hüdud,fronteira
601,Grenze::N,sərhət,fronteira
602,Krieg::N,hərb,guerra
603,Krieg::N,müharibə,guerra
604,Feind::N,düşmən,inimigo
605,Gewalt::N,cəbr,violência
606,Kampf::N,savaş,luta
607,Kampf::N,savaş,combate
608,Bogen[Waffe]::N,yay,arco
609,Pfeil::N,ox,seta
610,Pfeil::N,ox,flecha
611,Gewehr::N,tüfəng,espingarda
612,Fehler::N,xəta,erro
613,Fehler::N,xəta,falha
614,Lüge::N,yalan,mentira
615,Schaden::N,ziyan,dano
616,Schaden::N,ziyan,estrago
617,Unglück::N,bəla,desgraça
618,Schuld::N,təqsir,culpa
619,Alter::N,yaş,idade
620,Schluss::N,son,fim
621,Zeit::N,vaxt,tempo
622,Zeit::N,zaman,tempo
623,Tag::N,gün,dia
624,Morgen::N,sabah,manhã
625,Mittag::N,günorta,meio-dia
626,Abend::N,axşam,noite
627,Abend::N,axşam,tardinha
628,Nacht::N,gecə,noite
629,Woche::N,həftə,semana
630,Monat::N,ay,mês
631,Jahr::N,il,ano
632,Frühling::N,yaz,primavera
633,Frühling::N,bahar,primavera
634,Sommer::N,yay,verão
635,Herbst::N,payız,outono
636,Winter::N,qış,inverno
637,Januar::N,Janvar,Janeiro
638,Februar::N,Fevral,Fevereiro
639,März::N,Mart,Março
640,April::N,Aprel,Abril
641,Mai::N,May,Maio
642,Juni::N,İyun,Junho
643,Juli::N,İyul,Julho
644,August::N,Avqust,Agosto
645,September::N,Sentyabr,Setembro
646,Oktober::N,Oktyabr,Outubro
647,November::N,Noyabr,Novembro
648,Dezember::N,Dekabr,Dezembro
649,Montag::N,bazar ertəsi,segunda-feira
650,Dienstag::N,çərşənbə axşamı,terça-feira
651,Mittwoch::N,çərşənbə,quarta-feira
652,Donnerstag::N,cüme axşamı,quinta-feira
653,Freitag::N,cüme,sexta-feira
654,Samstag::N,şənbə,sábado
655,Sonntag::N,bazar,domingo
656,groß::A,böyük,grande
657,klein::A,kiçik,pequeno
658,lang::A,uzun,comprido
659,kurz::A,qısa,curto
660,breit::A,enli,largo
661,breit::A,geniş,largo
662,schmal::A,dar,estreito
663,dicht::A,sıx,denso
664,dick[Gegenstand]::A,qalın,grosso
665,dünn::A,nazik,delgado
666,fein::A,incə,fino
667,fein::A,incə,subtil
668,fest::A,bərk,firme
669,fest::A,bərk,sólido
670,fest::A,möhkəm,firme
671,fest::A,möhkəm,sólido
672,flach::A,düz,plano
673,glatt::A,hamar,liso
674,hart::A,sərt,duro
675,weich::A,yumşaq,mole
676,rund::A,yuvarlaq,redondo
677,spitz::A,uclu,agudo
678,spitz::A,sivri,agudo
679,scharf::A,kəskin,afiado
680,stumpf::A,küt,rombo
681,schwer::A,ağır,pesado
682,schön::A,gözəl,belo
683,schön::A,gözəl,bonito
684,schön::A,gəşəng,belo
685,schön::A,gəşəng,bonito
686,heiß::A,isti,quente
687,warm::A,ilıq,quente
688,kalt::A,soyuq,frio
689,kühl::A,sərin,fresco
690,frisch::A,təzə,fresco
691,feucht::A,nəm,húmido
692,nass::A,yaş,molhado
693,trocken::A,quru,seco
694,voll::A,dolu,cheio
695,leer::A,boş,vazio
696,offen::A,açıq,aberto
697,geschlossen::A,qapalı,fechado
698,sauber::A,təmiz,limpo
699,schmutzig::A,kirli,sujo
700,roh::A,çiy,cru
701,reif::A,yetişmiş,maduro
702,lecker::A,dadlı,delicioso
703,lecker::A,ləzzətli,delicioso
704,süß::A,şirin,doce
705,bitter::A,acı,amargo
706,sauer::A,turş,azedo
707,hell::A,aydın,claro
708,dunkel::A,qaranlıq,escuro
709,dunkel::A,qaranlıq,sombrio
710,schwarz::A,qara,preto
711,weiß::A,ağ,branco
712,rot::A,qırmızı,vermelho
713,gelb::A,sarı,amarelo
714,blau::A,göy,azul
715,blau::A,mavi,azul
716,grün::A,yaşıl,verde
717,grau::A,boz,cinzento
718,bunt::A,əlvan,colorido
719,bunt::A,rəngli,colorido
720,billig::A,ucuz,barato
721,teuer::A,bahalı,caro
722,wertvoll::A,qiymətli,valioso
723,wertvoll::A,qiymətli,precioso
724,blind::A,kor,cego
725,taub::A,kar,surdo
726,kräftig::A,güclü,forte
727,kräftig::A,güclü,poderoso
728,stark::A,qüvvətli,forte
729,stark::A,qüvvətli,robusto
730,schwach::A,zəif,débil
731,schwach::A,gücsüz,débil
732,fett::A,şişman,gordo
733,schlank::A,zərif,esbelto
734,hübsch::A,göyçək,giro
735,hübsch::A,göyçək,bonito
736,böse::A,fəna,mau
737,dumm::A,axmaq,parvo
738,dumm::A,axmaq,estúpido
739,faul::A,tənbəl,preguiçoso
740,fleißig::A,çalışqan,aplicado
741,fleißig::A,çalışqan,diligente
742,geizig::A,xəsis,avarento
743,klug::A,ağıllı,prudente
744,klug::A,ağıllı,inteligente
745,geschickt::A,bacarıqlı,hábil
746,lieb::A,əziz,caro
747,lieb::A,əziz,querido
748,lieb::A,sevimli,caro
749,lieb::A,sevimli,querido
750,lustig::A,məzəli,alegre
751,lustig::A,gülməli,alegre
752,sanft::A,mülayim,suave
753,sanft::A,mülayim,brando
754,hungrig::A,ac,faminto
755,krank::A,xəstə,doente
756,krank::A,xəstə,enfermo
757,nackt::A,çılpaq,nu
758,nackt::A,çılpaq,despido
759,traurig::A,qəmgin,triste
760,traurig::A,kədərli,triste
761,lebendig::A,canlı,vivo
762,gut::A,yaxşı,bom
763,schlecht::A,pis,mau
764,schlecht::A,pis,ruim
765,richtig::A,doğru,justo
766,richtig::A,doğru,correcto
767,schlimm::A,fəna,mau
768,schlimm::A,fəna,grave
769,wahr::A,gərçək,verdadeiro
770,alt::A,əski,velho
771,alt::A,əski,antigo
772,alt::A,köhnə,velho
773,alt::A,köhnə,antigo
774,neu::A,yeni,novo
775,ehemalig::A,əvvəlki,antigo
776,alt[Lebewesen]::A,qoca,velho
777,jung::A,gənc,jovem
778,arm::A,kasıb,pobre
779,arm::A,yoxsul,pobre
780,reich::A,zəngin,rico
781,bekannt::A,tanış,conhecido
782,berühmt::A,məşhur,famoso
783,berühmt::A,məşhur,célebre
784,fremd::A,yad,alheio
785,fremd::A,yad,estranho
786,verschieden::A,dürlü,diverso
787,verschieden::A,dürlü,diferente
788,nah::A,yaxın,próximo
789,fern::A,uzaq,remoto
790,fern::A,uzaq,distante
791,linker::A,sol,esquerdo
792,rechter::A,sağ,direito
793,anderer::A,başqa,outro
794,erster::A,birinci,primeiro
795,zweiter::A,ikinci,segundo
796,dritter::A,üçüncü,terceiro
797,letzter::A,sonuncu,final
798,letzter::A,sonuncu,último
799,letzter::A,axırıncı,final
800,letzter::A,axırıncı,último
801,allein::ADV,tək,só
802,allein::ADV,yalqız,só
803,auf einmal::ADV,birdən,de vez
804,zusammen::ADV,birlikdə,juntos
805,lange::ADV,uzun,muito tempo
806,plötzlich::ADV,qəfildən,de repente
807,sofort::ADV,həmən,imediatamente
808,sofort::ADV,dərhal,imediatamente
809,später::ADV,sonra,mais tarde
810,jetzt::ADV,indi,agora
811,heute::ADV,bugün,hoje
812,morgen::ADV,sabah,amanhã
813,bald::ADV,yaxında,logo
814,bald::ADV,yaxında,breve
815,bald::ADV,tezliklə,logo
816,bald::ADV,tezliklə,breve
817,dann::ADV,onda,então
818,dann::ADV,onda,depois
819,gestern::ADV,dünən,ontem
820,einst::ADV,əvvəllər,antigamente
821,damals::ADV,o vaxt,então
822,danach::ADV,sonra,logo
823,danach::ADV,sonra,depois
824,vorher::ADV,qabaqcadan,antes
