,Concept_ID,sq,bn
96,Donner::N,gjëmim,বজ্রধ্বনি
97,Donner::N,bubullimë,বজ্রধ্বনি
98,Strömung::N,rrymë,স্রোত
99,Tropfen::N,pikë,ফোঁটা
100,Schaum::N,shkumë,ফেনা
101,Schmutz::N,baltë,ধুলা
102,See::N,liqen,হ্রদ
103,Sumpf::N,batak,জলা
104,Moor::N,kënetë,মাঠ
105,Wiese::N,livadh,তৃণভূমি
106,Wald::N,pyll,বন
107,Hügel::N,kodër,পাহাড়
108,Anhöhe::N,bregore,টিলা
109,Berg::N,mal,পর্বত
110,Gipfel::N,kulm,শীর্ষ
111,Höhle::N,shpellë,গুহা
112,Höhle::N,zgafelle,গুহা
113,Abhang::N,shpat,ঢাল
114,Abhang::N,tatëpjetë,ঢাল
115,Quelle::N,krua,উৎস
116,Quelle::N,burim,উৎস
117,Bach::N,virua,ক্ষুদ্র নদী
118,Fluss::N,lumë,নদী
119,Ufer::N,breg,উপকূল
120,Küste::N,anëdet,তীর
121,Küste::N,bregdet,তীর
122,Festland::N,kontinent,ভূমি
123,Meer::N,det,সমুদ্র
124,Bucht::N,gji deti,উপসাগর
125,Insel::N,ishull,দ্বীপ
126,Insel::N,ujdhesë,দ্বীপ
127,Blume::N,lule,ফুল
128,Gras::N,bar,ঘাস
129,Wurzel::N,rrënjë,শিকড়
130,Baum::N,pemë,গাছ
131,Stamm::N,trung,স্কন্ধ
132,Rinde::N,lëvore,বল্কল
133,Ast::N,degë,শাখা
134,Zweig::N,bisk,ডাল
135,Blatt::N,fletë,পর্ণ
136,Blatt::N,gjethe,পর্ণ
137,Birke::N,mështekën,ভুর্জ
138,Kiefer[Baum]::N,pishë,পাইন গাছ
139,Weide[Baum]::N,shelg,উইলো
140,Tanne::N,bredh,দেবদারূ গাছ
141,Horn::N,bri,শিং
142,Feder::N,pupël,পালক
143,Fell::N,lëkurë,রোম
144,Flügel::N,krah,ডানা
145,Flügel::N,fletë,ডানা
146,Klaue::N,kthetër,নখর
147,Kralle::N,thua,নখর
148,Kralle::N,kthetër,নখর
149,Schwanz::N,bisht,লেজ
150,Ei::N,vezë,ডিম
151,Nest::N,fole,কুলায়
152,Bau::N,strofkë,ডেরা
153,Tier::N,kafshë,জন্তু
154,Herde::N,kope,ঝাঁক
155,Herde::N,grigjë,ঝাঁক
156,Kuh::N,lopë,গোরু
157,Bulle::N,dem,বৃষ
158,Pferd::N,kalë,ঘোড়া
159,Schaf::N,dele,ভেড়া
160,Schwein::N,derr,শূকর
161,Hund::N,qen,কুকুর
162,Katze::N,mace,বেড়াল
163,Bär::N,ari,ভল্লুক
164,Eichhörnchen::N,ketër,কাঠবিড়াল
165,Elch::N,dre brilopatë,হরিণবিশেষ
166,Fuchs::N,dhelpër,পাঁতিশিয়াল
167,Hase::N,lepur,শশক
168,Maus::N,mi,নেংটি ইঁদুর
169,Wolf::N,ujk,নেকড়ে
170,Vogel::N,zog,পক্ষী
171,Vogel::N,shpend,পক্ষী
172,Schwarm::N,luzmë,ঝাঁক
173,Huhn::N,pulë,মোরগ
174,Hahn::N,gjel,কুক্কুট
175,Hahn::N,këndes,কুক্কুট
176,Gans::N,patë,হংসী
177,Adler::N,shqiponjë,ইগল
178,Ente::N,rosë,হংসী
179,Eule::N,buf,পেচক
180,Kranich::N,lejlek,সারস
181,Kranich::N,kurrillë,সারস
182,Krähe::N,sorrë,কাক
183,Kuckuck::N,qyqe,কোকিল
184,Schwan::N,mjellmë,মরাল
185,Fisch::N,peshk,মাছ
186,Barsch::N,purtekë,মৎন্যবিশেষ
187,Hecht::N,mlysh,বানমাছ
188,Schlange[Tier]::N,gjarpër,সর্প
189,Wurm::N,krimb,কীট
190,Spinne::N,marimangë,মাকড়সা
191,Ameise::N,thnegël,পিপীলিকা
192,Ameise::N,milingonë,পিপীলিকা
193,Laus::N,morr,উকুন
194,Mücke::N,kunup,মশা
195,Mücke::N,mushkonjë,মশা
196,Fliege::N,mizë,মাছি
197,Schmetterling::N,flutur,প্রজাপতি
198,Beere::N,frutë,বেরি
199,Beere::N,manaferrë,বেরি
200,Apfel::N,mollë,আপেল
201,Pilz::N,kërpudhë,ছত্রক
202,Zwiebel::N,qepë,পিয়াজ
203,Saat::N,farë,বীজ
204,Korn::N,grurë,শস্য
205,Korn::N,kokërr,শস্য
206,Heu::N,sanë,খড়
207,Schale::N,lëkurë,খোসা
208,Grube::N,gropë,গর্ত
209,Falle::N,kurth,ফাঁদ
210,Falle::N,grackë,ফাঁদ
211,Schlinge::N,nyjë,পাশ
212,Spur::N,gjurmë,চিহ্ন
213,Asche::N,hi,ভস্ম
214,Dreck::N,baltë,ময়লা
215,Eisen::N,hekur,লোহা
216,Gold::N,ar,স্বর্ণ
217,Gold::N,flori,স্বর্ণ
218,Silber::N,argjend,রৌপ্য
219,Kohle::N,qymyr,অঙ্গার
220,Glas::N,qelq,কাচ
221,Lehm::N,argjilë,মৃত্তিকা
222,Sand::N,rërë,বালি
223,Mensch::N,njeri,নর
224,Mensch::N,njeri,মানুষ
225,Mann::N,burrë,মানুষ
226,Mann::N,mashkull,মানুষ
227,Frau::N,grua,নারী
228,Frau::N,femër,নারী
229,Kind::N,kalama,বাচ্চা
230,Junge::N,djalë,ছেলে
231,Mädchen::N,gocë,মেয়ে
232,Mädchen::N,vajzë,মেয়ে
233,Familie::N,familje,পরিবার
234,Großvater::N,gjysh,মাতামহ
235,Großmutter::N,gjyshe,মাতামহী
236,Eltern::N,prindër,মাতাপিতা
237,Vater::N,atë,পিতা
238,Mutter::N,nënë,মাতা
239,Sohn::N,bir,ছেলে
240,Tochter::N,bijë,মেয়ে
241,Bruder::N,vëlla,দাদা
242,Schwester::N,motër,বোন
243,Schwester::N,motër,দিদি
244,Onkel::N,dajë,মামা
245,Onkel::N,xhaxha,মামা
246,Tante::N,teze,মাসী
247,Tante::N,hallë,মাসী
248,Ehemann::N,burrë,স্বামী
249,Ehemann::N,bashkëshort,স্বামী
250,Ehefrau::N,grua,পত্নী
251,Ehefrau::N,bashkëshorte,পত্নী
252,Freude::N,gaz,উল্লাস
253,Freude::N,gëzim,উল্লাস
254,Gelächter::N,qeshje,হাসি
255,Glück::N,lumturi,সুখ
256,Kummer::N,brengë,দুঃখ
257,Kummer::N,pikëllim,দুঃখ
258,Wunsch::N,dëshirë,আকাঙ্ক্ষা
259,Lust::N,epsh,বাসনা
260,Lust::N,dashuri,বাসনা
261,Geist::N,frymë,আত্না
262,Geist::N,shpirt,আত্না
263,Gedanke::N,ide,চিন্তা
264,Gedanke::N,mendim,চিন্তা
265,Gedächtnis::N,kujtesë,স্মরণশক্তি
266,Verstand::N,mend,মন
267,Sinn::N,kuptim,পদার্থ
268,Grund::N,arsye,কারণ
269,Wahrheit::N,vërtetë,সত্য
270,Gespräch::N,bisedim,কথাবার্তা
271,Märchen::N,përrallë,রূপকথা
272,Erzählung::N,tregim,গল্প
273,Nachricht::N,lajm,তথ্য
274,Neuigkeit::N,risi,খবরাখবর
275,Name::N,emër,নাম
276,Rätsel::N,gjëzë,ধাঁধা
277,Rätsel::N,gjëegjëzë,ধাঁধা
278,Rede::N,fjalim,বক্তৃতা
279,Sprache::N,gjuhë,ভাষা
280,Stimme::N,zë,স্বর
281,Wort::N,fjalë,শব্দ
282,Zeichen::N,shenjë,প্রতীক
283,Ruf::N,thirrmë,ডাক
284,Lärm::N,zhurmë,হৈচৈ
285,Laut::N,tingull,ধ্বনি
286,Ton::N,ton,স্বর
287,Lied::N,këngë,গান
288,Ruhe::N,qetësi,শান্তি
289,Leute::N,botë,প্রজাপুঞ্জ
290,Leute::N,njerëz,প্রজাপুঞ্জ
291,Volk::N,popull,জাতি
292,Arbeit::N,punë,চাকরি
293,Gast::N,mik,অতিথি
294,Gast::N,mysafir,অতিথি
295,Geschenk::N,dhuratë,উপহার
296,Geschenk::N,peshqesh,উপহার
297,Spiel::N,lojë,খেলা
298,Gesellschaft::N,shoqëri,সঙ্গিগণ
299,Hilfe::N,ndihmë,সাহায্য
300,Freund::N,mik,বন্ধু
301,Kamerad::N,shok,সঙ্গী
302,Angelegenheit::N,punë,বিষয়
303,Anzahl::N,sasi,পরিমাণ
304,Art::N,lloj,রকম
305,Stück::N,copë,টুকরো
306,Teil::N,pjesë,অংশ
307,Hälfte::N,gjysmë,অর্ধেক
308,Kreis::N,qark,বৃত্ত
309,Kreis::N,rreth,বৃত্ত
310,Kreuz::N,kryq,ক্রুশ
311,Linie::N,vijë,রেখা
312,Strich::N,vizë,কষি
313,Abstand::N,distancë,ফাঁক
314,Entfernung::N,largim,ব্যবধান
315,Gegend::N,vise,ক্ষেত্র
316,Gegend::N,krahinë,ক্ষেত্র
317,Platz::N,shesh,জায়গা
318,Ort::N,vend,স্থান
319,Seite::N,anë,পার্শ্ব
320,Mitte::N,mes,মধ্য
321,Gegenstand::N,send,জিনিস
322,Sache::N,gjë,বস্তু
323,Sache::N,send,বস্তু
324,Rand::N,qoshe,কানা
325,Kante::N,teh,ধার
326,Ecke::N,qoshe,কোণ
327,Spitze::N,majë,ডগা
328,Ende::N,skaj,প্রান্ত
329,Ende::N,bisht,প্রান্ত
330,Loch::N,vrimë,গর্ত
331,Winkel::N,kënd,কোণ
332,Muster::N,mostër,নমুন্
333,Größe::N,madhësi,আয়তন
334,Länge::N,gjatësi,দৈর্ঘ্য
335,Höhe::N,lartësi,উচ্চতা
336,Gewicht::N,peshë,ওজন
337,Menge::N,sasi,পরিমাণ
338,Haufen::N,grumbull,পুঞ্জ
339,Reihe::N,radhë,শ্রেণী
340,Reihe::N,rresht,শ্রেণী
341,Boot::N,barkë,নৌকা
342,Boot::N,lundër,নৌকা
343,Ruder::N,rrem,দাঁড়
344,Schlitten::N,sajë,স্নেজ্-গাড়ি
345,Ski::N,ski,শী
346,Lagerfeuer::N,flakadan,অগ্নি
347,Lagerfeuer::N,zjarr i madh,অগ্নি
348,Last::N,barrë,বোঝা
349,Gang::N,ecje,হণ্টন
350,Schritt::N,hap,পদ
351,Norden::N,veri,উত্তরদিক্
352,Süden::N,jug,দক্ষিণদিক
353,Westen::N,perëndim,পশ্চিমদিক্
354,Osten::N,lindje,পূর্বদিক
355,Holz::N,dru,কাঠ
356,Brett::N,dërrasë,তক্তা
357,Platte::N,pllakë,ফলক
358,Stütze::N,shtyllë,নাগদণ্ড
359,Stütze::N,mbështetesë,নাগদণ্ড
360,Stange::N,shufër,দণ্ড
361,Stock::N,dajak,ছড়ি
362,Stab::N,shkop,যষ্টি
363,Rohr::N,tub,নল
364,Haus::N,shtëpi,ঘর
365,Heim::N,konak,বাসা
366,Heim::N,shtëpi,বাসা
367,Ofen::N,sobë,স্টোভ্
368,Ofen::N,stufë,স্টোভ্
369,Fußboden::N,dysheme,গহতল
370,Tisch::N,tryezë,মেজ
371,Tisch::N,tryezë,টেবিল
372,Stuhl::N,karrige,চেয়ার
373,Stuhl::N,karrige,কেদারা
374,Wiege::N,djep,দোলনা
375,Bett::N,shtrat,শয্যা
376,Regal::N,raft,তাক
377,Kiste::N,kuti,বাক্স
378,Fenster::N,dritare,জানালা
379,Tür::N,derë,দ্বার
380,Tor::N,portë,দ্বার
381,Zaun::N,gardh,বেড়া
382,Dach::N,çati,ছাদ
383,Leiter::N,shkallë,মই
384,Besen::N,fshesë,গুল্মবিশেষ
385,Spaten::N,lopatë,কোদাল
386,Schaufel::N,qyrek,বেলচা
387,Gabel::N,pirun,কাঁটা
388,Löffel::N,lugë,চামচ
389,Messer::N,thikë,ছুরি
390,Nagel::N,gozhdë,পেরেক
391,Netz::N,rrjetë,জাল
392,Haken::N,grep,কাচি
393,Haken::N,grremç,কাচি
394,Griff::N,dorak,হাতল
395,Griff::N,dorezë,হাতল
396,Schloss::N,bravë,তালা
397,Bild::N,tablo,ছবি
398,Bild::N,tablo,চিত্র
399,Bild::N,pikturë,ছবি
400,Bild::N,pikturë,চিত্র
401,Figur::N,figurë,আকার
402,Puppe::N,kukull,পুতুল
403,Beutel::N,qese,বটুয়া
404,Beutel::N,trastë,বটুয়া
405,Bündel::N,deng,আঁটি
406,Tasche::N,çantë,থলি
407,Eimer::N,kovë,বাল্তি
408,Deckel::N,kapak,আবরণ
409,Deckel::N,mbulesë,আবরণ
410,Geschirr::N,enë,থালা-বাসন
411,Sack::N,thes,বস্তা
412,Sack::N,torbë,বস্তা
413,Tasse::N,filxhan,কাপ
414,Topf::N,kusi,পাত্র
415,Topf::N,tenxhere,পাত্র
416,Kessel::N,kazan,কেটলি
417,Essen::N,ngrënie,আহার
418,Nahrung::N,ushqim,খাদ্য
419,Speise::N,gatesë,খাদ্য
420,Fleisch::N,mish,মাংস
421,Getreide::N,drithë,শস্য
422,Brei::N,qull,মণ্ড
423,Brot::N,bukë,রুটি
424,Scheibe::N,fetë,ফালি
425,Fett::N,lyrë,মেদ
426,Fett::N,yndyrë,মেদ
427,Butter::N,gjalpë,মাখন
428,Öl::N,vaj,তৈল
429,Salz::N,kripë,নুন
430,Suppe::N,supë,শুরুয়া
431,Suppe::N,çorbë,শুরুয়া
432,Honig::N,mjaltë,মধু
433,Milch::N,qumësht,দুধ
434,Tee::N,çaj,চা
435,Leder::N,lëkurë,পাকা চামড়া
436,Wolle::N,lesh,পশম
437,Stoff::N,pëlhurë,বস্ত্র
438,Nadel::N,gjilpërë,সুচ
439,Faden::N,pe,সূত্র
440,Faden::N,fije,সূত্র
441,Knopf::N,kopsë,বোতাম
442,Knoten::N,komb,গিঁট
443,Farbe::N,bojë,রং
444,Kleidung::N,veshje,কাপড়
445,Hemd::N,këmishë,শার্ট
446,Kragen::N,jakë,গলবন্ধ
447,Ärmel::N,mëngë,আস্তিন্
448,Hose::N,brekë,ট্রাউজার
449,Gürtel::N,rrip,কটিবন্ধ
450,Mütze::N,kësulë,টুপি
451,Schuh::N,këpucë,জুতো
452,Stiefel::N,çizme,বুট
453,Ring::N,unazë,আংটি
454,Band::N,shirit,ফিতা
455,Kamm::N,krehër,চিরুনি
456,Spiegel::N,pasqyrë,আয়না
457,Riemen::N,rrip,চাবুক
458,Schnur::N,litar,দড়ি
459,Schnur::N,cikomë,দড়ি
460,Leine::N,rrip,শিকল
461,Decke::N,batanije,কম্বল
462,Kissen::N,jastëk,উপাধান
463,Tuch::N,shami,বস্ত্র
464,Handtuch::N,peshqir,তোয়ালে
465,Kraft::N,forcë,জোর
466,Stärke::N,koll,শক্তি
467,Gesundheit::N,shëndet,স্বাস্থ্য
468,Krankheit::N,sëmundje,অসুখ
469,Krankheit::N,sëmundje,ব্যামো
470,Schmerz::N,dhimbje,যন্ত্রণা
471,Wunde::N,plagë,ক্ষত
472,Fieber::N,ethe,জ্বর
473,Arznei::N,ilaç,ঔষধ
474,Brücke::N,urë,সেতু
475,Brunnen::N,pus,কূপ
476,Weide::N,kullotë,পশুচারণভূমি
477,Pfad::N,ravë,পথ
478,Pfad::N,shteg,পথ
479,Weg::N,udhë,পথ
480,Weg::N,shteg,পথ
481,Straße::N,rrugë,রাস্তা
482,Dorf::N,fshat,গ্রাম
483,Dorf::N,katund,গ্রাম
484,Stadt::N,qytet,শহর
485,Brief::N,letër,চিঠি
486,Buch::N,libër,বই
487,Buchstabe::N,shkronjë,অক্ষর
488,Zeitung::N,gazetë,সংবাদপত্র
489,Leben::N,jetë,জীবন
490,Tod::N,mortje,মৃত্যু
491,Grab::N,varr,কবর
492,Kirche::N,kishë,গির্জা
493,Sünde::N,mëkat,পাপ
494,Sünde::N,gjynah,পাপ
495,Gott::N,hy,দেবতা
496,Gott::N,zot,দেবতা
497,Arbeiter::N,punëtor,শ্রমিক
498,Chef::N,shef,নেতা
499,Chef::N,drejtues,নেতা
500,Meister::N,mjeshtër,ব্যক্তি
501,Arzt::N,mjek,চিকিৎসক
502,Arzt::N,doktor,চিকিৎসক
503,Lehrer::N,mësues,অধ্যাপক
504,Lehrer::N,arsimtar,অধ্যাপক
505,Geld::N,para,মুদ্রা
506,Geld::N,para,টাকাপয়সা
507,Geld::N,holla,মুদ্রা
508,Geld::N,holla,টাকাপয়সা
509,Geschäft::N,ujdi,ব্যস্ততা
510,Geschäft::N,biznes,ব্যস্ততা
511,Laden::N,dyqan,দোকান
512,Preis::N,çmim,মূল্য
513,Ware::N,mall,পণ্যদ্রব্য
514,Nutzen::N,dobi,সুবিধা
515,Nutzen::N,leverdi,সুবিধা
516,Reichtum::N,kamje,ধনদৌলত
517,Reichtum::N,pasuri,ধনদৌলত
518,Welt::N,botë,জগৎ
519,Land::N,vend,খেত
520,Staat::N,shtet,রাষ্ট্র
521,König::N,mbret,রাজা
522,Macht::N,fuqi,প্রভাব
523,Macht::N,pushtet,প্রভাব
524,Grenze::N,kufi,সীমা
525,Krieg::N,luftë,যুদ্ধ
526,Feind::N,armik,শত্রু
527,Gewalt::N,dhunë,জোর
528,Kampf::N,luftim,লড়াই
529,Bogen[Waffe]::N,hark,ধনুক
530,Pfeil::N,shigjetë,বাণ
531,Gewehr::N,pushkë,বন্দুক
532,Fehler::N,gafë,ভুল
533,Fehler::N,gabim,ভুল
534,Lüge::N,gënjeshtër,মিথ্যা
535,Schaden::N,dëm,ক্ষতি
536,Schaden::N,zarar,ক্ষতি
537,Unglück::N,fatkeqësi,দুর্ভাগ্য
538,Schuld::N,faj,অপরাধ
539,Alter::N,moshë,আয়ু
540,Schluss::N,fund,শেষ
541,Zeit::N,kohë,সময়
542,Tag::N,ditë,দিন
543,Morgen::N,mëngjes,সকাল
544,Mittag::N,mesditë,মধ্যাহু
545,Abend::N,mbrëmje,সন্ধ্যা
546,Nacht::N,natë,রাত্রি
547,Woche::N,javë,সপ্তাহ
548,Monat::N,muaj,মাস
549,Jahr::N,vit,সৌরবর্ষ
550,Frühling::N,pranverë,বসন্তকাল
551,Sommer::N,verë,গ্রীষ্মকাল
552,Herbst::N,vjeshtë,শরংঋতু
553,Winter::N,dimër,শীতকাল
554,Januar::N,janar,জানুয়ারী
555,Februar::N,shkurt,ফেব্রুয়ারী
556,März::N,mars,মার্চ
557,April::N,prill,এপ্রিল
558,Mai::N,maj,মে
559,Juni::N,qershor,জুন
560,Juli::N,korrik,জুলাই
561,August::N,gusht,অগাস্ট
562,September::N,shtator,সেপ্টেম্বর
563,Oktober::N,tetor,অক্টোবর
564,November::N,nëntor,নভেম্বর
565,Dezember::N,dhjetor,ডিসেম্বর
566,Montag::N,hënë,সোমবার
567,Dienstag::N,martë,মঙ্গলবার
568,Mittwoch::N,mërkurë,বুধবার
569,Donnerstag::N,enjte,বৃহম্পতিবার
570,Freitag::N,premte,শুক্রবার
571,Samstag::N,shtunë,শনিবার
572,Sonntag::N,diel,রবিবার
573,groß::A,madh,বৃহৎ
574,klein::A,vogël,ছোট
575,lang::A,gjatë,দীর্ঘ
576,kurz::A,shkurtër,খর্ব
577,kurz::A,shkurtër,হ্রস্ব
578,breit::A,gjerë,চওড়া
579,schmal::A,ngushtë,সরু
580,dicht::A,dendur,ঘন
581,dick[Gegenstand]::A,trashë,পুরু
582,dünn::A,hollë,কৃশ
583,fein::A,imët,সূক্ষ্ম
584,fest::A,fortë,দৃঢ়
585,flach::A,sheshtë,সমতল
586,glatt::A,rrafshët,মসৃণ
587,hart::A,fortë,শক্ত
588,weich::A,butë,নরম
589,rund::A,rrumbullakët,গোলাকার
590,spitz::A,majëmprehtë,তীক্ষ্ন
591,scharf::A,mprehtë,শাণিত
592,stumpf::A,topitur,ভোঁতা
593,schwer::A,rëndë,ভারী
594,schön::A,bukur,সুন্দর
595,heiß::A,nxehtë,গরম
596,warm::A,ngrohtë,ঈষদুষ্ণ
597,kalt::A,ftohtë,ঠাণ্ডা
598,kühl::A,freskët,শীতল
599,frisch::A,pastër,তাজা
600,feucht::A,lagësht,ভিজা
601,nass::A,lagur,ভিজা
602,trocken::A,thatë,শুষ্ক
603,voll::A,plotë,পূর্ণ
604,leer::A,bosh,খালি
605,leer::A,zbrazët,খালি
606,offen::A,hapur,খোলা
607,geschlossen::A,mbyllur,বন্ধ
608,sauber::A,dëlirë,নির্মল
609,schmutzig::A,ndyrë,নোংরা
610,roh::A,gjallë,কাঁচা
611,reif::A,arrirë,পাকা
612,lecker::A,shijshëm,সুস্বাদ
613,süß::A,ëmbël,মিষ্ট
614,bitter::A,hidhur,তিক্ত
615,sauer::A,thartë,টক
616,hell::A,me dritë,উজ্জ্বল
617,dunkel::A,errët,অন্ধকারময়
618,schwarz::A,i zi,কালো
619,weiß::A,bardhë,সাদা
620,rot::A,kuq,লাল
621,gelb::A,verdhë,হলদে
622,blau::A,blu,নীল
623,blau::A,kaltër,নীল
624,grün::A,blertë,সবুজ
625,grün::A,gjelbër,সবুজ
626,grau::A,hirtë,ছাই-রঙা
627,grau::A,bojë hiri,ছাই-রঙা
628,bunt::A,shumëngjyrëshëm,রঙিন
629,billig::A,lirë,সস্তা
630,teuer::A,shtrenjtë,আক্রা
631,wertvoll::A,çmuar,মহার্ঘ
632,wertvoll::A,vlershëm,মহার্ঘ
633,blind::A,qorr,কানা
634,blind::A,verbër,কানা
635,taub::A,shurdhër,বধির
636,kräftig::A,fuqishëm,বিশাল
637,stark::A,fortë,শক্তিশালী
638,schwach::A,dobët,দুর্বল
639,fett::A,dhjamur,মোটা
640,schlank::A,hollë,কৃশ
641,hübsch::A,bukur,সুন্দর
642,hübsch::A,hijshëm,সুন্দর
643,böse::A,keq,খারাপ
644,dumm::A,teveqel,মূর্খ
645,faul::A,dembel,শ্রমবিমুখ
646,fleißig::A,zellshëm,পরিশ্রমী
647,geizig::A,kurnac,ব্যয়কুণ্ঠ
648,geizig::A,dorështrënguar,ব্যয়কুণ্ঠ
649,klug::A,mençur,দক্ষ
650,geschickt::A,aftë,পটু
651,lieb::A,dashur,প্রেয়
652,lustig::A,gëzuar,প্রফুল্ল
653,sanft::A,butë,নম্র
654,hungrig::A,uritur,ক্ষুধার্ত
655,krank::A,sëmurë,অসুস্থ
656,nackt::A,lakuriq,উলঙ্গ
657,nackt::A,zhveshur,উলঙ্গ
658,traurig::A,trishtuar,দুঃখিত
659,lebendig::A,gjallë,জীবিত
660,gut::A,mirë,ভালো
661,schlecht::A,keq,মন্দ
662,richtig::A,drejtë,ঠিক
663,schlimm::A,keq,কদর্য
664,wahr::A,vërtetë,বাস্তব
665,alt::A,vjetër,পুরাতন
666,neu::A,i ri,নব
667,neu::A,i ri,নূতন
668,ehemalig::A,dikurshëm,পূর্বকালীন
669,alt[Lebewesen]::A,plak,বৃদ্ধ
670,jung::A,i ri,তরুণ
671,arm::A,varfër,ক্ষুদ্র
672,arm::A,vobektë,ক্ষুদ্র
673,reich::A,pasur,ধনবান্
674,bekannt::A,njohur,সুপরিচিত
675,berühmt::A,famshëm,বিখ্যাত
676,fremd::A,huaj,বিদেশি
677,verschieden::A,ndryshëm,বিসদৃশ
678,nah::A,afërt,নিকটবতী
679,fern::A,largët,দুরবতী
680,linker::A,majtë,বাম
681,rechter::A,djathtë,ডান
682,rechter::A,djathtë,ডাইন
683,anderer::A,tjetër,অন্যতর
684,erster::A,parë,প্রথম
685,zweiter::A,dytë,দ্বিতীয়
686,dritter::A,i tretë,তৃতীয়
687,letzter::A,fundit,সর্বশেষ
688,allein::ADV,vetëm,একক
689,auf einmal::ADV,njëkohësisht,জলদি
690,zusammen::ADV,bashkë,একসঙ্গে
691,zusammen::ADV,së bashku,একসঙ্গে
692,lange::ADV,për një kohë të gjatë,লম্বা
693,plötzlich::ADV,befas,হঠাৎ
694,sofort::ADV,menjëherë,মুহ্ণর্তমধ্যে
695,sofort::ADV,aty për aty,মুহ্ণর্তমধ্যে
696,später::ADV,më vonë,পশ্চাতে
697,jetzt::ADV,tash,এখন
698,heute::ADV,sot,আজ
699,morgen::ADV,nesër,আগামিকাল
700,bald::ADV,shpejt,অস্পকালমধ্যে
701,bald::ADV,së shpejti,অস্পকালমধ্যে
702,dann::ADV,pastaj,তখন
703,gestern::ADV,dje,গতকাল
