,Concept_ID,da,fr
100,Moor::N,mose,tourbière
101,Wiese::N,eng,pré
102,Wald::N,skov,bois
103,Wald::N,skov,forêt
104,Hügel::N,høj,coteau
105,Hügel::N,høj,colline
106,Hügel::N,bakke,coteau
107,Hügel::N,bakke,colline
108,Anhöhe::N,høj,éminence
109,Anhöhe::N,høj,élévation
110,Anhöhe::N,bakke,éminence
111,Anhöhe::N,bakke,élévation
112,Berg::N,bjerg,mont
113,Berg::N,bjerg,montagne
114,Gipfel::N,top,cime
115,Gipfel::N,top,sommet
116,Höhle::N,hule,caverne
117,Abhang::N,skrænt,pente
118,Abhang::N,skrænt,versant
119,Abhang::N,skråning,pente
120,Abhang::N,skråning,versant
121,Quelle::N,kilde,source
122,Quelle::N,kilde,fontaine
123,Bach::N,bæk,ruisseau
124,Fluss::N,flod,fleuve
125,Fluss::N,flod,rivière
126,Ufer::N,bred,bord
127,Ufer::N,bred,rivage
128,Küste::N,kyst,côte
129,Festland::N,fastland,terre ferme
130,Meer::N,hav,mer
131,Bucht::N,bugt,baie
132,Insel::N,ø,île
133,Blume::N,blomst,fleur
134,Gras::N,græs,herbe
135,Wurzel::N,rod,racine
136,Baum::N,træ,arbre
137,Stamm::N,stamme,tronc
138,Rinde::N,bark,écorce
139,Ast::N,gren,branche
140,Zweig::N,kvist,rameau
141,Blatt::N,blad,feuille
142,Birke::N,birk,bouleau
143,Kiefer[Baum]::N,fyrretræ,pin
144,Weide[Baum]::N,piletræ,saule
145,Tanne::N,gran,sapin
146,Horn::N,horn,corne
147,Feder::N,fjer,plume
148,Fell::N,skind,peau
149,Flügel::N,vinge,aile
150,Klaue::N,klov,serre
151,Kralle::N,klo,ongle
152,Kralle::N,klo,griffe
153,Schwanz::N,hale,queue
154,Ei::N,æg,œuf
155,Nest::N,rede,nid
156,Bau::N,bo,terrier
157,Tier::N,dyr,animal
158,Herde::N,flok,troupeau
159,Kuh::N,ko,vache
160,Bulle::N,tyr,taureau
161,Pferd::N,hest,cheval
162,Schaf::N,får,mouton
163,Schwein::N,gris,porc
164,Schwein::N,gris,cochon
165,Hund::N,hund,chien
166,Katze::N,kat,chat
167,Bär::N,bjørn,ours
168,Eichhörnchen::N,egern,écureuil
169,Elch::N,elg,élan
170,Fuchs::N,ræv,renard
171,Hase::N,hare,lièvre
172,Maus::N,mus,souris
173,Wolf::N,ulv,loup
174,Vogel::N,fugl,oiseau
175,Schwarm::N,sværm,nuée
176,Schwarm::N,sværm,volée
177,Huhn::N,høne,poule
178,Hahn::N,hane,coq
179,Gans::N,gås,oie
180,Adler::N,ørn,aigle
181,Ente::N,and,canard
182,Eule::N,ugle,hibou
183,Kranich::N,trane,grue
184,Krähe::N,krage,corneille
185,Kuckuck::N,gøg,coucou
186,Schwan::N,svane,cygne
187,Fisch::N,fisk,poisson
188,Barsch::N,aborre,perche
189,Hecht::N,gedde,brochet
190,Schlange[Tier]::N,slange,serpent
191,Wurm::N,orm,ver
192,Spinne::N,edderkop,araignée
193,Ameise::N,myre,fourmi
194,Laus::N,lus,pou
195,Mücke::N,myg,moucheron
196,Fliege::N,flue,mouche
197,Schmetterling::N,sommerfugl,papillon
198,Beere::N,bær,baie
199,Apfel::N,æble,pomme
200,Pilz::N,svamp,champignon
201,Zwiebel::N,løg,oignon
202,Saat::N,sæd,semence
203,Korn::N,korn,grain
204,Heu::N,hø,foin
205,Schale::N,skræl,pelure
206,Grube::N,grav,fosse
207,Falle::N,fælde,piège
208,Schlinge::N,snare,lacs
209,Spur::N,spor,trace
210,Asche::N,aske,cendre
211,Dreck::N,snavs,crotte
212,Eisen::N,jern,fer
213,Gold::N,guld,or
214,Silber::N,sølv,argent
215,Kohle::N,kul,charbon
216,Glas::N,glas,verre
217,Lehm::N,ler,glaise
218,Sand::N,sand,sable
219,Mensch::N,mennesge,homme
220,Mann::N,mand,homme
221,Frau::N,kvinde,femme
222,Kind::N,barn,enfant
223,Junge::N,dreng,garçon
224,Mädchen::N,pige,fille
225,Mädchen::N,pige,jeune fille
226,Familie::N,familie,famille
227,Großvater::N,bedstefar,grand-père
228,Großmutter::N,bedstemor,grand-mère
229,Eltern::N,forældre,parents
230,Vater::N,far,père
231,Mutter::N,mor,mère
232,Sohn::N,søn,fils
233,Tochter::N,datter,fille
234,Bruder::N,bror,frère
235,Schwester::N,søster,sœur
236,Onkel::N,onkel,oncle
237,Tante::N,tante,tante
238,Ehemann::N,ægtemand,mari
239,Ehemann::N,ægtemand,époux
240,Ehefrau::N,hustru,femme
241,Ehefrau::N,hustru,épouse
242,Freude::N,glæde,joie
243,Freude::N,glæde,plaisir
244,Gelächter::N,latter,rires
245,Glück::N,lykke,bonheur
246,Kummer::N,sorg,peine
247,Kummer::N,sorg,chagrin
248,Wunsch::N,ønske,désir
249,Lust::N,lyst,envie
250,Geist::N,ånd,esprit
251,Gedanke::N,tanke,idée
252,Gedanke::N,tanke,pensée
253,Gedächtnis::N,hukommelse,mémoire
254,Verstand::N,forstand,raison
255,Sinn::N,mening,sens
256,Sinn::N,betydning,sens
257,Grund::N,grund,cause
258,Grund::N,grund,raison
259,Wahrheit::N,sandhed,vérité
260,Gespräch::N,samtale,conversation
261,Märchen::N,eventyr,conte
262,Märchen::N,eventyr,conte de fées
263,Erzählung::N,fortælling,conte
264,Erzählung::N,fortælling,narration
265,Nachricht::N,efterretning,message
266,Neuigkeit::N,nyhed,nouvelle
267,Name::N,navn,nom
268,Rätsel::N,gåde,énigme
269,Rätsel::N,gåde,devinette
270,Rede::N,tale,parole
271,Rede::N,tale,discours
272,Sprache::N,sprog,langue
273,Sprache::N,sprog,langage
274,Stimme::N,stemme,voix
275,Wort::N,ord,mot
276,Zeichen::N,tegn,signe
277,Ruf::N,råb,cri
278,Ruf::N,råb,appel
279,Lärm::N,larm,bruit
280,Laut::N,lyd,son
281,Ton::N,tone,ton
282,Lied::N,sang,chant
283,Lied::N,sang,chanson
284,Ruhe::N,ro,calme
285,Ruhe::N,ro,tranquillité
286,Ruhe::N,hvile,calme
287,Ruhe::N,hvile,tranquillité
288,Leute::N,folk,gens
289,Leute::N,mennesker,gens
290,Volk::N,folk,peuple
291,Arbeit::N,arbejde,travail
292,Gast::N,gæst,hôte
293,Gast::N,gæst,invité
294,Geschenk::N,gave,cadeau
295,Geschenk::N,gave,présent
296,Spiel::N,leg,jeu
297,Gesellschaft::N,selskab,compagnie
298,Hilfe::N,hjælp,aide
299,Hilfe::N,hjælp,secours
300,Freund::N,ven,ami
301,Kamerad::N,kammerat,copain
302,Kamerad::N,kammerat,camarade
303,Angelegenheit::N,sag,affaire
304,Angelegenheit::N,anliggende,affaire
305,Anzahl::N,antal,nombre
306,Art::N,art,sorte
307,Art::N,art,espèce
308,Stück::N,stykke,morceau
309,Teil::N,del,part
310,Teil::N,del,partie
311,Hälfte::N,halvdel,moitié
312,Kreis::N,cirkel,cercle
313,Kreuz::N,kors,croix
314,Kreuz::N,kryds,croix
315,Linie::N,linie,ligne
316,Strich::N,streg,trait
317,Abstand::N,afstand,écart
318,Entfernung::N,afstand,distance
319,Gegend::N,egn,région
320,Gegend::N,egn,contrée
321,Platz::N,plads,place
322,Ort::N,sted,lieu
323,Ort::N,sted,endroit
324,Seite::N,side,côté
325,Mitte::N,midte,milieu
326,Gegenstand::N,genstand,objet
327,Sache::N,sag,chose
328,Rand::N,rand,bord
329,Kante::N,kant,arête
330,Ecke::N,hjørne,coin
331,Ecke::N,hjørne,tournant
332,Spitze::N,spids,cime
333,Spitze::N,spids,pointe
334,Ende::N,ende,bout
335,Loch::N,hul,trou
336,Winkel::N,vinkel,coin
337,Winkel::N,vinkel,réduit
338,Muster::N,mønster,dessin
339,Größe::N,størrelse,grandeur
340,Länge::N,længde,longueur
341,Höhe::N,højde,hauteur
342,Höhe::N,højde,altitude
343,Gewicht::N,vægt,poids
344,Menge::N,mængde,quantité
345,Haufen::N,bunke,tas
346,Reihe::N,række,file
347,Reihe::N,række,rangée
348,Boot::N,båd,canot
349,Boot::N,båd,bateau
350,Ruder::N,åre,rame
351,Ruder::N,åre,aviron
352,Schlitten::N,kælk,traîneau
353,Schlitten::N,slæde,traîneau
354,Ski::N,ski,ski
355,Lagerfeuer::N,lejrbål,feu de camp
356,Last::N,last,charge
357,Last::N,last,fardeau
358,Last::N,byrde,charge
359,Last::N,byrde,fardeau
360,Gang::N,gang,tour
361,Gang::N,gang,marche
362,Schritt::N,skridt,pas
363,Norden::N,nord,nord
364,Süden::N,syd,sud
365,Westen::N,vest,ouest
366,Westen::N,vest,occident
367,Osten::N,øst,est
368,Osten::N,øst,orient
369,Holz::N,træ,bois
370,Brett::N,bræt,planche
371,Platte::N,plade,plaque
372,Stütze::N,støtte,appui
373,Stütze::N,støtte,soutien
374,Stange::N,stang,barre
375,Stange::N,stang,perche
376,Stock::N,stok,canne
377,Stab::N,stav,bâton
378,Rohr::N,rør,tube
379,Rohr::N,rør,tuyau
380,Haus::N,hus,maison
381,Heim::N,hjem,maison
382,Ofen::N,ovn,poêle
383,Fußboden::N,gulv,plancher
384,Tisch::N,bord,table
385,Stuhl::N,stol,chaise
386,Wiege::N,vugge,berceau
387,Bett::N,seng,lit
388,Regal::N,reol,étagère
389,Kiste::N,kasse,caisse
390,Fenster::N,vindue,fenêtre
391,Tür::N,dør,porte
392,Tor::N,port,porte
393,Tor::N,port,portail
394,Zaun::N,stakit,clôture
395,Dach::N,tag,toit
396,Leiter::N,stige,échelle
397,Besen::N,kost,balai
398,Spaten::N,spade,bêche
399,Schaufel::N,skovl,pelle
400,Gabel::N,gaffel,fourchette
401,Löffel::N,ske,cuiller
402,Messer::N,kniv,couteau
403,Nagel::N,søm,clou
404,Netz::N,net,filet
405,Haken::N,krog,croc
406,Haken::N,krog,crochet
407,Griff::N,tag,prise
408,Griff::N,tag,manche
409,Griff::N,håndtag,prise
410,Griff::N,håndtag,manche
411,Schloss::N,lås,serrure
412,Bild::N,billede,image
413,Bild::N,billede,tableau
414,Figur::N,figur,figure
415,Puppe::N,dukke,poupée
416,Beutel::N,pose,sac
417,Beutel::N,pose,petit sac
418,Bündel::N,bylt,paquet
419,Bündel::N,bylt,faisceau
420,Bündel::N,bundt,paquet
421,Bündel::N,bundt,faisceau
422,Tasche::N,taske,sac
423,Eimer::N,spand,seau
424,Deckel::N,låg,couvercle
425,Geschirr::N,husgeråd,vaisselle
426,Sack::N,sæk,sac
427,Tasse::N,kop,tasse
428,Topf::N,gryde,pot
429,Topf::N,gryde,marmite
430,Kessel::N,kedel,chaudron
431,Essen::N,måltid,repas
432,Essen::N,måltid,manger
433,Nahrung::N,mad,nourriture
434,Nahrung::N,næring,nourriture
435,Speise::N,ret,plat
436,Fleisch::N,kød,viande
437,Getreide::N,korn,blé
438,Getreide::N,korn,céréales
439,Brei::N,grød,purée
440,Brei::N,grød,bouillie
441,Brot::N,brød,pain
442,Scheibe::N,skive,tranche
443,Fett::N,fedt,graisse
444,Butter::N,smør,beurre
445,Öl::N,olie,huile
446,Salz::N,salt,sel
447,Suppe::N,suppe,soupe
448,Suppe::N,suppe,potage
449,Honig::N,honning,miel
450,Milch::N,mælk,lait
451,Tee::N,te,thé
452,Leder::N,skind,cuir
453,Wolle::N,uld,laine
454,Stoff::N,stof,tissu
455,Stoff::N,stof,étoffe
456,Nadel::N,nål,aiguille
457,Faden::N,tråd,fil
458,Knopf::N,knap,bouton
459,Knoten::N,knude,nœud
460,Farbe::N,farve,peinture
461,Kleidung::N,påklædning,vêtements
462,Kleidung::N,påklædning,habillement
463,Hemd::N,skjorte,chemise
464,Kragen::N,krave,col
465,Ärmel::N,ærme,manche
466,Hose::N,bukser,pantalon
467,Gürtel::N,bælte,ceinture
468,Mütze::N,hue,bonnet
469,Mütze::N,hue,casquette
470,Schuh::N,sko,soulier
471,Schuh::N,sko,chaussure
472,Stiefel::N,støvle,botte
473,Ring::N,ring,bague
474,Band::N,bånd,ruban
475,Kamm::N,kam,peigne
476,Spiegel::N,spejl,glace
477,Spiegel::N,spejl,miroir
478,Riemen::N,rem,lanière
479,Riemen::N,rem,courroie
480,Schnur::N,snor,corde
481,Schnur::N,snor,ficelle
482,Leine::N,snor,laisse
483,Decke::N,tæppe,couverture
484,Kissen::N,pude,oreiller
485,Tuch::N,sjaltørklæde,drap
486,Tuch::N,sjaltørklæde,fichu
487,Handtuch::N,håndklæde,serviette
488,Handtuch::N,håndklæde,essuie-mains
489,Kraft::N,kraft,force
490,Stärke::N,styrke,vigueur
491,Gesundheit::N,sundhed,santé
492,Krankheit::N,sygdom,maladie
493,Schmerz::N,smerte,douleur
494,Wunde::N,sår,plaie
495,Wunde::N,sår,blessure
496,Fieber::N,feber,fièvre
497,Arznei::N,medicin,remède
498,Arznei::N,medicin,médecine
499,Arznei::N,lægemiddel,remède
500,Arznei::N,lægemiddel,médecine
501,Brücke::N,bro,pont
502,Brunnen::N,brønd,puits
503,Weide::N,græsgang,pâturage
504,Pfad::N,sti,sentier
505,Weg::N,vej,voie
506,Weg::N,vej,chemin
507,Straße::N,gade,route
508,Dorf::N,landsby,village
509,Stadt::N,by,cité
510,Stadt::N,by,ville
511,Brief::N,brev,lettre
512,Buch::N,bog,livre
513,Buchstabe::N,bogstav,lettre
514,Buchstabe::N,bogstav,caractère
515,Zeitung::N,avis,journal
516,Leben::N,liv,vie
517,Tod::N,død,mort
518,Grab::N,grav,tombe
519,Kirche::N,kirke,église
520,Sünde::N,synd,péché
521,Gott::N,gud,dieu
522,Arbeiter::N,arbejder,ouvrier
523,Arbeiter::N,arbejder,travailleur
524,Chef::N,chef,chef
525,Chef::N,chef,patron
526,Meister::N,mester,maître
527,Arzt::N,læge,médecin
528,Lehrer::N,lærer,professeur
529,Lehrer::N,lærer,instituteur
530,Geld::N,penge,argent
531,Geschäft::N,forretning,affaire
532,Geschäft::N,forretning,commerce
533,Laden::N,butik,magasin
534,Laden::N,butik,boutique
535,Laden::N,forretning,magasin
536,Laden::N,forretning,boutique
537,Preis::N,pris,prix
538,Ware::N,vare,marchandise
539,Nutzen::N,nytte,profit
540,Reichtum::N,rigdom,richesse
541,Welt::N,verden,monde
542,Land::N,land,pays
543,Staat::N,stat,État
544,König::N,konge,roi
545,Macht::N,magt,pouvoir
546,Macht::N,magt,puissance
547,Grenze::N,grænse,frontière
548,Krieg::N,krig,guerre
549,Feind::N,fjende,ennemi
550,Gewalt::N,vold,violence
551,Kampf::N,kamp,lutte
552,Kampf::N,kamp,combat
553,Bogen[Waffe]::N,bue,arc
554,Pfeil::N,pil,flèche
555,Gewehr::N,gevær,fusil
556,Fehler::N,fejl,faute
557,Fehler::N,fejl,erreur
558,Lüge::N,løgn,mensonge
559,Schaden::N,skade,dégât
560,Schaden::N,skade,dommage
561,Unglück::N,uheld,malheur
562,Unglück::N,ulykke,malheur
563,Schuld::N,skyld,faute
564,Schuld::N,skyld,culpabilité
565,Alter::N,alder,âge
566,Schluss::N,slut,fin
567,Schluss::N,slutning,fin
568,Zeit::N,tid,temps
569,Tag::N,dag,jour
570,Tag::N,dag,journée
571,Morgen::N,morgen,matin
572,Morgen::N,morgen,matinée
573,Mittag::N,middag,midi
574,Abend::N,aften,soir
575,Abend::N,aften,soirée
576,Nacht::N,nat,nuit
577,Woche::N,uge,semaine
578,Monat::N,måned,mois
579,Jahr::N,år,an
580,Jahr::N,år,année
581,Frühling::N,forår,printemps
582,Sommer::N,sommer,été
583,Herbst::N,efterår,automne
584,Winter::N,vinter,hiver
585,Januar::N,januar,janvier
586,Februar::N,februar,février
587,März::N,marts,mars
588,April::N,april,avril
589,Mai::N,maj,mai
590,Juni::N,juni,juin
591,Juli::N,juli,juillet
592,August::N,august,août
593,September::N,september,septembre
594,Oktober::N,oktober,octobre
595,November::N,november,novembre
596,Dezember::N,december,décembre
597,Montag::N,mandag,lundi
598,Dienstag::N,tirsdag,mardi
599,Mittwoch::N,onsdag,mercredi
600,Donnerstag::N,torsdag,jeudi
601,Freitag::N,fredag,vendredi
602,Samstag::N,lørdag,samedi
603,Sonntag::N,søndag,dimanche
604,groß::A,stor,grand
605,klein::A,lille,petit
606,lang::A,lang,long
607,kurz::A,kort,court
608,breit::A,bred,large
609,schmal::A,smal,étroit
610,dicht::A,tæt,dense
611,dick[Gegenstand]::A,tyk,épais
612,dünn::A,tynd,mince
613,fein::A,fin,fin
614,fein::A,fin,menu
615,fest::A,fast,ferme
616,fest::A,fast,solide
617,flach::A,flad,plat
618,glatt::A,glat,poli
619,glatt::A,glat,lisse
620,hart::A,hård,dur
621,weich::A,blød,mou
622,rund::A,rund,rond
623,spitz::A,spids,aigu
624,spitz::A,spids,pointu
625,scharf::A,skarp,tranchant
626,stumpf::A,sløv,mousse
627,stumpf::A,sløv,émoussé
628,stumpf::A,stump,mousse
629,stumpf::A,stump,émoussé
630,schwer::A,tung,lourd
631,schwer::A,tung,pesant
632,schön::A,skøn,beau
633,heiß::A,hed,chaud
634,heiß::A,hed,très chaud
635,warm::A,varm,chaud
636,kalt::A,kold,froid
637,kühl::A,kølig,frais
638,frisch::A,frisk,frais
639,feucht::A,fugtig,humide
640,nass::A,våd,mouillé
641,trocken::A,tør,sec
642,voll::A,fuld,plein
643,voll::A,fuld,rempli
644,leer::A,tom,vide
645,offen::A,åben,ouvert
646,geschlossen::A,lukket,clos
647,geschlossen::A,lukket,fermé
648,sauber::A,ren,net
649,sauber::A,ren,propre
650,schmutzig::A,snavset,sale
651,schmutzig::A,snavset,crasseux
652,roh::A,rå,cru
653,roh::A,rå,brut
654,reif::A,moden,mûr
655,lecker::A,lækker,délicieux
656,lecker::A,lækker,appétissant
657,süß::A,sød,doux
658,bitter::A,bitter,amer
659,sauer::A,sur,aigre
660,hell::A,lys,clair
661,dunkel::A,mørk,sombre
662,schwarz::A,sort,noir
663,weiß::A,hvid,blanc
664,rot::A,rød,rouge
665,gelb::A,gul,jaune
666,blau::A,blå,bleu
667,grün::A,grøn,vert
668,grau::A,grå,gris
669,bunt::A,broget,multicolore
670,billig::A,billig,bon marché
671,teuer::A,dyr,cher
672,wertvoll::A,værdifuld,précieux
673,blind::A,blind,aveugle
674,taub::A,døv,sourd
675,kräftig::A,kraftig,fort
676,kräftig::A,kraftig,vigoureux
677,stark::A,stærk,fort
678,stark::A,stærk,puissant
679,schwach::A,svag,faible
680,fett::A,fed,gras
681,schlank::A,slank,svelte
682,hübsch::A,køn,joli
683,böse::A,ond,mauvais
684,böse::A,slem,mauvais
685,dumm::A,dum,sot
686,dumm::A,dum,bête
687,faul::A,doven,fainéant
688,faul::A,doven,paresseux
689,fleißig::A,flittig,appliqué
690,geizig::A,gerrig,avare
691,klug::A,klog,intelligent
692,geschickt::A,dygtig,habile
693,geschickt::A,behændig,habile
694,lieb::A,rar,cher
695,lieb::A,rar,gentil
696,lustig::A,lystig,gai
697,lustig::A,lystig,joyeux
698,sanft::A,blid,doux
699,hungrig::A,sulten,affamé
700,krank::A,syg,malade
701,nackt::A,nøgen,nu
702,traurig::A,bedrøvet,triste
703,lebendig::A,levende,vivant
704,gut::A,god,bon
705,schlecht::A,dårlig,mauvais
706,richtig::A,rigtig,juste
707,richtig::A,rigtig,correct
708,schlimm::A,slem,grave
709,schlimm::A,slem,mauvais
710,wahr::A,sand,vrai
711,wahr::A,sand,véritable
712,alt::A,gammel,vieux
713,neu::A,ny,neuf
714,neu::A,ny,nouveau
715,ehemalig::A,forhenværende,ancien
716,alt[Lebewesen]::A,gammel,âgé
717,alt[Lebewesen]::A,gammel,vieux
718,jung::A,ung,jeune
719,arm::A,fattig,pauvre
720,reich::A,rig,riche
721,bekannt::A,kendt,connu
722,berühmt::A,berømt,fameux
723,berühmt::A,berømt,célèbre
724,fremd::A,fremmed,étranger
725,verschieden::A,forskellig,différent
726,nah::A,nær,lié
727,nah::A,nær,proche
728,fern::A,fjern,éloigné
729,fern::A,fjern,lointain
730,linker::A,venstre,gauche
731,rechter::A,højre,droit
732,anderer::A,anden,autre
733,erster::A,første,premier
734,zweiter::A,anden,second
735,zweiter::A,anden,deuxième
736,dritter::A,tredje,troisième
737,letzter::A,sidste,dernier
738,allein::ADV,alene,seul
739,auf einmal::ADV,på én gang,à la fois
740,zusammen::ADV,sammen,ensemble
741,lange::ADV,længe,longtemps
742,plötzlich::ADV,pludselig,tout à coup
743,sofort::ADV,straks,immédiatement
744,später::ADV,senere,plus tard
745,jetzt::ADV,nu,maintenant
746,heute::ADV,i dag,aujourd'hui
747,morgen::ADV,i morgen,demain
748,bald::ADV,snart,bientôt
749,dann::ADV,så,puis
750,dann::ADV,så,ensuite
751,gestern::ADV,i går,hier
752,einst::ADV,engang,jadis
753,einst::ADV,engang,autrefois
754,damals::ADV,dengang,alors
755,damals::ADV,dengang,à l'époque
756,danach::ADV,derefter,après
757,danach::ADV,derefter,ensuite
758,vorher::ADV,før,auparavant
759,vorher::ADV,forud,auparavant
760,zuerst::ADV,først,d'abord
761,zuerst::ADV,først,premièrement
762,einmal::ADV,en gang,une fois
763,manchmal::ADV,sommetider,parfois
764,manchmal::ADV,sommetider,quelquefois
765,oft::ADV,ofte,souvent
766,immer::ADV,altid,toujours
767,niemals::ADV,aldrig,ne ... jamais
768,hier::ADV,her,ici
769,hierhin::ADV,hid,par ici
770,hierhin::ADV,herhen,par ici
771,von hier::ADV,herfra,d'ici
772,dort::ADV,der,là
773,dort::ADV,der,là-bas
774,dorthin::ADV,derhen,y
775,dorthin::ADV,derhen,par là
776,geradeaus::ADV,lige ud,tout droit
777,vorwärts::ADV,fremad,en avant
778,rückwärts::ADV,baglæns,en arrière
779,zurück::ADV,tilbage,de retour
780,unten::ADV,nede,en bas
781,unten::ADV,nede,au-dessous
782,unten::ADV,forneden,en bas
783,unten::ADV,forneden,au-dessous
784,hinab::ADV,ned,en bas
785,hinab::ADV,ned,vers le bas
786,hinab::ADV,nedad,en bas
787,hinab::ADV,nedad,vers le bas
788,oben::ADV,oppe,dessus
789,oben::ADV,oppe,en haut
790,oben::ADV,ovenpå,dessus
791,oben::ADV,ovenpå,en haut
792,hinauf::ADV,op,en haut
793,hinauf::ADV,op,vers le haut
794,hinauf::ADV,opad,en haut
795,hinauf::ADV,opad,vers le haut
796,überall::ADV,overalt,partout
797,nicht::ADV,ikke,ne ... pas
798,ein wenig::ADV,lidt,un peu
799,kaum::ADV,knap,à peine
800,kaum::ADV,næppe,à peine
801,sehr::ADV,meget,très
802,so::ADV,så,si
803,so::ADV,så,ainsi
804,noch::ADV,endnu,encore
805,nur::ADV,kun,seulement
806,nur::ADV,kun,ne ... que
807,nur::ADV,bare,seulement
808,nur::ADV,bare,ne ... que
809,schon::ADV,alt,déjà
810,schon::ADV,allerede,déjà
811,wieder::ADV,igen,de nouveau
812,vergebens::ADV,forgæves,en vain
813,vor::PRP,foran,devant
814,vor::PRP,uden for,devant
815,hinter::PRP,bag,derrière
816,hinter::PRP,bagved,derrière
817,unter::PRP,under,sous
818,unter::PRP,under,au-dessous de
819,durch::PRP,gennem,par
820,durch::PRP,gennem,à travers
821,durch::PRP,igennem,par
822,durch::PRP,igennem,à travers
823,neben::PRP,ved siden af,à côté de
824,zwischen::PRP,mellem,entre
825,wegen::PRP,på grund af,à cause de
826,dies::PRN,dette,ceci
827,das::PRN,det,ce
828,das::PRN,det,cela
829,alles::PRN,alt,tout
830,ich::PRN,jeg,je
831,ich::PRN,jeg,moi
832,du::PRN,du,tu
833,du::PRN,du,toi
834,er::PRN,han,il
835,er::PRN,han,lui
836,wir::PRN,vi,nous
837,ihr::PRN,I,vous
838,sie::PRN,de,ils
839,sie::PRN,de,elles
840,was::FPRN,hvad,que
841,was::FPRN,hvad,quoi
842,wer::FPRN,hvem,qui
843,wo::FADV,hvor,où
844,wohin::FADV,hvorhen,où
845,wie::FADV,hvordan,comment
846,warum::FADV,hvorfor,pourquoi
847,wieviel::FNUM,hvor meget,combien
848,eins::NUM,én,un
849,zwei::NUM,to,deux
850,drei::NUM,tre,trois
851,vier::NUM,fire,quatre
852,fünf::NUM,fem,cinq
853,sechs::NUM,seks,six
854,sieben::NUM,syv,sept
855,acht::NUM,otte,huit
856,neun::NUM,ni,neuf
857,zehn::NUM,ti,dix
858,elf::NUM,elleve,onze
859,zwölf::NUM,tolv,douze
860,zwanzig::NUM,tyve,vingt
861,dreißig::NUM,tredive,trente
862,vierzig::NUM,fyrre,quarante
863,vierzig::NUM,fyrretyve,quarante
864,fünfzig::NUM,halvtreds,cinquante
865,sechzig::NUM,tres,soixante
866,siebzig::NUM,halvfjerds,soixante-dix
