,Concept_ID,sah,ce
81,Regen::N,самыыр,догӏа
82,Schnee::N,хаар,ло
83,Eis::N,муус,ша
84,Frost::N,тымныы,шело
85,Kälte::N,тымныы,шело
86,Hitze::N,куйаас,йовхо
87,Raureif::N,кырыа,йис
88,Regenbogen::N,кустук,стелаӏад
89,Donner::N,этиҥ,ткъес
90,Strömung::N,сүүрүк,дӏаэхар
91,Strömung::N,сүүрүк,дӏасалелар
92,Tropfen::N,таммах,тӏадам
93,Tropfen::N,хааппыла,тӏадам
94,Schaum::N,күүгэн,чопа
95,Schmutz::N,кир,хатт
96,See::N,күөл,ӏам
97,Sumpf::N,бадараан,уьшал
98,Moor::N,дьэбэрэ,уьшал
99,Wiese::N,ходуһа,бай
100,Wald::N,ойуур,хьун
101,Hügel::N,булгунньах,гу
102,Hügel::N,булгунньах,шу
103,Hügel::N,булгунньах,барз
104,Anhöhe::N,үрдэл,акъари
105,Berg::N,хайа,лам
106,Gipfel::N,чыпчаал,бохь
107,Höhle::N,хайа_хаспаҕа,хьех
108,Höhle::N,көҥүс,хьех
109,Abhang::N,эниэ,басе
110,Quelle::N,дьүүктэ,шовда
111,Bach::N,үрүйэ,татол
112,Fluss::N,өрүс,хи
113,Ufer::N,биэрэк,хийист
114,Küste::N,кытыл,йист
115,Festland::N,кураанах сир,латта
116,Meer::N,муора,xӏорд
117,Bucht::N,хомо,чож
118,Bucht::N,бухта,чож
119,Insel::N,арыы,гӏайре
120,Blume::N,сибэкки,зезаг
121,Gras::N,от,буц
122,Wurzel::N,силис,орам
123,Baum::N,мас,дитт
124,Stamm::N,умнас,гӏад
125,Stamm::N,умнас,тайпа
126,Rinde::N,хатырык,кевстиг
127,Ast::N,мутук,га
128,Zweig::N,лабаа,га
129,Blatt::N,сэбирдэх,гӏа
130,Birke::N,хатыҥ,дакх
131,Kiefer[Baum]::N,бэс,бага
132,Weide[Baum]::N,үөт,дак
133,Weide[Baum]::N,талах,дак
134,Tanne::N,харыйа,база
135,Horn::N,муос,маӏа
136,Feder::N,куорсун,пелаг
137,Fell::N,тирии,цӏока
138,Flügel::N,кынат,тӏам
139,Klaue::N,тыҥырах,мӏара
140,Kralle::N,баппаҕай,тlод
141,Schwanz::N,кутурук,цӏога
142,Ei::N,сымыыт,xӏoa
143,Nest::N,уйа,бен
144,Bau::N,хороон,lуьрг
145,Tier::N,кыыл,дийнат
146,Tier::N,харамай,дийнат
147,Herde::N,үөр,жа
148,Kuh::N,ынах,етт
149,Bulle::N,оҕус,сту
150,Pferd::N,сылгы,говр
151,Schaf::N,овца,жий
152,Schaf::N,овца,уьстагӏ
153,Schwein::N,сибиинньэ,хьакха
154,Hund::N,ыт,жӏаьла
155,Katze::N,куоска,цициг
156,Bär::N,эһэ,ча
157,Eichhörnchen::N,тииҥ,тарсал
158,Elch::N,тайах,сай
159,Fuchs::N,саһыл,цхьогал
160,Hase::N,куобах,пхьагал
161,Maus::N,кутуйах,дахка
162,Wolf::N,бөрө,борз
163,Vogel::N,көтөр,олхазар
164,Schwarm::N,бөлөх,
165,Huhn::N,куурусса,котам
166,Hahn::N,бөтүүк,нӏаьна
167,Hahn::N,бөтүүк,боргӏал
168,Gans::N,хаас,гӏаз
169,Adler::N,хотой,aьрзу
170,Ente::N,кус,бад
171,Eule::N,мэкчиргэ,бухӏа
172,Kranich::N,туруйа,гӏаргӏули
173,Krähe::N,тураах,къиг
174,Kuckuck::N,кэҕэ,aттйокх
175,Schwan::N,куба,гӏургӏаз
176,Fisch::N,балык,чӏара
177,Barsch::N,алыһар,окунь
178,Hecht::N,сордон,гӏазкхийн чӏара
179,Schlange[Tier]::N,моҕой,лаьхьа
180,Schlange[Tier]::N,эриэн үөн,лаьхьа
181,Wurm::N,үөн,нӏаьна
182,Spinne::N,ооҕуй,гезг
183,Ameise::N,кымырдаҕас,зингат
184,Laus::N,быт,меза
185,Laus::N,быт,гӏениг
186,Mücke::N,кумаар,чуьрк
187,Fliege::N,сахсырҕа,моза
188,Schmetterling::N,лыах,полла
189,Schmetterling::N,үрүмэччи,полла
190,Beere::N,отон,цӏазам
191,Apfel::N,яблоко,ӏаж
192,Pilz::N,тэллэй,жӏаьлин нускал
193,Zwiebel::N,луук,xох
194,Saat::N,сиэмэ,чlу
195,Korn::N,сиэмэ,буьртиг
196,Heu::N,от,йол
197,Schale::N,хах,пардо
198,Grube::N,дьаама,ор
199,Falle::N,сохсо,кӏело
200,Schlinge::N,уктаа,
201,Spur::N,суол,лар
202,Asche::N,күл,чим
203,Dreck::N,бадараан,мода
204,Eisen::N,тимир,эчиг
205,Gold::N,көмүс,деши
206,Gold::N,кыһыл көмүс,деши
207,Silber::N,көмүс,дети
208,Silber::N,үрүҥ көмүс,дети
209,Kohle::N,чох,кӏора
210,Glas::N,өстүөкүлэ,aнгали
211,Lehm::N,туой,поппар
212,Sand::N,кумах,гӏум
213,Mensch::N,киһи,адам
214,Mann::N,эр,майра
215,Frau::N,дьахтар,зуда
216,Kind::N,оҕо,бер
217,Junge::N,уол,жимха
218,Mädchen::N,кыыс оҕо,жима йоӏ
219,Familie::N,кэргэн,доьзал
220,Großvater::N,эһэ,ненада
221,Großmutter::N,эбэ,денана
222,Eltern::N,аҕа-ийэ,да-нана
223,Vater::N,аҕа,да
224,Mutter::N,ийэ,нана
225,Sohn::N,уол,кӏант
226,Tochter::N,кыыс,йоӏ
227,Bruder::N,убай,ваша
228,Bruder::N,быраат,ваша
229,Schwester::N,аҕас,йиша
230,Schwester::N,балыс,йиша
231,Onkel::N,таай,деваша
232,Onkel::N,абаҕа,деваша
233,Tante::N,эдьиий,дейиша
234,Ehemann::N,эр,майра
235,Ehefrau::N,ойох,зуда
236,Freude::N,үөрүү,самукъа
237,Freude::N,үөрүү,хазахетар
238,Gelächter::N,күлүү,белам
239,Glück::N,дьол,ирс
240,Glück::N,соргу,ирс
241,Kummer::N,кутурҕан,бала
242,Wunsch::N,баҕарыы,лаам
243,Lust::N,баҕа,лаам
244,Geist::N,тыын,са
245,Gedanke::N,санаа,ойла
246,Gedächtnis::N,өй,диццадалар
247,Verstand::N,өй,хьекъал
248,Sinn::N,суолта,маьӏна
249,Grund::N,төрүөт,бахьана
250,Wahrheit::N,кырдьык,бакъдерг
251,Gespräch::N,бэсиэдэ,къамел
252,Gespräch::N,кэпсэтии,къамел
253,Märchen::N,остуоруйа,туьйра
254,Erzählung::N,кэпсээн,дийцар
255,Nachricht::N,биллэриллии,хаам
256,Neuigkeit::N,сонун,керланиг
257,Name::N,аат,цӏе
258,Rätsel::N,таабырын,хӏетал-метал
259,Rede::N,этии,къамел
260,Sprache::N,тыл,мотт
261,Stimme::N,куолас,aз
262,Wort::N,тыл,дош
263,Zeichen::N,бэлиэ,билгало
264,Ruf::N,ыҥырыы,кхайкхар
265,Lärm::N,айдаан,гӏовгӏа
266,Laut::N,тыас,аз
267,Ton::N,дорҕоон,aз
268,Lied::N,ырыа,илли
269,Ruhe::N,уу чуумпу,тийналла
270,Leute::N,дьон,нах
271,Volk::N,дьон,халкъ
272,Volk::N,норуот,халкъ
273,Arbeit::N,үлэ,болх
274,Gast::N,ыалдьыт,хьаша
275,Geschenk::N,бэлэх,совгӏат
276,Spiel::N,оонньуу,ловзар
277,Gesellschaft::N,общество,юкъаралла
278,Hilfe::N,көмө,гӏо
279,Freund::N,доҕор,доттагl
280,Kamerad::N,атас,накъост
281,Angelegenheit::N,дьыала,гӏуллакх
282,Anzahl::N,ахсаан,терахь
283,Art::N,биис,
284,Stück::N,кырбас,юьхк
285,Teil::N,ирээт,дакъа
286,Hälfte::N,аҥар,ах
287,Kreis::N,төгүрүк,го
288,Kreis::N,төгүрүмтэ,го
289,Kreuz::N,кириэс,жӏара
290,Linie::N,сурааһын,сиз
291,Strich::N,сурааһын,сиз
292,Abstand::N,арыт,юкъ
293,Entfernung::N,ыраах,
294,Gegend::N,сир,мeттиг
295,Platz::N,арыт,майда
296,Ort::N,сир,меттиг
297,Seite::N,өрүт,aгӏo
298,Seite::N,сирэй,aгӏo
299,Mitte::N,орто,юкъ
300,Gegenstand::N,предмет,хӏума
301,Sache::N,мал,хӏума
302,Rand::N,кытыы,йист
303,Rand::N,ойоҕос,йист
304,Kante::N,кырыы,йист
305,Ecke::N,муннук,са
306,Spitze::N,чыпчаал,ралла
307,Ende::N,төбө,юьхьиг
308,Loch::N,тэһэҕэс,ӏуьрг
309,Loch::N,дьөлөҕөс,ӏуьрг
310,Winkel::N,муннук,са
311,Muster::N,оһуор,дагар
312,Muster::N,оһуор,тӏамар
313,Größe::N,кээмэй,барам
314,Länge::N,уста,йохалла
315,Höhe::N,үрдүк,локхалла
316,Gewicht::N,ыйааһын,йозалла
317,Menge::N,ахсаан,дукхалла
318,Haufen::N,чөмчөх,сал
319,Haufen::N,чөмчөх,оьла
320,Reihe::N,кэккэ,рагӏ
321,Reihe::N,кэккэ,могӏа
322,Boot::N,оҥочо,кема
323,Ruder::N,эрдии,пийсиг
324,Schlitten::N,сыарҕа,салаз
325,Ski::N,хайыһар,когсалаз
326,Lagerfeuer::N,кутаа,цӏе
327,Last::N,ыарахан,дукъ
328,Gang::N,хаамыы,лелар
329,Schritt::N,хардыы,гӏулч
330,Norden::N,хоту,къилбаседе
331,Süden::N,соҕуруу,къилбе
332,Westen::N,арҕаа,малхбузе
333,Osten::N,илин,малхбале
334,Holz::N,мас,дечиг
335,Brett::N,дуоска,у
336,Brett::N,хаптаһын,у
337,Platte::N,билиитэ,у
338,Stütze::N,тулааһын,гӏopтоp
339,Stange::N,ураҕас,гӏуркх
340,Stock::N,мас,ӏаса
341,Stock::N,баалкы,ӏаса
342,Stab::N,ураҕас,гӏаж
343,Rohr::N,турба,биргӏа
344,Haus::N,дьиэ,цӏа
345,Heim::N,дьиэ,кхерч
346,Ofen::N,оһох,кхерч
347,Fußboden::N,муоста,цӏенкъа
348,Tisch::N,остуол,шун
349,Stuhl::N,устуул,гӏант
350,Wiege::N,биһик,ага
351,Bett::N,кырабаат,маьнга
352,Regal::N,долбуур,терхи
353,Kiste::N,дьааһык,яьшка
354,Fenster::N,түннүк,кор
355,Tür::N,аан,неӏ
356,Tor::N,аан,ков
357,Zaun::N,соппулуот,керт
358,Dach::N,кырыыса,тхов
359,Leiter::N,кирилиэс,лами
360,Besen::N,миинньик,нуй
361,Spaten::N,күрдьэх,бел
362,Schaufel::N,күрдьэх,аьшкал
363,Gabel::N,биилкэ,мӏара
364,Löffel::N,луоска,ӏайг
365,Messer::N,быһах,урс
366,Nagel::N,тоһоҕо,хьостам
367,Netz::N,илим,бой
368,Haken::N,көхө,мӏара
369,Griff::N,ук,
370,Griff::N,тутаах,
371,Schloss::N,күлүүс,чӏега
372,Bild::N,хартыына,сурт
373,Figur::N,фигура,
374,Puppe::N,куукула,тайниг
375,Beutel::N,мөһөөччук,гали
376,Bündel::N,баайыы,кочар
377,Tasche::N,суумка,тӏоьрмиг
378,Eimer::N,биэдэрэ,чийлик
379,Deckel::N,хаппах,негӏар
380,Geschirr::N,иһит,пхьегӏа
381,Sack::N,куул,гали
382,Tasse::N,сэлиэнэй,кад
383,Topf::N,көстүрүүҥкэ,яй
384,Kessel::N,хочуол,яй
385,Essen::N,аһылык,юург
386,Nahrung::N,ас,кхача
387,Speise::N,аһылык,юург
388,Fleisch::N,эт,жижиг
389,Getreide::N,злактар,буьртиг
390,Brei::N,хааһы,xудар
391,Brot::N,килиэп,бепиг
392,Brot::N,килиэп,кхаллар
393,Scheibe::N,куһуок,цастар
394,Fett::N,сыа,мохь
395,Butter::N,арыы,налха
396,Öl::N,арыы,даьтта
397,Salz::N,туус,туьха
398,Suppe::N,мин,чорпа
399,Honig::N,мүөт,моз
400,Milch::N,үүт,шура
401,Tee::N,чэй,чай
402,Leder::N,тирии,цӏока
403,Wolle::N,түү,тӏapгӏa
404,Stoff::N,таҥас,кӏади
405,Nadel::N,иннэ,маха
406,Faden::N,сап,тай
407,Knopf::N,тимэх,нуьйда
408,Knoten::N,түмүк,шад
409,Farbe::N,кырааска,сир
410,Farbe::N,кырааска,басар
411,Kleidung::N,таҥас,бедар
412,Hemd::N,ырбаахы,коч
413,Kragen::N,саҕа,кач
414,Ärmel::N,сиэх,пхьош
415,Hose::N,ыстаан,хеча
416,Hose::N,бүрүүкэ,хеча
417,Gürtel::N,кур,доьхка
418,Mütze::N,бэргэһэ,куй
419,Schuh::N,бачыыҥка,мача
420,Stiefel::N,саппыкы,этка
421,Ring::N,биһилэх,чӏуг
422,Band::N,лиэнтэ,лента
423,Kamm::N,тараах,ехк
424,Spiegel::N,сиэркилэ,куьзга
425,Riemen::N,кур,доьхка
426,Schnur::N,быа,муш
427,Leine::N,тэһиин,кочатосу доьхка
428,Decke::N,суорҕан,юргӏа
429,Kissen::N,сыттык,гIайба
430,Tuch::N,былаат,исхар
431,Handtuch::N,соттор,гата
432,Kraft::N,сыра,гӏора
433,Stärke::N,күүс,гӏап
434,Gesundheit::N,доруобуйа,могашалла
435,Krankheit::N,ыарыы,цамгар
436,Schmerz::N,ыарыы,лазар
437,Wunde::N,баас,чов
438,Fieber::N,түрүлгэн,xорша
439,Fieber::N,лихорадка,xорша
440,Fieber::N,температура,xорша
441,Arznei::N,эмп,молха
442,Brücke::N,күргэ,тӏай
443,Brunnen::N,холуодьас,гӏу
444,Weide::N,мэччирэҥ,дак
445,Pfad::N,ыллык,тача
446,Weg::N,суол,некъ
447,Straße::N,суол,урам
448,Dorf::N,дэриэбинэ,юрт
449,Stadt::N,куорат,гӏала
450,Brief::N,сурук,кехат
451,Buch::N,кинигэ,жайна
452,Buchstabe::N,буква,элп
453,Zeitung::N,хаһыат,газет
454,Leben::N,тыын,дахар
455,Tod::N,өлүү,далар
456,Tod::N,өлүү,ӏожалла
457,Grab::N,иин,каш
458,Kirche::N,таҥара дьиэтэ,килс
459,Sünde::N,айыы,къа
460,Gott::N,тангара,дела
461,Arbeiter::N,үлэһит,белхало
462,Chef::N,баһылык,хьаькам
463,Chef::N,начальник,хьаькам
464,Meister::N,уус,говзанча
465,Meister::N,маастар,говзанча
466,Arzt::N,врач,лор
467,Lehrer::N,учуутал,хьехархо
468,Geld::N,харчы,aхча
469,Geschäft::N,идэ,туька
470,Laden::N,маҕаһыын,туька
471,Preis::N,сыана,мах
472,Ware::N,табаар,хlума
473,Nutzen::N,туһа,пайда
474,Reichtum::N,баай,хьал
475,Welt::N,аан дойду,дуьне
476,Land::N,дойду,мохк
477,Staat::N,государство,пачхьалкх
478,König::N,король,паччахь
479,Macht::N,былаас,ӏедал
480,Grenze::N,кыраныысса,доза
481,Krieg::N,сэрии,тӏом
482,Feind::N,өстөөх,мостагӏ
483,Gewalt::N,күүһүлээһин,гӏело
484,Kampf::N,охсуһуу,къийсам
485,Bogen[Waffe]::N,ох,
486,Pfeil::N,ох,пха
487,Gewehr::N,саа,топ
488,Fehler::N,сыыһа,гӏалат
489,Lüge::N,сымыйа,аьшпаш
490,Schaden::N,хоромньу,зен
491,Unglück::N,алдьархай,бала
492,Schuld::N,буруй,бехк
493,Alter::N,саас,хан
494,Schluss::N,тиһэх,чакхе
495,Zeit::N,бириэмэ,хан
496,Tag::N,күн,де
497,Morgen::N,сарсыарда,ӏуьйре
498,Mittag::N,күн ортото,делкъе
499,Abend::N,киэһэ,суьйре
500,Nacht::N,түүн,буьйса
501,Woche::N,нэдиэлэ,кӏира
502,Monat::N,ый,бутт
503,Jahr::N,сыл,шо
504,Jahr::N,дьыл,шо
505,Frühling::N,саас,бӏаьсте
506,Sommer::N,сайын,аьхке
507,Herbst::N,күһүн,гуьйре
508,Winter::N,кыһын,ӏа
509,Januar::N,тохсунньу,январь
510,Februar::N,олунньу,февраль
511,März::N,кулун тутар,март
512,April::N,муус устар ый,апрель
513,Mai::N,ыам ыйа,май
514,Juni::N,бэс ыйа,июнь
515,Juli::N,от ыйа,июль
516,August::N,атырдьах ыйа,август
517,September::N,балаҕан ыйа,сентябрь
518,Oktober::N,алтынньы,октябрь
519,November::N,сэтинньи,ноябрь
520,Dezember::N,ахсынньы,декабрь
521,Montag::N,бэнидиэнньик,оршот
522,Dienstag::N,оптуорунньук,шинара
523,Mittwoch::N,сэрэдэ,кхаара
524,Donnerstag::N,чэппиэр,еара
525,Freitag::N,бээтинсэ,пӏераска
526,Samstag::N,субуота,шот
527,Sonntag::N,баскыһыанньа,кӏиранде
528,groß::A,бөдөҥ,доккха
529,groß::A,улахан,доккха
530,klein::A,кыр,кегий
531,lang::A,уһун,еха
532,kurz::A,кылгас,доца
533,breit::A,кэтит,шуьйра
534,schmal::A,кыараҕас,готта
535,dicht::A,хойуу,луьста
536,dick[Gegenstand]::A,суон,стомма
537,dick[Gegenstand]::A,хойуу,стомма
538,dünn::A,чараас,дуткъа
539,fein::A,бытархай,ховха
540,fein::A,синньигес,ховха
541,fest::A,бөҕө,чӏогӏа
542,fest::A,кытаанах,чӏогӏа
543,flach::A,хаптаҕай,чӏапа
544,glatt::A,кылааккай,шера
545,hart::A,хатан,чӏогӏa
546,hart::A,кытаанах,чӏогӏa
547,weich::A,сымнаҕас,кӏеда
548,rund::A,төгүрүк,горга
549,spitz::A,сытыы,ира
550,spitz::A,уһуктаах,ира
551,scharf::A,сытыы,ира
552,stumpf::A,сыппах,аьртa
553,schwer::A,ыарахан,деза
554,schön::A,кыраһыабай,хаза
555,heiß::A,итии,довха
556,warm::A,ичигэс,довха
557,kalt::A,тымныы,шийла
558,kühl::A,сөрүүн,шийла
559,frisch::A,ыраас,керла
560,frisch::A,сөрүүн,керла
561,frisch::A,тымныы,керла
562,feucht::A,сииктээх,тӏуьна
563,nass::A,инчэҕэй,тӏеда
564,trocken::A,кураан,eкъа
565,voll::A,толору,дуьзна
566,leer::A,иччитэх,яьсса
567,offen::A,аһаҕас,диллина
568,geschlossen::A,бүтэй,дӏакъевлина
569,geschlossen::A,бүтэй,дӏачӏагӏдина
570,sauber::A,сэбэр,цӏена
571,schmutzig::A,кирдээх,боьха
572,roh::A,сиикэй,буьйда
573,reif::A,буспут,хилла
574,reif::A,сиппит-хоппут,хилла
575,lecker::A,минньигэс,чоме
576,süß::A,минньигэс,мерза
577,bitter::A,аһыы,къаьхьа
578,sauer::A,аһыы,муьста
579,hell::A,сырдык,сирла
580,dunkel::A,хараҥа,бодане
581,schwarz::A,хара,ӏаьржа
582,weiß::A,үрүҥ,кӏайн
583,weiß::A,маҥан,кӏайн
584,rot::A,кыһыл,цӏен
585,gelb::A,саһархай,можа
586,blau::A,күөх,сийна
587,grün::A,күөх,баьццара
588,grün::A,от күөҕэ,баьццара
589,grau::A,сиэрэй,cира
590,grau::A,сиэрэй,мокха
591,bunt::A,эриэн,къорза
592,billig::A,чэпчэки,дораха
593,teuer::A,сыаналаах,деза
594,wertvoll::A,сыаналаах,мехала
595,blind::A,хараҕа суох,бӏаьрзе
596,taub::A,дьүлэй,къора
597,kräftig::A,модун,нуьцкъала
598,stark::A,күүстээх,зоьртала
599,stark::A,күүстээх,нуьцкъала
600,schwach::A,мөлтөх,гӏорасиза
601,fett::A,эмис,дерстана
602,schlank::A,дьылҕан,куц долу
603,schlank::A,дьыпсаҕай,куц долу
604,hübsch::A,олус кэрэ,хаза
605,hübsch::A,көрүөхтэн үчүгэй,хаза
606,böse::A,өһүөннээх,вон
607,dumm::A,акаары,сонта
608,faul::A,нэс,мало ен
609,fleißig::A,кыһамньылаах,тӏера
610,geizig::A,иҥсэлээх,пис
611,geizig::A,иҥсэлээх,сутара
612,klug::A,өйдөөх,хьекъале
613,geschickt::A,наһаа дьоҕурдаах,тӏахъаьлла
614,lieb::A,тапталлаах,хьоме
615,lustig::A,көрдөөх,самукъане
616,sanft::A,намчы,кlеда
617,sanft::A,сымнаҕас,кlеда
618,hungrig::A,аччык,меца
619,krank::A,ыалдьар,цомгуш долу
620,nackt::A,сыгынньах,дерзана
621,traurig::A,санаарҕабыллаах,самукъане воцу
622,lebendig::A,тыыннаах,дийна
623,gut::A,үтүө,дика
624,gut::A,үчүгэй,дика
625,schlecht::A,куһаҕан,вон
626,richtig::A,сөп,нийса
627,schlimm::A,сидьиҥ,вон
628,schlimm::A,быдьар,вон
629,wahr::A,кырдьык,бакъдолу
630,alt::A,былыргы,къена
631,neu::A,саҥа,керла
632,ehemalig::A,урукку,хилла
633,alt[Lebewesen]::A,кырдьаҕас,къена
634,jung::A,эдэр,къона
635,arm::A,дьадаҥы,къен
636,reich::A,баай,хьоле
637,bekannt::A,билэр,девзаш долу
638,berühmt::A,аатырбыт,цӏеяхана
639,fremd::A,атын,нехан
640,verschieden::A,араас,тайп-тайпанара
641,nah::A,чугас,гергара
642,fern::A,ыраах,гена
643,fern::A,ыраах,генара
644,linker::A,хаҥас,аьрру
645,rechter::A,уҥа,аьтту
646,anderer::A,атын,кхин
647,erster::A,маҥнайгы,хьалхара
648,zweiter::A,иккис,шолгIа
649,dritter::A,үһүс,кхоалгӏа
650,letzter::A,тиһэх,тӏаьххьара
651,allein::ADV,соҕотох,цхьаъ
652,auf einmal::ADV,биирдэ,цу сохьтта
653,zusammen::ADV,холбуу,цхьана
654,lange::ADV,уһуннук,дукха
655,plötzlich::ADV,эмискэ,цIеххьана
656,sofort::ADV,тута,цу сохьтта
657,später::ADV,хойут,тӏаьхьо
658,jetzt::ADV,билигин,хӏинца
659,heute::ADV,бүгүн,тахана
660,morgen::ADV,сарсын,кхана
661,bald::ADV,өтөр,кеста
662,dann::ADV,кэнна,тӏаккха
663,gestern::ADV,бэҕэһээ,селхана
664,einst::ADV,биир төгүл,цкъа
665,einst::ADV,арай биирдэ,цкъа
666,damals::ADV,оччоҕо,хӏетахьь
667,danach::ADV,аары,тӏаккха
668,danach::ADV,ол кэнниттэн,тӏаккха
669,vorher::ADV,урут,хьалхa
670,zuerst::ADV,маҥнай,хьалха
671,einmal::ADV,биирдэ,цкъа
672,manchmal::ADV,арыт,цкъаццкъа
673,oft::ADV,чаастатык,кест-кеста
674,immer::ADV,мэлдьи,даим
675,niemals::ADV,хаһан да,цкъа а
676,hier::ADV,маныаха,кхузахь
677,hierhin::ADV,бэттэх,кхуза
678,von hier::ADV,мантан,кхузара
679,dort::ADV,онно,цигахь
680,dorthin::ADV,онно,цига
681,geradeaus::ADV,быһа,нийса дӏа
682,geradeaus::ADV,быһаччы,нийса дӏа
683,vorwärts::ADV,инники,хьалха
684,rückwärts::ADV,төттөру,юха
685,zurück::ADV,төттөрү,юха
686,unten::ADV,аллара,лахахь
687,hinab::ADV,аллара,охьа
688,oben::ADV,үөһэ,лакхахь
689,hinauf::ADV,өрө,хьала
690,hinauf::ADV,үөһэ,хьала
691,überall::ADV,бэйдиэ,массанхьа
692,nicht::ADV,буолбатах,ца
693,ein wenig::ADV,кыратык,кӏеззиг
694,kaum::ADV,нэһиилэ,халла
695,sehr::ADV,бэрт,вуно
696,sehr::ADV,наһаа,вуно
697,so::ADV,оччо,
698,so::ADV,оннук,
699,noch::ADV,өссө,кхин
700,nur::ADV,эрэ,бен ...ца
701,nur::ADV,сыччах,бен ...ца
702,schon::ADV,бэлиэр,хӏинцале
703,wieder::ADV,эмиэ,юха а
704,vergebens::ADV,таак,эрна
705,vor::PRP,иннигэр,хьалха
706,hinter::PRP,кэлин,тӏехьа
707,unter::PRP,-ҕа,кIелахь
708,unter::PRP,оһох түгэҕэ,кIелахь
709,durch::PRP,курдары,чекх
710,neben::PRP,аттыгар,юххе
711,zwischen::PRP,ыккардынан,юккъехь
712,wegen::PRP,уҥуортан,дуьхьа
713,dies::PRN,ити,и
714,dies::PRN,ити,иза
715,dies::PRN,бу,и
716,dies::PRN,бу,иза
717,das::PRN,били,и
718,das::PRN,били,иза
719,alles::PRN,барыта,дерриг
720,ich::PRN,мин,cо
721,du::PRN,эн,хьо
722,er::PRN,кнни,и
723,er::PRN,кнни,иза
724,wir::PRN,биһиги,тхо
725,wir::PRN,биһиги,вай
726,ihr::PRN,эһиги,шу
727,sie::PRN,кинилэр,уьш
728,was::FPRN,туох,хӏун
729,wer::FPRN,ким,мила
730,wo::FADV,ханна,мичaхь
731,wohin::FADV,ханна,мича
732,wie::FADV,хайдах,муха
733,warum::FADV,тоҕо,хӏунда
734,wieviel::FNUM,төһө,мел
735,wieviel::FNUM,төһө,маса
736,eins::NUM,биир,цхьаъ
737,zwei::NUM,икки,шиъ
738,drei::NUM,үс,кхоъ
739,vier::NUM,түөрт,диъ
740,fünf::NUM,биэс,пхиъ
741,sechs::NUM,алта,ялх
742,sieben::NUM,сэттэ,ворхӏ
743,acht::NUM,аҕыс,бархӏ
744,neun::NUM,тоҕус,исс
745,zehn::NUM,уон,итт
746,elf::NUM,уон биир,цхьайтта
747,zwölf::NUM,уон икки,шийтта
