,Concept_ID,te,kn
45,Herz::N,హృదయము,ಹೃದಯ
46,Magen::N,కడుపు,ಉದರ
47,Leber::N,కాలేయము,ಯಕೃತ್ತು
48,Atem::N,ఉపిరి,ಉಸಿರು
49,Hunger::N,ఆకలి,ಹಸಿವು
50,Träne::N,కన్నీటిచుక్క,ಕಣ್ಣೀರು
51,Geschmack::N,రుచి,ರುಚಿ
52,Geruch::N,వాసన,ವಾಸನೆ
53,Schlaf::N,నిద్ర,ನಿದ್ರೆ
54,Traum::N,కల,ಕನಸು
55,Himmel::N,ఆకాశము,ಬಾನು
56,Sonne::N,సూర్యుడు,ಸೂರ್ಯ
57,Mond::N,చంద్రుడు,ಚಂದ್ರ
58,Stern::N,నక్షత్రము,ಚುಕ್ಕಿ
59,Luft::N,గాలి,ವಾಯು
60,Wind::N,వీచుచున్నగాలి,ಗಾಳಿ
61,Welle::N,అల,ಅಲೆ
62,Wasser::N,నీరు,ನೀರು
63,Stein::N,ఱాయి,ಕಲ್ಲು
64,Boden::N,నేల,ನೆಲ
65,Erde::N,మన్ను,ಭೂಮಿ
66,Staub::N,దుమ్ము,ದೂಳು
67,Rauch::N,పొగ,ಹೊಗೆ
68,Funke::N,అగ్నికణము,ಕಿಡಿ
69,Feuer::N,అగ్ని,ಬೆಂಕಿ
70,Licht::N,కాంతి,ಬೆಳಕು
71,Schatten::N,నీడ,ನೆರಳು
72,Wetter::N,వాతావరణ స్థితి,ಹವ
73,Nebel::N,పొగమంచు,ಮಂಜು
74,Wolke::N,మేఘము,ಮೋಡ
75,Regen::N,వాన,ಮಳೆ
76,Schnee::N,హిమము,ಹಿಮ
77,Eis::N,మంచుగడ్డ,ಮಂಜುಗಡ್ಡೆ
78,Frost::N,పేరిన మంచు,ಮಂಜು
79,Kälte::N,చలి,ಹಿಮ
80,Hitze::N,వేడిమి,ಉಷ್ಣ
81,Raureif::N,మంచు,ಇಬ್ಬನಿ
82,Regenbogen::N,ఇంద్రధనుస్సు,ಇಂದ್ರಚಾಪ
83,Donner::N,ఉరుము,ಗುಡುಗು
84,Strömung::N,ప్రవాహము,ಪ್ರವಾಹ
85,Tropfen::N,చుక్క,ತೊಟ್ಟು
86,Schaum::N,నురుగు,ನೊರೆ
87,Schmutz::N,మైల,ಕಸ
88,See::N,సరస్సు,ಸರೋವರ
89,Sumpf::N,చిత్తడినేల,ಜೌಗುಸ್ಥಳ
90,Moor::N,చిత్తడినేల,ಬಂಜರು ಭೂಮಿ
91,Wiese::N,పచ్చిక బయలు,ಹುಲ್ಲುಗಾವಲು
92,Wald::N,అడవి,ಕಾಡು
93,Hügel::N,చివ్నకొండ,ಗುಡ್ಡೆ
94,Anhöhe::N,కొండ,ದಿಬ್ಬ
95,Berg::N,పర్వతము,ಮಲೆ
96,Berg::N,పర్వతము,ಪರ್ವತ
97,Gipfel::N,శిఖరము,ಶೃಂಗ
98,Höhle::N,గుహ,ಗುಹೆ
99,Abhang::N,ఏటవాలు,ಇಳಿಜಾರು
100,Quelle::N,మూలము,ಮೂಲ
101,Bach::N,కాలువ,ತೊರೆ
102,Fluss::N,నది,ನದಿ
103,Ufer::N,తీరము,ತೀರ
104,Küste::N,తీరము,ದಂಡೆ
105,Festland::N,భూమి,ಭೂಮಿ
106,Meer::N,సముద్రము,ಕಡಲು
107,Bucht::N,మరుగు,ಖಾರಿ
108,Insel::N,దీవి,ದ್ವೀಪ
109,Blume::N,పుష్పము,ಸುಮ
110,Gras::N,పచ్చగడ్డి,ಹುಲ್ಲು
111,Wurzel::N,వేరు,ಬೇರು
112,Baum::N,చెట్టు,ಮರ
113,Stamm::N,చెట్టుబోదె,ಕಾಂಡ
114,Rinde::N,చెట్టుపట్ట,ತೂಗಟಿ
115,Ast::N,కొమ్మ,ಶಾಖೆ
116,Zweig::N,చివుకు,ರೆಂಬೆ
117,Blatt::N,ఆకు,ಎಲೆ
118,Birke::N,తరహా చెట్టు,ಬರ್ಚ್ ಮರ
119,Kiefer[Baum]::N,దేవదారు చెట్టు,ದೇವದಾರು ಮರ
120,Weide[Baum]::N,జాతిచెట్టు,ವಿಲೋಮರ
121,Tanne::N,దేవదారుచెట్టు,ಭದ್ರದಾರು
122,Horn::N,కొమ్ము,ಕೊಂಬು
123,Feder::N,ఈక,ಪುಕ್ಕ
124,Fell::N,తోలు,ರೋಮ
125,Flügel::N,ఱెక్క,ರೆಕ್ಕೆ
126,Klaue::N,వంకరగోరు,ಪಂಜ
127,Kralle::N,వంకరగోరు,ಉಗುರು
128,Schwanz::N,తోక,ಬಾಲ
129,Ei::N,గ్రుడ్డు,ಮೊಟ್ಟೆ
130,Nest::N,పక్షిగూడు,ಗೂಡು
131,Bau::N,గుహ,ಅಡಗುದಾಣ
132,Tier::N,జంతువు,ಪ್ರಾಣಿ
133,Herde::N,మంద,ಗುಂಪು
134,Kuh::N,ఆవు,ಹಸು
135,Bulle::N,గిత్త,ಗೂಳಿ
136,Pferd::N,గుఱ్ఱము,ಕುದುರೆ
137,Schaf::N,గొఱ్ఱె,ಕುರಿ
138,Schwein::N,పంది,ಹಂದಿ
139,Hund::N,కుక్క,ನಾಯಿ
140,Katze::N,పిల్లి,ಬೆಕ್ಕು
141,Bär::N,ఎలుగుబంటి,ಕರಡಿ
142,Eichhörnchen::N,ఉడుత,ಉಡುತೆ
143,Elch::N,కణంజు,ಕಡವೆ
144,Fuchs::N,గుంటనక్క,ನರಿ
145,Hase::N,కుందేలు,ಮೊಲ
146,Maus::N,చిట్టెలుక,ಇಲಿ
147,Wolf::N,తోడేలు,ತೋಳ
148,Vogel::N,పక్షి,ಪಕ್ಷಿ
149,Schwarm::N,గుంపు,ಗುಂಪು
150,Huhn::N,కోడిపిల్ల,ಚಿಕ್
151,Hahn::N,కోడివుంజు,ಹುಂಜ
152,Gans::N,ఆడుబాతు,ವರಟೆ
153,Adler::N,గ్రద్ద,ಗರುಡ
154,Ente::N,పాట్టిబాతు,ಬಾತು
155,Eule::N,గ్రుడ్లగూబ,ಗೂಬೆ
156,Kranich::N,కొంగ,ಕೊಕ್ಕರ
157,Krähe::N,కాకి,ಕಾಗೆ
158,Kuckuck::N,కోయల,ಕೋಗಿಲೆ
159,Schwan::N,హంస,ಹಂಸಪಕ್ಷಿ
160,Fisch::N,చేప,ಮೀನು
161,Barsch::N,ఒకచేఁప,ಪರ್ಚ್ ಮೀನು
162,Hecht::N,గండుమీను,ಪೈಕ್ ಮೀನು
163,Schlange[Tier]::N,పాము,ಹಾವು
164,Wurm::N,పురుగు,ಹುಳು
165,Spinne::N,సాలె పురుగు,ಊರ್ಣನಾಭ
166,Ameise::N,చీమ,ಇರುವೆ
167,Laus::N,పేను,ಹೇನು
168,Mücke::N,చీకటీగ,ಸೊಳ್ಳೆ
169,Fliege::N,ఈగ,ನೊಣ
170,Schmetterling::N,సీతాకోకచిలుక,ಪತಂಗ
171,Beere::N,కాయ,ನಯವಣ್ಣು
172,Apfel::N,ఆపిల్ పండు,ಸೇಬು
173,Pilz::N,కుక్కగొడుగు,ಅಣಬೆ
174,Zwiebel::N,నీరుల్లి,ನೀರುಳ್ಳಿ
175,Saat::N,విత్తనము,ಬಿತ್ತ
176,Korn::N,గింజ,ಬೀಜ
177,Heu::N,ఎండుగడ్డి,ಕರಡ
178,Schale::N,పొట్టు,ಹೊಟ್ಟು
179,Grube::N,గొయ్యి,ಗುಂಡಿ
180,Falle::N,బోను,ಬೋನು
181,Schlinge::N,ఉరి,ಉರುಲು
182,Spur::N,జాడ,ಜಾಡು
183,Asche::N,బూడిద,ಬೂದಿ
184,Dreck::N,ముఱికి,ಹೊಲಸು
185,Eisen::N,ఇనుము,ಕಬ್ಬಿಣ
186,Gold::N,బంగారము,ಚಿನ್ನ
187,Silber::N,వెండి,ಬೆಳ್ಳಿ
188,Kohle::N,నేలబొగ్గు,ಕಲ್ಲಿದ್ದಲು
189,Glas::N,గాజు,ಗಾಜು
190,Lehm::N,బంకమన్ను,ಜೇಡಿಮಣ್ಣು
191,Sand::N,ఇసుక,ಮರಳು
192,Mensch::N,నరుడు,ಪುರುಷ
193,Mann::N,పురుమడు,ಆಳು
194,Frau::N,ఆడుది,ಹೆಣ್ಣು
195,Kind::N,బిడ్డ,ಮಗು
196,Junge::N,బాలుడు,ಹುಡುಗ
197,Mädchen::N,బాలిక,ಹುಡುಗಿ
198,Familie::N,కుటుంబము,ಕುಟುಂಬ
199,Großvater::N,తాత,ಅಜ್ಜ
200,Großmutter::N,అయ్యమ్మ,ಅಮ್ಮ
201,Eltern::N,తల్లితండ్రులు,ಹೆತ್ತವರು
202,Vater::N,తండ్రి,ತಂದೆ
203,Mutter::N,తల్లి,ಅಮ್ಮ
204,Sohn::N,కొడుకు,ಮಗ 
205,Tochter::N,కూతురు,ಮಗಳು
206,Bruder::N,పోదరుడు,ತಮ್ಮ
207,Schwester::N,సోదరి,ತಂಗಿ
208,Onkel::N,మేనమామ,ಸೋದರಮಾವ
209,Onkel::N,మేనమామ,ದೊಡ್ಡಪ್ಪ
210,Tante::N,మేనత్త,ಚಿಕ್ಕಮ್ಮ
211,Tante::N,పినతల్లి,ಚಿಕ್ಕಮ್ಮ
212,Ehemann::N,భర్త,ಗಂಡ
213,Ehefrau::N,భార్య,ಹೆಂಡತಿ
214,Freude::N,సంతోషము,ನಲಿವು
215,Gelächter::N,నవ్వు,ನಗೆ
216,Glück::N,సంతోషము,ಆನಂದ
217,Kummer::N,దుఃఖము,ದುಃಖ
218,Wunsch::N,కోరిక,ಬಯಕೆ
219,Lust::N,కోరిక,ಇಷ್ಟ
220,Geist::N,ఆత్మ,ಆತ್ಮ
221,Gedanke::N,ఆలోచన,ಯೋಚನೆ
222,Gedächtnis::N,జ్ఞాపకము,ಸ್ಮರಣೆ
223,Verstand::N,మనస్సు,ಮನಸ್ಸು
224,Sinn::N,అర్థము,ಅರ್ಥ
225,Grund::N,కారణము,ಕಾರಣ
226,Wahrheit::N,సత్యము,ಸತ್ಯ
227,Gespräch::N,పంభాషణ,ಸಂಭಾಷಣೆ
228,Märchen::N,అద్భుతకథ,ಸುಳ್ಳು ಕಥೆ
229,Erzählung::N,కథ,ಕಥೆ
230,Nachricht::N,వార్త,ಸಂದೇಶ
231,Neuigkeit::N,వార్త,ಸುದ್ದಿ
232,Name::N,పేరు,ಹೆಸರು
233,Rätsel::N,చిక్కు,ಒಗಟು
234,Rede::N,ఉపన్యాసము,ಮಾತು
235,Sprache::N,భాష,ಭಾಷೆ
236,Stimme::N,కంరథ్సని,ಧ್ವನಿ
237,Wort::N,మాట,ಮಾತು
238,Zeichen::N,గుర్తు,ಗುರುತು
239,Ruf::N,పిలువు,ಕೂಗು
240,Lärm::N,సందడి,ಸದ್ದು
241,Laut::N,ధ్వని,ಶಬ್ದ
242,Ton::N,స్వరము,ನಾದ
243,Lied::N,పాట,ಗಾನ
244,Ruhe::N,గాలిలేమి,ಶಾಂತಿ
245,Leute::N,జనులు,ಮಂದಿ
246,Volk::N,జాతి,ಜನಾಂಗ
247,Arbeit::N,పని,ಕೆಲಸ
248,Gast::N,అతిధి,ಅತಿಥಿ
249,Geschenk::N,దానము,ಕಾಣಿಕೆ
250,Spiel::N,ఆట,ಆಟ
251,Gesellschaft::N,జట్టు,ಸಂಗ
252,Hilfe::N,సాహాయ్యము,ಸಹಾಯ
253,Freund::N,స్నేహితుడు,ಸ್ನೇಹಿತ
254,Kamerad::N,చెలికాడు,ಜೊತೆಗಾರ
255,Angelegenheit::N,విషయము,ವಿಚಾರ
256,Anzahl::N,లెక్క,ಎಣಿಕೆ
257,Art::N,జాతి,ತರ
258,Stück::N,తునుక,ತುಂಡು
259,Teil::N,భాగము,ಭಾಗ
260,Hälfte::N,సగము,ಅರ್ಧ
261,Kreis::N,వృత్తము,ವೃತ್ತ
262,Kreuz::N,సిలువ,ಶಿಲುಬೆ
263,Linie::N,గీత,ರೀಖೆ
264,Strich::N,గీత,ಗೀಟು
265,Abstand::N,సందు,ಅಂತರ
266,Entfernung::N,దూరము,ದೂರ
267,Gegend::N,విస్తీర్ణము,ವಿಸ್ತೀರ್ಣ
268,Platz::N,ఎడము,ಅಂತರ
269,Ort::N,స్థలము,ಸ್ಥಳ
270,Seite::N,ప్రక్క,ಪಕ್ಷ
271,Mitte::N,నడిమి,ನಡು
272,Gegenstand::N,పద్దు,ವಸ್ತು
273,Sache::N,వస్తువు,ವಸ್ತು
274,Rand::N,అంచు,ಅಂಚು
275,Kante::N,అంచు,ಅಂಚು
276,Ecke::N,మూల,ಮೂಲೆ
277,Spitze::N,మొన,ತುದಿ
278,Ende::N,కొన,ಕೊನೆ
279,Loch::N,రంధ్రము,ತೂತು
280,Winkel::N,కోణము,ಕೋನ
281,Muster::N,మాదిరి,ನಮೂನೆ
282,Größe::N,పరిమాణము,ಪ್ರಮಾಣ
283,Länge::N,పొడుగు,ಉದ್ದ
284,Höhe::N,పొడుగు,ಎತ್ತರ
285,Gewicht::N,భారము,ತೂಕ
286,Menge::N,మొత్తము,ಮೊತ್ತ
287,Haufen::N,రాశి,ರಾಶಿ
288,Reihe::N,వరుస,ಸಾಲು
289,Boot::N,పడవ,ದೋಣಿ
290,Ruder::N,అడక,ಹುಟ್ಟು
291,Schlitten::N,సరవండ్లు,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
292,Ski::N,స్కీ,ಜಾರುಪಟ್ಟಿ
293,Lagerfeuer::N,నెగడు,ಶಿಬಿರಾಗ್ನಿ
294,Last::N,బరువు,ಹೊರೆ
295,Gang::N,నడక,ತಿರುಗಾಟ
296,Schritt::N,అడుగు,ಹೆಜ್ಜೆ
297,Norden::N,ఉత్తరదిక్కు,ಉತ್ತರ
298,Süden::N,దక్షిణము,ದಕ್ಷಿಣ
299,Westen::N,పడమర,ಪಶ್ಚಿಮ
300,Osten::N,తూర్పు,ಮೂಡಲು
301,Holz::N,కొయ్య,ಚೌಬೀನೆ
302,Brett::N,పలక,ಹಲಗೆ
303,Platte::N,పలక,ಹಲಗೆ
304,Stütze::N,వాల్సేడ్లు,ಆಸರೆ
305,Stange::N,స్తంభము,ಕಂಬ
306,Stock::N,కఱ్ఱ,ಕೋಲು
307,Stab::N,కఱ్ఱ,ದೊಣ್ಣೆ
308,Rohr::N,గొట్టము,ನಳಿಕೆ
309,Haus::N,ఇల్లు,ಮನೆ
310,Heim::N,స్వగృహము,ಗೃಹ
311,Ofen::N,పొయ్యి,ಒಲೆ
312,Fußboden::N,నేల,ನೆಲ
313,Tisch::N,మేజా,ಮೇಜು
314,Stuhl::N,కుర్చీ,ಕುರ್ಚಿ
315,Wiege::N,ఉయ్యాల,ತೊಟ್ಟಿಲು
316,Bett::N,పడక,ಹಾಸಿಗೆ
317,Bett::N,మంచం,ಹಾಸಿಗೆ
318,Regal::N,అటక,ಬೀರು
319,Kiste::N,వెట్టె,ಪಟ್ಟಿಗೆ
320,Fenster::N,కిటికి,ಕಿಟಕಿ
321,Tür::N,ద్వారము,ಬಾಗಿಲು
322,Tor::N,ద్వారము,ಹೆಬ್ಬಾಗಿಲು
323,Zaun::N,కంచె,ಬೇಲಿ
324,Dach::N,ఇంటివైకప్పు,ಮಾಳಿಗೆ
325,Leiter::N,నిచ్చెన,ಏಣಿ
326,Besen::N,చీపురుకట్ట,ಪೊರಕೆ
327,Spaten::N,పాఱ,ಗುದ್ದಲಿ
328,Schaufel::N,పాఱ,ಸನಿಕೆ
329,Gabel::N,ముండ్లగరిటె,ಕವಲು
330,Löffel::N,గరిటె,ಚಮಚ
331,Messer::N,కత్తి,ಚಾಕು
332,Nagel::N,మేకు,ಆಣಿ
333,Netz::N,వల,ಬಲೆ
334,Haken::N,కొక్కెము,ಕೊಂಡಿ
335,Griff::N,పిడి,ಹಿಡಿ
336,Schloss::N,తాళము,ವೀಗ
337,Bild::N,చిత్రము,ಚಿತ್ರ
338,Figur::N,రూపము,ಆಕಾರ
339,Puppe::N,బొమ్మ,ಗೊಂಬೆ
340,Beutel::N,సంచి,ಸಂಚಿ
341,Bündel::N,మూట,ಕಟ್ಟು
342,Tasche::N,సంచి,ಚೀಲ
343,Eimer::N,చేద,ಬಾನೆ
344,Deckel::N,మూత,ಮುಚ್ಚಳ
345,Geschirr::N,వంటకాలు,ಭಕ್ಷ್ಯಗಳು
346,Sack::N,గోనెసంచి,ಮೂಟೆ
347,Tasse::N,గిన్నె,ಬಟ್ಟಲು
348,Topf::N,కుండ,ಮಡಕೆ
349,Kessel::N,నీరుకాచుపాత్ర,ಕೆಟಲ್
350,Essen::N,ఆహారము,ಊಟ
351,Nahrung::N,ఆహారము,ಆಹಾರ
352,Speise::N,ఆహారము,ಊಟ
353,Fleisch::N,మాంసము,ಮಾಂಸ
354,Getreide::N,ధాన్యము,ಧಾನ್ಯ
355,Brei::N,గుజ్జు,ಗಂಜಿ
356,Brot::N,రొట్టె,ರೊಟ್ಟಿ
357,Scheibe::N,బద్ద,ಹೋಳು
358,Fett::N,క్రొవ్వు,ಕೊಬ್ಬು
359,Butter::N,వెన్న,ಬೆಣ್ಣೆ
360,Öl::N,నూనె,ಎಣ್ಣೆ
361,Salz::N,ఉప్పు,ಉಪ್ಪು
362,Suppe::N,చారు,ಎಸರು
363,Honig::N,తెనె,ಮಧು
364,Milch::N,పాలు,ಹಾಲು
365,Tee::N,తేనీరు,ಚಹ
366,Leder::N,బాగుచేసివతోలు,ಚಕ್ಕಳ
367,Wolle::N,ఉన్ని,ಉಣ್ಣೆ
368,Stoff::N,బట్ట,ಬಟ್ಟೆ
369,Nadel::N,సూది,ಸೂಜಿ
370,Faden::N,దారము,ದಾರ
371,Knopf::N,బొత్తాము,ಗುಂಡು
372,Knoten::N,ముడి,ಗಂಟು
373,Farbe::N,రంగు,ಬಣ್ಣ
374,Kleidung::N,బట్టలు,ಅರಿವೆ
375,Hemd::N,చొక్కాయ,ಅಂಗಿ
376,Kragen::N,మాల,ಕುತ್ತಿಗೆಪಟ್ಟಿ
377,Ärmel::N,చొక్కాయచెయ్యి,ತೋಳು
378,Hose::N,ఇజారు,ಇಜಾರ
379,Gürtel::N,పటకా,ಬೆಲ್ಟು
380,Mütze::N,టోపి,ಟೋಪಿ
381,Schuh::N,పాదరక్ష,ಪಾದರಕ್ಷೆ
382,Stiefel::N,బూటు,ಬೂಟು
383,Ring::N,ఉంగరము,ಉಂಗುರ
384,Band::N,నాడా,ರಿಬ್ಬನ್
385,Kamm::N,దువ్వెన,ಹಣಿಗೆ
386,Spiegel::N,అద్దము,ಕನ್ನಡಿ
387,Riemen::N,వాడా,ಬಾರು
388,Schnur::N,దారము,ಹುರಿ
389,Leine::N,వారు,ಹಗ್ಗ
390,Decke::N,కంబళి,ಕಂಬಳಿ
391,Kissen::N,తలగడ,ದಿಂಬು
392,Tuch::N,బట్ట,ಕೊರಳ ಬಟ್ಟೆ
393,Handtuch::N,తువాలు,ಚೌಕ
394,Kraft::N,బలము,ಬಲ
395,Stärke::N,శక్తి,ಶಕ್ತಿ
396,Gesundheit::N,ఆరోగ్యము,ಆರೋಗ್ಯ
397,Krankheit::N,రోగము,ರೋಗ
398,Schmerz::N,నొప్పి,ನೋವು
399,Wunde::N,గాయము,ಗಾಯ
400,Fieber::N,జ్వరము,ಜ್ವರ
401,Arznei::N,మందు,ಔಷಧ
402,Brücke::N,వంతెన,ಸೇತುವೆ
403,Brunnen::N,బావి,ಬಾವಿ
404,Brunnen::N,కూపము,ಬಾವಿ
405,Brunnen::N,నుయ్యి,ಬಾವಿ
406,Weide::N,పచ్చికబయలు,ಗೋಮಾಳ
407,Pfad::N,కాలిత్రోవ,ದಾರಿ
408,Weg::N,మార్గము,ಹಾದಿ
409,Straße::N,బాట,ರಸ್ತೆ
410,Dorf::N,గ్రామము,ಹಳ್ಳಿ
411,Stadt::N,పట్టణము,ಪಟ್ಟಣ
412,Brief::N,జాబు,ಕಾಗದ
413,Buch::N,పుస్తకము,ಪುಸ್ತಕ
414,Buchstabe::N,అక్షరము,ಅಕ್ಷರ
415,Zeitung::N,వార్తాపత్రిక,ವಾರ್ತಾಪತ್ರಿಕೆ
416,Leben::N,ప్రాణము,ಜೀವನ
417,Tod::N,మరణము,ಮರಣ
418,Grab::N,సమాధి,ಗೋರಿ
419,Kirche::N,క్రెస్తవులగుడి,ಚರ್ಚು
420,Sünde::N,పాపము,ಪಾಪ
421,Gott::N,దేవుడు,ದೇವರು
422,Arbeiter::N,పనిపాటుచేశేవాడు,ಕೆಲಸಗಾರ
423,Chef::N,యజమానుడు,ದಣಿ
424,Meister::N,కళాకారుడు,ಶಿಕ್ಷಕ
425,Arzt::N,వైద్యుడు,ವೈದ್ಯ
426,Lehrer::N,ఉపాధ్యాయుడు,ಉಪಾಧ್ಯಾಯ
427,Geld::N,ద్రవ్యము,ಹಣ
428,Geschäft::N,వ్యాపారము,ವಾಣಿಜ್ಯ
429,Laden::N,అంగడి,ಅಂಗಡಿ
430,Preis::N,వెల,ಬೆಲೆ
431,Ware::N,సరకులు,ಸರಕು
432,Nutzen::N,ప్రయోజనము,ಲಾಭ
433,Reichtum::N,ధనము,ಸಂಪತ್ತು
434,Welt::N,ప్రపంచము,ಭೂಲೋಕ
435,Land::N,దేశము,ದೇಶ
436,Staat::N,రాజ్యము,ರಾಜ್ಯ
437,König::N,రాజు,ರಾಜ
438,Macht::N,అధికారము,ಅಧಿಕಾರ
439,Grenze::N,సరిహద్దు,ಗಡಿ
440,Krieg::N,యుద్ధము,ಯುದ್ಧ
441,Feind::N,శత్రువు,ಶತ್ರು
442,Gewalt::N,దౌర్జన్యము,ಹಿಂಸೆ
443,Kampf::N,పోట్లాట,ಹೋರಾಟ
444,Bogen[Waffe]::N,విల్లు,ಬಿಲ್ಲು
445,Pfeil::N,బాణము,ಅಂಬು
446,Gewehr::N,తుపాకి,ಬಂದೂಕು
447,Fehler::N,తప్ప,ತಪ್ಪು
448,Lüge::N,అసత్యము,ಸುಳ್ಳು
449,Schaden::N,నష్టము,ಹಾನಿ
450,Unglück::N,దురదృష్టము,ಅಪಾಯ
451,Schuld::N,తప్పు,ದೋಷ
452,Alter::N,వయస్సు,ಮುಪ್ಪು
453,Schluss::N,ముగింపు,ಮುಕ್ತಾಯ
454,Zeit::N,కాలము,ಕಾಲ
455,Tag::N,దినము,ದಿನ
456,Morgen::N,ఉదయము,ಮುಂಜಾನೆ
457,Mittag::N,మధ్యాహ్నము,ನಡುಹಗಲು
458,Abend::N,సాయంకాలము,ಸಂಜೆ
459,Nacht::N,రత్రి,ರಾತ್ರಿ
460,Woche::N,వారము,ವಾರ
461,Monat::N,నెల,ತಿಂಗಳು
462,Jahr::N,సంవత్సరము,ಸಂವತ್ಸರ
463,Frühling::N,వసంతకాలము,ವಸಂತ
464,Sommer::N,వేసవికాము,ಬಿಸಿಲುಕಾಲ
465,Herbst::N,ఆకురాలుకాలము,ಶರತ್ಕಾಲ
466,Winter::N,శీతకాలము,ಚಳಿಗಾಲ
467,Januar::N,జనవరి,ನಾಲ್ಚಳಿ
468,Februar::N,ఫిబ్రవరి,ಅಯ್ಚಳಿ
469,März::N,మార్చి,ಮೊಬ್ಬೇಸಿಗೆ
470,April::N,ఏప్రిలు,ಇಬ್ಬೇಸಿಗೆ
471,Mai::N,మే,ಮುಬ್ಬೇಸಿಗೆ
472,Juni::N,జూన్,ಮೊಮ್ಮಳೆ
473,Juli::N,జూలై,ಇಮ್ಮಳೆ
474,August::N,ఆగస్టు,ಮುಮ್ಮಳೆ
475,September::N,సెప్ఠెంబరు,ನಾಲ್ಮಳೆ
476,Oktober::N,అక్టోబరు,ಮೊಚ್ಚಳಿ
477,November::N,నవంబరు,ಇಚ್ಚಳಿ
478,Dezember::N,డిసెంబర్,ಮುಚ್ಚಳಿ
479,Montag::N,సోమవారము,ಸೋಮುವಾರ
480,Dienstag::N,మంగళవారము,ಮಂಗಳವಾರ
481,Mittwoch::N,బుధవారము,ಬುಧವಾರ
482,Donnerstag::N,గురువారము,ಗುರುವಾರ
483,Freitag::N,శుక్రవారము,ಶುಕ್ರವಾರ
484,Samstag::N,శనివారము,ಶನಿವಾರ
485,Sonntag::N,ఆదివారము,ಭಾನುವಾರ
486,groß::A,గొప్పైన,ದೊಡ್ಡ
487,klein::A,చిన్న,ಪುಟ್ಟ
488,lang::A,పొడుగాటి,ದೀರ್ಘ
489,kurz::A,పొట్టి,ಚಕ್ಕ
490,breit::A,వెడల్పైన,ಅಗಲವಾದ
491,schmal::A,ఇఱుకైన,ಇಕ್ಕಟ್ಟಾದ
492,dicht::A,దట్టమైన,ದಟ್ಟ
493,dick[Gegenstand]::A,దట్టమైన,ದಟ್ಟ
494,dünn::A,పలుచని,ತೆಳು
495,fein::A,నాజాకైన,ಕೋಮಲ
496,fest::A,దృడమైవ,ಘನ
497,flach::A,చదువైన,ಚಪ್ಪಟೆ
498,glatt::A,నున్నని,ನಯ
499,hart::A,కఠినమైన,ಗಟ್ಟಿ
500,weich::A,మృదువైన,ಮೃದುವಾದ
501,rund::A,గుండ్రని,ವರ್ತುಳ
502,spitz::A,మొనగల,ಮೊನಚಾದ
503,scharf::A,పదనైన,ತೀಕ್ಷ್ಣ
504,stumpf::A,వాడిలేని,ಮೊಂಡು
505,schwer::A,బరువ్తెన,ಭಾರಿ
506,schön::A,సుందరమైన,ಸುಂದರ
507,heiß::A,వేడియైన,ಬಿಸಿ
