,Concept_ID,sq,fi
152,Rinde::N,lëvore,parkki
153,Ast::N,degë,oksa
154,Zweig::N,bisk,haara
155,Blatt::N,fletë,lehti
156,Blatt::N,gjethe,lehti
157,Birke::N,mështekën,koivu
158,Kiefer[Baum]::N,pishë,mänty
159,Kiefer[Baum]::N,pishë,petäjä
160,Weide[Baum]::N,shelg,paju
161,Tanne::N,bredh,kuusi
162,Horn::N,bri,sarvi
163,Feder::N,pupël,sulka
164,Feder::N,pupël,höyhen
165,Fell::N,lëkurë,talja
166,Flügel::N,krah,siipi
167,Flügel::N,fletë,siipi
168,Klaue::N,kthetër,kynsi
169,Kralle::N,thua,kynsi
170,Kralle::N,kthetër,kynsi
171,Schwanz::N,bisht,häntä
172,Schwanz::N,bisht,pyrstö
173,Ei::N,vezë,muna
174,Nest::N,fole,pesä
175,Bau::N,strofkë,pesä
176,Tier::N,kafshë,eläin
177,Herde::N,kope,lauma
178,Herde::N,grigjë,lauma
179,Kuh::N,lopë,lehmä
180,Bulle::N,dem,sonni
181,Pferd::N,kalë,hevonen
182,Schaf::N,dele,lammas
183,Schwein::N,derr,sika
184,Hund::N,qen,koira
185,Katze::N,mace,kissa
186,Bär::N,ari,karhu
187,Eichhörnchen::N,ketër,orava
188,Elch::N,dre brilopatë,hirvi
189,Fuchs::N,dhelpër,kettu
190,Hase::N,lepur,jänis
191,Maus::N,mi,hiiri
192,Wolf::N,ujk,susi
193,Vogel::N,zog,lintu
194,Vogel::N,shpend,lintu
195,Schwarm::N,luzmë,parvi
196,Huhn::N,pulë,kana
197,Hahn::N,gjel,kukko
198,Hahn::N,këndes,kukko
199,Gans::N,patë,hanhi
200,Adler::N,shqiponjë,kotka
201,Ente::N,rosë,ankka
202,Eule::N,buf,pöllö
203,Kranich::N,lejlek,kurki
204,Kranich::N,kurrillë,kurki
205,Krähe::N,sorrë,varis
206,Kuckuck::N,qyqe,käki
207,Schwan::N,mjellmë,joutsen
208,Fisch::N,peshk,kala
209,Barsch::N,purtekë,ahven
210,Hecht::N,mlysh,hauki
211,Schlange[Tier]::N,gjarpër,käärme
212,Wurm::N,krimb,mato
213,Spinne::N,marimangë,hämähäkki
214,Ameise::N,thnegël,muurahainen
215,Ameise::N,milingonë,muurahainen
216,Laus::N,morr,täi
217,Mücke::N,kunup,sääski
218,Mücke::N,kunup,hyttynen
219,Mücke::N,mushkonjë,sääski
220,Mücke::N,mushkonjë,hyttynen
221,Fliege::N,mizë,kärpänen
222,Schmetterling::N,flutur,perhonen
223,Beere::N,frutë,marja
224,Beere::N,manaferrë,marja
225,Apfel::N,mollë,omena
226,Pilz::N,kërpudhë,sieni
227,Zwiebel::N,qepë,sipuli
228,Saat::N,farë,siemenet
229,Korn::N,grurë,jyvä
230,Korn::N,grurë,vilja
231,Korn::N,kokërr,jyvä
232,Korn::N,kokërr,vilja
233,Heu::N,sanë,heinä
234,Schale::N,lëkurë,kuori
235,Grube::N,gropë,kuoppa
236,Falle::N,kurth,loukku
237,Falle::N,grackë,loukku
238,Schlinge::N,nyjë,ansa
239,Spur::N,gjurmë,jälki
240,Asche::N,hi,tuhka
241,Dreck::N,baltë,lika
242,Eisen::N,hekur,rauta
243,Gold::N,ar,kulta
244,Gold::N,flori,kulta
245,Silber::N,argjend,hopea
246,Kohle::N,qymyr,hiili
247,Glas::N,qelq,lasi
248,Lehm::N,argjilë,savi
249,Sand::N,rërë,hiekka
250,Mensch::N,njeri,ihminen
251,Mann::N,burrë,mies
252,Mann::N,mashkull,mies
253,Frau::N,grua,nainen
254,Frau::N,femër,nainen
255,Kind::N,kalama,lapsi
256,Junge::N,djalë,poika
257,Mädchen::N,gocë,tyttö
258,Mädchen::N,vajzë,tyttö
259,Familie::N,familje,perhe
260,Großvater::N,gjysh,isoisä
261,Großmutter::N,gjyshe,isoäiti
262,Eltern::N,prindër,vanhemmat
263,Vater::N,atë,isä
264,Mutter::N,nënë,äiti
265,Sohn::N,bir,poika
266,Tochter::N,bijë,tytär
267,Bruder::N,vëlla,veli
268,Schwester::N,motër,sisko
269,Onkel::N,dajë,eno
270,Onkel::N,dajë,setä
271,Onkel::N,xhaxha,eno
272,Onkel::N,xhaxha,setä
273,Tante::N,teze,täti
274,Tante::N,hallë,täti
275,Ehemann::N,burrë,mies
276,Ehemann::N,burrë,aviomies
277,Ehemann::N,bashkëshort,mies
278,Ehemann::N,bashkëshort,aviomies
279,Ehefrau::N,grua,vaimo
280,Ehefrau::N,grua,aviovaimo
281,Ehefrau::N,bashkëshorte,vaimo
282,Ehefrau::N,bashkëshorte,aviovaimo
283,Freude::N,gaz,ilo
284,Freude::N,gaz,riemu
285,Freude::N,gëzim,ilo
286,Freude::N,gëzim,riemu
287,Gelächter::N,qeshje,nauru
288,Glück::N,lumturi,onni
289,Kummer::N,brengë,suru
290,Kummer::N,brengë,murhe
291,Kummer::N,pikëllim,suru
292,Kummer::N,pikëllim,murhe
293,Wunsch::N,dëshirë,toive
294,Wunsch::N,dëshirë,toivomus
295,Lust::N,epsh,himo
296,Lust::N,dashuri,himo
297,Geist::N,frymë,henki
298,Geist::N,shpirt,henki
299,Gedanke::N,ide,aate
300,Gedanke::N,ide,ajatus
301,Gedanke::N,mendim,aate
302,Gedanke::N,mendim,ajatus
303,Gedächtnis::N,kujtesë,muisti
304,Verstand::N,mend,äly
305,Verstand::N,mend,järki
306,Verstand::N,mend,ymmärrys
307,Sinn::N,kuptim,merkitys
308,Grund::N,arsye,syy
309,Grund::N,arsye,peruste
310,Wahrheit::N,vërtetë,tosi
311,Wahrheit::N,vërtetë,totuus
312,Gespräch::N,bisedim,puhelu
313,Gespräch::N,bisedim,keskustelu
314,Märchen::N,përrallë,satu
315,Erzählung::N,tregim,tarina
316,Erzählung::N,tregim,kertomus
317,Nachricht::N,lajm,tieto
318,Nachricht::N,lajm,ilmoitus
319,Neuigkeit::N,risi,uutinen
320,Name::N,emër,nimi
321,Rätsel::N,gjëzë,arvoitus
322,Rätsel::N,gjëegjëzë,arvoitus
323,Rede::N,fjalim,puhe
324,Sprache::N,gjuhë,kieli
325,Stimme::N,zë,ääni
326,Wort::N,fjalë,sana
327,Zeichen::N,shenjë,merkki
328,Ruf::N,thirrmë,kutsu
329,Lärm::N,zhurmë,melu
330,Lärm::N,zhurmë,hälinä
331,Laut::N,tingull,ääni
332,Ton::N,ton,sävel
333,Lied::N,këngë,laulu
334,Ruhe::N,qetësi,lepo
335,Ruhe::N,qetësi,rauha
336,Leute::N,botë,väki
337,Leute::N,botë,ihmiset
338,Leute::N,njerëz,väki
339,Leute::N,njerëz,ihmiset
340,Volk::N,popull,kansa
341,Arbeit::N,punë,työ
342,Gast::N,mik,vieras
343,Gast::N,mysafir,vieras
344,Geschenk::N,dhuratë,lahja
345,Geschenk::N,peshqesh,lahja
346,Spiel::N,lojë,peli
347,Spiel::N,lojë,leikki
348,Gesellschaft::N,shoqëri,seura
349,Hilfe::N,ndihmë,apu
350,Freund::N,mik,ystävä
351,Kamerad::N,shok,toveri
352,Angelegenheit::N,punë,asia
353,Anzahl::N,sasi,lukumäärä
354,Art::N,lloj,laji
355,Stück::N,copë,pala
356,Stück::N,copë,kappale
357,Teil::N,pjesë,osa
358,Hälfte::N,gjysmë,puoli
359,Kreis::N,qark,ympyrä
360,Kreis::N,rreth,ympyrä
361,Kreuz::N,kryq,risti
362,Linie::N,vijë,viiva
363,Strich::N,vizë,piirto
364,Abstand::N,distancë,väli
365,Abstand::N,distancë,väljyys
366,Entfernung::N,largim,etäisyys
367,Gegend::N,vise,seutu
368,Gegend::N,krahinë,seutu
369,Platz::N,shesh,tila
370,Ort::N,vend,kohta
371,Ort::N,vend,paikka
372,Seite::N,anë,sivu
373,Seite::N,anë,kylki
374,Mitte::N,mes,keskus
375,Mitte::N,mes,puoliväli
376,Gegenstand::N,send,kalu
377,Gegenstand::N,send,esine
378,Sache::N,gjë,asia
379,Sache::N,send,asia
380,Rand::N,qoshe,ääri
381,Rand::N,qoshe,syrjä
382,Kante::N,teh,särmä
383,Ecke::N,qoshe,nurkka
384,Spitze::N,majë,terä
385,Spitze::N,majë,kärki
386,Ende::N,skaj,pää
387,Ende::N,skaj,perä
388,Ende::N,bisht,pää
389,Ende::N,bisht,perä
390,Loch::N,vrimë,kolo
391,Loch::N,vrimë,reikä
392,Winkel::N,kënd,kulma
393,Muster::N,mostër,kuvio
394,Größe::N,madhësi,koko
395,Größe::N,madhësi,suuruus
396,Länge::N,gjatësi,pituus
397,Höhe::N,lartësi,korkeus
398,Gewicht::N,peshë,paino
399,Menge::N,sasi,määrä
400,Haufen::N,grumbull,kasa
401,Reihe::N,radhë,rivi
402,Reihe::N,rresht,rivi
403,Boot::N,barkë,vene
404,Boot::N,lundër,vene
405,Ruder::N,rrem,airo
406,Schlitten::N,sajë,reki
407,Schlitten::N,sajë,kelkka
408,Ski::N,ski,suksi
409,Lagerfeuer::N,flakadan,nuotio
410,Lagerfeuer::N,zjarr i madh,nuotio
411,Last::N,barrë,kuorma
412,Gang::N,ecje,kulku
413,Gang::N,ecje,käynti
414,Schritt::N,hap,askel
415,Norden::N,veri,pohjoinen
416,Süden::N,jug,etelä
417,Westen::N,perëndim,länsi
418,Osten::N,lindje,itä
419,Holz::N,dru,puu
420,Brett::N,dërrasë,lauta
421,Platte::N,pllakë,levy
422,Stütze::N,shtyllë,noja
423,Stütze::N,mbështetesë,noja
424,Stange::N,shufër,tanko
425,Stock::N,dajak,keppi
426,Stab::N,shkop,sauva
427,Stab::N,shkop,seiväs
428,Rohr::N,tub,putki
429,Haus::N,shtëpi,talo
430,Heim::N,konak,koti
431,Heim::N,shtëpi,koti
432,Ofen::N,sobë,uuni
433,Ofen::N,stufë,uuni
434,Fußboden::N,dysheme,lattia
435,Tisch::N,tryezë,pöytä
436,Stuhl::N,karrige,tuoli
437,Wiege::N,djep,kehto
438,Bett::N,shtrat,sänky
439,Regal::N,raft,hylly
440,Kiste::N,kuti,arkku
441,Kiste::N,kuti,kirstu
442,Kiste::N,kuti,laatikko
443,Fenster::N,dritare,ikkuna
444,Tür::N,derë,ovi
445,Tor::N,portë,portti
446,Zaun::N,gardh,aita
447,Dach::N,çati,katto
448,Leiter::N,shkallë,tikkaat
449,Leiter::N,shkallë,tikapuut
450,Besen::N,fshesë,luuta
451,Spaten::N,lopatë,lapio
452,Schaufel::N,qyrek,lapio
453,Gabel::N,pirun,haarukka
454,Löffel::N,lugë,lusikka
455,Messer::N,thikë,veitsi
456,Nagel::N,gozhdë,naula
457,Netz::N,rrjetë,verkko
458,Haken::N,grep,haka
459,Haken::N,grep,koukku
460,Haken::N,grremç,haka
461,Haken::N,grremç,koukku
462,Griff::N,dorak,ripa
463,Griff::N,dorak,kahva
464,Griff::N,dorezë,ripa
465,Griff::N,dorezë,kahva
466,Schloss::N,bravë,lukko
467,Bild::N,tablo,kuva
468,Bild::N,pikturë,kuva
469,Figur::N,figurë,kuvio
470,Puppe::N,kukull,nukke
471,Beutel::N,qese,pussi
472,Beutel::N,trastë,pussi
473,Bündel::N,deng,nippu
474,Bündel::N,deng,kimppu
475,Tasche::N,çantë,laukku
476,Eimer::N,kovë,sanko
477,Eimer::N,kovë,ämpäri
478,Deckel::N,kapak,kansi
479,Deckel::N,mbulesë,kansi
480,Geschirr::N,enë,astia
481,Sack::N,thes,säkki
482,Sack::N,torbë,säkki
483,Tasse::N,filxhan,kuppi
484,Topf::N,kusi,pata
485,Topf::N,tenxhere,pata
486,Kessel::N,kazan,kattila
487,Essen::N,ngrënie,syönti
488,Nahrung::N,ushqim,ruoka
489,Nahrung::N,ushqim,ravinto
490,Speise::N,gatesë,ruoka
491,Fleisch::N,mish,liha
492,Getreide::N,drithë,vilja
493,Brei::N,qull,puuro
494,Brot::N,bukë,leipä
495,Scheibe::N,fetë,viipale
496,Fett::N,lyrë,rasva
497,Fett::N,yndyrë,rasva
498,Butter::N,gjalpë,voi
499,Öl::N,vaj,öljy
500,Salz::N,kripë,suola
501,Suppe::N,supë,keitto
502,Suppe::N,çorbë,keitto
503,Honig::N,mjaltë,hunaja
504,Milch::N,qumësht,maito
505,Tee::N,çaj,tee
506,Leder::N,lëkurë,nahka
507,Wolle::N,lesh,villa
508,Stoff::N,pëlhurë,kangas
509,Nadel::N,gjilpërë,neula
510,Faden::N,pe,lanka
511,Faden::N,fije,lanka
512,Knopf::N,kopsë,nappi
513,Knoten::N,komb,solmu
514,Farbe::N,bojë,maali
515,Kleidung::N,veshje,vaatteet
516,Hemd::N,këmishë,paita
517,Kragen::N,jakë,kaulus
518,Ärmel::N,mëngë,hiha
519,Hose::N,brekë,housut
520,Gürtel::N,rrip,vyö
521,Mütze::N,kësulë,lakki
522,Schuh::N,këpucë,kenkä
523,Stiefel::N,çizme,saapas
524,Ring::N,unazë,sormus
525,Band::N,shirit,nauha
526,Kamm::N,krehër,kampa
527,Spiegel::N,pasqyrë,peili
528,Riemen::N,rrip,hihna
529,Schnur::N,litar,naru
530,Schnur::N,litar,nuora
531,Schnur::N,cikomë,naru
532,Schnur::N,cikomë,nuora
533,Leine::N,rrip,talutushihna
534,Decke::N,batanije,peite
535,Kissen::N,jastëk,tyyny
536,Kissen::N,jastëk,pielus
537,Tuch::N,shami,huivi
538,Handtuch::N,peshqir,pyyheliina
539,Kraft::N,forcë,väki
540,Kraft::N,forcë,voima
541,Stärke::N,koll,vahvuus
542,Gesundheit::N,shëndet,terveys
543,Krankheit::N,sëmundje,tauti
544,Krankheit::N,sëmundje,sairaus
545,Schmerz::N,dhimbje,kipu
546,Schmerz::N,dhimbje,särky
547,Wunde::N,plagë,haava
548,Fieber::N,ethe,kuume
549,Arznei::N,ilaç,lääke
550,Brücke::N,urë,silta
551,Brunnen::N,pus,kaivo
552,Weide::N,kullotë,laidun
553,Pfad::N,ravë,polku
554,Pfad::N,shteg,polku
555,Weg::N,udhë,tie
556,Weg::N,shteg,tie
557,Straße::N,rrugë,katu
558,Dorf::N,fshat,kylä
559,Dorf::N,katund,kylä
560,Stadt::N,qytet,kaupunki
561,Brief::N,letër,kirje
562,Buch::N,libër,kirja
563,Buchstabe::N,shkronjë,kirjain
564,Zeitung::N,gazetë,lehti
565,Zeitung::N,gazetë,sanomalehti
566,Leben::N,jetë,elo
567,Leben::N,jetë,elämä
568,Tod::N,mortje,kuolema
569,Grab::N,varr,hauta
570,Kirche::N,kishë,kirkko
571,Sünde::N,mëkat,synti
572,Sünde::N,gjynah,synti
573,Gott::N,hy,jumala
574,Gott::N,zot,jumala
575,Arbeiter::N,punëtor,työläinen
576,Chef::N,shef,päällikkö
577,Chef::N,drejtues,päällikkö
578,Meister::N,mjeshtër,mestari
579,Arzt::N,mjek,lääkäri
580,Arzt::N,doktor,lääkäri
581,Lehrer::N,mësues,opettaja
582,Lehrer::N,arsimtar,opettaja
583,Geld::N,para,raha
584,Geld::N,holla,raha
585,Geschäft::N,ujdi,liike
586,Geschäft::N,biznes,liike
587,Laden::N,dyqan,puoti
588,Laden::N,dyqan,kauppa
589,Preis::N,çmim,hinta
590,Ware::N,mall,tavara
591,Nutzen::N,dobi,hyöty
592,Nutzen::N,leverdi,hyöty
593,Reichtum::N,kamje,rikkaus
594,Reichtum::N,pasuri,rikkaus
595,Welt::N,botë,maailma
596,Land::N,vend,maa
597,Staat::N,shtet,valtio
598,König::N,mbret,kuningas
599,Macht::N,fuqi,mahti
600,Macht::N,pushtet,mahti
601,Grenze::N,kufi,raja
602,Krieg::N,luftë,sota
603,Feind::N,armik,vihollinen
604,Gewalt::N,dhunë,väkivalta
605,Kampf::N,luftim,taistelu
606,Bogen[Waffe]::N,hark,jousi
607,Pfeil::N,shigjetë,nuoli
608,Gewehr::N,pushkë,kivääri
609,Fehler::N,gafë,vika
610,Fehler::N,gafë,virhe
611,Fehler::N,gabim,vika
612,Fehler::N,gabim,virhe
613,Lüge::N,gënjeshtër,valhe
614,Schaden::N,dëm,vaurio
615,Schaden::N,dëm,vahinko
616,Schaden::N,zarar,vaurio
617,Schaden::N,zarar,vahinko
618,Unglück::N,fatkeqësi,vahinko
619,Unglück::N,fatkeqësi,onnettomuus
620,Schuld::N,faj,syy
621,Alter::N,moshë,ikä
622,Schluss::N,fund,loppu
623,Zeit::N,kohë,aika
624,Tag::N,ditë,päivä
625,Morgen::N,mëngjes,aamu
626,Morgen::N,mëngjes,huomen
627,Mittag::N,mesditë,keskipäivä
628,Abend::N,mbrëmje,ilta
629,Nacht::N,natë,yö
630,Woche::N,javë,viikko
631,Monat::N,muaj,kuukausi
632,Jahr::N,vit,vuosi
633,Frühling::N,pranverë,kevät
634,Sommer::N,verë,kesä
635,Herbst::N,vjeshtë,syksy
636,Winter::N,dimër,talvi
637,Januar::N,janar,tammikuu
638,Februar::N,shkurt,helmikuu
639,März::N,mars,maaliskuu
640,April::N,prill,huhtikuu
641,Mai::N,maj,toukokuu
642,Juni::N,qershor,kesäkuu
643,Juli::N,korrik,heinäkuu
644,August::N,gusht,elokuu
645,September::N,shtator,syyskuu
646,Oktober::N,tetor,lokakuu
647,November::N,nëntor,marraskuu
648,Dezember::N,dhjetor,joulukuu
649,Montag::N,hënë,maanantai
650,Dienstag::N,martë,tiistai
651,Mittwoch::N,mërkurë,keskiviikko
652,Donnerstag::N,enjte,torstai
653,Freitag::N,premte,perjantai
654,Samstag::N,shtunë,lauantai
655,Sonntag::N,diel,sunnuntai
656,groß::A,madh,iso
657,groß::A,madh,suuri
658,klein::A,vogël,pieni
659,lang::A,gjatë,pitkä
660,kurz::A,shkurtër,lyhyt
661,breit::A,gjerë,leveä
662,schmal::A,ngushtë,kapea
663,dicht::A,dendur,taaja
664,dick[Gegenstand]::A,trashë,paksu
665,dünn::A,hollë,ohut
666,fein::A,imët,hieno
667,fest::A,fortë,luja
668,flach::A,sheshtë,litteä
669,flach::A,sheshtë,tasainen
670,glatt::A,rrafshët,sileä
671,glatt::A,rrafshët,siloinen
672,hart::A,fortë,kova
673,weich::A,butë,pehmeä
674,rund::A,rrumbullakët,pyöreä
675,spitz::A,majëmprehtë,terävä
676,scharf::A,mprehtë,terävä
677,stumpf::A,topitur,tylsä
678,schwer::A,rëndë,raskas
679,schwer::A,rëndë,painava
680,schön::A,bukur,kaunis
681,heiß::A,nxehtë,kuuma
682,warm::A,ngrohtë,lämmin
683,kalt::A,ftohtë,kylmä
684,kalt::A,ftohtë,viluinen
685,kühl::A,freskët,viileä
686,frisch::A,pastër,tuore
687,feucht::A,lagësht,kostea
688,nass::A,lagur,märkä
689,trocken::A,thatë,kuiva
690,voll::A,plotë,täysi
691,leer::A,bosh,tyhjä
692,leer::A,zbrazët,tyhjä
693,offen::A,hapur,avonainen
694,geschlossen::A,mbyllur,suljettu
695,sauber::A,dëlirë,puhdas
696,schmutzig::A,ndyrë,likainen
697,roh::A,gjallë,raaka
698,reif::A,arrirë,kypsä
699,lecker::A,shijshëm,herkullinen
700,süß::A,ëmbël,makea
701,bitter::A,hidhur,karvas
702,bitter::A,hidhur,kitkerä
703,sauer::A,thartë,hapan
704,hell::A,me dritë,kirkas
705,hell::A,me dritë,valoisa
706,dunkel::A,errët,pimeä
707,schwarz::A,i zi,musta
708,weiß::A,bardhë,valkea
709,rot::A,kuq,punainen
710,gelb::A,verdhë,keltainen
711,blau::A,blu,sininen
712,blau::A,kaltër,sininen
713,grün::A,blertë,vihreä
714,grün::A,gjelbër,vihreä
715,grau::A,hirtë,harmaa
716,grau::A,bojë hiri,harmaa
717,bunt::A,shumëngjyrëshëm,kirjava
718,billig::A,lirë,halpa
719,billig::A,lirë,huokea
720,teuer::A,shtrenjtë,kallis
721,wertvoll::A,çmuar,arvokas
722,wertvoll::A,vlershëm,arvokas
723,blind::A,qorr,sokea
724,blind::A,verbër,sokea
725,taub::A,shurdhër,kuuro
726,kräftig::A,fuqishëm,väkevä
727,kräftig::A,fuqishëm,voimakas
728,stark::A,fortë,vahva
729,schwach::A,dobët,heikko
730,fett::A,dhjamur,lihava
731,schlank::A,hollë,hoikka
732,schlank::A,hollë,solakka
733,hübsch::A,bukur,soma
734,hübsch::A,bukur,sievä
735,hübsch::A,hijshëm,soma
736,hübsch::A,hijshëm,sievä
737,böse::A,keq,paha
738,böse::A,keq,häijy
739,dumm::A,teveqel,tyhmä
740,dumm::A,teveqel,typerä
741,faul::A,dembel,laiska
742,fleißig::A,zellshëm,ahkera
743,geizig::A,kurnac,saita
744,geizig::A,dorështrënguar,saita
745,klug::A,mençur,älykäs
746,geschickt::A,aftë,taitava
747,lieb::A,dashur,rakas
748,lustig::A,gëzuar,hauska
749,lustig::A,gëzuar,iloinen
750,sanft::A,butë,lauha
751,sanft::A,butë,lempeä
752,hungrig::A,uritur,nälkäinen
753,krank::A,sëmurë,sairas
754,nackt::A,lakuriq,alaston
755,nackt::A,zhveshur,alaston
756,traurig::A,trishtuar,surullinen
757,traurig::A,trishtuar,murheellinen
758,lebendig::A,gjallë,elävä
759,gut::A,mirë,hyvä
760,schlecht::A,keq,paha
761,schlecht::A,keq,huono
762,richtig::A,drejtë,oikea
763,schlimm::A,keq,paha
764,wahr::A,vërtetë,tosi
765,alt::A,vjetër,vanha
766,neu::A,i ri,uusi
767,ehemalig::A,dikurshëm,entinen
768,ehemalig::A,dikurshëm,muinainen
769,alt[Lebewesen]::A,plak,vanha
770,jung::A,i ri,nuori
771,arm::A,varfër,köyhä
772,arm::A,vobektë,köyhä
773,reich::A,pasur,rikas
774,bekannt::A,njohur,tuttu
775,bekannt::A,njohur,tunnettu
776,berühmt::A,famshëm,kuuluisa
777,fremd::A,huaj,vieras
778,verschieden::A,ndryshëm,eri
779,verschieden::A,ndryshëm,erilainen
780,nah::A,afërt,läheinen
781,fern::A,largët,etäinen
782,linker::A,majtë,vasen
783,rechter::A,djathtë,oikea
784,anderer::A,tjetër,muu
785,anderer::A,tjetër,toinen
786,erster::A,parë,ensimmäinen
787,zweiter::A,dytë,toinen
788,dritter::A,i tretë,kolmas
789,letzter::A,fundit,viimeinen
790,allein::ADV,vetëm,yksin
791,auf einmal::ADV,njëkohësisht,yhdellä kertaa
792,zusammen::ADV,bashkë,yhdessä
793,zusammen::ADV,së bashku,yhdessä
794,lange::ADV,për një kohë të gjatë,kauan
795,lange::ADV,për një kohë të gjatë,pitkään
796,plötzlich::ADV,befas,äkkiä
797,sofort::ADV,menjëherë,heti
798,sofort::ADV,aty për aty,heti
799,später::ADV,më vonë,myöhemmin
800,jetzt::ADV,tash,nyt
801,heute::ADV,sot,tänään
802,morgen::ADV,nesër,huomenna
803,bald::ADV,shpejt,pian
