,Concept_ID,az,mhr
563,Unglück::N,bəla,эҥге́к
564,Schuld::N,təqsir,тита́к
565,Schuld::N,təqsir,йола́
566,Alter::N,yaş,ийго́т
567,Schluss::N,son,муча́ш
568,Zeit::N,vaxt,жап
569,Zeit::N,vaxt,па́гыт
570,Zeit::N,zaman,жап
571,Zeit::N,zaman,па́гыт
572,Tag::N,gün,ке́че
573,Morgen::N,sabah,эр
574,Mittag::N,günorta,кечыва́л
575,Abend::N,axşam,кас
576,Nacht::N,gecə,йӱд
577,Woche::N,həftə,арня́
578,Monat::N,ay,ты́лзе
579,Jahr::N,il,ий
580,Frühling::N,yaz,шо́шо
581,Frühling::N,bahar,шо́шо
582,Sommer::N,yay,кеҥе́ж
583,Herbst::N,payız,шы́же
584,Winter::N,qış,те́ле
585,Januar::N,Janvar,шоркыйол
586,Januar::N,Janvar,идалыкву́й
587,Januar::N,Janvar,янва́рь
588,Februar::N,Fevral,пургыж
589,Februar::N,Fevral,февра́ль
590,März::N,Mart,ӱярня
591,März::N,Mart,март
592,April::N,Aprel,апре́ль
593,Mai::N,May,ага
594,Mai::N,May,май
595,Juni::N,İyun,пеледыш
596,Juni::N,İyun,ию́нь
597,Juli::N,İyul,сӱрем
598,Juli::N,İyul,ию́ль
599,August::N,Avqust,сорла
600,August::N,Avqust,агарма́н
601,August::N,Avqust,а́вгуст
602,September::N,Sentyabr,идым
603,September::N,Sentyabr,сентя́брь
604,Oktober::N,Oktyabr,шыжа
605,Oktober::N,Oktyabr,октя́брь
606,November::N,Noyabr,кылме тылзе
607,November::N,Noyabr,ноя́брь
608,Dezember::N,Dekabr,дека́брь
609,Montag::N,bazar ertəsi,шо́чмо
610,Dienstag::N,çərşənbə axşamı,ку́шкыжмо
611,Mittwoch::N,çərşənbə,вӱрге́че
612,Donnerstag::N,cüme axşamı,изарня́
613,Freitag::N,cüme,кугарня́
614,Samstag::N,şənbə,шуматке́че
615,Sonntag::N,bazar,рушарня́
616,groß::A,böyük,кугу́
617,klein::A,kiçik,изи́
618,lang::A,uzun,кужу́
619,kurz::A,qısa,кӱ́чык
620,breit::A,enli,кумда́
621,breit::A,geniş,кумда́
622,schmal::A,dar,а́ҥысыр
623,dicht::A,sıx,ну́гыдо
624,dick[Gegenstand]::A,qalın,кӱ́жгӧ
625,dünn::A,nazik,ви́чкыж
626,fein::A,incə,ты́гыде
627,fest::A,bərk,чо́ткыдо
628,fest::A,möhkəm,чо́ткыдо
629,flach::A,düz,лапка́
630,glatt::A,hamar,яклака́
631,hart::A,sərt,пе́ҥгыде
632,weich::A,yumşaq,пу́шкыдо
633,rund::A,yuvarlaq,йырге́шке
634,spitz::A,uclu,коша́р
635,spitz::A,sivri,коша́р
636,scharf::A,kəskin,пӱ́сӧ
637,stumpf::A,küt,токма́к
638,schwer::A,ağır,не́ле
639,schön::A,gözəl,сы́лне
640,schön::A,gəşəng,сы́лне
641,heiß::A,isti,шо́кшо
642,warm::A,ilıq,ле́ве
643,kalt::A,soyuq,йӱ́штӧ
644,kühl::A,sərin,юа́лге
645,kühl::A,sərin,южгата́
646,frisch::A,təzə,свежа́
647,feucht::A,nəm,вӱ́дыжгӧ
648,nass::A,yaş,нӧ́рӧ
649,trocken::A,quru,ку́кшо
650,voll::A,dolu,тич
651,leer::A,boş,яра́
652,offen::A,açıq,виш
653,geschlossen::A,qapalı,пе́тырыме
654,geschlossen::A,qapalı,тӱ́чмӧ
655,sauber::A,təmiz,ару́
656,sauber::A,təmiz,янда́р
657,schmutzig::A,kirli,лавыра́н
658,schmutzig::A,kirli,ла́выргыше
659,roh::A,çiy,кӱ́чымӧ
660,reif::A,yetişmiş,лӧза́
661,lecker::A,dadlı,ту́тло
662,lecker::A,ləzzətli,ту́тло
663,süß::A,şirin,ше́ре
664,bitter::A,acı,ко́чо
665,sauer::A,turş,шо́по
666,hell::A,aydın,во́лгыдо
667,dunkel::A,qaranlıq,пычке́мыш
668,schwarz::A,qara,шола́
669,weiß::A,ağ,ош
670,rot::A,qırmızı,йошка́р
671,gelb::A,sarı,сар
672,blau::A,göy,ка́нде
673,blau::A,mavi,ка́нде
674,grün::A,yaşıl,ужа́р
675,grau::A,boz,сур
676,bunt::A,əlvan,олача́
677,bunt::A,rəngli,олача́
678,billig::A,ucuz,шу́лдо
679,teuer::A,bahalı,ше́рге
680,wertvoll::A,qiymətli,шергака́н
681,blind::A,kor,со́кыр
682,taub::A,kar,соҥгыра́
683,kräftig::A,güclü,куа́тле
684,stark::A,qüvvətli,вия́н
685,schwach::A,zəif,а́лдыме
686,schwach::A,gücsüz,а́лдыме
687,fett::A,şişman,коя́
688,schlank::A,zərif,йоштката́
689,schlank::A,zərif,яжу́
690,hübsch::A,göyçək,чеве́р
691,böse::A,fəna,шы́де
692,dumm::A,axmaq,аҥыра́
693,faul::A,tənbəl,його
694,fleißig::A,çalışqan,ты́ршыше
695,geizig::A,xəsis,чаҥга́
696,klug::A,ağıllı,уша́н
697,geschickt::A,bacarıqlı,уста́
698,lieb::A,əziz,ала́л
699,lieb::A,sevimli,ала́л
700,lustig::A,məzəli,весела́
701,lustig::A,gülməli,весела́
702,sanft::A,mülayim,ны́жылге
703,hungrig::A,ac,шу́жышо
704,krank::A,xəstə,че́рле
705,nackt::A,çılpaq,чарама́т
706,traurig::A,qəmgin,ойга́н
707,traurig::A,kədərli,ойга́н
708,lebendig::A,canlı,и́лыше
709,gut::A,yaxşı,сай
710,schlecht::A,pis,уда́
711,schlecht::A,pis,шӱ́кшӧ
712,richtig::A,doğru,чы́нле
713,schlimm::A,fəna,аля́к
714,schlimm::A,fəna,тыра́н
715,wahr::A,gərçək,чы́нле
716,wahr::A,gərçək,настоя́щий
717,alt::A,əski,то́што
718,alt::A,köhnə,то́што
719,neu::A,yeni,у
720,ehemalig::A,əvvəlki,о́нчычсо
721,ehemalig::A,əvvəlki,онда́кысе
722,alt[Lebewesen]::A,qoca,шо́нто
723,jung::A,gənc,са́мырык
724,arm::A,kasıb,нужна́
725,arm::A,yoxsul,нужна́
726,reich::A,zəngin,поя́н
727,bekannt::A,tanış,па́лыме
728,berühmt::A,məşhur,лӱ́млӧ
729,fremd::A,yad,йот
730,verschieden::A,dürlü,тӱ́рлӧ
731,nah::A,yaxın,ли́шыл
