,Concept_ID,de,ba
297,Winkel::N,Winkel,мөйөш
298,Muster::N,Muster,биҙәк
299,Größe::N,Größe,ҙурлыҡ
300,Länge::N,Länge,оҙонлоҡ
301,Höhe::N,Höhe,бейеклек
302,Gewicht::N,Gewicht,үлсәү
303,Menge::N,Menge,һан
304,Haufen::N,Haufen,өйөм
305,Reihe::N,Reihe,рәт
306,Boot::N,Boot,кәмә
307,Ruder::N,Ruder,ишкәк
308,Schlitten::N,Schlitten,сана
309,Ski::N,Ski,саңгы
310,Lagerfeuer::N,Lagerfeuer,костер
311,Last::N,Last,ауырлыҡ
312,Gang::N,Gang,барыу
313,Schritt::N,Schritt,аҙым
314,Norden::N,Norden,төньяҡ
315,Süden::N,Süden,көньяҡ
316,Westen::N,Westen,көнбайыш
317,Osten::N,Osten,көнсығыш
318,Holz::N,Holz,үағас
319,Brett::N,Brett,таҡта
320,Platte::N,Platte,плита
321,Stütze::N,Stütze,терәк
322,Stange::N,Stange,кәртә
323,Stock::N,Stock,таяҡ
324,Stab::N,Stab,ҡолға
325,Rohr::N,Rohr,торба
326,Haus::N,Haus,өй
327,Haus::N,Haus,йорт
328,Heim::N,Heim,өй
329,Ofen::N,Ofen,мейес
330,Fußboden::N,Fußboden,енес
331,Tisch::N,Tisch,өҫтәл
332,Stuhl::N,Stuhl,ултырғыс
333,Wiege::N,Wiege,бишек
334,Bett::N,Bett,карауат
335,Regal::N,Regal,кәштә
336,Kiste::N,Kiste,йәшинк
337,Fenster::N,Fenster,тәҙрә
338,Tür::N,Tür,ишек
339,Tor::N,Tor,ҡапҡа
340,Zaun::N,Zaun,ҡойма
341,Dach::N,Dach,түбә
342,Dach::N,Dach,ҡыйыҡ
343,Leiter::N,Leiter,баҫҡыс
344,Besen::N,Besen,һепертке
345,Spaten::N,Spaten,көрәк
346,Schaufel::N,Schaufel,көрәк
347,Gabel::N,Gabel,сәнске
348,Löffel::N,Löffel,ҡалаҡ
349,Messer::N,Messer,бысаҡ
350,Nagel::N,Nagel,сөй
351,Netz::N,Netz,ау
352,Haken::N,Haken,ыргаҡ
353,Griff::N,Griff,тотҡа
354,Schloss::N,Schloss,йоҙаҡ
355,Bild::N,Bild,картина
356,Figur::N,Figur,һын
357,Puppe::N,Puppe,ҡурсаҡ
358,Beutel::N,Beutel,тоҡ
359,Bündel::N,Bündel,төргәк
360,Tasche::N,Tasche,сумка
361,Eimer::N,Eimer,биҙрә
362,Deckel::N,Deckel,ҡапҡас
363,Geschirr::N,Geschirr,һауыт-һаба
364,Sack::N,Sack,тоҡ
365,Tasse::N,Tasse,сынаяҡ
366,Topf::N,Topf,кәстрүл
367,Kessel::N,Kessel,ҡаҙан
368,Essen::N,Essen,ашау
369,Nahrung::N,Nahrung,аҙыҡ
370,Speise::N,Speise,аш
371,Fleisch::N,Fleisch,ит
372,Getreide::N,Getreide,иген
373,Getreide::N,Getreide,ашлыҡ
374,Brei::N,Brei,бутҡа
375,Brot::N,Brot,икмәк
376,Scheibe::N,Scheibe,телем
377,Fett::N,Fett,май
378,Butter::N,Butter,май
379,Öl::N,Öl,май буяуы
380,Salz::N,Salz,тоҙ
381,Suppe::N,Suppe,һурпа
382,Honig::N,Honig,бал
383,Milch::N,Milch,һөт
384,Tee::N,Tee,сәй
385,Leder::N,Leder,күн
386,Wolle::N,Wolle,йөн
387,Stoff::N,Stoff,туҡыма
388,Nadel::N,Nadel,энә
389,Faden::N,Faden,еп
390,Knopf::N,Knopf,төймә
391,Knoten::N,Knoten,төйөн
392,Farbe::N,Farbe,буяу
393,Kleidung::N,Kleidung,кейем
394,Hemd::N,Hemd,күлдәк
395,Kragen::N,Kragen,яға
396,Ärmel::N,Ärmel,ең
397,Hose::N,Hose,салбар
398,Gürtel::N,Gürtel,ҡайыш
399,Mütze::N,Mütze,бүрк
400,Schuh::N,Schuh,туфли
401,Stiefel::N,Stiefel,итек
402,Ring::N,Ring,йөҙөк
403,Ring::N,Ring,балдаҡ
404,Band::N,Band,таҫма
405,Kamm::N,Kamm,тараҡ
406,Spiegel::N,Spiegel,көзгө
407,Riemen::N,Riemen,ҡайыш
408,Schnur::N,Schnur,бау
409,Leine::N,Leine,бау
410,Decke::N,Decke,одеяд
411,Kissen::N,Kissen,мендәр
412,Tuch::N,Tuch,яулыҡ
413,Handtuch::N,Handtuch,таҫтамал
414,Kraft::N,Kraft,көс
415,Stärke::N,Stärke,көс
416,Gesundheit::N,Gesundheit,һаулыҡ
417,Krankheit::N,Krankheit,сир
418,Krankheit::N,Krankheit,ауырыу
419,Schmerz::N,Schmerz,һыҙлау
420,Schmerz::N,Schmerz,әрнеү
421,Wunde::N,Wunde,йәрәхәт
422,Fieber::N,Fieber,тапма
423,Fieber::N,Fieber,биҙгәк
424,Arznei::N,Arznei,дарыу
425,Brücke::N,Brücke,күпер
426,Brunnen::N,Brunnen,ҡоҙоҡ
427,Weide::N,Weide,көтөүлек
428,Pfad::N,Pfad,һуҡмаҡ
429,Weg::N,Weg,юл
430,Straße::N,Straße,урам
431,Dorf::N,Dorf,ауыл
432,Stadt::N,Stadt,ҡала
433,Brief::N,Brief,хат
434,Buch::N,Buch,китап
435,Buch::N,Buch,кенәгә
436,Buchstabe::N,Buchstabe,хәреф
437,Zeitung::N,Zeitung,гәзит
438,Leben::N,Leben,йәшәү
439,Tod::N,Tod,үлем
440,Grab::N,Grab,ҡәбер
441,Kirche::N,Kirche,сиркәү
442,Sünde::N,Sünde,гөнаһ
443,Gott::N,Gott,алла
444,Gott::N,Gott,хоҙай
445,Arbeiter::N,Arbeiter,эшсе
446,Chef::N,Chef,башлыҡ
447,Meister::N,Meister,оҫта
448,Arzt::N,Arzt,врач
449,Lehrer::N,Lehrer,уҡытыусы
450,Geld::N,Geld,аҡса
451,Geschäft::N,Geschäft,эш
452,Laden::N,Laden,магазин
453,Preis::N,Preis,хаҡ
454,Ware::N,Ware,тауар
455,Nutzen::N,Nutzen,файҙа
456,Reichtum::N,Reichtum,байлыҡ
457,Welt::N,Welt,донъя
458,Land::N,Land,ил
459,Staat::N,Staat,дәүләт
460,König::N,König,король
461,Macht::N,Macht,власть
462,Grenze::N,Grenze,сик
463,Krieg::N,Krieg,һуғыш
464,Feind::N,Feind,йылан
465,Gewalt::N,Gewalt,көслөк
466,Kampf::N,Kampf,көрәш
467,Bogen[Waffe]::N,Bogen,йәйә
468,Pfeil::N,Pfeil,уҡ
469,Gewehr::N,Gewehr,мылтыҡ
470,Fehler::N,Fehler,хата
471,Lüge::N,Lüge,ялған
472,Schaden::N,Schaden,зыян
473,Schaden::N,Schaden,зарар
474,Unglück::N,Unglück,ҡаза
475,Schuld::N,Schuld,ғәйеп
476,Alter::N,Alter,йәш
477,Schluss::N,Schluss,һуң
478,Schluss::N,Schluss,аҙаҡ
479,Zeit::N,Zeit,мәл
480,Zeit::N,Zeit,заман
481,Tag::N,Tag,көн
482,Morgen::N,Morgen,иртә
483,Morgen::N,Morgen,иртәнсәк
484,Mittag::N,Mittag,төш
485,Abend::N,Abend,кис
486,Nacht::N,Nacht,төн
487,Woche::N,Woche,аҙна
488,Monat::N,Monat,ай
489,Jahr::N,Jahr,йыл
490,Frühling::N,Frühling,яҙ
491,Sommer::N,Sommer,йәй
492,Herbst::N,Herbst,көз
493,Winter::N,Winter,ҡыш
494,Januar::N,Januar,ғинуар
495,Februar::N,Februar,февраль
496,März::N,März,март
497,April::N,April,апрель
498,Mai::N,Mai,май
499,Juni::N,Juni,июнь
500,Juli::N,Juli,июль
501,August::N,August,август
502,September::N,September,сентябрь
503,Oktober::N,Oktober,октябрь
504,November::N,November,ноябрь
505,Dezember::N,Dezember,декабрь
506,Montag::N,Montag,дүшәмбе
507,Dienstag::N,Dienstag,шишәмбе
508,Mittwoch::N,Mittwoch,шаршамбы
509,Donnerstag::N,Donnerstag,кесаҙна
510,Freitag::N,Freitag,йома
511,Samstag::N,Samstag,шәмбе
512,Sonntag::N,Sonntag,йәкшәмбе
513,groß::A,groß,ҙур
514,klein::A,klein,бәләкәс
515,lang::A,lang,оҙон
516,kurz::A,kurz,ҡыҫҡа
517,breit::A,breit,киң
518,schmal::A,schmal,тар
519,dicht::A,dicht,йыш
520,dicht::A,dicht,ҡуйы
521,dick[Gegenstand]::A,dick,ҡалын
522,dünn::A,dünn,йоҡа
523,dünn::A,dünn,нәҙек
524,fein::A,fein,нескә
525,fest::A,fest,ныҡ
526,flach::A,flach,яҫы
527,flach::A,flach,ялпаҡ
528,glatt::A,glatt,шыма
529,hart::A,hart,ҡаты
530,weich::A,weich,йомшаҡ
531,rund::A,rund,түңәрәк
532,spitz::A,spitz,осло түбәле
533,scharf::A,scharf,үткер
534,stumpf::A,stumpf,утмәҫ
535,schwer::A,schwer,ауыр
536,schön::A,schön,матур
537,heiß::A,heiß,эҫе
538,warm::A,warm,йылы
539,kalt::A,kalt,һыуыҡ
540,kühl::A,kühl,һалҡынса
541,frisch::A,frisch,һалҡынса
542,feucht::A,feucht,еүеш
543,feucht::A,feucht,дымлы
544,nass::A,nass,еүеш
545,trocken::A,trocken,кипкән
546,voll::A,voll,тулы
547,leer::A,leer,буш
548,offen::A,offen,асыҡ
549,geschlossen::A,geschlossen,ябыҡ
550,sauber::A,sauber,таҙа
551,schmutzig::A,schmutzig,бысраҡ
552,roh::A,roh,сей
553,reif::A,reif,өлгөрғән
554,lecker::A,lecker,тәмле
555,süß::A,süß,тямле
556,süß::A,süß,тәм-том
557,bitter::A,bitter,әсе
558,sauer::A,sauer,әсе
559,hell::A,hell,яҡты
560,dunkel::A,dunkel,ҡараңғы
561,schwarz::A,schwarz,ҡара
562,weiß::A,weiß,аҡ
563,rot::A,rot,матур
564,rot::A,rot,һылыу
565,rot::A,rot,сибәр
566,gelb::A,gelb,һары
567,blau::A,blau,күк
568,grün::A,grün,йәшел
569,grau::A,grau,буҙ
570,bunt::A,bunt,сыбар
571,bunt::A,bunt,ала-ҡола
572,billig::A,billig,арзан
573,teuer::A,teuer,ҡыйбатлы
574,wertvoll::A,wertvoll,ҡиммәтле
575,blind::A,blind,һуҡыр
576,taub::A,taub,һаңғырау
577,kräftig::A,kräftig,көслө
578,kräftig::A,kräftig,ҡеүәтле
579,stark::A,stark,көслө
580,stark::A,stark,ҡеүәтле
581,schwach::A,schwach,көсһөҙ
582,fett::A,fett,һимеҙ
583,schlank::A,schlank,зифа
584,hübsch::A,hübsch,матур
585,böse::A,böse,асыулы
586,dumm::A,dumm,иҫәр
587,faul::A,faul,иренсәк
588,fleißig::A,fleißig,тырыш
589,geizig::A,geizig,һаран
590,klug::A,klug,аҡыллы
591,geschickt::A,geschickt,оҫта
592,lieb::A,lieb,яғымлы
593,lustig::A,lustig,күңелле
594,sanft::A,sanft,йыуаш
595,hungrig::A,hungrig,ас
596,krank::A,krank,сирле
597,krank::A,krank,ауырыу
598,nackt::A,nackt,яланғас
599,traurig::A,traurig,яманһыу
600,lebendig::A,lebendig,тере
601,lebendig::A,lebendig,йәнле
602,gut::A,gut,яҡшы
603,schlecht::A,schlecht,хөрт
604,schlecht::A,schlecht,алама
605,richtig::A,richtig,дөрөҫ
606,schlimm::A,schlimm,хөрт
607,schlimm::A,schlimm,алама
608,wahr::A,wahr,дөрөҫ
609,alt::A,alt,иҫке
610,alt::A,alt,боронғо
611,neu::A,neu,яңы
612,ehemalig::A,ehemalig,элекке
613,alt[Lebewesen]::A,alt,ҡарт
614,jung::A,jung,йәш
615,arm::A,arm,фәҡир
616,reich::A,reich,бай
617,bekannt::A,bekannt,таныш
618,berühmt::A,berühmt,атаҡлы
619,berühmt::A,berühmt,данлыҡлы
620,fremd::A,fremd,ят
621,fremd::A,fremd,сит
622,verschieden::A,verschieden,төрлө
623,nah::A,nah,яҡын
624,fern::A,fern,алыҫ
625,fern::A,fern,йыраҡ
626,linker::A,linker,һул
627,rechter::A,rechter,уң
628,anderer::A,anderer,бутән
629,erster::A,erster,тәүге
630,zweiter::A,zweiter,икенсе
631,dritter::A,dritter,өсөнсө
632,letzter::A,letzter,һуңғы
633,allein::ADV,allein,бер үҙе
634,allein::ADV,allein,яңғыҙ
635,auf einmal::ADV,auf einmal,бер юлы
636,zusammen::ADV,zusammen,бергә
637,lange::ADV,lange,оҙаҡ
638,plötzlich::ADV,plötzlich,ҡапыл
639,sofort::ADV,sofort,шунда уҡ
640,später::ADV,später,һуңыраҡ
641,jetzt::ADV,jetzt,хәҙер
642,heute::ADV,heute,бөгөн
643,morgen::ADV,morgen,иртәгә
644,bald::ADV,bald,тиҙҙән
645,dann::ADV,dann,һуңынан
646,gestern::ADV,gestern,кисә
647,einst::ADV,einst,ҡасандыр
648,einst::ADV,einst,бер баҡыт
649,damals::ADV,damals,ул саҡта
650,danach::ADV,danach,һуңынан
651,vorher::ADV,vorher,элек
652,zuerst::ADV,zuerst,башта
653,einmal::ADV,einmal,бер
654,manchmal::ADV,manchmal,ҡайһы берҙә
655,oft::ADV,oft,йыш
656,immer::ADV,immer,һәр ҡасан
657,niemals::ADV,niemals,бер ҡасан да
658,niemals::ADV,niemals,бер ваҡытта ла
659,hier::ADV,hier,бында
660,hierhin::ADV,hierhin,бында
661,von hier::ADV,von hier,бынан
662,von hier::ADV,von hier,ошонан
663,dort::ADV,dort,шунда
664,dort::ADV,dort,тегендә
665,dorthin::ADV,dorthin,шунда
666,dorthin::ADV,dorthin,тегеләй
667,geradeaus::ADV,geradeaus,тура
668,vorwärts::ADV,vorwärts,алға
669,rückwärts::ADV,rückwärts,кирегә
670,zurück::ADV,zurück,кирегә
671,unten::ADV,unten,түбәндә
672,hinab::ADV,hinab,түбәнгә
673,oben::ADV,oben,юғарыла
674,hinauf::ADV,hinauf,юғарыға
675,überall::ADV,überall,бөтә урында
676,nicht::ADV,nicht,тугел
677,ein wenig::ADV,ein wenig,аҙ
678,kaum::ADV,kaum,көскә
679,kaum::ADV,kaum,саҡ-саҡ
680,sehr::ADV,sehr,ифат
681,so::ADV,so,шулай
682,noch::ADV,noch,йәнә
683,nur::ADV,nur,бары
684,schon::ADV,schon,инде
685,wieder::ADV,wieder,тағы
686,vergebens::ADV,vergebens,бушҡа
687,vor::PRP,vor,алдында
688,hinter::PRP,hinter,артында
689,unter::PRP,unter,аҫтында
690,durch::PRP,durch,үтә
691,neben::PRP,neben,эргәһендә
692,zwischen::PRP,zwischen,араһында
693,wegen::PRP,wegen,өсөн
694,wegen::PRP,wegen,сәбәпле
695,dies::PRN,dies,был
696,dies::PRN,dies,ошо
697,das::PRN,das,ул
698,alles::PRN,alles,бөтә
699,ich::PRN,ich,мин
700,du::PRN,du,һин
701,er::PRN,er,ул
702,wir::PRN,wir,беҙ
703,ihr::PRN,ihr,һеҙ
704,sie::PRN,sie,улар
705,was::FPRN,was,ә
706,was::FPRN,was,ни
707,was::FPRN,was,нәмә
708,wer::FPRN,wer,ҡем
709,wo::FADV,wo,ҡайҙа
710,wohin::FADV,wohin,ҡайҙа
711,wie::FADV,wie,инидәй
712,warum::FADV,warum,ин өсөн
713,wieviel::FNUM,wieviel,күпме
714,eins::NUM,eins,бер
715,zwei::NUM,zwei,ике
716,zwei::NUM,zwei,икәү
717,drei::NUM,drei,өс
718,vier::NUM,vier,дүрт
719,fünf::NUM,fünf,биш
720,sechs::NUM,sechs,алты
721,sieben::NUM,sieben,ете
722,acht::NUM,acht,һигеҙ
723,neun::NUM,neun,туғыҙ
724,zehn::NUM,zehn,ун
725,elf::NUM,elf,ун бер
726,zwölf::NUM,zwölf,ун ике
727,zwanzig::NUM,zwanzig,егерме
728,dreißig::NUM,dreißig,утыҙ
729,vierzig::NUM,vierzig,ҡырҡ
730,fünfzig::NUM,fünfzig,илле
731,sechzig::NUM,sechzig,алтмыш
732,siebzig::NUM,siebzig,етмеш
733,achtzig::NUM,achtzig,һикһән
734,neunzig::NUM,neunzig,туҡһан
735,hundert::NUM,hundert,йөҙ
736,tausend::NUM,tausend,мең
737,und::CNJ,und,да
738,oder::CNJ,oder,йәки
739,stehen::V,stehen,тороу
740,sitzen::V,sitzen,ултырыу
741,liegen::V,liegen,ятыу
742,hängen::V,hängen,аҫылынып тороу
743,werden::V,werden,булыу
744,passieren::V,passieren,булыу
745,beginnen::V,beginnen,башлау
746,enden::V,enden,бөтөү
747,enden::V,enden,тамамланыү
748,wechseln::V,wechseln,үҙгәреү
749,aufgehen[Sonne]::V,aufgehen,ҡалҡыу
750,untergehen[Sonne]::V,untergehen,байыу
