,Concept_ID,tr,he
128,Blume::N,çiçek,פרח
129,Gras::N,ot,דשא
130,Gras::N,çim,דשא
131,Wurzel::N,kök,שרש
132,Baum::N,ağaç,עץ
133,Stamm::N,gövde,גזע
134,Rinde::N,kabuk,קלפת עץ
135,Ast::N,dal,ענף
136,Ast::N,budak,ענף
137,Zweig::N,dal,ענף
138,Blatt::N,yaprak,עלה
139,Birke::N,huş,שדר
140,Kiefer[Baum]::N,çam,ארן
141,Weide[Baum]::N,söğüt,ערבה
142,Tanne::N,çam,אשוח
143,Tanne::N,köknar,אשוח
144,Horn::N,boynuz,קרן
145,Feder::N,tüy,נוצה
146,Fell::N,post,פרוה
147,Flügel::N,kanat,כנף
148,Klaue::N,pençe,טלף
149,Kralle::N,tırnak,טפר
150,Schwanz::N,kuyruk,זנב
151,Ei::N,yumurta,ביצה
152,Nest::N,yuva,קן
153,Bau::N,in,מחלה
154,Tier::N,hayvan,חיה
155,Herde::N,sürü,עדר
156,Kuh::N,inek,פרה
157,Bulle::N,boğa,פר
158,Pferd::N,at,סוס
159,Pferd::N,beygir,סוס
160,Schaf::N,koyun,כבשה
161,Schwein::N,domuz,חזיר
162,Hund::N,it,כלב
163,Hund::N,köpek,כלב
164,Katze::N,kedi,חתול
165,Bär::N,ayı,דב
166,Eichhörnchen::N,sincap,סנאי
167,Elch::N,büyük kuzey geyiği,דישון
168,Fuchs::N,tilki,שועל
169,Hase::N,tavşan,ארנב
170,Maus::N,fare,עכבר
171,Maus::N,sıçan,עכבר
172,Wolf::N,kurt,זאב
173,Vogel::N,kuş,צפור
174,Schwarm::N,sürü,נחיל
175,Schwarm::N,sürü,להקה
176,Huhn::N,tavuk,תרנגלת
177,Hahn::N,horoz,תרנגול
178,Gans::N,kaz,אוז
179,Adler::N,kartal,עיט
180,Adler::N,karakuş,עיט
181,Ente::N,ördek,ברוז
182,Eule::N,baykuş,ינשוף
183,Kranich::N,turna,עגור
184,Kranich::N,turna,כרוכיה
185,Krähe::N,karga,עורב
186,Kuckuck::N,guguk,קוקיה
187,Schwan::N,kuğu,ברבור
188,Fisch::N,balık,דג
189,Barsch::N,hani,אוקונוס
190,Barsch::N,levrek,אוקונוס
191,Hecht::N,turnabalığı,זאב הים
192,Schlange[Tier]::N,yılan,נחש
193,Wurm::N,kurt,תולעת
194,Wurm::N,solucan,תולעת
195,Spinne::N,örümcek,עכביש
196,Ameise::N,karınca,נמלה
197,Laus::N,bit,כנה
198,Mücke::N,sivrisinek,יתוש
199,Fliege::N,sinek,זבוב
200,Schmetterling::N,kelebek,פרפר
201,Beere::N,tane,ענבה
202,Apfel::N,elma,תפוח
203,Pilz::N,mantar,פטריה
204,Zwiebel::N,soğan,בצל
205,Saat::N,ekin,זרעים
206,Korn::N,tane,גרעין
207,Heu::N,kuru ot,חציר
208,Schale::N,kabuk,קלפה
209,Grube::N,çukur,בור
210,Grube::N,çukur,שוחה
211,Falle::N,tuzak,מלכדת
212,Schlinge::N,ilmik,לולאה
213,Spur::N,iz,עקבה
214,Asche::N,kül,אפר
215,Dreck::N,pislik,זהמה
216,Eisen::N,demir,ברזל
217,Gold::N,altın,זהב
218,Silber::N,gümüş,כסף
219,Kohle::N,kömür,פחם
220,Glas::N,cam,זכוכית
221,Lehm::N,balçık,חרסית
222,Sand::N,kum,חול
223,Mensch::N,insan,אדם
224,Mann::N,adam,איש
225,Mann::N,adam,גבר
226,Mann::N,erkek,איש
227,Mann::N,erkek,גבר
228,Frau::N,bayan,אשה
229,Frau::N,bayan,גברת
230,Kind::N,çocuk,ילד
231,Junge::N,erkek çocuk,ילד
232,Mädchen::N,kız,נערה
233,Familie::N,aile,משפחה
234,Großvater::N,dede,סבא
235,Großvater::N,büyükbaba,סבא
236,Großmutter::N,nine,סבתא
237,Großmutter::N,büyükanne,סבתא
238,Eltern::N,ebeveyn,הורים
239,Eltern::N,ana baba,הורים
240,Vater::N,ata,אב
241,Vater::N,baba,אב
242,Mutter::N,ana,אם
243,Mutter::N,anne,אם
244,Sohn::N,oğul,בן
245,Tochter::N,kız,בת
246,Tochter::N,kız evlât,בת
247,Bruder::N,abi,אח
248,Bruder::N,erkek kardeş,אח
249,Schwester::N,abla,אחות
250,Schwester::N,kız kardeş,אחות
251,Onkel::N,dayı,דוד
252,Tante::N,hala,דודה
253,Tante::N,teyze,דודה
254,Ehemann::N,koca,איש
255,Ehemann::N,koca,בעל
256,Ehefrau::N,karı,אשה
257,Freude::N,neşe,שמחה
258,Freude::N,sevinç,שמחה
259,Gelächter::N,gülme,צחוק
260,Gelächter::N,kahkaha,צחוק
261,Glück::N,mutluluk,אשר
262,Kummer::N,dert,יגון
263,Kummer::N,dert,עגמה
264,Kummer::N,keder,יגון
265,Kummer::N,keder,עגמה
266,Wunsch::N,arzu,אחול
267,Wunsch::N,arzu,משאלה
268,Wunsch::N,istek,אחול
269,Wunsch::N,istek,משאלה
270,Lust::N,arzu,חשק
271,Lust::N,arzu,תשוקה
272,Lust::N,heves,חשק
273,Lust::N,heves,תשוקה
274,Geist::N,tin,רוח
275,Gedanke::N,fikir,מחשבה
276,Gedanke::N,düşünce,מחשבה
277,Gedächtnis::N,bellek,זכרון
278,Verstand::N,zekâ,שכל
279,Sinn::N,anlam,מובן
280,Sinn::N,anlam,משמעות
281,Grund::N,sebep,סבה
282,Wahrheit::N,doğruluk,אמת
283,Wahrheit::N,gerçeklik,אמת
284,Gespräch::N,görüşme,דיון
285,Märchen::N,masal,אגדה
286,Erzählung::N,öykü,ספור
287,Erzählung::N,hikâye,ספור
288,Nachricht::N,haber,ידיעה
289,Neuigkeit::N,haber,חדשה
290,Name::N,ad,שם
291,Name::N,isim,שם
292,Rätsel::N,bilmece,תעלומה
293,Rede::N,söylev,נאום
294,Rede::N,konuşma,נאום
295,Sprache::N,dil,לשון
296,Sprache::N,lisan,לשון
297,Stimme::N,ses,קול
298,Wort::N,kelime,מלה
299,Zeichen::N,işaret,סימן
300,Ruf::N,çağırma,קריאה
301,Lärm::N,şamata,רעש
302,Lärm::N,gürültü,רעש
303,Laut::N,ses,הגה
304,Ton::N,ses,צליל
305,Lied::N,türkü,שיר
306,Ruhe::N,sakinlik,שלוה
307,Leute::N,halk,אנשים
308,Leute::N,insanlar,אנשים
309,Volk::N,ulus,עם
310,Volk::N,millet,עם
311,Arbeit::N,iş,עבודה
312,Arbeit::N,çalışma,עבודה
313,Gast::N,konuk,אורח
314,Gast::N,misafir,אורח
315,Geschenk::N,hediye,מתנה
316,Geschenk::N,armağan,מתנה
317,Spiel::N,oyun,משחק
318,Gesellschaft::N,çevre,חברה
319,Gesellschaft::N,arkadaşlık,חברה
320,Hilfe::N,yardım,עזרה
321,Freund::N,dost,חבר
322,Freund::N,dost,ידיד
323,Freund::N,arkadaş,חבר
324,Freund::N,arkadaş,ידיד
325,Kamerad::N,arkadaş,רע
326,Angelegenheit::N,iş,ענין
327,Angelegenheit::N,husus,ענין
328,Anzahl::N,sayı,מספר
329,Art::N,çeşit,סוג
330,Stück::N,tane,חתיכה
331,Stück::N,parça,חתיכה
332,Teil::N,kısım,פרק
333,Hälfte::N,yarı,חצי
334,Kreis::N,daire,מעגל
335,Kreuz::N,haç,צלב
336,Linie::N,hat,קו
337,Linie::N,çizgi,קו
338,Strich::N,çizgi,קו קצר
339,Abstand::N,aralık,מרחק
340,Entfernung::N,mesafe,מרחק
341,Entfernung::N,uzaklık,מרחק
342,Gegend::N,yöre,נוף
343,Platz::N,yer,שטח
344,Ort::N,yer,אתר
345,Ort::N,yer,מקום
346,Seite::N,yan,צד
347,Seite::N,taraf,צד
348,Mitte::N,orta,אמצע
349,Mitte::N,merkez,אמצע
350,Gegenstand::N,şey,אוביקט
351,Sache::N,iş,דבר
352,Sache::N,şey,דבר
353,Rand::N,kenar,פרור
354,Kante::N,kenar,קצה
355,Ecke::N,köşe,פנה
356,Spitze::N,uç,קצה
357,Spitze::N,baş,קצה
358,Ende::N,uç,סוף
359,Loch::N,oyuk,חר
360,Loch::N,delik,חר
361,Winkel::N,köşe,פנה
362,Muster::N,örnek,תבנית
363,Größe::N,büyüklük,גדל
364,Länge::N,uzunluk,ארך
365,Höhe::N,yükseklik,קומה
366,Höhe::N,yükseklik,גבה
367,Gewicht::N,ağırlık,משקל
368,Menge::N,miktar,כמות
369,Haufen::N,küme,ערמה
370,Haufen::N,yığın,ערמה
371,Reihe::N,sıra,רצף
372,Boot::N,kayık,סירה
373,Boot::N,sandal,סירה
374,Ruder::N,kürek,משוט
375,Schlitten::N,kızak,מזחלת
376,Ski::N,kayak,מגלשים
377,Lagerfeuer::N,kamp ateşi,מדורה
378,Last::N,yük,משא
379,Gang::N,gidiş,הליכה
380,Gang::N,yürüyüş,הליכה
381,Schritt::N,adım,צעד
382,Norden::N,kuzey,צפון
383,Süden::N,güney,דרום
384,Westen::N,batı,מערב
385,Osten::N,doğu,מזרח
386,Holz::N,ağaç,עץ
387,Holz::N,tahta,עץ
388,Brett::N,tahta,קרש
389,Platte::N,levha,לוח
390,Stütze::N,dayak,משען
391,Stütze::N,destek,משען
392,Stange::N,çubuk,מוט
393,Stock::N,sopa,מקל
394,Stock::N,değnek,מקל
395,Stab::N,sırık,מוט
396,Stab::N,baston,מוט
397,Rohr::N,boru,צנור
398,Haus::N,ev,בית
399,Heim::N,ev,בית
400,Heim::N,yurt,בית
401,Ofen::N,soba,תנור
402,Fußboden::N,taban,רצפה
403,Fußboden::N,döşeme,רצפה
404,Tisch::N,masa,שלחן
405,Stuhl::N,iskemle,כסא
406,Stuhl::N,sandalye,כסא
407,Wiege::N,beşik,ערש
408,Bett::N,yatak,מטה
409,Regal::N,raf,מדף
410,Kiste::N,sandık,תבה
411,Kiste::N,sandık,ארגז
412,Fenster::N,pencere,חלון
413,Tür::N,kapı,דלת
414,Tor::N,kapı,שער
415,Zaun::N,çit,גדר
416,Dach::N,dam,גג
417,Dach::N,çatı,גג
418,Leiter::N,merdiven,סלם
419,Besen::N,süpürge,מטאטא
420,Spaten::N,bel,את
421,Schaufel::N,kürek,את
422,Gabel::N,çatal,מזלג
423,Löffel::N,kaşık,כף
424,Messer::N,bıçak,סכין
425,Nagel::N,çivi,מסמר
426,Netz::N,ağ,רשת
427,Haken::N,çengel,וו
428,Haken::N,çengel,קרס
429,Griff::N,kulp,ידית
430,Griff::N,tutamak,ידית
431,Schloss::N,kilit,מנעול
432,Bild::N,imaj,תמונה
433,Bild::N,resim,תמונה
434,Figur::N,şekil,פסל
435,Figur::N,heykel,פסל
436,Puppe::N,kukla,בבה
437,Beutel::N,kese,שק
438,Beutel::N,torba,שק
439,Bündel::N,deste,צרור
440,Tasche::N,çanta,שקית
441,Eimer::N,kova,דלי
442,Deckel::N,kapak,מכסה
443,Geschirr::N,kap kacak,כלים
444,Sack::N,torba,שק
445,Tasse::N,fincan,ספל
446,Topf::N,tencere,סיר
447,Kessel::N,kazan,קנקן
448,Essen::N,yemek,אכל
449,Essen::N,yemek,ארוחה
450,Nahrung::N,gıda,הזנה
451,Nahrung::N,gıda,תזונה
452,Nahrung::N,besin,הזנה
453,Nahrung::N,besin,תזונה
454,Speise::N,yemek,מאכל
455,Speise::N,yemek,ארוחה
456,Fleisch::N,et,בשר
457,Getreide::N,tahıl,דגן
458,Getreide::N,hububat,דגן
459,Brei::N,ezme,מחית
460,Brot::N,ekmek,לחם
461,Scheibe::N,dilim,עגול
462,Scheibe::N,dilim,פרוסה
463,Fett::N,yağ,שמן
464,Butter::N,tereyağı,חמאה
465,Öl::N,yağ,שמן
466,Öl::N,akar yağ,שמן
467,Salz::N,tuz,מלח
468,Suppe::N,çorba,מרק
469,Honig::N,bal,דבש
470,Milch::N,süt,חלב
471,Tee::N,çay,תה
472,Leder::N,deri,עור
473,Leder::N,meşin,עור
474,Wolle::N,yün,צמר
475,Stoff::N,kumaş,בד
476,Stoff::N,kumaş,אריג
477,Nadel::N,iğne,מחט
478,Faden::N,tire,חוט
479,Faden::N,iplik,חוט
480,Knopf::N,düğme,כפתור
481,Knoten::N,düğüm,קשר
482,Farbe::N,boya,צבע
483,Kleidung::N,giyim,בגדים
484,Hemd::N,gömlek,חלצה
485,Kragen::N,yaka,צוארון
486,Ärmel::N,yen,שרוול
487,Ärmel::N,elbise kolu,שרוול
488,Hose::N,pantolon,מכנסים
489,Gürtel::N,kuşak,חגורה
490,Mütze::N,bere,כובע
491,Mütze::N,kasket,כובע
492,Schuh::N,kundura,נעל
493,Schuh::N,ayakkabı,נעל
494,Stiefel::N,çizme,מגף
495,Ring::N,yüzük,טבעת
496,Band::N,bağ,סרט
497,Band::N,şerit,סרט
498,Kamm::N,tarak,מסרק
499,Spiegel::N,ayna,מראה
500,Riemen::N,kayış,רצועה
501,Schnur::N,ip,חבל
502,Schnur::N,sicim,חבל
503,Leine::N,kayış,מושכות
504,Decke::N,örtü,שמיכה
505,Decke::N,yorgan,שמיכה
506,Kissen::N,yastık,כרית
507,Tuch::N,bez,צעיף
508,Handtuch::N,havlu,מגבת
509,Kraft::N,güç,כוח
510,Kraft::N,kuvvet,כוח
511,Stärke::N,kuvvet,און
512,Gesundheit::N,sağlık,בריאות
513,Krankheit::N,hastalık,מחלה
514,Schmerz::N,ağrı,כאב
515,Schmerz::N,sancı,כאב
516,Wunde::N,yara,פציעה
517,Fieber::N,ateş,חם
518,Arznei::N,ilâç,תרופה
519,Brücke::N,köprü,גשר
520,Brunnen::N,kuyu,באר
521,Brunnen::N,çeşme,באר
522,Weide::N,otlak,אחו
523,Weide::N,otlak,מרעה
524,Pfad::N,patika,שביל
525,Pfad::N,patika,מדרכה
526,Pfad::N,keçiyolu,שביל
527,Pfad::N,keçiyolu,מדרכה
528,Weg::N,yol,דרך
529,Straße::N,yol,כביש
530,Straße::N,cadde,כביש
531,Dorf::N,köy,כפר
532,Stadt::N,kent,עיר
533,Stadt::N,şehir,עיר
534,Brief::N,mektup,מכתב
535,Buch::N,kitap,ספר
536,Buchstabe::N,harf,אות
537,Zeitung::N,gazete,עתון
538,Leben::N,hayat,חיים
539,Tod::N,ölüm,מות
540,Grab::N,kabir,קבר
541,Kirche::N,kilise,כנסיה
542,Sünde::N,günah,חטא
543,Gott::N,tanrı,אל
544,Arbeiter::N,işçi,פועל
545,Chef::N,şef,ראש
546,Chef::N,şef,מנהל
547,Chef::N,müdür,ראש
548,Chef::N,müdür,מנהל
549,Meister::N,usta,ממחה
550,Arzt::N,hekim,רופא
551,Arzt::N,doktor,רופא
552,Lehrer::N,hoca,מורה
553,Lehrer::N,öğretmen,מורה
554,Geld::N,para,כסף
555,Geschäft::N,ticaret,עסקה
556,Laden::N,dükkân,חנות
557,Preis::N,fiyat,מחיר
558,Ware::N,mal,סחורה
559,Nutzen::N,fayda,תועלת
560,Reichtum::N,servet,עשר
561,Reichtum::N,zenginlik,עשר
562,Welt::N,dünya,עולם
563,Land::N,ülke,ארץ
564,Staat::N,devlet,מדינה
565,König::N,kral,מלך
566,Macht::N,kudret,כוח
567,Macht::N,iktidar,כוח
568,Grenze::N,had,גבול
569,Grenze::N,sınır,גבול
570,Krieg::N,savaş,מלחמה
571,Feind::N,düşman,אויב
572,Gewalt::N,zor,אלימות
573,Gewalt::N,cebir,אלימות
574,Kampf::N,savaş,קרב
575,Kampf::N,savaş,לחימה
576,Bogen[Waffe]::N,yay,קשת
577,Pfeil::N,ok,חץ
578,Gewehr::N,tüfek,רובה
579,Fehler::N,hata,טעות
580,Fehler::N,yanlış,טעות
581,Lüge::N,yalan,שקר
582,Schaden::N,zarar,נזק
583,Unglück::N,felâket,מזל רע
584,Unglück::N,talihsizlik,מזל רע
585,Schuld::N,suç,אשמה
586,Schuld::N,kabahat,אשמה
587,Alter::N,yaş,גיל
588,Schluss::N,son,סיום
589,Zeit::N,zaman,זמן
590,Tag::N,gün,יום
591,Morgen::N,sabah,בקר
592,Mittag::N,öğle,צהרים
593,Abend::N,akşam,ערב
594,Nacht::N,gece,לילה
595,Woche::N,hafta,שבוע
596,Monat::N,ay,חדש
597,Jahr::N,yıl,שנה
598,Jahr::N,sene,שנה
599,Frühling::N,ilkbahar,אביב
600,Sommer::N,yaz,קיץ
601,Herbst::N,güz,סתו
602,Herbst::N,sonbahar,סתו
603,Winter::N,kış,חרף
604,Januar::N,ocak,ינואר
605,Februar::N,şubat,פברואר
606,März::N,mart,מרץ
607,April::N,nisan,אפריל
608,Mai::N,mayıs,מאי
609,Juni::N,haziran,יוני
610,Juli::N,temmuz,יולי
611,August::N,ağustos,אוגוסט
612,September::N,eylül,ספטמבר
613,Oktober::N,ekim,אוקטובר
614,November::N,kasım,נובמבר
615,Dezember::N,aralık,דצמבר
616,Montag::N,pazartesi,יום שני
617,Dienstag::N,salı,יום שלישי
618,Mittwoch::N,çarşamba,יום רביעי
619,Donnerstag::N,perşembe,יום חמישי
620,Freitag::N,cuma,יום ששי
621,Samstag::N,cumartesi,יום שבת
622,Sonntag::N,pazar,יום ראשון
623,groß::A,büyük,גדול
624,klein::A,ufak,קטן
625,klein::A,küçük,קטן
626,lang::A,uzun,ארך
627,kurz::A,kısa,קצר
628,breit::A,enli,רחב
629,breit::A,geniş,רחב
630,schmal::A,dar,צר
631,dicht::A,sık,צפוף
632,dicht::A,yoğun,צפוף
633,dick[Gegenstand]::A,kalın,עבה
634,dick[Gegenstand]::A,iri,עבה
635,dünn::A,ince,דק
636,fein::A,ince,מעדן
637,fein::A,narin,מעדן
638,fest::A,sabit,מוצק
639,fest::A,sağlam,מוצק
640,flach::A,düz,שטוח
641,flach::A,yassı,שטוח
642,glatt::A,düz,חלק
643,hart::A,katı,קשיח
644,weich::A,yumuşak,רך
645,rund::A,yuvarlak,עגל
646,spitz::A,sivri,חד
647,scharf::A,keskin,חד
648,stumpf::A,kör,קהה
649,schwer::A,ağır,כבד
650,schön::A,güzel,יפה
651,heiß::A,kızgın,חם
652,warm::A,sıcak,חם
653,kalt::A,soğuk,קר
654,kühl::A,serin,צונן
655,frisch::A,taze,טרי
656,feucht::A,nemli,לח
657,feucht::A,rutubetli,לח
658,nass::A,yaş,רטוב
659,nass::A,ıslak,רטוב
660,trocken::A,kuru,יבש
661,voll::A,dolu,מלא
662,voll::A,dolmuş,מלא
663,leer::A,boş,ריק
664,offen::A,açık,פתוח
665,geschlossen::A,kapalı,סגור
666,sauber::A,pak,נקי
667,sauber::A,temiz,נקי
668,schmutzig::A,pis,מלכלך
669,schmutzig::A,kirli,מלכלך
670,roh::A,çiğ,חי
671,reif::A,olgun,בשל
672,lecker::A,lezzetli,טעים
673,süß::A,tatlı,מתוק
674,süß::A,şekerli,מתוק
675,bitter::A,acı,מר
676,sauer::A,ekşi,חמוץ
677,hell::A,aydınlık,בהיר
678,dunkel::A,karanlık,עמום
679,schwarz::A,kara,שחר
680,schwarz::A,siyah,שחר
681,weiß::A,ak,לבן
682,weiß::A,beyaz,לבן
683,rot::A,kırmızı,אדם
684,gelb::A,sarı,צהב
685,blau::A,mavi,כחל
686,grün::A,yeşil,ירק
687,grau::A,boz,אפר
688,bunt::A,renkli,צבעוני
689,billig::A,ucuz,זול
690,teuer::A,pahalı,יקר
691,wertvoll::A,değerli,יקר ערך
692,blind::A,kör,עור
693,taub::A,sağır,חרש
694,kräftig::A,dinç,חסן
695,kräftig::A,kuvvetli,חסן
696,stark::A,güçlü,חזק
697,stark::A,kuvvetli,חזק
698,schwach::A,zayıf,חלש
699,schwach::A,güçsüz,חלש
700,fett::A,şişman,שמן
701,schlank::A,narin,רזה
702,hübsch::A,güzel,יפה תאר
703,hübsch::A,sevimli,יפה תאר
704,böse::A,kötü,רשע
705,dumm::A,aptal,טפש
706,faul::A,tembel,עצלן
707,fleißig::A,çalışkan,חרוץ
708,geizig::A,cimri,קמצן
709,klug::A,zekî,נבון
710,klug::A,zekî,פקח
711,klug::A,akıllı,נבון
712,klug::A,akıllı,פקח
713,geschickt::A,becerikli,מימן
714,lieb::A,sevimli,יקר
715,lieb::A,sevimli,אהוב
716,lustig::A,neşeli,עליז
717,sanft::A,nazik,עדין
718,hungrig::A,aç,רעב
719,krank::A,hasta,חולה
720,krank::A,rahatsız,חולה
721,nackt::A,çıplak,ערום
722,traurig::A,kederli,עצוב
723,traurig::A,üzüntülü,עצוב
724,lebendig::A,canlı,חי
725,gut::A,iyi,טוב
726,schlecht::A,kötü,גרוע
727,richtig::A,doğru,נכון
728,schlimm::A,kötü,רע
729,wahr::A,doğru,אמתי
730,wahr::A,gerçek,אמתי
731,alt::A,eski,ישן
732,neu::A,yeni,חדש
733,ehemalig::A,önceki,לשעבר
734,alt[Lebewesen]::A,yaşlı,זקן
735,jung::A,genç,צעיר
736,arm::A,fakir,עני
737,reich::A,zengin,עשיר
738,bekannt::A,bilinen,ידוע
739,berühmt::A,ünlü,מפרסם
740,berühmt::A,meşhur,מפרסם
741,fremd::A,yabancı,זר
742,verschieden::A,ayrı,שונה
743,verschieden::A,farklı,שונה
744,nah::A,yakın,קרוב
745,nah::A,bitişik,קרוב
746,fern::A,uzak,רחוק
747,linker::A,sol,שמאלי
748,rechter::A,sağ,ימין
749,anderer::A,diğer,אחר
750,erster::A,ilk,ראשון
751,erster::A,birinci,ראשון
752,zweiter::A,ikinci,שני
753,dritter::A,üçüncü,שלישי
754,letzter::A,son,אחרון
755,letzter::A,sonuncu,אחרון
756,allein::ADV,yalnız,לבד
757,allein::ADV,tek başına,לבד
758,auf einmal::ADV,birden,בו-זמנית
759,zusammen::ADV,beraber,ביחד
760,zusammen::ADV,birlikte,ביחד
761,lange::ADV,çok,הרבה זמן
762,lange::ADV,uzun,הרבה זמן
763,plötzlich::ADV,ansızın,לפתע
764,plötzlich::ADV,ansızın,פתאום
765,plötzlich::ADV,birdenbire,לפתע
766,plötzlich::ADV,birdenbire,פתאום
767,sofort::ADV,hemen,מיד
768,sofort::ADV,derhal,מיד
769,später::ADV,daha sonra,לאחר זמן
770,später::ADV,daha sonra,יותר מאחר
771,jetzt::ADV,şimdi,עכשיו
772,heute::ADV,bugün,היום
773,morgen::ADV,yarın,מחר
774,bald::ADV,yakında,בקרוב
775,dann::ADV,sonra,אחר-כך
776,gestern::ADV,dün,אתמול
777,einst::ADV,eskiden,לפנים
778,damals::ADV,o zamanlar,אז
779,danach::ADV,sonradan,אחר-כך
780,danach::ADV,ondan sonra,אחר-כך
781,vorher::ADV,önce,לפני זה
782,vorher::ADV,önceden,לפני זה
783,zuerst::ADV,ilk önce,קדם
784,einmal::ADV,bir defa,פעם
785,manchmal::ADV,bazan,לפעמים
786,oft::ADV,sık sık,לעתים קרובות
787,oft::ADV,çok defa,לעתים קרובות
788,immer::ADV,daima,תמיד
789,immer::ADV,her zaman,תמיד
790,niemals::ADV,asla değil,אף פעם
791,niemals::ADV,hiçbir zaman,אף פעם
792,hier::ADV,burada,כאן
793,hierhin::ADV,buraya,פה
794,von hier::ADV,buradan,מפה
795,dort::ADV,orada,שם
796,dort::ADV,şurada,שם
797,dorthin::ADV,oraya,שם
798,dorthin::ADV,şuraya,שם
799,geradeaus::ADV,doğru,ישר
800,vorwärts::ADV,ileri,קדימה
801,rückwärts::ADV,geri,לאחור
802,zurück::ADV,geriye,בחזרה
803,zurück::ADV,geriye,אחורנית
804,unten::ADV,aşağıda,למטה
805,hinab::ADV,aşağıya,למטה
806,oben::ADV,yukarıda,מעל
807,oben::ADV,yukarıda,למעלה
808,hinauf::ADV,yukarı,למעלה
