,Concept_ID,eu,he
100,Schmutz::N,lohi,לכלוך
101,Schmutz::N,zikin,לכלוך
102,See::N,laku,אגם
103,See::N,aintzira,אגם
104,Sumpf::N,zingira,בצה
105,Moor::N,zohikaztegi,בצה
106,Wiese::N,larre,מרעה
107,Wiese::N,belardi,מרעה
108,Wald::N,baso,יער
109,Wald::N,oihan,יער
110,Hügel::N,muino,תל
111,Hügel::N,pentoka,תל
112,Anhöhe::N,garai,מעלה
113,Anhöhe::N,goragune,מעלה
114,Berg::N,mendi,הר
115,Gipfel::N,gain,פסגה
116,Gipfel::N,tontor,פסגה
117,Höhle::N,kobazulo,מערה
118,Abhang::N,aldapa,מדרון
119,Abhang::N,aldapa,שפוע
120,Quelle::N,iturri,מעין
121,Quelle::N,iturbegi,מעין
122,Bach::N,lats,נחל
123,Bach::N,erreka,נחל
124,Fluss::N,ibai,נהר
125,Fluss::N,uhaitz,נהר
126,Ufer::N,bazter,גדה
127,Küste::N,itsasalde,חוף
128,Festland::N,lehor,יבשה
129,Meer::N,itsaso,ים
130,Bucht::N,golko,מפרץ
131,Insel::N,irla,אי
132,Insel::N,uharte,אי
133,Blume::N,lili,פרח
134,Gras::N,belar,דשא
135,Wurzel::N,zuztar,שרש
136,Wurzel::N,sustrai,שרש
137,Baum::N,zuhaitz,עץ
138,Stamm::N,enbor,גזע
139,Rinde::N,azal,קלפת עץ
140,Ast::N,adar,ענף
141,Zweig::N,abar,ענף
142,Blatt::N,hosto,עלה
143,Birke::N,urki,שדר
144,Kiefer[Baum]::N,ler,ארן
145,Weide[Baum]::N,zume,ערבה
146,Weide[Baum]::N,sahats,ערבה
147,Tanne::N,izei,אשוח
148,Horn::N,adar,קרן
149,Feder::N,luma,נוצה
150,Feder::N,hegaki,נוצה
151,Fell::N,ile,פרוה
152,Fell::N,larru,פרוה
153,Flügel::N,hego,כנף
154,Klaue::N,atzapar,טלף
155,Kralle::N,erpe,טפר
156,Kralle::N,atzapar,טפר
157,Schwanz::N,isats,זנב
158,Schwanz::N,buztan,זנב
159,Ei::N,arrautza,ביצה
160,Nest::N,habia,קן
161,Bau::N,ohantze,מחלה
162,Tier::N,abere,חיה
163,Tier::N,piztia,חיה
164,Herde::N,saldo,עדר
165,Herde::N,abere talde,עדר
166,Kuh::N,behi,פרה
167,Bulle::N,zezen,פר
168,Pferd::N,zaldi,סוס
169,Schaf::N,ardi,כבשה
170,Schwein::N,urde,חזיר
171,Schwein::N,txerri,חזיר
172,Hund::N,txakur,כלב
173,Katze::N,katu,חתול
174,Bär::N,hartz,דב
175,Eichhörnchen::N,urtxintxa,סנאי
176,Elch::N,altze,דישון
177,Fuchs::N,azeri,שועל
178,Hase::N,erbi,ארנב
179,Maus::N,sagu,עכבר
180,Wolf::N,otso,זאב
181,Vogel::N,txori,צפור
182,Vogel::N,hegazti,צפור
183,Schwarm::N,aldra,נחיל
184,Schwarm::N,aldra,להקה
185,Huhn::N,oilo,תרנגלת
186,Hahn::N,oilar,תרנגול
187,Gans::N,antzara,אוז
188,Adler::N,arrano,עיט
189,Ente::N,ahate,ברוז
190,Eule::N,hontza,ינשוף
191,Kranich::N,kurrilo,עגור
192,Kranich::N,kurrilo,כרוכיה
193,Krähe::N,bele,עורב
194,Kuckuck::N,kuku,קוקיה
195,Schwan::N,beltxarga,ברבור
196,Fisch::N,arrain,דג
197,Barsch::N,perka,אוקונוס
198,Hecht::N,lutxo,זאב הים
199,Schlange[Tier]::N,suge,נחש
200,Wurm::N,har,תולעת
201,Spinne::N,armiarma,עכביש
202,Ameise::N,inurri,נמלה
203,Laus::N,zorri,כנה
204,Mücke::N,eltxo,יתוש
205,Fliege::N,euli,זבוב
206,Schmetterling::N,pinpirin,פרפר
207,Schmetterling::N,tximeleta,פרפר
208,Beere::N,baia,ענבה
209,Apfel::N,sagar,תפוח
210,Pilz::N,onddo,פטריה
211,Pilz::N,perretxiko,פטריה
212,Zwiebel::N,tipula,בצל
213,Saat::N,haziak,זרעים
214,Korn::N,ale,גרעין
215,Korn::N,pikor,גרעין
216,Heu::N,belar ondu,חציר
217,Schale::N,azal,קלפה
218,Grube::N,hobi,בור
219,Grube::N,hobi,שוחה
220,Falle::N,harrapagailu,מלכדת
221,Schlinge::N,bilur,לולאה
222,Schlinge::N,xedera,לולאה
223,Spur::N,lorratz,עקבה
224,Asche::N,errauts,אפר
225,Dreck::N,satsukeria,זהמה
226,Eisen::N,burdina,ברזל
227,Gold::N,urre,זהב
228,Gold::N,urregorri,זהב
229,Silber::N,zilar,כסף
230,Silber::N,urrezuri,כסף
231,Kohle::N,ikatz,פחם
232,Glas::N,beira,זכוכית
233,Lehm::N,buztin,חרסית
234,Sand::N,harea,חול
235,Sand::N,hondar,חול
236,Mensch::N,gizaki,אדם
237,Mann::N,gizon,איש
238,Mann::N,gizon,גבר
239,Frau::N,andere,אשה
240,Frau::N,andere,גברת
241,Frau::N,emakume,אשה
242,Frau::N,emakume,גברת
243,Kind::N,haur,ילד
244,Junge::N,mutil,ילד
245,Mädchen::N,neska,נערה
246,Familie::N,sendi,משפחה
247,Familie::N,familia,משפחה
248,Großvater::N,aitona,סבא
249,Großvater::N,aitatxi,סבא
250,Großmutter::N,amona,סבתא
251,Großmutter::N,amatxi,סבתא
252,Eltern::N,gurasoak,הורים
253,Vater::N,aita,אב
254,Mutter::N,ama,אם
255,Sohn::N,seme,בן
256,Tochter::N,alaba,בת
257,Bruder::N,neba,אח
258,Bruder::N,anaia,אח
259,Schwester::N,ahizpa,אחות
260,Onkel::N,osaba,דוד
261,Tante::N,izeba,דודה
262,Ehemann::N,senar,איש
263,Ehemann::N,senar,בעל
264,Ehefrau::N,emazte,אשה
265,Freude::N,poz,שמחה
266,Freude::N,pozkari,שמחה
267,Gelächter::N,barre,צחוק
268,Gelächter::N,karkara,צחוק
269,Glück::N,zori,אשר
270,Kummer::N,xangrin,יגון
271,Kummer::N,xangrin,עגמה
272,Kummer::N,atsekabe,יגון
273,Kummer::N,atsekabe,עגמה
274,Wunsch::N,nahi,אחול
275,Wunsch::N,nahi,משאלה
276,Wunsch::N,nahikunde,אחול
277,Wunsch::N,nahikunde,משאלה
278,Lust::N,gogo,חשק
279,Lust::N,gogo,תשוקה
280,Geist::N,gogo,רוח
281,Gedanke::N,gogoeta,מחשבה
282,Gedächtnis::N,oroimen,זכרון
283,Gedächtnis::N,gogoramen,זכרון
284,Verstand::N,adimen,שכל
285,Verstand::N,ulermen,שכל
286,Sinn::N,zentzu,מובן
287,Sinn::N,zentzu,משמעות
288,Grund::N,zergati,סבה
289,Wahrheit::N,egia,אמת
290,Gespräch::N,hizketa,דיון
291,Gespräch::N,elkarrizketa,דיון
292,Märchen::N,ipuin,אגדה
293,Erzählung::N,edesti,ספור
294,Erzählung::N,kontakizun,ספור
295,Nachricht::N,albiste,ידיעה
296,Neuigkeit::N,berri,חדשה
297,Name::N,izen,שם
298,Rätsel::N,asmakizun,תעלומה
299,Rede::N,hitzaldi,נאום
300,Rede::N,mintzaldi,נאום
301,Sprache::N,hizkuntza,לשון
302,Stimme::N,ahots,קול
303,Wort::N,hitz,מלה
304,Zeichen::N,agerbide,סימן
305,Zeichen::N,agergarri,סימן
306,Ruf::N,dei,קריאה
307,Lärm::N,zarata,רעש
308,Lärm::N,harrabots,רעש
309,Laut::N,hots,הגה
310,Ton::N,tonu,צליל
311,Ton::N,soinu,צליל
312,Lied::N,abesti,שיר
313,Ruhe::N,nasaitasun,שלוה
314,Leute::N,jende,אנשים
315,Volk::N,herri,עם
316,Volk::N,populu,עם
317,Arbeit::N,lan,עבודה
318,Gast::N,arrotz,אורח
319,Gast::N,apopilo,אורח
320,Geschenk::N,opari,מתנה
321,Spiel::N,jolas,משחק
322,Gesellschaft::N,gizarte,חברה
323,Hilfe::N,helpide,עזרה
324,Hilfe::N,laguntza,עזרה
325,Freund::N,lagun,חבר
326,Freund::N,lagun,ידיד
327,Kamerad::N,adiskide,רע
328,Kamerad::N,lagunkide,רע
329,Angelegenheit::N,afera,ענין
330,Anzahl::N,kopuru,מספר
331,Art::N,mota,סוג
332,Stück::N,puska,חתיכה
333,Teil::N,atal,פרק
334,Hälfte::N,erdi,חצי
335,Kreis::N,biribilki,מעגל
336,Kreuz::N,gurutze,צלב
337,Linie::N,linea,קו
338,Strich::N,marra,קו קצר
339,Abstand::N,tarte,מרחק
340,Entfernung::N,urrunera,מרחק
341,Gegend::N,alderdi,נוף
342,Gegend::N,eskualde,נוף
343,Platz::N,leku,שטח
344,Ort::N,toki,אתר
345,Ort::N,toki,מקום
346,Seite::N,albo,צד
347,Mitte::N,erdi,אמצע
348,Gegenstand::N,gauzaki,אוביקט
349,Sache::N,gauza,דבר
350,Rand::N,ertz,פרור
351,Kante::N,ertz,קצה
352,Ecke::N,kantoi,פנה
353,Spitze::N,punta,קצה
354,Ende::N,buru,סוף
355,Ende::N,mutur,סוף
356,Loch::N,zulo,חר
357,Winkel::N,zoko,פנה
358,Winkel::N,bazter,פנה
359,Muster::N,eredu,תבנית
360,Muster::N,marrazki,תבנית
361,Größe::N,kaizu,גדל
362,Größe::N,tamaina,גדל
363,Länge::N,luzera,ארך
364,Höhe::N,goiera,קומה
365,Höhe::N,goiera,גבה
366,Höhe::N,garaiera,קומה
367,Höhe::N,garaiera,גבה
368,Gewicht::N,hazta,משקל
369,Menge::N,kopuru,כמות
370,Haufen::N,pila,ערמה
371,Haufen::N,mendoi,ערמה
372,Reihe::N,ilara,רצף
373,Reihe::N,errenkada,רצף
374,Boot::N,potin,סירה
375,Boot::N,txalupa,סירה
376,Ruder::N,arraun,משוט
377,Schlitten::N,lera,מזחלת
378,Schlitten::N,narra,מזחלת
379,Ski::N,eski,מגלשים
380,Lagerfeuer::N,su,מדורה
381,Last::N,zama,משא
382,Last::N,karga,משא
383,Gang::N,ibilera,הליכה
384,Schritt::N,pauso,צעד
385,Schritt::N,urrats,צעד
386,Norden::N,ipar,צפון
387,Norden::N,iparralde,צפון
388,Süden::N,hego,דרום
389,Süden::N,hegoalde,דרום
390,Westen::N,sartalde,מערב
391,Westen::N,mendebalde,מערב
392,Osten::N,ekialde,מזרח
393,Osten::N,sortalde,מזרח
394,Holz::N,zur,עץ
395,Brett::N,ohol,קרש
396,Platte::N,lauza,לוח
397,Stütze::N,irozgarri,משען
398,Stütze::N,bermagailu,משען
399,Stange::N,haga,מוט
400,Stock::N,makila,מקל
401,Stab::N,makila,מוט
402,Rohr::N,hodi,צנור
403,Haus::N,etxe,בית
404,Heim::N,etxe,בית
405,Heim::N,etxaleku,בית
406,Ofen::N,berogailu,תנור
407,Fußboden::N,zoru,רצפה
408,Tisch::N,mahai,שלחן
409,Stuhl::N,aulki,כסא
410,Wiege::N,kuma,ערש
411,Wiege::N,sehaska,ערש
412,Bett::N,ohe,מטה
413,Bett::N,ohatze,מטה
414,Regal::N,apalategi,מדף
415,Kiste::N,kutxa,תבה
416,Kiste::N,kutxa,ארגז
417,Fenster::N,leiho,חלון
418,Tür::N,ate,דלת
419,Tor::N,atari,שער
420,Zaun::N,hesi,גדר
421,Dach::N,teilatu,גג
422,Leiter::N,zurubi,סלם
423,Besen::N,erratz,מטאטא
424,Spaten::N,burdinpala,את
425,Schaufel::N,pala,את
426,Gabel::N,sardexka,מזלג
427,Löffel::N,koilara,כף
428,Messer::N,aizto,סכין
429,Nagel::N,iltze,מסמר
430,Netz::N,sare,רשת
431,Haken::N,mako,וו
432,Haken::N,mako,קרס
433,Griff::N,eskutoki,ידית
434,Schloss::N,sarraila,מנעול
435,Bild::N,irudi,תמונה
436,Figur::N,figura,פסל
437,Puppe::N,panpina,בבה
438,Puppe::N,andrakila,בבה
439,Beutel::N,zorro,שק
440,Bündel::N,azao,צרור
441,Bündel::N,espal,צרור
442,Tasche::N,poltsa,שקית
443,Eimer::N,treska,דלי
444,Deckel::N,tapa,מכסה
445,Deckel::N,estalki,מכסה
446,Geschirr::N,baxera,כלים
447,Geschirr::N,ontziteria,כלים
448,Sack::N,zaku,שק
449,Tasse::N,kikara,ספל
450,Topf::N,ontzi,סיר
451,Topf::N,lapiko,סיר
452,Kessel::N,pazia,קנקן
453,Essen::N,janaldi,אכל
454,Essen::N,janaldi,ארוחה
455,Nahrung::N,jan,הזנה
456,Nahrung::N,jan,תזונה
457,Speise::N,jaki,מאכל
458,Speise::N,jaki,ארוחה
459,Fleisch::N,okela,בשר
460,Fleisch::N,haragi,בשר
461,Getreide::N,labore,דגן
462,Brei::N,ahi,מחית
463,Brei::N,pure,מחית
464,Brot::N,ogi,לחם
465,Scheibe::N,xerra,עגול
466,Scheibe::N,xerra,פרוסה
467,Scheibe::N,pirripita,עגול
468,Scheibe::N,pirripita,פרוסה
469,Fett::N,urin,שמן
470,Fett::N,koipe,שמן
471,Butter::N,gurin,חמאה
472,Öl::N,olio,שמן
473,Salz::N,gatz,מלח
474,Suppe::N,zopa,מרק
475,Suppe::N,salda,מרק
476,Honig::N,ezti,דבש
477,Milch::N,esne,חלב
478,Tee::N,te,תה
479,Leder::N,larru,עור
480,Wolle::N,artile,צמר
481,Stoff::N,ehun,בד
482,Stoff::N,ehun,אריג
483,Nadel::N,orratz,מחט
484,Nadel::N,jostorratz,מחט
485,Faden::N,hari,חוט
486,Knopf::N,botoi,כפתור
487,Knoten::N,korapilo,קשר
488,Farbe::N,pintura,צבע
489,Kleidung::N,arropa,בגדים
490,Kleidung::N,jantziak,בגדים
491,Hemd::N,atorra,חלצה
492,Hemd::N,alkandora,חלצה
493,Kragen::N,idun,צוארון
494,Ärmel::N,mahuka,שרוול
495,Hose::N,prakak,מכנסים
496,Hose::N,galtzak,מכנסים
497,Gürtel::N,gerriko,חגורה
498,Mütze::N,txano,כובע
499,Mütze::N,txapel,כובע
500,Schuh::N,oski,נעל
501,Schuh::N,oinetako,נעל
502,Stiefel::N,bota,מגף
503,Ring::N,uztai,טבעת
504,Band::N,zinta,סרט
505,Band::N,xingola,סרט
506,Kamm::N,orrazi,מסרק
507,Spiegel::N,mirail,מראה
508,Riemen::N,uhal,רצועה
509,Schnur::N,lokailu,חבל
510,Leine::N,lotura,מושכות
511,Decke::N,burusi,שמיכה
512,Kissen::N,kuxin,כרית
513,Tuch::N,zapi,צעיף
514,Tuch::N,oihal,צעיף
515,Handtuch::N,eskuzapi,מגבת
516,Handtuch::N,eskuoihal,מגבת
517,Kraft::N,indar,כוח
518,Stärke::N,indar,און
519,Gesundheit::N,osasun,בריאות
520,Krankheit::N,eritasun,מחלה
521,Krankheit::N,gaixotasun,מחלה
522,Schmerz::N,min,כאב
523,Wunde::N,zauri,פציעה
524,Fieber::N,sukar,חם
525,Arznei::N,osagai,תרופה
526,Arznei::N,sendagai,תרופה
527,Brücke::N,zubi,גשר
528,Brunnen::N,putzu,באר
529,Weide::N,alha,אחו
530,Weide::N,alha,מרעה
531,Weide::N,bazkaleku,אחו
532,Weide::N,bazkaleku,מרעה
533,Pfad::N,zidor,שביל
534,Pfad::N,zidor,מדרכה
535,Pfad::N,bidexka,שביל
536,Pfad::N,bidexka,מדרכה
537,Weg::N,bide,דרך
538,Straße::N,errepide,כביש
539,Dorf::N,herri,כפר
540,Stadt::N,hiri,עיר
541,Brief::N,gutun,מכתב
542,Brief::N,eskutitz,מכתב
543,Buch::N,liburu,ספר
544,Buchstabe::N,hizki,אות
545,Zeitung::N,egunkari,עתון
546,Leben::N,bizi,חיים
547,Leben::N,bizitza,חיים
548,Tod::N,herio,מות
549,Tod::N,heriotza,מות
550,Grab::N,hobi,קבר
551,Grab::N,hilobi,קבר
552,Kirche::N,eliza,כנסיה
553,Sünde::N,hoben,חטא
554,Sünde::N,bekatu,חטא
555,Gott::N,jainko,אל
556,Arbeiter::N,langile,פועל
557,Arbeiter::N,behargin,פועל
558,Chef::N,nagusi,ראש
559,Chef::N,nagusi,מנהל
560,Meister::N,maisu,ממחה
561,Arzt::N,osagile,רופא
562,Arzt::N,sendagile,רופא
563,Lehrer::N,irakasle,מורה
564,Geld::N,diru,כסף
565,Geschäft::N,negozio,עסקה
566,Laden::N,denda,חנות
567,Laden::N,saltegi,חנות
568,Preis::N,prezio,מחיר
569,Preis::N,salneurri,מחיר
570,Ware::N,salgai,סחורה
571,Nutzen::N,onura,תועלת
572,Nutzen::N,probetxu,תועלת
573,Reichtum::N,aberastasun,עשר
574,Welt::N,ludi,עולם
575,Welt::N,mundu,עולם
576,Land::N,herrialde,ארץ
577,Staat::N,estatu,מדינה
578,König::N,errege,מלך
579,Macht::N,botere,כוח
580,Grenze::N,muga,גבול
581,Krieg::N,guda,מלחמה
582,Feind::N,etsai,אויב
583,Feind::N,arerio,אויב
584,Gewalt::N,bortxa,אלימות
585,Gewalt::N,bortizkeria,אלימות
586,Kampf::N,gudu,קרב
587,Kampf::N,gudu,לחימה
588,Kampf::N,auska,קרב
589,Kampf::N,auska,לחימה
590,Bogen[Waffe]::N,arku,קשת
591,Pfeil::N,gezi,חץ
592,Gewehr::N,fusil,רובה
593,Fehler::N,huts,טעות
594,Fehler::N,hutsegin,טעות
595,Lüge::N,gezur,שקר
596,Schaden::N,kalte,נזק
597,Unglück::N,zoritxar,מזל רע
598,Unglück::N,zorigaitz,מזל רע
599,Schuld::N,erru,אשמה
600,Alter::N,adin,גיל
601,Schluss::N,bukaera,סיום
602,Zeit::N,aldi,זמן
603,Zeit::N,denbora,זמן
604,Tag::N,egun,יום
605,Morgen::N,goiz,בקר
606,Mittag::N,eguerdi,צהרים
607,Abend::N,arrats,ערב
608,Nacht::N,gau,לילה
609,Woche::N,aste,שבוע
610,Monat::N,hil,חדש
611,Jahr::N,urte,שנה
612,Frühling::N,udalehen,אביב
613,Sommer::N,uda,קיץ
614,Herbst::N,udazken,סתו
615,Herbst::N,neguantz,סתו
616,Winter::N,negu,חרף
617,Januar::N,urtarril,ינואר
618,Februar::N,otsail,פברואר
619,März::N,martxo,מרץ
620,April::N,apiril,אפריל
621,Mai::N,maiatz,מאי
622,Juni::N,ekain,יוני
623,Juli::N,uztail,יולי
624,August::N,abuztu,אוגוסט
625,September::N,irail,ספטמבר
626,Oktober::N,urri,אוקטובר
627,November::N,azaro,נובמבר
628,Dezember::N,abendu,דצמבר
629,Montag::N,astelehen,יום שני
630,Dienstag::N,astearte,יום שלישי
631,Mittwoch::N,asteazken,יום רביעי
632,Donnerstag::N,ostegun,יום חמישי
633,Freitag::N,ostiral,יום ששי
634,Samstag::N,larunbat,יום שבת
635,Sonntag::N,igande,יום ראשון
636,groß::A,handi,גדול
637,klein::A,txiki,קטן
638,lang::A,luze,ארך
639,kurz::A,labur,קצר
640,breit::A,zabal,רחב
641,schmal::A,mehar,צר
642,dicht::A,sarri,צפוף
643,dicht::A,trinko,צפוף
644,dick[Gegenstand]::A,lodi,עבה
645,dünn::A,mehe,דק
646,fein::A,fin,מעדן
647,fest::A,tinko,מוצק
648,flach::A,lau,שטוח
649,flach::A,ordoki,שטוח
650,glatt::A,leun,חלק
651,hart::A,gogor,קשיח
652,weich::A,bigun,רך
653,weich::A,beratz,רך
654,rund::A,biribil,עגל
655,spitz::A,puntadun,חד
656,scharf::A,zorrotz,חד
657,stumpf::A,kamuts,קהה
658,schwer::A,astun,כבד
659,schwer::A,pisutsu,כבד
660,schön::A,eder,יפה
661,heiß::A,bero,חם
662,heiß::A,oso bero,חם
663,warm::A,bero,חם
664,kalt::A,hotz,קר
665,kühl::A,hotzil,צונן
666,frisch::A,fresko,טרי
667,frisch::A,hozkirri,טרי
668,feucht::A,heze,לח
669,nass::A,busti,רטוב
670,trocken::A,siku,יבש
671,trocken::A,lehor,יבש
672,voll::A,bete,מלא
673,leer::A,huts,ריק
674,offen::A,ireki,פתוח
675,geschlossen::A,itxita,סגור
676,sauber::A,xahu,נקי
677,sauber::A,garbi,נקי
678,schmutzig::A,lohi,מלכלך
679,schmutzig::A,zikin,מלכלך
680,roh::A,gordin,חי
681,reif::A,umo,בשל
682,reif::A,heldu,בשל
683,lecker::A,goxo,טעים
684,süß::A,goxo,מתוק
685,bitter::A,karmin,מר
686,bitter::A,garratz,מר
687,sauer::A,mingots,חמוץ
688,hell::A,argi,בהיר
689,dunkel::A,ilun,עמום
690,schwarz::A,beltz,שחר
691,weiß::A,zuri,לבן
692,rot::A,gorri,אדם
693,gelb::A,hori,צהב
694,blau::A,urdin,כחל
695,grün::A,berde,ירק
696,grün::A,musker,ירק
697,grau::A,urdin,אפר
698,grau::A,urdinabar,אפר
699,bunt::A,koloretsu,צבעוני
700,billig::A,merke,זול
701,teuer::A,garesti,יקר
702,wertvoll::A,baliotsu,יקר ערך
703,blind::A,itsu,עור
704,taub::A,gor,חרש
705,kräftig::A,kementsu,חסן
706,stark::A,bizkor,חזק
707,stark::A,indartsu,חזק
708,schwach::A,ahul,חלש
709,schwach::A,indargabe,חלש
710,fett::A,gizen,שמן
711,schlank::A,lerden,רזה
712,hübsch::A,polit,יפה תאר
713,böse::A,tzar,רשע
714,böse::A,gaizto,רשע
715,dumm::A,lelo,טפש
716,dumm::A,pello,טפש
717,faul::A,nagi,עצלן
718,faul::A,alfer,עצלן
719,fleißig::A,maratz,חרוץ
720,fleißig::A,lanzale,חרוץ
721,geizig::A,zeken,קמצן
722,geizig::A,zikoitz,קמצן
723,klug::A,zuhur,נבון
724,klug::A,zuhur,פקח
725,geschickt::A,trebe,מימן
726,geschickt::A,antzetsu,מימן
727,lieb::A,maite,יקר
728,lieb::A,maite,אהוב
729,lieb::A,laztan,יקר
730,lieb::A,laztan,אהוב
731,lustig::A,alaitsu,עליז
732,sanft::A,eme,עדין
733,sanft::A,ezti,עדין
734,hungrig::A,gose,רעב
735,krank::A,eri,חולה
736,krank::A,gaixo,חולה
737,nackt::A,biluzi,ערום
738,traurig::A,itun,עצוב
739,traurig::A,betilun,עצוב
740,lebendig::A,bizirik,חי
741,gut::A,on,טוב
742,schlecht::A,txar,גרוע
743,richtig::A,zuzen,נכון
744,schlimm::A,larri,רע
745,wahr::A,egiazko,אמתי
746,alt::A,zahar,ישן
747,neu::A,berri,חדש
748,ehemalig::A,lehengo,לשעבר
749,alt[Lebewesen]::A,adindun,זקן
750,jung::A,gazte,צעיר
751,arm::A,txiro,עני
752,arm::A,behartsu,עני
753,reich::A,dirudun,עשיר
754,bekannt::A,ezagun,ידוע
755,berühmt::A,entzun,מפרסם
756,berühmt::A,ospetsu,מפרסם
757,fremd::A,arrotz,זר
758,verschieden::A,ezberdin,שונה
759,verschieden::A,desberdin,שונה
760,nah::A,hurre,קרוב
761,nah::A,hurbil,קרוב
762,fern::A,urrun,רחוק
763,linker::A,ezker,שמאלי
764,rechter::A,eskuin,ימין
765,anderer::A,beste,אחר
766,erster::A,lehen,ראשון
767,erster::A,aurren,ראשון
768,zweiter::A,bigarren,שני
769,dritter::A,hirugarren,שלישי
770,letzter::A,azken,אחרון
771,letzter::A,hondar,אחרון
772,allein::ADV,bakarrik,לבד
773,auf einmal::ADV,batera,בו-זמנית
774,zusammen::ADV,elkarrekin,ביחד
775,lange::ADV,luzaro,הרבה זמן
776,plötzlich::ADV,bat-batean,לפתע
777,plötzlich::ADV,bat-batean,פתאום
778,sofort::ADV,berehala,מיד
779,später::ADV,gero,לאחר זמן
780,später::ADV,gero,יותר מאחר
781,jetzt::ADV,orain,עכשיו
782,heute::ADV,gaur,היום
783,morgen::ADV,bihar,מחר
784,bald::ADV,aurki,בקרוב
785,bald::ADV,laster,בקרוב
786,dann::ADV,ondoren,אחר-כך
787,gestern::ADV,atzo,אתמול
788,einst::ADV,antzina,לפנים
789,damals::ADV,orduan,אז
790,danach::ADV,gerora,אחר-כך
791,danach::ADV,ondoren,אחר-כך
792,vorher::ADV,lehenago,לפני זה
793,zuerst::ADV,aurrena,קדם
794,zuerst::ADV,lehenbizi,קדם
795,einmal::ADV,behin,פעם
796,einmal::ADV,aldi bat,פעם
797,manchmal::ADV,batzuetan,לפעמים
798,manchmal::ADV,zenbaitetan,לפעמים
799,oft::ADV,maiz,לעתים קרובות
800,oft::ADV,askotan,לעתים קרובות
801,immer::ADV,beti,תמיד
802,niemals::ADV,inoiz ez,אף פעם
803,niemals::ADV,sekula ez,אף פעם
804,hier::ADV,hemen,כאן
805,hierhin::ADV,hona,פה
806,von hier::ADV,hemendik,מפה
807,von hier::ADV,honetatik,מפה
808,dort::ADV,han,שם
809,dorthin::ADV,hara,שם
