,Concept_ID,bg,mn
203,Vogel::N,птица,шувуу
204,Schwarm::N,рой,сүрэг
205,Schwarm::N,рояк,сүрэг
206,Huhn::N,кокошка,тахиа
207,Hahn::N,петел,эр тахиа
208,Gans::N,гъска,галуу
209,Adler::N,орел,бүргэд
210,Ente::N,патица,нугас
211,Eule::N,сова,ууль
212,Kranich::N,жерав,тогоруу
213,Krähe::N,врана,хэрээ
214,Kuckuck::N,кукувица,хөхөө
215,Schwan::N,лебед,хун
216,Fisch::N,риба,загас
217,Barsch::N,костур,алгана
218,Hecht::N,щука,цурхай
219,Schlange[Tier]::N,змия,могой
220,Wurm::N,червей,өт
221,Wurm::N,червей,хорхой
222,Spinne::N,паяк,аалз
223,Ameise::N,мравка,шоргоолж
224,Laus::N,въшка,бөөс
225,Mücke::N,комар,шумуул
226,Fliege::N,муха,ялаа
227,Schmetterling::N,пеперуда,эрвээхэй
228,Beere::N,плод,жимсгэнэ
229,Apfel::N,ябълка,алим
230,Pilz::N,гъба,мөөг
231,Zwiebel::N,лук,сонгино
232,Zwiebel::N,кромид,сонгино
233,Saat::N,семе,тариа
234,Korn::N,зърно,үр
235,Korn::N,зърно,мөхлөг
236,Heu::N,сено,өвс
237,Schale::N,кора,хальс
238,Grube::N,яма,алам
239,Grube::N,яма,нүх
240,Grube::N,дупка,алам
241,Grube::N,дупка,нүх
242,Falle::N,примка,хавх
243,Falle::N,примка,занга
244,Schlinge::N,клуп,урхи
245,Spur::N,диря,мөр
246,Spur::N,следа,мөр
247,Asche::N,пепел,үнс
248,Dreck::N,кал,хир
249,Eisen::N,желязо,төмөр
250,Gold::N,злато,алт
251,Silber::N,сребро,мөнгө
252,Kohle::N,въглища,нүүрс
253,Glas::N,стъкло,шил
254,Lehm::N,глина,шавар
255,Sand::N,пясък,элс
256,Mensch::N,човек,хүн
257,Mann::N,мъж,эр
258,Mann::N,мъж,эрэгтэй
259,Frau::N,жена,эмэгтэй
260,Frau::N,жена,хатагтай
261,Kind::N,дете,хүүхэд
262,Junge::N,момче,хүү
263,Mädchen::N,момиче,охин
264,Mädchen::N,момиче,бүсгүй
265,Familie::N,фамилия,айл
266,Familie::N,семейство,айл
267,Großvater::N,дядо,өвгөн аав
268,Großmutter::N,баба,эмэг эх
269,Großmutter::N,баба,эмгээ
270,Eltern::N,родители,эцэг эх
271,Vater::N,баща,аав
272,Vater::N,баща,эцэг
273,Mutter::N,майка,эх
274,Mutter::N,майка,ээж
275,Sohn::N,син,хүү
276,Tochter::N,дъщеря,охин
277,Bruder::N,брат,ах
278,Bruder::N,брат,дүү
279,Schwester::N,сестра,эгч
280,Schwester::N,сестра,охин дүү
281,Onkel::N,чичо,авга ах
282,Onkel::N,чичо,нагац ах
283,Onkel::N,вуйчо,авга ах
284,Onkel::N,вуйчо,нагац ах
285,Tante::N,леля,авга эгч
286,Tante::N,леля,нагац эгч
287,Ehemann::N,съпруг,нөхөр
288,Ehefrau::N,съпруга,эхнэр
289,Ehefrau::N,съпруга,гэргий
290,Freude::N,радост,баяр
291,Freude::N,радост,баясгалан
292,Gelächter::N,смях,инээдэм
293,Glück::N,щастие,жаргалан
294,Kummer::N,тъга,гаслан
295,Wunsch::N,желание,ерөөл
296,Lust::N,желание,дур
297,Lust::N,желание,хүсэл
298,Geist::N,дух,оюун
299,Gedanke::N,мисъл,сэтгэл
300,Gedächtnis::N,памет,ой
301,Gedächtnis::N,памет,цээж
302,Verstand::N,ум,ухаан
303,Verstand::N,разум,ухаан
304,Sinn::N,смисъл,утга
305,Grund::N,причина,учир
306,Wahrheit::N,правда,үнэн
307,Gespräch::N,разговор,яриа
308,Märchen::N,приказка,явган үлгэр
309,Erzählung::N,разказ,тууж
310,Nachricht::N,вест,мэдээ
311,Nachricht::N,известие,мэдээ
312,Neuigkeit::N,новина,сонин
313,Name::N,име,нэр
314,Rätsel::N,гатанка,оньсого
315,Rede::N,реч,хэлсэн үг
316,Rede::N,слово,хэлсэн үг
317,Sprache::N,език,хэл
318,Stimme::N,глас,дуу
319,Wort::N,дума,үг
320,Zeichen::N,знак,тамга
321,Zeichen::N,знак,тэмдэг
322,Ruf::N,зов,дуудлага
323,Lärm::N,шум,шуугиан
324,Lärm::N,шум,чимээ
325,Lärm::N,глъчка,шуугиан
326,Lärm::N,глъчка,чимээ
327,Laut::N,звук,анир
328,Laut::N,звук,дуу
329,Ton::N,тон,авиа
330,Ton::N,тон,аялгуу
331,Lied::N,песен,дуу
332,Ruhe::N,тишина,энх
333,Ruhe::N,тишина,тайван
334,Ruhe::N,спокойствие,энх
335,Ruhe::N,спокойствие,тайван
336,Leute::N,хора,хүмүүс
337,Volk::N,народ,улс
338,Arbeit::N,труд,ажил
339,Arbeit::N,труд,хөдөлмөр
340,Arbeit::N,работа,ажил
341,Arbeit::N,работа,хөдөлмөр
342,Gast::N,гост,зочин
343,Gast::N,гост,айлчин
344,Geschenk::N,дар,бэлэг
345,Geschenk::N,подарък,бэлэг
346,Spiel::N,игра,наадам
347,Spiel::N,игра,тоглоом
348,Gesellschaft::N,общество,хамт байх
349,Hilfe::N,помощ,тусламж
350,Freund::N,приятел,найз
351,Freund::N,приятел,нөхөр
352,Kamerad::N,другар,хань
353,Kamerad::N,другар,нөхөр
354,Angelegenheit::N,работа,хэрэг
355,Anzahl::N,брой,тоо
356,Anzahl::N,количество,тоо
357,Art::N,вид,төрөл
358,Art::N,вид,янз
359,Stück::N,къс,хэсэг
360,Stück::N,парче,хэсэг
361,Teil::N,дял,хувь
362,Teil::N,дял,хэсэг
363,Teil::N,част,хувь
364,Teil::N,част,хэсэг
365,Hälfte::N,половина,хагас
366,Kreis::N,кръг,тойрог
367,Kreis::N,кръг,хүрээ
368,Kreuz::N,кръст,загалмай
369,Linie::N,черта,шугам
370,Strich::N,щрих,зураас
371,Strich::N,черта,зураас
372,Abstand::N,дистанция,зай
373,Abstand::N,разстояние,зай
374,Entfernung::N,разстояние,зай
375,Entfernung::N,разстояние,хол ойр
376,Gegend::N,местност,хавь
377,Gegend::N,местност,газар
378,Platz::N,място,зай
379,Platz::N,място,завсар
380,Ort::N,място,газар
381,Ort::N,място,байр
382,Seite::N,страна,тал
383,Seite::N,страна,этгээд
384,Mitte::N,среда,төв
385,Mitte::N,среда,дунд
386,Gegenstand::N,предмет,юм
387,Sache::N,вещ,үйл
388,Sache::N,вещ,хэрэг
389,Rand::N,ръб,зах
390,Rand::N,ръб,хөвөө
391,Kante::N,ръб,ирмэг
392,Kante::N,кант,ирмэг
393,Ecke::N,ъгъл,өнцөг
394,Spitze::N,връх,үзүүр
395,Spitze::N,острие,үзүүр
396,Ende::N,край,зах
397,Ende::N,край,үзүүр
398,Loch::N,дупка,цоорхой
399,Loch::N,дупка,онгорхой
400,Winkel::N,кът,өнцөг
401,Winkel::N,ъгъл,өнцөг
402,Muster::N,десен,хээ
403,Muster::N,десен,угалз
404,Muster::N,образец,хээ
405,Muster::N,образец,угалз
406,Größe::N,големина,хэмжээ
407,Länge::N,дължина,урт
408,Höhe::N,висота,өндөр
409,Höhe::N,височина,өндөр
410,Gewicht::N,тегло,жин
411,Gewicht::N,тежест,жин
412,Menge::N,количество,тоо
413,Haufen::N,куп,бөөн
414,Haufen::N,грамада,бөөн
415,Reihe::N,ред,эгнээ
416,Reihe::N,редица,эгнээ
417,Boot::N,лодка,завь
418,Ruder::N,весло,сэлүүр
419,Ruder::N,гребло,сэлүүр
420,Schlitten::N,шейна,чарга
421,Ski::N,ски,цана
422,Lagerfeuer::N,огнище,түүдэг
423,Last::N,товар,ачаа
424,Gang::N,ход,явдал
425,Gang::N,вървеж,явдал
426,Schritt::N,стъпка,алхам
427,Norden::N,север,умар
428,Süden::N,юг,урд
429,Süden::N,юг,өмнө
430,Westen::N,запад,өрнө
431,Westen::N,запад,баруун
432,Osten::N,изток,зүүн
433,Osten::N,изток,дорно
434,Holz::N,дърво,мод
435,Brett::N,дъска,банз
436,Stange::N,прът,сургааг
437,Stange::N,върлина,сургааг
438,Stock::N,прът,саваа
439,Stock::N,тояга,саваа
440,Stab::N,прът,таяг
441,Rohr::N,цев,хоолой
442,Rohr::N,тръба,хоолой
443,Haus::N,къща,гэр
444,Haus::N,къща,байшин
445,Heim::N,дом,гэр
446,Ofen::N,печка,зуух
447,Ofen::N,печка,пийшин
448,Fußboden::N,под,шал
449,Tisch::N,маса,ширээ
450,Stuhl::N,стол,сандал
451,Wiege::N,люлка,өлгий
452,Bett::N,легло,ор
453,Bett::N,креват,ор
454,Regal::N,рафт,тавиур
455,Regal::N,етажерка,тавиур
456,Kiste::N,кутия,авдар
457,Kiste::N,кутия,хайрцаг
458,Kiste::N,сандък,авдар
459,Kiste::N,сандък,хайрцаг
460,Fenster::N,прозорец,гэгээвч
461,Tür::N,врата,үүд
462,Tür::N,врата,хаалга
463,Tor::N,врата,хаалга
464,Zaun::N,ограда,хашаа
465,Dach::N,покрив,дээвэр
466,Leiter::N,стълба,шат
467,Besen::N,метла,хамуур
468,Besen::N,метла,туужуу
469,Spaten::N,лопата,хүрз
470,Schaufel::N,лопата,хүрз
471,Gabel::N,вилица,сэрээ
472,Löffel::N,лъжица,халбага
473,Messer::N,нож,хутга
474,Nagel::N,гвоздей,хадаас
475,Netz::N,мрежа,өөш
476,Netz::N,мрежа,тор
477,Haken::N,кука,гох
478,Haken::N,закачалка,гох
479,Griff::N,ръчка,иш
480,Griff::N,ръчка,сэнж
481,Griff::N,дръжка,иш
482,Griff::N,дръжка,сэнж
483,Schloss::N,брава,цуурга
484,Schloss::N,брава,цоож
485,Schloss::N,ключалка,цуурга
486,Schloss::N,ключалка,цоож
487,Bild::N,картина,зураг
488,Figur::N,фигура,баримал
489,Puppe::N,кукла,хүүхэлдэй
490,Beutel::N,кесия,агсаа
491,Beutel::N,кесия,уут
492,Bündel::N,връзка,боодол
493,Tasche::N,чанта,цүнх
494,Eimer::N,кофа,хөнөг
495,Eimer::N,кофа,хувин
496,Deckel::N,капак,таг
497,Deckel::N,капак,хавхаг
498,Deckel::N,похлупак,таг
499,Deckel::N,похлупак,хавхаг
500,Geschirr::N,съдове,сав суулга
501,Sack::N,чувал,шуудай
502,Tasse::N,чаша,аяга
503,Topf::N,гърне,тогоо
504,Topf::N,тенджера,тогоо
505,Kessel::N,котел,тогоо
506,Essen::N,ядене,идээ
507,Nahrung::N,храна,хүнс
508,Speise::N,ястие,идээ
509,Fleisch::N,месо,мах
510,Getreide::N,зърнено храни,будаа
511,Brei::N,каша,богшмол
512,Brei::N,каша,будаа
513,Brot::N,хляб,талх
514,Scheibe::N,резен,зүсэм
515,Scheibe::N,резен,хэрчим
516,Fett::N,мазнина,өөх
517,Butter::N,масло,тос
518,Öl::N,олио,тос
519,Öl::N,оливия,тос
520,Salz::N,сол,давс
521,Suppe::N,супа,шөл
522,Honig::N,мед,бал
523,Milch::N,мляко,сүү
524,Tee::N,чай,цай
525,Leder::N,кожа,арьс
526,Leder::N,кожа,савхи
527,Wolle::N,вълна,ноос
528,Wolle::N,вълна,унгас
529,Stoff::N,плат,бөс
530,Stoff::N,материал,бөс
531,Nadel::N,игла,зүү
532,Faden::N,конец,боолт
533,Faden::N,конец,утас
534,Knopf::N,копче,товч
535,Knoten::N,възел,зангилаа
536,Farbe::N,боя,будаг
537,Kleidung::N,дрехи,хувцас
538,Kleidung::N,облекло,хувцас
539,Hemd::N,риза,цамц
540,Kragen::N,яка,зах заам
541,Ärmel::N,ръкав,ханцуй
542,Hose::N,панталони,өмд
543,Gürtel::N,пояс,бүс
544,Gürtel::N,колан,бүс
545,Mütze::N,каскет,малгай
546,Mütze::N,каскет,бүрх
547,Mütze::N,фуражка,малгай
548,Mütze::N,фуражка,бүрх
549,Schuh::N,обувка,туфли
550,Stiefel::N,ботуш,гутал
551,Ring::N,пръстен,бөгж
552,Band::N,лента,тууз
553,Band::N,връзка,тууз
554,Kamm::N,гребен,сам
555,Spiegel::N,огледало,толь
556,Riemen::N,каиш,тасам
557,Riemen::N,каиш,сур
558,Riemen::N,ремък,тасам
559,Riemen::N,ремък,сур
560,Schnur::N,връв,татлага
561,Leine::N,връв,оосор
562,Leine::N,въже,оосор
563,Decke::N,покривка,хөнжил
564,Decke::N,покривка,хучлага
565,Kissen::N,възглавница,дэр
566,Tuch::N,сукно,алчуур
567,Tuch::N,сукно,даавуу
568,Handtuch::N,пешкир,алчуур
569,Handtuch::N,кърпа за лице,алчуур
570,Kraft::N,мощ,чадал
571,Kraft::N,мощ,хүч
572,Kraft::N,сила,чадал
573,Kraft::N,сила,хүч
574,Stärke::N,сила,эрч
575,Stärke::N,сила,тэнхээ
576,Gesundheit::N,здраве,бие
577,Gesundheit::N,здраве,эрүүл мэнд
578,Krankheit::N,болест,эмгэг
579,Schmerz::N,болка,өвчин
580,Wunde::N,рана,шарх
581,Fieber::N,треска,халуун
582,Fieber::N,температура,халуун
583,Arznei::N,лек,эм
584,Arznei::N,лекарство,эм
585,Brücke::N,мост,гүүр
586,Brunnen::N,чешма,худаг
587,Brunnen::N,кладенец,худаг
588,Weide::N,паша,бэлчээр
589,Weide::N,пасище,бэлчээр
590,Pfad::N,пътека,жим
591,Pfad::N,пътека,зөрөг
592,Weg::N,път,зам
593,Weg::N,път,харгуй
594,Straße::N,шосе,зам
595,Straße::N,шосе,харгуй
596,Dorf::N,село,тосгон
597,Dorf::N,село,гацаа
598,Stadt::N,град,хот
599,Brief::N,писмо,захидал
600,Brief::N,писмо,захиа
601,Buch::N,книга,ном
602,Buch::N,книга,бичиг
603,Buchstabe::N,буква,үсэг
604,Zeitung::N,вестник,сонин
605,Leben::N,живот,амь
606,Leben::N,живот,амьдрал
607,Tod::N,смърт,үхэл
608,Grab::N,гроб,булш
609,Kirche::N,църква,сүм
610,Sünde::N,грях,нүгэл
611,Sünde::N,грях,хилэнц
612,Gott::N,бог,бурхан
613,Arbeiter::N,работник,ажилчин
614,Arbeiter::N,работник,хөдөлмөрчин
615,Chef::N,шеф,дарга
616,Chef::N,началник,дарга
617,Meister::N,майстор,дархан
618,Arzt::N,лекар,эмч
619,Lehrer::N,учител,багш
620,Geld::N,пари,цаас
621,Geld::N,пари,мөнгө
622,Geschäft::N,сделка,наймаа
623,Laden::N,дюкян,дэлгүүр
624,Laden::N,магазин,дэлгүүр
625,Preis::N,цена,үнэ
626,Ware::N,стока,таваар
627,Ware::N,стока,бараа
628,Nutzen::N,полза,ашиг
629,Nutzen::N,облага,ашиг
630,Reichtum::N,богатство,баялаг
631,Welt::N,свят,дэлхий
632,Welt::N,свят,орчлон
633,Land::N,страна,улс
634,Land::N,страна,орон
635,Staat::N,щат,төр
636,Staat::N,щат,гүрэн
637,Staat::N,държава,төр
638,Staat::N,държава,гүрэн
639,König::N,крал,ван
640,Macht::N,мощ,засаг
641,Macht::N,власт,засаг
642,Grenze::N,граница,хил
643,Krieg::N,война,дайн
644,Feind::N,враг,дайсан
645,Feind::N,неприятел,дайсан
646,Gewalt::N,сила,хүчирхэх
647,Gewalt::N,насилие,хүчирхэх
648,Kampf::N,борба,тэмцэл
649,Kampf::N,борба,байлдаан
650,Kampf::N,сражение,тэмцэл
651,Kampf::N,сражение,байлдаан
652,Bogen[Waffe]::N,лък,нум
653,Pfeil::N,стрела,годил
654,Pfeil::N,стрела,сум
655,Gewehr::N,пушка,буу
656,Fehler::N,грешка,эндэл
657,Fehler::N,грешка,алдаа
658,Lüge::N,лъжа,худал
659,Schaden::N,повреда,хор
660,Schaden::N,повреда,хөнөөл
661,Unglück::N,нещастие,гай
662,Unglück::N,нещастие,гамшиг
663,Schuld::N,вина,гэм
664,Schuld::N,вина,буруу
665,Alter::N,възраст,нас
666,Schluss::N,край,эцэс
667,Schluss::N,край,төгсгөл
668,Zeit::N,време,цаг
669,Tag::N,ден,өдөр
670,Morgen::N,утро,өглөө
671,Morgen::N,сутрин,өглөө
672,Mittag::N,обед,үд
673,Mittag::N,пладне,үд
674,Abend::N,вечер,үдэш
675,Nacht::N,нощ,шөнө
676,Woche::N,седмица,долоо хоног
677,Monat::N,месец,сар
678,Jahr::N,година,жил
679,Frühling::N,пролет,хавар
680,Sommer::N,лято,зун
681,Herbst::N,есен,намар
682,Winter::N,зима,өвөл
683,Januar::N,януари,нэгдүгээр сар
684,Februar::N,февруари,хоёрдугаар сар
685,März::N,март,гуравдугаар сар
686,April::N,април,дөрөвдүгээр сар
687,Mai::N,май,тавдугаар сар
688,Juni::N,юни,зургаадугаар сар
689,Juli::N,юли,долдугаар сар
690,August::N,август,наймдугаар сар
691,September::N,септември,есдүгээр сар
692,Oktober::N,октомври,аравдугаар сар
693,November::N,ноември,арван нэгдүгээр сар
694,Dezember::N,декември,арван хоёрдугаар сар
695,Montag::N,понеделник,даваа
696,Dienstag::N,вторник,мягмар
697,Mittwoch::N,сряда,лхагва
698,Donnerstag::N,четвъртък,пүрэв
699,Freitag::N,петък,баасан
700,Samstag::N,събота,бямба
701,Sonntag::N,неделя,ням
702,groß::A,едър,их
703,groß::A,едър,том
704,groß::A,голям,их
705,groß::A,голям,том
706,klein::A,малък,бага
707,klein::A,малък,жаахан
708,klein::A,дребен,бага
709,klein::A,дребен,жаахан
710,lang::A,дълъг,урт
711,kurz::A,къс,охор
712,kurz::A,къс,богино
713,breit::A,широк,өргөн
714,schmal::A,тесен,уйтан
715,schmal::A,тесен,нарийн
716,dicht::A,гъст,нягт
717,dicht::A,гъст,чигжүү
718,dick[Gegenstand]::A,дебел,зузаан
719,dünn::A,тънък,нимгэн
720,fein::A,фин,нарийн
721,fein::A,тънък,нарийн
722,fest::A,твърд,бөх
723,fest::A,твърд,хатуу
724,fest::A,плътен,бөх
725,fest::A,плътен,хатуу
726,flach::A,равен,хавтгай
727,flach::A,плосък,хавтгай
728,glatt::A,гладък,цагаан
729,hart::A,твърд,хатуу
730,hart::A,корав,хатуу
731,weich::A,мек,зөөлөн
732,rund::A,кръгъл,дугуй
733,rund::A,кръгъл,дугариг
734,spitz::A,островръх,шовх
735,spitz::A,островръх,шовгор
736,scharf::A,остър,хурц
737,scharf::A,остър,иртэй
738,stumpf::A,тъп,мохоо
739,schwer::A,тежък,хүнд
740,schön::A,хубав,гуа
741,schön::A,хубав,сайхан
742,schön::A,красив,гуа
743,schön::A,красив,сайхан
744,heiß::A,жарък,халуун
745,warm::A,топъл,дулаан
746,kalt::A,студен,хүйтэн
747,kühl::A,хладен,сэрүүн
748,frisch::A,свеж,эрүүл
749,frisch::A,свеж,жихүүн
750,feucht::A,влажен,чийгтэй
751,nass::A,мокър,нойтон
752,trocken::A,сух,хатсан
753,voll::A,пълен,дүүрэн
754,leer::A,празен,хоосон
755,offen::A,откровен,онгорхой
756,geschlossen::A,закрит,битүү
757,geschlossen::A,закрит,хаалтай
758,geschlossen::A,затворен,битүү
759,geschlossen::A,затворен,хаалтай
760,sauber::A,чист,цэвэр
761,sauber::A,чист,хиргүй
762,schmutzig::A,мръсен,бохир
763,schmutzig::A,мръсен,хиртэй
764,roh::A,суров,түүхий
765,reif::A,зрял,болсон
766,lecker::A,вкусен,амттай
767,süß::A,сладък,амттай
768,süß::A,сладък,чихэрлэг
769,bitter::A,горчив,гашуун
770,sauer::A,кисел,эсгэлэн
771,hell::A,ясен,гэгээн
772,hell::A,ясен,гэрэлтэй
773,hell::A,светъл,гэгээн
774,hell::A,светъл,гэрэлтэй
775,dunkel::A,тъмен,бараан
776,dunkel::A,тъмен,харанхуй
777,schwarz::A,черен,хар
778,weiß::A,бял,цагаан
779,rot::A,червен,улаан
780,gelb::A,жълт,шар
781,blau::A,син,хөх
782,blau::A,син,цэнхэр
783,grün::A,зелен,ногоон
784,grau::A,сив,орог
785,grau::A,сив,саарал
786,bunt::A,шарен,эрээн
787,bunt::A,пъстър,эрээн
788,billig::A,евтин,хямд
789,teuer::A,скъп,үнэтэй
790,wertvoll::A,ценен,үнэт
791,blind::A,сляп,сохор
792,taub::A,глух,чих хатуу
793,kräftig::A,силен,чийрэг
794,stark::A,здрав,хүчтэй
795,stark::A,здрав,чадалтай
796,stark::A,силен,хүчтэй
797,stark::A,силен,чадалтай
798,schwach::A,слаб,сул
799,fett::A,тлъст,тарган
800,fett::A,тлъст,голигор
801,schlank::A,тънък,голшиг
802,schlank::A,строен,голшиг
803,hübsch::A,хубав,сайхан
804,hübsch::A,хубав,хөөрхөн
805,böse::A,зъл,муу
806,böse::A,зъл,хортой
807,dumm::A,глупав,тэнэг
808,faul::A,ленив,залхуу
809,faul::A,мързелив,залхуу
810,fleißig::A,прилежен,чармайлтгай
811,geizig::A,скъпернически,харамч
812,klug::A,умен,цэцэн
813,klug::A,разумен,цэцэн
814,geschickt::A,умел,дүйтэй
815,geschickt::A,сръчен,дүйтэй
816,lieb::A,мил,хайрт
817,lieb::A,драг,хайрт
818,lustig::A,весел,цэнгэлтэй
819,sanft::A,нежен,наалинхай
820,sanft::A,кротък,наалинхай
821,hungrig::A,гладен,өлөн
