,Concept_ID,lez,ce
147,Schwein::N,вак,хьакха
148,Hund::N,кицӏ,жӏаьла
149,Katze::N,кац,цициг
150,Bär::N,сев,ча
151,Eichhörnchen::N,белка,тарсал
152,Elch::N,лось,сай
153,Fuchs::N,сикӏ,цхьогал
154,Hase::N,къуьр,пхьагал
155,Maus::N,кьиф,дахка
156,Wolf::N,жанавур,борз
157,Vogel::N,луван ничхир,олхазар
158,Schwarm::N,луж,
159,Huhn::N,верч,котам
160,Hahn::N,кӏек,нӏаьна
161,Hahn::N,кӏек,боргӏал
162,Gans::N,къаз,гӏаз
163,Adler::N,лекь,aьрзу
164,Ente::N,пӏатӏ,бад
165,Eule::N,тӏиб,бухӏа
166,Kranich::N,дурна,гӏаргӏули
167,Krähe::N,къаргъа,къиг
168,Kuckuck::N,кукупӏ,aттйокх
169,Schwan::N,къугь,гӏургӏаз
170,Fisch::N,гъед,чӏара
171,Barsch::N,окунь,окунь
172,Hecht::N,щука,гӏазкхийн чӏара
173,Schlange[Tier]::N,илан,лаьхьа
174,Schlange[Tier]::N,гъуьлягъ,лаьхьа
175,Wurm::N,квак,нӏаьна
176,Spinne::N,хуьшрекан,гезг
177,Ameise::N,цегв,зингат
178,Laus::N,нет,меза
179,Laus::N,нет,гӏениг
180,Mücke::N,ветӏ,чуьрк
181,Fliege::N,тӏветӏ,моза
182,Schmetterling::N,чепелукь,полла
183,Beere::N,куьлуь емиш,цӏазам
184,Apfel::N,ич,ӏаж
185,Pilz::N,къарникъуз,жӏаьлин нускал
186,Zwiebel::N,чичӏек,xох
187,Saat::N,тумар,чlу
188,Korn::N,твар,буьртиг
189,Heu::N,векь,йол
190,Heu::N,векьер,йол
191,Schale::N,пириш,пардо
192,Schale::N,хъуьруьш,пардо
193,Grube::N,фур,ор
194,Falle::N,ракьар,кӏело
195,Schlinge::N,гьалкъа,
196,Spur::N,гел,лар
197,Asche::N,руьхъ,чим
198,Dreck::N,чирк,мода
199,Dreck::N,кьуруш,мода
200,Eisen::N,ракь,эчиг
201,Gold::N,алтун,деши
202,Silber::N,гимиш,дети
203,Kohle::N,цӏивин,кӏора
204,Glas::N,шуьше,aнгали
205,Lehm::N,ччеб,поппар
206,Sand::N,къум,гӏум
207,Mensch::N,инсан,адам
208,Mann::N,итим,майра
209,Frau::N,паб,зуда
210,Frau::N,дишегьли,зуда
211,Kind::N,аял,бер
212,Junge::N,гада,жимха
213,Mädchen::N,руш,жима йоӏ
214,Familie::N,хзан,доьзал
215,Familie::N,килфет,доьзал
216,Großvater::N,чӏехи буба,ненада
217,Großmutter::N,чӏехи диде,денана
218,Eltern::N,диде-буба,да-нана
219,Vater::N,буба,да
220,Mutter::N,диде,нана
221,Sohn::N,хва,кӏант
222,Tochter::N,руш,йоӏ
223,Bruder::N,стха,ваша
224,Schwester::N,вах,йиша
225,Onkel::N,ими,деваша
226,Onkel::N,халу,деваша
227,Tante::N,эме,дейиша
228,Tante::N,хала,дейиша
229,Ehemann::N,гъуьл,майра
230,Ehefrau::N,паб,зуда
231,Freude::N,шадвал,самукъа
232,Freude::N,шадвал,хазахетар
233,Gelächter::N,хъвер,белам
234,Glück::N,бахт,ирс
235,Kummer::N,дерт,бала
236,Kummer::N,хажалат,бала
237,Wunsch::N,мурад,лаам
238,Lust::N,гьевес,лаам
239,Geist::N,руьгь,са
240,Gedanke::N,фикир,ойла
241,Verstand::N,акьул,хьекъал
242,Sinn::N,мана,маьӏна
243,Grund::N,себеб,бахьана
244,Wahrheit::N,керчек,бакъдерг
245,Wahrheit::N,гьакъикъат,бакъдерг
246,Gespräch::N,ихтилат,къамел
247,Märchen::N,мах,туьйра
248,Erzählung::N,кьиса,дийцар
249,Nachricht::N,хабар,хаам
250,Neuigkeit::N,цӏийи хабар,керланиг
251,Name::N,тӏвар,цӏе
252,Rätsel::N,мискӏал,хӏетал-метал
253,Rede::N,рахун,къамел
254,Sprache::N,чӏал,мотт
255,Stimme::N,ван,aз
256,Wort::N,гаф,дош
257,Zeichen::N,ишара,билгало
258,Ruf::N,эвер,кхайкхар
259,Lärm::N,ван-сес,гӏовгӏа
260,Laut::N,ван,аз
261,Laut::N,сес,аз
262,Ton::N,ван-сес,aз
263,Lied::N,мани,илли
264,Ruhe::N,ласвал,тийналла
265,Ruhe::N,фаракъат,тийналла
266,Ruhe::N,асайиш,тийналла
267,Leute::N,инсанар,нах
268,Volk::N,халкь,халкъ
269,Arbeit::N,кӏвалах,болх
270,Gast::N,мугьман,хьаша
271,Geschenk::N,савкьат,совгӏат
272,Spiel::N,къугъун,ловзар
273,Gesellschaft::N,жемят,юкъаралла
274,Gesellschaft::N,общество,юкъаралла
275,Hilfe::N,куьмек,гӏо
276,Freund::N,дуст,доттагl
277,Kamerad::N,яр-дуст,накъост
278,Angelegenheit::N,кар,гӏуллакх
279,Anzahl::N,сан,терахь
280,Anzahl::N,кьадар,терахь
281,Art::N,жуьре,
282,Stück::N,кӏус,юьхк
283,Teil::N,пай,дакъа
284,Hälfte::N,зур,ах
285,Hälfte::N,зур пай,ах
286,Kreis::N,круг,го
287,Kreis::N,чкаяр,го
288,Kreis::N,элкъвей цӏар,го
289,Kreuz::N,хаш,жӏара
290,Linie::N,цӏар,сиз
291,Strich::N,цӏар,сиз
292,Abstand::N,ара,юкъ
293,Entfernung::N,мензил,
294,Gegend::N,чка,мeттиг
295,Platz::N,ара,майда
296,Ort::N,чка,меттиг
297,Seite::N,пад,aгӏo
298,Mitte::N,юкь,юкъ
299,Gegenstand::N,затӏ,хӏума
300,Sache::N,шей,хӏума
301,Sache::N,затӏ,хӏума
302,Rand::N,къерех,йист
303,Kante::N,син,йист
304,Ecke::N,пӏипӏ,са
305,Spitze::N,кӏвенкӏв,ралла
306,Ende::N,кьил,юьхьиг
307,Loch::N,тӏеквен,ӏуьрг
308,Winkel::N,пӏипӏ,са
309,Muster::N,гишир,дагар
310,Muster::N,гишир,тӏамар
311,Größe::N,кьадар,барам
312,Länge::N,яргъивал,йохалла
313,Höhe::N,кьакьанвал,локхалла
314,Gewicht::N,заланвал,йозалла
315,Menge::N,кьадар,дукхалла
316,Haufen::N,хара,сал
317,Haufen::N,хара,оьла
318,Reihe::N,жерге,рагӏ
319,Reihe::N,жерге,могӏа
320,Boot::N,луьткве,кема
321,Ruder::N,кьусу,пийсиг
322,Schlitten::N,гъелерар,салаз
323,Lagerfeuer::N,цӏай,цӏе
324,Last::N,заланвал,дукъ
325,Gang::N,ериш,лелар
326,Schritt::N,къадам,гӏулч
327,Norden::N,кефер,къилбаседе
328,Norden::N,кефер пад,къилбаседе
329,Süden::N,кьибле,къилбе
330,Westen::N,рагъакӏидай пад,малхбузе
331,Osten::N,рагъэкъечӏдай пад,малхбале
332,Holz::N,кӏарас,дечиг
333,Brett::N,кьул,у
334,Brett::N,тахта,у
335,Stütze::N,даях,гӏopтоp
336,Stange::N,юрк,гӏуркх
337,Stock::N,лаш,ӏаса
338,Stab::N,юрк,гӏаж
339,Rohr::N,турба,биргӏа
340,Haus::N,ужагъ,цӏа
341,Heim::N,кӏвал,кхерч
342,Ofen::N,пич,кхерч
343,Fußboden::N,кӏвалин ччил,цӏенкъа
344,Tisch::N,стол,шун
345,Stuhl::N,стул,гӏант
346,Wiege::N,кьеб,ага
347,Bett::N,тахт,маьнга
348,Regal::N,кьацӏ,терхи
349,Kiste::N,ящик,яьшка
350,Fenster::N,дакӏар,кор
351,Tür::N,рак,неӏ
352,Tor::N,варар,ков
353,Zaun::N,пару,керт
354,Dach::N,къав,тхов
355,Leiter::N,гурар,лами
356,Besen::N,таран кул,нуй
357,Spaten::N,ппер,бел
358,Schaufel::N,хекендаз,аьшкал
359,Gabel::N,шиш,мӏара
360,Löffel::N,тӏур,ӏайг
361,Messer::N,чукӏул,урс
362,Nagel::N,мих,хьостам
363,Netz::N,чил,бой
364,Haken::N,къармах,мӏара
365,Griff::N,ттум,
366,Schloss::N,куьлег,чӏега
367,Bild::N,шикил,сурт
368,Bild::N,суьрет,сурт
369,Figur::N,фигура,
370,Puppe::N,нини,тайниг
371,Beutel::N,тагъар,гали
372,Bündel::N,галгам,кочар
373,Tasche::N,чанта,тӏоьрмиг
374,Eimer::N,ведре,чийлик
375,Deckel::N,кьил,негӏар
376,Deckel::N,къалпагъ,негӏар
377,Geschirr::N,къаб-къажах,пхьегӏа
378,Sack::N,чувал,гали
379,Tasse::N,сукӏра,кад
380,Topf::N,къажгъан,яй
381,Kessel::N,къажгъан,яй
382,Essen::N,тӏуьн,юург
383,Nahrung::N,тӏуьн,кхача
384,Speise::N,хуьрек,юург
385,Fleisch::N,як,жижиг
386,Getreide::N,техил,буьртиг
387,Brei::N,хапӏа,xудар
388,Brei::N,хешил,xудар
389,Brot::N,фу,бепиг
390,Brot::N,фу,кхаллар
391,Scheibe::N,чӏук,цастар
392,Fett::N,ягълу,мохь
393,Butter::N,гъери,налха
394,Öl::N,ягълу,даьтта
395,Salz::N,кьел,туьха
396,Suppe::N,суп,чорпа
397,Suppe::N,шурпа,чорпа
398,Honig::N,вирт,моз
399,Milch::N,нек,шура
400,Tee::N,чай,чай
401,Leder::N,тумаж,цӏока
402,Wolle::N,йис,тӏapгӏa
403,Stoff::N,парча,кӏади
404,Nadel::N,раб,маха
405,Faden::N,гъал,тай
406,Knopf::N,дуьгме,нуьйда
407,Knoten::N,тӏвал,шад
408,Farbe::N,ранг,сир
409,Farbe::N,ранг,басар
410,Kleidung::N,партал,бедар
411,Hemd::N,перем,коч
412,Kragen::N,хев,кач
413,Ärmel::N,хел,пхьош
414,Hose::N,шалвар,хеча
415,Gürtel::N,чӏул,доьхка
416,Mütze::N,бармак,куй
417,Mütze::N,бапӏах,куй
418,Schuh::N,ботинка,мача
419,Stiefel::N,чекме,этка
420,Ring::N,тупӏал,чӏуг
421,Band::N,тасма,лента
422,Kamm::N,регъ,ехк
423,Spiegel::N,гуьзгуь,куьзга
424,Riemen::N,къайиш,доьхка
425,Schnur::N,еб,муш
426,Decke::N,яргъан,юргӏа
427,Kissen::N,хъуьцуьган,гIайба
428,Tuch::N,шал,исхар
429,Handtuch::N,дасмал,гата
430,Kraft::N,гуж,гӏора
431,Stärke::N,къуват,гӏап
432,Gesundheit::N,сагъвал,могашалла
433,Krankheit::N,тӏал,цамгар
434,Schmerz::N,тӏал,лазар
435,Schmerz::N,тӏарвал,лазар
436,Wunde::N,хер,чов
437,Fieber::N,ифин,xорша
438,Arznei::N,дарман,молха
439,Brücke::N,муьгъ,тӏай
440,Brunnen::N,къуй,гӏу
441,Weide::N,уьруьш,дак
442,Pfad::N,рехъ,тача
443,Weg::N,рехъ,некъ
444,Straße::N,рехъ,урам
445,Dorf::N,хуьр,юрт
446,Stadt::N,шегьер,гӏала
447,Brief::N,кагъаз,кехат
448,Buch::N,улуб,жайна
449,Buchstabe::N,гьарф,элп
450,Zeitung::N,газета,газет
451,Leben::N,уьмуьр,дахар
452,Tod::N,кьиникь,далар
453,Tod::N,кьиникь,ӏожалла
454,Grab::N,сур,каш
455,Kirche::N,килиса,килс
456,Sünde::N,гунагь,къа
457,Gott::N,аллагь,дела
458,Arbeiter::N,фяле,белхало
459,Chef::N,гьаким,хьаькам
460,Meister::N,устӏар,говзанча
461,Arzt::N,доктор,лор
462,Lehrer::N,муаллим,хьехархо
463,Geld::N,пул,aхча
464,Laden::N,магазин,туька
465,Preis::N,къимет,мах
466,Ware::N,мал,хlума
467,Ware::N,товар,хlума
468,Nutzen::N,хийир,пайда
469,Nutzen::N,менфят,пайда
470,Reichtum::N,девлет,хьал
471,Welt::N,дуьнья,дуьне
472,Land::N,уьлкве,мохк
473,Staat::N,пачагьлугъ,пачхьалкх
474,Staat::N,государство,пачхьалкх
475,König::N,пачагь,паччахь
476,Macht::N,власть,ӏедал
477,Grenze::N,сергьят,доза
478,Krieg::N,дяве,тӏом
479,Feind::N,душман,мостагӏ
480,Gewalt::N,гуж,гӏело
481,Kampf::N,женг,къийсам
482,Bogen[Waffe]::N,чӏемерук,
483,Pfeil::N,хьел,пха
484,Gewehr::N,тфенг,топ
485,Fehler::N,гъалатӏ,гӏалат
486,Lüge::N,ттаб,аьшпаш
487,Schaden::N,зиян,зен
488,Schaden::N,зарар,зен
489,Unglück::N,бала,бала
490,Unglück::N,бедбахтвал,бала
491,Schuld::N,тахсир,бехк
492,Alter::N,яш,хан
493,Schluss::N,эхир,чакхе
494,Zeit::N,вяде,хан
495,Tag::N,югъ,де
496,Morgen::N,пакама,ӏуьйре
497,Mittag::N,нисин,делкъе
498,Abend::N,няни,суьйре
499,Nacht::N,йиф,буьйса
500,Woche::N,гьафте,кӏира
501,Monat::N,варз,бутт
502,Jahr::N,йис,шо
503,Frühling::N,гатфар,бӏаьсте
504,Sommer::N,гад,аьхке
505,Herbst::N,зул,гуьйре
506,Winter::N,кьуьд,ӏа
507,Januar::N,январь,январь
508,Februar::N,февраль,февраль
509,März::N,март,март
510,April::N,апрель,апрель
511,Mai::N,май,май
512,Juni::N,июнь,июнь
513,Juli::N,июль,июль
514,August::N,август,август
515,September::N,сентябрь,сентябрь
516,Oktober::N,октябрь,октябрь
517,November::N,ноябрь,ноябрь
518,Dezember::N,декабрь,декабрь
519,Montag::N,ислен,оршот
520,Dienstag::N,саласа,шинара
521,Mittwoch::N,арбе,кхаара
522,Donnerstag::N,хемис югъ,еара
523,Freitag::N,жуьмя,пӏераска
524,Freitag::N,жуьмя югъ,пӏераска
525,Samstag::N,киш,шот
526,Sonntag::N,гьяд,кӏиранде
527,groß::A,еке,доккха
528,groß::A,чӏехи,доккха
529,klein::A,гъвечӏи,кегий
530,lang::A,яргъи,еха
531,kurz::A,куьруь,доца
532,breit::A,гьяркьуь,шуьйра
533,schmal::A,гуьтӏуь,готта
534,dicht::A,къалин,луьста
535,dünn::A,кьелечӏ,дуткъа
536,fein::A,шуькӏуь,ховха
537,fest::A,кӏеви,чӏогӏа
538,flach::A,кьулу,чӏапа
539,glatt::A,цӏалцӏам,шера
540,hart::A,кӏеви,чӏогӏa
541,weich::A,хъуьтуьл,кӏеда
542,rund::A,элкъвей,горга
543,spitz::A,хци,ира
544,scharf::A,хци,ира
545,stumpf::A,къуьруь,аьртa
546,schwer::A,залан,деза
547,schön::A,иер,хаза
548,heiß::A,кудай,довха
549,warm::A,чими,довха
550,kalt::A,мекьи,шийла
551,kühl::A,къайи,шийла
552,frisch::A,таза,керла
553,frisch::A,михьи,керла
554,feucht::A,ламу,тӏуьна
555,nass::A,кьежей,тӏеда
556,trocken::A,кьуру,eкъа
557,voll::A,ацӏай,дуьзна
558,leer::A,буш,яьсса
559,leer::A,ичӏи,яьсса
560,offen::A,ахъа,диллина
561,geschlossen::A,кӏеви,дӏакъевлина
562,geschlossen::A,кӏеви,дӏачӏагӏдина
563,sauber::A,михьи,цӏена
564,schmutzig::A,чиркин,боьха
565,schmutzig::A,кьацӏай,боьха
566,roh::A,чиг,буьйда
567,roh::A,ицӏи,буьйда
568,reif::A,дигмиш хьайи,хилла
569,lecker::A,дадлу,чоме
570,süß::A,ширин,мерза
571,bitter::A,туькьуьл,къаьхьа
572,sauer::A,цуру,муьста
573,hell::A,экуь,сирла
574,dunkel::A,мичӏи,бодане
575,schwarz::A,чӏулав,ӏаьржа
576,weiß::A,лацу,кӏайн
577,rot::A,яру,цӏен
578,gelb::A,хъипи,можа
579,blau::A,вили,сийна
580,grün::A,къацу,баьццара
581,grau::A,рехи,cира
582,grau::A,рехи,мокха
583,bunt::A,цӏару,къорза
584,bunt::A,яру-цӏару,къорза
585,billig::A,ужуз,дораха
586,teuer::A,багьа,деза
587,wertvoll::A,масан,мехала
588,blind::A,буьркьуь,бӏаьрзе
589,taub::A,биши,къора
590,kräftig::A,гужлу,нуьцкъала
591,stark::A,къуватлу,зоьртала
592,stark::A,къуватлу,нуьцкъала
593,schwach::A,такьатсуз,гӏорасиза
594,fett::A,куьк,дерстана
595,schlank::A,шумал,куц долу
596,hübsch::A,гуьрчег,хаза
597,böse::A,пис,вон
598,dumm::A,ахмакь,сонта
599,faul::A,тенпел,мало ен
600,fleißig::A,сяй ийидай,тӏера
601,fleißig::A,сяйи ийидай,тӏера
602,geizig::A,мискьи,пис
603,geizig::A,мискьи,сутара
604,klug::A,акьуллу,хьекъале
605,geschickt::A,магьир,тӏахъаьлла
606,lieb::A,играми,хьоме
607,lustig::A,шад,самукъане
608,sanft::A,назик,кlеда
609,sanft::A,милайим,кlеда
610,hungrig::A,гишин,меца
611,krank::A,кефсуз,цомгуш долу
612,nackt::A,кьецӏил,дерзана
613,traurig::A,пашман,самукъане воцу
614,lebendig::A,ччан алай,дийна
615,gut::A,хъсан,дика
616,gut::A,вижевай,дика
617,schlecht::A,пис,вон
618,richtig::A,дуьз,нийса
619,schlimm::A,нифретлу,вон
620,wahr::A,гьакъикъи,бакъдолу
621,alt::A,эски,къена
622,alt::A,куьгьне,къена
623,neu::A,цӏийи,керла
624,ehemalig::A,виликан,хилла
625,alt[Lebewesen]::A,кьуьзуь,къена
626,jung::A,жегьил,къона
627,arm::A,кесиб,къен
628,reich::A,девлетлу,хьоле
629,bekannt::A,чидай,девзаш долу
630,berühmt::A,машгьур,цӏеяхана
631,fremd::A,ччара,нехан
632,verschieden::A,жуьреба-жуьре,тайп-тайпанара
633,nah::A,мукьвал,гергара
634,fern::A,яргъал,гена
635,fern::A,яргъал,генара
636,linker::A,чапла,аьрру
637,rechter::A,эрчӏи,аьтту
638,anderer::A,маса,кхин
639,anderer::A,муькуь,кхин
640,erster::A,сад лагьай,хьалхара
641,zweiter::A,кьвед лагьай,шолгIа
642,dritter::A,пуд лагьай,кхоалгӏа
643,letzter::A,эхиримжи,тӏаьххьара
644,allein::ADV,кьилди,цхьаъ
645,zusammen::ADV,санал,цхьана
646,lange::ADV,яргъалди,дукха
647,plötzlich::ADV,садлагьана,цIеххьана
648,sofort::ADV,гьасятда,цу сохьтта
649,später::ADV,гуьгъуьнлай,тӏаьхьо
650,jetzt::ADV,гила,хӏинца
651,heute::ADV,къе,тахана
652,morgen::ADV,пака,кхана
653,bald::ADV,мукьва,кеста
654,bald::ADV,мукьвара,кеста
655,dann::ADV,ахпа,тӏаккха
656,gestern::ADV,накь,селхана
657,einst::ADV,садра,цкъа
658,damals::ADV,а чӏавуз,хӏетахьь
659,danach::ADV,ахпа,тӏаккха
660,vorher::ADV,вилик,хьалхa
661,zuerst::ADV,сифте,хьалха
662,einmal::ADV,садра,цкъа
663,manchmal::ADV,гагь-гагь,цкъаццкъа
664,oft::ADV,гзаф вахтара,кест-кеста
665,immer::ADV,гьамиша,даим
666,niemals::ADV,са чӏавузни,цкъа а
667,niemals::ADV,са вахтундани,цкъа а
668,hier::ADV,ина,кхузахь
669,hierhin::ADV,иниз,кхуза
670,von hier::ADV,инай,кхузара
671,dort::ADV,ана,цигахь
672,dorthin::ADV,аниз,цига
673,geradeaus::ADV,дуьз,нийса дӏа
674,vorwärts::ADV,вилик,хьалха
675,vorwärts::ADV,виликди,хьалха
676,rückwärts::ADV,кьулухъ,юха
677,unten::ADV,агъада,лахахь
678,hinab::ADV,агъуз,охьа
679,oben::ADV,винел,лакхахь
680,hinauf::ADV,виниз,хьала
681,überall::ADV,вирина,массанхьа
682,nicht::ADV,ваъ,ца
683,ein wenig::ADV,са тӏимил,кӏеззиг
684,kaum::ADV,жизви,халла
685,sehr::ADV,лап,вуно
686,so::ADV,икӏ,
687,noch::ADV,гьеле,кхин
688,nur::ADV,анжах,бен ...ца
689,schon::ADV,хъувуна,хӏинцале
690,schon::ADV,мадни дардиз,хӏинцале
691,schon::ADV,мадни гуьтӏуьз,хӏинцале
692,schon::ADV,мадни гуьтӏуь я,хӏинцале
693,vergebens::ADV,нагьакь,эрна
694,vergebens::ADV,нагьакьа,эрна
695,vor::PRP,вилик,хьалха
696,hinter::PRP,кьулухъ,тӏехьа
697,unter::PRP,кӏаник,кIелахь
698,durch::PRP,арадай,чекх
699,durch::PRP,-кай хкатна,чекх
700,neben::PRP,патав,юххе
701,neben::PRP,мукьув,юххе
702,zwischen::PRP,ара,юккъехь
703,zwischen::PRP,арада,юккъехь
704,wegen::PRP,гъиляй,дуьхьа
705,dies::PRN,и,и
706,dies::PRN,и,иза
707,dies::PRN,им,и
708,dies::PRN,им,иза
709,das::PRN,а,и
710,das::PRN,а,иза
711,das::PRN,ам,и
712,das::PRN,ам,иза
713,alles::PRN,вири,дерриг
714,alles::PRN,михьиз,дерриг
715,ich::PRN,за,cо
716,ich::PRN,зун,cо
717,du::PRN,вун,хьо
718,er::PRN,ам,и
719,er::PRN,ам,иза
720,er::PRN,гьа,и
721,er::PRN,гьа,иза
722,wir::PRN,чун,тхо
723,wir::PRN,чун,вай
724,ihr::PRN,куьн,шу
725,sie::PRN,абур,уьш
726,was::FPRN,вуч,хӏун
727,wer::FPRN,вуж,мила
728,wo::FADV,гьина,мичaхь
729,wohin::FADV,гьиниз,мича
730,wie::FADV,гьикӏ,муха
731,warum::FADV,вучиз,хӏунда
732,wieviel::FNUM,шумуд,мел
733,wieviel::FNUM,шумуд,маса
734,eins::NUM,са,цхьаъ
735,zwei::NUM,кьвед,шиъ
736,drei::NUM,пуд,кхоъ
737,vier::NUM,кьуд,диъ
738,fünf::NUM,вад,пхиъ
739,sechs::NUM,ругуд,ялх
740,sieben::NUM,ирид,ворхӏ
741,acht::NUM,муьжуьд,бархӏ
742,neun::NUM,кӏуьд,исс
743,zehn::NUM,цӏуд,итт
744,elf::NUM,цӏусад,цхьайтта
745,zwölf::NUM,цӏикьвед,шийтта
746,zwanzig::NUM,къад,ткъа
747,dreißig::NUM,къанницӏуд,ткъе итт
748,vierzig::NUM,яхцӏур,шовзткъа
749,fünfzig::NUM,яхцӏурни цӏуд,шовзткъе итт
750,sechzig::NUM,пудкъад,кхузткъа
751,siebzig::NUM,пудкъанни цӏуд,кхузткъе итт
752,achtzig::NUM,кьудкъад,дезткъа
753,neunzig::NUM,кьудкъанни цӏуд,дезткъе итт
754,hundert::NUM,виш,бӏе
755,tausend::NUM,агъзур,эзар
756,und::CNJ,ва,a
757,oder::CNJ,я,я
758,stehen::V,акъвазун,латта
759,sitzen::V,ацукьун,хиъна ӏан
760,liegen::V,къаткун,ӏилла
761,hängen::V,куьрс хьун,кхаза
762,werden::V,хьун,хила
763,passieren::V,хьун,хила
764,beginnen::V,башламиш хьун,доло
765,enden::V,куьтягь хьун,дӏадерза
766,wechseln::V,дегиш хьун,хийца
767,aufgehen[Sonne]::V,экъечӏун,кхета
