,Concept_ID,is,ab
64,Mond::N,tungl,амза
65,Stern::N,stjarna,аеҵəа
66,Luft::N,loft,аҳаир
67,Wind::N,vindur,аҧша
68,Welle::N,alda,ацəқəырҧа
69,Welle::N,bylgja,ацəқəырҧа
70,Wasser::N,vatn,аӡы
71,Stein::N,steinn,ахаҳə
72,Boden::N,botn,адгьыл
73,Erde::N,jörð,адгьыл
74,Staub::N,ryk,асаба
75,Staub::N,duft,асаба
76,Rauch::N,reykur,алҩа
77,Funke::N,neisti,акəиц
78,Funke::N,neisti,ацҧхь
79,Feuer::N,eldur,амца
80,Licht::N,ljós,алашара
81,Schatten::N,skuggi,ашəшьыра
82,Wetter::N,veður,амш
83,Nebel::N,þoka,анаҟəа
84,Wolke::N,ský,аҧсҭҳəа
85,Regen::N,regn,ақəа
86,Schnee::N,snjór,асы
87,Eis::N,ís,аҵаа
88,Frost::N,frost,аҵаа
89,Kälte::N,kuldi,ахьҭа
90,Hitze::N,hiti,ашоура
91,Raureif::N,hrím,аҵааҧшқа
92,Regenbogen::N,regnbogi,ацəаҟəа
93,Donner::N,þruma,адыд
94,Strömung::N,straumur,аиасра
95,Strömung::N,straumur,амҩасра
96,Tropfen::N,dropi,ацəыкəбар
97,Schaum::N,froða,ашəах
98,Schmutz::N,óhreinindi,алымт
99,See::N,stöðuvatn,аӡиа
100,Sumpf::N,fen,аӡмах
101,Moor::N,mýri,
102,Wiese::N,engi,адəы
103,Wald::N,skógur,абна
104,Hügel::N,hæð,ахəы
105,Hügel::N,hóll,ахəы
106,Anhöhe::N,hæð,аҳаракыра
107,Anhöhe::N,hóll,аҳаракыра
108,Berg::N,fell,ашьха
109,Berg::N,fjall,ашьха
110,Gipfel::N,tindur,ацəқəа
111,Höhle::N,hellir,аҳаҧы
112,Abhang::N,hlíð,анаара
113,Abhang::N,brekka,анаара
114,Quelle::N,lind,аҵҵырҭа
115,Quelle::N,uppspretta,аҵҵырҭа
116,Bach::N,lækur,акəараҷҷа
117,Fluss::N,á,аӡиас
118,Fluss::N,fljót,аӡиас
119,Ufer::N,árbakki,ахықə
120,Ufer::N,sjávarbakki,ахықə
121,Küste::N,strönd,ахықə
122,Festland::N,meginland,абарра
123,Meer::N,haf,амшын
124,Meer::N,sjór,амшын
125,Bucht::N,vík,аӡбжьахала
126,Insel::N,eyja,адгьылбжьаха
127,Blume::N,blóm,ашəҭ
128,Gras::N,gras,аҳасакьын
129,Wurzel::N,rót,адац
130,Baum::N,tré,аҵла
131,Stamm::N,stofn,ашьапы
132,Rinde::N,börkur,ацəа
133,Ast::N,grein,амахə
134,Ast::N,grein,амахəҭа
135,Zweig::N,angi,амахə
136,Zweig::N,angi,амахəҭа
137,Zweig::N,kvistur,амахə
138,Zweig::N,kvistur,амахəҭа
139,Blatt::N,blað,абҕьы
140,Birke::N,birki,аҵааҵла
141,Kiefer[Baum]::N,fura,амза
142,Weide[Baum]::N,víðir,аҧслыш
143,Tanne::N,greni,аҧсаӡ
144,Horn::N,horn,атəыҩа
145,Feder::N,fjöður,ахӡы
146,Fell::N,skinn,ацəа
147,Flügel::N,vængur,амҵəыжəа
148,Klaue::N,kló,ашьапхыц
149,Kralle::N,kló,
150,Schwanz::N,rófa,аҵыхəа
151,Schwanz::N,skott,аҵыхəа
152,Ei::N,egg,акəтаӷь
153,Nest::N,hreiður,аҭра
154,Nest::N,hreiður,аҵысҭра
155,Bau::N,greni,аҭыҩра
156,Bau::N,bæli,аҭыҩра
157,Tier::N,dýr,аҧстəы
158,Tier::N,dýr,агыгшəыг
159,Herde::N,hjörð,агəарҭа
160,Kuh::N,kýr,ажə
161,Bulle::N,boli,ацə
162,Pferd::N,hestur,аҽы
163,Schaf::N,kind,ауаса
164,Schwein::N,svín,аҳəа
165,Hund::N,hundur,ала
166,Katze::N,köttur,ацгəы
167,Bär::N,björn,амшə
168,Eichhörnchen::N,íkorni,аеш
169,Elch::N,elgur,аҽаҩа
170,Fuchs::N,refur,абгахəыҷы
171,Hase::N,héri,ажьа
172,Maus::N,mús,аҳəынаҧ
173,Wolf::N,úlfur,абгаду
174,Vogel::N,fugl,аҧсаатə
175,Schwarm::N,sægur,
176,Huhn::N,hæna,акəты
177,Hahn::N,hani,арбаҕь
178,Gans::N,gæs,аҟыз
179,Adler::N,örn,ауарба
180,Ente::N,önd,акəата
181,Eule::N,uggla,аты
182,Kranich::N,trana,апҟа
183,Krähe::N,kráka,аҟəараан
184,Kuckuck::N,gaukur,акəыкəу
185,Schwan::N,svanur,агьад
186,Fisch::N,fiskur,аҧсыӡ
187,Barsch::N,aborri,ацəыбла
188,Hecht::N,gedda,ахиаала
189,Schlange[Tier]::N,naðra,амаҭ
190,Wurm::N,ormur,ахəа
191,Wurm::N,ormur,ахəац
192,Spinne::N,kónguló,абызкаҭаҳа
193,Ameise::N,maur,ашышкамс
194,Laus::N,lús,аҵа
195,Mücke::N,mý,акəыбры
196,Mücke::N,mýfluga,акəыбры
197,Fliege::N,fluga,амҵ
198,Schmetterling::N,fiðrildi,аҧарҧалыкь
199,Beere::N,ber,аргуц
200,Apfel::N,epli,аҵəа
201,Pilz::N,sveppur,акəкəбаа
202,Zwiebel::N,laukur,аџьымшьы
203,Zwiebel::N,laukur,аџьымшьхы
204,Saat::N,fræ,ажəла
205,Saat::N,útsæði,ажəла
206,Korn::N,korn,арыц
207,Heu::N,hey,аҭəа
208,Schale::N,hýði,ацəа
209,Grube::N,gryfja,ажра
210,Grube::N,gryfja,атыша
211,Falle::N,gildra,арыҧҟьа
212,Schlinge::N,snara,аҟəараҟəантə
213,Spur::N,spor,ашьҭа
214,Asche::N,aska,ахəа
215,Dreck::N,óþverri,аҳəынҵəа
216,Dreck::N,óþverri,аҟьамсар
217,Eisen::N,járn,аиха
218,Gold::N,gull,ахьы
219,Silber::N,silfur,аразны
220,Kohle::N,kol,арацəа
221,Glas::N,gler,асаркьа
222,Lehm::N,leir,анышəаҧшь
223,Sand::N,sandur,аҧслымӡ
224,Mensch::N,maður,ауаҩы
225,Mensch::N,manneskja,ауаҩы
226,Mann::N,maður,ахаҵа
227,Mann::N,karlmaður,ахаҵа
228,Frau::N,kona,аҧҳəыс
229,Kind::N,barn,ахəыҷы
230,Kind::N,krakki,ахəыҷы
231,Junge::N,drengur,аҷкəын
232,Junge::N,drengur,ахаҵарҧыс
233,Mädchen::N,stelpa,аӡӷаб
234,Familie::N,fjölskylda,аҭаацəа
235,Großvater::N,afi,абду
236,Großmutter::N,amma,анду
237,Eltern::N,foreldrar,ани аби
238,Vater::N,faðir,аб
239,Mutter::N,móðir,ан
240,Sohn::N,sonur,аҧа
241,Tochter::N,dóttir,аҧҳа
242,Bruder::N,bróðir,аиашьа
243,Schwester::N,systir,Аҳəшьа
244,Onkel::N,föðurbróðir,абиашьа
245,Onkel::N,föðurbróðir,аншьа
246,Tante::N,frænka,абиаҳəшьа
247,Tante::N,móðursystir,абиаҳəшьа
248,Ehemann::N,eiginmaður,ахаҵа
249,Ehemann::N,eiginmaður,аҧшəма
250,Ehefrau::N,eiginkona,аҧҳəыс
251,Freude::N,gleði,агəырӷьара
252,Gelächter::N,hlátur,ачча
253,Gelächter::N,hlátur,аччара
254,Glück::N,gæfa,аразҟы
255,Kummer::N,sorg,агəырҩа
256,Wunsch::N,ósk,агəхəтəы
257,Wunsch::N,ósk,аҭахра
258,Lust::N,fýsn,агəазыҳəара
259,Lust::N,löngun,агəазыҳəара
260,Geist::N,andi,аҧсы
261,Gedanke::N,hugsun,ахəыцырҭа
262,Gedächtnis::N,minni,агəынкылара
263,Verstand::N,vit,ахшыҩ
264,Sinn::N,merking,аҵакы
265,Grund::N,ástæða,амзыз
266,Wahrheit::N,sannleikur,аиаша
267,Gespräch::N,samtal,аиҿцәажәара
268,Märchen::N,ævintýri,алакə
269,Erzählung::N,saga,ажәабжь
270,Nachricht::N,frétt,адырраҭара
271,Neuigkeit::N,frétt,ажәабжь ҿыц
272,Name::N,nafn,ахьӡ
273,Rätsel::N,gáta,ацуфара
274,Rede::N,ræða,ажәа
275,Sprache::N,mál,абызшəа
276,Sprache::N,tungumál,абызшəа
277,Stimme::N,rödd,абжьы
278,Wort::N,orð,ажәа
279,Zeichen::N,tákn,адырга
280,Zeichen::N,merki,адырга
281,Ruf::N,kall,аҿҭы
282,Lärm::N,hávaði,ашьҭыбжь
283,Laut::N,hljóð,ашьҭыбжь
284,Ton::N,tónn,атон
285,Lied::N,ljóð,ашəа
286,Lied::N,söngur,ашəа
287,Ruhe::N,ró,аҭынчра
288,Ruhe::N,kyrrð,аҭынчра
289,Leute::N,fólk,ауаа
290,Volk::N,þjóð,ажəлар
291,Arbeit::N,vinna,аусура
292,Gast::N,gestur,асас
293,Geschenk::N,gjöf,аҳамҭа
294,Geschenk::N,gjöf,аҿанҵа
295,Spiel::N,leikur,ахəмарра
296,Gesellschaft::N,selskapur,агəыҧ
297,Hilfe::N,hjálp,ацхыраара
298,Freund::N,vinur,аҩыза
299,Kamerad::N,félagi,Аҧхнагьла
300,Angelegenheit::N,mál,аус
301,Angelegenheit::N,málefni,аус
302,Anzahl::N,tala,ахыҧхьаӡара
303,Anzahl::N,fjöldi,ахыҧхьаӡара
304,Art::N,tegund,ахкы
305,Stück::N,biti,аҽыҭ
306,Stück::N,stykki,аҽыҭ
307,Teil::N,hluti,ахəҭа
308,Teil::N,partur,ахəҭа
309,Hälfte::N,helmingur,абжа
310,Kreis::N,hringur,агьагьа
311,Kreuz::N,kross,аџьар
312,Kreuz::N,krossmark,аџьар
313,Linie::N,lína,аицтәар
314,Strich::N,strik,ацəаҳəа
315,Abstand::N,millibil,абжьара
316,Entfernung::N,fjarlægð,абжьара
317,Gegend::N,hérað,аҭыҧ
318,Platz::N,pláss,аҭыҧ
319,Ort::N,staður,аҭыҧ
320,Seite::N,hlið,аган
321,Mitte::N,miðja,агəҭа
322,Gegenstand::N,hlutur,амаҭəар
323,Sache::N,mál,
324,Rand::N,brún,аҵкар
325,Kante::N,rönd,авардым
326,Ecke::N,horn,акəакь
327,Spitze::N,oddur,аҧынҵа
328,Ende::N,endi,анаӡара
329,Loch::N,gat,акылҵəара
330,Loch::N,hola,акылҵəара
331,Winkel::N,skot,агҿаҩра
332,Winkel::N,skot,акəындхə
333,Winkel::N,skot,акəакь
334,Winkel::N,krókur,агҿаҩра
335,Winkel::N,krókur,акəындхə
336,Winkel::N,krókur,акəакь
337,Muster::N,munstur,аҟҟа
338,Größe::N,stærð,изаҟароу
339,Länge::N,lengd,аура
340,Höhe::N,hæð,агылара
341,Gewicht::N,vigt,акапан
342,Gewicht::N,þyngd,акапан
343,Menge::N,magn,
344,Haufen::N,hrúga,ачаҟəа
345,Haufen::N,haugur,ачаҟəа
346,Reihe::N,röð,ацəаҳəа
347,Boot::N,bátur,анышь
348,Ruder::N,ár,ажəҩа
349,Schlitten::N,sleði,ашəаҩауардын
350,Ski::N,skíði,ашəаҩа
351,Ski::N,skíði,ашьахаха
352,Lagerfeuer::N,varðeldur,еиқуу амца
353,Last::N,byrði,ахьанҭара
354,Last::N,farmur,ахьанҭара
355,Gang::N,ganga,аныҟəара
356,Schritt::N,skref,ашьаҿа
357,Norden::N,norður,аҩада
358,Süden::N,suður,алада
359,Westen::N,vestur,амраҭашəара
360,Osten::N,austur,амрагылара
361,Holz::N,viður,амҿымаҭəахə
362,Brett::N,fjöl,аӷəы
363,Platte::N,flötur,ахаҳәцәы
364,Stütze::N,stoð,аҵаргəа
365,Stütze::N,stoð,агəышьаҟа
366,Stange::N,stöng,акьат
367,Stock::N,prik,алаба
368,Stock::N,stafur,алаба
369,Stab::N,prik,акьат
370,Stab::N,stafur,акьат
371,Rohr::N,rör,абыкь
372,Rohr::N,pípa,абыкь
373,Haus::N,hús,аҩны
374,Heim::N,heimili,аҭаацəа
375,Ofen::N,ofn,аҳақə
376,Ofen::N,ofn,ауаџьаҟ
377,Ofen::N,ofn,афрына
378,Fußboden::N,gólf,адашьма
379,Tisch::N,borð,аишәа
380,Stuhl::N,stóll,аҟəардə
381,Wiege::N,vagga,агара
382,Bett::N,rúm,акаруаҭ
383,Bett::N,hvíla,акаруаҭ
384,Regal::N,hilla,акыӷəра
385,Kiste::N,kassi,аидчаҧала
386,Fenster::N,gluggi,аҧенџьыр
387,Tür::N,dyr,ашə
388,Tür::N,hurð,ашə
389,Tor::N,hlið,агəашə
390,Zaun::N,girðing,аанда
391,Zaun::N,limgarður,аанда
392,Dach::N,þak,ахыб
393,Leiter::N,stigi,амардуан
394,Besen::N,sópur,аҧссага
395,Spaten::N,spaði,ажыга
396,Schaufel::N,skófla,аҭəарӷəы
397,Gabel::N,gaffall,ачқьыҧ
398,Löffel::N,skeið,амҳаҵə
399,Messer::N,hnífur,аҳəызба
400,Nagel::N,nögl,аҵəымӷ
401,Netz::N,net,акаҭа
402,Haken::N,krókur,аҵəаҳə
403,Griff::N,tak,амаа
404,Schloss::N,lás,асаҧаҭ
405,Bild::N,mynd,асахьа
406,Figur::N,stytta,афигура
407,Puppe::N,brúða,акьанџьа
408,Beutel::N,poki,асакь
409,Beutel::N,baggi,асакь
410,Bündel::N,böggull,аҿаҳəара
411,Tasche::N,veski,арҭмаҟ
412,Eimer::N,fata,аведра
413,Deckel::N,lok,ахҩа
414,Geschirr::N,leirtau,ачысмаҭəа
415,Sack::N,sekkur,асакь
416,Tasse::N,bolli,аҵəца
417,Topf::N,pottur,акаструлиа
418,Kessel::N,ketill,ачуан
419,Essen::N,matur,
420,Nahrung::N,fæða,афатə
421,Speise::N,réttur,афатə
422,Speise::N,matarréttur,афатə
423,Fleisch::N,kjöt,акəац
424,Getreide::N,korn,ачакуа
425,Brei::N,grautur,ақашь
426,Brot::N,brauð,ача
427,Scheibe::N,sneið,аҽыҭ
428,Scheibe::N,sneið,аҿаҵа
429,Fett::N,fita,ашша
430,Butter::N,smjör,ахəша
431,Öl::N,olía,азеҭ
432,Salz::N,salt,аџьыка
433,Suppe::N,súpa,асуҧ
434,Honig::N,hunang,ацха
435,Milch::N,mjólk,ахш
436,Tee::N,te,ачаи
437,Leder::N,skinn,ацəа
438,Wolle::N,ull,аласа
439,Stoff::N,dúkur,Аба
440,Nadel::N,nál,агəыр
441,Faden::N,þráður,арахəыц
442,Knopf::N,tala,аҳəынҵəра
443,Knopf::N,hnappur,аҳəынҵəра
444,Knoten::N,hnútur,аиқəҳəала
445,Farbe::N,málning,ашəыга
446,Kleidung::N,búningur,амаҭəа
447,Kleidung::N,klæðnaður,амаҭəа
448,Hemd::N,skyrta,акьаҿ
449,Kragen::N,kragi,ахəда
450,Kragen::N,flibbi,ахəда
451,Ärmel::N,ermi,амаӷра
452,Hose::N,buxur,аиқəа
453,Gürtel::N,belti,амаҟа
454,Mütze::N,húfa,ахылҧа
455,Schuh::N,skór,аимаа
456,Stiefel::N,stígvél,амагə
457,Ring::N,hringur,амацəаз
458,Band::N,band,алента
459,Kamm::N,greiða,ахҳəа
460,Spiegel::N,spegill,асаркьа
461,Riemen::N,ól,аа
462,Riemen::N,reim,аа
463,Schnur::N,snúra,ашаха
464,Leine::N,band,аҕура
465,Decke::N,teppi,ахыза
466,Kissen::N,koddi,ахчы
467,Tuch::N,klútur,акасы
468,Handtuch::N,þurrka,ампахьшьы
469,Handtuch::N,handklæði,ампахьшьы
470,Kraft::N,afl,амч
471,Kraft::N,kraftur,амч
472,Stärke::N,styrkur,амч
473,Gesundheit::N,heilsa,агəабзиара
474,Gesundheit::N,heilbrigði,агəабзиара
475,Krankheit::N,sjúkdómur,ачымазара
476,Schmerz::N,sársauki,ахьаа
477,Wunde::N,sár,ахəра
478,Fieber::N,hitasótt,ашоура
479,Arznei::N,lyf,ахəшə
480,Brücke::N,brú,ацҳа
481,Brunnen::N,brunnur,аҵыџь
482,Weide::N,hagi,аҳəырҭа
483,Pfad::N,stígur,амхəасҭа
484,Weg::N,vegur,амҩа
485,Straße::N,gata,амҩа
486,Straße::N,stræti,амҩа
487,Dorf::N,þorp,ақыҭа
488,Stadt::N,borg,ақалақь
489,Brief::N,bréf,ашəҟəы
490,Buch::N,bók,ашəҟəы
491,Buchstabe::N,bókstafur,анбан
492,Zeitung::N,dagblað,агазеҭ
493,Leben::N,líf,аҧсҭазаара
494,Tod::N,dauði,аҧсра
495,Grab::N,gröf,анышəынҭра
496,Kirche::N,kirkja,ауахəама
497,Sünde::N,synd,агəнаҳа
498,Gott::N,guð,анцəа
499,Arbeiter::N,verkamaður,аусуҩ
500,Chef::N,yfirmaður,Аиҳабы
501,Meister::N,meistari,аҟаза
502,Arzt::N,læknir,аҳақьым
503,Lehrer::N,kennari,арҵаҩы
504,Geld::N,peningar,аҧара
505,Geschäft::N,viðskipti,
506,Laden::N,búð,амагазин
507,Laden::N,verslun,амагазин
508,Preis::N,verð,ахə
509,Ware::N,vara,атауар
510,Nutzen::N,gagn,ақьар
511,Reichtum::N,auður,абеиара
512,Welt::N,veröld,адунеи
513,Land::N,land,атəыла
514,Staat::N,ríki,аҳəынҭқарра
515,König::N,konungur,акрал
516,Macht::N,vald,амчра
517,Grenze::N,landamæri,аҳəаа
518,Krieg::N,stríð,аибашьра
519,Feind::N,fjandmaður,Аҕа
520,Gewalt::N,ofbeldi,ақəымчра
521,Kampf::N,bardagi,ақəҧара
522,Bogen[Waffe]::N,bogi,ахыц
523,Pfeil::N,ör,ахəымпал
524,Gewehr::N,byssa,ашəақь
525,Fehler::N,villa,агха
526,Lüge::N,lygi,амц
527,Schaden::N,skemmd,аҧырхага
528,Unglück::N,óhamingja,арыцҳара
529,Schuld::N,sök,ахара
530,Alter::N,aldur,ақəра
531,Schluss::N,lok,анҵəамҭа
532,Schluss::N,endir,анҵəамҭа
533,Zeit::N,tími,аамта
534,Tag::N,dagur,амш
535,Morgen::N,morgunn,ашара
536,Morgen::N,morgunn,ашьыбжь
537,Mittag::N,hádegi,шьыбжьон
538,Abend::N,kvöld,ахəылҧаз
539,Abend::N,kvöld,ахəлбыҽха
540,Nacht::N,nótt,аҵх
541,Woche::N,vika,амчыбжь
542,Monat::N,mánuður,
543,Jahr::N,ár,
544,Frühling::N,vor,ааҕын
545,Sommer::N,sumar,аҧхын
546,Herbst::N,haust,ҭагалан
547,Herbst::N,haust,хкаарачан
548,Winter::N,vetur,аӡын
549,Januar::N,janúar,ианвар
550,Februar::N,február,февраль
551,März::N,mars,март
552,April::N,apríl,апрель
553,Mai::N,maí,маи
554,Juni::N,júní,иуун
555,Juli::N,júlí,иууль
556,August::N,ágúst,август
557,September::N,september,сентиабр
558,Oktober::N,október,октиабр
559,November::N,nóvember,ноиабр
560,Dezember::N,desember,декабр
561,Montag::N,mánudagur,ашəахьа
562,Dienstag::N,þriðjudagur,аҩаша
563,Mittwoch::N,miðvikudagur,ахаша
564,Donnerstag::N,fimmtudagur,аҧшьаша
565,Freitag::N,föstudagur,ахəаша
566,Samstag::N,laugardagur,асабша
567,Sonntag::N,sunnudagur,амҽыша
568,groß::A,stór,аду
569,klein::A,lítill,амаҷ
570,lang::A,langur,ахəхəа
571,kurz::A,stuttur,акьаҿ
572,breit::A,breiður,аиужь
573,breit::A,breiður,аиҵых
574,schmal::A,mjór,аҭшəа
575,dicht::A,þéttur,аилач
576,dick[Gegenstand]::A,þykkur,ажəпа
577,dünn::A,þunnur,
578,fein::A,fíngerður,апа
579,fein::A,fíngerður,аҵаӷа
580,fein::A,fíngerður,аӡа
581,fest::A,fastur,аҟаца
582,fest::A,fastur,аӷəӷəаҟаца
583,flach::A,flatur,ақəаҟьа
584,flach::A,flatur,аҧаҟьа
585,glatt::A,háll,аимаҩзы
586,glatt::A,sléttur,аимаҩзы
587,hart::A,harður,акьакьа
588,weich::A,mjúkur,атата
589,rund::A,kringlóttur,акəмпыл
590,spitz::A,oddhvass,аҵар
591,scharf::A,beittur,аҵар
592,stumpf::A,bitlaus,ацагə
593,schwer::A,þungur,ахьанҭа
594,schön::A,fagur,аҧшӡа
595,schön::A,fallegur,аҧшӡа
596,heiß::A,heitur,ашы
597,warm::A,hlýr,аҧха
598,warm::A,heitur,аҧха
599,kalt::A,kaldur,ахьшəашəа
600,kühl::A,svalur,ахьшəашəа
601,kühl::A,svalur,ицәыхьшәашәоу
602,frisch::A,frískur,цқьа
603,feucht::A,rakur,ацəаак
604,feucht::A,þvalur,ацəаак
605,nass::A,votur,абааӡа
606,nass::A,blautur,абааӡа
607,trocken::A,þurr,Аба
608,trocken::A,þurr,аҩа
609,voll::A,fullur,азна
610,leer::A,tómur,аҭацəы
611,offen::A,opinn,аарта
612,geschlossen::A,lokaður,ихҩоу
613,geschlossen::A,lokaður,иаркыу
614,sauber::A,þrifinn,ацқьа
615,schmutzig::A,óhreinn,аҟьашь
616,schmutzig::A,sóðalegur,аҟьашь
617,roh::A,hrár,
618,reif::A,þroskaður,Арҭ
619,reif::A,þroskaður,аҟала
620,reif::A,þroskaður,иҟалахьоу
621,lecker::A,ljúffengur,ахаа
622,süß::A,sætur,азла
623,bitter::A,beiskur,аша
624,sauer::A,súr,аҵəҵəы
625,hell::A,bjartur,алаша
626,dunkel::A,dimmur,алашьца
627,schwarz::A,svartur,аиқуаҵәа
628,weiß::A,hvítur,ашкəакəа
629,rot::A,rauður,аҟаҧшь
630,gelb::A,gulur,аҩеижь
631,blau::A,blár,аҽҵәа
632,grün::A,grænn,ашьацҧшҭəала
633,grün::A,grænn,аеҵəа
634,grau::A,grár,ацəыш
635,bunt::A,marglitur,Аилыҕраа
636,bunt::A,marglitur,аҕраҷкəын
637,billig::A,ódýr,амариа
638,teuer::A,dýr,амҩан
639,wertvoll::A,verðmætur,кыр иаҕсоу
640,wertvoll::A,verðmætur,акыр иаҕсоу
641,blind::A,blindur,алашə
642,taub::A,heyrnarlaus,адагəа
643,kräftig::A,öflugur,аӷəӷəа
644,stark::A,sterkur,абаҟа
645,schwach::A,veill,акəада
646,fett::A,feitur,аҧсыла
647,schlank::A,grannur,акала
648,schlank::A,grannur,акьалантар
649,schlank::A,grannur,аиҿартə
650,schlank::A,spengilegur,акала
651,schlank::A,spengilegur,акьалантар
652,schlank::A,spengilegur,аиҿартə
653,hübsch::A,snotur,аҧшӡа
654,hübsch::A,laglegur,аҧшӡа
655,böse::A,illur,абааҧсы
656,böse::A,vondur,абааҧсы
657,dumm::A,heimskur,агаӡа
658,faul::A,latur,аашьа
659,fleißig::A,iðinn,иҟубҷоу
660,geizig::A,nískur,акы
661,geizig::A,nískur,акаҷбеи
662,geizig::A,nískur,аҟəџьыр
663,klug::A,hygginn,аҟəыш
664,klug::A,hygginn,аҟəыӷа
665,geschickt::A,fimur,напҟазала
666,geschickt::A,laginn,напҟазала
667,lieb::A,kær,алашара
668,lieb::A,ljúfur,алашара
669,lustig::A,kátur,алах-ҿых
670,lustig::A,kátur,игурҕьаччо
671,lustig::A,kátur,агурҕьа
672,lustig::A,kátur,агурҿыхага
673,sanft::A,blíður,атата
674,sanft::A,blíður,аҟəымшəышə
675,sanft::A,blíður,ақьыҧш
676,hungrig::A,soltinn,амлашь
677,hungrig::A,hungraður,амлашь
678,krank::A,sjúkur,ачымазаҩ
679,nackt::A,nakinn,аҟьантаз
680,traurig::A,dapur,алахьеиқəҵага
681,traurig::A,hryggur,алахьеиқəҵага
682,lebendig::A,lifandi,абза
683,gut::A,góður,абзиа
684,schlecht::A,slæmur,-хəарҭам
685,schlecht::A,lélegur,-хəарҭам
686,richtig::A,réttur,иашоу
687,schlimm::A,slæmur,абааҧсы
688,wahr::A,sannur,агəҭылса
689,wahr::A,sannur,абзиаҵəҟьа
690,alt::A,gamall,Ажə
691,neu::A,nýr,аҿыц
692,ehemalig::A,fyrrverandi,анкьатәи
693,alt[Lebewesen]::A,gamall,абырг
694,alt[Lebewesen]::A,gamall,ақабада
695,alt[Lebewesen]::A,gamall,Ажə
696,jung::A,ungur,аҟата
697,arm::A,vesall,ананамга
698,arm::A,fátækur,ананамга
699,reich::A,ríkur,абеиа
700,reich::A,auðugur,абеиа
701,bekannt::A,kunnugur,адыр
702,berühmt::A,frægur,адыр
703,fremd::A,framandi,атəым
704,fremd::A,ókunnugur,атəым
705,verschieden::A,ýmis,Еиуа-еиҧшым
706,nah::A,nálægur,ааигəа
707,fern::A,fjarri,ахара
708,fern::A,fjarlægur,ахара
709,linker::A,vinstri,арма
710,rechter::A,hægri,арҕьа
711,anderer::A,annar,даҽа
712,anderer::A,annar,даҽакы
713,erster::A,fyrsti,актәи
714,zweiter::A,annar,аҩбатəи
715,dritter::A,þriðji,ахҕатәи
716,letzter::A,síðasti,аҵыхəтəантəи
717,allein::ADV,einn,мацара
718,allein::ADV,aleinn,мацара
719,auf einmal::ADV,allt í einu,зныкала
720,auf einmal::ADV,allt í einu,зныкҟьара
721,zusammen::ADV,saman,аиц...
722,lange::ADV,lengi,акыраамҭа
723,plötzlich::ADV,skyndilega,иаалырҟьаны
724,sofort::ADV,strax,иаразнакҵәҟьа
725,sofort::ADV,þegar í stað,иаразнакҵәҟьа
726,später::ADV,seinna,уажəшьҭаншəа
727,jetzt::ADV,nú,уажәы
728,jetzt::ADV,núna,уажәы
729,heute::ADV,í dag,иахьа
730,morgen::ADV,á morgun,уаҵәы
