,Concept_ID,tt,fr
122,Abhang::N,кабырга,pente
123,Abhang::N,кабырга,versant
124,Quelle::N,чишмә,source
125,Quelle::N,чишмә,fontaine
126,Bach::N,елга,ruisseau
127,Fluss::N,дәрья,fleuve
128,Fluss::N,дәрья,rivière
129,Ufer::N,су кырые,bord
130,Ufer::N,су кырые,rivage
131,Küste::N,яр буе,côte
132,Festland::N,коры җир,terre ferme
133,Meer::N,диңгез,mer
134,Bucht::N,бухта,baie
135,Bucht::N,култык,baie
136,Insel::N,атау,île
137,Insel::N,утрау,île
138,Blume::N,чәчкә,fleur
139,Gras::N,үлән,herbe
140,Wurzel::N,тамыр,racine
141,Baum::N,агач,arbre
142,Stamm::N,кәүсә,tronc
143,Rinde::N,кабык,écorce
144,Ast::N,ботак,branche
145,Zweig::N,ботак,rameau
146,Zweig::N,тармак,rameau
147,Blatt::N,яфрак,feuille
148,Birke::N,каен,bouleau
149,Kiefer[Baum]::N,нарат,pin
150,Weide[Baum]::N,тал,saule
151,Tanne::N,чыршы,sapin
152,Horn::N,мөгез,corne
153,Feder::N,йон,plume
154,Fell::N,тире,peau
155,Flügel::N,канат,aile
156,Klaue::N,тырнак,serre
157,Kralle::N,тырнак,ongle
158,Kralle::N,тырнак,griffe
159,Schwanz::N,койрык,queue
160,Ei::N,күкәй,œuf
161,Ei::N,йомырка,œuf
162,Nest::N,оя,nid
163,Bau::N,өн,terrier
164,Tier::N,хайван,animal
165,Herde::N,көтү,troupeau
166,Kuh::N,сыер,vache
167,Bulle::N,үгез,taureau
168,Pferd::N,ат,cheval
169,Schaf::N,сарык,mouton
170,Schwein::N,дуңгыз,porc
171,Schwein::N,дуңгыз,cochon
172,Hund::N,эт,chien
173,Katze::N,песи,chat
174,Bär::N,аю,ours
175,Eichhörnchen::N,тиен,écureuil
176,Elch::N,поши,élan
177,Fuchs::N,төлке,renard
178,Hase::N,куян,lièvre
179,Maus::N,тычкан,souris
180,Wolf::N,бүре,loup
181,Vogel::N,кош,oiseau
182,Schwarm::N,көтү,nuée
183,Schwarm::N,көтү,volée
184,Huhn::N,тавык,poule
185,Hahn::N,әтәч,coq
186,Gans::N,каз,oie
187,Adler::N,каракош,aigle
188,Ente::N,үрдәк,canard
189,Eule::N,ябалак,hibou
190,Kranich::N,торна,grue
191,Krähe::N,карга,corneille
192,Kuckuck::N,күке,coucou
193,Kuckuck::N,кәккүк,coucou
194,Schwan::N,аккош,cygne
195,Fisch::N,балык,poisson
196,Barsch::N,алабуга,perche
197,Hecht::N,чуртан,brochet
198,Schlange[Tier]::N,елан,serpent
199,Wurm::N,корт,ver
200,Spinne::N,үрмәкүч,araignée
201,Ameise::N,кырмыска,fourmi
202,Laus::N,бет,pou
203,Mücke::N,черки,moucheron
204,Mücke::N,озынборын,moucheron
205,Fliege::N,чебен,mouche
206,Schmetterling::N,күбәләк,papillon
207,Beere::N,җиләк,baie
208,Apfel::N,алма,pomme
209,Pilz::N,гөмбә,champignon
210,Zwiebel::N,суган,oignon
211,Zwiebel::N,суганбаш,oignon
212,Saat::N,орлык,semence
213,Korn::N,иген,grain
214,Korn::N,орлык,grain
215,Heu::N,печән,foin
216,Schale::N,кабык,pelure
217,Grube::N,баз,fosse
218,Grube::N,чокыр,fosse
219,Falle::N,тозак,piège
220,Falle::N,капкын,piège
221,Schlinge::N,элмәк,lacs
222,Spur::N,эз,trace
223,Asche::N,көл,cendre
224,Dreck::N,пычрак,crotte
225,Eisen::N,тимер,fer
226,Gold::N,алтын,or
227,Silber::N,көмеш,argent
228,Kohle::N,күмер,charbon
229,Glas::N,пыяла,verre
230,Lehm::N,балчык,glaise
231,Sand::N,ком,sable
232,Mensch::N,адәм,homme
233,Mensch::N,инсан,homme
234,Mann::N,ир,homme
235,Frau::N,хатын,femme
236,Kind::N,бала,enfant
237,Junge::N,малай,garçon
238,Mädchen::N,кыз,fille
239,Mädchen::N,кыз,jeune fille
240,Familie::N,гаилә,famille
241,Großvater::N,бабай,grand-père
242,Großmutter::N,әби,grand-mère
243,Eltern::N,ата-ана,parents
244,Vater::N,ата,père
245,Mutter::N,ана,mère
246,Sohn::N,ул,fils
247,Tochter::N,кыз,fille
248,Bruder::N,кардәш,frère
249,Schwester::N,апа,sœur
250,Schwester::N,сеңел,sœur
251,Onkel::N,дәдә,oncle
252,Onkel::N,дәдәй,oncle
253,Tante::N,түти,tante
254,Tante::N,тәтәй,tante
255,Ehemann::N,ир,mari
256,Ehemann::N,ир,époux
257,Ehefrau::N,хатын,femme
258,Ehefrau::N,хатын,épouse
259,Freude::N,сөенеч,joie
260,Freude::N,сөенеч,plaisir
261,Gelächter::N,көлү,rires
262,Gelächter::N,көлеш,rires
263,Glück::N,бәхет,bonheur
264,Kummer::N,хәсрәт,peine
265,Kummer::N,хәсрәт,chagrin
266,Wunsch::N,теләк,désir
267,Lust::N,теләк,envie
268,Lust::N,теләү,envie
269,Geist::N,рух,esprit
270,Gedanke::N,уй,idée
271,Gedanke::N,уй,pensée
272,Gedanke::N,фикер,idée
273,Gedanke::N,фикер,pensée
274,Gedächtnis::N,хәтер,mémoire
275,Verstand::N,акыл,raison
276,Sinn::N,мәгънә,sens
277,Grund::N,сәбәп,cause
278,Grund::N,сәбәп,raison
279,Wahrheit::N,хак,vérité
280,Gespräch::N,әңгәмә,conversation
281,Märchen::N,әкият,conte
282,Märchen::N,әкият,conte de fées
283,Erzählung::N,хикәя,conte
284,Erzählung::N,хикәя,narration
285,Nachricht::N,хәбәр,message
286,Neuigkeit::N,яңалык,nouvelle
287,Name::N,исем,nom
288,Rätsel::N,табышмак,énigme
289,Rätsel::N,табышмак,devinette
290,Rede::N,нотык,parole
291,Rede::N,нотык,discours
292,Sprache::N,тел,langue
293,Sprache::N,тел,langage
294,Stimme::N,тавыш,voix
295,Wort::N,сүз,mot
296,Zeichen::N,ишарә,signe
297,Ruf::N,дәшү,cri
298,Ruf::N,дәшү,appel
299,Lärm::N,шау,bruit
300,Laut::N,аваз,son
301,Ton::N,шалтырату,ton
302,Lied::N,җыр,chant
303,Lied::N,җыр,chanson
304,Ruhe::N,тынлык,calme
305,Ruhe::N,тынлык,tranquillité
306,Leute::N,халык,gens
307,Volk::N,халык,peuple
308,Arbeit::N,эш,travail
309,Arbeit::N,хезмәт,travail
310,Gast::N,кунак,hôte
311,Gast::N,кунак,invité
312,Geschenk::N,бүләк,cadeau
313,Geschenk::N,бүләк,présent
314,Spiel::N,уен,jeu
315,Gesellschaft::N,җәмгыять,compagnie
316,Hilfe::N,ярдәм,aide
317,Hilfe::N,ярдәм,secours
318,Hilfe::N,булышлык,aide
319,Hilfe::N,булышлык,secours
320,Freund::N,дус,ami
321,Kamerad::N,иптәш,copain
322,Kamerad::N,иптәш,camarade
323,Angelegenheit::N,эш,affaire
324,Anzahl::N,микъдар,nombre
325,Art::N,төр,sorte
326,Art::N,төр,espèce
327,Stück::N,кисәк,morceau
328,Teil::N,өлеш,part
329,Teil::N,өлеш,partie
330,Hälfte::N,ярым,moitié
331,Kreis::N,түгәрәк,cercle
332,Kreuz::N,хач,croix
333,Kreuz::N,тәре,croix
334,Linie::N,сызык,ligne
335,Strich::N,сызык,trait
336,Abstand::N,ара,écart
337,Entfernung::N,ераклык,distance
338,Gegend::N,урын,région
339,Gegend::N,урын,contrée
340,Platz::N,бушлык,place
341,Ort::N,урын,lieu
342,Ort::N,урын,endroit
343,Seite::N,як,côté
344,Mitte::N,урта,milieu
345,Gegenstand::N,нәрсә,objet
346,Sache::N,нәрсә,chose
347,Rand::N,чит,bord
348,Kante::N,кырый,arête
349,Ecke::N,почмак,coin
350,Ecke::N,почмак,tournant
351,Spitze::N,оч,cime
352,Spitze::N,оч,pointe
353,Ende::N,азак,bout
354,Loch::N,тишек,trou
355,Winkel::N,почмак,coin
356,Winkel::N,почмак,réduit
357,Muster::N,парча,dessin
358,Größe::N,зурлык,grandeur
359,Länge::N,озынлык,longueur
360,Höhe::N,биеклек,hauteur
361,Höhe::N,биеклек,altitude
362,Gewicht::N,авырлык,poids
363,Menge::N,микъдар,quantité
364,Haufen::N,өем,tas
365,Reihe::N,рәт,file
366,Reihe::N,рәт,rangée
367,Boot::N,каек,canot
368,Boot::N,каек,bateau
369,Boot::N,көймә,canot
370,Boot::N,көймә,bateau
371,Ruder::N,ишкәк,rame
372,Ruder::N,ишкәк,aviron
373,Schlitten::N,чана,traîneau
374,Ski::N,чаңгы,ski
375,Lagerfeuer::N,костёр,feu de camp
376,Last::N,йөк,charge
377,Last::N,йөк,fardeau
378,Gang::N,йөреш,tour
379,Gang::N,йөреш,marche
380,Schritt::N,адым,pas
381,Norden::N,төньяк,nord
382,Süden::N,көньяк,sud
383,Westen::N,көнбатыш,ouest
384,Westen::N,көнбатыш,occident
385,Osten::N,шәрык,est
386,Osten::N,шәрык,orient
387,Osten::N,көнчыгыш,est
388,Osten::N,көнчыгыш,orient
389,Holz::N,агач,bois
390,Brett::N,такта,planche
391,Platte::N,плитә,plaque
392,Stütze::N,таяу,appui
393,Stütze::N,таяу,soutien
394,Stange::N,колга,barre
395,Stange::N,колга,perche
396,Stock::N,таяк,canne
397,Stab::N,таяк,bâton
398,Rohr::N,торба,tube
399,Rohr::N,торба,tuyau
400,Haus::N,өй,maison
401,Haus::N,йорт,maison
402,Heim::N,гаилә,maison
403,Heim::N,нәсел,maison
404,Ofen::N,мич,poêle
405,Fußboden::N,идән,plancher
406,Tisch::N,өстәл,table
407,Stuhl::N,утыргыч,chaise
408,Wiege::N,бишек,berceau
409,Bett::N,ятак,lit
410,Bett::N,урын-җир,lit
411,Regal::N,киштә,étagère
412,Regal::N,шүрлек,étagère
413,Kiste::N,әрҗә,caisse
414,Fenster::N,тәрәзә,fenêtre
415,Tür::N,ишек,porte
416,Tor::N,капка,porte
417,Tor::N,капка,portail
418,Zaun::N,койма,clôture
419,Dach::N,түбә,toit
420,Leiter::N,баскыч,échelle
421,Besen::N,себерке,balai
422,Spaten::N,көрәк,bêche
423,Schaufel::N,көрәк,pelle
424,Gabel::N,чәннечке,fourchette
425,Löffel::N,кашык,cuiller
426,Messer::N,пычак,couteau
427,Nagel::N,кадак,clou
428,Netz::N,челтәр,filet
429,Haken::N,ыргак,croc
430,Haken::N,ыргак,crochet
431,Griff::N,тотка,prise
432,Griff::N,тотка,manche
433,Schloss::N,йозак,serrure
434,Bild::N,рәсем,image
435,Bild::N,рәсем,tableau
436,Bild::N,картина,image
437,Bild::N,картина,tableau
438,Figur::N,сын,figure
439,Figur::N,фигура,figure
440,Puppe::N,курчак,poupée
441,Beutel::N,луза,sac
442,Beutel::N,луза,petit sac
443,Bündel::N,бәйләм,paquet
444,Bündel::N,бәйләм,faisceau
445,Tasche::N,букча,sac
446,Eimer::N,чиләк,seau
447,Deckel::N,капкач,couvercle
448,Geschirr::N,савыт-саба,vaisselle
449,Geschirr::N,кашык-аяк,vaisselle
450,Sack::N,капчык,sac
451,Tasse::N,чынаяк,tasse
452,Topf::N,чүлмәк,pot
453,Topf::N,чүлмәк,marmite
454,Kessel::N,казан,chaudron
455,Essen::N,ашау,repas
456,Essen::N,ашау,manger
457,Nahrung::N,азык,nourriture
458,Nahrung::N,тәгам,nourriture
459,Nahrung::N,ашамлык,nourriture
460,Speise::N,ризык,plat
461,Fleisch::N,ит,viande
462,Getreide::N,ашлык,blé
463,Getreide::N,ашлык,céréales
464,Brei::N,ботка,purée
465,Brei::N,ботка,bouillie
466,Brot::N,ипи,pain
467,Brot::N,икмәк,pain
468,Scheibe::N,телем,tranche
469,Fett::N,май,graisse
470,Butter::N,май,beurre
471,Öl::N,май,huile
472,Salz::N,тоз,sel
473,Suppe::N,шулпа,soupe
474,Suppe::N,шулпа,potage
475,Honig::N,бал,miel
476,Milch::N,сөт,lait
477,Tee::N,чәй,thé
478,Leder::N,күн,cuir
479,Wolle::N,йон,laine
480,Stoff::N,тукыма,tissu
481,Stoff::N,тукыма,étoffe
482,Nadel::N,энә,aiguille
483,Faden::N,җеп,fil
484,Knopf::N,төймә,bouton
485,Knoten::N,төен,nœud
486,Farbe::N,буяу,peinture
487,Kleidung::N,кием,vêtements
488,Kleidung::N,кием,habillement
489,Hemd::N,күлмәк,chemise
490,Kragen::N,яка,col
491,Ärmel::N,җиң,manche
492,Hose::N,чалбар,pantalon
493,Gürtel::N,билбау,ceinture
494,Mütze::N,бүрек,bonnet
495,Mütze::N,бүрек,casquette
496,Schuh::N,башмак,soulier
497,Schuh::N,башмак,chaussure
498,Stiefel::N,итек,botte
499,Ring::N,балдак,bague
500,Band::N,тасма,ruban
501,Kamm::N,тарак,peigne
502,Spiegel::N,көзге,glace
503,Spiegel::N,көзге,miroir
504,Riemen::N,каеш,lanière
505,Riemen::N,каеш,courroie
506,Schnur::N,бау,corde
507,Schnur::N,бау,ficelle
508,Leine::N,тезген,laisse
509,Decke::N,юрган,couverture
510,Kissen::N,мендәр,oreiller
511,Tuch::N,яулык,drap
512,Tuch::N,яулык,fichu
513,Handtuch::N,сөлгә,serviette
514,Handtuch::N,сөлгә,essuie-mains
515,Kraft::N,егәр,force
516,Kraft::N,дәрман,force
517,Stärke::N,көч,vigueur
518,Stärke::N,дәрман,vigueur
519,Gesundheit::N,саулык,santé
520,Krankheit::N,чир,maladie
521,Krankheit::N,хаста,maladie
522,Krankheit::N,сырхау,maladie
523,Schmerz::N,авырту,douleur
524,Wunde::N,яра,plaie
525,Wunde::N,яра,blessure
526,Wunde::N,җәрәхәт,plaie
527,Wunde::N,җәрәхәт,blessure
528,Fieber::N,бизгәк,fièvre
529,Arznei::N,дару,remède
530,Arznei::N,дару,médecine
531,Brücke::N,күпер,pont
532,Brunnen::N,кое,puits
533,Weide::N,утлавык,pâturage
534,Pfad::N,сукмак,sentier
535,Weg::N,юл,voie
536,Weg::N,юл,chemin
537,Straße::N,урам,route
538,Dorf::N,авыл,village
539,Stadt::N,шәһәр,cité
540,Stadt::N,шәһәр,ville
541,Brief::N,хат,lettre
542,Buch::N,китап,livre
543,Buchstabe::N,хәреф,lettre
544,Buchstabe::N,хәреф,caractère
545,Zeitung::N,газет,journal
546,Zeitung::N,газета,journal
547,Leben::N,гомер,vie
548,Leben::N,тормыш,vie
549,Leben::N,тереклек,vie
550,Tod::N,үлем,mort
551,Grab::N,гүр,tombe
552,Grab::N,кабер,tombe
553,Kirche::N,чиркәү,église
554,Sünde::N,язык,péché
555,Sünde::N,гөнаһ,péché
556,Gott::N,алла,dieu
557,Gott::N,ходай,dieu
558,Arbeiter::N,эшче,ouvrier
559,Arbeiter::N,эшче,travailleur
560,Chef::N,башлык,chef
561,Chef::N,башлык,patron
562,Meister::N,оста,maître
563,Arzt::N,врач,médecin
564,Arzt::N,табиб,médecin
565,Lehrer::N,укытучы,professeur
566,Lehrer::N,укытучы,instituteur
567,Lehrer::N,мөгаллим,professeur
568,Lehrer::N,мөгаллим,instituteur
569,Geld::N,акча,argent
570,Geschäft::N,эш,affaire
571,Geschäft::N,эш,commerce
572,Laden::N,кибет,magasin
573,Laden::N,кибет,boutique
574,Laden::N,магазин,magasin
575,Laden::N,магазин,boutique
576,Preis::N,бәя,prix
577,Preis::N,бәһа,prix
578,Ware::N,товар,marchandise
579,Nutzen::N,файда,profit
580,Reichtum::N,байлык,richesse
581,Welt::N,дөнья,monde
582,Land::N,ил,pays
583,Staat::N,дәүләт,État
584,König::N,патша,roi
585,Macht::N,хакимият,pouvoir
586,Macht::N,хакимият,puissance
587,Grenze::N,чик,frontière
588,Krieg::N,сугыш,guerre
589,Feind::N,дошман,ennemi
590,Gewalt::N,көчләү,violence
591,Kampf::N,көрәш,lutte
592,Kampf::N,көрәш,combat
593,Bogen[Waffe]::N,җәя,arc
594,Pfeil::N,ук,flèche
595,Gewehr::N,мылтык,fusil
596,Fehler::N,хата,faute
597,Fehler::N,хата,erreur
598,Lüge::N,ялган,mensonge
599,Schaden::N,зыян,dégât
600,Schaden::N,зыян,dommage
601,Schaden::N,зарар,dégât
602,Schaden::N,зарар,dommage
603,Unglück::N,бәла,malheur
604,Schuld::N,гаеп,faute
605,Schuld::N,гаеп,culpabilité
606,Alter::N,яшь,âge
607,Schluss::N,ахыр,fin
608,Zeit::N,заман,temps
609,Tag::N,көн,jour
610,Tag::N,көн,journée
611,Morgen::N,иртә,matin
612,Morgen::N,иртә,matinée
613,Mittag::N,өйлә,midi
614,Abend::N,кич,soir
615,Abend::N,кич,soirée
616,Nacht::N,төн,nuit
617,Woche::N,атна,semaine
618,Monat::N,ай,mois
619,Jahr::N,ел,an
620,Jahr::N,ел,année
621,Frühling::N,яз,printemps
622,Sommer::N,җәй,été
623,Herbst::N,көз,automne
624,Winter::N,кыш,hiver
625,Januar::N,гыйнвар,janvier
626,Februar::N,февраль,février
627,März::N,март,mars
628,April::N,апрель,avril
629,Mai::N,май,mai
630,Juni::N,июнь,juin
631,Juli::N,июль,juillet
632,August::N,август,août
633,September::N,сентябрь,septembre
634,Oktober::N,октябрь,octobre
635,November::N,ноябрь,novembre
636,Dezember::N,декабрь,décembre
637,Montag::N,дүшәмбе,lundi
638,Dienstag::N,сишәмбе,mardi
639,Mittwoch::N,чәршәмбе,mercredi
640,Donnerstag::N,атнакич,jeudi
641,Donnerstag::N,пәнҗешәмбе,jeudi
642,Freitag::N,җомга,vendredi
643,Samstag::N,шимбә,samedi
644,Sonntag::N,якшәмбе,dimanche
645,groß::A,зур,grand
646,klein::A,кечкенә,petit
647,lang::A,озын,long
648,kurz::A,кыска,court
649,breit::A,киң,large
650,schmal::A,кысык,étroit
651,dicht::A,куе,dense
652,dick[Gegenstand]::A,калын,épais
653,dünn::A,нечкә,mince
654,fein::A,нәзакәтле,fin
655,fein::A,нәзакәтле,menu
656,fest::A,нык,ferme
657,fest::A,нык,solide
658,flach::A,яссы,plat
659,flach::A,ялпак,plat
660,glatt::A,шома,poli
661,glatt::A,шома,lisse
662,hart::A,каты,dur
663,weich::A,йомшак,mou
664,rund::A,түгәрәк,rond
665,spitz::A,очлы,aigu
666,spitz::A,очлы,pointu
667,scharf::A,үткен,tranchant
668,stumpf::A,үтмәс,mousse
669,stumpf::A,үтмәс,émoussé
670,schwer::A,салмак,lourd
671,schwer::A,салмак,pesant
672,schön::A,гүзәл,beau
673,heiß::A,эссе,chaud
674,heiß::A,эссе,très chaud
675,warm::A,җылы,chaud
676,kalt::A,суык,froid
677,kalt::A,салкын,froid
678,kühl::A,салкынча,frais
679,frisch::A,салкынча,frais
680,feucht::A,юеш,humide
681,nass::A,дымлы,mouillé
682,trocken::A,коры,sec
683,voll::A,тулы,plein
684,voll::A,тулы,rempli
685,leer::A,буш,vide
686,offen::A,ачык,ouvert
687,geschlossen::A,йомык,clos
688,geschlossen::A,йомык,fermé
689,sauber::A,пакь,net
690,sauber::A,пакь,propre
691,sauber::A,чиста,net
692,sauber::A,чиста,propre
693,schmutzig::A,керле,sale
694,schmutzig::A,керле,crasseux
695,schmutzig::A,пычрак,sale
696,schmutzig::A,пычрак,crasseux
697,roh::A,чи,cru
698,roh::A,чи,brut
699,reif::A,өлгергән,mûr
700,lecker::A,тәмле,délicieux
701,lecker::A,тәмле,appétissant
702,süß::A,татлы,doux
703,bitter::A,ачы,amer
704,sauer::A,әче,aigre
705,hell::A,якты,clair
706,dunkel::A,кара,sombre
707,schwarz::A,кара,noir
708,weiß::A,ак,blanc
709,rot::A,кызыл,rouge
710,gelb::A,сары,jaune
711,blau::A,күк,bleu
712,grün::A,яшел,vert
713,grau::A,соры,gris
714,bunt::A,чуар,multicolore
715,billig::A,арзан,bon marché
716,teuer::A,хаклы,cher
717,wertvoll::A,кыйммәтле,précieux
718,blind::A,сукыр,aveugle
719,blind::A,күзсез,aveugle
720,taub::A,чукрак,sourd
721,taub::A,саңгырау,sourd
722,kräftig::A,егәрле,fort
723,kräftig::A,егәрле,vigoureux
724,stark::A,нык,fort
725,stark::A,нык,puissant
726,stark::A,базык,fort
727,stark::A,базык,puissant
728,schwach::A,зәгыйфь,faible
729,fett::A,симез,gras
730,schlank::A,нәзек,svelte
731,hübsch::A,чибәр,joli
732,böse::A,усал,mauvais
733,dumm::A,акылсыз,sot
734,dumm::A,акылсыз,bête
735,faul::A,ялкау,fainéant
736,faul::A,ялкау,paresseux
737,faul::A,иренчәк,fainéant
738,faul::A,иренчәк,paresseux
739,fleißig::A,тырыш,appliqué
740,fleißig::A,тырышучан,appliqué
741,geizig::A,саран,avare
742,klug::A,акыллы,intelligent
743,geschickt::A,маһир,habile
744,lieb::A,сөекле,cher
745,lieb::A,сөекле,gentil
746,lustig::A,күңелле,gai
747,lustig::A,күңелле,joyeux
748,sanft::A,басынкы,doux
749,hungrig::A,ач,affamé
750,krank::A,чирле,malade
751,krank::A,сырхау,malade
752,nackt::A,шәрә,nu
753,traurig::A,ямансу,triste
754,lebendig::A,тере,vivant
755,gut::A,яхшы,bon
756,schlecht::A,начар,mauvais
757,richtig::A,дөрес,juste
758,richtig::A,дөрес,correct
759,schlimm::A,әшәкә,grave
760,schlimm::A,әшәкә,mauvais
761,wahr::A,чып-чын,vrai
762,wahr::A,чып-чын,véritable
763,alt::A,иске,vieux
764,neu::A,яңа,neuf
765,neu::A,яңа,nouveau
766,ehemalig::A,элекке,ancien
767,alt[Lebewesen]::A,карт,âgé
768,alt[Lebewesen]::A,карт,vieux
769,jung::A,яшь,jeune
770,arm::A,фәкыйрь,pauvre
771,reich::A,бай,riche
772,bekannt::A,таныш,connu
773,berühmt::A,атаклы,fameux
774,berühmt::A,атаклы,célèbre
775,fremd::A,ят,étranger
776,verschieden::A,төрле,différent
777,nah::A,якын,lié
778,nah::A,якын,proche
779,fern::A,ерак,éloigné
780,fern::A,ерак,lointain
781,linker::A,сул,gauche
782,rechter::A,уң,droit
783,anderer::A,бүтән,autre
784,erster::A,беренче,premier
785,zweiter::A,икенче,second
786,zweiter::A,икенче,deuxième
787,dritter::A,өченче,troisième
788,letzter::A,ахыргы,dernier
789,allein::ADV,ялгыз,seul
790,auf einmal::ADV,бердән,à la fois
791,zusammen::ADV,бергә,ensemble
792,lange::ADV,озак,longtemps
793,plötzlich::ADV,искәрмәстән,tout à coup
794,sofort::ADV,хәзер,immédiatement
795,später::ADV,соңрак,plus tard
796,jetzt::ADV,хәзер,maintenant
797,heute::ADV,бүген,aujourd'hui
798,morgen::ADV,иртәгә,demain
799,bald::ADV,тиздән,bientôt
800,dann::ADV,аннары,puis
801,dann::ADV,аннары,ensuite
802,gestern::ADV,кичә,hier
803,einst::ADV,берчак,jadis
804,einst::ADV,берчак,autrefois
805,damals::ADV,ул вакытта,alors
806,damals::ADV,ул вакытта,à l'époque
807,damals::ADV,ул чакта,alors
808,damals::ADV,ул чакта,à l'époque
809,danach::ADV,да,après
810,danach::ADV,да,ensuite
811,vorher::ADV,элек,auparavant
812,zuerst::ADV,башта,d'abord
813,zuerst::ADV,башта,premièrement
814,einmal::ADV,бер,une fois
815,einmal::ADV,бер мәртәбә,une fois
816,manchmal::ADV,кайчакта,parfois
817,manchmal::ADV,кайчакта,quelquefois
818,oft::ADV,еш,souvent
819,immer::ADV,һәркайчан,toujours
820,niemals::ADV,hичбер вакыт,ne ... jamais
821,hier::ADV,монда,ici
822,hier::ADV,биредә,ici
823,hierhin::ADV,монда,par ici
824,von hier::ADV,моннан,d'ici
825,dort::ADV,анда,là
826,dort::ADV,анда,là-bas
827,dorthin::ADV,тегеләй,y
828,dorthin::ADV,тегеләй,par là
829,geradeaus::ADV,турыдан-туры,tout droit
830,vorwärts::ADV,алга,en avant
831,rückwärts::ADV,кире,en arrière
832,zurück::ADV,кире,de retour
833,unten::ADV,түбәндә,en bas
834,unten::ADV,түбәндә,au-dessous
