,Concept_ID,ce,et
67,Boden::N,цӏенкъа,maa
68,Boden::N,цӏенкъа,pinnas
69,Erde::N,латта,maa
70,Staub::N,чан,põrm
71,Rauch::N,кӏур,suits
72,Funke::N,суй,säde
73,Feuer::N,цӏе,tuli
74,Licht::N,серло,valgus
75,Schatten::N,ӏиндагӏ,vari
76,Wetter::N,хенан хӏоттам,ilm
77,Nebel::N,дохк,udu
78,Wolke::N,марха,pilv
79,Regen::N,догӏа,sadu
80,Schnee::N,ло,lumi
81,Eis::N,ша,jää
82,Frost::N,шело,pakane
83,Kälte::N,шело,külm
84,Kälte::N,шело,külmus
85,Hitze::N,йовхо,kuumus
86,Hitze::N,йовхо,palavus
87,Raureif::N,йис,härmatis
88,Regenbogen::N,стелаӏад,vikerkaar
89,Donner::N,ткъес,kõu
90,Donner::N,ткъес,müristamine
91,Strömung::N,дӏаэхар,voolus
92,Strömung::N,дӏаэхар,jõevool
93,Strömung::N,дӏасалелар,voolus
94,Strömung::N,дӏасалелар,jõevool
95,Tropfen::N,тӏадам,tilk
96,Schaum::N,чопа,vaht
97,Schmutz::N,хатт,pori
98,Schmutz::N,хатт,mustus
99,See::N,ӏам,järv
100,Sumpf::N,уьшал,soo
101,Moor::N,уьшал,raba
102,Wiese::N,бай,aas
103,Wiese::N,бай,nurm
104,Wald::N,хьун,mets
105,Hügel::N,гу,küngas
106,Hügel::N,шу,küngas
107,Hügel::N,барз,küngas
108,Anhöhe::N,акъари,küngas
109,Berg::N,лам,mägi
110,Gipfel::N,бохь,mäetipp
111,Höhle::N,хьех,koobas
112,Abhang::N,басе,nõlvak
113,Quelle::N,шовда,allikas
114,Bach::N,татол,oja
115,Fluss::N,хи,jõgi
116,Ufer::N,хийист,kallas
117,Küste::N,йист,rannik
118,Festland::N,латта,mander
119,Festland::N,латта,maismaa
120,Meer::N,xӏорд,meri
121,Bucht::N,чож,laht
122,Insel::N,гӏайре,saar
123,Blume::N,зезаг,lill
124,Gras::N,буц,rohi
125,Wurzel::N,орам,juur
126,Baum::N,дитт,puu
127,Stamm::N,гӏад,tüvi
128,Stamm::N,тайпа,tüvi
129,Rinde::N,кевстиг,koor
130,Ast::N,га,oks
131,Zweig::N,га,oks
132,Blatt::N,гӏа,leht
133,Birke::N,дакх,kask
134,Kiefer[Baum]::N,бага,mänd
135,Weide[Baum]::N,дак,paju
136,Tanne::N,база,nulg
137,Horn::N,маӏа,sarv
138,Feder::N,пелаг,sulg
139,Fell::N,цӏока,karvkate
140,Fell::N,цӏока,karusnahk
141,Flügel::N,тӏам,tiib
142,Flügel::N,тӏам,tiivik
143,Klaue::N,мӏара,küüs
144,Kralle::N,тlод,küünis
145,Schwanz::N,цӏога,saba
146,Ei::N,xӏoa,muna
147,Nest::N,бен,pesa
148,Bau::N,lуьрг,urg
149,Tier::N,дийнат,loom
150,Herde::N,жа,kari
151,Kuh::N,етт,lehm
152,Bulle::N,сту,pull
153,Pferd::N,говр,hobune
154,Schaf::N,жий,lammas
155,Schaf::N,уьстагӏ,lammas
156,Schwein::N,хьакха,siga
157,Hund::N,жӏаьла,koer
158,Katze::N,цициг,kass
159,Bär::N,ча,karu
160,Eichhörnchen::N,тарсал,orav
161,Elch::N,сай,põder
162,Fuchs::N,цхьогал,rebane
163,Hase::N,пхьагал,jänes
164,Maus::N,дахка,hiir
165,Wolf::N,борз,hunt
166,Vogel::N,олхазар,lind
167,Huhn::N,котам,kana
168,Hahn::N,нӏаьна,kukk
169,Hahn::N,боргӏал,kukk
170,Gans::N,гӏаз,hani
171,Adler::N,aьрзу,kotkas
172,Ente::N,бад,part
173,Eule::N,бухӏа,kakk
174,Eule::N,бухӏа,öökull
175,Kranich::N,гӏаргӏули,kurg
176,Krähe::N,къиг,vares
177,Kuckuck::N,aттйокх,kägu
178,Schwan::N,гӏургӏаз,luik
179,Fisch::N,чӏара,kala
180,Barsch::N,окунь,ahven
181,Hecht::N,гӏазкхийн чӏара,haug
182,Schlange[Tier]::N,лаьхьа,uss
183,Wurm::N,нӏаьна,uss
184,Wurm::N,нӏаьна,vagel
185,Spinne::N,гезг,ämblik
186,Ameise::N,зингат,sipelgas
187,Laus::N,меза,täi
188,Laus::N,гӏениг,täi
189,Mücke::N,чуьрк,sääsk
190,Fliege::N,моза,kärbes
191,Schmetterling::N,полла,liblikas
192,Beere::N,цӏазам,mari
193,Apfel::N,ӏаж,õun
194,Pilz::N,жӏаьлин нускал,seen
195,Zwiebel::N,xох,sibul
196,Saat::N,чlу,seeme
197,Korn::N,буьртиг,iva
198,Korn::N,буьртиг,tera
199,Heu::N,йол,hein
200,Schale::N,пардо,koor
201,Grube::N,ор,kaevand
202,Falle::N,кӏело,lõks
203,Falle::N,кӏело,püünis
204,Spur::N,лар,jälg
205,Asche::N,чим,tuhk
206,Dreck::N,мода,saast
207,Dreck::N,мода,mustus
208,Eisen::N,эчиг,raud
209,Gold::N,деши,kuld
210,Silber::N,дети,hõbe
211,Kohle::N,кӏора,süsi
212,Glas::N,aнгали,klaas
213,Lehm::N,поппар,savi
214,Sand::N,гӏум,liiv
215,Mensch::N,адам,inimene
216,Mann::N,майра,mees
217,Frau::N,зуда,naine
218,Kind::N,бер,laps
219,Junge::N,жимха,poiss
220,Mädchen::N,жима йоӏ,tüdruk
221,Familie::N,доьзал,perekond
222,Großvater::N,ненада,vanaisa
223,Großmutter::N,денана,vanaema
224,Eltern::N,да-нана,vanemad
225,Vater::N,да,isa
226,Mutter::N,нана,ema
227,Sohn::N,кӏант,poeg
228,Tochter::N,йоӏ,tütar
229,Bruder::N,ваша,vend
230,Schwester::N,йиша,õde
231,Onkel::N,деваша,onu
232,Tante::N,дейиша,tädi
233,Ehemann::N,майра,mees
234,Ehemann::N,майра,abikaasa
235,Ehefrau::N,зуда,naine
236,Ehefrau::N,зуда,abikaasa
237,Freude::N,самукъа,rõõm
238,Freude::N,хазахетар,rõõm
239,Gelächter::N,белам,naer
240,Glück::N,ирс,õnn
241,Kummer::N,бала,mure
242,Kummer::N,бала,kurbus
243,Wunsch::N,лаам,soov
244,Lust::N,лаам,himu
245,Geist::N,са,vaim
246,Gedanke::N,ойла,mõte
247,Gedächtnis::N,диццадалар,mälu
248,Verstand::N,хьекъал,aru
249,Verstand::N,хьекъал,mõistus
250,Sinn::N,маьӏна,tähendus
251,Grund::N,бахьана,põhjus
252,Wahrheit::N,бакъдерг,tõde
253,Gespräch::N,къамел,kõne
254,Gespräch::N,къамел,vestlus
255,Märchen::N,туьйра,muinasjutt
256,Erzählung::N,дийцар,jutustus
257,Nachricht::N,хаам,teade
258,Neuigkeit::N,керланиг,uudis
259,Name::N,цӏе,nimi
260,Rätsel::N,хӏетал-метал,mõistatus
261,Rede::N,къамел,kõne
262,Sprache::N,мотт,keel
263,Stimme::N,aз,hääl
264,Wort::N,дош,sõna
265,Zeichen::N,билгало,märk
266,Ruf::N,кхайкхар,hüüe
267,Lärm::N,гӏовгӏа,müra
268,Laut::N,аз,hääl
269,Ton::N,aз,toon
270,Lied::N,илли,laul
271,Ruhe::N,тийналла,rahu
272,Ruhe::N,тийналла,vaikus
273,Leute::N,нах,inimesed
274,Volk::N,халкъ,rahvas
275,Arbeit::N,болх,töö
276,Gast::N,хьаша,külaline
277,Geschenk::N,совгӏат,kingitus
278,Spiel::N,ловзар,mäng
279,Gesellschaft::N,юкъаралла,selts
280,Hilfe::N,гӏо,abi
281,Freund::N,доттагl,sõber
282,Kamerad::N,накъост,sõber
283,Angelegenheit::N,гӏуллакх,asi
284,Anzahl::N,терахь,arv
285,Anzahl::N,терахь,hulk
286,Stück::N,юьхк,tükk
287,Teil::N,дакъа,osa
288,Hälfte::N,ах,pool
289,Kreis::N,го,ring
290,Kreuz::N,жӏара,rist
291,Linie::N,сиз,joon
292,Strich::N,сиз,joon
293,Abstand::N,юкъ,vahe
294,Gegend::N,мeттиг,ümbrus
295,Platz::N,майда,ruum
296,Ort::N,меттиг,paik
297,Seite::N,aгӏo,pool
298,Mitte::N,юкъ,keskpaik
299,Gegenstand::N,хӏума,ese
300,Sache::N,хӏума,ese
301,Rand::N,йист,äär
302,Rand::N,йист,serv
303,Kante::N,йист,kant
304,Ecke::N,са,nurk
305,Spitze::N,ралла,teravik
306,Ende::N,юьхьиг,ots
307,Ende::N,юьхьиг,jupp
308,Loch::N,ӏуьрг,auk
309,Winkel::N,са,nurk
310,Muster::N,дагар,muster
311,Muster::N,тӏамар,muster
312,Größe::N,барам,suurus
313,Länge::N,йохалла,pikkus
314,Höhe::N,локхалла,kõrgus
315,Gewicht::N,йозалла,kaal
316,Gewicht::N,йозалла,raskus
317,Menge::N,дукхалла,arv
318,Menge::N,дукхалла,hulk
319,Haufen::N,сал,hunnik
320,Haufen::N,оьла,hunnik
321,Reihe::N,рагӏ,rivi
322,Reihe::N,могӏа,rivi
323,Boot::N,кема,paat
324,Ruder::N,пийсиг,aer
325,Schlitten::N,салаз,saan
326,Ski::N,когсалаз,suusk
327,Lagerfeuer::N,цӏе,lõke
328,Last::N,дукъ,koorem
329,Gang::N,лелар,käik
330,Schritt::N,гӏулч,samm
331,Norden::N,къилбаседе,põhi
332,Süden::N,къилбе,lõuna
333,Westen::N,малхбузе,lääs
334,Osten::N,малхбале,ida
335,Holz::N,дечиг,puu
336,Brett::N,у,saelaud
337,Platte::N,у,plaat
338,Stütze::N,гӏopтоp,tugi
339,Stange::N,гӏуркх,latt
340,Stange::N,гӏуркх,teivas
341,Stock::N,ӏаса,kepp
342,Stab::N,гӏаж,varras
343,Rohr::N,биргӏа,toru
344,Haus::N,цӏа,maja
345,Heim::N,кхерч,kodu
346,Ofen::N,кхерч,ahi
347,Fußboden::N,цӏенкъа,põrand
348,Tisch::N,шун,laud
349,Stuhl::N,гӏант,tool
350,Wiege::N,ага,häll
351,Wiege::N,ага,kätki
352,Bett::N,маьнга,voodi
353,Regal::N,терхи,riiul
354,Kiste::N,яьшка,kast
355,Fenster::N,кор,aken
356,Tür::N,неӏ,uks
357,Tor::N,ков,värav
358,Zaun::N,керт,aed
359,Zaun::N,керт,tara
360,Dach::N,тхов,katus
361,Leiter::N,лами,redel
362,Besen::N,нуй,luud
363,Spaten::N,бел,labidas
364,Schaufel::N,аьшкал,kühvel
365,Gabel::N,мӏара,kahvel
366,Löffel::N,ӏайг,lusikas
367,Messer::N,урс,nuga
368,Nagel::N,хьостам,nael
369,Netz::N,бой,võrk
370,Haken::N,мӏара,haak
371,Haken::N,мӏара,konks
372,Schloss::N,чӏега,lukk
373,Bild::N,сурт,pilt
374,Puppe::N,тайниг,nukk
375,Beutel::N,гали,paun
376,Bündel::N,кочар,kimp
377,Tasche::N,тӏоьрмиг,kott
378,Eimer::N,чийлик,pang
379,Eimer::N,чийлик,ämber
380,Deckel::N,негӏар,kaas
381,Geschirr::N,пхьегӏа,nõud
382,Sack::N,гали,kott
383,Tasse::N,кад,tass
384,Topf::N,яй,pada
385,Kessel::N,яй,pada
386,Essen::N,юург,söök
387,Nahrung::N,кхача,toit
388,Speise::N,юург,roog
389,Fleisch::N,жижиг,liha
390,Getreide::N,буьртиг,teravili
391,Brei::N,xудар,puder
392,Brot::N,бепиг,sai
393,Brot::N,бепиг,leib
394,Brot::N,кхаллар,sai
395,Brot::N,кхаллар,leib
396,Scheibe::N,цастар,viil
397,Scheibe::N,цастар,viilukas
398,Fett::N,мохь,rasv
399,Butter::N,налха,või
400,Öl::N,даьтта,õli
401,Salz::N,туьха,sool
402,Suppe::N,чорпа,supp
403,Honig::N,моз,mesi
404,Milch::N,шура,piim
405,Tee::N,чай,tee
406,Leder::N,цӏока,nahk
407,Wolle::N,тӏapгӏa,vill
408,Stoff::N,кӏади,kangas
409,Nadel::N,маха,nõel
410,Faden::N,тай,niit
411,Knopf::N,нуьйда,nööp
412,Knoten::N,шад,sõlm
413,Farbe::N,сир,värv
414,Farbe::N,басар,värv
415,Kleidung::N,бедар,riided
416,Kleidung::N,бедар,riietus
417,Hemd::N,коч,särk
418,Kragen::N,кач,krae
419,Ärmel::N,пхьош,varrukas
420,Hose::N,хеча,püksid
421,Gürtel::N,доьхка,vöö
422,Mütze::N,куй,müts
423,Schuh::N,мача,king
424,Stiefel::N,этка,saabas
425,Ring::N,чӏуг,sõrmus
426,Band::N,лента,lint
427,Kamm::N,ехк,kamm
428,Spiegel::N,куьзга,peegel
429,Riemen::N,доьхка,rihm
430,Schnur::N,муш,nöör
431,Leine::N,кочатосу доьхка,jalutusrihm
432,Decke::N,юргӏа,tekk
433,Kissen::N,гIайба,padi
434,Tuch::N,исхар,kalev
435,Handtuch::N,гата,käterätik
436,Kraft::N,гӏора,jõud
437,Stärke::N,гӏап,tugevus
438,Gesundheit::N,могашалла,tervis
439,Krankheit::N,цамгар,haigus
440,Schmerz::N,лазар,valu
441,Wunde::N,чов,haav
442,Fieber::N,xорша,palavik
443,Arznei::N,молха,ravim
444,Brücke::N,тӏай,sild
445,Brunnen::N,гӏу,kaev
446,Weide::N,дак,karjamaa
447,Pfad::N,тача,rada
448,Weg::N,некъ,tee
449,Straße::N,урам,tee
450,Dorf::N,юрт,küla
451,Stadt::N,гӏала,linn
452,Brief::N,кехат,kiri
453,Buch::N,жайна,raamat
454,Buchstabe::N,элп,täht
455,Zeitung::N,газет,ajaleht
456,Leben::N,дахар,elu
457,Tod::N,далар,surm
458,Tod::N,ӏожалла,surm
459,Grab::N,каш,haud
460,Kirche::N,килс,kirik
461,Sünde::N,къа,patt
462,Gott::N,дела,jumal
463,Arbeiter::N,белхало,tööline
464,Chef::N,хьаькам,ülemus
465,Chef::N,хьаькам,juhataja
466,Meister::N,говзанча,meister
467,Arzt::N,лор,arst
468,Lehrer::N,хьехархо,õpetaja
469,Geld::N,aхча,raha
470,Geschäft::N,туька,äri
471,Laden::N,туька,pood
472,Laden::N,туька,kauplus
473,Preis::N,мах,hind
474,Ware::N,хlума,kaup
475,Nutzen::N,пайда,tulu
476,Nutzen::N,пайда,kasulikkus
477,Reichtum::N,хьал,rikkus
478,Welt::N,дуьне,maailm
479,Land::N,мохк,maa
480,Staat::N,пачхьалкх,riik
481,König::N,паччахь,kuningas
482,Macht::N,ӏедал,võim
483,Grenze::N,доза,piir
484,Krieg::N,тӏом,sõda
485,Feind::N,мостагӏ,vaenlane
486,Gewalt::N,гӏело,väevõim
487,Kampf::N,къийсам,võitlus
488,Pfeil::N,пха,nool
489,Gewehr::N,топ,püss
490,Fehler::N,гӏалат,viga
491,Lüge::N,аьшпаш,vale
492,Schaden::N,зен,kahju
493,Unglück::N,бала,häda
494,Unglück::N,бала,õnnetus
495,Schuld::N,бехк,süü
496,Alter::N,хан,iga
497,Schluss::N,чакхе,lõpp
498,Zeit::N,хан,aeg
499,Tag::N,де,päev
500,Morgen::N,ӏуьйре,hommik
501,Mittag::N,делкъе,lõuna
502,Mittag::N,делкъе,keskpäev
503,Abend::N,суьйре,õhtu
504,Nacht::N,буьйса,öö
505,Woche::N,кӏира,nädal
506,Monat::N,бутт,kuu
507,Jahr::N,шо,aasta
508,Frühling::N,бӏаьсте,kevad
509,Sommer::N,аьхке,suvi
510,Herbst::N,гуьйре,sügis
511,Winter::N,ӏа,talv
512,Januar::N,январь,jaanuar
513,Februar::N,февраль,veebruar
514,März::N,март,märts
515,April::N,апрель,aprill
516,Mai::N,май,mai
517,Juni::N,июнь,juuni
518,Juli::N,июль,juuli
519,August::N,август,august
520,September::N,сентябрь,september
521,Oktober::N,октябрь,oktoober
522,November::N,ноябрь,november
523,Dezember::N,декабрь,detsember
524,Montag::N,оршот,esmaspäev
525,Dienstag::N,шинара,teisipäev
526,Mittwoch::N,кхаара,kesknädal
527,Donnerstag::N,еара,neljapäev
528,Freitag::N,пӏераска,reede
529,Samstag::N,шот,laupäev
530,Sonntag::N,кӏиранде,pühapäev
531,groß::A,доккха,suur
532,klein::A,кегий,väike
533,klein::A,кегий,pisike
534,lang::A,еха,pikk
535,kurz::A,доца,lühike
536,breit::A,шуьйра,lai
537,schmal::A,готта,kitsas
538,dicht::A,луьста,tihe
539,dick[Gegenstand]::A,стомма,jäme
540,dünn::A,дуткъа,õhuke
541,dünn::A,дуткъа,peenike
542,fein::A,ховха,peen
543,fein::A,ховха,õhuke
544,fest::A,чӏогӏа,püsiv
545,fest::A,чӏогӏа,kindel
546,flach::A,чӏапа,lame
547,flach::A,чӏапа,tasane
548,glatt::A,шера,sile
549,hart::A,чӏогӏa,kõva
550,weich::A,кӏеда,pehme
551,rund::A,горга,ümar
552,spitz::A,ира,torkav
553,scharf::A,ира,terav
554,stumpf::A,аьртa,nüri
555,schwer::A,деза,raske
556,schön::A,хаза,kena
557,heiß::A,довха,kuum
558,heiß::A,довха,palav
559,warm::A,довха,soe
560,kalt::A,шийла,külm
561,kühl::A,шийла,jahe
562,frisch::A,керла,värske
563,feucht::A,тӏуьна,niiske
564,nass::A,тӏеда,märg
565,trocken::A,eкъа,kuiv
566,voll::A,дуьзна,täis
567,leer::A,яьсса,tühi
568,offen::A,диллина,avatud
569,offen::A,диллина,lahtine
570,geschlossen::A,дӏакъевлина,suletud
571,geschlossen::A,дӏачӏагӏдина,suletud
572,sauber::A,цӏена,puhas
573,schmutzig::A,боьха,räpane
574,schmutzig::A,боьха,määrdunud
575,roh::A,буьйда,toores
576,reif::A,хилла,küps
577,lecker::A,чоме,hõrk
578,lecker::A,чоме,maitsev
579,süß::A,мерза,magus
580,bitter::A,къаьхьа,mõru
581,sauer::A,муьста,hapu
582,hell::A,сирла,hele
583,dunkel::A,бодане,pime
584,schwarz::A,ӏаьржа,must
585,weiß::A,кӏайн,valge
586,rot::A,цӏен,punane
587,gelb::A,можа,kollane
588,blau::A,сийна,sinine
589,grün::A,баьццара,roheline
590,grau::A,cира,hall
591,grau::A,мокха,hall
592,bunt::A,къорза,kirju
593,bunt::A,къорза,värviline
594,billig::A,дораха,odav
595,teuer::A,деза,kallis
596,wertvoll::A,мехала,väärtuslik
597,blind::A,бӏаьрзе,pime
598,taub::A,къора,kurt
599,kräftig::A,нуьцкъала,jõuline
600,stark::A,зоьртала,tugev
601,stark::A,нуьцкъала,tugev
602,schwach::A,гӏорасиза,nõrk
603,schwach::A,гӏорасиза,jõuetu
604,fett::A,дерстана,rasvane
605,schlank::A,куц долу,sale
606,hübsch::A,хаза,kena
607,böse::A,вон,tige
608,dumm::A,сонта,juhm
609,dumm::A,сонта,rumal
610,faul::A,мало ен,laisk
611,fleißig::A,тӏера,virk
612,fleißig::A,тӏера,hoolas
613,geizig::A,пис,ihne
614,geizig::A,сутара,ihne
615,klug::A,хьекъале,tark
616,klug::A,хьекъале,arukas
617,klug::A,хьекъале,mõistlik
618,geschickt::A,тӏахъаьлла,osav
619,lieb::A,хьоме,armas
620,lustig::A,самукъане,lõbus
621,sanft::A,кlеда,õrn
622,hungrig::A,меца,näljane
623,krank::A,цомгуш долу,haige
624,nackt::A,дерзана,alasti
625,traurig::A,самукъане воцу,kurb
626,lebendig::A,дийна,elus
627,gut::A,дика,hea
628,schlecht::A,вон,halb
629,richtig::A,нийса,õige
630,schlimm::A,вон,paha
631,wahr::A,бакъдолу,tõene
632,alt::A,къена,vana
633,neu::A,керла,uus
634,ehemalig::A,хилла,endine
635,alt[Lebewesen]::A,къена,vana
636,jung::A,къона,noor
637,arm::A,къен,vaene
638,reich::A,хьоле,rikas
639,bekannt::A,девзаш долу,teada
640,bekannt::A,девзаш долу,tuttav
641,berühmt::A,цӏеяхана,tuntud
642,fremd::A,нехан,võõras
643,verschieden::A,тайп-тайпанара,erinev
644,nah::A,гергара,lähedane
645,fern::A,гена,kauge
646,fern::A,генара,kauge
647,linker::A,аьрру,vasak
648,rechter::A,аьтту,parem
649,anderer::A,кхин,muu
650,anderer::A,кхин,teine
651,erster::A,хьалхара,esimene
652,zweiter::A,шолгIа,teine
653,dritter::A,кхоалгӏа,kolmas
654,letzter::A,тӏаьххьара,viimane
655,allein::ADV,цхьаъ,üksi
656,auf einmal::ADV,цу сохьтта,korraga
657,auf einmal::ADV,цу сохьтта,ühekorraga
658,zusammen::ADV,цхьана,koos
659,zusammen::ADV,цхьана,üheskoos
660,lange::ADV,дукха,kaua
661,plötzlich::ADV,цIеххьана,äkki
662,plötzlich::ADV,цIеххьана,järsku
663,sofort::ADV,цу сохьтта,kohe
664,später::ADV,тӏаьхьо,hiljem
665,jetzt::ADV,хӏинца,nüüd
666,heute::ADV,тахана,täna
667,morgen::ADV,кхана,homme
668,bald::ADV,кеста,pea
669,bald::ADV,кеста,varsti
670,dann::ADV,тӏаккха,siis
671,gestern::ADV,селхана,eile
672,einst::ADV,цкъа,vanasti
673,damals::ADV,хӏетахьь,tookord
674,danach::ADV,тӏаккха,seejärel
675,vorher::ADV,хьалхa,enne
676,zuerst::ADV,хьалха,enne
677,zuerst::ADV,хьалха,esmalt
678,einmal::ADV,цкъа,kord
679,einmal::ADV,цкъа,üks kord
680,manchmal::ADV,цкъаццкъа,mõnikord
681,oft::ADV,кест-кеста,tihti
682,oft::ADV,кест-кеста,sageli
683,immer::ADV,даим,ikka
684,immer::ADV,даим,alati
685,niemals::ADV,цкъа а,mitte kunagi
686,hier::ADV,кхузахь,siin
687,hierhin::ADV,кхуза,siia
688,von hier::ADV,кхузара,siit
689,dort::ADV,цигахь,seal
690,dorthin::ADV,цига,sinna
691,geradeaus::ADV,нийса дӏа,otse edasi
692,vorwärts::ADV,хьалха,edasi
693,rückwärts::ADV,юха,tagurpidi
694,zurück::ADV,юха,tagasi
695,unten::ADV,лахахь,all
696,unten::ADV,лахахь,allpool
697,hinab::ADV,охьа,alla
698,oben::ADV,лакхахь,ülal
699,hinauf::ADV,хьала,üles
700,überall::ADV,массанхьа,kõikjal
701,nicht::ADV,ца,ei
702,nicht::ADV,ца,mitte
703,ein wenig::ADV,кӏеззиг,veidi
704,ein wenig::ADV,кӏеззиг,natuke
705,kaum::ADV,халла,vaevalt
706,sehr::ADV,вуно,väga
707,noch::ADV,кхин,veel
708,nur::ADV,бен ...ца,ainult
709,schon::ADV,хӏинцале,juba
710,wieder::ADV,юха а,jälle
711,vergebens::ADV,эрна,asjata
712,vor::PRP,хьалха,ees
713,hinter::PRP,тӏехьа,taha
714,unter::PRP,кIелахь,all
715,durch::PRP,чекх,läbi
716,durch::PRP,чекх,kaudu
717,neben::PRP,юххе,kõrval
718,zwischen::PRP,юккъехь,vahel
719,wegen::PRP,дуьхьа,tõttu
720,wegen::PRP,дуьхьа,pärast
721,dies::PRN,и,see
722,dies::PRN,иза,see
723,das::PRN,и,see
724,das::PRN,иза,see
725,alles::PRN,дерриг,kõik
726,ich::PRN,cо,mina
727,du::PRN,хьо,sina
728,er::PRN,и,tema
729,er::PRN,иза,tema
730,wir::PRN,тхо,me
731,wir::PRN,вай,me
732,ihr::PRN,шу,te
733,sie::PRN,уьш,nad
734,was::FPRN,хӏун,mis
735,wer::FPRN,мила,kes
736,wo::FADV,мичaхь,kus
737,wohin::FADV,мича,kuhu
738,wie::FADV,муха,kuidas
739,warum::FADV,хӏунда,miks
740,wieviel::FNUM,мел,mitu
741,wieviel::FNUM,мел,kui palju
742,wieviel::FNUM,маса,mitu
743,wieviel::FNUM,маса,kui palju
744,eins::NUM,цхьаъ,üks
745,zwei::NUM,шиъ,kaks
746,drei::NUM,кхоъ,kolm
747,vier::NUM,диъ,neli
748,fünf::NUM,пхиъ,viis
749,sechs::NUM,ялх,kuus
750,sieben::NUM,ворхӏ,seitse
751,acht::NUM,бархӏ,kaheksa
752,neun::NUM,исс,üheksa
753,zehn::NUM,итт,kümme
754,elf::NUM,цхьайтта,üksteist
755,zwölf::NUM,шийтта,kaksteist
756,zwanzig::NUM,ткъа,kakskümmend
757,dreißig::NUM,ткъе итт,kolmkümmend
758,vierzig::NUM,шовзткъа,nelikümmend
759,fünfzig::NUM,шовзткъе итт,viiskümmend
760,sechzig::NUM,кхузткъа,kuuskümmend
761,siebzig::NUM,кхузткъе итт,seitsekümmend
762,achtzig::NUM,дезткъа,kaheksakümmend
763,neunzig::NUM,дезткъе итт,üheksakümmend
764,hundert::NUM,бӏе,sada
765,tausend::NUM,эзар,tuhat
766,und::CNJ,a,ja
767,oder::CNJ,я,või
768,stehen::V,латта,seisma
769,sitzen::V,хиъна ӏан,istuma
770,liegen::V,ӏилла,lamama
771,hängen::V,кхаза,rippuma
772,werden::V,хила,saama
773,werden::V,хила,hakkama
774,passieren::V,хила,juhtuma
775,beginnen::V,доло,algama
776,beginnen::V,доло,hakkama
777,enden::V,дӏадерза,lõppema
778,wechseln::V,хийца,vahelduma
779,aufgehen[Sonne]::V,кхета,tõusma
780,untergehen[Sonne]::V,чубуза,loojuma
781,scheinen[Sonne]::V,серло яла,paistma
782,donnern::V,къекъа,kõmisema
783,wehen::V,хьекха,puhuma
784,strömen::V,эха,voolama
785,fließen::V,охьаэха,voolama
786,sich drehen::V,хьийза,pöörduma
787,schwanken::V,леста,kõikuma
788,schwingen::V,лесто,võnkuma
789,fallen::V,охьакхета,langema
790,brennen::V,дага,põlema
791,rauchen::V,оза,suitsema
792,regnen::V,догlа догlу,sadama
793,gefrieren::V,гӏоро,kinni külmuma
794,tauen::V,даша,sulama
795,schmelzen::V,лала,sulama
796,trocknen::V,дакъо,kuivama
797,sieden::V,кхехка,keema
798,faulen::V,дахкадала,mädanema
799,verfaulen::V,дахкадала,mädanema
