,Concept_ID,ko,ga
82,Staub::N,먼지,deannach
83,Rauch::N,연기,toit
84,Rauch::N,연기,deatach
85,Funke::N,불티,drithle
86,Feuer::N,불,tine
87,Licht::N,불,solas
88,Schatten::N,어스레함,scáth
89,Wetter::N,기상,aimsir
90,Nebel::N,안개,ceo
91,Wolke::N,구름,néal
92,Wolke::N,구름,scamall
93,Regen::N,비,báisteach
94,Regen::N,비,fearthainn
95,Schnee::N,눈,sneachta
96,Eis::N,얼음,oighear
97,Frost::N,혹한,sioc
98,Kälte::N,추위,fuacht
99,Kälte::N,차가움,fuacht
100,Hitze::N,고온,teas
101,Hitze::N,고온,teocht
102,Hitze::N,더위,teas
103,Hitze::N,더위,teocht
104,Regenbogen::N,무지개,stua ceatha
105,Regenbogen::N,무지개,bogha báistí
106,Donner::N,뇌명,toirneach
107,Strömung::N,유동,sruth
108,Tropfen::N,물방울,deoir
109,Schaum::N,포말,cúr
110,Schmutz::N,때,salachar
111,See::N,호수,loch
112,Sumpf::N,습지,portach
113,Moor::N,저습지,caorán
114,Moor::N,저습지,móinteán
115,Wiese::N,목초지,cluain
116,Wiese::N,목초지,móinéar
117,Wald::N,숲,coill
118,Wald::N,숲,foraois
119,Hügel::N,언덕,ard
120,Anhöhe::N,언덕,ard
121,Anhöhe::N,언덕,ardán
122,Berg::N,산,sliabh
123,Gipfel::N,졀졍,barr
124,Gipfel::N,졀졍,mullach
125,Höhle::N,공동,uaimh
126,Höhle::N,공동,pluais
127,Abhang::N,몰매,fána
128,Quelle::N,근원,foinse
129,Bach::N,내,sruthán
130,Fluss::N,강,abhainn
131,Ufer::N,강변,bruach
132,Ufer::N,바닷가,bruach
133,Küste::N,해변,cósta
134,Küste::N,해변,cladach
135,Küste::N,해변가,cósta
136,Küste::N,해변가,cladach
137,Festland::N,본토,míntír
138,Meer::N,바다,muir
139,Meer::N,바다,farraige
140,Bucht::N,협만,bá
141,Bucht::N,협만,cuan
142,Insel::N,섬,inis
143,Insel::N,섬,oileán
144,Blume::N,꽃,bláth
145,Gras::N,풀,féar
146,Wurzel::N,뿌리,rúta
147,Wurzel::N,뿌리,fréamh
148,Baum::N,나무,crann
149,Stamm::N,대,stoc
150,Stamm::N,대,tamhan
151,Rinde::N,나무껍질,coirt
152,Rinde::N,나무껍질,craiceann
153,Ast::N,가지,géag
154,Zweig::N,가지,géag
155,Zweig::N,가지,craobh
156,Blatt::N,잎,duille
157,Blatt::N,잎,duilleog
158,Birke::N,자작나무,beith
159,Birke::N,자작나무,crann beithe
160,Kiefer[Baum]::N,소나무,péine
161,Weide[Baum]::N,쉬양버들,saileach
162,Tanne::N,전나무,giúis
163,Horn::N,뿔,adharc
164,Feder::N,깃털,cleite
165,Fell::N,피혁모피,clúmh
166,Flügel::N,날개,eite
167,Flügel::N,날개,sciathán
168,Klaue::N,갈고리 발톺,crúb
169,Klaue::N,갈고리 발톺,crobh
170,Kralle::N,발툭,crobh
171,Schwanz::N,꼬리,eireaball
172,Ei::N,알,ubh
173,Nest::N,보금자리,nead
174,Bau::N,굴,brocais
175,Tier::N,짐승,ainmhí
176,Tier::N,짐승,beithíoch
177,Herde::N,가축의떼,tréad
178,Kuh::N,암소,bó
179,Bulle::N,황소,tarbh
180,Pferd::N,말,each
181,Pferd::N,말,capall
182,Schaf::N,양,caora
183,Schwein::N,돼지,muc
184,Hund::N,개,madra
185,Katze::N,고양이,cat
186,Bär::N,콤,béar
187,Eichhörnchen::N,다람쥐,iora
188,Elch::N,고라니,eilc
189,Fuchs::N,여우,sionnach
190,Fuchs::N,여우,madra rua
191,Hase::N,토끼,giorria
192,Maus::N,쥐,luch
193,Wolf::N,늑대,mac tíre
194,Vogel::N,새,éan
195,Schwarm::N,뗴,saithe
196,Huhn::N,암탉,cearc
197,Hahn::N,수탉,coileach
198,Gans::N,거위,gé
199,Adler::N,수리,iolar
200,Ente::N,오리,lacha
201,Eule::N,부엉이,ulchabhán
202,Kranich::N,두루미,grús
203,Krähe::N,까마귀,caróg
204,Krähe::N,까마귀,préachán
205,Kuckuck::N,뻐꾸기,cuach
206,Schwan::N,배조,eala
207,Fisch::N,물고기,iasc
208,Barsch::N,농어,péirse
209,Hecht::N,에속스,liús
210,Schlange[Tier]::N,뱀,nathair
211,Wurm::N,벌레,péist
212,Spinne::N,거미,damhán alla
213,Ameise::N,개미,seangán
214,Laus::N,이,míol
215,Mücke::N,모기,muiscít
216,Mücke::N,모기,corrmhíol
217,Fliege::N,날기,cuil
218,Fliege::N,날기,cuileog
219,Schmetterling::N,나비,féileacán
220,Beere::N,장과,caor
221,Apfel::N,사과,úll
222,Pilz::N,고방이,beacán
223,Pilz::N,고방이,muisiriún
224,Zwiebel::N,양파,oinniún
225,Saat::N,씨,síol
226,Korn::N,알맹이,gráinne
227,Heu::N,건초,féar
228,Schale::N,피상,scaimh
229,Falle::N,함정,gaiste
230,Schlinge::N,올가미,sealán
231,Schlinge::N,멜빵붕대,sealán
232,Spur::N,발지국,rian
233,Asche::N,재,luaith
234,Dreck::N,똥,salachar
235,Dreck::N,오물,salachar
236,Eisen::N,쇠,iarann
237,Eisen::N,철,iarann
238,Gold::N,항금,ór
239,Silber::N,은,airgead
240,Kohle::N,슻,gual
241,Glas::N,유리,gloine
242,Lehm::N,찰흙,cré
243,Sand::N,모래,gaineamh
244,Mensch::N,사람,duine
245,Mann::N,남자,fear
246,Frau::N,여자,bean
247,Kind::N,아이,gasúr
248,Kind::N,아이,páiste
249,Junge::N,소녁,buachaill
250,Mädchen::N,소녀,cailín
251,Familie::N,가족,teaghlach
252,Familie::N,가족,comhluadar
253,Großvater::N,할아버지,seanathair
254,Großmutter::N,할머니,seanmháthair
255,Eltern::N,어버오,tuismitheoirí
256,Vater::N,아버지,athair
257,Mutter::N,어머니,máthair
258,Sohn::N,아들,mac
259,Tochter::N,딸기,iníon
260,Bruder::N,형제,deartháir
261,Schwester::N,누이,deirfiúr
262,Onkel::N,백부,uncail
263,Tante::N,아주머니,aintín
264,Ehemann::N,남편,fear céile
265,Ehefrau::N,아내,bean chéile
266,Freude::N,기쁨,áthas
267,Gelächter::N,웃음,gáire
268,Glück::N,즐거움,séan
269,Glück::N,즐거움,sonas
270,Kummer::N,슬픔,brón
271,Kummer::N,슬픔,buairt
272,Wunsch::N,소망,guí
273,Wunsch::N,소망,achainí
274,Geist::N,할기,meon
275,Geist::N,할기,spiorad
276,Gedanke::N,상념,smaoineamh
277,Gedächtnis::N,기억,cuimhne
278,Verstand::N,분별,ciall
279,Verstand::N,분별,intinn
280,Verstand::N,지능,ciall
281,Verstand::N,지능,intinn
282,Sinn::N,센스,brí
283,Sinn::N,센스,ciall
284,Grund::N,까닭,fáth
285,Wahrheit::N,참,fírinne
286,Wahrheit::N,진실,fírinne
287,Gespräch::N,대화,comhrá
288,Märchen::N,동화,scéal
289,Erzählung::N,이야기,scéal
290,Neuigkeit::N,뉴스,scéala
291,Name::N,이름,ainm
292,Rätsel::N,수수께끼,tomhas
293,Rede::N,연설,óráid
294,Rede::N,연설,aitheasc
295,Sprache::N,말,teanga
296,Stimme::N,목소리,guth
297,Wort::N,낱말,focal
298,Zeichen::N,신호,comhartha
299,Ruf::N,부름,glaoch
300,Lärm::N,소동,torann
301,Laut::N,음성,fuaim
302,Ton::N,목소리,ton
303,Lied::N,노래,amhrán
304,Ruhe::N,쉼,suaimhneas
305,Leute::N,사람들,muintir
306,Volk::N,국중,pobal
307,Arbeit::N,근로,obair
308,Arbeit::N,너무,obair
309,Gast::N,손님,aoi
310,Geschenk::N,행하,féirín
311,Geschenk::N,행하,bronntanas
312,Spiel::N,무리,cluiche
313,Gesellschaft::N,교제,comhluadar
314,Hilfe::N,거들음,cúnamh
315,Hilfe::N,거들음,cabhair
316,Hilfe::N,보좌,cúnamh
317,Hilfe::N,보좌,cabhair
318,Freund::N,친구,cara
319,Kamerad::N,동실자,comrádaí
320,Angelegenheit::N,용무,ábhar
321,Anzahl::N,어떤,líon
322,Anzahl::N,수,líon
323,Art::N,정류,sórt
324,Art::N,정류,saghas
325,Stück::N,일부분,píosa
326,Teil::N,몱,cuid
327,Teil::N,몱,páirt
328,Teil::N,구훠,cuid
329,Teil::N,구훠,páirt
330,Hälfte::N,2분의,leath
331,Kreis::N,고리,ciorcal
332,Kreuz::N,열십자,cros
333,Linie::N,선,líne
334,Strich::N,스침,stríoc
335,Abstand::N,거리,achar
336,Entfernung::N,거리,fad
337,Gegend::N,곳,ceantar
338,Gegend::N,부금,ceantar
339,Platz::N,장소,áit
340,Platz::N,장소,spás
341,Ort::N,장소,áit
342,Seite::N,옆면,taobh
343,Mitte::N,궁간,lár
344,Gegenstand::N,항목,ball
345,Gegenstand::N,항목,ábhar
346,Sache::N,뭉에,ní
347,Sache::N,뭉에,rud
348,Rand::N,가,imeall
349,Rand::N,가,ciumhais
350,Kante::N,귀퉁,corr
351,Kante::N,귀퉁,colbha
352,Ecke::N,구석,coirnéal
353,Spitze::N,끝,gob
354,Spitze::N,끝,barr
355,Spitze::N,참단,gob
356,Spitze::N,참단,barr
357,Ende::N,말당,ceann
358,Ende::N,말당,foirceann
359,Loch::N,빙옷,poll
360,Winkel::N,각도,cúinne
361,Winkel::N,각도,uillinn
362,Muster::N,본,patrún
363,Muster::N,견복,patrún
364,Größe::N,신장,méid
365,Größe::N,신장,toise
366,Länge::N,길이긺,fad
367,Höhe::N,높이,airde
368,Gewicht::N,추,meáchan
369,Menge::N,수양,méid
370,Haufen::N,퇴적,cnap
371,Reihe::N,열,líne
372,Reihe::N,열,sraith
373,Boot::N,보트,bád
374,Ruder::N,노,rámh
375,Ruder::N,노,maide rámha
376,Schlitten::N,썰매,carr sleamhnáin
377,Ski::N,스키,scí
378,Lagerfeuer::N,캠프의 모닥불,tine champa
379,Last::N,무거운짐,ualach
380,Gang::N,걸음,siúlóid
381,Schritt::N,보조,céim
382,Schritt::N,보조,coiscéim
383,Norden::N,북쪽 ,tuaisceart
384,Süden::N,남쪽,deisceart
385,Westen::N,서쪽,iarthar
386,Osten::N,동쪽,oirthear
387,Holz::N,목재,adhmad
388,Brett::N,마루널,clár
389,Platte::N,탤,leac
390,Platte::N,금속판,leac
391,Stütze::N,버팀목,taca
392,Stange::N,장대,polla
393,Stange::N,장대,cuaille
394,Stock::N,막대기,bata
395,Stock::N,막대기,maide
396,Stab::N,작대기,maide
397,Stab::N,작대기,bachall
398,Rohr::N,갈대,píopa
399,Haus::N,집,teach
400,Heim::N,집,baile
401,Ofen::N,아궁이,sornóg
402,Fußboden::N,마루,urlár
403,Tisch::N,탁자,bord
404,Tisch::N,탁자,tábla
405,Stuhl::N,의자,cathaoir
406,Wiege::N,발상지,cliabhán
407,Bett::N,침대,leaba
408,Regal::N,서가,seilf
409,Kiste::N,짐궤,bosca
410,Fenster::N,눔,fuinneoig
411,Tür::N,문,doras
412,Tor::N,대문,geata
413,Zaun::N,담장,fál
414,Zaun::N,담장,claí
415,Dach::N,지붕,díon
416,Leiter::N,사닥다리,dréimire
417,Besen::N,비,scuab
418,Spaten::N,가래,spád
419,Spaten::N,가래,rámhainn
420,Schaufel::N,삽,sluasaid
421,Gabel::N,갈래,forc
422,Gabel::N,갈래,gabhlóg
423,Löffel::N,숟가락,spúnóg
424,Messer::N,나이프,scian
425,Nagel::N,발툽,tairne
426,Netz::N,그물,líon
427,Netz::N,그물,eangach
428,Haken::N,갈고리,croch
429,Griff::N,움켜쥠,cos
430,Griff::N,움켜쥠,hanla
431,Schloss::N,자물쇠,glas
432,Bild::N,그림,pictiúr
433,Figur::N,몸메,fíor
434,Puppe::N,인형,bábóg
435,Beutel::N,클,mála
436,Beutel::N,클,mealbhóg
437,Bündel::N,자근다발,beart
438,Tasche::N,가방,mála
439,Eimer::N,동이,buicéad
440,Deckel::N,뚜껑,clár
441,Deckel::N,뚜껑,claibín
442,Geschirr::N,식시,soithí
443,Geschirr::N,식시,gréithe
444,Sack::N,조갑,sac
445,Sack::N,조갑,mála
446,Tasse::N,차잔,cupán
447,Topf::N,단지,pota
448,Kessel::N,주전자,citeal
449,Essen::N,먹기,béile
450,Nahrung::N,식료,bia
451,Speise::N,음식물,mias
452,Fleisch::N,고기,feoil
453,Getreide::N,곡물,grán
454,Getreide::N,곡물,arbhar
455,Brei::N,젤리,brúitín
456,Brot::N,빵,arán
457,Scheibe::N,원반,píosa
458,Scheibe::N,원반,slisne
459,Fett::N,기름,saill
460,Fett::N,기름,méathras
461,Butter::N,버터,im
462,Öl::N,올리브유,ola
463,Salz::N,소금,salann
464,Suppe::N,국,sú
465,Suppe::N,국,anraith
466,Suppe::N,수프,sú
467,Suppe::N,수프,anraith
468,Honig::N,감미,mil
469,Milch::N,유즙,bainne
470,Tee::N,차,tae
471,Leder::N,가죽,leathar
472,Wolle::N,양털,olann
473,Stoff::N,패료,éadach
474,Nadel::N,바늘,snáthaid
475,Faden::N,콘실,snáth
476,Knopf::N,단추,cnaipe
477,Knoten::N,곁절,snaidhm
478,Farbe::N,색,péint
479,Kleidung::N,옷입기,éadaí
480,Hemd::N,속옷,léine
481,Kragen::N,깃,bóna
482,Ärmel::N,소매,muinchille
483,Hose::N,바지,bríste
484,Hose::N,바지,treabhsar
485,Gürtel::N,밴드,crios
486,Mütze::N,모자,caipín
487,Schuh::N,구두,bróg
488,Stiefel::N,장화,buatais
489,Ring::N,고리,fáinne
490,Band::N,리본,ribín
491,Kamm::N,빗,cíor
492,Spiegel::N,거울,scáthán
493,Riemen::N,가죽끈,iall
494,Riemen::N,가죽끈,strapa
495,Schnur::N,밧줄,téad
496,Schnur::N,밧줄,sreangán
497,Leine::N,고삐줄,iall
498,Decke::N,이부자리,pluid
499,Decke::N,이부자리,blaincéad
500,Kissen::N,깔개,piliúr
501,Kissen::N,깔개,adhartán
502,Tuch::N,천,scaif
503,Handtuch::N,수건,tuáille
504,Kraft::N,세력,fórsa
505,Stärke::N,힘,neart
506,Gesundheit::N,위생,sláinte
507,Krankheit::N,병,tinneas
508,Krankheit::N,병,breoiteacht
509,Schmerz::N,아픔고통,pian
510,Wunde::N,상처,goin
511,Fieber::N,열별,fiabhras
512,Arznei::N,약,cógas
513,Brücke::N,교량,droichead
514,Brunnen::N,원천,tobar
515,Weide::N,목장,féarach
516,Pfad::N,좁은길,cosán
517,Pfad::N,좁은길,conair
518,Weg::N,길,slí
519,Weg::N,길,bealach
520,Straße::N,길,bóthar
521,Dorf::N,촌,sráidbhaile
522,Dorf::N,촌락,sráidbhaile
523,Stadt::N,도시,baile
524,Stadt::N,도시,cathair
525,Brief::N,서한,litir
526,Buch::N,책,cín
527,Buch::N,책,leabhar
528,Buchstabe::N,문자,litir
529,Zeitung::N,신문,nuachtán
530,Leben::N,삶,saol
531,Leben::N,삶,beatha
532,Tod::N,죽음,bás
533,Grab::N,무덤,uaigh
534,Kirche::N,교회,eaglais
535,Sünde::N,부정,peaca
536,Gott::N,하느님,dia
537,Arbeiter::N,일하는사람,oibrí
538,Chef::N,사장,saoiste
539,Chef::N,사장,ceannasaí
540,Meister::N,명인,máistir
541,Meister::N,대가,máistir
542,Arzt::N,의사,lia
543,Arzt::N,의사,dochtúir
544,Lehrer::N,교사,oide
545,Lehrer::N,교사,múinteoir
546,Geld::N,돈,airgead
547,Geschäft::N,일,gnó
548,Laden::N,가게,siopa
549,Preis::N,가격,praghas
550,Ware::N,상품,earra
551,Nutzen::N,이익,tairbhe
552,Reichtum::N,많음,rachmas
553,Reichtum::N,많음,saibhreas
554,Welt::N,세상,domhan
555,Land::N,지방,tír
556,Staat::N,국가,stát
557,König::N,국왕,rí
558,Macht::N,힘,cumhacht
559,Grenze::N,국경,críoch
560,Grenze::N,국경,teorainn
561,Krieg::N,전쟁,cogadh
562,Feind::N,적,namhaid
563,Gewalt::N,권력,foréigean
564,Kampf::N,전투,troid
565,Bogen[Waffe]::N,활,bogha
566,Pfeil::N,화살,saighead
567,Gewehr::N,무기,gunna
568,Fehler::N,오류,botún
569,Fehler::N,오류,meancóg
570,Lüge::N,거짓말,bréag
571,Lüge::N,거짓말,éitheach
572,Schaden::N,손상,dochar
573,Schaden::N,손상,damáiste
574,Unglück::N,불행,drochrath
575,Schuld::N,부채,locht
576,Schuld::N,부채,milleán
577,Alter::N,연령,aois
578,Schluss::N,마감,deireadh
579,Zeit::N,때,am
580,Zeit::N,때,aimsir
581,Zeit::N,시간,am
582,Zeit::N,시간,aimsir
583,Tag::N,하루,lá
584,Morgen::N,이침,maidin
585,Mittag::N,대낮,nóin
586,Abend::N,저녁,tráthnóna
587,Nacht::N,밤,oíche
588,Woche::N,근무일,seachtain
589,Monat::N,달,mí
590,Jahr::N,해,bliain
591,Frühling::N,봄,earrach
592,Sommer::N,여름,samhradh
593,Herbst::N,가을,fómhar
594,Winter::N,겨울,geimhreadh
595,Januar::N,일월,Eanáir
596,Februar::N,이월,Feabhra
597,März::N,삼월,Márta
598,April::N,사월,Aibreán
599,Mai::N,오월,Bealtaine
600,Juni::N,유월,Meitheamh
601,Juli::N,칠월,Iúil
602,August::N,팔월,Lúnasa
603,September::N,구월,Meán Fómhair
604,Oktober::N,시월,Deireadh Fómhair
605,November::N,십일월,Samhain
606,November::N,십일월,Mí na Samhna
607,Dezember::N,십이월,Mí na Nollag
608,Montag::N,월요일,Luan
609,Montag::N,월요일,Dé Luain
610,Dienstag::N,화요일,Máirt
611,Dienstag::N,화요일,Dé Máirt
612,Mittwoch::N,수요일,Céadaoin
613,Mittwoch::N,수요일,Dé Céadaoin
614,Donnerstag::N,모교일,Déardaoin
615,Freitag::N,그묘일,Aoine
616,Freitag::N,그묘일,Dé hAoine
617,Samstag::N,토요일,Satharn
618,Samstag::N,토요일,Dé Sathairn
619,Sonntag::N,일요일,Domhnach
620,Sonntag::N,일요일,Dé Domhnaigh
621,groß::A,큰,mór
622,klein::A,자근,beag
623,lang::A,긴,fada
624,kurz::A,짧은,gearr
625,kurz::A,짧은,gairid
626,breit::A,넓은,leathan
627,breit::A,넓은,fairsing
628,schmal::A,좁은,cúng
629,dicht::A,농밀한,dlúth
630,dick[Gegenstand]::A,두꺼운,tiubh
631,dünn::A,얇은,caol
632,dünn::A,얇은,tanaí
633,fein::A,미세한,scáinte
634,fein::A,미세한,fíneálta
635,fest::A,굳은,daingean
636,flach::A,얕은,cothrom
637,glatt::A,반들반들한,mín
638,glatt::A,반들반들한,sleamhain
639,hart::A,굳은,crua
640,weich::A,연한,bog
641,rund::A,둥근,cruinn
642,spitz::A,뾰족한,gobach
643,spitz::A,뾰족한,biorach
644,scharf::A,날카로운,géar
645,scharf::A,날카로운,faobhrach
646,stumpf::A,무딘,maol
647,schwer::A,무거운,trom
648,schön::A,멋진,álainn
649,heiß::A,뜨거운,te
650,warm::A,따뜻한,te
651,kalt::A,찬,fuar
652,kühl::A,서늘한,fionnuar
653,frisch::A,신선한,úr
654,frisch::A,신선한,friseáilte
655,feucht::A,축축한,tais
656,nass::A,젖은,fliuch
657,trocken::A,마른,tirim
658,voll::A,완전한,lán
659,leer::A,빈,folamh
660,offen::A,열린,oscailte
661,geschlossen::A,닫힌,dúnta
662,geschlossen::A,닫힌,druidte
663,sauber::A,깨끗한,glan
664,schmutzig::A,더러운,salach
665,roh::A,날게잇의,amh
666,reif::A,이근,aibí
667,lecker::A,맛있는,blasta
668,süß::A,단,milis
669,bitter::A,찌르는듯한,searbh
670,sauer::A,산성의,géar
671,sauer::A,산성의,searbh
672,hell::A,밝은,geal
673,hell::A,밝은,soilseach
674,dunkel::A,어두운,dorcha
675,schwarz::A,검은,dubh
676,weiß::A,하얀,bán
677,rot::A,붉은,dearg
678,gelb::A,황색,buí
679,blau::A,푸른,gorm
680,grün::A,녹색의,glas
681,grün::A,녹색의,uaine
682,grau::A,회색의,liath
683,bunt::A,알록달록한,ildathach
684,bunt::A,알록달록한,dathannach
685,billig::A,싼,saor
686,teuer::A,값비산,daor
687,teuer::A,값비산,costasach
688,wertvoll::A,가치가많은,luachmhar
689,blind::A,눈먼,dall
690,blind::A,눈먼,caoch
691,taub::A,무감간한,bodhar
692,kräftig::A,강장한,cumhachtach
693,stark::A,강한,tréan
694,stark::A,강한,láidir
695,schwach::A,약한,lag
696,schwach::A,약한,fann
697,fett::A,실찐,ramhar
698,schlank::A,호리호리한,caol
699,schlank::A,호리호리한,seang
700,hübsch::A,예쁜,álainn
701,hübsch::A,예쁜,dathúil
702,böse::A,나쁜,olc
703,dumm::A,어리석은,dúr
704,dumm::A,어리석은,amaideach
705,faul::A,너덜너덜한,falsa
706,faul::A,너덜너덜한,leisciúil
707,fleißig::A,근면한,dícheallach
708,geizig::A,인색한,barainneach
709,geizig::A,인색한,sprionlaithe
710,geschickt::A,교묘한,oilte
711,geschickt::A,교묘한,ealaíonta
712,lieb::A,친애하는,dil
713,lieb::A,친애하는,dílis
714,lustig::A,유쾌한,aerach
715,lustig::A,유쾌한,meidhreach
716,sanft::A,온화한,bog
717,sanft::A,온화한,séimh
718,hungrig::A,배고픈,ocrach
719,krank::A,병든,tinn
720,krank::A,병든,breoite
721,nackt::A,벌거벗은,nocht
722,traurig::A,슬픈,brónach
723,lebendig::A,살아있는,beo
724,gut::A,좋은,maith
725,schlecht::A,나쁜,dona
726,schlecht::A,나쁜,droch-
727,richtig::A,바른,ceart
728,schlimm::A,못된,gránna
729,schlimm::A,못된,tubaisteach
730,wahr::A,참된,fíor
731,alt::A,늙은,sean
732,neu::A,새,úr
733,neu::A,새,nua
734,ehemalig::A,전의,iar-
735,ehemalig::A,전의,sean-
736,alt[Lebewesen]::A,낡은,sean
737,alt[Lebewesen]::A,낡은,aosta
738,jung::A,젊은,óg
739,arm::A,가난한,bocht
740,reich::A,풍부한,saibhir
741,reich::A,풍부한,rachmasach
742,bekannt::A,저명한,atá eolas air
743,berühmt::A,유명한,cailiúil
744,berühmt::A,유명한,clúiteach
745,fremd::A,타처이,coimhthíoch
746,verschieden::A,따른,éagsúil
747,verschieden::A,따른,difriúil
748,nah::A,가까운,gar
749,nah::A,가까운,deas
750,fern::A,먼,i bhfad uainn
751,fern::A,먼,i bhfad i gcéin
752,linker::A,왼쭉의,clé
753,rechter::A,오른쪽의,deas
754,anderer::A,다른,eile
755,erster::A,첫째,céad
756,zweiter::A,둘째,dóú
757,zweiter::A,둘째,dara
758,dritter::A,셋째,tríú
759,dritter::A,셋째,treas
760,letzter::A,의후자의,déanach
761,letzter::A,의후자의,deireanach
762,allein::ADV,훌로,i d'aonar
763,auf einmal::ADV,갑자기,ag an am céanna
764,zusammen::ADV,모아서,le chéile
765,zusammen::ADV,모아서,in eineacht
766,lange::ADV,오래,fada
767,plötzlich::ADV,둘연한,go tobann
768,plötzlich::ADV,둘연한,i dtobainne
769,sofort::ADV,즉시,ar an toirt
770,sofort::ADV,즉시,ar an bpointe
771,später::ADV,보다늦은,níos déanaí
772,jetzt::ADV,목하,anois
773,heute::ADV,오늘,inniu
774,morgen::ADV,내일,amárach
775,bald::ADV,곱,go luath
776,bald::ADV,곱,gan mhoill
777,dann::ADV,그경우에,ansin
778,gestern::ADV,어제,inné
779,einst::ADV,옛날에,tráth
780,einst::ADV,옛날에,uair amháin
781,damals::ADV,그때에,ag an am
782,damals::ADV,그때에,an t-am sin
783,danach::ADV,그 뒤에,ina dhiaidh sin
784,vorher::ADV,미리,cheana
785,vorher::ADV,미리,roimhe sin
786,zuerst::ADV,최초로,ar dtús
787,einmal::ADV,한번,uair amháin
788,manchmal::ADV,땓대로,uaireanta
789,oft::ADV,땓대로,minic
790,immer::ADV,늘,i gcónaí
791,niemals::ADV,결코...(하지)않다,riamh
792,hier::ADV,여기,anseo
793,hierhin::ADV,여기로,anseo
794,dort::ADV,거기,ann
795,dort::ADV,거기,ansin
796,dorthin::ADV,저기예,ann
797,dorthin::ADV,저기예,ansin
798,geradeaus::ADV,곧장,ar aghaidh
799,vorwärts::ADV,앞으로,
800,rückwärts::ADV,뒤로,siar
801,zurück::ADV,제자리로,ar ais
802,unten::ADV,아래에,thíos
803,hinab::ADV,아래쪽으로,síos
804,oben::ADV,위에,thuas
805,hinauf::ADV,위쪽으로,suas
806,überall::ADV,도처에,i ngach áit
807,überall::ADV,도처에,ar fud na háite
808,nicht::ADV,안,ní
809,nicht::ADV,안,cha
810,ein wenig::ADV,적음,beagán
811,kaum::ADV,가의,ar éigean
812,sehr::ADV,자주,an-
813,so::ADV,그와같이,chomh
814,so::ADV,그와같이,mar sin
815,noch::ADV,아직,fós
816,noch::ADV,아직,go fóill
817,nur::ADV,다만,amháin
818,nur::ADV,다만,níl ach
819,schon::ADV,이미,cheana
820,schon::ADV,이미,cheana féin
821,wieder::ADV,다시,arís
822,wieder::ADV,다시,athuair
823,vergebens::ADV,헛되이,amú
824,vergebens::ADV,헛되이,in aisce
825,vor::PRP,앞에,ar thosach
826,hinter::PRP,뒤에,laistiar de
827,hinter::PRP,뒤에,taobh thiar de
828,unter::PRP,잍에,faoi
829,durch::PRP,통고하여,trí
830,neben::PRP,와나란히,taobh le
831,neben::PRP,와나란히,in aice le
