,Concept_ID,tr,sl
96,Donner::N,gök gürlemesi,gròm
97,Strömung::N,akıntı,strúja
98,Strömung::N,cereyan,strúja
99,Tropfen::N,damla,káplja
100,Schaum::N,köpük,péna
101,Schmutz::N,çamur,nesnága
102,Schmutz::N,pislik,nesnága
103,See::N,göl,jézero
104,Sumpf::N,batak,močvírje
105,Moor::N,cılgıt,bárje
106,Wiese::N,çimen,trávnik
107,Wald::N,koru,lés
108,Wald::N,koru,gòzd
109,Wald::N,orman,lés
110,Wald::N,orman,gòzd
111,Hügel::N,tepe,brég
112,Hügel::N,tepe,goríca
113,Anhöhe::N,tümsek,gríč
114,Anhöhe::N,tümsek,višína
115,Anhöhe::N,yükseklik,gríč
116,Anhöhe::N,yükseklik,višína
117,Berg::N,dağ,gôra
118,Berg::N,dağ,planína
119,Gipfel::N,zirve,vŕh
120,Höhle::N,in,jáma
121,Höhle::N,in,votlína
122,Höhle::N,mağara,jáma
123,Höhle::N,mağara,votlína
124,Abhang::N,bayır,pobóčje
125,Quelle::N,pınar,izvír
126,Quelle::N,kaynak,izvír
127,Bach::N,çay,pôtok
128,Bach::N,dere,pôtok
129,Fluss::N,nehir,réka
130,Ufer::N,kıyı,brég
131,Ufer::N,sahil,brég
132,Küste::N,kıyı,obála
133,Küste::N,kıyı,obréžje
134,Küste::N,sahil,obála
135,Küste::N,sahil,obréžje
136,Festland::N,kara,celína
137,Festland::N,kara,kopnína
138,Meer::N,deniz,mórje
139,Bucht::N,koy,zalív
140,Bucht::N,körfez,zalív
141,Insel::N,ada,ôtok
142,Blume::N,çiçek,cvetlíca
143,Gras::N,ot,tráva
144,Gras::N,çim,tráva
145,Wurzel::N,kök,korenína
146,Baum::N,ağaç,drevó
147,Stamm::N,gövde,dêblo
148,Rinde::N,kabuk,lúbje
149,Rinde::N,kabuk,skórja
150,Ast::N,dal,véja
151,Ast::N,budak,véja
152,Zweig::N,dal,véja
153,Blatt::N,yaprak,líst
154,Birke::N,huş,bréza
155,Kiefer[Baum]::N,çam,bòr
156,Weide[Baum]::N,söğüt,vŕba
157,Tanne::N,çam,hója
158,Tanne::N,köknar,hója
159,Horn::N,boynuz,róg
160,Feder::N,tüy,peró
161,Fell::N,post,kŕzno
162,Flügel::N,kanat,krílo
163,Klaue::N,pençe,párkelj
164,Kralle::N,tırnak,krémpelj
165,Schwanz::N,kuyruk,rèp
166,Ei::N,yumurta,jájce
167,Nest::N,yuva,gnézdo
168,Bau::N,in,brlòg
169,Tier::N,hayvan,živál
170,Herde::N,sürü,čréda
171,Kuh::N,inek,kráva
172,Bulle::N,boğa,bìk
173,Pferd::N,at,kònj
174,Pferd::N,beygir,kònj
175,Schaf::N,koyun,ôvca
176,Schwein::N,domuz,svínja
177,Hund::N,it,pès
178,Hund::N,köpek,pès
179,Katze::N,kedi,máčka
180,Bär::N,ayı,mêdved
181,Eichhörnchen::N,sincap,véverica
182,Elch::N,büyük kuzey geyiği,lós
183,Fuchs::N,tilki,lisíca
184,Hase::N,tavşan,zájec
185,Maus::N,fare,mìš
186,Maus::N,sıçan,mìš
187,Wolf::N,kurt,vólk
188,Vogel::N,kuş,ptìč
189,Vogel::N,kuş,ptíca
190,Schwarm::N,sürü,játa
191,Huhn::N,tavuk,kokóš
192,Hahn::N,horoz,petêlin
193,Gans::N,kaz,gós
194,Adler::N,kartal,ôrel
195,Adler::N,karakuş,ôrel
196,Ente::N,ördek,ráca
197,Eule::N,baykuş,sôva
198,Kranich::N,turna,žerjàv
199,Krähe::N,karga,vrána
200,Kuckuck::N,guguk,kúkavica
201,Schwan::N,kuğu,labód
202,Fisch::N,balık,ríba
203,Barsch::N,hani,ostríž
204,Barsch::N,levrek,ostríž
205,Hecht::N,turnabalığı,ščúka
206,Schlange[Tier]::N,yılan,káča
207,Wurm::N,kurt,čr̀v
208,Wurm::N,kurt,glísta
209,Wurm::N,solucan,čr̀v
210,Wurm::N,solucan,glísta
211,Spinne::N,örümcek,pájek
212,Ameise::N,karınca,mrávlja
213,Laus::N,bit,úš
214,Mücke::N,sivrisinek,komár
215,Fliege::N,sinek,múha
216,Schmetterling::N,kelebek,metúlj
217,Beere::N,tane,jágoda
218,Apfel::N,elma,jábolko
219,Pilz::N,mantar,góba
220,Zwiebel::N,soğan,čebúla
221,Saat::N,ekin,séme
222,Korn::N,tane,zŕno
223,Heu::N,kuru ot,senó
224,Schale::N,kabuk,lupína
225,Grube::N,çukur,jáma
226,Falle::N,tuzak,pást
227,Schlinge::N,ilmik,zánka
228,Schlinge::N,ilmik,pêtlja
229,Spur::N,iz,sléd
230,Asche::N,kül,pepél
231,Dreck::N,pislik,bláto
232,Eisen::N,demir,želézo
233,Gold::N,altın,zlató
234,Silber::N,gümüş,srebró
235,Kohle::N,kömür,ógel
236,Glas::N,cam,stêklo
237,Lehm::N,balçık,ílo
238,Sand::N,kum,pések
239,Mensch::N,insan,člôvek
240,Mann::N,adam,móž
241,Mann::N,adam,môški
242,Mann::N,erkek,móž
243,Mann::N,erkek,môški
244,Frau::N,bayan,gospá
245,Frau::N,bayan,žénska
246,Kind::N,çocuk,déte
247,Kind::N,çocuk,otròk
248,Junge::N,erkek çocuk,fànt
249,Junge::N,erkek çocuk,déček
250,Mädchen::N,kız,deklè
251,Mädchen::N,kız,déklica
252,Familie::N,aile,družína
253,Großvater::N,dede,dèd
254,Großvater::N,dede,dédek
255,Großvater::N,büyükbaba,dèd
256,Großvater::N,büyükbaba,dédek
257,Großmutter::N,nine,bábica
258,Großmutter::N,büyükanne,bábica
259,Eltern::N,ebeveyn,stárši
260,Eltern::N,ana baba,stárši
261,Vater::N,ata,ôče
262,Vater::N,baba,ôče
263,Mutter::N,ana,máma
264,Mutter::N,anne,máma
265,Sohn::N,oğul,sín
266,Tochter::N,kız,hčí
267,Tochter::N,kız,hčérka
268,Tochter::N,kız evlât,hčí
269,Tochter::N,kız evlât,hčérka
270,Bruder::N,abi,bràt
271,Bruder::N,erkek kardeş,bràt
272,Schwester::N,abla,sêstra
273,Schwester::N,kız kardeş,sêstra
274,Onkel::N,dayı,újec
275,Onkel::N,dayı,stríc
276,Tante::N,hala,têta
277,Tante::N,hala,strína
278,Tante::N,teyze,têta
279,Tante::N,teyze,strína
280,Ehemann::N,koca,móž
281,Ehemann::N,koca,sopróg
282,Ehefrau::N,karı,žêna
283,Ehefrau::N,karı,sopróga
284,Freude::N,neşe,rádost
285,Freude::N,neşe,vesêlje
286,Freude::N,sevinç,rádost
287,Freude::N,sevinç,vesêlje
288,Gelächter::N,gülme,sméh
289,Gelächter::N,gülme,grohòt
290,Gelächter::N,kahkaha,sméh
291,Gelächter::N,kahkaha,grohòt
292,Glück::N,mutluluk,sréča
293,Kummer::N,dert,gorjé
294,Kummer::N,keder,gorjé
295,Wunsch::N,arzu,žêlja
296,Wunsch::N,istek,žêlja
297,Lust::N,arzu,poželênje
298,Lust::N,heves,poželênje
299,Geist::N,tin,dúša
300,Gedanke::N,fikir,mísel
301,Gedanke::N,düşünce,mísel
302,Gedächtnis::N,bellek,pámet
303,Verstand::N,zekâ,
304,Sinn::N,anlam,pomèn
305,Sinn::N,anlam,smísel
306,Grund::N,sebep,vzròk
307,Wahrheit::N,doğruluk,resníca
308,Wahrheit::N,gerçeklik,resníca
309,Gespräch::N,görüşme,pogóvor
310,Märchen::N,masal,právljica
311,Erzählung::N,öykü,povést
312,Erzählung::N,hikâye,povést
313,Nachricht::N,haber,sporočílo
314,Neuigkeit::N,haber,novóst
315,Name::N,ad,imé
316,Name::N,isim,imé
317,Rätsel::N,bilmece,ugánka
318,Rede::N,söylev,góvor
319,Rede::N,konuşma,góvor
320,Sprache::N,dil,jêzik
321,Sprache::N,lisan,jêzik
322,Stimme::N,ses,glás
323,Wort::N,kelime,beséda
324,Zeichen::N,işaret,znák
325,Ruf::N,çağırma,klíc
326,Lärm::N,şamata,hrúp
327,Lärm::N,şamata,trúšč
328,Lärm::N,gürültü,hrúp
329,Lärm::N,gürültü,trúšč
330,Laut::N,ses,glás
331,Ton::N,ses,tón
332,Lied::N,türkü,pésem
333,Ruhe::N,sakinlik,pokòj
334,Leute::N,halk,ljudjé
335,Leute::N,insanlar,ljudjé
336,Volk::N,ulus,národ
337,Volk::N,millet,národ
338,Arbeit::N,iş,délo
339,Arbeit::N,çalışma,délo
340,Gast::N,konuk,gòst
341,Gast::N,misafir,gòst
342,Geschenk::N,hediye,darílo
343,Geschenk::N,armağan,darílo
344,Spiel::N,oyun,ígra
345,Gesellschaft::N,çevre,drúžba
346,Gesellschaft::N,arkadaşlık,drúžba
347,Hilfe::N,yardım,pomóč
348,Freund::N,dost,prijátelj
349,Freund::N,arkadaş,prijátelj
350,Kamerad::N,arkadaş,továriš
351,Angelegenheit::N,iş,zadéva
352,Angelegenheit::N,husus,zadéva
353,Anzahl::N,sayı,števílo
354,Art::N,çeşit,vŕsta
355,Stück::N,tane,kós
356,Stück::N,parça,kós
357,Teil::N,kısım,dél
358,Hälfte::N,yarı,polovíca
359,Kreis::N,daire,króg
360,Kreis::N,daire,kolobár
361,Kreuz::N,haç,kríž
362,Linie::N,hat,próga
363,Linie::N,çizgi,próga
364,Strich::N,çizgi,čŕta
365,Abstand::N,aralık,preslédek
366,Entfernung::N,mesafe,oddáljenost
367,Entfernung::N,uzaklık,oddáljenost
368,Gegend::N,yöre,kràj
369,Gegend::N,yöre,dežêla
370,Platz::N,yer,prôstor
371,Ort::N,yer,mésto
372,Seite::N,yan,bòk
373,Seite::N,yan,strán
374,Seite::N,taraf,bòk
375,Seite::N,taraf,strán
376,Mitte::N,orta,sredína
377,Mitte::N,merkez,sredína
378,Gegenstand::N,şey,prédmet
379,Sache::N,iş,réč
380,Sache::N,iş,stvár
381,Sache::N,şey,réč
382,Sache::N,şey,stvár
383,Rand::N,kenar,kràj
384,Kante::N,kenar,rób
385,Ecke::N,köşe,vogál
386,Spitze::N,uç,óst
387,Spitze::N,baş,óst
388,Ende::N,uç,kônec
389,Loch::N,oyuk,lúknja
390,Loch::N,delik,lúknja
391,Winkel::N,köşe,kót
392,Muster::N,örnek,vzórec
393,Größe::N,büyüklük,veličína
394,Länge::N,uzunluk,dolžína
395,Höhe::N,yükseklik,vršína
396,Gewicht::N,ağırlık,téža
397,Menge::N,miktar,količína
398,Haufen::N,küme,kùp
399,Haufen::N,küme,kopíca
400,Haufen::N,yığın,kùp
401,Haufen::N,yığın,kopíca
402,Reihe::N,sıra,níz
403,Reihe::N,sıra,vŕsta
404,Boot::N,kayık,čóln
405,Boot::N,sandal,čóln
406,Ruder::N,kürek,vêslo
407,Schlitten::N,kızak,saní
408,Ski::N,kayak,smučí
409,Lagerfeuer::N,kamp ateşi,táborni ôgenj
410,Last::N,yük,tôvor
411,Gang::N,gidiş,hòd
412,Gang::N,yürüyüş,hòd
413,Schritt::N,adım,korák
414,Norden::N,kuzey,séver
415,Süden::N,güney,júg
416,Westen::N,batı,zapàd
417,Osten::N,doğu,vzhòd
418,Holz::N,ağaç,lés
419,Holz::N,tahta,lés
420,Brett::N,tahta,deskà
421,Platte::N,levha,plôča
422,Stütze::N,dayak,opóra
423,Stütze::N,dayak,zaslómba
424,Stütze::N,destek,opóra
425,Stütze::N,destek,zaslómba
426,Stange::N,çubuk,gréd
427,Stock::N,sopa,pálica
428,Stock::N,değnek,pálica
429,Stab::N,sırık,pálica
430,Stab::N,baston,pálica
431,Rohr::N,boru,cév
432,Haus::N,ev,híša
433,Heim::N,ev,dóm
434,Heim::N,yurt,dóm
435,Ofen::N,soba,péč
436,Fußboden::N,taban,pòd
437,Fußboden::N,döşeme,pòd
438,Tisch::N,masa,míza
439,Stuhl::N,iskemle,stòl
440,Stuhl::N,sandalye,stòl
441,Wiege::N,beşik,zíbel
442,Bett::N,yatak,póstelja
443,Regal::N,raf,políca
444,Kiste::N,sandık,zabòj
445,Fenster::N,pencere,ôkno
446,Tür::N,kapı,vráta
447,Tor::N,kapı,velíka vráta
448,Zaun::N,çit,ográja
449,Dach::N,dam,stréha
450,Dach::N,çatı,stréha
451,Leiter::N,merdiven,léstev
452,Besen::N,süpürge,mêtla
453,Spaten::N,bel,lopáta
454,Schaufel::N,kürek,lopáta
455,Gabel::N,çatal,vílice
456,Löffel::N,kaşık,žlíca
457,Messer::N,bıçak,nòž
458,Nagel::N,çivi,žebèlj
459,Netz::N,ağ,mréža
460,Haken::N,çengel,kljúka
461,Griff::N,kulp,ročáj
462,Griff::N,kulp,oprijèm
463,Griff::N,tutamak,ročáj
464,Griff::N,tutamak,oprijèm
465,Schloss::N,kilit,ključávnica
466,Bild::N,imaj,slíka
467,Bild::N,resim,slíka
468,Figur::N,şekil,figúra
469,Figur::N,şekil,postáva
470,Figur::N,heykel,figúra
471,Figur::N,heykel,postáva
472,Puppe::N,kukla,lútka
473,Beutel::N,kese,môšnja
474,Beutel::N,torba,môšnja
475,Bündel::N,deste,cúla
476,Bündel::N,deste,svéženj
477,Tasche::N,çanta,tórba
478,Tasche::N,çanta,tobôlec
479,Eimer::N,kova,vêdro
480,Deckel::N,kapak,pokròv
481,Deckel::N,kapak,poklópec
482,Geschirr::N,kap kacak,posóda
483,Sack::N,torba,vréča
484,Tasse::N,fincan,skodélica
485,Topf::N,tencere,lônec
486,Kessel::N,kazan,kôtel
487,Essen::N,yemek,hrána
488,Nahrung::N,gıda,živílo
489,Nahrung::N,besin,živílo
490,Speise::N,yemek,jéd
491,Fleisch::N,et,mesó
492,Getreide::N,tahıl,žíto
493,Getreide::N,hububat,žíto
494,Brei::N,ezme,káša
495,Brot::N,ekmek,krùh
496,Scheibe::N,dilim,réženj
497,Fett::N,yağ,mást
498,Fett::N,yağ,maščôba
499,Butter::N,tereyağı,máslo
500,Öl::N,yağ,ólje
501,Öl::N,akar yağ,ólje
502,Salz::N,tuz,sól
503,Suppe::N,çorba,júha
504,Honig::N,bal,méd
505,Milch::N,süt,mléko
506,Tee::N,çay,čáj
507,Leder::N,deri,úsnje
508,Leder::N,meşin,úsnje
509,Wolle::N,yün,vólna
510,Stoff::N,kumaş,blagó
511,Nadel::N,iğne,ígla
512,Faden::N,tire,nít
513,Faden::N,iplik,nít
514,Knopf::N,düğme,gúmb
515,Knoten::N,düğüm,vôzel
516,Farbe::N,boya,bárva
517,Kleidung::N,giyim,obléka
518,Hemd::N,gömlek,srájca
519,Kragen::N,yaka,ovrátnik
520,Ärmel::N,yen,rokáv
521,Ärmel::N,elbise kolu,rokáv
522,Hose::N,pantolon,hláče
523,Gürtel::N,kuşak,pás
524,Mütze::N,bere,kápa
525,Mütze::N,bere,čépica
526,Mütze::N,kasket,kápa
527,Mütze::N,kasket,čépica
528,Schuh::N,kundura,čévelj
529,Schuh::N,ayakkabı,čévelj
530,Stiefel::N,çizme,škórenj
531,Ring::N,yüzük,pŕstan
532,Band::N,bağ,trák
533,Band::N,şerit,trák
534,Kamm::N,tarak,glavník
535,Spiegel::N,ayna,zrcálo
536,Spiegel::N,ayna,ogledálo
537,Riemen::N,kayış,jêrmen
538,Schnur::N,ip,vŕvca
539,Schnur::N,sicim,vŕvca
540,Leine::N,kayış,konôpec
541,Decke::N,örtü,odéja
542,Decke::N,yorgan,odéja
543,Kissen::N,yastık,blazína
544,Tuch::N,bez,pŕt
545,Tuch::N,bez,rúta
546,Handtuch::N,havlu,brisáča
547,Kraft::N,güç,síla
548,Kraft::N,kuvvet,síla
549,Stärke::N,kuvvet,jákost
550,Gesundheit::N,sağlık,zdrávje
551,Krankheit::N,hastalık,bolézen
552,Schmerz::N,ağrı,ból
553,Schmerz::N,ağrı,bolečína
554,Schmerz::N,sancı,ból
555,Schmerz::N,sancı,bolečína
556,Wunde::N,yara,rána
557,Fieber::N,ateş,vročína
558,Arznei::N,ilâç,lék
559,Arznei::N,ilâç,zdravílo
560,Brücke::N,köprü,móst
561,Brunnen::N,kuyu,vodnják
562,Brunnen::N,çeşme,vodnják
563,Weide::N,otlak,páša
564,Pfad::N,patika,stezà
565,Pfad::N,keçiyolu,stezà
566,Weg::N,yol,pót
567,Straße::N,yol,césta
568,Straße::N,cadde,césta
569,Dorf::N,köy,vás
570,Stadt::N,kent,mésto
571,Stadt::N,şehir,mésto
572,Brief::N,mektup,písmo
573,Buch::N,kitap,knjíga
574,Buchstabe::N,harf,čŕka
575,Zeitung::N,gazete,čásnik
576,Leben::N,hayat,življênje
577,Tod::N,ölüm,smŕt
578,Grab::N,kabir,gròb
579,Kirche::N,kilise,cérkev
580,Sünde::N,günah,gréh
581,Gott::N,tanrı,bóg
582,Arbeiter::N,işçi,délavec
583,Chef::N,şef,šéf
584,Chef::N,müdür,šéf
585,Meister::N,usta,mójster
586,Arzt::N,hekim,zdravník
587,Arzt::N,doktor,zdravník
588,Lehrer::N,hoca,učítelj
589,Lehrer::N,öğretmen,učítelj
590,Geld::N,para,denár
591,Geschäft::N,ticaret,kupčíja
592,Laden::N,dükkân,trgovína
593,Preis::N,fiyat,céna
594,Ware::N,mal,róba
595,Nutzen::N,fayda,príd
596,Reichtum::N,servet,bogástvo
597,Reichtum::N,zenginlik,bogástvo
598,Welt::N,dünya,svét
599,Land::N,ülke,dežêla
600,Staat::N,devlet,držáva
601,König::N,kral,králj
602,Macht::N,kudret,oblást
603,Macht::N,iktidar,oblást
604,Grenze::N,had,mêja
605,Grenze::N,sınır,mêja
606,Krieg::N,savaş,vôjna
607,Feind::N,düşman,sovrážnik
608,Gewalt::N,zor,nasílje
609,Gewalt::N,cebir,nasílje
610,Kampf::N,savaş,bòj
611,Kampf::N,savaş,bórba
612,Bogen[Waffe]::N,yay,lók
613,Pfeil::N,ok,puščíca
614,Gewehr::N,tüfek,púška
615,Fehler::N,hata,zmóta
616,Fehler::N,yanlış,zmóta
617,Lüge::N,yalan,láž
618,Schaden::N,zarar,okvára
619,Unglück::N,felâket,nesréča
620,Unglück::N,talihsizlik,nesréča
621,Schuld::N,suç,krívda
622,Schuld::N,kabahat,krívda
623,Alter::N,yaş,dôba
624,Schluss::N,son,kônec
625,Zeit::N,zaman,čàs
626,Tag::N,gün,dán
627,Morgen::N,sabah,jútro
628,Mittag::N,öğle,póldan
629,Abend::N,akşam,večér
630,Nacht::N,gece,nóč
631,Woche::N,hafta,téden
632,Monat::N,ay,mésec
633,Jahr::N,yıl,léto
634,Jahr::N,sene,léto
635,Frühling::N,ilkbahar,pomlád
636,Sommer::N,yaz,polétje
637,Herbst::N,güz,jesén
638,Herbst::N,sonbahar,jesén
639,Winter::N,kış,zíma
640,Januar::N,ocak,jánuar
641,Februar::N,şubat,fébruar
642,März::N,mart,márec
643,April::N,nisan,apríl
644,Mai::N,mayıs,máj
645,Juni::N,haziran,júnij
646,Juli::N,temmuz,júlij
647,August::N,ağustos,avgúst
648,September::N,eylül,septêmber
649,Oktober::N,ekim,október
650,November::N,kasım,novêmber
651,Dezember::N,aralık,decémber
652,Montag::N,pazartesi,ponedéljek
653,Dienstag::N,salı,tôrek
654,Mittwoch::N,çarşamba,sréda
655,Donnerstag::N,perşembe,četŕtek
656,Freitag::N,cuma,pétek
657,Samstag::N,cumartesi,sobóta
658,Sonntag::N,pazar,nedélja
659,groß::A,büyük,vêlik
660,klein::A,ufak,májhen
661,klein::A,küçük,májhen
662,lang::A,uzun,dólg
663,kurz::A,kısa,krátek
664,breit::A,enli,širòk
665,breit::A,geniş,širòk
666,schmal::A,dar,ózek
667,dicht::A,sık,góst
668,dicht::A,yoğun,góst
669,dick[Gegenstand]::A,kalın,dêbel
670,dick[Gegenstand]::A,iri,dêbel
671,dünn::A,ince,tánek
672,fein::A,ince,drôben
673,fein::A,narin,drôben
674,fest::A,sabit,tŕden
675,fest::A,sağlam,tŕden
676,flach::A,düz,plán
677,flach::A,düz,plòsk
678,flach::A,yassı,plán
679,flach::A,yassı,plòsk
680,glatt::A,düz,gládek
681,hart::A,katı,tŕd
682,weich::A,yumuşak,mehák
683,rund::A,yuvarlak,okrógel
684,spitz::A,sivri,šílast
685,scharf::A,keskin,óster
686,stumpf::A,kör,tóp
687,stumpf::A,kör,skŕhan
688,schwer::A,ağır,têžek
689,schön::A,güzel,lép
690,schön::A,güzel,krásen
691,heiß::A,kızgın,vròč
692,warm::A,sıcak,tôpel
693,kalt::A,soğuk,mŕzel
694,kalt::A,soğuk,hláden
695,kühl::A,serin,hláden
696,frisch::A,taze,svéž
697,feucht::A,nemli,vlážen
698,feucht::A,rutubetli,vlážen
699,nass::A,yaş,móker
700,nass::A,ıslak,móker
701,trocken::A,kuru,súh
702,voll::A,dolu,póln
703,voll::A,dolmuş,póln
704,leer::A,boş,prázen
705,offen::A,açık,odpŕt
706,geschlossen::A,kapalı,zapŕt
707,sauber::A,pak,číst
708,sauber::A,pak,líčen
709,sauber::A,temiz,číst
710,sauber::A,temiz,líčen
711,schmutzig::A,pis,umázan
712,schmutzig::A,kirli,umázan
713,roh::A,çiğ,suròv
714,reif::A,olgun,zrèl
715,lecker::A,lezzetli,okúsen
716,süß::A,tatlı,sládek
717,süß::A,şekerli,sládek
718,bitter::A,acı,grenák
719,sauer::A,ekşi,kísel
720,hell::A,aydınlık,svetèl
721,dunkel::A,karanlık,temèn
722,schwarz::A,kara,čŕn
723,schwarz::A,siyah,čŕn
724,weiß::A,ak,bél
725,weiß::A,beyaz,bél
726,rot::A,kırmızı,rdèč
727,gelb::A,sarı,žólt
728,gelb::A,sarı,rumèn
729,blau::A,mavi,móder
730,grün::A,yeşil,zelèn
731,grau::A,boz,sív
732,bunt::A,renkli,písan
733,billig::A,ucuz,pocéni
734,teuer::A,pahalı,drág
735,wertvoll::A,değerli,dragocén
736,blind::A,kör,slép
737,taub::A,sağır,glúh
738,kräftig::A,dinç,močán
739,kräftig::A,kuvvetli,močán
740,stark::A,güçlü,ják
741,stark::A,kuvvetli,ják
742,schwach::A,zayıf,šíbek
743,schwach::A,güçsüz,šíbek
744,fett::A,şişman,dêbel
745,schlank::A,narin,vítek
746,hübsch::A,güzel,lép
747,hübsch::A,sevimli,lép
748,böse::A,kötü,zèl
749,böse::A,kötü,hudôben
750,dumm::A,aptal,glúp
751,dumm::A,aptal,bédast
752,faul::A,tembel,lén
753,fleißig::A,çalışkan,marljív
754,geizig::A,cimri,škŕt
755,klug::A,zekî,pámeten
756,klug::A,akıllı,pámeten
757,geschickt::A,becerikli,spréten
758,lieb::A,sevimli,míl
759,lieb::A,sevimli,ljúb
760,lustig::A,neşeli,vesél
761,sanft::A,nazik,láhek
762,hungrig::A,aç,láčen
763,krank::A,hasta,bolán
764,krank::A,rahatsız,bolán
765,nackt::A,çıplak,nág
766,traurig::A,kederli,túžen
767,traurig::A,üzüntülü,túžen
768,lebendig::A,canlı,žív
769,gut::A,iyi,dóber
770,schlecht::A,kötü,malopríden
771,richtig::A,doğru,pravílen
772,schlimm::A,kötü,húd
773,wahr::A,doğru,resníčen
774,wahr::A,gerçek,resníčen
775,alt::A,eski,stàr
776,neu::A,yeni,nòv
777,ehemalig::A,önceki,nekdánji
778,alt[Lebewesen]::A,yaşlı,stàr
779,jung::A,genç,mlád
780,arm::A,fakir,ubóg
781,arm::A,fakir,réven
782,reich::A,zengin,bogàt
783,bekannt::A,bilinen,znán
784,berühmt::A,ünlü,sláven
785,berühmt::A,ünlü,znamenít
786,berühmt::A,meşhur,sláven
787,berühmt::A,meşhur,znamenít
788,fremd::A,yabancı,túj
789,verschieden::A,ayrı,razlíčen
790,verschieden::A,farklı,razlíčen
791,nah::A,yakın,blížnji
792,nah::A,bitişik,blížnji
793,fern::A,uzak,dáleč
794,linker::A,sol,lévi
795,rechter::A,sağ,désni
796,anderer::A,diğer,drúgi
797,erster::A,ilk,pŕvi
798,erster::A,birinci,pŕvi
799,zweiter::A,ikinci,drúgi
800,dritter::A,üçüncü,trétji
801,letzter::A,son,poslédnji
802,letzter::A,sonuncu,poslédnji
803,allein::ADV,yalnız,sám
804,allein::ADV,tek başına,sám
805,auf einmal::ADV,birden,obênem
806,zusammen::ADV,beraber,skúpaj
807,zusammen::ADV,birlikte,skúpaj
808,lange::ADV,çok,dólgo
809,lange::ADV,uzun,dólgo
810,plötzlich::ADV,ansızın,náglo
811,plötzlich::ADV,ansızın,nenádoma
812,plötzlich::ADV,birdenbire,náglo
813,plötzlich::ADV,birdenbire,nenádoma
814,sofort::ADV,hemen,prècej
815,sofort::ADV,derhal,prècej
816,später::ADV,daha sonra,poznêje
817,jetzt::ADV,şimdi,zdàj
818,heute::ADV,bugün,dánes
