,Concept_ID,el,ce
150,Feder::N,φτερό,пелаг
151,Fell::N,δέρμα,цӏока
152,Fell::N,τομάρι,цӏока
153,Flügel::N,πτερύγιο,тӏам
154,Klaue::N,κουλό,мӏара
155,Kralle::N,νύχι,тlод
156,Schwanz::N,ουρά,цӏога
157,Ei::N,αβγό,xӏoa
158,Nest::N,φωλιά,бен
159,Bau::N,φωλιά,lуьрг
160,Tier::N,ζώο,дийнат
161,Herde::N,κοπάδι,жа
162,Kuh::N,αγελάδα,етт
163,Bulle::N,ταύρος,сту
164,Pferd::N,άλογο,говр
165,Schaf::N,πρόβατο,жий
166,Schaf::N,πρόβατο,уьстагӏ
167,Schwein::N,γουρούνι,хьакха
168,Hund::N,σκυλί,жӏаьла
169,Hund::N,σκύλος,жӏаьла
170,Katze::N,γάτα,цициг
171,Bär::N,άρκτος,ча
172,Bär::N,αρκούδα,ча
173,Eichhörnchen::N,βερβερίτσα,тарсал
174,Elch::N,άλκη,сай
175,Fuchs::N,αλεπού,цхьогал
176,Hase::N,λαγός,пхьагал
177,Maus::N,ποντικός,дахка
178,Wolf::N,λύκος,борз
179,Vogel::N,πουλί,олхазар
180,Schwarm::N,σμήνος,
181,Huhn::N,κότα,котам
182,Huhn::N,όρνιθα,котам
183,Hahn::N,πετεινός,нӏаьна
184,Hahn::N,πετεινός,боргӏал
185,Gans::N,χήνα,гӏаз
186,Adler::N,αετός,aьрзу
187,Ente::N,πάπια,бад
188,Eule::N,κουκουβάγια,бухӏа
189,Kranich::N,γερανός,гӏаргӏули
190,Krähe::N,καρακάξα,къиг
191,Kuckuck::N,κούκος,aттйокх
192,Schwan::N,κύκνος,гӏургӏаз
193,Fisch::N,ψάρι,чӏара
194,Barsch::N,πέρκα,окунь
195,Hecht::N,λούτσος,гӏазкхийн чӏара
196,Schlange[Tier]::N,φίδι,лаьхьа
197,Wurm::N,σκουλήκι,нӏаьна
198,Spinne::N,αράχνη,гезг
199,Ameise::N,μυρμήγκι,зингат
200,Laus::N,ψείρα,меза
201,Laus::N,ψείρα,гӏениг
202,Mücke::N,κουνούπι,чуьрк
203,Fliege::N,μύγα,моза
204,Schmetterling::N,πεταλούδα,полла
205,Beere::N,ρόγα,цӏазам
206,Apfel::N,μήλο,ӏаж
207,Pilz::N,μανιτάρι,жӏаьлин нускал
208,Zwiebel::N,κρεμμύδι,xох
209,Saat::N,σπόρος,чlу
210,Korn::N,σπυρί,буьртиг
211,Heu::N,σανός,йол
212,Schale::N,τσόφλι,пардо
213,Grube::N,λάκκος,ор
214,Falle::N,παγίδα,кӏело
215,Schlinge::N,θηλειά,
216,Spur::N,ίχνος,лар
217,Asche::N,στάχτη,чим
218,Dreck::N,βρωμιά,мода
219,Eisen::N,σίδερο,эчиг
220,Gold::N,μάλαμα,деши
221,Gold::N,χρυσάφι,деши
222,Silber::N,ασήμι,дети
223,Silber::N,άργυρος,дети
224,Kohle::N,κάρβουνο,кӏора
225,Glas::N,γυαλί,aнгали
226,Lehm::N,πηλός,поппар
227,Sand::N,άμμος,гӏум
228,Mensch::N,άνθρωπος,адам
229,Mann::N,άνδρας,майра
230,Frau::N,γυναίκα,зуда
231,Kind::N,παιδί,бер
232,Junge::N,αγόρι,жимха
233,Mädchen::N,κοπέλα,жима йоӏ
234,Mädchen::N,κορίτσι,жима йоӏ
235,Familie::N,οικογένεια,доьзал
236,Großvater::N,παππούς,ненада
237,Großmutter::N,γιαγιά,денана
238,Eltern::N,γονείς,да-нана
239,Vater::N,πατέρας,да
240,Mutter::N,μητέρα,нана
241,Sohn::N,γιος,кӏант
242,Tochter::N,κόρη,йоӏ
243,Bruder::N,αδελφός,ваша
244,Schwester::N,αδελφή,йиша
245,Onkel::N,θείος,деваша
246,Tante::N,θεία,дейиша
247,Ehemann::N,σύζυγος,майра
248,Ehefrau::N,σύζυγος,зуда
249,Freude::N,χαρά,самукъа
250,Freude::N,χαρά,хазахетар
251,Gelächter::N,γέλια,белам
252,Glück::N,ευτυχία,ирс
253,Kummer::N,έγνοια,бала
254,Wunsch::N,επιθυμία,лаам
255,Lust::N,όρεξη,лаам
256,Geist::N,πνέυμα,са
257,Gedanke::N,σκέψη,ойла
258,Gedächtnis::N,μνήμη,диццадалар
259,Verstand::N,νους,хьекъал
260,Sinn::N,νόημα,маьӏна
261,Grund::N,λόγος,бахьана
262,Wahrheit::N,αλήθεια,бакъдерг
263,Gespräch::N,συνομιλία,къамел
264,Märchen::N,παραμύθι,туьйра
265,Erzählung::N,διήγημα,дийцар
266,Nachricht::N,είδηση,хаам
267,Neuigkeit::N,νέο,керланиг
268,Name::N,όνομα,цӏе
269,Rätsel::N,αίνιγμα,хӏетал-метал
270,Rede::N,λόγος,къамел
271,Rede::N,ομιλία,къамел
272,Sprache::N,γλώσσα,мотт
273,Stimme::N,φωνή,aз
274,Wort::N,λέξη,дош
275,Zeichen::N,σημείο,билгало
276,Ruf::N,κραυγή,кхайкхар
277,Lärm::N,θόρυβος,гӏовгӏа
278,Laut::N,ήχος,аз
279,Ton::N,ήχος,aз
280,Ton::N,τόνος,aз
281,Lied::N,τραγούδι,илли
282,Ruhe::N,ησυχία,тийналла
283,Leute::N,κόσμος,нах
284,Leute::N,άνθρωποι,нах
285,Volk::N,λαός,халкъ
286,Arbeit::N,εργασία,болх
287,Gast::N,επισκέπτης,хьаша
288,Geschenk::N,δώρο,совгӏат
289,Spiel::N,παιχνίδι,ловзар
290,Gesellschaft::N,κοινωνία,юкъаралла
291,Hilfe::N,βοήθεια,гӏо
292,Freund::N,φίλος,доттагl
293,Kamerad::N,σύντροφος,накъост
294,Angelegenheit::N,υπόθεση,гӏуллакх
295,Anzahl::N,αριθμός,терахь
296,Art::N,είδος,
297,Stück::N,κομμάτι,юьхк
298,Teil::N,μέρος,дакъа
299,Hälfte::N,μισό,ах
300,Kreis::N,κύκλος,го
301,Kreuz::N,σταυρός,жӏара
302,Linie::N,γραμμή,сиз
303,Strich::N,γραμμή,сиз
304,Abstand::N,απόσταση,юкъ
305,Entfernung::N,απόσταση,
306,Gegend::N,περιοχή,мeттиг
307,Gegend::N,τοποθεσία,мeттиг
308,Platz::N,χώρος,майда
309,Ort::N,τόπος,меттиг
310,Seite::N,πλευρά,aгӏo
311,Mitte::N,μέση,юкъ
312,Gegenstand::N,αντικείμενο,хӏума
313,Sache::N,πράγμα,хӏума
314,Rand::N,άκρη,йист
315,Rand::N,χείλος,йист
316,Kante::N,άκρη,йист
317,Ecke::N,γωνιά,са
318,Spitze::N,μύτη,ралла
319,Ende::N,άκρη,юьхьиг
320,Loch::N,τρύπα,ӏуьрг
321,Winkel::N,γωνία,са
322,Muster::N,σχέδιο,дагар
323,Muster::N,σχέδιο,тӏамар
324,Größe::N,μέγεθος,барам
325,Länge::N,μήκος,йохалла
326,Höhe::N,ύψος,локхалла
327,Gewicht::N,βάρος,йозалла
328,Menge::N,ποσότητα,дукхалла
329,Haufen::N,σωρός,сал
330,Haufen::N,σωρός,оьла
331,Reihe::N,αράδα,рагӏ
332,Reihe::N,αράδα,могӏа
333,Boot::N,βάρκα,кема
334,Ruder::N,κουπί,пийсиг
335,Schlitten::N,έλκηθρο,салаз
336,Ski::N,σκι,когсалаз
337,Lagerfeuer::N,φωτιά,цӏе
338,Last::N,φορτίο,дукъ
339,Gang::N,δρόμος,лелар
340,Schritt::N,βήμα,гӏулч
341,Norden::N,βορράς,къилбаседе
342,Süden::N,νότος,къилбе
343,Westen::N,δύση,малхбузе
344,Osten::N,ανατολή,малхбале
345,Holz::N,ξύλο,дечиг
346,Brett::N,σανίδι,у
347,Platte::N,πλάκα,у
348,Stütze::N,στήριγμα,гӏopтоp
349,Stange::N,ραβδί,гӏуркх
350,Stange::N,κοντός,гӏуркх
351,Stock::N,ξύλο,ӏаса
352,Stock::N,μπαστούνι,ӏаса
353,Stab::N,ραβδί,гӏаж
354,Rohr::N,σωλήνας,биргӏа
355,Haus::N,σπίτι,цӏа
356,Heim::N,σπίτι,кхерч
357,Ofen::N,σόμπα,кхерч
358,Ofen::N,θερμάστρα,кхерч
359,Fußboden::N,πάτωμα,цӏенкъа
360,Tisch::N,τραπέζι,шун
361,Stuhl::N,καρέκλα,гӏант
362,Wiege::N,κούνια,ага
363,Bett::N,κρεβάτι,маьнга
364,Regal::N,ράφι,терхи
365,Kiste::N,κιβώτιο,яьшка
366,Fenster::N,παράθυρο,кор
367,Tür::N,πόρτα,неӏ
368,Tor::N,πύλη,ков
369,Zaun::N,φράχτης,керт
370,Dach::N,στέγη,тхов
371,Leiter::N,σκάλα,лами
372,Leiter::N,κλίμακα,лами
373,Besen::N,σκούπα,нуй
374,Spaten::N,φτυάρι,бел
375,Schaufel::N,φτυάρι,аьшкал
376,Gabel::N,πιρούνι,мӏара
377,Löffel::N,κουτάλι,ӏайг
378,Messer::N,μαχαίρι,урс
379,Nagel::N,καρφί,хьостам
380,Netz::N,δίχτυ,бой
381,Haken::N,γάντζος,мӏара
382,Haken::N,αγκίστρι,мӏара
383,Griff::N,λαβή,
384,Schloss::N,κλειδαριά,чӏега
385,Bild::N,εικόνα,сурт
386,Figur::N,ανάστημα,
387,Puppe::N,κούκλα,тайниг
388,Beutel::N,πουγγί,гали
389,Bündel::N,δεμάτι,кочар
390,Tasche::N,τσάντα,тӏоьрмиг
391,Eimer::N,κουβάς,чийлик
392,Deckel::N,καπάκι,негӏар
393,Geschirr::N,σκεύη,пхьегӏа
394,Sack::N,σάκος,гали
395,Tasse::N,φλιτζάνι,кад
396,Topf::N,χύτρα,яй
397,Kessel::N,καζάνι,яй
398,Essen::N,φαγητό,юург
399,Nahrung::N,τροφή,кхача
400,Speise::N,φαγητό,юург
401,Fleisch::N,κρέας,жижиг
402,Getreide::N,σιτάρι,буьртиг
403,Brei::N,χυλός,xудар
404,Brot::N,ψωμί,бепиг
405,Brot::N,ψωμί,кхаллар
406,Brot::N,άρτος,бепиг
407,Brot::N,άρτος,кхаллар
408,Scheibe::N,φέτα,цастар
409,Fett::N,πάχος,мохь
410,Butter::N,βούτυρο,налха
411,Öl::N,λάδι,даьтта
412,Salz::N,αλάτι,туьха
413,Suppe::N,σούπα,чорпа
414,Honig::N,μέλι,моз
415,Milch::N,γάλα,шура
416,Tee::N,τσάι,чай
417,Leder::N,πετσί,цӏока
418,Wolle::N,μαλλί,тӏapгӏa
419,Stoff::N,ύφασμα,кӏади
420,Nadel::N,βελόνα,маха
421,Faden::N,κλωστή,тай
422,Knopf::N,κουμπί,нуьйда
423,Knoten::N,κόμπος,шад
424,Farbe::N,μπογιά,сир
425,Farbe::N,μπογιά,басар
426,Kleidung::N,ρούχα,бедар
427,Kleidung::N,ενδυμασία,бедар
428,Hemd::N,πουκάμισο,коч
429,Kragen::N,κολάρο,кач
430,Ärmel::N,μανίκι,пхьош
431,Hose::N,πανταλόνι,хеча
432,Gürtel::N,ζώνη,доьхка
433,Mütze::N,σκούφος,куй
434,Schuh::N,παπούτσι,мача
435,Stiefel::N,μπότα,этка
436,Ring::N,δαχτυλίδι,чӏуг
437,Band::N,κορδέλα,лента
438,Kamm::N,χτένα,ехк
439,Spiegel::N,καθρέφτης,куьзга
440,Riemen::N,λουρί,доьхка
441,Schnur::N,κορδόνι,муш
442,Leine::N,σχοινί,кочатосу доьхка
443,Decke::N,κουβέρτα,юргӏа
444,Kissen::N,μαξιλάρι,гIайба
445,Tuch::N,πανί,исхар
446,Tuch::N,μαντήλι,исхар
447,Handtuch::N,πετσέτα,гата
448,Kraft::N,δύναμη,гӏора
449,Stärke::N,ισχύς,гӏап
450,Stärke::N,δύναμη,гӏап
451,Gesundheit::N,υγεία,могашалла
452,Krankheit::N,αρρώστια,цамгар
453,Schmerz::N,πόνος,лазар
454,Wunde::N,πληγή,чов
455,Fieber::N,πυρετός,xорша
456,Arznei::N,φάρμακο,молха
457,Brücke::N,γέφυρα,тӏай
458,Brunnen::N,πηγάδι,гӏу
459,Weide::N,βοσκή,дак
460,Pfad::N,μονοπάτι,тача
461,Weg::N,δρόμος,некъ
462,Straße::N,οδός,урам
463,Straße::N,δρόμος,урам
464,Dorf::N,χωριό,юрт
465,Stadt::N,πόλη,гӏала
466,Brief::N,γράμμα,кехат
467,Brief::N,επιστολή,кехат
468,Buch::N,βιβλίο,жайна
469,Buchstabe::N,γράμμα,элп
470,Zeitung::N,εφημερίδα,газет
471,Leben::N,ζωή,дахар
472,Leben::N,βίος,дахар
473,Tod::N,θάνατος,далар
474,Tod::N,θάνατος,ӏожалла
475,Grab::N,τάφος,каш
476,Kirche::N,εκκλησία,килс
477,Sünde::N,αμαρτία,къа
478,Gott::N,θεός,дела
479,Arbeiter::N,εργάτης,белхало
480,Chef::N,προϊστάμενος,хьаькам
481,Meister::N,μάστορας,говзанча
482,Meister::N,αρχιτεχνίτης,говзанча
483,Arzt::N,γιατρός,лор
484,Lehrer::N,δάσκαλος,хьехархо
485,Geld::N,λεφτά,aхча
486,Geld::N,χρήματα,aхча
487,Geschäft::N,συναλλαγή,туька
488,Laden::N,μαγαζί,туька
489,Laden::N,κατάστημα,туька
490,Preis::N,τιμή,мах
491,Ware::N,εμπόρευμα,хlума
492,Nutzen::N,όφελος,пайда
493,Reichtum::N,πλούτος,хьал
494,Welt::N,κόσμος,дуьне
495,Land::N,χώρα,мохк
496,Staat::N,κράτος,пачхьалкх
497,Staat::N,πολιτεία,пачхьалкх
498,König::N,βασιλιάς,паччахь
499,Macht::N,εξουσία,ӏедал
500,Grenze::N,σύνορα,доза
501,Krieg::N,πόλεμος,тӏом
502,Feind::N,εχθρός,мостагӏ
503,Gewalt::N,βία,гӏело
504,Kampf::N,αγώνας,къийсам
505,Bogen[Waffe]::N,τόξο,
506,Pfeil::N,σαΐτα,пха
507,Gewehr::N,τουφέκι,топ
508,Fehler::N,λάθος,гӏалат
509,Fehler::N,σφάλμα,гӏалат
510,Lüge::N,ψέμα,аьшпаш
511,Lüge::N,ψεύδος,аьшпаш
512,Schaden::N,ζημία,зен
513,Unglück::N,δυστυχία,бала
514,Schuld::N,ενοχή,бехк
515,Schuld::N,φταίξιμο,бехк
516,Alter::N,ηλικία,хан
517,Schluss::N,τέλος,чакхе
518,Zeit::N,χρόνος,хан
519,Tag::N,μέρα,де
520,Tag::N,ημέρα,де
521,Morgen::N,πρωί,ӏуьйре
522,Mittag::N,μεσημέρι,делкъе
523,Abend::N,βράδυ,суьйре
524,Nacht::N,νύχτα,буьйса
525,Woche::N,εβδομάδα,кӏира
526,Monat::N,μήνας,бутт
527,Jahr::N,έτος,шо
528,Jahr::N,χρόνος,шо
529,Frühling::N,άνοιξη,бӏаьсте
530,Sommer::N,καλοκαίρι,аьхке
531,Herbst::N,φθινόπωρο,гуьйре
532,Winter::N,χειμώνας,ӏа
533,Januar::N,Ιανουάριος,январь
534,Februar::N,Φεβρουάριος,февраль
535,März::N,Μάρτιος,март
536,April::N,Απρίλιος,апрель
537,Mai::N,Μάιος,май
538,Juni::N,Ιούνιος,июнь
539,Juli::N,Ιούλιος,июль
540,August::N,Αύγουστος,август
541,September::N,Σεπτέμβριος,сентябрь
542,Oktober::N,Οκτώβριος,октябрь
543,November::N,Νοέμβριος,ноябрь
544,Dezember::N,Δεκέμβριος,декабрь
545,Montag::N,Δευτέρα,оршот
546,Dienstag::N,Τρίτη,шинара
547,Mittwoch::N,Τετάρτη,кхаара
548,Donnerstag::N,Πέμπτη,еара
549,Freitag::N,Παρασκευή,пӏераска
550,Samstag::N,Σάββατο,шот
551,Sonntag::N,Κυριακή,кӏиранде
552,groß::A,μεγάλος,доккха
553,klein::A,μικρός,кегий
554,lang::A,μακρύς,еха
555,kurz::A,κοντός,доца
556,breit::A,φαρδύς,шуьйра
557,schmal::A,στενός,готта
558,dicht::A,πυκνός,луьста
559,dick[Gegenstand]::A,παχύς,стомма
560,dick[Gegenstand]::A,χοντρός,стомма
561,dünn::A,ψιλός,дуткъа
562,dünn::A,λεπτός,дуткъа
563,fein::A,ψιλός,ховха
564,fest::A,στερεός,чӏогӏа
565,flach::A,επίπεδος,чӏапа
566,glatt::A,λείος,шера
567,glatt::A,ομαλός,шера
568,hart::A,σκληρός,чӏогӏa
569,weich::A,μαλακός,кӏеда
570,rund::A,στρογγυλός,горга
571,spitz::A,μυτερός,ира
572,scharf::A,κοφτερός,ира
573,stumpf::A,αμβλύς,аьртa
574,schwer::A,βαρύς,деза
575,schön::A,ωραίος,хаза
576,schön::A,όμορφος,хаза
577,heiß::A,ζεστός,довха
578,warm::A,θερμός,довха
579,kalt::A,κρύος,шийла
580,kalt::A,ψυχρός,шийла
581,kühl::A,δροσερός,шийла
582,frisch::A,νωπός,керла
583,frisch::A,φρέσκος,керла
584,feucht::A,υγρός,тӏуьна
585,nass::A,βρεγμένος,тӏеда
586,trocken::A,ξηρός,eкъа
587,trocken::A,στεγνός,eкъа
588,voll::A,γεμάτος,дуьзна
589,leer::A,άδειος,яьсса
590,offen::A,ανοιχτός,диллина
591,geschlossen::A,κλειστός,дӏакъевлина
592,geschlossen::A,κλειστός,дӏачӏагӏдина
593,sauber::A,καθαρός,цӏена
594,schmutzig::A,βρώμικος,боьха
595,schmutzig::A,λερωμένος,боьха
596,roh::A,ωμός,буьйда
597,reif::A,ώριμος,хилла
598,lecker::A,νόστιμος,чоме
599,süß::A,γλυκός,мерза
600,bitter::A,πικρός,къаьхьа
601,sauer::A,ξινός,муьста
602,hell::A,φωτεινός,сирла
603,dunkel::A,σκοτεινός,бодане
604,schwarz::A,μαύρος,ӏаьржа
605,schwarz::A,μελανός,ӏаьржа
606,weiß::A,άσπρος,кӏайн
607,rot::A,κόκκινος,цӏен
608,gelb::A,κίτρινος,можа
609,blau::A,μπλε,сийна
610,blau::A,γαλανός,сийна
611,grün::A,πράσινος,баьццара
612,grau::A,γκρίζος,cира
613,grau::A,γκρίζος,мокха
614,bunt::A,ποικιλόχρωπος,къорза
615,billig::A,φτηνός,дораха
616,teuer::A,ακριβός,деза
617,wertvoll::A,πολύτιμος,мехала
618,blind::A,τυφλός,бӏаьрзе
619,taub::A,κουφός,къора
620,kräftig::A,δυνατός,нуьцкъала
621,stark::A,γερός,зоьртала
622,stark::A,γερός,нуьцкъала
623,schwach::A,αδύνατος,гӏорасиза
624,fett::A,παχύς,дерстана
625,schlank::A,λεπτός,куц долу
626,schlank::A,λυγερός,куц долу
627,hübsch::A,όμορφος,хаза
628,hübsch::A,χαριτωμένος,хаза
629,böse::A,κακός,вон
630,dumm::A,κουτός,сонта
631,dumm::A,ανόητος,сонта
632,faul::A,τεμπέλης,мало ен
633,fleißig::A,εργατικός,тӏера
634,geizig::A,τσιγγούνης,пис
635,geizig::A,τσιγγούνης,сутара
636,klug::A,έξυπνος,хьекъале
637,geschickt::A,επιδέξιος,тӏахъаьлла
638,lieb::A,φίλος,хьоме
639,lieb::A,αγαπητός,хьоме
640,lustig::A,εύθυμος,самукъане
641,lustig::A,χαρούμενος,самукъане
642,sanft::A,ήπιος,кlеда
643,hungrig::A,πεινασμένος,меца
644,krank::A,άρρωστος,цомгуш долу
645,nackt::A,γυμνός,дерзана
646,traurig::A,λυπημένος,самукъане воцу
647,lebendig::A,ζωντανός,дийна
648,gut::A,καλός,дика
649,schlecht::A,κακός,вон
650,richtig::A,σωστός,нийса
651,schlimm::A,άσχημος,вон
652,wahr::A,αληθής,бакъдолу
653,wahr::A,αληθινός,бакъдолу
654,alt::A,παλιός,къена
655,neu::A,νέος,керла
656,neu::A,καινούργιος,керла
657,ehemalig::A,παλιός,хилла
658,alt[Lebewesen]::A,γέρος,къена
659,jung::A,νέος,къона
660,arm::A,φτωχός,къен
661,reich::A,πλούσιος,хьоле
662,bekannt::A,γνωστός,девзаш долу
663,berühmt::A,περίφημος,цӏеяхана
664,berühmt::A,ξακουσμένος,цӏеяхана
665,fremd::A,ξένος,нехан
666,verschieden::A,διαφορετικός,тайп-тайпанара
667,nah::A,κοντινός,гергара
668,fern::A,μακριά,гена
669,fern::A,μακριά,генара
670,linker::A,αριστερός,аьрру
671,rechter::A,δεξιός,аьтту
672,anderer::A,άλλος,кхин
673,erster::A,πρώτος,хьалхара
674,zweiter::A,δεύτερος,шолгIа
675,dritter::A,τρίτος,кхоалгӏа
676,letzter::A,τελευταίος,тӏаьххьара
677,allein::ADV,μόνος,цхьаъ
678,auf einmal::ADV,εφάπαξ,цу сохьтта
679,zusammen::ADV,μαζί,цхьана
680,lange::ADV,πολύν καιρό,дукха
681,plötzlich::ADV,έξαφνα,цIеххьана
682,sofort::ADV,αμέσως,цу сохьтта
683,später::ADV,αργότερα,тӏаьхьо
684,jetzt::ADV,τώρα,хӏинца
685,heute::ADV,σήμερα,тахана
686,morgen::ADV,αύριο,кхана
687,bald::ADV,σε λίγο,кеста
688,bald::ADV,εντός ολίγου,кеста
689,dann::ADV,ύστερα,тӏаккха
690,gestern::ADV,χτες,селхана
691,einst::ADV,ποτέ,цкъа
692,einst::ADV,άλλοτε,цкъа
693,damals::ADV,τότε,хӏетахьь
694,danach::ADV,μετά,тӏаккха
695,danach::ADV,ύστερα,тӏаккха
696,vorher::ADV,πριν,хьалхa
697,vorher::ADV,προηγουμένως,хьалхa
698,zuerst::ADV,πρώτα,хьалха
699,einmal::ADV,μία φορά,цкъа
700,manchmal::ADV,κάποτε,цкъаццкъа
701,oft::ADV,συχνά,кест-кеста
702,oft::ADV,πολλές φορές,кест-кеста
703,immer::ADV,πάντα,даим
704,immer::ADV,πάντοτε,даим
705,niemals::ADV,ποτέ,цкъа а
706,hier::ADV,εδώ,кхузахь
707,hierhin::ADV,εδώ,кхуза
708,von hier::ADV,από δω,кхузара
709,dort::ADV,εκεί,цигахь
710,dorthin::ADV,προς τα κει,цига
711,geradeaus::ADV,κατευθείαν,нийса дӏа
712,vorwärts::ADV,εμπρός,хьалха
713,rückwärts::ADV,πίσω,юха
714,zurück::ADV,πίσω,юха
715,unten::ADV,κάτω,лахахь
716,hinab::ADV,προς τα κάτω,охьа
