,Concept_ID,pt,uz
191,Fliege::N,mosca,pashsha
192,Schmetterling::N,borboleta,kapalak
193,Beere::N,bago,meva
194,Apfel::N,maçã,olma
195,Pilz::N,fungo,qo'ziqorin
196,Pilz::N,cogumelo,qo'ziqorin
197,Zwiebel::N,cebola,piyoz
198,Saat::N,sementeira,äkin
199,Korn::N,grão,zarra
200,Heu::N,feno,xashak
201,Schale::N,casca,po'choq
202,Grube::N,cova,co'ra
203,Grube::N,fossa,co'ra
204,Falle::N,armadilha,qopqon
205,Schlinge::N,laço,sirtmoq
206,Spur::N,pista,iz
207,Spur::N,vestígio,iz
208,Asche::N,cinza,kul
209,Dreck::N,sujidade,kir
210,Eisen::N,ferro,temir
211,Gold::N,ouro,tilla
212,Silber::N,prata,kumush
213,Kohle::N,carvão,ko'mir
214,Glas::N,vidro,oyna
215,Lehm::N,barro,loy
216,Lehm::N,argila,loy
217,Sand::N,areia,qum
218,Mensch::N,homem,odam
219,Mensch::N,pessoa,odam
220,Mann::N,homem,ärkak
221,Frau::N,mulher,ayol
222,Kind::N,filho,bola
223,Kind::N,filho,kichkintoy
224,Kind::N,criança,bola
225,Kind::N,criança,kichkintoy
226,Junge::N,rapaz,bola
227,Junge::N,menino,bola
228,Mädchen::N,menina,qiz
229,Mädchen::N,rapariga,qiz
230,Familie::N,família,oila
231,Großvater::N,avô,buva
232,Großvater::N,avô,katta ota
233,Großmutter::N,avó,buvi
234,Großmutter::N,avó,katta oyi
235,Eltern::N,pais,ota-ona
236,Vater::N,pai,ota
237,Mutter::N,mãe,ona
238,Sohn::N,filho,o'g'il
239,Tochter::N,filha,qiz
240,Bruder::N,irmão,og'a
241,Bruder::N,irmão,uka
242,Schwester::N,irmã,opa
243,Schwester::N,irmã,singil
244,Onkel::N,tio,amaki
245,Tante::N,tia,amma
246,Tante::N,tia,xola
247,Ehemann::N,esposo,är
248,Ehefrau::N,esposa,rafiqa
249,Freude::N,prazer,ayish
250,Freude::N,alegria,ayish
251,Gelächter::N,risada,kulgi
252,Gelächter::N,gargalhada,kulgi
253,Glück::N,felicidade,saodat
254,Kummer::N,aflição,g'am
255,Kummer::N,desgosto,g'am
256,Wunsch::N,desejo,orzu
257,Lust::N,vontade,rag'bat
258,Geist::N,mente,ruh
259,Geist::N,espírito,ruh
260,Gedanke::N,ideia,fikr
261,Gedanke::N,pensamento,fikr
262,Gedächtnis::N,memória,äs
263,Verstand::N,razão,aql
264,Verstand::N,inteligência,aql
265,Sinn::N,sentido,ma'ni
266,Sinn::N,significado,ma'ni
267,Grund::N,causa,sabab
268,Grund::N,motivo,sabab
269,Wahrheit::N,verdade,haq
270,Gespräch::N,conversa,gap
271,Gespräch::N,conversação,gap
272,Märchen::N,conto,ärtak
273,Erzählung::N,conto,rivoyat
274,Erzählung::N,narrativa,rivoyat
275,Nachricht::N,mensagem,xabar
276,Neuigkeit::N,notícia,yangilik
277,Neuigkeit::N,novidade,yangilik
278,Name::N,nome,ot
279,Rätsel::N,adivinha,topishmoq
280,Rede::N,oração,nutq
281,Rede::N,discurso,nutq
282,Sprache::N,língua,til
283,Stimme::N,voz,ovoz
284,Wort::N,palavra,so'z
285,Zeichen::N,marca,alomat
286,Ruf::N,grito,chaqiriq
287,Ruf::N,chamada,chaqiriq
288,Lärm::N,ruído,taraq
289,Lärm::N,barulho,taraq
290,Laut::N,som,tovush
291,Ton::N,tom,un
292,Lied::N,canção,ashula
293,Ruhe::N,calma,tinchlik
294,Ruhe::N,silêncio,tinchlik
295,Leute::N,gente,xaloyiq
296,Leute::N,pessoas,xaloyiq
297,Volk::N,povo,xalq
298,Volk::N,nação,xalq
299,Arbeit::N,trabalho,ish
300,Gast::N,hóspede,mehmon
301,Gast::N,convidado,mehmon
302,Geschenk::N,prenda,hadya
303,Geschenk::N,presente,hadya
304,Spiel::N,jogo,o'yin
305,Gesellschaft::N,companhia,jamiyat
306,Hilfe::N,ajuda,yordam
307,Hilfe::N,socorro,yordam
308,Freund::N,amigo,do'st
309,Kamerad::N,camarada,yo'ldosh
310,Angelegenheit::N,assunto,daxl
311,Anzahl::N,número,son
312,Anzahl::N,quantidade,son
313,Art::N,tipo,tur
314,Art::N,espécie,tur
315,Stück::N,pedaço,parcha
316,Teil::N,peça,bo'lak
317,Teil::N,parte,bo'lak
318,Hälfte::N,metade,yarim
319,Kreis::N,círculo,aylana
320,Kreuz::N,cruz,xoch
321,Linie::N,linha,liniya
322,Strich::N,traço,chiziq
323,Abstand::N,distância,oralik
324,Entfernung::N,distância,uzoqlik
325,Gegend::N,área,yer
326,Gegend::N,região,yer
327,Platz::N,lugar,oralig
328,Ort::N,sítio,joy
329,Seite::N,lado,yon
330,Mitte::N,meio,o'rta
331,Gegenstand::N,objecto,ashyo
332,Sache::N,coisa,buyum
333,Rand::N,bordo,chek
334,Rand::N,margem,chek
335,Kante::N,borda,tig'
336,Kante::N,aresta,tig'
337,Ecke::N,esquina,burchak
338,Spitze::N,ponta,uch
339,Ende::N,cabo,oxir
340,Ende::N,extremo,oxir
341,Loch::N,furo,teshik
342,Loch::N,buraco,teshik
343,Winkel::N,canto,go'sha
344,Winkel::N,ângulo,go'sha
345,Muster::N,padrão,nusha
346,Muster::N,desenho,nusha
347,Größe::N,tamanho,kattalik
348,Länge::N,comprimento,uzunlik
349,Höhe::N,altura,yuksaklik
350,Höhe::N,altitude,yuksaklik
351,Gewicht::N,peso,solmoq
352,Menge::N,quantidade,miqdor
353,Haufen::N,pilha,uyum
354,Reihe::N,fila,saf
355,Boot::N,barco,qayiq
356,Ruder::N,remo,äshkak
357,Schlitten::N,trenó,chana
358,Ski::N,esqui,chang'i
359,Lagerfeuer::N,fogueira,gulxan
360,Last::N,carga,yuk
361,Gang::N,curso,yurish
362,Gang::N,caminhada,yurish
363,Schritt::N,passo,qadam
364,Norden::N,norte,shimol
365,Süden::N,sul,janub
366,Westen::N,oeste,g'arb
367,Westen::N,ocidente,g'arb
368,Osten::N,este,sharq
369,Osten::N,leste,sharq
370,Osten::N,oriente,sharq
371,Holz::N,madeira,yog'och
372,Brett::N,tábua,taxta
373,Brett::N,prancha,taxta
374,Platte::N,laje,tabaqa
375,Platte::N,chapa,tabaqa
376,Stütze::N,apoio,tayanchi
377,Stütze::N,suporte,tayanchi
378,Stange::N,vara,qo'noq
379,Stange::N,barra,qo'noq
380,Stock::N,pau,tayoq
381,Stock::N,bengala,tayoq
382,Stab::N,bastão,gavron
383,Rohr::N,cano,tarnov
384,Haus::N,casa,uy
385,Heim::N,lar,makon
386,Heim::N,casa,makon
387,Ofen::N,estufa,pechka
388,Ofen::N,aquecedor,pechka
389,Fußboden::N,piso,pol
390,Tisch::N,mesa,mosa
391,Stuhl::N,cadeira,o'rindiq
392,Wiege::N,berço,beshik
393,Bett::N,cama,yotoq
394,Regal::N,estante,tokcha
395,Regal::N,prateleira,tokcha
396,Kiste::N,caixa,sandiq
397,Fenster::N,janela,deraza
398,Tür::N,porta,äshik
399,Tor::N,portão,darvoza
400,Zaun::N,cerca,panjara
401,Zaun::N,vedação,panjara
402,Dach::N,telhado,tom
403,Leiter::N,escada,narvon
404,Leiter::N,escada móvel,narvon
405,Besen::N,vassoura,supurgi
406,Spaten::N,pá,bel
407,Schaufel::N,pá,kurak
408,Gabel::N,garfo,bilka
409,Löffel::N,colher,qoshiq
410,Messer::N,faca,pichoq
411,Nagel::N,cravo,mix
412,Netz::N,rede,to'r
413,Haken::N,gancho,ilgak
414,Griff::N,asa,sop
415,Griff::N,asa,tutqich
416,Griff::N,cabo,sop
417,Griff::N,cabo,tutqich
418,Schloss::N,fechadura,qulf
419,Bild::N,imagem,rasm
420,Figur::N,figura,shakl
421,Puppe::N,boneca,ko'g'irchoq
422,Beutel::N,saco,to'rva
423,Beutel::N,bolsa,to'rva
424,Bündel::N,fardo,bog'lam
425,Tasche::N,saco,kissa
426,Tasche::N,bolso,kissa
427,Eimer::N,balde,chelak
428,Deckel::N,tampa,qopqoq
429,Geschirr::N,louça,idish
430,Sack::N,saca,qop
431,Tasse::N,chávena,piyola
432,Topf::N,tacho,tuvak
433,Topf::N,panela,tuvak
434,Kessel::N,caldeira,qozon
435,Essen::N,refeição,tomoq
436,Nahrung::N,comida,emak
437,Nahrung::N,alimento,emak
438,Speise::N,prato,taom
439,Fleisch::N,carne,go'sht
440,Getreide::N,cereais,g'alla
441,Brei::N,puré,bo'tqa
442,Brot::N,pão,non
443,Scheibe::N,fatia,disk
444,Fett::N,banha,moy
445,Fett::N,gordura,moy
446,Butter::N,manteiga,yog'
447,Öl::N,azeite,moy
448,Salz::N,sal,tuz
449,Suppe::N,sopa,sho'rva
450,Suppe::N,caldo,sho'rva
451,Honig::N,mel,asal
452,Milch::N,leite,sut
453,Tee::N,chá,choy
454,Leder::N,couro,charm
455,Wolle::N,lã,jun
456,Stoff::N,pano,mato
457,Stoff::N,tecido,mato
458,Nadel::N,agulha,igna
459,Faden::N,fio,ip
460,Knopf::N,botão,tugma
461,Knoten::N,nó,tugun
462,Farbe::N,corante,bo'yok
463,Kleidung::N,roupa,kiyim
464,Kleidung::N,vestuário,kiyim
465,Hemd::N,camisa,ko'ylak
466,Kragen::N,gola,yoqa
467,Ärmel::N,manga,yeng
468,Hose::N,calça,shim
469,Gürtel::N,cinto,tasma
470,Mütze::N,boné,shapka
471,Mütze::N,barrete,shapka
472,Schuh::N,sapato,but
473,Stiefel::N,bota,botinka
474,Ring::N,anel,yuzuk
475,Band::N,fita,rishta
476,Band::N,faixa,rishta
477,Kamm::N,pente,taroq
478,Spiegel::N,espelho,ko'zgu
479,Riemen::N,correia,qayish
480,Schnur::N,corda,bog'ich
481,Schnur::N,cordel,bog'ich
482,Leine::N,trela,etak
483,Decke::N,cobertor,odyol
484,Kissen::N,almofada,yostiq
485,Tuch::N,pano,gazlama
486,Handtuch::N,toalha,sochiq
487,Kraft::N,força,kuch
488,Stärke::N,força,quvvat
489,Gesundheit::N,saúde,sog'lik
490,Krankheit::N,doença,kasallik
491,Krankheit::N,enfermidade,kasallik
492,Schmerz::N,dor,og'riq
493,Wunde::N,chaga,yara
494,Wunde::N,ferida,yara
495,Fieber::N,febre,bezgak
496,Arznei::N,remédio,dori
497,Brücke::N,ponte,ko'prik
498,Brunnen::N,poço,buloq
499,Weide::N,pastagem,yaylov
500,Pfad::N,senda,dorojka
501,Pfad::N,trilho,dorojka
502,Weg::N,caminho,yo'l
503,Straße::N,via,ko'cha
504,Straße::N,estrada,ko'cha
505,Dorf::N,aldeia,ovul
506,Stadt::N,cidade,shahar
507,Brief::N,carta,maktub
508,Buch::N,livro,kitob
509,Buchstabe::N,letra,harf
510,Zeitung::N,jornal,gazet
511,Leben::N,vida,hayot
512,Tod::N,morte,o'lim
513,Grab::N,túmulo,go'r
514,Grab::N,sepultura,go'r
515,Kirche::N,igreja,cherkov
516,Sünde::N,pecado,gunoh
517,Gott::N,deus,olloh
518,Arbeiter::N,operário,ishchi
519,Arbeiter::N,trabalhador,ishchi
520,Chef::N,chefe,rais
521,Chef::N,patrão,rais
522,Meister::N,mestre,usta
523,Arzt::N,médico,hakim
524,Lehrer::N,professor,muallim
525,Geld::N,dinheiro,pul
526,Geschäft::N,negócio,savdo
527,Laden::N,loja,do'kon
528,Preis::N,preço,baho
529,Ware::N,mercadoria,mol
530,Nutzen::N,proveito,foyda
531,Reichtum::N,riqueza,boylik
532,Welt::N,mundo,olam
533,Land::N,país,o'lka
534,Staat::N,Estado,davlat
535,König::N,rei,qirol
536,Macht::N,poder,iqtidor
537,Macht::N,potência,iqtidor
538,Grenze::N,fronteira,chegara
539,Krieg::N,guerra,harb
540,Feind::N,inimigo,dushman
541,Gewalt::N,violência,zo'rlik
542,Kampf::N,luta,kurash
543,Kampf::N,combate,kurash
544,Bogen[Waffe]::N,arco,yoy
545,Pfeil::N,seta,o'q
546,Pfeil::N,flecha,o'q
547,Gewehr::N,espingarda,vintovka
548,Fehler::N,erro,xato
549,Fehler::N,falha,xato
550,Lüge::N,mentira,yolg'on
551,Schaden::N,dano,ziyon
552,Schaden::N,estrago,ziyon
553,Unglück::N,desgraça,balo
554,Schuld::N,culpa,ayb
555,Alter::N,idade,yosh
556,Schluss::N,fim,tamom
557,Zeit::N,tempo,vaqt
558,Tag::N,dia,kun
559,Morgen::N,manhã,saboh
560,Mittag::N,meio-dia,kun tushlik
561,Abend::N,noite,oqshom
562,Abend::N,tardinha,oqshom
563,Nacht::N,noite,tun
564,Woche::N,semana,hafta
565,Monat::N,mês,oy
566,Jahr::N,ano,yil
567,Frühling::N,primavera,bahor
568,Sommer::N,verão,yoz
569,Herbst::N,outono,kuz
570,Herbst::N,outono,xazon
571,Winter::N,inverno,qish
572,Januar::N,Janeiro,yanvar'
573,Februar::N,Fevereiro,fevral'
574,März::N,Março,mart
575,April::N,Abril,aprel'
576,Mai::N,Maio,may
577,Juni::N,Junho,iyun'
578,Juli::N,Julho,iyul'
579,August::N,Agosto,avgust
580,September::N,Setembro,sentyabr'
581,Oktober::N,Outubro,oktyabr'
582,November::N,Novembro,noyabr'
583,Dezember::N,Dezembro,dekabr'
584,Montag::N,segunda-feira,dushanba
585,Dienstag::N,terça-feira,seshanba
586,Mittwoch::N,quarta-feira,chorshanba
587,Donnerstag::N,quinta-feira,payshanba
588,Freitag::N,sexta-feira,juma
589,Samstag::N,sábado,shanba
590,Sonntag::N,domingo,yakshanba
591,groß::A,grande,buyuk
592,klein::A,pequeno,kichik
593,lang::A,comprido,uzun
594,kurz::A,curto,qisqa
595,breit::A,largo,keng
596,schmal::A,estreito,änsiz
597,dicht::A,denso,quyuq
598,dick[Gegenstand]::A,grosso,qalin
599,dünn::A,delgado,ingichka
600,fein::A,fino,mayin
601,fein::A,subtil,mayin
602,fest::A,firme,qattiq
603,fest::A,sólido,qattiq
604,flach::A,plano,yalpoq
605,glatt::A,liso,tekis
606,hart::A,duro,qattiq
607,weich::A,mole,yumshoq
608,rund::A,redondo,yumaloq
609,spitz::A,agudo,uchli
610,scharf::A,afiado,keskir
611,stumpf::A,rombo,to'mtoq
612,schwer::A,pesado,salmoqli
613,schön::A,belo,go'zal
614,schön::A,bonito,go'zal
615,heiß::A,quente,qiziq
616,warm::A,quente,issiq
617,kalt::A,frio,sovuq
618,kühl::A,fresco,salqin
619,frisch::A,fresco,toza
620,feucht::A,húmido,namli
621,nass::A,molhado,nam
622,trocken::A,seco,quruq
623,voll::A,cheio,to'la
624,leer::A,vazio,puch
625,offen::A,aberto,ochiq
626,geschlossen::A,fechado,berk
627,sauber::A,limpo,ozoda
628,schmutzig::A,sujo,kir
629,roh::A,cru,xom
630,reif::A,maduro,pishiq
631,lecker::A,delicioso,shirin
632,süß::A,doce,shirin
633,bitter::A,amargo,achchiq
634,sauer::A,azedo,achchiq
635,hell::A,claro,yorug'
636,dunkel::A,escuro,qorong'i
637,dunkel::A,sombrio,qorong'i
638,schwarz::A,preto,qora
639,weiß::A,branco,oq
640,rot::A,vermelho,qizil
641,gelb::A,amarelo,sariq
642,blau::A,azul,zangori
643,grün::A,verde,yashil
644,grau::A,cinzento,bo'z
645,bunt::A,colorido,ola
646,billig::A,barato,arzon
647,teuer::A,caro,qimmat
648,wertvoll::A,valioso,qimmat
649,wertvoll::A,precioso,qimmat
650,blind::A,cego,ko'r
651,taub::A,surdo,garang
652,kräftig::A,forte,kuchli
653,kräftig::A,poderoso,kuchli
654,stark::A,forte,quvvatli
655,stark::A,robusto,quvvatli
656,schwach::A,débil,kuchsiz
657,fett::A,gordo,semiz
658,schlank::A,esbelto,ingichka
659,hübsch::A,giro,ko'rkam
660,hübsch::A,bonito,ko'rkam
661,böse::A,mau,yovuz
662,dumm::A,parvo,aqlsiz
663,dumm::A,estúpido,aqlsiz
664,faul::A,preguiçoso,ärinchak
665,fleißig::A,aplicado,ishchan
666,fleißig::A,diligente,ishchan
667,geizig::A,avarento,qurumsoq
668,klug::A,prudente,oqil
669,klug::A,inteligente,oqil
670,geschickt::A,hábil,äpchil
671,lieb::A,caro,aziz
672,lieb::A,querido,aziz
673,lustig::A,alegre,chaqchaq
674,sanft::A,suave,asta
675,sanft::A,brando,asta
676,hungrig::A,faminto,och
677,krank::A,doente,kasal
678,krank::A,enfermo,kasal
679,nackt::A,nu,yalang
680,nackt::A,despido,yalang
681,traurig::A,triste,xafa
682,lebendig::A,vivo,hayotiy
683,gut::A,bom,soz
684,schlecht::A,mau,yomon
685,schlecht::A,ruim,yomon
686,richtig::A,justo,rost
687,richtig::A,correcto,rost
688,schlimm::A,mau,yovuz
689,schlimm::A,grave,yovuz
690,wahr::A,verdadeiro,haqiqiy
691,alt::A,velho,äski
692,alt::A,antigo,äski
693,neu::A,novo,yangi
694,ehemalig::A,antigo,sobiq
695,alt[Lebewesen]::A,velho,qari
696,jung::A,jovem,navqiron
697,arm::A,pobre,abgor
698,reich::A,rico,boy
699,bekannt::A,conhecido,ma'lum
700,berühmt::A,famoso,mashhur
701,berühmt::A,célebre,mashhur
702,fremd::A,alheio,yot
703,fremd::A,estranho,yot
704,verschieden::A,diverso,turli
705,verschieden::A,diferente,turli
706,nah::A,próximo,yaqindagi
707,fern::A,remoto,uzoq
708,fern::A,distante,uzoq
709,linker::A,esquerdo,so'l
710,rechter::A,direito,o'ng
711,anderer::A,outro,boshqa
712,erster::A,primeiro,birinchi
713,zweiter::A,segundo,ikkinchi
714,dritter::A,terceiro,uchinchi
715,letzter::A,final,oxirgi
716,letzter::A,último,oxirgi
717,allein::ADV,só,o'zicha
718,auf einmal::ADV,de vez,varakay
719,zusammen::ADV,juntos,barobar
720,lange::ADV,muito tempo,uzoq
721,plötzlich::ADV,de repente,qo'qqisdan
722,sofort::ADV,imediatamente,darrov
723,später::ADV,mais tarde,so'ngra
724,jetzt::ADV,agora,hozirgina
725,heute::ADV,hoje,bugun
726,morgen::ADV,amanhã,ärta
727,bald::ADV,logo,toz
728,bald::ADV,breve,toz
729,dann::ADV,então,keyin
730,dann::ADV,depois,keyin
731,gestern::ADV,ontem,kecha
732,einst::ADV,antigamente,avvallari
733,damals::ADV,então,ugal
734,danach::ADV,logo,so'ngra
735,danach::ADV,depois,so'ngra
736,vorher::ADV,antes,avval
737,zuerst::ADV,primeiro,avval
738,einmal::ADV,uma vez,bir marta
739,manchmal::ADV,às vezes,onda-sonda
740,oft::ADV,muitas vezes,tez-tez
741,immer::ADV,sempre,har vaqt
742,niemals::ADV,nunca,hargiz
743,hier::ADV,cá,shu erda
744,hier::ADV,aqui,shu erda
745,hierhin::ADV,para cá,beri
746,von hier::ADV,daqui,shu erdan
747,dort::ADV,lá,ana
748,dort::ADV,ali,ana
749,dorthin::ADV,lá,u yerga
750,dorthin::ADV,para lá,u yerga
751,geradeaus::ADV,em frente,to'g'ri
752,vorwärts::ADV,avante,ilgari
753,rückwärts::ADV,para trás,qoloq
754,zurück::ADV,atrás,orqada
755,unten::ADV,debaixo,pastda
756,unten::ADV,em baixo,pastda
757,hinab::ADV,para baixo,tubanga
758,oben::ADV,em cima,ustida
759,hinauf::ADV,para cima,yuqorida
760,überall::ADV,em toda parte,har erda
761,nicht::ADV,não,ämas
762,ein wenig::ADV,um pouco,biroz
763,ein wenig::ADV,um bocado,biroz
764,kaum::ADV,apenas,arang
765,sehr::ADV,muito,ancha
766,so::ADV,tão,shunday
767,so::ADV,assim,shunday
768,noch::ADV,ainda,hali
769,nur::ADV,só,yolg'iz
770,nur::ADV,apenas,yolg'iz
771,nur::ADV,somente,yolg'iz
772,schon::ADV,já,endi
773,wieder::ADV,outra vez,yana
774,vergebens::ADV,em vão,bekorga
775,vor::PRP,diante de,burun
776,hinter::PRP,atrás de,ketida
777,unter::PRP,sob,ostida
778,unter::PRP,debaixo de,ostida
779,durch::PRP,por,bo'ylab
780,durch::PRP,através de,bo'ylab
781,neben::PRP,junto de,yonida
782,neben::PRP,ao lado de,yonida
783,zwischen::PRP,entre,orada
784,wegen::PRP,por,sababli
785,wegen::PRP,por causa de,sababli
786,dies::PRN,isto,o'sha
787,das::PRN,isso,narigi
788,das::PRN,aquilo,narigi
789,alles::PRN,todo,har nima
790,ich::PRN,eu,men
791,du::PRN,tu,sen
792,er::PRN,ele,u
793,wir::PRN,nós,biz
794,ihr::PRN,vós,siz
795,ihr::PRN,vocês,siz
796,sie::PRN,eles,ular
797,was::FPRN,quê,nima
798,wer::FPRN,quem,kim
799,wo::FADV,onde,qaerda
800,wohin::FADV,aonde,qayerga
801,wohin::FADV,para onde,qayerga
802,wie::FADV,como,qanday
803,warum::FADV,porquê,nega
804,warum::FADV,por que,nega
805,wieviel::FNUM,quanto,qancha
806,eins::NUM,um,bir
807,zwei::NUM,dois,ikki
808,drei::NUM,três,uch
809,vier::NUM,quatro,to'rt
810,fünf::NUM,cinco,besh
811,sechs::NUM,seis,olti
812,sieben::NUM,sete,etti
813,acht::NUM,oito,sakkiz
814,neun::NUM,nove,to'qqiz
815,zehn::NUM,dez,o'n
816,elf::NUM,onze,o'n bir
817,zwölf::NUM,doze,o'n ikki
818,zwanzig::NUM,vinte,yigirma
819,dreißig::NUM,trinta,o'ttiz
820,vierzig::NUM,quarenta,qirq
821,fünfzig::NUM,cinquenta,ällik
