,Concept_ID,da,ca
245,Geist::N,ånd,ment
246,Geist::N,ånd,esperit
247,Gedanke::N,tanke,pensament
248,Gedächtnis::N,hukommelse,memòria
249,Verstand::N,forstand,raó
250,Verstand::N,forstand,seny
251,Sinn::N,mening,solta
252,Sinn::N,mening,sentit
253,Sinn::N,betydning,solta
254,Sinn::N,betydning,sentit
255,Grund::N,grund,raó
256,Grund::N,grund,causa
257,Wahrheit::N,sandhed,veritāt
258,Gespräch::N,samtale,conversa
259,Märchen::N,eventyr,conte
260,Erzählung::N,fortælling,narració
261,Nachricht::N,efterretning,missatge
262,Neuigkeit::N,nyhed,novetat
263,Name::N,navn,nom
264,Rätsel::N,gåde,endevinalla
265,Rede::N,tale,discurs
266,Sprache::N,sprog,llēngua
267,Stimme::N,stemme,veu
268,Wort::N,ord,mot
269,Wort::N,ord,paraula
270,Zeichen::N,tegn,signe
271,Zeichen::N,tegn,senyal
272,Ruf::N,råb,crida
273,Lärm::N,larm,sorōll
274,Laut::N,lyd,so
275,Ton::N,tone,to
276,Lied::N,sang,cançó
277,Ruhe::N,ro,calma
278,Ruhe::N,ro,silenci
279,Ruhe::N,hvile,calma
280,Ruhe::N,hvile,silenci
281,Leute::N,folk,gent
282,Leute::N,mennesker,gent
283,Volk::N,folk,poble
284,Arbeit::N,arbejde,labor
285,Arbeit::N,arbejde,treball
286,Gast::N,gæst,hoste
287,Geschenk::N,gave,regal
288,Geschenk::N,gave,obsequi
289,Spiel::N,leg,joc
290,Gesellschaft::N,selskab,companyia
291,Hilfe::N,hjælp,ajut
292,Freund::N,ven,amīc
293,Kamerad::N,kammerat,company
294,Kamerad::N,kammerat,camarada
295,Angelegenheit::N,sag,afer
296,Angelegenheit::N,sag,assumpte
297,Angelegenheit::N,anliggende,afer
298,Angelegenheit::N,anliggende,assumpte
299,Anzahl::N,antal,nombre
300,Anzahl::N,antal,quantitat
301,Art::N,art,tipus
302,Art::N,art,classe
303,Stück::N,stykke,peça
304,Teil::N,del,part
305,Hälfte::N,halvdel,meitat
306,Kreis::N,cirkel,cercle
307,Kreuz::N,kors,creu
308,Kreuz::N,kryds,creu
309,Linie::N,linie,línia
310,Strich::N,streg,traç
311,Strich::N,streg,ratlla
312,Abstand::N,afstand,distància
313,Entfernung::N,afstand,distància
314,Gegend::N,egn,regió
315,Gegend::N,egn,contrada
316,Platz::N,plads,cabuda
317,Ort::N,sted,lloc
318,Seite::N,side,banda
319,Seite::N,side,costāt
320,Mitte::N,midte,mig
321,Mitte::N,midte,centre
322,Gegenstand::N,genstand,objecte
323,Sache::N,sag,cosa
324,Rand::N,rand,vora
325,Rand::N,rand,marge
326,Kante::N,kant,caire
327,Kante::N,kant,cantell
328,Ecke::N,hjørne,cantonada
329,Spitze::N,spids,punta
330,Ende::N,ende,cap
331,Loch::N,hul,forāt
332,Winkel::N,vinkel,racó
333,Muster::N,mønster,dibuix
334,Muster::N,mønster,disseny
335,Größe::N,størrelse,grandària
336,Länge::N,længde,longitud
337,Höhe::N,højde,altura
338,Höhe::N,højde,altitud
339,Gewicht::N,vægt,pes
340,Menge::N,mængde,quantitat
341,Haufen::N,bunke,pila
342,Reihe::N,række,fila
343,Boot::N,båd,bot
344,Boot::N,båd,barca
345,Ruder::N,åre,rem
346,Schlitten::N,kælk,trineu
347,Schlitten::N,slæde,trineu
348,Ski::N,ski,esquí
349,Lagerfeuer::N,lejrbål,foc de campament
350,Last::N,last,càrrega
351,Last::N,byrde,càrrega
352,Gang::N,gang,marxa
353,Schritt::N,skridt,pas
354,Norden::N,nord,nord
355,Süden::N,syd,sud
356,Westen::N,vest,oest
357,Westen::N,vest,occident
358,Osten::N,øst,est
359,Osten::N,øst,orient
360,Holz::N,træ,fusta
361,Brett::N,bræt,taula
362,Platte::N,plade,placa
363,Stütze::N,støtte,suport
364,Stange::N,stang,vara
365,Stock::N,stok,pal
366,Stab::N,stav,bastó
367,Rohr::N,rør,tub
368,Haus::N,hus,casa
369,Heim::N,hjem,llar
370,Ofen::N,ovn,estufa
371,Fußboden::N,gulv,terra
372,Tisch::N,bord,taula
373,Stuhl::N,stol,cadira
374,Wiege::N,vugge,bressol
375,Bett::N,seng,llit
376,Regal::N,reol,prestatgeria
377,Kiste::N,kasse,caixa
378,Fenster::N,vindue,finestra
379,Tür::N,dør,porta
380,Tor::N,port,portal
381,Zaun::N,stakit,tanca
382,Dach::N,tag,teulada
383,Leiter::N,stige,escala
384,Leiter::N,stige,escala de mà
385,Besen::N,kost,escombra
386,Spaten::N,spade,pala
387,Schaufel::N,skovl,pala
388,Gabel::N,gaffel,forquilla
389,Löffel::N,ske,cullera
390,Messer::N,kniv,coltell
391,Nagel::N,søm,clau
392,Netz::N,net,filat
393,Haken::N,krog,ganxo
394,Griff::N,tag,puny
395,Griff::N,tag,mànec
396,Griff::N,håndtag,puny
397,Griff::N,håndtag,mànec
398,Schloss::N,lås,pany
399,Bild::N,billede,imatge
400,Figur::N,figur,figura
401,Puppe::N,dukke,nina
402,Beutel::N,pose,bossa
403,Bündel::N,bylt,feix
404,Bündel::N,bylt,paquet
405,Bündel::N,bundt,feix
406,Bündel::N,bundt,paquet
407,Tasche::N,taske,bossa
408,Eimer::N,spand,galleda
409,Deckel::N,låg,tapa
410,Deckel::N,låg,tapadora
411,Geschirr::N,husgeråd,vaixella
412,Sack::N,sæk,sac
413,Sack::N,sæk,saca
414,Tasse::N,kop,tassa
415,Topf::N,gryde,pot
416,Topf::N,gryde,olla
417,Kessel::N,kedel,caldera
418,Essen::N,måltid,àpat
419,Essen::N,måltid,menjada
420,Nahrung::N,mad,aliment
421,Nahrung::N,næring,aliment
422,Speise::N,ret,plat
423,Fleisch::N,kød,carn
424,Getreide::N,korn,cereals
425,Brei::N,grød,puré
426,Brot::N,brød,pa
427,Scheibe::N,skive,tall
428,Scheibe::N,skive,llesca
429,Fett::N,fedt,greix
430,Butter::N,smør,mantega
431,Öl::N,olie,oli
432,Salz::N,salt,sal
433,Suppe::N,suppe,sopa
434,Honig::N,honning,mel
435,Milch::N,mælk,llet
436,Tee::N,te,te
437,Leder::N,skind,cuir
438,Wolle::N,uld,llana
439,Stoff::N,stof,tela
440,Nadel::N,nål,agulla
441,Faden::N,tråd,fil
442,Knopf::N,knap,botó
443,Knoten::N,knude,nus
444,Farbe::N,farve,pintura
445,Kleidung::N,påklædning,roba
446,Kleidung::N,påklædning,vestits
447,Hemd::N,skjorte,camisa
448,Kragen::N,krave,coll
449,Ärmel::N,ærme,màniga
450,Hose::N,bukser,pantalōns
451,Gürtel::N,bælte,cinturó
452,Mütze::N,hue,gorra
453,Schuh::N,sko,sabata
454,Stiefel::N,støvle,bota
455,Ring::N,ring,anell
456,Band::N,bånd,veta
457,Band::N,bånd,cinta
458,Kamm::N,kam,pinta
459,Spiegel::N,spejl,mirāll
460,Riemen::N,rem,corretja
461,Schnur::N,snor,corda
462,Leine::N,snor,corretja
463,Decke::N,tæppe,manta
464,Decke::N,tæppe,flassada
465,Kissen::N,pude,coixí
466,Tuch::N,sjaltørklæde,mocador
467,Handtuch::N,håndklæde,tovallola
468,Kraft::N,kraft,força
469,Stärke::N,styrke,vigor
470,Gesundheit::N,sundhed,salut
471,Krankheit::N,sygdom,malaltia
472,Schmerz::N,smerte,dolor
473,Wunde::N,sår,ferida
474,Fieber::N,feber,febre
475,Arznei::N,medicin,medicament
476,Arznei::N,lægemiddel,medicament
477,Brücke::N,bro,pont
478,Brunnen::N,brønd,pou
479,Weide::N,græsgang,pastura
480,Pfad::N,sti,senda
481,Pfad::N,sti,sender
482,Weg::N,vej,camí
483,Straße::N,gade,carretera
484,Dorf::N,landsby,poble
485,Stadt::N,by,ciutāt
486,Brief::N,brev,carta
487,Buch::N,bog,llibre
488,Buchstabe::N,bogstav,lletra
489,Zeitung::N,avis,diāri
490,Leben::N,liv,vida
491,Tod::N,død,mort
492,Grab::N,grav,tomba
493,Kirche::N,kirke,església
494,Sünde::N,synd,pecat
495,Gott::N,gud,déu
496,Arbeiter::N,arbejder,obrer
497,Chef::N,chef,cap
498,Meister::N,mester,mestre
499,Arzt::N,læge,metge
500,Lehrer::N,lærer,mestre
501,Geld::N,penge,dinērs
502,Geschäft::N,forretning,negoci
503,Laden::N,butik,tenda
504,Laden::N,butik,botiga
505,Laden::N,forretning,tenda
506,Laden::N,forretning,botiga
507,Preis::N,pris,preu
508,Ware::N,vare,mercaderia
509,Nutzen::N,nytte,profit
510,Reichtum::N,rigdom,riquesa
511,Welt::N,verden,món
512,Land::N,land,país
513,Staat::N,stat,estat
514,König::N,konge,rei
515,Macht::N,magt,poder
516,Macht::N,magt,potència
517,Grenze::N,grænse,frontera
518,Krieg::N,krig,guerra
519,Feind::N,fjende,enemic
520,Gewalt::N,vold,violència
521,Kampf::N,kamp,lluita
522,Bogen[Waffe]::N,bue,arc
523,Pfeil::N,pil,fletxa
524,Gewehr::N,gevær,fusell
525,Gewehr::N,gevær,escopeta
526,Fehler::N,fejl,falta
527,Lüge::N,løgn,mentida
528,Schaden::N,skade,dany
529,Unglück::N,uheld,desgràcia
530,Unglück::N,ulykke,desgràcia
531,Schuld::N,skyld,culpa
532,Alter::N,alder,edat
533,Schluss::N,slut,fi
534,Schluss::N,slut,final
535,Schluss::N,slutning,fi
536,Schluss::N,slutning,final
537,Zeit::N,tid,temps
538,Tag::N,dag,dia
539,Morgen::N,morgen,matí
540,Mittag::N,middag,migdia
541,Abend::N,aften,vespre
542,Nacht::N,nat,nit
543,Woche::N,uge,setmana
544,Monat::N,måned,mes
545,Jahr::N,år,any
546,Frühling::N,forår,primavera
547,Sommer::N,sommer,estīu
548,Herbst::N,efterår,tardor
549,Winter::N,vinter,hivērn
550,Januar::N,januar,gener
551,Februar::N,februar,febrer
552,März::N,marts,març
553,April::N,april,abril
554,Mai::N,maj,maig
555,Juni::N,juni,juny
556,Juli::N,juli,juliol
557,August::N,august,agost
558,September::N,september,setembre
559,Oktober::N,oktober,octubre
560,November::N,november,novembre
561,Dezember::N,december,desembre
562,Montag::N,mandag,dilluns
563,Dienstag::N,tirsdag,dimarts
564,Mittwoch::N,onsdag,dimecres
565,Donnerstag::N,torsdag,dijous
566,Freitag::N,fredag,divendres
567,Samstag::N,lørdag,dissabte
568,Sonntag::N,søndag,diumenge
569,groß::A,stor,gros
570,klein::A,lille,petīt
571,lang::A,lang,llarg
572,kurz::A,kort,curt
573,breit::A,bred,ample
574,schmal::A,smal,estret
575,dicht::A,tæt,dens
576,dick[Gegenstand]::A,tyk,gruixūt
577,dünn::A,tynd,prim
578,fein::A,fin,fi
579,fest::A,fast,ferm
580,fest::A,fast,sòlid
581,flach::A,flad,pla
582,glatt::A,glat,llis
583,hart::A,hård,dur
584,weich::A,blød,tou
585,rund::A,rund,rodó
586,spitz::A,spids,punxegut
587,scharf::A,skarp,agut
588,stumpf::A,sløv,rom
589,stumpf::A,sløv,esmussat
590,stumpf::A,stump,rom
591,stumpf::A,stump,esmussat
592,schwer::A,tung,pesāt
593,schön::A,skøn,bonīc
594,heiß::A,hed,calēnt
595,warm::A,varm,càlid
596,kalt::A,kold,fred
597,kühl::A,kølig,fresc
598,frisch::A,frisk,fresc
599,feucht::A,fugtig,humit
600,nass::A,våd,mullat
601,trocken::A,tør,sec
602,voll::A,fuld,ple
603,leer::A,tom,buit
604,offen::A,åben,obert
605,geschlossen::A,lukket,tancat
606,sauber::A,ren,net
607,schmutzig::A,snavset,brut
608,roh::A,rå,cru
609,reif::A,moden,madur
610,lecker::A,lækker,deliciós
611,süß::A,sød,dolç
612,bitter::A,bitter,amarg
613,sauer::A,sur,agre
614,hell::A,lys,clar
615,dunkel::A,mørk,fosc
616,schwarz::A,sort,negre
617,weiß::A,hvid,blanc
618,rot::A,rød,vermēll
619,gelb::A,gul,groc
620,blau::A,blå,blau
621,grün::A,grøn,verd
622,grau::A,grå,gris
623,bunt::A,broget,multicolor
624,billig::A,billig,barat
625,teuer::A,dyr,car
626,wertvoll::A,værdifuld,preciós
627,blind::A,blind,cec
628,taub::A,døv,sord
629,kräftig::A,kraftig,fort
630,kräftig::A,kraftig,vigorós
631,stark::A,stærk,fort
632,schwach::A,svag,feble
633,fett::A,fed,gras
634,schlank::A,slank,esvelt
635,hübsch::A,køn,maco
636,böse::A,ond,dolent
637,böse::A,slem,dolent
638,dumm::A,dum,ximple
639,dumm::A,dum,estúpid
640,faul::A,doven,gandūl
641,faul::A,doven,mandrós
642,fleißig::A,flittig,diligēnt
643,geizig::A,gerrig,avar
644,klug::A,klog,intel·ligent
645,geschickt::A,dygtig,hàbil
646,geschickt::A,behændig,hàbil
647,lieb::A,rar,amat
648,lieb::A,rar,estimat
649,lustig::A,lystig,alegre
650,sanft::A,blid,suau
651,hungrig::A,sulten,afamat
652,krank::A,syg,malālt
653,nackt::A,nøgen,nu
654,traurig::A,bedrøvet,trist
655,lebendig::A,levende,viu
656,gut::A,god,bo
657,schlecht::A,dårlig,dolēnt
658,richtig::A,rigtig,just
659,richtig::A,rigtig,correcte
660,schlimm::A,slem,greu
661,wahr::A,sand,vertader
662,wahr::A,sand,veritable
663,alt::A,gammel,vell
664,neu::A,ny,nou
665,ehemalig::A,forhenværende,antic
666,alt[Lebewesen]::A,gammel,vell
667,jung::A,ung,jove
668,arm::A,fattig,pobre
669,reich::A,rig,ric
670,bekannt::A,kendt,conegut
671,berühmt::A,berømt,famós
672,fremd::A,fremmed,estrany
673,verschieden::A,forskellig,diferent
674,nah::A,nær,pròxim
675,fern::A,fjern,llunyà
676,fern::A,fjern,distant
677,linker::A,venstre,esquerre
678,rechter::A,højre,dret
679,anderer::A,anden,altre
680,erster::A,første,primer
681,zweiter::A,anden,segon
682,dritter::A,tredje,tercer
683,letzter::A,sidste,últim
684,allein::ADV,alene,sol
685,auf einmal::ADV,på én gang,d'una vegada
686,zusammen::ADV,sammen,junt
687,lange::ADV,længe,molt de temps
688,plötzlich::ADV,pludselig,de cop
689,plötzlich::ADV,pludselig,de sobte
690,sofort::ADV,straks,de seguida
691,später::ADV,senere,més tard
692,jetzt::ADV,nu,ara
693,heute::ADV,i dag,avūi
694,morgen::ADV,i morgen,demà
695,bald::ADV,snart,aviāt
696,dann::ADV,så,després
697,gestern::ADV,i går,ahir
698,einst::ADV,engang,anteriorment
699,damals::ADV,dengang,llavōrs
700,damals::ADV,dengang,aleshores
701,danach::ADV,derefter,després
702,vorher::ADV,før,abāns
703,vorher::ADV,forud,abāns
704,zuerst::ADV,først,primer
705,einmal::ADV,en gang,una vegada
706,manchmal::ADV,sommetider,de vegades
707,oft::ADV,ofte,sovint
708,immer::ADV,altid,sempre
709,niemals::ADV,aldrig,no ... mai
710,hier::ADV,her,aquí
711,hierhin::ADV,hid,per aquí
712,hierhin::ADV,herhen,per aquí
713,von hier::ADV,herfra,des d'aquí
714,dort::ADV,der,allí
715,dorthin::ADV,derhen,hi
716,geradeaus::ADV,lige ud,tot dret
717,vorwärts::ADV,fremad,endavānt
718,rückwärts::ADV,baglæns,endarrera
719,zurück::ADV,tilbage,darrere
720,unten::ADV,nede,a baix
721,unten::ADV,forneden,a baix
722,hinab::ADV,ned,cap avall
723,hinab::ADV,nedad,cap avall
724,oben::ADV,oppe,dalt
725,oben::ADV,ovenpå,dalt
726,hinauf::ADV,op,cap amunt
727,hinauf::ADV,opad,cap amunt
728,überall::ADV,overalt,pertot
729,überall::ADV,overalt,per tot arreu
730,nicht::ADV,ikke,no
731,ein wenig::ADV,lidt,una mica
732,kaum::ADV,knap,a penes
733,kaum::ADV,næppe,a penes
734,sehr::ADV,meget,molt
735,so::ADV,så,així
736,noch::ADV,endnu,encara
737,nur::ADV,kun,només
738,nur::ADV,bare,només
739,schon::ADV,alt,ja
740,schon::ADV,allerede,ja
741,wieder::ADV,igen,de nou
742,vergebens::ADV,forgæves,en va
743,vor::PRP,foran,davānt
744,vor::PRP,foran,enfront de
745,vor::PRP,uden for,davānt
746,vor::PRP,uden for,enfront de
747,hinter::PRP,bag,darrera
748,hinter::PRP,bagved,darrera
749,unter::PRP,under,sota
750,durch::PRP,gennem,per
751,durch::PRP,igennem,per
752,neben::PRP,ved siden af,al costāt de
753,zwischen::PRP,mellem,entre
754,wegen::PRP,på grund af,a causa de
755,dies::PRN,dette,aquest
756,das::PRN,det,això
757,alles::PRN,alt,tot
758,ich::PRN,jeg,jo
759,du::PRN,du,tu
760,er::PRN,han,ell
761,wir::PRN,vi,nosaltres
762,ihr::PRN,I,vosaltres
763,sie::PRN,de,ells
764,sie::PRN,de,elles
765,was::FPRN,hvad,què
766,wer::FPRN,hvem,qui
767,wo::FADV,hvor,on
768,wohin::FADV,hvorhen,cap a on
769,wie::FADV,hvordan,com
770,warum::FADV,hvorfor,per què
771,wieviel::FNUM,hvor meget,quant
772,eins::NUM,én,u
773,zwei::NUM,to,dos
774,drei::NUM,tre,tres
775,vier::NUM,fire,quatre
776,fünf::NUM,fem,cinc
777,sechs::NUM,seks,sis
778,sieben::NUM,syv,set
779,acht::NUM,otte,vuit
780,neun::NUM,ni,nou
781,zehn::NUM,ti,deu
782,elf::NUM,elleve,onze
783,zwölf::NUM,tolv,dotze
784,zwanzig::NUM,tyve,vint
785,dreißig::NUM,tredive,trenta
786,vierzig::NUM,fyrre,quaranta
787,vierzig::NUM,fyrretyve,quaranta
788,fünfzig::NUM,halvtreds,cinquanta
789,sechzig::NUM,tres,seixanta
790,siebzig::NUM,halvfjerds,setanta
791,achtzig::NUM,firs,vuitanta
792,neunzig::NUM,halvfems,noranta
793,hundert::NUM,hundrede,cent
794,tausend::NUM,tusind,mil
795,und::CNJ,og,i
796,oder::CNJ,eller,o
797,stehen::V,stå,estar de peu
798,sitzen::V,sidde,seure
799,liegen::V,ligge,jeure
800,hängen::V,hænge,penjar
801,werden::V,blive,fer-se
802,werden::V,blive,posar-se
803,passieren::V,ske,succeir
804,passieren::V,hænde,succeir
805,beginnen::V,begynde,iniciar-se
806,enden::V,ende,acabar-se
807,enden::V,ende,terminar-se
808,wechseln::V,veksle,canviar
809,aufgehen[Sonne]::V,gå op,sortir
810,aufgehen[Sonne]::V,stå op,sortir
811,untergehen[Sonne]::V,gå ned,posar-se
812,scheinen[Sonne]::V,skinne,brillar
813,donnern::V,tordne,tronar
814,wehen::V,blæse,bufar
815,strömen::V,strømme,afluir
816,fließen::V,flyde,fluir
817,sich drehen::V,dreje sig,girar
818,schwanken::V,vakle,vacil·lar
819,schwingen::V,svinge,oscil·lar
820,fallen::V,falde,caure
821,fallen::V,falde,tombar
822,brennen::V,brænde,cremar
823,rauchen::V,ryge,fumejar
824,regnen::V,regne,ploure
825,gefrieren::V,fryse,gelar-se
826,tauen::V,tø,fondre's
827,schmelzen::V,smelte,fondre's
828,trocknen::V,tørre,assecar-se
829,sieden::V,koge,bullir
830,faulen::V,rådne,podrir-se
831,verfaulen::V,rådne,podrir-se
832,reißen::V,briste,trencar-se
833,versinken::V,synke,enfonsar-se
834,versinken::V,synke ned,enfonsar-se
835,vergehen::V,forløbe,passar
836,erscheinen::V,vise sig,aparèixer
837,verschwinden::V,forsvinde,desaparèixer
838,sinken::V,synke,baixar
839,sinken::V,synke,descendir
840,abnehmen::V,aftage,decréixer
841,zunehmen::V,tiltage,augmentar
842,steigen::V,stige,pujar
843,wachsen::V,gro,créixer
844,wachsen::V,vokse,créixer
845,glänzen::V,glinse,brillar
846,glänzen::V,glinse,resplendir
847,funkeln::V,tindre,espurnejar
848,lärmen::V,larme,fer soroll
849,läuten::V,ringe,sonar
850,klingeln::V,ringe,trucar
851,klirren::V,klirre,dringar
852,brausen::V,bruse,rugir
853,rauschen::V,suse,murmurar
854,klingen::V,lyde,sonar
855,klingen::V,klinge,sonar
856,bellen::V,gø,lladrar
857,heulen::V,hyle,udolar
858,blasen::V,blæse,bufar
859,pfeifen::V,fløjte,xiular
860,schreien::V,skrige,cridar
861,stöhnen::V,stønne,gemegar
862,zittern::V,dirre,tremolar
863,zittern::V,skælve,tremolar
